,"China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Brazil,Australia,United Republic of Tanzania,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Uzbekistan,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,United Arab Emirates,Madagascar,Luxembourg,Israel,Belgium,Turkmenistan,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Portugal,Viet Nam,"China, mainland",Russian Federation,Italy,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Czechoslovakia,Serbia,Tajikistan,Armenia,Germany,Namibia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Kuwait,Czechia,Argentina,Paraguay,Georgia,Cuba,Austria,Bahrain,Morocco,Ethiopia PDR,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Tunisia,Albania,Slovakia,France,South Africa,Réunion,Thailand,Netherlands,Belgium-Luxembourg,Republic of Moldova,Turkey
1983,216250.0,-1.0,-1.0,110457.0,19400.0,36752.0,99106.0,124082.0,51983.0,-1.0,-1.0,94421.0,66343.0,92560.0,-1.0,124913.0,66570.0,35714.0,18345.0,-1.0,25600.0,51686.0,-1.0,173198.0,-1.0,-1.0,147870.0,58109.0,-1.0,117007.0,-1.0,53198.0,61538.0,123871.0,51925.0,73191.0,-1.0,-1.0,82645.0,62482.0,-1.0,-1.0,47608.0,-1.0,42312.0,-1.0,117223.0,196697.0,-1.0,62910.0,46922.0,52747.0,-1.0,83101.0,-1.0,-1.0,-1.0,194806.0,-1.0,-1.0,70424.0,110478.0,72454.0,118182.0,110984.0,62790.0,31113.0,135200.0,67718.0,165855.0,73396.0,94811.0,5000.0,-1.0,109970.0,87179.0,-1.0,-1.0,94215.0,33333.0,35132.0,30000.0,96296.0,106905.0,64689.0,66938.0,56250.0,-1.0,92806.0,33439.0,43158.0,-1.0,94598.0,124479.0,120000.0,73456.0,180000.0,186667.0,-1.0,51908.0
1984,154244.0,-1.0,-1.0,128842.0,34143.0,37786.0,105913.0,139679.0,52016.0,-1.0,-1.0,97761.0,74286.0,80364.0,-1.0,135436.0,59425.0,35714.0,25542.0,-1.0,21000.0,52198.0,-1.0,170000.0,-1.0,-1.0,110479.0,68702.0,-1.0,110355.0,-1.0,53185.0,53968.0,110000.0,49221.0,69565.0,-1.0,-1.0,80357.0,51731.0,-1.0,-1.0,47451.0,-1.0,45938.0,-1.0,97759.0,218232.0,-1.0,52590.0,37573.0,58598.0,-1.0,59941.0,-1.0,-1.0,-1.0,117045.0,-1.0,-1.0,70410.0,107778.0,72318.0,209091.0,139984.0,59831.0,35484.0,89000.0,76464.0,151637.0,70431.0,94519.0,5000.0,-1.0,86231.0,89552.0,-1.0,-1.0,65637.0,33333.0,40475.0,30000.0,39459.0,85055.0,81849.0,69357.0,58400.0,-1.0,39760.0,35897.0,36842.0,-1.0,90428.0,122533.0,120000.0,79167.0,159091.0,192922.0,-1.0,52800.0
1985,176942.0,-1.0,-1.0,152172.0,45214.0,44262.0,123098.0,148308.0,51999.0,-1.0,-1.0,97193.0,73133.0,92504.0,-1.0,146847.0,41424.0,33333.0,29797.0,-1.0,24872.0,53889.0,-1.0,148799.0,-1.0,-1.0,115672.0,75000.0,-1.0,109327.0,-1.0,48673.0,56667.0,110000.0,50000.0,70833.0,-1.0,-1.0,89286.0,30343.0,-1.0,-1.0,52189.0,-1.0,41541.0,-1.0,89419.0,220000.0,-1.0,49110.0,55726.0,57803.0,-1.0,9353.0,-1.0,-1.0,-1.0,87616.0,-1.0,-1.0,70438.0,109613.0,72340.0,220000.0,129708.0,68848.0,35109.0,132000.0,62728.0,160959.0,74815.0,102143.0,5000.0,-1.0,77178.0,148487.0,-1.0,-1.0,31703.0,33333.0,44223.0,30000.0,40000.0,96063.0,60665.0,33061.0,56053.0,-1.0,40308.0,37766.0,42147.0,-1.0,87907.0,120915.0,108000.0,84615.0,153846.0,118195.0,-1.0,52800.0
1986,138178.0,-1.0,-1.0,154271.0,44933.0,44331.0,102157.0,151396.0,51983.0,-1.0,-1.0,93220.0,71179.0,97124.0,-1.0,149764.0,67677.0,33333.0,35651.0,-1.0,23750.0,52105.0,-1.0,161373.0,-1.0,-1.0,124372.0,75000.0,-1.0,98712.0,-1.0,42575.0,59677.0,134651.0,50000.0,72000.0,-1.0,-1.0,83333.0,46841.0,-1.0,-1.0,41134.0,-1.0,38399.0,-1.0,108747.0,208000.0,-1.0,51719.0,53197.0,71308.0,-1.0,41892.0,-1.0,-1.0,-1.0,156890.0,-1.0,-1.0,70417.0,107821.0,73000.0,225000.0,129050.0,50615.0,38287.0,127000.0,66719.0,152078.0,75014.0,101724.0,5000.0,-1.0,91442.0,138828.0,-1.0,-1.0,59030.0,34000.0,51852.0,30000.0,39643.0,91307.0,71544.0,69101.0,68421.0,-1.0,42133.0,33974.0,33194.0,-1.0,94514.0,124175.0,125000.0,89940.0,285714.0,178775.0,-1.0,50000.0
1987,129296.0,-1.0,-1.0,154210.0,41500.0,37495.0,95906.0,145269.0,52010.0,-1.0,-1.0,82290.0,69857.0,94069.0,-1.0,142955.0,57860.0,36667.0,23197.0,-1.0,25278.0,50000.0,-1.0,173837.0,-1.0,-1.0,115379.0,81333.0,-1.0,109372.0,-1.0,47741.0,61905.0,149074.0,50000.0,72500.0,-1.0,-1.0,83739.0,35359.0,-1.0,-1.0,57180.0,-1.0,44825.0,-1.0,108979.0,163126.0,-1.0,50000.0,64407.0,87921.0,-1.0,27876.0,-1.0,-1.0,-1.0,140443.0,-1.0,-1.0,82289.0,111964.0,72000.0,220000.0,134183.0,59320.0,42040.0,113953.0,68793.0,154606.0,73942.0,105172.0,5000.0,-1.0,136324.0,130479.0,-1.0,-1.0,57628.0,32813.0,48211.0,30000.0,40000.0,94528.0,67927.0,43966.0,57692.0,-1.0,34166.0,36689.0,39727.0,-1.0,92825.0,126400.0,110000.0,93570.0,285714.0,148571.0,-1.0,55932.0
1988,192715.0,-1.0,-1.0,168217.0,44053.0,49859.0,132851.0,148860.0,51996.0,-1.0,-1.0,91391.0,62571.0,96824.0,-1.0,146616.0,52218.0,37500.0,27159.0,-1.0,25278.0,50000.0,-1.0,174227.0,-1.0,-1.0,107153.0,71677.0,-1.0,119451.0,-1.0,58237.0,70000.0,143425.0,50000.0,72300.0,-1.0,-1.0,84904.0,51773.0,-1.0,-1.0,20052.0,-1.0,54041.0,-1.0,91230.0,194921.0,-1.0,50704.0,54742.0,88962.0,-1.0,63189.0,-1.0,-1.0,-1.0,143889.0,-1.0,-1.0,85630.0,109114.0,70192.0,222500.0,135240.0,70714.0,26116.0,118605.0,66790.0,177738.0,75789.0,97813.0,5000.0,-1.0,120564.0,133549.0,-1.0,-1.0,87863.0,31429.0,42094.0,41110.0,37647.0,106399.0,63133.0,54989.0,58000.0,-1.0,37537.0,41270.0,38807.0,-1.0,76378.0,130247.0,113636.0,89097.0,285714.0,192038.0,-1.0,56780.0
1989,226626.0,-1.0,-1.0,156919.0,31818.0,37253.0,119667.0,159782.0,51983.0,-1.0,-1.0,101315.0,64962.0,99065.0,-1.0,157908.0,45050.0,70370.0,25599.0,-1.0,37838.0,50850.0,-1.0,187084.0,-1.0,-1.0,154352.0,59918.0,-1.0,135622.0,-1.0,68305.0,80000.0,123950.0,50000.0,73904.0,-1.0,-1.0,87521.0,41358.0,-1.0,-1.0,39435.0,-1.0,63046.0,-1.0,91113.0,150549.0,-1.0,54026.0,75051.0,86967.0,-1.0,47108.0,-1.0,-1.0,-1.0,208207.0,-1.0,33333.0,70143.0,111829.0,70192.0,225000.0,134886.0,79104.0,35080.0,134842.0,53319.0,178441.0,59961.0,101371.0,4902.0,-1.0,114978.0,142272.0,-1.0,-1.0,64420.0,31944.0,53416.0,40000.0,30278.0,99659.0,55937.0,41888.0,68261.0,-1.0,38705.0,26601.0,41517.0,-1.0,83008.0,133063.0,108000.0,91637.0,133333.0,231873.0,-1.0,57454.0
1990,219521.0,-1.0,-1.0,134384.0,23077.0,38817.0,137186.0,152884.0,61702.0,-1.0,-1.0,76922.0,63815.0,87772.0,-1.0,152148.0,49647.0,70643.0,29955.0,-1.0,33235.0,51000.0,-1.0,204741.0,-1.0,-1.0,117318.0,61478.0,-1.0,154061.0,-1.0,75521.0,91993.0,111827.0,50000.0,78165.0,-1.0,-1.0,97872.0,77745.0,-1.0,-1.0,56773.0,-1.0,70027.0,-1.0,82380.0,162605.0,-1.0,54629.0,63824.0,83233.0,-1.0,63334.0,-1.0,-1.0,-1.0,134420.0,-1.0,33333.0,86830.0,115042.0,70192.0,241983.0,135011.0,61905.0,46166.0,144000.0,52124.0,171530.0,63513.0,100968.0,3636.0,-1.0,113699.0,139252.0,-1.0,-1.0,74915.0,31053.0,46586.0,38860.0,32353.0,90889.0,64987.0,42669.0,27451.0,-1.0,41569.0,26718.0,64518.0,-1.0,90389.0,132034.0,87941.0,90401.0,161290.0,165274.0,-1.0,60345.0
1991,243120.0,-1.0,-1.0,151338.0,17857.0,44443.0,109997.0,156282.0,58333.0,-1.0,-1.0,92808.0,65238.0,99968.0,-1.0,153058.0,75311.0,68844.0,31468.0,-1.0,32121.0,51000.0,-1.0,159459.0,-1.0,-1.0,117804.0,91475.0,-1.0,141309.0,-1.0,86799.0,90000.0,133656.0,50667.0,121625.0,-1.0,-1.0,98382.0,68823.0,-1.0,-1.0,49341.0,-1.0,80388.0,-1.0,94649.0,166195.0,-1.0,55833.0,63757.0,77608.0,-1.0,57410.0,-1.0,-1.0,-1.0,142850.0,-1.0,33333.0,98317.0,117535.0,70192.0,214136.0,135516.0,38481.0,37690.0,120787.0,54032.0,169248.0,70207.0,101706.0,5000.0,-1.0,101597.0,170741.0,-1.0,-1.0,74353.0,30000.0,51697.0,-1.0,31176.0,115550.0,56408.0,37703.0,43125.0,-1.0,39130.0,32939.0,42166.0,-1.0,60605.0,132090.0,97741.0,114286.0,100021.0,100238.0,-1.0,61433.0
1992,256913.0,-1.0,67823.0,148579.0,12500.0,42423.0,133601.0,175115.0,60000.0,-1.0,78822.0,94682.0,61538.0,97844.0,46466.0,167706.0,-1.0,69182.0,30989.0,56141.0,29630.0,51500.0,-1.0,179943.0,-1.0,71424.0,107696.0,92230.0,38910.0,113614.0,59038.0,87098.0,90000.0,151241.0,50000.0,123805.0,50820.0,-1.0,94512.0,59118.0,-1.0,37952.0,38136.0,-1.0,80943.0,49464.0,108925.0,192050.0,47014.0,51606.0,50067.0,77625.0,44301.0,58917.0,-1.0,35053.0,59695.0,179246.0,-1.0,40000.0,88092.0,121096.0,68973.0,213750.0,138670.0,54831.0,43977.0,95690.0,57642.0,181813.0,66374.0,98757.0,5000.0,-1.0,102012.0,170543.0,37832.0,-1.0,62214.0,27778.0,59394.0,-1.0,32353.0,122755.0,-1.0,38455.0,40000.0,-1.0,40128.0,33798.0,61037.0,-1.0,88117.0,139978.0,99088.0,136364.0,98528.0,261185.0,49244.0,59896.0
1993,328969.0,-1.0,69895.0,134716.0,9798.0,53412.0,130791.0,135554.0,67391.0,43265.0,40839.0,100590.0,71429.0,96392.0,40446.0,129581.0,-1.0,69000.0,30176.0,57851.0,29286.0,51254.0,-1.0,173824.0,-1.0,64081.0,101594.0,121141.0,31042.0,124346.0,40909.0,109335.0,89939.0,126615.0,50769.0,123214.0,16140.0,-1.0,108577.0,56878.0,-1.0,25513.0,24369.0,-1.0,101102.0,46238.0,102822.0,200000.0,47914.0,55209.0,51996.0,76490.0,41711.0,-1.0,-1.0,30172.0,56920.0,133336.0,-1.0,40000.0,66819.0,111068.0,67956.0,210045.0,135564.0,64524.0,36985.0,71273.0,41159.0,177720.0,80285.0,49942.0,5000.0,54930.0,95682.0,170504.0,44637.0,-1.0,45089.0,26667.0,48342.0,-1.0,31579.0,109350.0,-1.0,54652.0,27188.0,57500.0,84870.0,42520.0,65235.0,38585.0,73803.0,122573.0,99135.0,140097.0,97035.0,166419.0,53787.0,65256.0
1994,309753.0,-1.0,68746.0,134290.0,9779.0,54086.0,134026.0,149866.0,60000.0,42716.0,68272.0,97506.0,77143.0,107182.0,38019.0,144298.0,-1.0,68242.0,20359.0,52748.0,26667.0,51256.0,-1.0,174143.0,-1.0,76915.0,104695.0,101059.0,29857.0,143333.0,34286.0,109158.0,90000.0,125229.0,46875.0,124746.0,25882.0,57213.0,129456.0,60649.0,-1.0,23806.0,33418.0,-1.0,102222.0,35290.0,100703.0,175000.0,28214.0,56150.0,69945.0,70592.0,53900.0,-1.0,-1.0,25806.0,84622.0,146539.0,-1.0,40000.0,75360.0,111176.0,66866.0,188000.0,137181.0,47624.0,27288.0,88380.0,45525.0,169531.0,79026.0,52418.0,5000.0,74893.0,120698.0,178571.0,37583.0,-1.0,63970.0,26000.0,58409.0,-1.0,31429.0,128285.0,-1.0,41833.0,19375.0,56000.0,111876.0,38148.0,96810.0,38827.0,77274.0,125305.0,100000.0,148148.0,95543.0,174720.0,36110.0,60847.0
1995,294120.0,-1.0,65006.0,124638.0,9632.0,57055.0,137567.0,123103.0,59259.0,42167.0,65912.0,89021.0,71429.0,121569.0,65704.0,122999.0,-1.0,69000.0,34703.0,50579.0,26667.0,51223.0,-1.0,184729.0,-1.0,77619.0,104049.0,118400.0,37877.0,150352.0,24286.0,120185.0,88235.0,123662.0,50000.0,129393.0,29403.0,53634.0,134356.0,54362.0,-1.0,46162.0,43164.0,-1.0,114210.0,38046.0,93957.0,175000.0,33210.0,53651.0,76104.0,71337.0,49991.0,-1.0,-1.0,30603.0,68238.0,143997.0,38300.0,40000.0,79866.0,111244.0,64864.0,212448.0,143939.0,61865.0,28878.0,121931.0,62485.0,169643.0,79051.0,85850.0,5612.0,40679.0,138329.0,183627.0,55579.0,-1.0,59682.0,26037.0,27119.0,-1.0,31304.0,111088.0,-1.0,52817.0,30000.0,58092.0,101857.0,38976.0,127805.0,44900.0,80609.0,131896.0,97186.0,169125.0,97103.0,150906.0,49317.0,62832.0
1996,267582.0,-1.0,69099.0,122708.0,10143.0,77079.0,122488.0,167521.0,53571.0,41618.0,75482.0,94371.0,70431.0,131370.0,49198.0,162564.0,-1.0,72286.0,35100.0,86414.0,18772.0,51167.0,-1.0,177525.0,-1.0,62667.0,112818.0,132074.0,34744.0,188888.0,24242.0,127381.0,90000.0,121803.0,50000.0,100346.0,22344.0,68511.0,140311.0,66719.0,-1.0,29437.0,51552.0,-1.0,122688.0,46032.0,105600.0,200335.0,37102.0,56185.0,80002.0,46225.0,62607.0,-1.0,-1.0,39226.0,72237.0,123306.0,39826.0,22222.0,82984.0,111370.0,64187.0,214527.0,141673.0,59701.0,44312.0,113918.0,61783.0,153940.0,81628.0,86788.0,5000.0,57413.0,99232.0,161613.0,40961.0,-1.0,56505.0,26043.0,41739.0,-1.0,27412.0,97851.0,-1.0,56841.0,27429.0,60000.0,90206.0,32593.0,136053.0,41459.0,87025.0,133637.0,95985.0,155692.0,91190.0,133754.0,46625.0,66071.0
1997,315783.0,-1.0,75940.0,124940.0,10411.0,65089.0,157141.0,130772.0,62000.0,41709.0,92018.0,97774.0,70443.0,135575.0,53734.0,126132.0,-1.0,73016.0,36938.0,79606.0,19091.0,51122.0,-1.0,176331.0,-1.0,63450.0,90190.0,142939.0,22190.0,171557.0,39053.0,131473.0,84615.0,119077.0,50066.0,79813.0,31166.0,63154.0,135486.0,72463.0,-1.0,34743.0,31863.0,-1.0,128484.0,38814.0,91612.0,217607.0,25959.0,58261.0,92495.0,70786.0,73270.0,-1.0,-1.0,40673.0,62627.0,111910.0,39341.0,22989.0,79179.0,117430.0,63462.0,230769.0,129355.0,53914.0,49010.0,80972.0,59533.0,195027.0,84248.0,85220.0,5986.0,28240.0,121221.0,141984.0,40913.0,-1.0,49079.0,26088.0,55230.0,-1.0,25490.0,120005.0,-1.0,46235.0,29400.0,59342.0,49623.0,41188.0,163713.0,32256.0,81887.0,132648.0,94793.0,164078.0,90909.0,77836.0,18729.0,67890.0
1998,253022.0,-1.0,76199.0,125534.0,9885.0,84898.0,127526.0,142422.0,58000.0,40027.0,84537.0,107159.0,68571.0,133167.0,42025.0,138960.0,-1.0,74693.0,28353.0,76592.0,109818.0,51283.0,-1.0,163892.0,-1.0,101571.0,100794.0,140000.0,41804.0,183565.0,35567.0,134448.0,67367.0,104348.0,50000.0,79739.0,23025.0,76086.0,120942.0,72612.0,-1.0,11220.0,19466.0,-1.0,132514.0,30264.0,105866.0,242500.0,24025.0,53957.0,73561.0,70177.0,63816.0,-1.0,-1.0,14840.0,69671.0,143865.0,39939.0,23753.0,84929.0,111435.0,63462.0,239216.0,126235.0,65826.0,46040.0,103298.0,35251.0,152384.0,82016.0,84813.0,6212.0,44071.0,100214.0,115925.0,35073.0,-1.0,73321.0,26206.0,55746.0,-1.0,32195.0,122153.0,-1.0,34435.0,69663.0,59320.0,48213.0,41256.0,158679.0,38729.0,80205.0,119834.0,93612.0,161782.0,90909.0,163852.0,21759.0,66543.0
1999,351577.0,-1.0,72049.0,137100.0,6601.0,55383.0,156874.0,132794.0,52000.0,39583.0,85541.0,97078.0,71116.0,133322.0,34127.0,128976.0,-1.0,73592.0,35124.0,66352.0,16721.0,49981.0,-1.0,140902.0,-1.0,120833.0,112110.0,143359.0,55577.0,170126.0,41042.0,124418.0,58333.0,105867.0,49436.0,81290.0,24095.0,65713.0,107463.0,57607.0,-1.0,28211.0,44159.0,110526.0,121332.0,40266.0,106726.0,254225.0,29227.0,57775.0,95122.0,69482.0,33281.0,-1.0,-1.0,16462.0,76117.0,163722.0,43558.0,15929.0,104343.0,118049.0,63462.0,217251.0,145043.0,59010.0,50280.0,88556.0,33658.0,154521.0,88908.0,38750.0,5000.0,53381.0,124946.0,95017.0,35000.0,119149.0,76011.0,26000.0,70469.0,-1.0,31667.0,120226.0,-1.0,44492.0,39863.0,60000.0,49135.0,48689.0,130928.0,34007.0,93133.0,149326.0,92446.0,165288.0,90909.0,188860.0,31534.0,63551.0
2000,296360.0,-1.0,59922.0,141509.0,5707.0,59094.0,171352.0,118545.0,56000.0,40000.0,99606.0,100286.0,71835.0,162875.0,63114.0,115170.0,-1.0,72668.0,39909.0,82589.0,28333.0,49727.0,140237.0,143635.0,123077.0,150000.0,110788.0,131390.0,55429.0,179888.0,41593.0,117892.0,41199.0,118705.0,69156.0,79858.0,36547.0,80505.0,115309.0,77098.0,-1.0,57037.0,45091.0,114439.0,115945.0,45513.0,101629.0,282500.0,51690.0,63136.0,103998.0,68930.0,57432.0,-1.0,-1.0,32730.0,79501.0,134028.0,37960.0,17305.0,85384.0,117574.0,63462.0,216967.0,162000.0,60167.0,56006.0,78553.0,40598.0,182076.0,95003.0,40980.0,7500.0,59574.0,131025.0,85158.0,33871.0,120833.0,63213.0,26557.0,53404.0,-1.0,32286.0,94957.0,-1.0,52335.0,60187.0,58922.0,63945.0,53227.0,171905.0,33866.0,90160.0,134177.0,91296.0,167554.0,90909.0,-1.0,49741.0,67290.0
2001,282167.0,-1.0,62295.0,131782.0,5148.0,56526.0,167289.0,118385.0,53704.0,38824.0,82662.0,97498.0,72539.0,169227.0,57540.0,113682.0,-1.0,71500.0,38126.0,69536.0,10893.0,49453.0,145955.0,162051.0,80000.0,133333.0,101740.0,125054.0,59566.0,173027.0,40803.0,111585.0,28587.0,131419.0,50000.0,84203.0,36988.0,82530.0,106896.0,98727.0,-1.0,41779.0,39824.0,118789.0,110048.0,40090.0,104533.0,212000.0,35459.0,64024.0,110136.0,71774.0,65000.0,-1.0,-1.0,33045.0,81389.0,122952.0,38889.0,18098.0,85817.0,113266.0,70192.0,235294.0,164651.0,52954.0,46451.0,60955.0,33678.0,157930.0,93398.0,41307.0,10000.0,60392.0,122866.0,90839.0,37213.0,117391.0,71219.0,26791.0,50646.0,-1.0,31111.0,116675.0,-1.0,45896.0,54000.0,58587.0,71599.0,46774.0,174457.0,42295.0,83885.0,118887.0,90166.0,170902.0,90909.0,-1.0,33738.0,61905.0
2002,280436.0,-1.0,64288.0,132247.0,6105.0,65199.0,173250.0,122330.0,53571.0,38857.0,43806.0,83460.0,73234.0,162278.0,50977.0,119152.0,-1.0,71218.0,43247.0,79095.0,20870.0,48802.0,167765.0,162776.0,80000.0,143750.0,96933.0,102634.0,70198.0,190870.0,35508.0,115429.0,25062.0,126322.0,37500.0,71494.0,23452.0,99134.0,102503.0,60534.0,-1.0,24556.0,47243.0,122525.0,114155.0,39027.0,88409.0,249305.0,39397.0,64722.0,123919.0,72196.0,61731.0,-1.0,-1.0,24615.0,83611.0,138501.0,38298.0,20436.0,74891.0,117614.0,70192.0,262745.0,204130.0,35427.0,50034.0,86096.0,35672.0,173185.0,99412.0,40800.0,15000.0,43787.0,110781.0,91517.0,30000.0,116667.0,77229.0,27034.0,55193.0,-1.0,31746.0,110321.0,-1.0,46191.0,41467.0,59200.0,89070.0,43357.0,159746.0,34140.0,79546.0,130384.0,89058.0,175850.0,90909.0,-1.0,43322.0,66038.0
2003,299389.0,-1.0,58382.0,126094.0,5364.0,71128.0,155983.0,104833.0,57143.0,38769.0,89438.0,91394.0,72973.0,151780.0,41183.0,99206.0,-1.0,72865.0,45972.0,63055.0,17692.0,48413.0,135616.0,172231.0,78947.0,147059.0,82387.0,122872.0,88375.0,209189.0,43608.0,124224.0,22473.0,144914.0,37500.0,86328.0,17939.0,76361.0,114982.0,62504.0,-1.0,29197.0,40782.0,112105.0,122944.0,61537.0,89557.0,239501.0,59053.0,65621.0,132708.0,73819.0,70751.0,-1.0,-1.0,9481.0,72206.0,114989.0,38000.0,15873.0,61743.0,113814.0,73000.0,262745.0,232696.0,49641.0,61737.0,48354.0,33083.0,152971.0,93333.0,39735.0,6000.0,57008.0,113720.0,94365.0,32258.0,118919.0,74930.0,27400.0,65288.0,-1.0,31746.0,116113.0,-1.0,48323.0,33596.0,57692.0,77333.0,48836.0,183766.0,50455.0,74096.0,150956.0,87972.0,152977.0,90909.0,-1.0,47424.0,67925.0
2004,312429.0,-1.0,60000.0,119684.0,4800.0,47310.0,180267.0,133830.0,50000.0,38619.0,99069.0,99364.0,74391.0,160589.0,60858.0,129272.0,-1.0,72779.0,45401.0,81416.0,20000.0,48374.0,164426.0,238652.0,98039.0,175000.0,98327.0,171335.0,75175.0,219148.0,44317.0,138506.0,38147.0,151860.0,37500.0,88705.0,22460.0,78074.0,108345.0,84599.0,-1.0,57822.0,45991.0,147059.0,137188.0,56039.0,110444.0,255156.0,45169.0,66487.0,136057.0,86603.0,66957.0,-1.0,-1.0,29872.0,109802.0,120322.0,37097.0,14681.0,82579.0,107083.0,69820.0,25000.0,230375.0,68313.0,60346.0,91376.0,27139.0,149911.0,89238.0,37768.0,10000.0,53777.0,128501.0,46850.0,36613.0,117647.0,83741.0,27716.0,63000.0,-1.0,31746.0,92424.0,-1.0,59908.0,60328.0,54286.0,89155.0,54893.0,152577.0,47102.0,88793.0,157880.0,86911.0,162052.0,85455.0,-1.0,49520.0,67308.0
2005,220003.0,-1.0,61011.0,126242.0,4449.0,56761.0,168376.0,132275.0,44444.0,38421.0,94179.0,89399.0,74874.0,172932.0,64678.0,124479.0,-1.0,72913.0,47969.0,73574.0,24676.0,48370.0,142531.0,211532.0,92586.0,200000.0,85036.0,146480.0,111048.0,229132.0,44756.0,142598.0,52693.0,125695.0,37500.0,86406.0,17395.0,89350.0,125631.0,55360.0,-1.0,56237.0,44530.0,158889.0,141985.0,61160.0,107864.0,258628.0,54913.0,68013.0,147722.0,86730.0,38820.0,-1.0,-1.0,28762.0,121969.0,146549.0,40789.0,14941.0,51153.0,115737.0,69140.0,231250.0,170269.0,32977.0,52199.0,67613.0,20985.0,187367.0,94223.0,37160.0,7143.0,43937.0,133458.0,44681.0,39729.0,117647.0,66007.0,28027.0,66534.0,-1.0,25000.0,122662.0,-1.0,29586.0,61558.0,51667.0,94779.0,50891.0,173422.0,41206.0,79434.0,149465.0,85881.0,169559.0,75556.0,-1.0,36983.0,74612.0
2006,309691.0,39130.0,58320.0,120541.0,4354.0,60458.0,166821.0,125260.0,38462.0,38889.0,96204.0,101285.0,75357.0,171472.0,79421.0,119823.0,-1.0,73046.0,52937.0,64211.0,25000.0,47826.0,122128.0,222410.0,91667.0,172222.0,86040.0,151870.0,125590.0,231523.0,40562.0,151025.0,30381.0,151784.0,37500.0,86852.0,22362.0,73122.0,126479.0,69083.0,41726.0,55989.0,46306.0,189333.0,149773.0,55016.0,105938.0,249939.0,39697.0,67892.0,166529.0,93734.0,-1.0,-1.0,57836.0,32570.0,142837.0,123493.0,39583.0,14382.0,83258.0,111376.0,67308.0,231250.0,142949.0,42711.0,58094.0,81800.0,23838.0,151798.0,79365.0,33583.0,7143.0,37138.0,133167.0,44842.0,36848.0,118750.0,68452.0,28342.0,63803.0,-1.0,30000.0,83233.0,-1.0,47946.0,62500.0,52361.0,88272.0,45517.0,184816.0,44170.0,76561.0,155909.0,84884.0,171578.0,73000.0,-1.0,33198.0,77848.0
2007,275814.0,40000.0,61003.0,123709.0,4139.0,49823.0,175227.0,93347.0,32000.0,35967.0,98396.0,87093.0,74359.0,174431.0,88740.0,91674.0,-1.0,73180.0,31920.0,76180.0,25000.0,48000.0,122128.0,197984.0,100000.0,162802.0,88797.0,153732.0,158581.0,236730.0,41637.0,153666.0,33870.0,156535.0,37500.0,90076.0,22461.0,76975.0,128654.0,71761.0,35760.0,51298.0,41574.0,216923.0,152756.0,73451.0,94534.0,259277.0,50520.0,65481.0,161058.0,101288.0,-1.0,-1.0,59820.0,35651.0,155269.0,140479.0,40000.0,14286.0,74745.0,112419.0,65455.0,213953.0,156760.0,30804.0,52705.0,80852.0,31300.0,168929.0,66667.0,49187.0,7250.0,58225.0,141165.0,46000.0,55170.0,117647.0,79273.0,28661.0,56411.0,-1.0,30000.0,121723.0,-1.0,50092.0,63529.0,51429.0,89362.0,40800.0,195411.0,42706.0,72616.0,157601.0,83922.0,171322.0,53750.0,-1.0,43247.0,74550.0
2008,261931.0,40000.0,54905.0,150387.0,3984.0,51353.0,177799.0,117739.0,27083.0,33594.0,109261.0,98260.0,76770.0,182893.0,77397.0,114665.0,-1.0,73314.0,54516.0,65721.0,25000.0,49117.0,125714.0,166558.0,90000.0,127299.0,91685.0,132757.0,130784.0,236842.0,43476.0,159235.0,25779.0,156124.0,37500.0,90076.0,16571.0,74546.0,121212.0,75288.0,45349.0,38460.0,39985.0,219167.0,158499.0,63933.0,98887.0,255147.0,58575.0,64266.0,168582.0,96473.0,-1.0,-1.0,63947.0,36907.0,129140.0,135497.0,39532.0,13149.0,81295.0,109239.0,63194.0,213919.0,122302.0,38330.0,53664.0,97236.0,32806.0,175305.0,102142.0,49547.0,7500.0,60313.0,124606.0,51667.0,37970.0,117647.0,87494.0,28983.0,61516.0,-1.0,30000.0,118461.0,-1.0,53252.0,59167.0,52125.0,84791.0,42958.0,190919.0,53489.0,73882.0,155440.0,82998.0,172485.0,48611.0,-1.0,46567.0,81163.0
