,Ukraine,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Israel,Malta,Syrian Arab Republic,United Republic of Tanzania,United Kingdom,Ethiopia,Japan,Tunisia,Iraq,Cyprus,Greece,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Guatemala,Thailand,Algeria,Kuwait,Kyrgyzstan,Netherlands,Costa Rica,Germany,Austria,Niger,Morocco,Sweden,Switzerland,Mexico,Romania,Ecuador,Spain,Egypt,China,Ireland,Uzbekistan,Colombia,Libya,Albania,Czechia,Slovakia,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Italy,Montenegro,Kazakhstan,Chile,France,Jordan,Portugal,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Belgium-Luxembourg
1974,-1.0,-1.0,17400.0,6390.0,-1.0,120.0,271.0,6001.0,-1.0,3500.0,-1.0,3000.0,10000.0,18064.0,248.0,2500.0,264.0,546.0,264.0,-1.0,-1.0,470.0,40.0,7700.0,-1.0,-1.0,1796.0,-1,1316.0,-1.0,-1.0,3100.0,-1.0,-1.0,-1.0,-1.0,4755.0,16000.0,420.0,-1.0,-1.0,-1.0,-1.0,830.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,18280.0,-1.0,-1.0,2400.0,878.0,715.0,3600.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1
1975,-1.0,-1.0,18000.0,7790.0,-1.0,100.0,243.0,5867.0,-1.0,3800.0,-1.0,3000.0,11300.0,11414.0,81.0,2400.0,256.0,401.0,256.0,-1.0,-1.0,450.0,40.0,7900.0,2.0,-1.0,2139.0,-1,1175.0,-1.0,-1.0,3000.0,-1.0,-1.0,-1.0,-1.0,4900.0,17800.0,840.0,-1.0,-1.0,-1.0,-1.0,880.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,18895.0,-1.0,-1.0,2800.0,933.0,939.0,3600.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1
1976,-1.0,-1.0,28000.0,7859.0,-1.0,90.0,295.0,5963.0,-1.0,5200.0,-1.0,3000.0,14000.0,18065.0,99.0,2300.0,429.0,487.0,429.0,-1.0,-1.0,430.0,40.0,8100.0,3.0,-1.0,2200.0,-1,1340.0,-1.0,-1.0,3000.0,-1.0,-1.0,-1.0,-1.0,5200.0,17900.0,294.0,-1.0,-1.0,-1.0,-1.0,900.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,18957.0,-1.0,-1.0,3000.0,866.0,1006.0,3600.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1
1977,-1.0,-1.0,27000.0,7726.0,-1.0,89.0,249.0,7413.0,-1.0,4400.0,-1.0,3000.0,10000.0,17377.0,120.0,2100.0,490.0,491.0,490.0,-1.0,-1.0,410.0,40.0,8700.0,3.0,-1.0,2200.0,-1,1018.0,-1.0,-1.0,3200.0,-1.0,-1.0,-1.0,-1.0,5400.0,14400.0,385.0,-1.0,-1.0,-1.0,-1.0,200.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,18611.0,-1.0,-1.0,3100.0,870.0,993.0,3400.0,-1.0,-1.0,-1.0,-1.0,9500.0,-1
1978,-1.0,-1.0,24665.0,7695.0,-1.0,123.0,257.0,7522.0,-1.0,6100.0,-1.0,3000.0,13700.0,13991.0,90.0,2200.0,475.0,567.0,475.0,-1.0,-1.0,400.0,40.0,9000.0,2.0,-1.0,2000.0,-1,1233.0,-1.0,-1.0,3200.0,-1.0,-1.0,-1.0,-1.0,5500.0,15100.0,456.0,-1.0,-1.0,-1.0,-1.0,455.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,19891.0,-1.0,-1.0,3300.0,870.0,1667.0,3500.0,-1.0,-1.0,-1.0,-1.0,9500.0,-1
1979,-1.0,-1.0,22760.0,7323.0,-1.0,150.0,260.0,7677.0,-1.0,6400.0,-1.0,3000.0,12600.0,13375.0,105.0,2100.0,375.0,457.0,375.0,-1.0,-1.0,390.0,40.0,10000.0,2.0,-1.0,1800.0,-1,1172.0,-1.0,-1.0,3400.0,-1.0,-1.0,-1.0,-1.0,5800.0,14600.0,151.0,-1.0,-1.0,-1.0,-1.0,500.0,-1.0,-1.0,-1.0,1250.0,-1.0,-1.0,19473.0,-1.0,-1.0,3500.0,830.0,1484.0,3600.0,-1.0,-1.0,-1.0,-1.0,6700.0,-1
1980,-1.0,-1.0,21895.0,9618.0,-1.0,250.0,248.0,7663.0,-1.0,4500.0,-1.0,3100.0,12000.0,15925.0,83.0,2100.0,229.0,503.0,229.0,-1.0,-1.0,370.0,45.0,12000.0,6.0,-1.0,1900.0,-1,1016.0,-1.0,-1.0,3400.0,-1.0,-1.0,-1.0,-1.0,5800.0,14500.0,196.0,-1.0,-1.0,-1.0,-1.0,525.0,-1.0,-1.0,-1.0,1300.0,-1.0,-1.0,19816.0,-1.0,-1.0,3400.0,659.0,1144.0,3600.0,-1.0,-1.0,-1.0,-1.0,6500.0,-1
1981,-1.0,-1.0,26220.0,11503.0,-1.0,40.0,236.0,8673.0,-1.0,3400.0,-1.0,3000.0,10000.0,13500.0,91.0,2100.0,309.0,422.0,309.0,-1.0,-1.0,360.0,45.0,14240.0,5.0,-1.0,1800.0,-1,870.0,-1.0,-1.0,3600.0,-1.0,-1.0,17734.0,-1.0,6000.0,14500.0,140.0,-1.0,30.0,-1.0,-1.0,530.0,-1.0,-1.0,-1.0,1350.0,-1.0,-1.0,20188.0,-1.0,-1.0,3600.0,622.0,733.0,3600.0,-1.0,-1.0,-1.0,-1.0,11766.0,-1
1982,-1.0,-1.0,23015.0,11962.0,-1.0,70.0,257.0,9503.0,-1.0,3649.0,-1.0,2880.0,7300.0,14700.0,79.0,2100.0,330.0,471.0,330.0,-1.0,-1.0,360.0,45.0,12680.0,10.0,-1.0,1800.0,-1,752.0,-1.0,-1.0,3700.0,-1.0,-1.0,-1.0,-1.0,6200.0,15400.0,139.0,-1.0,30.0,-1.0,-1.0,333.0,-1.0,-1.0,-1.0,1400.0,-1.0,-1.0,19822.0,-1.0,-1.0,3600.0,617.0,766.0,3600.0,-1.0,-1.0,-1.0,-1.0,6900.0,-1
1983,-1.0,-1.0,12581.0,11439.0,5012.0,60.0,284.0,9499.0,-1.0,3792.0,-1.0,3000.0,10000.0,15025.0,80.0,1900.0,400.0,395.0,400.0,-1.0,-1.0,320.0,50.0,14360.0,20.0,-1.0,1700.0,-1,741.0,-1.0,-1.0,3700.0,-1.0,-1.0,-1.0,-1.0,6300.0,15700.0,110.0,5012.0,30.0,-1.0,-1.0,407.0,-1.0,-1.0,-1.0,1450.0,-1.0,-1.0,19570.0,-1.0,-1.0,2800.0,617.0,761.0,3600.0,-1.0,-1.0,-1.0,-1.0,6500.0,-1
1984,-1.0,-1.0,30588.0,12151.0,6856.0,50.0,260.0,9100.0,-1.0,3923.0,-1.0,2700.0,10500.0,19175.0,134.0,1800.0,600.0,415.0,600.0,-1.0,-1.0,300.0,50.0,17010.0,42.0,-1.0,1600.0,-1,872.0,-1.0,-1.0,4000.0,-1.0,-1.0,-1.0,-1.0,6300.0,17231.0,110.0,6856.0,30.0,-1.0,-1.0,450.0,-1.0,-1.0,-1.0,1500.0,-1.0,-1.0,19178.0,-1.0,-1.0,2150.0,600.0,806.0,3600.0,-1.0,-1.0,-1.0,-1.0,8000.0,-1
1985,-1.0,-1.0,38571.0,7954.0,6663.0,50.0,250.0,8684.0,-1.0,3913.0,-1.0,2200.0,11800.0,21225.0,134.0,1778.0,750.0,422.0,750.0,-1.0,-1.0,280.0,50.0,25500.0,35.0,-1.0,1600.0,-1,1004.0,-1.0,-1.0,4400.0,-1.0,-1.0,-1.0,-1.0,4094.0,17076.0,330.0,6663.0,30.0,-1.0,-1.0,600.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,18833.0,-1.0,-1.0,2062.0,615.0,989.0,3600.0,-1.0,-1.0,-1.0,-1.0,8000.0,-1
1986,-1.0,-1.0,35070.0,9400.0,7661.0,50.0,250.0,9500.0,-1.0,2804.0,-1.0,1800.0,9800.0,24100.0,94.0,2107.0,898.0,406.0,898.0,-1.0,-1.0,250.0,50.0,19050.0,55.0,-1.0,1700.0,-1,1011.0,-1.0,-1.0,4800.0,-1.0,-1.0,7618.0,-1.0,8635.0,16900.0,110.0,7661.0,30.0,-1.0,-1.0,750.0,-1.0,-1.0,-1.0,1700.0,-1.0,-1.0,17494.0,-1.0,-1.0,1800.0,620.0,708.0,3600.0,-1.0,-1.0,-1.0,-1.0,8000.0,-1
1987,-1.0,-1.0,40000.0,8390.0,9813.0,50.0,250.0,8894.0,-1.0,2289.0,-1.0,1500.0,11600.0,24875.0,94.0,1373.0,795.0,446.0,795.0,-1.0,-1.0,259.0,50.0,20790.0,110.0,-1.0,1100.0,-1,641.0,-1.0,-1.0,5000.0,-1.0,-1.0,10259.0,-1.0,11100.0,18100.0,110.0,9813.0,30.0,-1.0,-1.0,900.0,-1.0,-1.0,-1.0,1800.0,-1.0,-1.0,18848.0,-1.0,-1.0,1502.0,550.0,1070.0,3600.0,-1.0,-1.0,-1.0,-1.0,8600.0,-1
1988,-1.0,-1.0,35070.0,9352.0,10715.0,40.0,250.0,9294.0,-1.0,2937.0,-1.0,1000.0,6300.0,23300.0,98.0,1400.0,850.0,442.0,850.0,-1.0,-1.0,273.0,100.0,18990.0,179.0,-1.0,1100.0,-1,739.0,-1.0,-1.0,5900.0,-1.0,-1.0,5469.0,-1.0,6090.0,17200.0,160.0,10715.0,30.0,-1.0,-1.0,1000.0,-1.0,-1.0,-1.0,1900.0,-1.0,-1.0,17368.0,-1.0,-1.0,1385.0,500.0,595.0,3600.0,-1.0,-1.0,-1.0,-1.0,9500.0,-1
1989,-1.0,-1.0,37480.0,7904.0,9607.0,35.0,250.0,8300.0,-1.0,3192.0,-1.0,400.0,8300.0,25075.0,110.0,1300.0,850.0,548.0,850.0,-1.0,-1.0,238.0,100.0,21890.0,120.0,-1.0,1100.0,-1,693.0,-1.0,-1.0,5861.0,-1.0,-1.0,5012.0,-1.0,4290.0,16600.0,220.0,9607.0,-1.0,-1.0,-1.0,1000.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,17313.0,-1.0,-1.0,1495.0,400.0,928.0,3600.0,-1.0,-1.0,-1.0,-1.0,9300.0,-1
1990,-1.0,-1.0,33600.0,7059.0,10429.0,40.0,240.0,7100.0,-1.0,3178.0,-1.0,-1.0,10952.0,21150.0,130.0,1655.0,798.0,401.0,798.0,-1.0,800.0,252.0,95.0,19770.0,58.0,-1.0,1200.0,-1,713.0,-1.0,330.0,11425.0,-1.0,-1.0,6114.0,-1.0,4490.0,15600.0,230.0,12429.0,0.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,2100.0,37.0,-1.0,16564.0,-1.0,-1.0,1823.0,404.0,1069.0,3000.0,-1.0,1500.0,2000.0,-1.0,7843.0,-1
1991,-1.0,-1.0,27260.0,8034.0,10959.0,38.0,556.0,6700.0,-1.0,5009.0,-1.0,-1.0,10000.0,9350.0,120.0,1400.0,600.0,439.0,600.0,-1.0,805.0,259.0,136.0,24120.0,20.0,-1.0,1200.0,-1,992.0,-1.0,660.0,6613.0,-1.0,-1.0,5444.0,-1.0,4420.0,15700.0,828.0,12930.0,0.0,-1.0,-1.0,1150.0,-1.0,-1.0,-1.0,2236.0,53.0,-1.0,17492.0,-1.0,-1.0,2548.0,798.0,583.0,3021.0,-1.0,1600.0,1971.0,-1.0,8225.0,-1
1992,-1.0,-1.0,27524.0,5487.0,10728.0,35.0,549.0,7017.0,-1.0,3557.0,-1.0,-1.0,8800.0,18000.0,100.0,1200.0,400.0,420.0,400.0,-1.0,805.0,273.0,148.0,21190.0,30.0,50.0,1100.0,-1,957.0,-1.0,1000.0,9151.0,-1.0,-1.0,6960.0,-1.0,6430.0,13900.0,235.0,13728.0,30.0,300.0,-1.0,1100.0,-1.0,-1.0,-1.0,2252.0,42.0,-1.0,15595.0,-1.0,500.0,3378.0,816.0,640.0,3024.0,-1.0,1308.0,3000.0,-1.0,6801.0,-1
1993,-1.0,-1.0,26964.0,7533.0,10425.0,30.0,541.0,5800.0,-1.0,2151.0,-1.0,-1.0,5000.0,19600.0,100.0,1200.0,231.0,370.0,231.0,-1.0,805.0,301.0,162.0,21630.0,34.0,50.0,900.0,-1,632.0,-1.0,1193.0,10000.0,-1.0,-1.0,18400.0,-1.0,6190.0,12400.0,240.0,12925.0,0.0,200.0,-1.0,1000.0,-1.0,-1.0,100.0,2300.0,78.0,-1.0,15915.0,-1.0,500.0,3305.0,833.0,737.0,3026.0,-1.0,1693.0,2500.0,-1.0,6722.0,-1
1994,-1.0,10.0,26230.0,10107.0,8283.0,30.0,520.0,5455.0,-1.0,2471.0,110.0,-1.0,4300.0,19000.0,60.0,1100.0,150.0,430.0,150.0,-1.0,805.0,400.0,168.0,22040.0,38.0,50.0,900.0,-1,568.0,-1.0,1300.0,9535.0,-1.0,-1.0,17047.0,-1.0,7120.0,11400.0,235.0,11158.0,0.0,194.0,-1.0,900.0,-1.0,-1.0,50.0,2350.0,84.0,-1.0,13677.0,-1.0,500.0,2717.0,850.0,1360.0,3028.0,-1.0,1485.0,2875.0,-1.0,6700.0,-1
1995,-1.0,11.0,25247.0,10080.0,9248.0,30.0,438.0,4800.0,170.0,2300.0,99.0,-1.0,5000.0,19500.0,60.0,1200.0,130.0,500.0,130.0,-1.0,805.0,500.0,180.0,20780.0,35.0,50.0,900.0,-1,682.0,100.0,1346.0,7913.0,-1.0,-1.0,8748.0,-1.0,8220.0,10400.0,240.0,11871.0,0.0,187.0,-1.0,892.0,-1.0,10.0,61.0,2400.0,104.0,-1.0,14000.0,-1.0,500.0,2615.0,866.0,1110.0,3030.0,-1.0,1700.0,2623.0,-1.0,6500.0,-1
1996,-1.0,11.0,26827.0,13413.0,8637.0,30.0,400.0,6321.0,179.0,2000.0,172.0,-1.0,6300.0,18000.0,70.0,1200.0,136.0,420.0,136.0,-1.0,805.0,550.0,166.0,20430.0,41.0,50.0,1000.0,-1,705.0,100.0,1359.0,8700.0,-1.0,-1.0,17932.0,-1.0,8250.0,8100.0,245.0,11135.0,0.0,179.0,-1.0,896.0,20.0,20.0,59.0,2495.0,117.0,400.0,14209.0,-1.0,500.0,2515.0,883.0,1230.0,3032.0,-1.0,1500.0,2498.0,-1.0,7200.0,-1
1997,-1.0,12.0,27681.0,12104.0,10113.0,30.0,550.0,4757.0,180.0,2500.0,220.0,-1.0,8000.0,19000.0,85.0,1200.0,133.0,500.0,133.0,-1.0,805.0,600.0,150.0,20850.0,35.0,50.0,1300.0,-1,780.0,100.0,1364.0,8900.0,-1.0,-1.0,21312.0,-1.0,7675.0,8247.0,1900.0,12708.0,0.0,191.0,-1.0,916.0,40.0,32.0,58.0,1684.0,115.0,427.0,13553.0,-1.0,500.0,2467.0,899.0,1320.0,3035.0,-1.0,1400.0,2595.0,-1.0,6000.0,-1
1998,-1.0,5.0,27274.0,14854.0,8974.0,30.0,480.0,4708.0,184.0,2400.0,330.0,-1.0,8300.0,20000.0,80.0,1100.0,130.0,600.0,130.0,-1.0,805.0,700.0,170.0,19360.0,43.0,50.0,900.0,-1,760.0,100.0,1400.0,8980.0,3800.0,-1.0,18113.0,-1.0,6405.0,8300.0,3600.0,11974.0,0.0,190.0,-1.0,950.0,20.0,50.0,58.0,1600.0,110.0,459.0,13475.0,-1.0,500.0,2762.0,914.0,1153.0,3037.0,-1.0,1500.0,3000.0,-1.0,6181.0,-1
1999,-1.0,6.0,27875.0,13883.0,7720.0,30.0,500.0,4402.0,185.0,2100.0,440.0,-1.0,9535.0,17344.0,80.0,1300.0,130.0,400.0,130.0,-1.0,805.0,800.0,172.0,19980.0,25.0,50.0,800.0,-1,633.0,100.0,1426.0,10505.0,3900.0,-1.0,9480.0,-1.0,8013.0,8083.0,3600.0,10340.0,0.0,200.0,6300.0,1000.0,50.0,25.0,58.0,1100.0,122.0,408.0,12552.0,-1.0,500.0,2339.0,930.0,1354.0,3039.0,-1.0,1575.0,2620.0,-1.0,5800.0,-1
2000,-1.0,8.0,28903.0,14576.0,8991.0,30.0,480.0,4054.0,180.0,2300.0,550.0,-1.0,9450.0,18500.0,80.0,1300.0,130.0,600.0,130.0,-1.0,806.0,814.0,180.0,19570.0,39.0,50.0,700.0,-1,157.0,100.0,1500.0,8980.0,3700.0,-1.0,8557.0,-1.0,9960.0,9070.0,3600.0,11709.0,0.0,200.0,6350.0,1068.0,20.0,48.0,57.0,1068.0,154.0,404.0,11998.0,-1.0,600.0,2191.0,921.0,1439.0,3040.0,-1.0,1555.0,2718.0,400.0,5963.0,-1
2001,70.0,20.0,28887.0,13881.0,10523.0,30.0,400.0,4984.0,200.0,2080.0,660.0,-1.0,6810.0,16138.0,80.0,1100.0,130.0,600.0,130.0,-1.0,806.0,850.0,182.0,19970.0,32.0,50.0,800.0,-1,165.0,100.0,1488.0,10125.0,4000.0,-1.0,9669.0,-1.0,8723.0,8651.0,3600.0,13468.0,0.0,200.0,6400.0,1078.0,20.0,23.0,57.0,1190.0,155.0,459.0,10831.0,-1.0,900.0,2350.0,969.0,1547.0,3042.0,-1.0,1408.0,2945.0,400.0,6000.0,-1
2002,70.0,30.0,29479.0,12982.0,8462.0,30.0,349.0,5300.0,260.0,2100.0,770.0,-1.0,7800.0,17000.0,80.0,1100.0,130.0,581.0,130.0,-1.0,806.0,946.0,190.0,20740.0,32.0,50.0,900.0,-1,165.0,100.0,1491.0,8540.0,4300.0,-1.0,9588.0,-1.0,9323.0,7400.0,3600.0,11962.0,0.0,200.0,6500.0,1100.0,20.0,40.0,57.0,1346.0,166.0,487.0,10767.0,-1.0,1000.0,2400.0,1200.0,983.0,3044.0,-1.0,1100.0,3500.0,450.0,5886.0,-1
2003,70.0,50.0,29656.0,11634.0,9594.0,30.0,358.0,5300.0,280.0,2420.0,880.0,2480.0,7900.0,24500.0,110.0,1200.0,130.0,531.0,130.0,-1.0,813.0,1061.0,196.0,23100.0,34.0,50.0,900.0,-1,154.0,116.0,1530.0,14325.0,4500.0,-1.0,8604.0,-1.0,12143.0,6800.0,12250.0,13254.0,0.0,200.0,6586.0,1129.0,20.0,70.0,58.0,1653.0,180.0,458.0,9736.0,-1.0,1000.0,2500.0,400.0,830.0,3046.0,149.0,1248.0,3660.0,350.0,5912.0,-1
2004,70.0,100.0,29902.0,11152.0,10303.0,30.0,800.0,5000.0,274.0,2150.0,990.0,2770.0,7200.0,27750.0,115.0,1192.0,129.0,450.0,129.0,12790.0,825.0,1150.0,200.0,22700.0,33.0,50.0,900.0,-1,150.0,157.0,1507.0,15715.0,5510.0,8.0,9555.0,-1.0,14126.0,7906.0,12200.0,13985.0,0.0,300.0,6243.0,1155.0,20.0,64.0,58.0,1874.0,203.0,594.0,9683.0,-1.0,1000.0,2550.0,954.0,1318.0,3047.0,72.0,1481.0,3682.0,300.0,6700.0,-1
