,France,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,French Guiana,Thailand,Ethiopia,Kenya,Singapore,Zambia,Lebanon,Yemen,Albania,Niger,"China, Hong Kong SAR",Slovenia,Hungary,Canada,Philippines,Spain,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Poland,Jordan,Belgium-Luxembourg,Colombia,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Mexico,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,India,Congo,Martinique,Dominican Republic,Kyrgyzstan,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,New Zealand,United Arab Emirates,Bosnia and Herzegovina,Portugal,Netherlands,Guatemala,Slovakia,Puerto Rico,Romania,Norway,Dominica,Iraq,Madagascar,Belgium,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Saint Lucia,Germany,Syrian Arab Republic,Latvia,Sweden,Uzbekistan,China,Finland,Morocco,Switzerland,Chile,Honduras,Zimbabwe,Ireland,Cyprus,Austria,Israel,Réunion,Japan,Denmark,Trinidad and Tobago,Grenada,United Kingdom,Mauritius,Barbados,Turkey,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Djibouti,Brunei Darussalam,Greece,Ukraine,Kuwait,South Africa,Guadeloupe,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1971,408900.0,,50775.0,37673.0,3000.0,,,200.0,,-1.0,,,22801.0,,-1.0,-1.0,19000.0,,26609.0,33427.0,-1.0,355900.0,-1.0,-1.0,4577.0,9869.0,-1.0,,532.0,258100.0,15000.0,69000.0,,-1.0,10647.0,21310.0,300.0,,4000.0,-1.0,360000.0,-1.0,1400.0,3787.0,,-1.0,21082.0,2148520.0,1200000.0,,13102.0,36.0,,22000.0,141698.0,5980.0,,-1.0,-1.0,,,44439.0,650.0,,-1.0,,,-1.0,63640.0,758400.0,,-1.0,101058.0,15455.0,,8400.0,,1219000.0,-1.0,150.0,19800.0,18500.0,-1.0,-1.0,400.0,450.0,15246.0,5200.0,,199200.0,2970.0,150.0,,169782.0,284.0,-1.0,65000.0,9600.0,8199.0,-1.0,-1.0,37902.0,,-1.0,22000.0,4200.0,,,7011.0,-1.0
1972,408400.0,,51037.0,36419.0,857.0,,,210.0,,-1.0,,,23143.0,,-1.0,-1.0,20000.0,,26622.0,24920.0,-1.0,414300.0,-1.0,-1.0,3918.0,9210.0,-1.0,,641.0,243080.0,15000.0,58000.0,,-1.0,15000.0,24096.0,306.0,,5000.0,-1.0,385000.0,-1.0,1400.0,3898.0,,-1.0,18493.0,2209890.0,1140000.0,,14618.0,56.0,,22000.0,139100.0,5960.0,,-1.0,-1.0,,,40592.0,1080.0,,-1.0,,,-1.0,41480.0,785200.0,,-1.0,96442.0,16803.0,,7000.0,,1160000.0,-1.0,150.0,18800.0,18200.0,-1.0,-1.0,500.0,450.0,19612.0,6200.0,,221700.0,2905.0,300.0,,176691.0,283.0,-1.0,65000.0,9900.0,8308.0,-1.0,-1.0,44508.0,,-1.0,23000.0,4200.0,,,6623.0,-1.0
1973,438000.0,,51499.0,35751.0,1338.0,,,220.0,,-1.0,,,18810.0,,-1.0,-1.0,22000.0,,26634.0,32480.0,-1.0,439800.0,-1.0,-1.0,3524.0,8243.0,-1.0,,545.0,236700.0,16000.0,57000.0,,-1.0,20000.0,22420.0,312.0,,6000.0,-1.0,390000.0,-1.0,1500.0,4007.0,,-1.0,18661.0,2292217.0,1305000.0,411.0,15748.0,281.0,,23000.0,134000.0,5970.0,,-1.0,-1.0,,,41285.0,930.0,,-1.0,,,-1.0,34251.0,787400.0,,-1.0,96202.0,18008.0,,6900.0,,1327000.0,-1.0,150.0,19800.0,18000.0,-1.0,-1.0,600.0,450.0,19522.0,6850.0,,228900.0,2777.0,626.0,,199959.0,379.0,-1.0,47600.0,12200.0,8417.0,-1.0,-1.0,43166.0,,-1.0,23000.0,3600.0,411.0,,6289.0,-1.0
1974,423000.0,280.0,48984.0,32555.0,1914.0,,,230.0,,-1.0,,,19313.0,,-1.0,-1.0,18000.0,,29857.0,33930.0,-1.0,439600.0,-1.0,-1.0,2342.0,9264.0,-1.0,,1075.0,227100.0,16000.0,69000.0,,-1.0,25000.0,22232.0,350.0,16722.0,7000.0,-1.0,405000.0,-1.0,1500.0,4100.0,,-1.0,25086.0,2332859.0,1315000.0,414.0,16429.0,757.0,,24000.0,125500.0,5980.0,,-1.0,-1.0,,,43152.0,1210.0,,-1.0,,,-1.0,34525.0,807900.0,,-1.0,85556.0,26511.0,,7800.0,,1333000.0,-1.0,150.0,20700.0,16930.0,-1.0,-1.0,700.0,450.0,21719.0,4250.0,,246100.0,2580.0,680.0,,195500.0,430.0,-1.0,50000.0,10520.0,8528.0,-1.0,-1.0,49724.0,,-1.0,36000.0,3600.0,414.0,,7028.0,-1.0
1975,435000.0,350.0,55277.0,39511.0,743.0,,,240.0,,-1.0,,,21000.0,,-1.0,-1.0,23770.0,,26902.0,33090.0,-1.0,445900.0,-1.0,-1.0,2773.0,11334.0,-1.0,,549.0,203900.0,17000.0,68000.0,,-1.0,30225.0,24696.0,400.0,15258.0,8000.0,-1.0,415000.0,-1.0,1500.0,4200.0,,-1.0,23217.0,2433873.0,1310000.0,436.0,15766.0,1000.0,,24300.0,125500.0,5980.0,,-1.0,-1.0,,,46638.0,1725.0,,-1.0,,,-1.0,37910.0,819840.0,,-1.0,84224.0,31640.0,,8835.0,,1333770.0,-1.0,150.0,22800.0,18154.0,-1.0,-1.0,800.0,450.0,28054.0,5700.0,,258400.0,4338.0,626.0,,157100.0,360.0,-1.0,57000.0,11100.0,7826.0,-1.0,-1.0,46782.0,,-1.0,40000.0,3500.0,436.0,,4517.0,-1.0
1976,391000.0,427.0,64598.0,47436.0,839.0,,,250.0,,-1.0,,,22000.0,,-1.0,-1.0,19820.0,,22488.0,32780.0,-1.0,432200.0,-1.0,-1.0,3824.0,15580.0,-1.0,,999.0,176800.0,17500.0,86223.0,,-1.0,32963.0,21036.0,450.0,19503.0,9000.0,-1.0,460000.0,-1.0,1500.0,4300.0,,-1.0,24870.0,2537000.0,1310000.0,523.0,17162.0,1500.0,,24600.0,120700.0,5990.0,,-1.0,-1.0,,,51244.0,1180.0,,-1.0,,,-1.0,41816.0,825600.0,,-1.0,82589.0,31903.0,,9210.0,,1329820.0,-1.0,150.0,22900.0,19410.0,-1.0,-1.0,1000.0,500.0,15149.0,5435.0,,281800.0,3328.0,640.0,,139500.0,400.0,-1.0,58000.0,11700.0,8303.0,-1.0,-1.0,49579.0,,-1.0,42000.0,1800.0,523.0,,4476.0,-1.0
1977,425000.0,434.0,59611.0,43085.0,862.0,,,260.0,,-1.0,,,22000.0,,-1.0,-1.0,22265.0,,23483.0,35640.0,-1.0,467300.0,-1.0,-1.0,1057.0,7185.0,-1.0,,1314.0,186200.0,20650.0,93612.0,,-1.0,33528.0,21971.0,500.0,26850.0,10000.0,-1.0,484000.0,-1.0,4900.0,4500.0,,-1.0,13804.0,2717322.0,1310000.0,450.0,16526.0,2075.0,,24300.0,120000.0,5990.0,,-1.0,-1.0,,,73772.0,1715.0,,-1.0,,,-1.0,37365.0,782360.0,350.0,-1.0,88082.0,39011.0,,11110.0,,1332265.0,-1.0,150.0,20200.0,20754.0,-1.0,-1.0,2500.0,500.0,19811.0,6350.0,,322800.0,4340.0,620.0,,182000.0,300.0,-1.0,60000.0,12000.0,8535.0,-1.0,-1.0,50071.0,,-1.0,42583.0,2700.0,450.0,,5820.0,-1.0
1978,418000.0,490.0,67711.0,49575.0,1179.0,,,270.0,,-1.0,,,21000.0,,-1.0,-1.0,19740.0,,24096.0,41780.0,-1.0,505900.0,-1.0,-1.0,1156.0,4436.0,-1.0,,2086.0,178200.0,23100.0,105224.0,,-1.0,28762.0,21124.0,600.0,28068.0,7000.0,-1.0,495000.0,-1.0,4900.0,4600.0,,-1.0,14936.0,2734014.0,1330000.0,450.0,18136.0,530.0,,24000.0,125000.0,6000.0,,-1.0,-1.0,,,56600.0,1890.0,,-1.0,,,-1.0,43304.0,805140.0,400.0,-1.0,92181.0,47909.0,,7340.0,,1349740.0,-1.0,150.0,20500.0,25000.0,-1.0,-1.0,3000.0,500.0,27514.0,10750.0,,337500.0,4635.0,586.0,,170800.0,221.0,-1.0,60000.0,30870.0,9506.0,-1.0,-1.0,48933.0,,-1.0,48971.0,3510.0,450.0,,6824.0,-1.0
1979,423000.0,500.0,68017.0,51221.0,1430.0,,,280.0,,-1.0,,,20000.0,72.0,-1.0,-1.0,22050.0,,17074.0,43880.0,-1.0,531000.0,-1.0,-1.0,1362.0,4187.0,-1.0,,2874.0,164000.0,24500.0,127867.0,,-1.0,49412.0,18741.0,600.0,51772.0,11000.0,-1.0,540000.0,-1.0,4900.0,4600.0,,-1.0,14906.0,2780960.0,1360000.0,547.0,16796.0,923.0,,25000.0,129000.0,6000.0,,-1.0,-1.0,,333.0,27000.0,730.0,,-1.0,,,-1.0,44625.0,824200.0,381.0,-1.0,93913.0,41859.0,,7420.0,,1382050.0,-1.0,150.0,22000.0,45500.0,-1.0,-1.0,3500.0,500.0,28267.0,11500.0,,347600.0,4837.0,620.0,,161400.0,205.0,-1.0,62000.0,24165.0,9136.0,-1.0,-1.0,51239.0,,-1.0,53933.0,3060.0,547.0,,4887.0,-1.0
1980,416000.0,500.0,72379.0,54482.0,882.0,,,290.0,,-1.0,,,21000.0,77.0,-1.0,-1.0,20990.0,,19630.0,45520.0,-1.0,537600.0,-1.0,-1.0,1119.0,5740.0,-1.0,,3816.0,164000.0,25165.0,108000.0,,-1.0,51718.0,21246.0,620.0,53620.0,12000.0,-1.0,550000.0,-1.0,3850.0,4900.0,,-1.0,21951.0,2871089.0,1315000.0,460.0,17897.0,470.0,,25000.0,136000.0,6000.0,,-1.0,-1.0,,366.0,37300.0,935.0,,-1.0,,,-1.0,44063.0,818000.0,865.0,-1.0,90767.0,48685.0,,5600.0,,1335990.0,-1.0,150.0,24000.0,44200.0,-1.0,-1.0,4000.0,500.0,32112.0,11750.0,,380900.0,5123.0,600.0,,170800.0,263.0,-1.0,70000.0,23440.0,9421.0,-1.0,-1.0,53561.0,,-1.0,50000.0,3060.0,460.0,,2063.0,-1.0
1981,459000.0,473.0,70192.0,51092.0,962.0,,,300.0,,-1.0,,,22000.0,65.0,-1.0,-1.0,23270.0,,15797.0,40209.0,-1.0,544200.0,-1.0,-1.0,1281.0,7911.0,-1.0,,10854.0,167000.0,25000.0,130550.0,,-1.0,57229.0,20188.0,620.0,44725.0,12000.0,-1.0,570000.0,-1.0,3600.0,5000.0,,-1.0,28222.0,2841700.0,1510000.0,631.0,19100.0,623.0,,25300.0,121000.0,6000.0,,-1.0,-1.0,,384.0,29100.0,214.0,,-1.0,,,-1.0,43675.0,827620.0,1096.0,-1.0,92514.0,60059.0,,5904.0,,1533270.0,-1.0,180.0,39900.0,46800.0,-1.0,-1.0,5000.0,500.0,36500.0,12850.0,257.0,411800.0,5414.0,500.0,,173100.0,300.0,-1.0,73000.0,9395.0,10045.0,-1.0,-1.0,51257.0,,-1.0,50000.0,1350.0,631.0,,2464.0,-1.0
1982,476200.0,454.0,79011.0,58029.0,1049.0,63.0,,320.0,,-1.0,,,21900.0,68.0,-1.0,-1.0,19810.0,,15463.0,39490.0,-1.0,526100.0,-1.0,-1.0,1484.0,7662.0,-1.0,2000.0,9394.0,178500.0,23000.0,107023.0,,-1.0,73707.0,21325.0,650.0,40772.0,12000.0,-1.0,600000.0,-1.0,3000.0,5100.0,,-1.0,29410.0,2855300.0,1600000.0,712.0,20982.0,1397.0,,27000.0,125500.0,6200.0,,-1.0,-1.0,1331.0,399.0,70000.0,230.0,,-1.0,,,-1.0,45458.0,815670.0,379.0,-1.0,90162.0,53107.0,,5553.0,,1619810.0,-1.0,180.0,31700.0,46800.0,-1.0,-1.0,6000.0,500.0,30049.0,15840.0,300.0,435500.0,6007.0,400.0,25.0,206300.0,190.0,-1.0,75000.0,13040.0,11151.0,-1.0,-1.0,51947.0,,-1.0,66249.0,1620.0,712.0,,5972.0,-1.0
1983,451000.0,524.0,84232.0,63232.0,1144.0,63.0,,340.0,,-1.0,,,22000.0,73.0,-1.0,-1.0,18000.0,,12686.0,44030.0,-1.0,528500.0,-1.0,-1.0,2090.0,10475.0,-1.0,2000.0,8000.0,173600.0,21700.0,107000.0,,-1.0,70251.0,20305.0,700.0,44600.0,13000.0,-1.0,612000.0,-1.0,4490.0,5200.0,,-1.0,28196.0,2619700.0,1700000.0,592.0,21000.0,2428.0,,30000.0,120300.0,7000.0,,-1.0,-1.0,1371.0,405.0,44100.0,245.0,,-1.0,,,-1.0,46240.0,806950.0,689.0,-1.0,92515.0,46265.0,,4563.0,,1718000.0,-1.0,150.0,32200.0,48000.0,-1.0,-1.0,5961.0,500.0,18108.0,20640.0,600.0,434200.0,6968.0,300.0,24.0,203300.0,265.0,-1.0,72000.0,11945.0,12254.0,-1.0,-1.0,53944.0,,-1.0,36894.0,1920.0,592.0,,5005.0,-1.0
1984,406700.0,504.0,88370.0,69370.0,1247.0,125.0,,360.0,,-1.0,,,20000.0,77.0,-1.0,-1.0,17500.0,,13354.0,48500.0,-1.0,574170.0,-1.0,-1.0,2081.0,13075.0,-1.0,2000.0,11896.0,179800.0,23004.0,91000.0,,-1.0,98120.0,19293.0,700.0,60111.0,13000.0,-1.0,618000.0,-1.0,4280.0,4843.0,,-1.0,28510.0,2901900.0,1850000.0,603.0,19000.0,2240.0,,30000.0,117400.0,8000.0,,-1.0,-1.0,1384.0,415.0,69900.0,260.0,,-1.0,,,-1.0,47231.0,811290.0,528.0,-1.0,92882.0,52400.0,,4645.0,,1867500.0,-1.0,1000.0,33024.0,57270.0,-1.0,-1.0,5865.0,500.0,24605.0,22450.0,700.0,477500.0,3848.0,106.0,16.0,200900.0,255.0,-1.0,80000.0,13117.0,14592.0,-1.0,-1.0,63749.0,,-1.0,39506.0,2167.0,603.0,,5116.0,-1.0
1985,472000.0,601.0,92937.0,75937.0,1360.0,112.0,138.0,500.0,,-1.0,,,20000.0,83.0,-1.0,-1.0,16700.0,,13373.0,53360.0,-1.0,594991.0,-1.0,-1.0,2450.0,10913.0,-1.0,2000.0,18526.0,193500.0,24650.0,115000.0,,-1.0,67807.0,17850.0,700.0,49853.0,13000.0,-1.0,650000.0,-1.0,4280.0,4688.0,,-1.0,26413.0,2782100.0,1950000.0,698.0,17000.0,2966.0,,30000.0,133700.0,9000.0,,-1.0,-1.0,2086.0,392.0,60100.0,300.0,,-1.0,,,-1.0,47595.0,780090.0,696.0,-1.0,87671.0,38223.0,,7627.0,,1966700.0,-1.0,1000.0,31817.0,47908.0,-1.0,-1.0,5449.0,500.0,25997.0,23850.0,1000.0,459000.0,6507.0,80.0,30.0,214485.0,280.0,-1.0,89500.0,10576.0,10141.0,-1.0,-1.0,59979.0,,-1.0,38470.0,2490.0,698.0,,4729.0,-1.0
1986,500000.0,573.0,99041.0,84041.0,1484.0,114.0,380.0,1200.0,,-1.0,,,21000.0,96.0,-1.0,-1.0,17420.0,,12233.0,44293.0,-1.0,589400.0,-1.0,-1.0,2101.0,8132.0,-1.0,2000.0,7286.0,211400.0,16723.0,118000.0,,-1.0,101573.0,18448.0,700.0,56050.0,14000.0,-1.0,660000.0,-1.0,4910.0,4571.0,,-1.0,28763.0,2644000.0,2000000.0,725.0,15000.0,3000.0,,30000.0,137400.0,10000.0,,-1.0,-1.0,2408.0,168.0,48400.0,300.0,,-1.0,,,-1.0,46755.0,831200.0,637.0,-1.0,72252.0,46770.0,,6699.0,,2017420.0,-1.0,2000.0,28082.0,35000.0,-1.0,-1.0,5047.0,500.0,26490.0,24700.0,2000.0,500500.0,5016.0,102.0,44.0,207300.0,250.0,-1.0,90000.0,13020.0,12598.0,-1.0,-1.0,59971.0,,1190.0,40000.0,2490.0,725.0,,6517.0,-1.0
1987,515000.0,594.0,101728.0,85728.0,1486.0,118.0,285.0,2500.0,,-1.0,,,20500.0,522.0,-1.0,-1.0,15610.0,,12713.0,48830.0,-1.0,624400.0,-1.0,-1.0,2418.0,7442.0,400.0,2000.0,12639.0,194100.0,9744.0,132000.0,,-1.0,107479.0,19799.0,700.0,69555.0,14000.0,-1.0,678000.0,-1.0,4475.0,4600.0,,-1.0,30365.0,3078800.0,2100000.0,305.0,16000.0,3038.0,,30000.0,125800.0,12000.0,,-1.0,-1.0,2282.0,128.0,50000.0,300.0,,-1.0,,,-1.0,43160.0,857110.0,729.0,-1.0,92475.0,67893.0,,6927.0,,2115610.0,-1.0,2000.0,24680.0,29250.0,-1.0,-1.0,5400.0,580.0,23401.0,23400.0,3000.0,496800.0,9839.0,147.0,49.0,224300.0,175.0,-1.0,112000.0,14050.0,13160.0,-1.0,-1.0,63235.0,,1188.0,40000.0,2512.0,305.0,,4521.0,-1.0
