,Kenya,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Melanesia,Uzbekistan,New Caledonia,Rwanda,Bahamas,Yugoslav SFR,Guatemala,French Polynesia,Algeria,Niue,Senegal,Madagascar,Tajikistan,Namibia,Haiti,Guinea,Botswana,Saudi Arabia,Dominica,Fiji,United Arab Emirates,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Saint Vincent and the Grenadines,Colombia,Libya,Sudan (former),Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Mauritius,Argentina,France,Martinique,"China, mainland",Russian Federation,Mali,Thailand,Paraguay,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Puerto Rico,Zambia,Malaysia,Cuba,Malta,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Pakistan,Republic of Korea,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Portugal,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Kuwait,Nigeria,Kyrgyzstan,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Bahrain,Morocco,Bhutan,Congo,Qatar,Gabon,USSR,Ecuador,Honduras,Jordan,Israel,Mexico,Viet Nam,Suriname,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Jamaica,Trinidad and Tobago,Italy,Saint Lucia,Polynesia,Panama,Sierra Leone,Samoa,Australia,Central African Republic,Ghana,Oman,Angola,Guyana,Swaziland,Turkey
1988,57778.0,139136.0,45109.0,-1.0,48750.0,41985.0,61369.0,144145.0,181277.0,47120.0,192787.0,45833.0,-1.0,-1.0,61435.0,-1.0,35897.0,183051.0,52565.0,28323.0,66667.0,81765.0,-1.0,20000.0,-1.0,155556.0,46903.0,228989.0,172353.0,80071.0,77778.0,56522.0,73525.0,-1.0,-1.0,61594.0,40000.0,38462.0,68205.0,81042.0,95000.0,124282.0,26304.0,91209.0,107738.0,-1.0,136896.0,-1.0,84708.0,32153.0,59582.0,178243.0,113689.0,131722.0,283028.0,55556.0,-1.0,129676.0,49784.0,-1.0,-1.0,208360.0,45455.0,158777.0,188446.0,46089.0,27527.0,-1.0,24444.0,106487.0,159471.0,150000.0,84963.0,99390.0,24874.0,-1.0,239333.0,41111.0,53887.0,98297.0,107143.0,108591.0,-1.0,132062.0,48000.0,172131.0,91945.0,220184.0,194440.0,74336.0,61376.0,44444.0,116069.0,185339.0,41500.0,178726.0,82372.0,165318.0,77173.0,344077.0,133605.0,151908.0,-1.0,74655.0,82174.0,35088.0,-1.0,10097.0,55824.0,48921.0,-1.0,126167.0,-1.0,112010.0,82944.0,101149.0,175983.0,67500.0,35625.0,44972.0,46500.0,248889.0,98423.0,69648.0,234935.0,340612.0,121536.0,68093.0,58186.0,123853.0,89831.0,47059.0,44667.0,107464.0,51000.0,188494.0,45313.0,52051.0,114910.0,56538.0,50000.0,203142.0,39113.0,55882.0,108333.0,57554.0,67273.0,72340.0,210200.0
1989,59667.0,137079.0,51630.0,-1.0,51176.0,41985.0,56369.0,167327.0,195160.0,53010.0,168136.0,47222.0,-1.0,-1.0,51089.0,-1.0,35897.0,216131.0,46565.0,27506.0,69697.0,54235.0,-1.0,20000.0,-1.0,155556.0,57533.0,225064.0,161944.0,72394.0,77778.0,64583.0,68759.0,-1.0,-1.0,58964.0,50263.0,38462.0,65763.0,74249.0,61571.0,147003.0,25332.0,96605.0,93788.0,-1.0,154718.0,-1.0,85164.0,47006.0,58410.0,181960.0,114444.0,121574.0,282178.0,55660.0,-1.0,142088.0,50781.0,-1.0,-1.0,209474.0,45455.0,143560.0,170000.0,43973.0,43448.0,-1.0,25556.0,134209.0,162297.0,150000.0,82999.0,123275.0,32788.0,-1.0,238075.0,42222.0,56038.0,88495.0,128571.0,108313.0,-1.0,143513.0,48000.0,187500.0,92127.0,375221.0,222342.0,74890.0,55435.0,44444.0,116474.0,233562.0,41667.0,200105.0,170295.0,70103.0,77112.0,348775.0,132990.0,151594.0,-1.0,75517.0,79412.0,35017.0,-1.0,10446.0,58462.0,50194.0,-1.0,121082.0,-1.0,136634.0,54826.0,102273.0,199446.0,66265.0,35000.0,45708.0,46500.0,56989.0,102213.0,72422.0,292783.0,332593.0,127142.0,65905.0,68075.0,136906.0,100557.0,47101.0,75500.0,108419.0,51054.0,184852.0,46354.0,51418.0,99637.0,59385.0,49524.0,167976.0,40121.0,55625.0,108419.0,56115.0,67500.0,80000.0,207390.0
1990,50209.0,127523.0,51891.0,-1.0,59148.0,32863.0,71299.0,169157.0,185231.0,58295.0,191761.0,46980.0,65655.0,-1.0,50513.0,-1.0,36507.0,195678.0,49944.0,26732.0,70381.0,61209.0,-1.0,20667.0,-1.0,171429.0,66636.0,235223.0,152424.0,74524.0,55000.0,59574.0,66711.0,-1.0,-1.0,63918.0,50000.0,40672.0,61839.0,68935.0,69211.0,171678.0,24858.0,104165.0,105162.0,-1.0,178670.0,-1.0,89870.0,48835.0,58832.0,217268.0,113364.0,95765.0,286442.0,59200.0,-1.0,151093.0,51418.0,-1.0,-1.0,212979.0,42857.0,158142.0,116772.0,46747.0,45759.0,-1.0,27547.0,118754.0,162428.0,77500.0,83816.0,103539.0,31145.0,-1.0,246533.0,41890.0,51477.0,89012.0,125000.0,111075.0,-1.0,155381.0,48802.0,212750.0,92856.0,243274.0,198457.0,73963.0,53318.0,45200.0,117173.0,270738.0,45763.0,198160.0,136565.0,67541.0,81587.0,285794.0,138883.0,150044.0,-1.0,75711.0,-1.0,35914.0,-1.0,10761.0,57986.0,52292.0,-1.0,98598.0,-1.0,136140.0,35355.0,101111.0,141855.0,68690.0,37770.0,45000.0,42696.0,159563.0,93244.0,94615.0,268656.0,469834.0,118616.0,68556.0,70295.0,127772.0,72561.0,46807.0,60000.0,109371.0,67020.0,166794.0,46465.0,43292.0,84771.0,49022.0,51635.0,197052.0,40736.0,54024.0,106122.0,53627.0,71111.0,89185.0,204882.0
1991,36757.0,133810.0,45076.0,-1.0,61952.0,29118.0,69068.0,193207.0,187451.0,63631.0,175801.0,59142.0,66841.0,-1.0,58233.0,-1.0,33326.0,172055.0,53519.0,27893.0,26034.0,48180.0,-1.0,26107.0,-1.0,176691.0,70649.0,167787.0,184545.0,86330.0,50816.0,56522.0,68759.0,-1.0,-1.0,47665.0,50000.0,34399.0,67269.0,69988.0,52528.0,159344.0,22150.0,96635.0,105389.0,-1.0,184503.0,-1.0,97826.0,59093.0,60377.0,194596.0,106843.0,130369.0,286598.0,51155.0,-1.0,143247.0,50000.0,-1.0,-1.0,215337.0,45455.0,175167.0,166006.0,50353.0,56398.0,-1.0,28106.0,124245.0,179446.0,47744.0,85875.0,115877.0,28494.0,-1.0,225441.0,34915.0,53193.0,72908.0,84607.0,87649.0,-1.0,211808.0,66809.0,181353.0,92550.0,272067.0,192848.0,73604.0,55116.0,44971.0,104640.0,227517.0,36104.0,187355.0,131946.0,36258.0,80368.0,297668.0,136154.0,152240.0,-1.0,66310.0,20000.0,39683.0,-1.0,13334.0,58007.0,58272.0,-1.0,98388.0,-1.0,135694.0,7147.0,101099.0,198399.0,68701.0,36140.0,44950.0,46224.0,138889.0,66873.0,110869.0,263558.0,362346.0,121486.0,66060.0,65581.0,112573.0,86304.0,47217.0,68750.0,87611.0,53667.0,170957.0,62630.0,41560.0,99493.0,56789.0,50000.0,180029.0,43703.0,61183.0,105000.0,55422.0,68852.0,75764.0,230558.0
1992,64455.0,126378.0,47617.0,25964.0,62215.0,29574.0,69220.0,120840.0,193931.0,61820.0,177577.0,57996.0,60499.0,-1.0,68007.0,-1.0,33426.0,200398.0,52021.0,28947.0,27339.0,46968.0,75031.0,26207.0,-1.0,189744.0,-1.0,176630.0,169302.0,91580.0,50722.0,53333.0,66711.0,33333.0,-1.0,47834.0,51111.0,34836.0,63643.0,68620.0,51272.0,177953.0,24525.0,98820.0,117348.0,179412.0,163881.0,5000.0,106666.0,50569.0,60161.0,207496.0,107143.0,124645.0,292421.0,51166.0,-1.0,143300.0,50471.0,-1.0,-1.0,218042.0,42857.0,172677.0,105728.0,57207.0,47650.0,-1.0,28014.0,129426.0,174035.0,49468.0,82445.0,95334.0,28029.0,39302.0,215146.0,35128.0,53022.0,68967.0,84703.0,91003.0,-1.0,180086.0,65344.0,143687.0,94566.0,319074.0,213449.0,73510.0,54694.0,45012.0,117092.0,241200.0,36297.0,209998.0,104207.0,58638.0,78507.0,315022.0,170880.0,152235.0,-1.0,65472.0,29167.0,42308.0,50000.0,17585.0,58428.0,52182.0,-1.0,82870.0,141361.0,109359.0,14723.0,101087.0,150648.0,69016.0,36053.0,44857.0,46103.0,-1.0,65204.0,101056.0,278248.0,340106.0,112443.0,68708.0,67502.0,113921.0,89225.0,46554.0,143333.0,105736.0,53997.0,193150.0,60440.0,40555.0,98457.0,56800.0,50000.0,184405.0,43500.0,63759.0,104878.0,57653.0,72000.0,78688.0,221892.0
1993,82188.0,124509.0,49417.0,103848.0,62224.0,30595.0,67848.0,188307.0,224244.0,64066.0,213382.0,56850.0,66554.0,62013.0,70534.0,-1.0,33527.0,191583.0,58617.0,29322.0,28644.0,46272.0,78867.0,26306.0,-1.0,214286.0,-1.0,217242.0,168217.0,86323.0,50628.0,62866.0,65166.0,26667.0,-1.0,47763.0,50000.0,35273.0,57146.0,60828.0,50016.0,184124.0,21717.0,96685.0,114519.0,150000.0,127219.0,5000.0,110763.0,60568.0,59938.0,194118.0,108744.0,118839.0,277733.0,50891.0,-1.0,146007.0,52779.0,-1.0,-1.0,207093.0,44444.0,167683.0,125502.0,38571.0,58255.0,-1.0,28339.0,128207.0,170166.0,50000.0,85314.0,103517.0,27045.0,59185.0,191415.0,35342.0,53957.0,57099.0,84799.0,95607.0,-1.0,184175.0,63878.0,196508.0,99968.0,275724.0,189652.0,73444.0,53026.0,45052.0,114452.0,222864.0,36490.0,193704.0,166368.0,59840.0,80473.0,361358.0,147151.0,152618.0,-1.0,71030.0,40625.0,43706.0,50000.0,17733.0,-1.0,58608.0,24253.0,87657.0,51497.0,136280.0,25236.0,98947.0,164643.0,68639.0,36028.0,44828.0,45981.0,-1.0,67399.0,117310.0,318462.0,274243.0,114258.0,61169.0,75089.0,112297.0,91574.0,47651.0,133000.0,98671.0,52525.0,193001.0,69485.0,44377.0,97421.0,56811.0,50000.0,217245.0,43591.0,63237.0,98445.0,59884.0,69091.0,67074.0,226814.0
1994,89411.0,119864.0,48838.0,107963.0,62163.0,29787.0,69686.0,250748.0,188870.0,63600.0,199989.0,55704.0,100312.0,61585.0,58546.0,-1.0,33627.0,209291.0,57113.0,29551.0,29949.0,45908.0,80523.0,26405.0,-1.0,221011.0,-1.0,204919.0,168833.0,90553.0,50533.0,60002.0,64910.0,26667.0,-1.0,47670.0,51136.0,35710.0,58255.0,60611.0,48761.0,187964.0,22581.0,95380.0,116665.0,165357.0,162212.0,5556.0,91476.0,62540.0,59813.0,205313.0,106839.0,124024.0,291527.0,49987.0,228785.0,155280.0,52578.0,-1.0,-1.0,227327.0,43750.0,185909.0,105590.0,43279.0,60547.0,-1.0,28569.0,126442.0,157240.0,54481.0,87517.0,114401.0,27582.0,59327.0,182521.0,35555.0,54143.0,49227.0,85585.0,95860.0,-1.0,182629.0,62412.0,122222.0,101348.0,244753.0,173429.0,73539.0,73579.0,45092.0,124317.0,209267.0,36683.0,201235.0,203808.0,93440.0,91490.0,333619.0,152613.0,153710.0,-1.0,72823.0,41304.0,41422.0,20000.0,25163.0,-1.0,59412.0,100924.0,59799.0,81333.0,101249.0,35045.0,98958.0,176577.0,69627.0,35714.0,44870.0,45860.0,-1.0,75086.0,115803.0,321518.0,260677.0,119128.0,56443.0,78906.0,113133.0,94265.0,47890.0,216667.0,96975.0,57475.0,159028.0,73143.0,41976.0,96384.0,56821.0,49960.0,199675.0,43954.0,64280.0,95923.0,62115.0,64554.0,87205.0,236425.0
1995,92705.0,136681.0,49301.0,84948.0,62170.0,29322.0,70053.0,224628.0,222118.0,57603.0,185789.0,54531.0,116612.0,60883.0,101327.0,-1.0,33727.0,208103.0,57485.0,29284.0,31254.0,48786.0,80930.0,26504.0,-1.0,233623.0,-1.0,222350.0,190526.0,79462.0,50437.0,70000.0,64578.0,22857.0,-1.0,47575.0,51220.0,36147.0,62417.0,61291.0,52480.0,187414.0,21595.0,95483.0,117192.0,162143.0,175682.0,5000.0,92732.0,69657.0,60512.0,192000.0,103226.0,120018.0,294836.0,51064.0,172325.0,158035.0,53016.0,-1.0,-1.0,214469.0,45000.0,184657.0,116076.0,46092.0,67747.0,-1.0,28732.0,123499.0,149039.0,78217.0,86644.0,122307.0,43873.0,65599.0,128104.0,35769.0,53971.0,55514.0,86139.0,97271.0,-1.0,165659.0,60947.0,133721.0,101266.0,250517.0,188050.0,73590.0,99638.0,45133.0,150030.0,246277.0,36876.0,191748.0,181811.0,90492.0,100512.0,335915.0,152525.0,152033.0,-1.0,68096.0,39063.0,42239.0,100000.0,26159.0,-1.0,60324.0,108413.0,67597.0,90769.0,86882.0,46525.0,98969.0,132077.0,69923.0,36100.0,44758.0,45521.0,-1.0,74779.0,111554.0,291819.0,310050.0,127585.0,66913.0,76848.0,110366.0,88755.0,48158.0,65774.0,99855.0,57397.0,145279.0,83610.0,42958.0,95348.0,56832.0,50000.0,186133.0,43041.0,70007.0,90909.0,64345.0,63538.0,79556.0,218412.0
1996,86286.0,135341.0,49289.0,144911.0,62200.0,29439.0,78722.0,267291.0,210311.0,63881.0,163290.0,38548.0,71482.0,60723.0,54927.0,-1.0,33828.0,210261.0,57889.0,30121.0,32559.0,46560.0,81758.0,26604.0,-1.0,237990.0,-1.0,222901.0,177432.0,85236.0,50341.0,91573.0,63952.0,37313.0,-1.0,47680.0,51250.0,36549.0,59817.0,64086.0,49886.0,192581.0,20368.0,90658.0,129673.0,166400.0,186723.0,5556.0,93465.0,67949.0,60462.0,191981.0,102610.0,127696.0,284834.0,51513.0,257746.0,156533.0,53330.0,-1.0,-1.0,222930.0,41304.0,152068.0,93698.0,47891.0,66144.0,-1.0,28731.0,120612.0,147476.0,70060.0,85585.0,129057.0,62156.0,67764.0,122331.0,35982.0,53686.0,83229.0,111111.0,99300.0,-1.0,92906.0,59481.0,115909.0,102985.0,200833.0,172291.0,73596.0,102359.0,45173.0,148845.0,212448.0,37069.0,170858.0,151182.0,90921.0,86747.0,318964.0,156560.0,149708.0,-1.0,66381.0,41351.0,43379.0,120000.0,24515.0,-1.0,61228.0,131505.0,70890.0,69440.0,94220.0,45515.0,99789.0,184667.0,70218.0,64482.0,45099.0,45277.0,-1.0,79751.0,110106.0,167760.0,298365.0,129953.0,67936.0,65896.0,119538.0,89161.0,48224.0,66689.0,100785.0,55515.0,156631.0,83483.0,40725.0,94312.0,56827.0,49911.0,164251.0,43428.0,71669.0,74359.0,66576.0,58225.0,78188.0,221912.0
1997,88492.0,141744.0,49261.0,115277.0,62254.0,29273.0,74864.0,207242.0,224552.0,69192.0,185029.0,41471.0,83290.0,61809.0,52683.0,-1.0,33928.0,220686.0,57925.0,28899.0,33864.0,46818.0,81869.0,26703.0,-1.0,207086.0,-1.0,221214.0,178419.0,86330.0,50243.0,85714.0,64372.0,47826.0,-1.0,47691.0,51190.0,36175.0,64566.0,63677.0,50000.0,196860.0,21245.0,90704.0,119472.0,151724.0,171053.0,5275.0,107273.0,78840.0,60931.0,165122.0,100325.0,128782.0,230168.0,51887.0,271537.0,128573.0,53541.0,-1.0,-1.0,230104.0,44032.0,213162.0,94281.0,48500.0,77163.0,-1.0,28969.0,119180.0,151114.0,77217.0,90376.0,134145.0,71172.0,70909.0,124905.0,36196.0,55027.0,105708.0,91690.0,110126.0,-1.0,90185.0,58015.0,123240.0,103876.0,250441.0,236637.0,73560.0,103703.0,45214.0,140651.0,207842.0,37262.0,204039.0,137394.0,96252.0,98642.0,337272.0,166412.0,153928.0,-1.0,65753.0,37143.0,44000.0,160000.0,23828.0,-1.0,65844.0,142745.0,123048.0,50531.0,104450.0,46297.0,98958.0,162959.0,70546.0,64670.0,44908.0,45238.0,-1.0,89951.0,109287.0,279603.0,345431.0,128062.0,64811.0,81148.0,113187.0,66744.0,47492.0,64191.0,105170.0,56153.0,163288.0,90417.0,41950.0,93276.0,56883.0,50000.0,188512.0,43627.0,72553.0,70000.0,66618.0,50897.0,90064.0,173057.0
1998,82943.0,137763.0,49694.0,130215.0,62254.0,28845.0,76387.0,274084.0,197603.0,76136.0,179631.0,41896.0,73739.0,60634.0,207313.0,-1.0,34028.0,188941.0,57977.0,30520.0,35170.0,40960.0,83333.0,26802.0,-1.0,248338.0,-1.0,215918.0,194404.0,100798.0,50144.0,76007.0,64112.0,45652.0,-1.0,47993.0,51289.0,36364.0,74949.0,63681.0,42368.0,201885.0,21763.0,90777.0,122983.0,121312.0,161459.0,5385.0,152176.0,70038.0,61696.0,130435.0,100637.0,129478.0,218562.0,50272.0,273448.0,134509.0,53666.0,-1.0,-1.0,222999.0,42800.0,206998.0,96326.0,49192.0,68159.0,-1.0,29279.0,121945.0,175372.0,79296.0,86811.0,104259.0,110243.0,77432.0,106843.0,36409.0,55378.0,97658.0,125974.0,115453.0,-1.0,82152.0,56550.0,114296.0,94492.0,197126.0,199252.0,73482.0,101942.0,45254.0,147204.0,195051.0,37455.0,179595.0,106603.0,80573.0,119070.0,353974.0,151976.0,153596.0,-1.0,64178.0,36000.0,44366.0,260000.0,26364.0,-1.0,63833.0,89783.0,127695.0,57568.0,97767.0,50655.0,100313.0,210504.0,70871.0,65395.0,45455.0,45259.0,-1.0,75694.0,101796.0,220776.0,300192.0,111439.0,61159.0,79549.0,113650.0,92939.0,47101.0,46167.0,104888.0,58132.0,121953.0,78655.0,39418.0,92240.0,57037.0,49841.0,185233.0,43625.0,70193.0,71429.0,63874.0,50686.0,68954.0,231625.0
1999,89965.0,145285.0,50036.0,113342.0,61386.0,27539.0,75579.0,266545.0,214504.0,71805.0,169476.0,42798.0,74010.0,59591.0,198117.0,-1.0,34129.0,257619.0,58891.0,30480.0,36475.0,42392.0,78398.0,26666.0,-1.0,270235.0,-1.0,214719.0,201794.0,110257.0,50042.0,75075.0,63888.0,37975.0,-1.0,48467.0,51387.0,38462.0,80416.0,62918.0,43750.0,197365.0,21281.0,87392.0,130332.0,146279.0,169965.0,5183.0,197441.0,85634.0,62282.0,155540.0,102031.0,127969.0,222752.0,48333.0,286426.0,119786.0,53374.0,-1.0,-1.0,247501.0,42105.0,199825.0,102175.0,50000.0,84077.0,-1.0,29454.0,119128.0,189097.0,84374.0,90619.0,114620.0,112229.0,71771.0,75875.0,36252.0,54717.0,106531.0,126110.0,103533.0,-1.0,99683.0,55084.0,108498.0,98280.0,235687.0,230282.0,73363.0,100733.0,45295.0,149127.0,231495.0,37648.0,194043.0,109412.0,77865.0,98685.0,274752.0,172602.0,153867.0,-1.0,63556.0,23077.0,44384.0,200000.0,26364.0,-1.0,64340.0,52500.0,110073.0,37333.0,104194.0,53153.0,100589.0,171734.0,79119.0,68173.0,45882.0,45455.0,-1.0,35275.0,89076.0,117620.0,314005.0,116261.0,61816.0,80300.0,114802.0,95400.0,46948.0,45833.0,108016.0,58042.0,157490.0,92863.0,39888.0,91483.0,57143.0,49800.0,174157.0,43400.0,69915.0,71176.0,57692.0,51439.0,81141.0,264527.0
2000,88304.0,139378.0,48961.0,94433.0,62386.0,29671.0,72244.0,292090.0,235413.0,74524.0,185713.0,46613.0,69915.0,58312.0,173505.0,-1.0,34229.0,200552.0,62789.0,31663.0,37780.0,40031.0,90000.0,26930.0,14286.0,261342.0,-1.0,208282.0,190266.0,103664.0,49938.0,76345.0,63750.0,33721.0,58824.0,52356.0,51220.0,40000.0,85833.0,62938.0,40960.0,190923.0,24037.0,88055.0,125702.0,153683.0,171423.0,5145.0,245745.0,70781.0,61744.0,146775.0,101997.0,133662.0,208944.0,49322.0,252063.0,130064.0,53330.0,-1.0,100000.0,251240.0,41837.0,225204.0,110103.0,49932.0,69030.0,-1.0,29630.0,116360.0,169468.0,84542.0,92602.0,116475.0,111905.0,67640.0,80179.0,35939.0,58466.0,144340.0,124519.0,113713.0,-1.0,95940.0,53618.0,101338.0,95519.0,208788.0,196986.0,73203.0,98179.0,45335.0,151265.0,233504.0,37400.0,183667.0,105145.0,112448.0,114311.0,360669.0,164870.0,153406.0,-1.0,56309.0,18000.0,44596.0,200000.0,26433.0,-1.0,64340.0,50000.0,153873.0,40000.0,96466.0,51149.0,100000.0,184524.0,76573.0,66894.0,44444.0,45489.0,-1.0,36187.0,91551.0,163225.0,282946.0,123677.0,75254.0,72159.0,114213.0,95720.0,42987.0,53170.0,107624.0,59573.0,174611.0,83531.0,41174.0,94654.0,56956.0,49756.0,190922.0,43669.0,70330.0,48927.0,57778.0,55704.0,78126.0,252371.0
2001,88182.0,142380.0,46922.0,116641.0,62637.0,31093.0,71498.0,295457.0,203413.0,73006.0,215403.0,47698.0,84876.0,47977.0,195502.0,-1.0,34330.0,231920.0,62184.0,30357.0,39085.0,36003.0,87628.0,25250.0,14894.0,267105.0,-1.0,184210.0,176504.0,95936.0,49830.0,80026.0,63340.0,32353.0,54406.0,42857.0,51545.0,39879.0,144421.0,63091.0,38929.0,194530.0,20584.0,88008.0,131484.0,140054.0,188899.0,5000.0,230986.0,89035.0,59036.0,136592.0,101761.0,132407.0,206971.0,50000.0,274630.0,132203.0,53245.0,-1.0,100000.0,248513.0,40843.0,224394.0,104195.0,49278.0,87687.0,-1.0,29430.0,112484.0,172671.0,86039.0,92742.0,126402.0,107104.0,74241.0,70011.0,36000.0,63296.0,147038.0,129876.0,93720.0,-1.0,113971.0,52153.0,87537.0,94184.0,240305.0,222337.0,73003.0,125120.0,45375.0,142704.0,227784.0,37652.0,189700.0,103007.0,133534.0,102801.0,336026.0,168302.0,153400.0,-1.0,56313.0,18000.0,44719.0,400000.0,26351.0,-1.0,64340.0,57143.0,162977.0,45113.0,97794.0,62213.0,101140.0,129372.0,78639.0,70297.0,48263.0,45580.0,-1.0,41371.0,102383.0,179021.0,391480.0,126609.0,68037.0,80972.0,115040.0,95461.0,44780.0,53030.0,105747.0,58925.0,162945.0,80198.0,41872.0,97224.0,56941.0,49669.0,226245.0,44001.0,70313.0,52840.0,66660.0,49446.0,77254.0,277485.0
2002,78939.0,142287.0,45886.0,118932.0,62800.0,30472.0,71568.0,265123.0,220073.0,72178.0,201689.0,48622.0,74940.0,45551.0,202436.0,-1.0,34430.0,256908.0,63377.0,29513.0,40390.0,35270.0,86500.0,22500.0,15000.0,270270.0,-1.0,186507.0,178653.0,97943.0,49717.0,77011.0,63445.0,33333.0,53241.0,46606.0,51723.0,40432.0,135256.0,64350.0,36972.0,204179.0,23328.0,88001.0,122748.0,146350.0,203066.0,5093.0,168926.0,86674.0,60364.0,148491.0,101582.0,146988.0,190936.0,51630.0,254354.0,161798.0,53143.0,-1.0,88801.0,258028.0,40283.0,203694.0,117959.0,50000.0,85363.0,-1.0,30699.0,104182.0,169158.0,87933.0,89058.0,140878.0,107599.0,82500.0,61083.0,36718.0,60961.0,67050.0,130947.0,90211.0,-1.0,95371.0,50687.0,87537.0,93719.0,243179.0,200969.0,72665.0,128000.0,45416.0,126030.0,251435.0,38462.0,207761.0,107698.0,144933.0,125973.0,345504.0,164560.0,153421.0,-1.0,55763.0,23333.0,44765.0,1000000.0,25206.0,-1.0,63009.0,66667.0,138437.0,37614.0,90362.0,74771.0,101247.0,149442.0,79535.0,68628.0,56665.0,45668.0,-1.0,47585.0,133855.0,160098.0,345774.0,127005.0,70075.0,85705.0,114018.0,97438.0,41040.0,68000.0,106859.0,57601.0,159106.0,78921.0,41904.0,84895.0,56944.0,49612.0,211557.0,43944.0,79995.0,49615.0,68985.0,50653.0,77850.0,275903.0
2003,71077.0,166572.0,46292.0,101501.0,62959.0,30225.0,70384.0,222696.0,201630.0,72289.0,221938.0,55467.0,91052.0,45269.0,256117.0,-1.0,34547.0,210185.0,63987.0,29847.0,41685.0,33962.0,82500.0,22667.0,15068.0,276316.0,-1.0,152864.0,165336.0,123432.0,49539.0,82125.0,63621.0,20833.0,61111.0,45290.0,51789.0,40925.0,136635.0,64963.0,35085.0,161678.0,7434.0,88235.0,130015.0,140064.0,200204.0,5074.0,180556.0,90979.0,60134.0,161020.0,101524.0,152999.0,221722.0,52812.0,248293.0,166972.0,52978.0,-1.0,84578.0,271295.0,39704.0,183047.0,100572.0,50786.0,89352.0,-1.0,27820.0,106193.0,144294.0,89795.0,92736.0,140652.0,111101.0,124400.0,91806.0,37235.0,60520.0,114558.0,127822.0,131947.0,-1.0,86495.0,49039.0,81806.0,99514.0,255116.0,204125.0,73868.0,71680.0,45462.0,127614.0,262120.0,37857.0,206258.0,101819.0,139039.0,127240.0,330513.0,161548.0,153397.0,-1.0,56199.0,21765.0,44956.0,114444.0,24692.0,-1.0,61646.0,74474.0,131768.0,45191.0,80299.0,76069.0,101453.0,170670.0,79142.0,66984.0,66936.0,45747.0,-1.0,31004.0,133732.0,221354.0,309326.0,122697.0,106042.0,96605.0,116417.0,100418.0,42196.0,72013.0,109587.0,51853.0,164006.0,81701.0,42516.0,85570.0,56667.0,49553.0,232117.0,43428.0,89556.0,47431.0,71318.0,49982.0,75898.0,262090.0
2004,72066.0,168570.0,45188.0,81567.0,63048.0,30199.0,68110.0,270545.0,218713.0,72579.0,180003.0,57963.0,106245.0,47242.0,286433.0,80000.0,34682.0,149611.0,65413.0,30554.0,42971.0,61832.0,88000.0,98667.0,15000.0,302500.0,-1.0,153508.0,167059.0,138648.0,49295.0,60875.0,63337.0,33333.0,172100.0,45993.0,51922.0,40715.0,153882.0,66100.0,33262.0,160891.0,7799.0,88695.0,128144.0,152364.0,209015.0,31445.0,191657.0,93445.0,59791.0,165660.0,101694.0,146928.0,234044.0,54120.0,267030.0,174158.0,52930.0,-1.0,81353.0,260194.0,39107.0,187404.0,127202.0,49969.0,91921.0,22000.0,31290.0,115223.0,153795.0,90801.0,88498.0,141017.0,108373.0,171475.0,111460.0,37895.0,58600.0,137263.0,120310.0,134707.0,-1.0,114429.0,47210.0,74865.0,105499.0,262250.0,199284.0,78111.0,32272.0,45510.0,118431.0,265672.0,38000.0,199276.0,105572.0,185927.0,120259.0,374226.0,151086.0,153403.0,-1.0,55265.0,23684.0,45093.0,144286.0,23876.0,-1.0,62378.0,79787.0,169791.0,39381.0,89366.0,76959.0,101734.0,146166.0,81688.0,68548.0,85179.0,45814.0,-1.0,46123.0,132781.0,190530.0,282117.0,126539.0,102349.0,89867.0,117636.0,100287.0,42945.0,74994.0,110351.0,50207.0,198463.0,78800.0,41780.0,86434.0,56129.0,49490.0,187089.0,44281.0,116617.0,48570.0,74129.0,50265.0,80889.0,284799.0
