,Paraguay,"China, Hong Kong SAR","China, Taiwan Province of",Burkina Faso,Comoros,Ukraine,Philippines,Syrian Arab Republic,Australia & New Zealand,United Kingdom,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Cyprus,Japan,Norway,Belize,Bulgaria,Bahamas,French Polynesia,Algeria,American Samoa,Nigeria,Madagascar,Netherlands,Costa Rica,Democratic People's Republic of Korea,Germany,Niger,Morocco,Ethiopia PDR,United Arab Emirates,Switzerland,Mexico,Azerbaijan,Spain,Jordan,Israel,China,Tunisia,Côte d'Ivoire,Libya,Albania,Portugal,Jamaica,Brunei Darussalam,Occupied Palestinian Territory,Ecuador,Hungary,Polynesia,Kazakhstan,Réunion,Singapore,France,Thailand,"China, mainland",Puerto Rico,Angola,Turkey,New Zealand,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,120000.0,100817.0,160000.0,-1.0,-1.0,46296.0,74075.0,314169.0,-1.0,-1.0,-1.0,104348.0,97967.0,123069.0,-1.0,100000.0,223846.0,264108.0,-1.0,100095.0,-1.0,100000.0,-1.0,-1.0,90000.0,-1.0,-1.0,-1.0,235714.0,-1.0,200000.0,142857.0,100000.0,49333.0,320000.0,-1.0,-1.0,133684.0,80000.0,172917.0,118111.0,216111.0,65000.0,54154.0,-1.0,-1.0,31287.0,-1.0,-1.0,132509.0,66178.0,100000.0,-1.0,100000.0,166667.0,91000.0,-1.0,175000.0,-1.0,13333.0,54167.0,314169.0,-1.0,488889.0
1972,-1.0,120000.0,100805.0,152000.0,-1.0,-1.0,45714.0,75568.0,334593.0,-1.0,-1.0,-1.0,118026.0,110093.0,120986.0,-1.0,111000.0,226767.0,237261.0,-1.0,93561.0,-1.0,100000.0,-1.0,-1.0,80000.0,-1.0,-1.0,-1.0,242857.0,-1.0,150000.0,150000.0,100000.0,39000.0,300000.0,-1.0,-1.0,155556.0,64513.0,213333.0,119792.0,202778.0,67875.0,52055.0,-1.0,-1.0,34905.0,-1.0,-1.0,99632.0,66889.0,100000.0,-1.0,100000.0,-1.0,80790.0,-1.0,191667.0,-1.0,13333.0,61667.0,334593.0,-1.0,285185.0
1973,-1.0,125000.0,109091.0,140000.0,-1.0,-1.0,44828.0,95518.0,329205.0,-1.0,-1.0,-1.0,133932.0,87807.0,119438.0,-1.0,105143.0,223834.0,250875.0,-1.0,107568.0,-1.0,100000.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,220000.0,-1.0,100000.0,187500.0,100000.0,56667.0,311111.0,-1.0,-1.0,141333.0,73333.0,323077.0,130872.0,172222.0,65000.0,52154.0,-1.0,-1.0,34762.0,-1.0,-1.0,74891.0,63450.0,100000.0,-1.0,100000.0,-1.0,86299.0,-1.0,208333.0,-1.0,13333.0,76190.0,329205.0,-1.0,419048.0
1974,-1.0,107692.0,103462.0,142857.0,-1.0,-1.0,45862.0,121691.0,296744.0,-1.0,-1.0,-1.0,110728.0,140673.0,117189.0,-1.0,105200.0,226327.0,264968.0,-1.0,92992.0,-1.0,90000.0,-1.0,-1.0,60000.0,18000.0,-1.0,-1.0,218750.0,-1.0,100000.0,160000.0,100000.0,150000.0,325000.0,-1.0,-1.0,137059.0,78214.0,242308.0,122362.0,182500.0,68750.0,50793.0,-1.0,-1.0,32394.0,-1.0,-1.0,89047.0,68227.0,90000.0,-1.0,110000.0,-1.0,86251.0,-1.0,180000.0,-1.0,13333.0,77273.0,296744.0,-1.0,338462.0
1975,-1.0,127994.0,105773.0,142857.0,-1.0,-1.0,45000.0,111465.0,309334.0,-1.0,-1.0,-1.0,131512.0,114289.0,129496.0,-1.0,116667.0,227295.0,249531.0,-1.0,129864.0,-1.0,106667.0,-1.0,-1.0,80000.0,51444.0,-1.0,-1.0,281250.0,-1.0,100000.0,173333.0,100000.0,162162.0,345455.0,-1.0,-1.0,139000.0,90100.0,195000.0,124529.0,168182.0,72500.0,48829.0,-1.0,-1.0,28915.0,-1.0,-1.0,89774.0,75630.0,106667.0,-1.0,81500.0,-1.0,85056.0,-1.0,187500.0,-1.0,10000.0,77600.0,309334.0,-1.0,412500.0
1976,-1.0,118568.0,105715.0,142857.0,-1.0,-1.0,45235.0,148135.0,337946.0,-1.0,-1.0,-1.0,122719.0,154531.0,85903.0,-1.0,105200.0,224728.0,248732.0,-1.0,104140.0,-1.0,116667.0,-1.0,-1.0,85000.0,83846.0,-1.0,-1.0,262500.0,-1.0,100000.0,187500.0,100000.0,180000.0,280000.0,-1.0,-1.0,140000.0,52358.0,195000.0,123314.0,153000.0,76250.0,48540.0,-1.0,-1.0,33610.0,-1.0,-1.0,99640.0,70390.0,116667.0,-1.0,101000.0,-1.0,87529.0,-1.0,183333.0,-1.0,10000.0,76923.0,337946.0,-1.0,200000.0
1977,-1.0,122069.0,111029.0,166667.0,-1.0,-1.0,33624.0,139635.0,335405.0,-1.0,-1.0,-1.0,120521.0,112500.0,147619.0,-1.0,112000.0,230875.0,261297.0,-1.0,99746.0,-1.0,103333.0,-1.0,-1.0,90000.0,30000.0,-1.0,-1.0,352941.0,-1.0,100000.0,187500.0,100000.0,199155.0,354545.0,-1.0,-1.0,132609.0,30550.0,250000.0,129720.0,158065.0,75000.0,46452.0,-1.0,160000.0,33610.0,-1.0,-1.0,83146.0,52285.0,103333.0,-1.0,96045.0,-1.0,100000.0,-1.0,194444.0,-1.0,13333.0,79231.0,335405.0,-1.0,196429.0
1978,-1.0,107508.0,99986.0,166667.0,-1.0,-1.0,38681.0,149318.0,324569.0,-1.0,-1.0,-1.0,132816.0,106215.0,144804.0,-1.0,100370.0,233264.0,285039.0,-1.0,133191.0,-1.0,96667.0,-1.0,-1.0,100000.0,27692.0,-1.0,-1.0,327778.0,-1.0,93333.0,175000.0,100000.0,165148.0,314286.0,-1.0,-1.0,168391.0,102034.0,139063.0,114884.0,144615.0,75000.0,47282.0,-1.0,180000.0,33645.0,-1.0,-1.0,87921.0,78296.0,96667.0,-1.0,104500.0,-1.0,96875.0,-1.0,180000.0,-1.0,12500.0,80769.0,324569.0,-1.0,372222.0
1979,-1.0,158333.0,112584.0,166667.0,-1.0,-1.0,42564.0,126761.0,325283.0,-1.0,-1.0,-1.0,125108.0,83377.0,318363.0,-1.0,90741.0,229000.0,270392.0,-1.0,100231.0,-1.0,96667.0,-1.0,-1.0,100000.0,82353.0,-1.0,-1.0,421053.0,-1.0,82353.0,175610.0,100000.0,167339.0,271930.0,-1.0,-1.0,136211.0,51244.0,147222.0,132078.0,135357.0,70000.0,47581.0,-1.0,200000.0,58991.0,-1.0,-1.0,86238.0,70974.0,96667.0,-1.0,70000.0,-1.0,110500.0,-1.0,190000.0,-1.0,12500.0,77778.0,325283.0,-1.0,266667.0
1980,-1.0,175000.0,116129.0,170732.0,-1.0,-1.0,39811.0,144139.0,345797.0,-1.0,-1.0,-1.0,123579.0,87353.0,274911.0,-1.0,65106.0,226429.0,300286.0,-1.0,91654.0,-1.0,106667.0,-1.0,-1.0,100000.0,56000.0,-1.0,-1.0,390000.0,-1.0,88235.0,178313.0,100000.0,201711.0,355649.0,-1.0,-1.0,139000.0,139044.0,108333.0,133837.0,108750.0,72000.0,54351.0,-1.0,200000.0,46111.0,-1.0,-1.0,90333.0,64586.0,106667.0,-1.0,87000.0,-1.0,117273.0,-1.0,181818.0,-1.0,12000.0,77778.0,345797.0,-1.0,286957.0
1981,-1.0,169538.0,104843.0,168000.0,-1.0,-1.0,42523.0,157402.0,322293.0,30875.0,-1.0,-1.0,119357.0,99880.0,243083.0,-1.0,70000.0,235809.0,317868.0,-1.0,92801.0,-1.0,60000.0,-1.0,-1.0,100000.0,26279.0,-1.0,-1.0,300000.0,-1.0,83333.0,156627.0,100000.0,211193.0,409357.0,-1.0,-1.0,146000.0,181884.0,333333.0,125545.0,118537.0,66364.0,116667.0,-1.0,120000.0,71504.0,-1.0,-1.0,88849.0,63080.0,60000.0,-1.0,75000.0,-1.0,114091.0,-1.0,182609.0,-1.0,12000.0,77778.0,322293.0,-1.0,318182.0
1982,-1.0,158310.0,110854.0,175000.0,-1.0,-1.0,45442.0,166140.0,313404.0,29667.0,-1.0,-1.0,118616.0,81326.0,242322.0,-1.0,70851.0,219747.0,329935.0,-1.0,100837.0,-1.0,105000.0,100000.0,-1.0,100000.0,24898.0,-1.0,-1.0,266667.0,-1.0,83333.0,142857.0,100000.0,258845.0,356808.0,-1.0,-1.0,150417.0,114085.0,357000.0,129794.0,112769.0,70833.0,179971.0,-1.0,150000.0,44344.0,-1.0,-1.0,88077.0,63786.0,105000.0,-1.0,83600.0,-1.0,120000.0,-1.0,180000.0,-1.0,11667.0,82353.0,313404.0,-1.0,307692.0
1983,-1.0,150000.0,93445.0,176471.0,-1.0,-1.0,44828.0,167478.0,383982.0,31625.0,-1.0,-1.0,110130.0,106019.0,243532.0,-1.0,70851.0,228542.0,313195.0,-1.0,89970.0,-1.0,115000.0,100000.0,-1.0,100000.0,23750.0,-1.0,-1.0,214286.0,-1.0,84211.0,134941.0,100000.0,268838.0,340223.0,-1.0,-1.0,154902.0,150677.0,316000.0,118264.0,82031.0,72727.0,180022.0,-1.0,170000.0,54411.0,-1.0,-1.0,88529.0,56991.0,115000.0,-1.0,72050.0,-1.0,116957.0,-1.0,185185.0,-1.0,11667.0,87500.0,383982.0,-1.0,264706.0
1984,58941.0,190000.0,123075.0,130000.0,-1.0,-1.0,42105.0,169714.0,397490.0,147028.0,-1.0,-1.0,128927.0,119351.0,228608.0,-1.0,72121.0,233444.0,355423.0,-1.0,106239.0,-1.0,106667.0,100000.0,-1.0,100000.0,22500.0,-1.0,-1.0,195000.0,-1.0,84211.0,117647.0,100000.0,247361.0,387621.0,-1.0,-1.0,139402.0,116832.0,325263.0,151942.0,88235.0,70000.0,180523.0,-1.0,190000.0,54800.0,-1.0,-1.0,88121.0,71437.0,106667.0,-1.0,97071.0,-1.0,135200.0,-1.0,224138.0,-1.0,11429.0,93750.0,397490.0,-1.0,220000.0
1985,61888.0,252353.0,120672.0,172200.0,-1.0,-1.0,41975.0,137361.0,333333.0,136865.0,-1.0,-1.0,132472.0,103000.0,246378.0,-1.0,49667.0,230250.0,297923.0,-1.0,96117.0,-1.0,126667.0,100000.0,-1.0,100000.0,21429.0,-1.0,-1.0,214286.0,-1.0,80000.0,116279.0,100000.0,249762.0,439665.0,-1.0,-1.0,153216.0,107800.0,314286.0,157688.0,73333.0,66667.0,180000.0,-1.0,200000.0,54472.0,-1.0,-1.0,86302.0,53083.0,126667.0,-1.0,101722.0,-1.0,143043.0,-1.0,228571.0,-1.0,11429.0,93750.0,333333.0,-1.0,250000.0
1986,91055.0,279688.0,126778.0,137600.0,-1.0,-1.0,42410.0,167743.0,344916.0,141041.0,-1.0,-1.0,147939.0,106302.0,252646.0,-1.0,105000.0,236777.0,311924.0,-1.0,102568.0,-1.0,100000.0,100000.0,-1.0,105000.0,22222.0,-1.0,-1.0,211111.0,-1.0,85000.0,125000.0,100000.0,222222.0,351373.0,-1.0,-1.0,150000.0,56054.0,313636.0,176537.0,84000.0,68750.0,180000.0,-1.0,201538.0,60494.0,-1.0,-1.0,42461.0,78808.0,100000.0,-1.0,101429.0,-1.0,140000.0,-1.0,266667.0,-1.0,11250.0,91613.0,344916.0,-1.0,400000.0
1987,45950.0,259677.0,131645.0,174940.0,-1.0,-1.0,43721.0,135104.0,301205.0,142061.0,-1.0,-1.0,130060.0,97416.0,250670.0,-1.0,100556.0,234792.0,308554.0,-1.0,115305.0,-1.0,100000.0,100000.0,-1.0,110000.0,24324.0,-1.0,-1.0,180000.0,-1.0,84158.0,123596.0,100000.0,206494.0,384713.0,-1.0,-1.0,153759.0,175632.0,324091.0,180367.0,101613.0,71429.0,180000.0,-1.0,166450.0,56532.0,-1.0,-1.0,56705.0,55826.0,100000.0,-1.0,99500.0,-1.0,137143.0,-1.0,270270.0,-1.0,11250.0,93750.0,301205.0,-1.0,231579.0
1988,53150.0,238070.0,132046.0,177960.0,-1.0,-1.0,40000.0,156672.0,408850.0,140019.0,-1.0,-1.0,120754.0,107930.0,254295.0,-1.0,108085.0,218577.0,346728.0,-1.0,109546.0,-1.0,100000.0,100000.0,-1.0,115000.0,25333.0,-1.0,-1.0,170909.0,-1.0,83333.0,122222.0,100000.0,195167.0,413609.0,-1.0,-1.0,147810.0,142449.0,322059.0,179913.0,133167.0,43988.0,180000.0,-1.0,189412.0,54810.0,-1.0,-1.0,71279.0,136539.0,100000.0,-1.0,103237.0,-1.0,150000.0,-1.0,263158.0,-1.0,11111.0,94286.0,408850.0,-1.0,171053.0
1989,60450.0,283469.0,127441.0,186010.0,-1.0,-1.0,53182.0,143429.0,333751.0,125998.0,-1.0,-1.0,168182.0,98168.0,252386.0,-1.0,105111.0,225792.0,397123.0,-1.0,103167.0,-1.0,110000.0,100000.0,-1.0,120000.0,26316.0,-1.0,-1.0,158333.0,-1.0,82927.0,133333.0,100000.0,204565.0,431014.0,-1.0,-1.0,150885.0,191045.0,324444.0,191146.0,130185.0,73875.0,180000.0,-1.0,192200.0,53640.0,-1.0,-1.0,63474.0,121025.0,110000.0,-1.0,110500.0,-1.0,107778.0,-1.0,300000.0,-1.0,11111.0,94444.0,333751.0,-1.0,269231.0
1990,60507.0,218163.0,126112.0,182358.0,25000.0,-1.0,50366.0,150571.0,351331.0,112244.0,-1.0,-1.0,197071.0,120861.0,250976.0,-1.0,111500.0,231411.0,424438.0,-1.0,107242.0,-1.0,120000.0,85714.0,-1.0,119320.0,27273.0,350000.0,-1.0,167507.0,-1.0,84545.0,147681.0,66176.0,192260.0,450728.0,116398.0,-1.0,155306.0,111778.0,319697.0,194794.0,111111.0,71429.0,180000.0,111429.0,186104.0,60867.0,95000.0,-1.0,69308.0,150000.0,120000.0,-1.0,85000.0,-1.0,124138.0,-1.0,293333.0,-1.0,11000.0,95385.0,351331.0,-1.0,333333.0
1991,59386.0,223125.0,129627.0,181818.0,25000.0,-1.0,52159.0,160256.0,327273.0,127203.0,-1.0,-1.0,340000.0,91631.0,256604.0,-1.0,122571.0,213512.0,357048.0,-1.0,90374.0,-1.0,130000.0,100000.0,-1.0,220639.0,28132.0,350140.0,-1.0,146154.0,-1.0,191054.0,143498.0,21912.0,181544.0,401398.0,120042.0,-1.0,158830.0,113405.0,323688.0,200606.0,179487.0,71091.0,171875.0,109091.0,198705.0,51965.0,90000.0,-1.0,70659.0,130000.0,130000.0,-1.0,110702.0,-1.0,125217.0,-1.0,302083.0,-1.0,10467.0,100000.0,327273.0,-1.0,300000.0
1992,59866.0,230000.0,132222.0,175000.0,24939.0,-1.0,48860.0,140690.0,338333.0,127477.0,-1.0,-1.0,300000.0,107692.0,246454.0,-1.0,120000.0,189796.0,362822.0,-1.0,71640.0,-1.0,110000.0,99843.0,-1.0,218721.0,28205.0,347862.0,-1.0,137984.0,-1.0,192429.0,144109.0,34885.0,147316.0,320092.0,113563.0,-1.0,155706.0,165096.0,323000.0,202045.0,178947.0,71124.0,180000.0,116250.0,198789.0,71162.0,105000.0,-1.0,49496.0,156667.0,110000.0,-1.0,112161.0,-1.0,140000.0,-1.0,306122.0,-1.0,10909.0,102008.0,338333.0,50000.0,222222.0
1993,59967.0,229545.0,144444.0,169231.0,24815.0,-1.0,50000.0,163793.0,352250.0,126974.0,99246.0,-1.0,334286.0,95714.0,260334.0,-1.0,116667.0,209793.0,361523.0,-1.0,56280.0,-1.0,80000.0,99866.0,-1.0,216804.0,28124.0,400000.0,-1.0,136805.0,-1.0,193804.0,144721.0,-1.0,79837.0,376911.0,116442.0,-1.0,161008.0,113256.0,318500.0,221377.0,179487.0,71150.0,172414.0,110526.0,198873.0,89161.0,100000.0,-1.0,47747.0,137500.0,80000.0,-1.0,108830.0,-1.0,145833.0,-1.0,320000.0,-1.0,10275.0,103946.0,352250.0,50000.0,276250.0
1994,61084.0,247241.0,148119.0,171104.0,25091.0,-1.0,50000.0,164940.0,383375.0,126062.0,100000.0,-1.0,397500.0,108333.0,242259.0,-1.0,55333.0,215000.0,331213.0,-1.0,54005.0,-1.0,90000.0,100000.0,-1.0,214886.0,28069.0,300000.0,-1.0,128571.0,-1.0,195179.0,142421.0,-1.0,125409.0,394444.0,121412.0,-1.0,164620.0,190505.0,322221.0,233838.0,178947.0,71178.0,177778.0,123158.0,198957.0,122246.0,84000.0,-1.0,55527.0,140081.0,90000.0,-1.0,96640.0,-1.0,157500.0,-1.0,328822.0,-1.0,10096.0,106826.0,383375.0,50000.0,363333.0
1995,68813.0,298429.0,176460.0,170333.0,24912.0,-1.0,49989.0,185278.0,383143.0,120000.0,100000.0,-1.0,352730.0,115385.0,240401.0,-1.0,61667.0,213440.0,369980.0,70000.0,51951.0,-1.0,100000.0,99910.0,-1.0,212968.0,28250.0,300000.0,-1.0,141667.0,-1.0,196553.0,141323.0,-1.0,143154.0,482821.0,119526.0,-1.0,166045.0,155736.0,321951.0,254631.0,180220.0,71231.0,173077.0,122105.0,199041.0,123489.0,88333.0,-1.0,54985.0,139081.0,100000.0,-1.0,113213.0,-1.0,193970.0,-1.0,334035.0,-1.0,10000.0,106818.0,383143.0,-1.0,270952.0
1996,69557.0,297966.0,171016.0,167252.0,25172.0,-1.0,50000.0,136152.0,467256.0,103704.0,100000.0,-1.0,267526.0,121667.0,250723.0,-1.0,60727.0,218240.0,344526.0,66077.0,50173.0,-1.0,125000.0,99932.0,-1.0,211051.0,28750.0,288513.0,-1.0,134735.0,-1.0,197928.0,142857.0,-1.0,164803.0,527490.0,128440.0,-1.0,160000.0,122164.0,319048.0,254610.0,180233.0,70423.0,175472.0,120000.0,199126.0,114442.0,84286.0,233333.0,56299.0,139332.0,125000.0,-1.0,111111.0,-1.0,186458.0,-1.0,333333.0,-1.0,10000.0,105023.0,467256.0,-1.0,184828.0
1997,70783.0,313672.0,181532.0,142717.0,25000.0,-1.0,50000.0,136786.0,400000.0,87333.0,100143.0,-1.0,195794.0,122951.0,251374.0,-1.0,58333.0,219720.0,313064.0,66496.0,88400.0,-1.0,80000.0,100000.0,-1.0,209133.0,26667.0,300000.0,83333.0,133894.0,-1.0,199303.0,144336.0,-1.0,201345.0,622375.0,123919.0,-1.0,166667.0,144586.0,320930.0,247904.0,191667.0,71429.0,174074.0,120000.0,199210.0,104814.0,90156.0,245977.0,55160.0,139592.0,80000.0,-1.0,170000.0,-1.0,180004.0,-1.0,307143.0,-1.0,10000.0,106818.0,400000.0,-1.0,180606.0
1998,71709.0,325896.0,177508.0,170000.0,25082.0,-1.0,-1.0,157500.0,380000.0,110000.0,100000.0,-1.0,121739.0,122468.0,252379.0,-1.0,61667.0,203400.0,311948.0,65908.0,81818.0,-1.0,123333.0,99971.0,20000.0,207216.0,28750.0,200000.0,83333.0,132948.0,-1.0,200678.0,146335.0,-1.0,186705.0,616071.0,123636.0,-1.0,210469.0,122530.0,318182.0,237212.0,192390.0,71742.0,171429.0,120000.0,199294.0,100739.0,93333.0,188094.0,50884.0,140121.0,64286.0,-1.0,160000.0,-1.0,191043.0,-1.0,281250.0,-1.0,10000.0,105000.0,380000.0,-1.0,96098.0
1999,65890.0,335261.0,195821.0,167781.0,25161.0,-1.0,-1.0,141203.0,379310.0,100385.0,100504.0,166667.0,120833.0,123577.0,261696.0,-1.0,61667.0,210435.0,309966.0,50000.0,81818.0,-1.0,100000.0,99990.0,20000.0,205298.0,26667.0,200000.0,78571.0,128571.0,-1.0,202053.0,150000.0,-1.0,167897.0,535714.0,123969.0,-1.0,175000.0,117085.0,320000.0,231479.0,205455.0,71482.0,172414.0,124211.0,199378.0,120673.0,88571.0,204486.0,73714.0,141005.0,55556.0,-1.0,160000.0,-1.0,185679.0,-1.0,255556.0,155172.0,8333.0,104107.0,379310.0,-1.0,141935.0
