,Indonesia,Philippines,Angola,Madagascar,Togo,United Republic of Tanzania,Malaysia,Thailand,Belize,Kenya,Nigeria,Viet Nam,Bangladesh,Senegal,Mali,Dominican Republic,Brazil,Mexico,Benin,Peru,China,Ghana,Mozambique,Burkina Faso,Guinea,"China, mainland",El Salvador,Guadeloupe,Sri Lanka,Honduras,Guinea-Bissau,Côte d'Ivoire,Kyrgyzstan,Myanmar,Gambia,India
1974,,3100.0,3000.0,11000.0,,200000.0,5559.0,1700.0,-1.0,45000.0,40000.0,5000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,-1.0,-1.0,-1.0,340000.0,,-1.0,-1.0,2250.0,,-1.0,,12000.0,8000.0,,-1.0,-1.0,350887.0
1975,58390.0,3050.0,3000.0,11000.0,,190000.0,6229.0,1800.0,-1.0,65000.0,40000.0,5000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,-1.0,-1.0,-1.0,300000.0,,-1.0,-1.0,2050.0,,-1.0,,12000.0,8000.0,,-1.0,-1.0,361443.0
1976,69434.0,3880.0,3000.0,11000.0,,135000.0,6825.0,1900.0,-1.0,73000.0,40000.0,7000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,-1.0,200000.0,,-1.0,-1.0,2050.0,,-1.0,,12000.0,8500.0,,-1.0,-1.0,374653.0
1977,71925.0,3820.0,3000.0,11300.0,,162000.0,6349.0,2000.0,-1.0,85000.0,40000.0,7000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,7846.0,-1.0,-1.0,-1.0,150000.0,,-1.0,-1.0,2100.0,,-1.0,,14000.0,9000.0,,-1.0,-1.0,375702.0
1978,82511.0,3690.0,3000.0,11500.0,,110000.0,5425.0,2500.0,-1.0,85000.0,40000.0,7000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,110000.0,500.0,-1.0,-1.0,2590.0,,-1.0,,14000.0,9000.0,,-1.0,-1.0,385895.0
1979,87541.0,3740.0,3000.0,11500.0,,96000.0,3441.0,3500.0,-1.0,52000.0,40000.0,7000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,120000.0,1000.0,-1.0,-1.0,2800.0,,-1.0,,14000.0,9000.0,,-1.0,-1.0,419692.0
1980,116808.0,3780.0,3000.0,11500.0,,70000.0,2932.0,4500.0,-1.0,43000.0,40000.0,8000.0,,-1.0,1790.0,-1.0,-1.0,277.0,10000.0,-1.0,-1.0,-1.0,130000.0,1000.0,-1.0,-1.0,2800.0,,26000.0,,16000.0,9500.0,,-1.0,-1.0,447376.0
1981,138463.0,6810.0,3000.0,11600.0,,97000.0,994.0,5500.0,-1.0,40000.0,40000.0,9500.0,,-1.0,68.0,-1.0,-1.0,277.0,10000.0,-1.0,-1.0,-1.0,130000.0,3500.0,-1.0,-1.0,2800.0,,25000.0,,22000.0,13000.0,,-1.0,-1.0,464465.0
1982,187542.0,6850.0,3000.0,12000.0,,73000.0,399.0,6500.0,-1.0,31000.0,40000.0,17000.0,,-1.0,680.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,110000.0,2500.0,-1.0,-1.0,2800.0,,25000.0,,22000.0,15000.0,,-1.0,-1.0,481043.0
1983,193563.0,6790.0,3000.0,12000.0,,58000.0,2555.0,7500.0,-1.0,22000.0,40000.0,30000.0,,-1.0,250.0,-1.0,-1.0,63.0,10000.0,-1.0,-1.0,-1.0,63000.0,3500.0,-1.0,-1.0,2800.0,,20000.0,,22000.0,20000.0,,-1.0,-1.0,492492.0
1984,196504.0,7130.0,3000.0,12000.0,,80000.0,4171.0,8500.0,-1.0,32000.0,40000.0,59000.0,,-1.0,525.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,36000.0,3000.0,-1.0,-1.0,2800.0,,20000.0,,45000.0,20000.0,,-1.0,-1.0,501953.0
1985,90000.0,11230.0,3000.0,12200.0,,58000.0,3500.0,9500.0,-1.0,24000.0,40000.0,90000.0,,-1.0,163.0,5000.0,-1.0,398.0,10000.0,-1.0,12000.0,-1.0,43700.0,3000.0,3000.0,12000.0,2800.0,,27000.0,,47000.0,22000.0,,-1.0,-1.0,509768.0
1986,100000.0,11320.0,3000.0,12500.0,,40000.0,2634.0,10500.0,-1.0,29000.0,40000.0,115000.0,,-1.0,258.0,5000.0,-1.0,429.0,10000.0,-1.0,14000.0,-1.0,52000.0,3000.0,3500.0,14000.0,2800.0,,26000.0,600.0,50000.0,30000.0,,-1.0,-1.0,518379.0
1987,96000.0,11280.0,3000.0,13000.0,250.0,35000.0,3867.0,11500.0,-1.0,24000.0,40000.0,130000.0,,-1.0,173.0,5000.0,-1.0,369.0,10000.0,-1.0,16000.0,1000.0,61000.0,3000.0,3500.0,16000.0,2800.0,,27000.0,750.0,55000.0,30000.0,,-1.0,-1.0,522998.0
1988,115000.0,11340.0,3000.0,13300.0,250.0,35000.0,5231.0,12536.0,-1.0,35000.0,40000.0,97000.0,,3700.0,-1.0,5000.0,-1.0,380.0,10000.0,-1.0,16000.0,1000.0,75000.0,6000.0,3000.0,16000.0,2800.0,,29500.0,1100.0,55000.0,20000.0,,-1.0,-1.0,527395.0
1989,120000.0,8948.0,3000.0,13900.0,400.0,35000.0,7186.0,10000.0,-1.0,35000.0,40000.0,110000.0,,5500.0,-1.0,5000.0,-1.0,155.0,10000.0,500.0,1000.0,1000.0,85000.0,6000.0,3000.0,1000.0,2800.0,,28000.0,1260.0,80000.0,40000.0,,-1.0,-1.0,529287.0
1990,125000.0,25646.0,3000.0,13800.0,650.0,35000.0,5300.0,10485.0,-1.0,22000.0,50000.0,140000.0,,3000.0,0.0,4841.0,582818.0,61.0,20000.0,510.0,1500.0,1000.0,40000.0,5000.0,3000.0,1500.0,2800.0,,26000.0,1050.0,80000.0,30000.0,,-1.0,-1.0,530869.0
1991,160000.0,25628.0,3000.0,14600.0,400.0,55000.0,5800.0,15000.0,-1.0,34000.0,75000.0,155000.0,,10500.0,0.0,5712.0,644608.0,61.0,28000.0,500.0,3000.0,1000.0,54000.0,6000.0,3000.0,3000.0,2800.0,,25000.0,1114.0,64580.0,40000.0,,-1.0,-1.0,531849.0
1992,159000.0,25725.0,2740.0,15800.0,750.0,55000.0,6400.0,15268.0,-1.0,28000.0,90000.0,32000.0,,6500.0,0.0,5714.0,695483.0,-1.0,40000.0,550.0,2386.0,1000.0,85000.0,6000.0,2839.0,2386.0,3500.0,,24000.0,1130.0,80000.0,45000.0,,-1.0,-1.0,533549.0
1993,168000.0,25725.0,2800.0,14000.0,450.0,55000.0,6500.0,16555.0,-1.0,22000.0,120000.0,69100.0,,8500.0,-1.0,5715.0,726140.0,-1.0,55000.0,560.0,3500.0,1000.0,45000.0,6000.0,2000.0,3500.0,3990.0,-1.0,24502.0,1146.0,75000.0,70000.0,,-1.0,-1.0,560000.0
1994,187000.0,27909.0,2300.0,15500.0,480.0,55000.0,6489.0,18000.0,-1.0,17000.0,135000.0,88000.0,-1.0,7000.0,-1.0,5716.0,680615.0,235.0,65000.0,354.0,4000.0,2000.0,45000.0,6000.0,2000.0,4000.0,4000.0,-1.0,23000.0,1161.0,80000.0,70000.0,,-1.0,-1.0,565000.0
1995,190000.0,28353.0,2394.0,15400.0,850.0,60000.0,7000.0,18879.0,-1.0,15000.0,155000.0,92600.0,-1.0,11723.0,500.0,5717.0,699936.0,2654.0,100000.0,350.0,4900.0,2880.0,55000.0,6500.0,2062.0,4900.0,4300.0,-1.0,19588.0,1176.0,90000.0,144827.0,,-1.0,-1.0,577000.0
1996,229786.0,28855.0,2500.0,16000.0,950.0,65000.0,6745.0,20000.0,-1.0,30687.0,175000.0,106000.0,-1.0,9500.0,748.0,5719.0,547720.0,2453.0,130000.0,304.0,5000.0,3000.0,75000.0,7858.0,2057.0,5000.0,5320.0,-1.0,20807.0,1190.0,105000.0,103080.0,,-1.0,-1.0,635000.0
1997,499279.0,28900.0,2800.0,16500.0,170.0,60000.0,6823.0,20817.0,-1.0,30900.0,243000.0,122300.0,-1.0,15881.0,1000.0,5454.0,582210.0,2000.0,165000.0,239.0,6000.0,13000.0,60000.0,7000.0,1893.0,6000.0,3500.0,-1.0,21141.0,1206.0,150000.0,107810.0,,-1.0,-1.0,659000.0
1998,530990.0,28793.0,3000.0,16000.0,180.0,80000.0,6899.0,21000.0,-1.0,30870.0,243200.0,144500.0,-1.0,25000.0,2000.0,5448.0,621419.0,2335.0,154211.0,599.0,6200.0,19671.0,65000.0,9000.0,1758.0,6200.0,3500.0,-1.0,20640.0,1219.0,160000.0,95000.0,,-1.0,-1.0,675000.0
1999,558102.0,28787.0,2500.0,16500.0,260.0,85433.0,6972.0,22000.0,150.0,30972.0,238000.0,143700.0,-1.0,55000.0,3000.0,5500.0,612735.0,2529.0,180000.0,651.0,5300.0,16217.0,70000.0,7186.0,1463.0,5300.0,3500.0,-1.0,21200.0,1231.0,190000.0,207989.0,,-1.0,-1.0,706000.0
2000,561310.0,27981.0,2800.0,16000.0,240.0,135000.0,6881.0,27811.0,321.0,35000.0,259000.0,145800.0,-1.0,25000.0,4000.0,5518.0,651169.0,1427.0,185000.0,513.0,3200.0,16955.0,69000.0,12477.0,1500.0,3200.0,3500.0,-1.0,23060.0,1200.0,210000.0,175966.0,,-1.0,-1.0,686000.0
2001,568912.0,27979.0,2753.0,16361.0,200.0,190000.0,6915.0,22769.0,619.0,32265.0,265000.0,149900.0,-1.0,15000.0,5000.0,5539.0,638556.0,1427.0,171579.0,403.0,2300.0,11631.0,70000.0,13817.0,1600.0,2300.0,3600.0,-1.0,23580.0,1500.0,218743.0,133273.0,,700.0,-1.0,700000.0
2002,578924.0,27863.0,2800.0,16467.0,250.0,230000.0,6951.0,20422.0,802.0,28106.0,273000.0,173200.0,-1.0,16000.0,9000.0,5561.0,665014.0,1427.0,183276.0,369.0,2700.0,17000.0,65000.0,14193.0,1900.0,2700.0,3387.0,-1.0,23750.0,1304.0,212000.0,291622.0,-1.0,720.0,-1.0,750000.0
2003,573281.0,27835.0,2800.0,16329.0,350.0,260000.0,6977.0,25415.0,795.0,28000.0,277000.0,184200.0,-1.0,17040.0,12977.0,5800.0,682503.0,804.0,187438.0,348.0,2500.0,30000.0,75000.0,16437.0,2300.0,2500.0,3357.0,-1.0,22390.0,1300.0,205364.0,291622.0,-1.0,750.0,-1.0,770000.0
2004,566309.0,27802.0,2800.0,16240.0,400.0,288520.0,6992.0,26444.0,931.0,32429.0,292000.0,204300.0,-1.0,17631.0,13611.0,5955.0,691059.0,1076.0,183168.0,357.0,2100.0,45000.0,60000.0,17913.0,5000.0,2100.0,3269.0,-1.0,22640.0,1295.0,211147.0,400000.0,-1.0,750.0,-1.0,780000.0
2005,579650.0,27683.0,2800.0,16183.0,424.0,161380.0,7015.0,33968.0,930.0,32274.0,309000.0,223700.0,-1.0,17652.0,14453.0,6015.0,700367.0,1352.0,190000.0,331.0,1600.0,52000.0,120000.0,19857.0,5500.0,1600.0,3194.0,-1.0,22790.0,1291.0,213000.0,520000.0,-1.0,780.0,-1.0,820000.0
2006,569931.0,27610.0,2800.0,16200.0,450.0,319970.0,7043.0,27280.0,945.0,32070.0,320000.0,276800.0,-1.0,17672.0,16822.0,6074.0,710181.0,1348.0,210000.0,335.0,1600.0,59000.0,75000.0,21706.0,6000.0,1600.0,3110.0,-1.0,19950.0,1300.0,212000.0,650000.0,,800.0,-1.0,837000.0
2007,570409.0,27574.0,2800.0,16500.0,1000.0,393070.0,7000.0,25893.0,868.0,32115.0,330000.0,302800.0,-1.0,16200.0,13600.0,5900.0,731412.0,1328.0,248576.0,350.0,1600.0,62000.0,90000.0,9100.0,6200.0,1600.0,3700.0,-1.0,21890.0,1316.0,210410.0,765000.0,,850.0,-1.0,854000.0
2008,573721.0,27516.0,2800.0,18500.0,1500.0,199579.0,7135.0,25089.0,707.0,32000.0,330000.0,321100.0,-1.0,16200.0,9000.0,6900.0,747434.0,1501.0,450000.0,409.0,1650.0,52000.0,102000.0,9500.0,7000.0,1650.0,2774.0,-1.0,22470.0,1318.0,215000.0,850000.0,,900.0,2000.0,868000.0
2009,572870.0,27428.0,2800.0,14800.0,2500.0,391350.0,7192.0,24536.0,698.0,30297.0,360000.0,340500.0,,16300.0,7200.0,7400.0,758085.0,1281.0,600000.0,440.0,1620.0,59000.0,77000.0,10000.0,6730.0,1620.0,2542.0,-1.0,21840.0,1321.0,218000.0,874687.0,,1000.0,2300.0,893000.0
2010,569900.0,28114.0,2800.0,15691.0,3500.0,249090.0,7248.0,23847.0,365.0,29837.0,375583.0,339400.0,,16400.0,9000.0,6230.0,758988.0,1559.0,340459.0,403.0,1666.0,64606.0,110000.0,30000.0,7200.0,1666.0,2319.0,-1.0,22710.0,1305.0,228299.0,969541.0,,1250.0,2500.0,923000.0
2011,574800.0,28204.0,2800.0,15655.0,4700.0,406597.0,7304.0,18230.0,557.0,30455.0,341989.0,331300.0,,16500.0,9200.0,5176.0,764472.0,1207.0,465675.0,512.0,1173.0,82000.0,140000.0,100000.0,7239.0,1173.0,2104.0,-1.0,23090.0,1338.0,240157.0,1036799.0,,1500.0,1600.0,953200.0
2012,574900.0,28316.0,2800.0,15000.0,4750.0,410641.0,7200.0,17258.0,177.0,30805.0,367512.0,320769.0,,17000.0,9000.0,7500.0,756846.0,1470.0,501497.0,533.0,955.0,75000.0,80000.0,70000.0,7400.0,955.0,1901.0,-1.0,22728.0,1400.0,223000.0,1186258.0,,1500.0,1650.0,979000.0
2013,553200.0,28663.0,2800.0,15000.0,4920.0,410583.0,7383.0,16198.0,85.0,21611.0,374224.0,300856.0,,18657.0,29053.0,7500.0,695289.0,1447.0,609762.0,557.0,855.0,79000.0,95000.0,120000.0,7450.0,855.0,1710.0,-1.0,21566.0,1358.0,254838.0,1286145.0,,1550.0,1393.0,992000.0
2014,529800.0,28602.0,2856.0,15307.0,5029.0,433747.0,7477.0,15763.0,85.0,21611.0,380744.0,288293.0,,18725.0,36174.0,7082.0,627137.0,1436.0,620980.0,576.0,802.0,85000.0,80000.0,95575.0,7900.0,802.0,814.0,-1.0,21490.0,1366.0,290000.0,1398914.0,,1623.0,1405.0,1011000.0
