,USSR,South Africa,Panama,Madagascar,United Republic of Tanzania,Burundi,Thailand,Japan,Ethiopia,Kenya,Bangladesh,Lao People's Democratic Republic,Zambia,Mauritius,Uganda,Papua New Guinea,Brazil,Mozambique,El Salvador,Argentina,Colombia,Zimbabwe,Malawi,India,"China, Taiwan Province of",Ecuador,Réunion,Indonesia,Seychelles,Turkey,Ethiopia PDR,Melanesia,Malaysia,Georgia,Azerbaijan,Viet Nam,Republic of Korea,Democratic Republic of the Congo,Mali,Montenegro,Russian Federation,Cameroon,Bolivia (Plurinational State of),Iran (Islamic Republic of),Peru,Guatemala,"China, mainland",Nepal,Sri Lanka,Rwanda,Portugal,Myanmar,China
1980,16478.0,20000.0,,18182.0,10945.0,3984.0,1404.0,16770.0,,11744.0,9006.0,35366.0,10467.0,11203.0,5000.0,22003.0,20114.0,10263.0,,8740.0,,24153.0,17094.0,14914.0,9022.0,10261.0,12857.0,12320.0,4421.0,17820.0,3568.0,22003.0,13513.0,,,6058.0,9091.0,5980.0,3282.0,,,20434.0,24000.0,10387.0,7171.0,,2920.0,15286.0,7820.0,7446.0,6618.0,2423.0,3075.0
1981,17455.0,11000.0,,18333.0,11952.0,6090.0,1429.0,16770.0,,11527.0,8585.0,9649.0,11344.0,12780.0,4250.0,32661.0,20110.0,11679.0,,7326.0,,24185.0,18266.0,14563.0,9512.0,11723.0,13182.0,12836.0,4526.0,8014.0,3571.0,32661.0,13993.0,,,5883.0,9091.0,4581.0,4900.0,,,17283.0,16000.0,10344.0,7267.0,,3233.0,16026.0,8580.0,7441.0,6667.0,2452.0,3386.0
1982,17840.0,13262.0,,18333.0,19545.0,5399.0,1442.0,16148.0,,11791.0,9190.0,9583.0,11167.0,13917.0,5160.0,32467.0,20226.0,11053.0,,9379.0,,24656.0,21991.0,14196.0,9252.0,11723.0,13182.0,10783.0,3776.0,10549.0,3600.0,32467.0,12424.0,,,6521.0,9091.0,4149.0,3619.0,,,18386.0,16000.0,11755.0,6428.0,,3619.0,15867.0,7756.0,7474.0,6760.0,2624.0,3749.0
1983,18279.0,13391.0,,18333.0,16921.0,5131.0,1786.0,16836.0,,14524.0,9468.0,8313.0,11385.0,15753.0,5090.0,32923.0,17011.0,7895.0,,10383.0,,24537.0,18830.0,14681.0,9228.0,18310.0,13043.0,12395.0,4816.0,15631.0,3573.0,32923.0,13025.0,,,6199.0,9091.0,4239.0,4000.0,,,22031.0,15385.0,10444.0,6436.0,,3626.0,15904.0,7405.0,8513.0,6600.0,3585.0,3756.0
1984,18736.0,13835.0,,18462.0,18290.0,7183.0,1695.0,15214.0,,13941.0,8507.0,8788.0,11293.0,20286.0,6518.0,31912.0,20267.0,8462.0,,9983.0,,27458.0,21084.0,16059.0,9184.0,11040.0,13478.0,21036.0,3162.0,17666.0,3556.0,31912.0,16913.0,,,6593.0,8974.0,4309.0,4150.0,,,22019.0,16763.0,14116.0,6479.0,,3843.0,15952.0,9130.0,8526.0,6741.0,2790.0,3971.0
1985,18518.0,15111.0,7600.0,18462.0,16925.0,8534.0,2632.0,15759.0,,17571.0,9703.0,36923.0,10714.0,20544.0,6398.0,22444.0,20283.0,7778.0,,11058.0,,31496.0,22197.0,16407.0,9543.0,14283.0,13333.0,20607.0,4301.0,20481.0,3565.0,22444.0,16563.0,,,6784.0,9091.0,4209.0,4350.0,,,22021.0,16931.0,10509.0,5001.0,8800.0,5337.0,15939.0,9242.0,8504.0,6636.0,2860.0,5460.0
1986,17676.0,16998.0,7235.0,17857.0,11127.0,7385.0,2500.0,15548.0,,16981.0,8315.0,40625.0,11415.0,20855.0,4764.0,20513.0,22605.0,7143.0,,11261.0,,30743.0,21652.0,15080.0,9880.0,11154.0,13200.0,13243.0,5000.0,17767.0,3571.0,20513.0,16672.0,,,6789.0,9091.0,4675.0,4450.0,,,25673.0,16106.0,11743.0,5654.0,9429.0,5792.0,15886.0,9478.0,9495.0,6633.0,2745.0,5913.0
1987,18909.0,18450.0,7444.0,17857.0,13683.0,8994.0,3579.0,16077.0,,18244.0,8211.0,26421.0,10657.0,19522.0,4876.0,20513.0,22261.0,6000.0,,12311.0,,32792.0,17341.0,15079.0,11286.0,32700.0,13077.0,12806.0,4037.0,17433.0,3800.0,20513.0,14396.0,,,6658.0,9091.0,2333.0,2750.0,,,25640.0,16957.0,13439.0,5417.0,9162.0,6284.0,16125.0,9631.0,10154.0,6607.0,2545.0,6420.0
1988,15351.0,18315.0,8100.0,17931.0,12684.0,7951.0,4508.0,15067.0,,18897.0,8748.0,42844.0,12133.0,20248.0,4878.0,20513.0,18395.0,3000.0,,9166.0,,35412.0,21590.0,16280.0,10056.0,21845.0,13077.0,15368.0,3926.0,17750.0,3513.0,20513.0,13903.0,,,6853.0,9091.0,3780.0,4150.0,,,25000.0,17200.0,13514.0,5220.0,9413.0,6651.0,15787.0,10238.0,10501.0,6750.0,2591.0,6746.0
1989,16395.0,19342.0,8167.0,18000.0,16054.0,8014.0,4793.0,15339.0,,20647.0,9378.0,17412.0,12222.0,17909.0,5823.0,20513.0,18198.0,5000.0,,12969.0,,37722.0,21451.0,16923.0,9945.0,21064.0,13462.0,15720.0,5357.0,15250.0,3353.0,20513.0,14793.0,,,7011.0,9174.0,3366.0,15850.0,,,17514.0,16296.0,8686.0,7157.0,9140.0,6483.0,16011.0,9319.0,10903.0,6600.0,2557.0,6574.0
1990,17555.0,19666.0,9333.0,17500.0,14391.0,7742.0,6842.0,15368.0,,20313.0,8241.0,42193.0,12174.0,19797.0,6095.0,17037.0,18155.0,6897.0,20000.0,13041.0,,34274.0,21038.0,16581.0,9826.0,25292.0,13296.0,16498.0,5475.0,13553.0,3333.0,17037.0,18960.0,,,7263.0,9695.0,3698.0,7067.0,,,20714.0,16129.0,11606.0,7013.0,8846.0,6586.0,14049.0,10514.0,10450.0,6571.0,2609.0,6673.0
1991,15627.0,16557.0,8682.0,17844.0,10444.0,8842.0,9444.0,15243.0,,20232.0,9451.0,42203.0,12128.0,20620.0,6122.0,20362.0,18770.0,7720.0,20000.0,12388.0,,28680.0,18379.0,17109.0,9557.0,24530.0,12857.0,14741.0,5605.0,15443.0,3235.0,20362.0,21174.0,,,7227.0,14320.0,3801.0,7077.0,,,21429.0,16364.0,13170.0,6983.0,9375.0,6533.0,16584.0,10860.0,11288.0,6789.0,1896.0,6612.0
1992,,15900.0,8050.0,17576.0,11735.0,10657.0,12222.0,16243.0,,18466.0,9575.0,16420.0,11364.0,18644.0,6132.0,21429.0,17687.0,5090.0,20000.0,12463.0,,20818.0,15375.0,16986.0,9691.0,19195.0,12759.0,16236.0,5333.0,16120.0,3243.0,21429.0,20394.0,8621.0,6514.0,7240.0,14000.0,3467.0,7667.0,,10250.0,22593.0,16418.0,17414.0,6336.0,9595.0,6662.0,18178.0,8063.0,10858.0,6900.0,2487.0,6735.0
1993,,17086.0,8720.0,18182.0,12468.0,9000.0,15882.0,16535.0,6415.0,20137.0,10234.0,6469.0,11778.0,18823.0,7564.0,18913.0,18294.0,8365.0,20000.0,14301.0,,29981.0,21349.0,15712.0,9704.0,17518.0,13021.0,16090.0,5467.0,13109.0,,18913.0,20527.0,22849.0,6533.0,7663.0,11525.0,3724.0,7914.0,,13527.0,25807.0,17101.0,18075.0,8284.0,9778.0,6821.0,22648.0,11756.0,11181.0,7000.0,2624.0,6889.0
1994,,18460.0,8846.0,17647.0,13191.0,10380.0,20000.0,15835.0,6862.0,19000.0,10571.0,9888.0,11364.0,16806.0,8414.0,18889.0,19724.0,10000.0,20000.0,13570.0,,30412.0,18692.0,17676.0,12428.0,20023.0,13048.0,12664.0,5374.0,17496.0,,18889.0,20022.0,12098.0,4897.0,8124.0,11335.0,5675.0,7840.0,,53006.0,23591.0,20455.0,17085.0,32972.0,9691.0,6657.0,26122.0,12931.0,4596.0,6667.0,2624.0,6783.0
1995,,18987.0,9895.0,17775.0,13135.0,9752.0,24667.0,15791.0,7063.0,21725.0,10883.0,13310.0,11250.0,18223.0,7933.0,16688.0,18992.0,4880.0,20000.0,13778.0,,30793.0,19131.0,17614.0,10482.0,22950.0,13069.0,13578.0,5136.0,13407.0,,16688.0,20367.0,8406.0,3364.0,7716.0,9776.0,6702.0,6733.0,,45063.0,25615.0,19714.0,15807.0,24359.0,9697.0,6778.0,27325.0,13016.0,7348.0,6613.0,2672.0,6862.0
1996,,14323.0,10000.0,17761.0,13538.0,7505.0,31429.0,16812.0,7212.0,22621.0,9929.0,2557.0,11364.0,22536.0,9677.0,12783.0,18713.0,8350.0,20000.0,12473.0,,32984.0,18511.0,17705.0,11592.0,23957.0,13087.0,14509.0,5343.0,14925.0,,12783.0,20380.0,7424.0,3885.0,7774.0,11423.0,6688.0,6900.0,,29513.0,23684.0,17750.0,17926.0,40478.0,9699.0,6809.0,35246.0,13778.0,8234.0,6632.0,2671.0,6916.0
1997,,12328.0,7215.0,17778.0,13421.0,5559.0,38462.0,17606.0,7143.0,19380.0,11035.0,2785.0,12222.0,23299.0,10280.0,17187.0,18734.0,7500.0,20000.0,14411.0,,32881.0,15798.0,18097.0,11979.0,31100.0,13101.0,13440.0,5745.0,18178.0,,17187.0,20675.0,10506.0,2328.0,8169.0,11111.0,6901.0,5556.0,,25375.0,27712.0,19342.0,19998.0,44237.0,9704.0,7059.0,37256.0,14535.0,12713.0,6098.0,2890.0,7167.0
1998,,19418.0,7517.0,17742.0,11838.0,8892.0,46667.0,16133.0,8182.0,24793.0,10407.0,2857.0,14130.0,21628.0,12951.0,18150.0,17791.0,13636.0,20000.0,15092.0,,32407.0,21469.0,18664.0,11732.0,17087.0,13114.0,15199.0,5556.0,23172.0,,18150.0,20000.0,17026.0,1333.0,8463.0,13032.0,6900.0,6667.0,,24667.0,26085.0,18375.0,17488.0,29260.0,9697.0,7736.0,5033.0,14820.0,13523.0,5854.0,2999.0,7823.0
1999,,19327.0,7438.0,18182.0,13158.0,9153.0,47619.0,17456.0,9020.0,20980.0,11532.0,3763.0,13333.0,21952.0,16262.0,15500.0,17922.0,16000.0,20000.0,14091.0,20000.0,33089.0,17853.0,18439.0,11033.0,17087.0,13127.0,14636.0,5364.0,25949.0,,15500.0,20157.0,25138.0,5073.0,10115.0,7750.0,6064.0,7666.0,,13333.0,29716.0,19853.0,18274.0,27856.0,10000.0,7432.0,5616.0,14518.0,12918.0,30000.0,2930.0,7506.0
2000,,18857.0,7500.0,20332.0,14184.0,43081.0,53362.0,16865.0,8788.0,19627.0,9465.0,5482.0,13077.0,19582.0,18620.0,15500.0,21478.0,18586.0,20000.0,19227.0,12000.0,33846.0,23345.0,16857.0,10992.0,14859.0,13141.0,13415.0,5467.0,18081.0,,15500.0,18788.0,10000.0,2007.0,9943.0,12163.0,6900.0,8773.0,,10133.0,25899.0,20241.0,15534.0,24632.0,10000.0,7769.0,5845.0,16185.0,11773.0,25665.0,2840.0,7836.0
2001,,18768.0,7500.0,18299.0,14412.0,54133.0,51521.0,16966.0,8913.0,23704.0,10700.0,3636.0,11000.0,22985.0,20847.0,16053.0,21700.0,17036.0,20000.0,19005.0,20000.0,32933.0,19574.0,16806.0,11081.0,15621.0,13158.0,14458.0,5312.0,18642.0,,16053.0,15466.0,11623.0,3684.0,10175.0,7403.0,6899.0,10420.0,,8267.0,27097.0,20000.0,16265.0,28350.0,10000.0,7904.0,5533.0,15616.0,13891.0,26449.0,3175.0,7967.0
2002,,20161.0,7533.0,15403.0,14682.0,39159.0,42224.0,18750.0,9081.0,21837.0,11375.0,4986.0,12500.0,20309.0,17944.0,16757.0,22309.0,17471.0,20000.0,19356.0,20000.0,33031.0,20851.0,16745.0,11117.0,8859.0,13178.0,14265.0,5259.0,17614.0,,16757.0,15000.0,11829.0,3930.0,12202.0,10618.0,6900.0,11571.0,,8600.0,25000.0,20000.0,20613.0,27737.0,9604.0,8330.0,6080.0,14718.0,11914.0,30000.0,3311.0,8386.0
2003,,22911.0,7500.0,17015.0,13800.0,40638.0,40239.0,18566.0,9689.0,22341.0,11280.0,4447.0,13159.0,21087.0,18448.0,17297.0,19553.0,17537.0,20000.0,19205.0,20000.0,33134.0,22303.0,16395.0,11360.0,11741.0,13216.0,14614.0,5220.0,20068.0,,17297.0,11786.0,11768.0,2565.0,12114.0,10714.0,5200.0,13261.0,,5800.0,21942.0,19767.0,19816.0,24624.0,9507.0,8302.0,6484.0,14397.0,12387.0,32222.0,3226.0,8361.0
2004,,19450.0,7488.0,10896.0,16559.0,42722.0,34563.0,20509.0,9428.0,23745.0,10820.0,3516.0,14545.0,21988.0,18834.0,17568.0,19731.0,18225.0,20000.0,19195.0,20000.0,33539.0,26795.0,16904.0,11563.0,22000.0,13273.0,14383.0,4756.0,26316.0,,17568.0,11143.0,10000.0,2865.0,12933.0,10714.0,3700.0,14013.0,,8857.0,24706.0,22407.0,12795.0,6837.0,9381.0,8499.0,7761.0,14483.0,12387.0,34722.0,3436.0,8553.0
2005,,37552.0,7571.0,10324.0,18298.0,44482.0,33730.0,20534.0,9600.0,23248.0,10815.0,3636.0,13942.0,20701.0,18773.0,17368.0,17750.0,19048.0,20000.0,18679.0,20000.0,34090.0,21111.0,17409.0,11019.0,21322.0,13338.0,11710.0,4931.0,28390.0,,17368.0,8143.0,9980.0,2528.0,13564.0,10769.0,3700.0,15000.0,,9000.0,26342.0,22670.0,17365.0,19133.0,9479.0,8976.0,7813.0,14912.0,12393.0,31111.0,3453.0,9009.0
2006,,17516.0,7421.0,10382.0,19991.0,37545.0,33563.0,18928.0,9750.0,21116.0,11025.0,3122.0,15000.0,22776.0,17976.0,16500.0,16176.0,18360.0,20000.0,18981.0,20000.0,34213.0,23689.0,17080.0,11556.0,21250.0,13412.0,13224.0,4846.0,26514.0,,16500.0,18714.0,10154.0,3647.0,14789.0,10769.0,3700.0,15000.0,8000.0,8214.0,26413.0,23069.0,14531.0,21959.0,10000.0,9343.0,8146.0,14611.0,14448.0,28750.0,3514.0,9376.0
2007,,21000.0,7436.0,10841.0,21681.0,41003.0,33826.0,19523.0,10000.0,24774.0,10160.0,3514.0,14235.0,22045.0,20420.0,14773.0,34823.0,18392.0,20000.0,19000.0,20000.0,34638.0,24687.0,17160.0,11125.0,21389.0,13495.0,11263.0,4826.0,26921.0,,14773.0,19928.0,10547.0,2796.0,15270.0,10833.0,3289.0,15000.0,8000.0,4500.0,26617.0,23333.0,17131.0,17064.0,10000.0,9706.0,9238.0,14348.0,17538.0,31250.0,3640.0,9724.0
2008,,19873.0,7550.0,7130.0,23129.0,38703.0,33938.0,20104.0,9946.0,21928.0,10172.0,4480.0,14160.0,23761.0,20385.0,13333.0,18298.0,19842.0,20000.0,20549.0,20000.0,35063.0,24142.0,17063.0,11456.0,20635.0,13590.0,12056.0,4724.0,26118.0,,13333.0,47980.0,8571.0,3187.0,15947.0,11000.0,3700.0,14423.0,8000.0,5857.0,26820.0,23542.0,85101.0,18148.0,4412.0,9800.0,9234.0,14358.0,16784.0,34758.0,3771.0,9820.0
2009,,11620.0,7442.0,6168.0,25014.0,38753.0,34187.0,18182.0,10124.0,19849.0,10085.0,2191.0,14120.0,20771.0,19465.0,14222.0,18044.0,17045.0,20000.0,19278.0,24364.0,35488.0,24597.0,16800.0,11282.0,21184.0,13698.0,12704.0,4667.0,26183.0,,14222.0,47551.0,10104.0,5740.0,16670.0,11429.0,3698.0,13817.0,8000.0,4846.0,27024.0,46981.0,85101.0,14307.0,4429.0,10234.0,9695.0,13065.0,16428.0,37133.0,3880.0,10245.0
2010,,18285.0,7321.0,6003.0,29062.0,46116.0,34555.0,18162.0,10301.0,23209.0,11486.0,2410.0,14079.0,21017.0,19351.0,14847.0,17832.0,16839.0,20000.0,24829.0,24364.0,35913.0,25088.0,17119.0,12021.0,22828.0,13819.0,12069.0,4716.0,30982.0,,14847.0,80268.0,10383.0,9326.0,17532.0,10887.0,3284.0,12571.0,8000.0,2643.0,27228.0,51118.0,85101.0,14504.0,5220.0,10168.0,9696.0,14930.0,16421.0,37140.0,3944.0,10187.0
2011,,19348.0,7369.0,4749.0,37423.0,48438.0,36272.0,17771.0,10479.0,20117.0,10676.0,2954.0,14041.0,27450.0,20998.0,14905.0,15364.0,16527.0,20000.0,25113.0,24364.0,36338.0,25535.0,18258.0,12277.0,23481.0,13955.0,12182.0,4738.0,29200.0,,14905.0,67637.0,10686.0,9816.0,18060.0,10955.0,2814.0,11740.0,8000.0,2250.0,27432.0,51625.0,43401.0,14174.0,4848.0,9868.0,9993.0,14754.0,15975.0,38472.0,3944.0,9889.0
2012,,19066.0,7470.0,3657.0,37422.0,47938.0,52572.0,18715.0,10657.0,19381.0,10799.0,14695.0,13846.0,23572.0,20731.0,15017.0,17255.0,17558.0,20000.0,21060.0,24000.0,36763.0,25982.0,18761.0,11198.0,24134.0,14151.0,11793.0,4719.0,29661.0,,15017.0,61811.0,10523.0,10460.0,18482.0,11155.0,2112.0,10951.0,8000.0,3082.0,27636.0,53452.0,37532.0,15352.0,4027.0,10314.0,10318.0,14867.0,14628.0,39804.0,11944.0,10321.0
2013,,19064.0,7457.0,2789.0,15743.0,46105.0,85648.0,18678.0,10835.0,21772.0,11365.0,17747.0,13846.0,23259.0,20959.0,14922.0,20511.0,9418.0,19000.0,21876.0,24000.0,37188.0,26428.0,21433.0,12454.0,24786.0,14953.0,11902.0,4690.0,27792.0,,14922.0,52605.0,10359.0,12008.0,18959.0,11196.0,1576.0,10000.0,8000.0,1974.0,27840.0,49736.0,64690.0,19379.0,4151.0,10362.0,10815.0,15328.0,14203.0,41135.0,11918.0,10375.0
2014,,19063.0,7443.0,2663.0,15700.0,58707.0,48495.0,18661.0,11013.0,21926.0,10643.0,19887.0,14144.0,22381.0,21187.0,14828.0,17287.0,9133.0,16270.0,23732.0,24000.0,37613.0,26875.0,19989.0,12898.0,25439.0,14578.0,12986.0,4662.0,29823.0,,14828.0,51749.0,10196.0,10042.0,19782.0,11238.0,1190.0,10000.0,8000.0,4641.0,28044.0,50737.0,70631.0,17364.0,3936.0,10561.0,11102.0,15229.0,14373.0,42467.0,11908.0,10575.0
