,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Uganda,Bangladesh,Malawi,South Africa,Yemen,Rwanda,Nicaragua,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Mauritius,Senegal,Madagascar,Tajikistan,Ukraine,Algeria,Bhutan,Guinea,Botswana,Saudi Arabia,Belgium,Chad,Equatorial Guinea,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Uzbekistan,Colombia,Latvia,Portugal,Kyrgyzstan,Chile,Guinea-Bissau,Kazakhstan,Estonia,"Saint Helena, Ascension and Tristan da Cunha",Saint Vincent and the Grenadines,Hungary,France,Namibia,Kenya,Poland,"China, mainland",Russian Federation,Mali,Haiti,Thailand,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,United Kingdom,Malaysia,Comoros,Armenia,Dominican Republic,South Sudan,El Salvador,Benin,Denmark,Canada,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Zambia,Democratic Republic of the Congo,Sudan,Turkmenistan,Somalia,Pakistan,Morocco,Cuba,Turkey,Czechia,Argentina,Cambodia,Ghana,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Czechoslovakia,Ethiopia PDR,Sweden,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Angola,Albania,Slovakia,Jamaica,Spain,Italy,Montserrat,Australia,Egypt,Lithuania,Netherlands,Sudan (former),Gambia,Nigeria,Swaziland,Belgium-Luxembourg
1971,9068.0,15283.0,-1.0,-1.0,202490.0,74056.0,5309283.0,250840.0,4802378.0,6500.0,611478.0,54813.0,-1.0,153525.0,-1.0,139200.0,87239.0,1042400.0,728881.0,54160.0,35000.0,21000.0,333.0,97064.0,51705.0,29691.0,434000.0,72903.0,723.0,18318.0,44995.0,-1.0,-1.0,2410.0,15.0,1000.0,1200.0,-1,-1.0,301906.0,1000.0,1838.0,170.0,982.0,-1.0,135620.0,-1,30.0,12714.0,-1.0,238300.0,-1.0,177.0,-1.0,5000.0,-1.0,-1.0,-1.0,-1,-1.0,22048.0,41630.0,0.0,105000.0,114600.0,5294000.0,-1.0,77968.0,39500.0,534783.0,33200.0,30.0,16600.0,142040.0,23000.0,-1.0,99045.0,0.0,182.0,600.0,-1,3600.0,-1,70375.0,54322.0,0.0,4300.0,1250.0,54000.0,33900.0,29000.0,60700.0,401.0,430.0,162830.0,16200.0,59432.0,4642084.0,309160.0,13000.0,173900.0,-1.0,-1.0,15000.0,1968339.0,18100.0,17500.0,693715.0,-1.0,373370.0,5580.0,1945.0,1470.0,-1,9052200.0,300.0,-1.0,20295.0,27605.0,221000.0,-1.0,19105.0,640840.0,4226000.0,65877.0,10337.0,3253.0,33850.0,27100.0,350.0,35867.0,142500.0,21779.0,-1.0,650.0,78445.0,6430.0,45.0,35505.0,655784.0,-1.0,7118.0,508122.0,40.0,405000.0,10245.0,12453.0
1972,8318.0,12075.0,-1.0,-1.0,263337.0,70058.0,5316075.0,238651.0,4581071.0,6600.0,606010.0,57850.0,-1.0,172758.0,-1.0,174300.0,102673.0,1124000.0,929642.0,50618.0,92100.0,27019.0,260.0,111586.0,54300.0,23484.0,386000.0,71600.0,723.0,20359.0,45102.0,-1.0,-1.0,2350.0,15.0,1000.0,1000.0,-1,-1.0,275576.0,1100.0,872.0,150.0,1600.0,-1.0,138398.0,-1,30.0,9469.0,-1.0,263700.0,-1.0,197.0,-1.0,5000.0,-1.0,-1.0,-1.0,-1,0.0,18447.0,34330.0,0.0,105000.0,109600.0,5304000.0,-1.0,78428.0,39500.0,540936.0,57200.0,50.0,46000.0,133110.0,23000.0,-1.0,87679.0,0.0,2.0,0.0,-1,3580.0,-1,80770.0,46988.0,-1.0,6600.0,1020.0,51600.0,36700.0,26000.0,66785.0,334.0,560.0,151780.0,14200.0,54399.0,5254365.0,342900.0,12000.0,167100.0,-1.0,-1.0,9000.0,2021479.0,16900.0,18000.0,765847.0,-1.0,405300.0,5300.0,3710.0,1210.0,-1,8800500.0,270.0,-1.0,12709.0,27357.0,226800.0,-1.0,17456.0,725512.0,4197000.0,71100.0,17174.0,3637.0,34770.0,27500.0,0.0,51403.0,115500.0,22000.0,-1.0,650.0,122631.0,6593.0,15.0,40100.0,671467.0,-1.0,6099.0,512256.0,80.0,405000.0,12130.0,8051.0
1973,8348.0,12275.0,-1.0,-1.0,276838.0,66601.0,5450275.0,200786.0,4685651.0,6300.0,572482.0,54410.0,-1.0,198540.0,-1.0,154400.0,112396.0,1112000.0,918797.0,53625.0,92100.0,32140.0,400.0,150856.0,57810.0,20836.0,364000.0,90670.0,723.0,28630.0,49056.0,-1.0,-1.0,1790.0,15.0,1000.0,1100.0,-1,-1.0,269026.0,1100.0,1306.0,150.0,3000.0,-1.0,138308.0,-1,30.0,3847.0,-1.0,272000.0,-1.0,201.0,-1.0,4600.0,-1.0,-1.0,-1.0,-1,0.0,16803.0,33230.0,0.0,105000.0,88400.0,5438000.0,-1.0,70866.0,39500.0,504525.0,81100.0,90.0,68200.0,139770.0,23000.0,-1.0,61176.0,0.0,-1.0,-1.0,-1,3580.0,-1,93660.0,54743.0,-1.0,12200.0,1020.0,74800.0,35818.0,25000.0,70353.0,13.0,610.0,169590.0,14210.0,51371.0,4844020.0,348700.0,8000.0,183260.0,-1.0,-1.0,5000.0,1857103.0,17700.0,18600.0,682761.0,-1.0,462750.0,3600.0,4383.0,1905.0,-1,8873100.0,270.0,-1.0,8890.0,31862.0,231600.0,-1.0,17639.0,625084.0,4175000.0,76900.0,29591.0,6085.0,34440.0,29500.0,-1.0,56485.0,139000.0,23000.0,-1.0,650.0,92760.0,5895.0,10.0,43600.0,694371.0,-1.0,4955.0,479261.0,200.0,445000.0,12653.0,6647.0
1974,7076.0,13076.0,-1.0,-1.0,264031.0,61520.0,5558076.0,205980.0,3978384.0,4454.0,588944.0,33131.0,-1.0,225208.0,-1.0,154300.0,167358.0,503900.0,606193.0,54872.0,98100.0,32950.0,200.0,184580.0,55910.0,19545.0,339000.0,105170.0,723.0,38588.0,51594.0,-1.0,-1.0,1110.0,15.0,1000.0,1100.0,-1,-1.0,272156.0,1100.0,1016.0,100.0,1200.0,-1.0,137327.0,-1,30.0,2198.0,-1.0,280400.0,-1.0,178.0,-1.0,5000.0,-1.0,-1.0,-1.0,-1,0.0,15926.0,38530.0,0.0,106235.0,87200.0,5545000.0,-1.0,69633.0,39500.0,500708.0,93200.0,85.0,55000.0,151140.0,23000.0,-1.0,64528.0,0.0,-1.0,0.0,-1,2580.0,-1,104127.0,48474.0,-1.0,14850.0,970.0,138000.0,26065.0,28000.0,75368.0,-1.0,380.0,176100.0,14210.0,52197.0,5077358.0,371500.0,3961.0,170750.0,-1.0,-1.0,4000.0,2044618.0,18800.0,35050.0,843796.0,-1.0,480100.0,3400.0,4461.0,2020.0,-1,8685000.0,230.0,-1.0,15209.0,30663.0,233000.0,-1.0,14049.0,777272.0,4268000.0,88500.0,53299.0,9286.0,42560.0,29800.0,-1.0,58178.0,148000.0,23300.0,-1.0,650.0,102521.0,7088.0,5.0,41700.0,634020.0,-1.0,7388.0,511237.0,300.0,486000.0,11000.0,9066.0
1975,6919.0,13451.0,-1.0,-1.0,218737.0,68005.0,5511451.0,208577.0,4289485.0,2850.0,393867.0,33000.0,-1.0,227779.0,-1.0,138300.0,147993.0,571100.0,531000.0,38639.0,56600.0,24000.0,350.0,181180.0,50710.0,15790.0,339000.0,112200.0,723.0,37483.0,59716.0,-1.0,-1.0,1080.0,18.0,1000.0,1100.0,-1,-1.0,331962.0,1100.0,1721.0,100.0,858.0,-1.0,136423.0,-1,30.0,1951.0,-1.0,316900.0,-1.0,60.0,-1.0,5600.0,-1.0,-1.0,-1.0,-1,0.0,14187.0,48130.0,0.0,128100.0,90946.0,5498000.0,-1.0,89402.0,29500.0,359214.0,100000.0,100.0,53540.0,136670.0,23000.0,-1.0,73178.0,0.0,-1.0,0.0,-1,3580.0,-1,97324.0,31015.0,-1.0,16700.0,790.0,112000.0,26267.0,28000.0,89200.0,-1.0,343.0,185269.0,12210.0,37886.0,3559565.0,292300.0,4100.0,157700.0,-1.0,-1.0,12000.0,1863029.0,13000.0,38030.0,674700.0,-1.0,510570.0,2600.0,13204.0,1391.0,-1,8518200.0,150.0,-1.0,16409.0,32600.0,233600.0,-1.0,9587.0,417533.0,4310000.0,96400.0,40664.0,8210.0,41070.0,28800.0,-1.0,58756.0,92000.0,23300.0,-1.0,650.0,62224.0,7381.0,12.0,38500.0,592112.0,-1.0,5126.0,490653.0,451.0,500000.0,20000.0,9291.0
1976,6560.0,11401.0,-1.0,-1.0,199249.0,79225.0,5515401.0,182085.0,3800646.0,3520.0,489600.0,34000.0,-1.0,231975.0,-1.0,149900.0,100503.0,497438.0,670250.0,40766.0,35600.0,27000.0,392.0,146420.0,42010.0,13617.0,299000.0,84860.0,723.0,43845.0,48305.0,-1.0,-1.0,470.0,18.0,1000.0,1100.0,-1,-1.0,315045.0,1200.0,1977.0,100.0,806.0,-1.0,128792.0,-1,30.0,1395.0,-1.0,313600.0,-1.0,53.0,-1.0,5900.0,-1.0,-1.0,-1.0,-1,0.0,16027.0,63130.0,0.0,119300.0,97631.0,5504000.0,-1.0,109894.0,23500.0,217046.0,109900.0,102.0,29665.0,100990.0,23000.0,-1.0,60030.0,0.0,-1.0,0.0,-1,4680.0,-1,84174.0,26142.0,106.0,18800.0,740.0,128000.0,25330.0,35000.0,63531.0,13.0,419.0,249961.0,12210.0,39339.0,4416475.0,297100.0,6012.0,150300.0,-1.0,-1.0,12000.0,1875680.0,19600.0,38100.0,589165.0,-1.0,419250.0,5000.0,12990.0,3923.0,-1,8108500.0,80.0,-1.0,12707.0,31990.0,239500.0,-1.0,7859.0,425081.0,4325000.0,103800.0,40850.0,4600.0,43410.0,32370.0,-1.0,65475.0,82000.0,23500.0,-1.0,650.0,56453.0,7941.0,12.0,29800.0,548210.0,-1.0,5337.0,412000.0,928.0,526000.0,16000.0,8999.0
1977,7995.0,10579.0,-1.0,-1.0,160712.0,68767.0,5480279.0,186822.0,4488836.0,3570.0,500089.0,33000.0,-1.0,205429.0,-1.0,182600.0,118485.0,405000.0,755935.0,40500.0,70700.0,18300.0,450.0,201600.0,47505.0,10836.0,192000.0,123527.0,700.0,47109.0,51568.0,-1.0,-1.0,130.0,20.0,1000.0,1100.0,-1,-1.0,281588.0,1200.0,2099.0,100.0,693.0,-1.0,126201.0,-1,30.0,559.0,-1.0,402600.0,-1.0,30.0,-1.0,5900.0,-1.0,-1.0,-1.0,-1,0.0,17772.0,57325.0,0.0,120850.0,72417.0,5469700.0,-1.0,101175.0,25156.0,375102.0,200200.0,127.0,39800.0,112437.0,23000.0,-1.0,48556.0,0.0,-1.0,0.0,-1,4680.0,-1,88623.0,20379.0,71.0,22000.0,740.0,128000.0,20917.0,18958.0,54292.0,13.0,356.0,256850.0,12205.0,28025.0,5372248.0,318000.0,10509.0,143300.0,-1.0,-1.0,12000.0,1854402.0,19300.0,32365.0,782909.0,-1.0,523250.0,7500.0,23917.0,14500.0,-1,9149500.0,0.0,-1.0,7535.0,34589.0,238700.0,-1.0,7136.0,594906.0,4355000.0,99500.0,41383.0,10245.0,55130.0,38680.0,-1.0,64767.0,76000.0,22000.0,-1.0,650.0,78089.0,14102.0,12.0,35300.0,626851.0,-1.0,5711.0,422500.0,2338.0,704000.0,13000.0,9987.0
1978,8211.0,9799.0,-1.0,-1.0,189397.0,71714.0,5542399.0,169218.0,4296338.0,6240.0,571626.0,40000.0,-1.0,209507.0,-1.0,159700.0,136644.0,677500.0,858140.0,36500.0,88700.0,20700.0,0.0,215880.0,53816.0,8913.0,214000.0,124563.0,300.0,48299.0,55823.0,-1.0,-1.0,150.0,20.0,1000.0,1100.0,-1,-1.0,267302.0,1200.0,3250.0,118.0,903.0,-1.0,116751.0,-1,30.0,472.0,-1.0,351800.0,-1.0,20.0,-1.0,10700.0,-1.0,-1.0,-1.0,-1,0.0,17174.0,51323.0,0.0,170000.0,92102.0,5532600.0,-1.0,115769.0,28468.0,394161.0,284900.0,83.0,33000.0,118298.0,23000.0,-1.0,47220.0,0.0,-1.0,0.0,-1,3680.0,-1,108780.0,26223.0,41.0,28800.0,510.0,112000.0,17129.0,16740.0,52003.0,20.0,353.0,251390.0,12216.0,28275.0,5018030.0,281800.0,21440.0,146800.0,-1.0,-1.0,12000.0,1900465.0,10000.0,27340.0,658700.0,-1.0,611950.0,5500.0,16187.0,11571.0,-1,9511000.0,-1.0,-1.0,9044.0,33213.0,241300.0,-1.0,7242.0,515616.0,4409000.0,101300.0,37041.0,17760.0,65680.0,38470.0,-1.0,87549.0,76000.0,21500.0,-1.0,650.0,43739.0,5800.0,15.0,41600.0,528824.0,-1.0,5170.0,470400.0,1746.0,635000.0,20000.0,8548.0
1979,7775.0,9930.0,-1.0,-1.0,260601.0,82030.0,5180230.0,154803.0,4012128.0,9730.0,498875.0,47000.0,-1.0,208620.0,-1.0,135100.0,98485.0,417000.0,780167.0,34500.0,107700.0,17600.0,0.0,177340.0,59956.0,6204.0,164000.0,124816.0,100.0,30908.0,49465.0,-1.0,-1.0,100.0,20.0,1000.0,1100.0,-1,-1.0,179773.0,1200.0,3410.0,124.0,615.0,-1.0,90750.0,-1,30.0,286.0,-1.0,210000.0,-1.0,13.0,-1.0,10700.0,-1.0,-1.0,-1.0,-1,0.0,15191.0,52638.0,0.0,133450.0,103092.0,5170300.0,-1.0,121412.0,30476.0,384443.0,312500.0,29.0,34265.0,137419.0,23000.0,-1.0,56754.0,0.0,-1.0,0.0,-1,4780.0,-1,112293.0,30372.0,40.0,22000.0,510.0,84000.0,15250.0,25509.0,43385.0,20.0,330.0,246490.0,10156.0,26391.0,5192408.0,176200.0,24146.0,101600.0,-1.0,-1.0,12000.0,2091634.0,9814.0,31730.0,619300.0,-1.0,674250.0,1800.0,12140.0,13000.0,-1,9430000.0,-1.0,-1.0,4727.0,33020.0,240300.0,-1.0,8853.0,524597.0,4303000.0,101600.0,37056.0,13271.0,62880.0,36200.0,-1.0,107254.0,71000.0,21000.0,-1.0,650.0,46744.0,4035.0,15.0,49800.0,535312.0,-1.0,3603.0,424700.0,1204.0,526000.0,18689.0,7288.0
1980,6490.0,9506.0,-1.0,-1.0,237867.0,74948.0,5517506.0,140945.0,4074468.0,7406.0,519890.0,57000.0,-1.0,282066.0,-1.0,142400.0,91421.0,312400.0,653225.0,32500.0,129200.0,12000.0,-1.0,48323.0,85008.0,4527.0,176000.0,124402.0,100.0,29913.0,38420.0,-1.0,-1.0,100.0,20.0,1000.0,1100.0,-1,-1.0,166485.0,1400.0,1135.0,120.0,87.0,-1.0,85628.0,-1,30.0,0.0,-1.0,242600.0,-1.0,25.0,-1.0,16000.0,1000.0,-1.0,-1.0,-1,0.0,11422.0,52500.0,0.0,207500.0,86056.0,5508000.0,-1.0,104952.0,28350.0,368277.0,258300.0,30.0,24035.0,149378.0,23000.0,-1.0,65300.0,0.0,-1.0,0.0,-1,6480.0,-1,93786.0,24937.0,-1.0,32000.0,280.0,45000.0,13700.0,26306.0,41075.0,13.0,191.0,257230.0,10008.0,21938.0,5347800.0,123000.0,30300.0,98700.0,-1.0,-1.0,12000.0,2120310.0,14819.0,26100.0,681000.0,-1.0,572700.0,500.0,10117.0,8447.0,-1,9248800.0,-1.0,-1.0,4230.0,31822.0,266500.0,-1.0,9514.0,501454.0,4443600.0,107300.0,36467.0,12730.0,62190.0,38252.0,-1.0,122983.0,10500.0,20800.0,-1.0,650.0,62763.0,4540.0,12.0,75000.0,555771.0,-1.0,4058.0,411200.0,1953.0,476000.0,22800.0,7257.0
1981,6713.0,5985.0,-1.0,-1.0,284322.0,65240.0,5759985.0,143433.0,3923554.0,7500.0,471413.0,51959.0,-1.0,287271.0,-1.0,131700.0,126554.0,121300.0,597132.0,37500.0,124700.0,21300.0,-1.0,97756.0,91600.0,5006.0,216000.0,103620.0,100.0,31997.0,40180.0,-1.0,-1.0,100.0,30.0,1000.0,1100.0,-1,-1.0,133899.0,1400.0,1080.0,120.0,16.0,-1.0,54870.0,-1,30.0,0.0,-1.0,244600.0,-1.0,48.0,-1.0,15800.0,1500.0,-1.0,-1.0,-1,0.0,9524.0,48300.0,0.0,161000.0,62788.0,5754000.0,-1.0,81863.0,30850.0,388440.0,244076.0,50.0,14350.0,158079.0,23500.0,-1.0,63520.0,0.0,-1.0,-1.0,-1,7580.0,-1,68263.0,18182.0,-1.0,32400.0,280.0,73000.0,10300.0,29444.0,25540.0,9.0,132.0,249680.0,8000.0,24477.0,5601300.0,199350.0,36460.0,89700.0,-1.0,-1.0,12000.0,2226142.0,12900.0,31418.0,661600.0,-1.0,285450.0,900.0,9000.0,9000.0,-1,9338000.0,-1.0,-1.0,2097.0,28323.0,267500.0,-1.0,5728.0,495741.0,4241000.0,111300.0,40928.0,7832.0,60710.0,39240.0,-1.0,126310.0,16000.0,20900.0,-1.0,650.0,72609.0,3109.0,30.0,83600.0,520276.0,-1.0,2905.0,391500.0,2565.0,446000.0,20000.0,6352.0
1982,6150.0,5907.0,-1.0,-1.0,235127.0,71970.0,6318907.0,158779.0,4032859.0,7468.0,471255.0,35320.0,-1.0,297873.0,-1.0,138600.0,110514.0,150300.0,605479.0,30500.0,116700.0,23400.0,-1.0,96506.0,111500.0,5198.0,166000.0,80060.0,100.0,42018.0,43485.0,-1.0,-1.0,100.0,30.0,1000.0,1100.0,-1,-1.0,137734.0,1600.0,849.0,120.0,11.0,-1.0,69470.0,-1,32.0,0.0,-1.0,121300.0,-1.0,55.0,-1.0,15800.0,1500.0,-1.0,-1.0,-1,0.0,9280.0,47000.0,0.0,148000.0,45765.0,6313000.0,-1.0,100668.0,30850.0,365046.0,246100.0,30.0,8300.0,133532.0,25000.0,-1.0,54800.0,0.0,-1.0,-1.0,-1,7580.0,-1,63120.0,26826.0,-1.0,39000.0,140.0,66700.0,11325.0,23480.0,19096.0,4.0,167.0,221500.0,8000.0,23890.0,3939100.0,197902.0,23870.0,176800.0,-1.0,-1.0,12000.0,2274263.0,12150.0,30164.0,601500.0,-1.0,402750.0,1400.0,9000.0,5000.0,-1,8999200.0,-1.0,-1.0,1677.0,28027.0,267521.0,-1.0,4702.0,304833.0,4320000.0,106000.0,32725.0,8023.0,55680.0,44820.0,-1.0,124609.0,19000.0,19900.0,-1.0,650.0,49652.0,1778.0,20.0,103500.0,465578.0,-1.0,3179.0,408318.0,2760.0,430000.0,13000.0,7678.0
1983,4846.0,5749.0,-1.0,-1.0,254017.0,76213.0,6518999.0,175700.0,3294263.0,7592.0,548024.0,30400.0,-1.0,295239.0,-1.0,174500.0,134476.0,169600.0,608215.0,33097.0,114700.0,23400.0,-1.0,94105.0,102500.0,6409.0,130000.0,60550.0,100.0,33353.0,46065.0,-1.0,-1.0,100.0,30.0,1078.0,1100.0,-1,-1.0,175760.0,1600.0,540.0,120.0,9.0,-1.0,73010.0,-1,32.0,0.0,-1.0,98200.0,-1.0,30.0,-1.0,15900.0,1500.0,-1.0,-1.0,-1,0.0,9972.0,45000.0,0.0,152000.0,50085.0,6513250.0,-1.0,107259.0,31500.0,363042.0,262600.0,50.0,8360.0,86566.0,25000.0,-1.0,71270.0,0.0,-1.0,-1.0,-1,7780.0,-1,59680.0,39673.0,-1.0,43600.0,140.0,68000.0,11500.0,26000.0,27765.0,-1.0,80.0,187940.0,6000.0,23601.0,2973460.0,183870.0,33140.0,181800.0,-1.0,-1.0,12000.0,2232031.0,12385.0,34416.0,610500.0,-1.0,346850.0,2100.0,8000.0,3551.0,-1,8875800.0,-1.0,-1.0,3848.0,30715.0,268610.0,-1.0,4276.0,339857.0,4389000.0,109500.0,20595.0,4510.0,57250.0,54100.0,-1.0,128385.0,17000.0,17600.0,-1.0,650.0,39709.0,572.0,20.0,96500.0,438185.0,-1.0,3000.0,423020.0,1235.0,406000.0,15000.0,7313.0
1984,6498.0,5616.0,-1.0,-1.0,253340.0,82300.0,7463816.0,178500.0,3515265.0,7620.0,537820.0,23666.0,-1.0,285420.0,-1.0,207000.0,181655.0,199400.0,702074.0,51559.0,108700.0,21600.0,-1.0,121092.0,143400.0,6283.0,115000.0,56800.0,100.0,46337.0,49835.0,-1.0,-1.0,100.0,30.0,1234.0,1100.0,-1,-1.0,141937.0,1700.0,114.0,120.0,33.0,-1.0,80603.0,-1,34.0,0.0,-1.0,158810.0,-1.0,0.0,-1.0,16000.0,1500.0,-1.0,-1.0,-1,0.0,9779.0,47650.0,0.0,186000.0,46164.0,7458200.0,-1.0,122354.0,31000.0,262732.0,294000.0,50.0,5801.0,100509.0,26000.0,-1.0,73496.0,0.0,-1.0,-1.0,-1,7034.0,-1,45347.0,56491.0,-1.0,32800.0,41.0,68000.0,7225.0,30000.0,31723.0,-1.0,300.0,186136.0,6000.0,23289.0,4200000.0,211660.0,51990.0,180900.0,-1.0,-1.0,12000.0,2251971.0,11300.0,34490.0,765900.0,-1.0,473150.0,1770.0,8000.0,3200.0,-1,8610600.0,-1.0,-1.0,4627.0,29541.0,270175.0,-1.0,3350.0,401481.0,4540700.0,119200.0,33922.0,7633.0,62200.0,50100.0,-1.0,136353.0,15700.0,16000.0,-1.0,650.0,60496.0,689.0,19.0,137400.0,433400.0,-1.0,4112.0,427641.0,3232.0,406000.0,16000.0,9662.0
1985,6596.0,5734.0,-1.0,-1.0,279755.0,94625.0,6418734.0,170200.0,3991382.0,6030.0,529003.0,27200.0,-1.0,322005.0,-1.0,236000.0,218158.0,160000.0,952790.0,61324.0,117200.0,8000.0,-1.0,118810.0,189100.0,6587.0,28000.0,62900.0,100.0,38849.0,59279.0,-1.0,-1.0,100.0,50.0,1340.0,1100.0,-1,-1.0,147368.0,1700.0,3.0,120.0,131.0,-1.0,85238.0,-1,34.0,0.0,-1.0,213980.0,-1.0,0.0,-1.0,16000.0,1500.0,-1.0,-1.0,-1,0.0,10693.0,59450.0,0.0,225000.0,44794.0,6413000.0,-1.0,148727.0,31000.0,354110.0,385900.0,50.0,10213.0,159420.0,28000.0,-1.0,89712.0,0.0,-1.0,-1.0,-1,6730.0,-1,45824.0,83613.0,-1.0,48500.0,29.0,75000.0,9400.0,43562.0,50653.0,-1.0,1000.0,182129.0,6000.0,25628.0,4139600.0,186215.0,45839.0,156700.0,-1.0,-1.0,12000.0,2373189.0,14470.0,34234.0,662900.0,-1.0,450450.0,2900.0,2000.0,2617.0,-1,9128600.0,-1.0,-1.0,5509.0,28759.0,271788.0,-1.0,2664.0,308048.0,4465000.0,128700.0,33113.0,7261.0,64620.0,51160.0,-1.0,145825.0,11700.0,15000.0,-1.0,650.0,64269.0,644.0,19.0,183100.0,472380.0,-1.0,4368.0,418400.0,4603.0,221000.0,16000.0,10610.0
1986,6664.0,5877.0,-1.0,-1.0,246038.0,126850.0,5144877.0,144300.0,3552078.0,4654.0,538112.0,47190.0,-1.0,343278.0,-1.0,227000.0,188143.0,180000.0,1081495.0,52410.0,137200.0,21600.0,-1.0,90560.0,181000.0,7537.0,57500.0,67990.0,100.0,25482.0,70050.0,-1.0,-1.0,100.0,60.0,2261.0,1100.0,-1,-1.0,124080.0,1700.0,15.0,120.0,440.0,-1.0,87460.0,-1,35.0,0.0,-1.0,207475.0,-1.0,0.0,-1.0,16000.0,1500.0,-1.0,-1.0,-1,0.0,9983.0,48300.0,0.0,187000.0,38658.0,5139000.0,-1.0,154812.0,19700.0,298425.0,384600.0,40.0,11802.0,167473.0,29000.0,-1.0,94640.0,0.0,-1.0,-1.0,-1,6280.0,-1,35717.0,102708.0,-1.0,56500.0,28.0,69300.0,16575.0,68824.0,54011.0,-1.0,900.0,139639.0,4000.0,23650.0,3427000.0,187974.0,52000.0,136800.0,-1.0,-1.0,12000.0,2513274.0,15850.0,28519.0,588000.0,-1.0,342200.0,4500.0,8116.0,2138.0,-1,8112200.0,-1.0,-1.0,9421.0,24808.0,272142.0,-1.0,1667.0,285957.0,4572000.0,114500.0,41813.0,4135.0,47770.0,55900.0,-1.0,153054.0,11700.0,15000.0,-1.0,650.0,81963.0,702.0,20.0,177000.0,463240.0,-1.0,3000.0,335223.0,2214.0,286000.0,18000.0,7639.0
1987,6760.0,4172.0,-1.0,-1.0,202052.0,170268.0,5839172.0,128703.0,2340940.0,5329.0,567282.0,19840.0,-1.0,284887.0,-1.0,218700.0,245112.0,140000.0,792831.0,35004.0,171200.0,21600.0,-1.0,63260.0,160000.0,4674.0,117500.0,31240.0,100.0,28878.0,49629.0,-1.0,-1.0,100.0,75.0,3104.0,1100.0,-1,-1.0,147730.0,1700.0,15.0,120.0,170.0,-1.0,59605.0,-1,35.0,0.0,-1.0,193540.0,-1.0,0.0,-1.0,16200.0,1500.0,-1.0,-1.0,-1,0.0,11220.0,52900.0,0.0,135000.0,30630.0,5835000.0,-1.0,152526.0,15400.0,252459.0,284400.0,40.0,7900.0,121547.0,31000.0,-1.0,95183.0,0.0,-1.0,-1.0,-1,8200.0,-1,23555.0,68836.0,-1.0,57000.0,31.0,40000.0,17475.0,61408.0,55281.0,-1.0,900.0,150717.0,4000.0,20302.0,4059000.0,192014.0,38157.0,116800.0,-1.0,-1.0,15700.0,2576283.0,17240.0,26545.0,589200.0,-1.0,276650.0,6200.0,8467.0,2117.0,-1,7498900.0,-1.0,-1.0,12000.0,23367.0,274103.0,-1.0,1431.0,310486.0,4618000.0,112800.0,44647.0,4008.0,42420.0,62075.0,-1.0,159296.0,11700.0,14000.0,-1.0,650.0,81773.0,527.0,20.0,156000.0,428380.0,-1.0,4000.0,347826.0,1165.0,321000.0,13000.0,9835.0
1988,7532.0,4056.0,-1.0,-1.0,192110.0,170008.0,6307056.0,171026.0,2900071.0,7054.0,471868.0,14450.0,-1.0,256473.0,-1.0,260000.0,273737.0,98900.0,536616.0,44142.0,193200.0,9642.0,-1.0,63430.0,248600.0,1603.0,140500.0,41050.0,100.0,38558.0,54598.0,-1.0,-1.0,100.0,90.0,3606.0,1100.0,-1,-1.0,199400.0,1700.0,5.0,130.0,185.0,-1.0,74471.0,-1,37.0,0.0,-1.0,248970.0,-1.0,0.0,-1.0,16200.0,3153.0,-1.0,-1.0,-1,0.0,7195.0,56800.0,0.0,81000.0,33916.0,6303000.0,-1.0,192335.0,23400.0,243188.0,402600.0,40.0,9950.0,135362.0,31000.0,-1.0,112185.0,0.0,-1.0,-1.0,-1,8960.0,-1,24275.0,97623.0,0.0,55000.0,35.0,45000.0,12150.0,67705.0,62095.0,-1.0,850.0,138641.0,4000.0,16398.0,4835000.0,191684.0,77935.0,82900.0,-1.0,-1.0,12000.0,2626202.0,19700.0,18887.0,743400.0,-1.0,495700.0,3600.0,9080.0,2117.0,-1,8340000.0,-1.0,-1.0,7000.0,24487.0,259060.0,0.0,1693.0,358224.0,4380000.0,113100.0,47287.0,4396.0,48260.0,46840.0,228.0,180391.0,11700.0,15000.0,-1.0,650.0,135629.0,537.0,20.0,244600.0,445180.0,-1.0,4451.0,330183.0,2697.0,361000.0,27000.0,10649.0
