,Burundi,"China, Taiwan Province of",Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Slovenia,Senegal,Madagascar,Tajikistan,Uganda,Ukraine,Zambia,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Panama,Bosnia and Herzegovina,China,Colombia,Latvia,Kyrgyzstan,Chile,Hungary,Kazakhstan,South Africa,Argentina,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Mali,Costa Rica,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Benin,Canada,Japan,Pakistan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Czechoslovakia,Nigeria,Czechia,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Paraguay,Georgia,India,El Salvador,Austria,Morocco,Bhutan,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Jordan,Mexico,Viet Nam,Suriname,Côte d'Ivoire,Nicaragua,Albania,Slovakia,Italy,Australia,Egypt,Angola,Guyana,Republic of Moldova,Turkey
1971,10000.0,15190.0,-1.0,6496.0,-1.0,9113.0,-1.0,12102.0,9865.0,2551.0,5000.0,-1.0,7583.0,3250.0,-1.0,11098.0,-1.0,-1.0,7974.0,12568.0,8711.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,9000.0,10000.0,-1.0,-1.0,-1.0,11082.0,18276.0,-1.0,-1.0,15000.0,-1.0,-1.0,4143.0,16240.0,-1.0,-1.0,-1.0,-1.0,11061.0,-1.0,-1.0,-1.0,15000.0,12473.0,9431.0,-1.0,-1.0,-1.0,8929.0,-1.0,-1.0,18831.0,12179.0,3798.0,-1.0,-1.0,-1.0,12351.0,-1.0,-1.0,8963.0,18522.0,10000.0,8500.0,10070.0,-1.0,3150.0,-1.0,-1.0,23636.0,6667.0,7143.0,13791.0,-1.0,4375.0,14737.0,-1.0,-1.0,-1.0,8324.0,-1.0,6164.0,11227.0,11454.0,-1.0,-1.0,19848.0,5367.0,9524.0,-1.0,-1.0,-1.0,-1.0,19375.0,12568.0,-1.0,-1.0,6604.0,-1.0,15714.0
1972,11667.0,16671.0,-1.0,6697.0,-1.0,9097.0,-1.0,14705.0,9868.0,2701.0,5000.0,-1.0,7424.0,3250.0,-1.0,17052.0,-1.0,-1.0,7999.0,18663.0,16060.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,9045.0,12000.0,-1.0,-1.0,-1.0,8552.0,19370.0,-1.0,-1.0,15000.0,-1.0,-1.0,2500.0,11471.0,-1.0,-1.0,-1.0,-1.0,8514.0,-1.0,-1.0,-1.0,15000.0,10937.0,9228.0,-1.0,-1.0,-1.0,7500.0,-1.0,-1.0,22866.0,14198.0,4895.0,-1.0,-1.0,-1.0,12923.0,-1.0,-1.0,9503.0,18706.0,10000.0,8261.0,9403.0,-1.0,3150.0,-1.0,-1.0,24561.0,8000.0,7143.0,12810.0,-1.0,8235.0,14737.0,-1.0,-1.0,-1.0,7949.0,-1.0,2851.0,17083.0,11683.0,-1.0,-1.0,17001.0,5385.0,9737.0,-1.0,-1.0,-1.0,-1.0,20161.0,18663.0,11358.0,-1.0,7143.0,-1.0,21333.0
1973,11667.0,16606.0,-1.0,6779.0,-1.0,10532.0,-1.0,13863.0,9868.0,2851.0,5000.0,-1.0,7272.0,3250.0,-1.0,10668.0,-1.0,-1.0,7970.0,13567.0,13507.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,8650.0,-1.0,14459.0,8889.0,-1.0,-1.0,-1.0,11337.0,18000.0,-1.0,-1.0,10000.0,12000.0,-1.0,5111.0,17322.0,22585.0,-1.0,-1.0,-1.0,11311.0,-1.0,-1.0,-1.0,17000.0,12591.0,7958.0,-1.0,-1.0,-1.0,9091.0,-1.0,-1.0,20848.0,13371.0,4357.0,-1.0,-1.0,-1.0,16981.0,-1.0,-1.0,16056.0,18696.0,10500.0,8095.0,10016.0,-1.0,3200.0,-1.0,-1.0,26316.0,10000.0,7143.0,15058.0,-1.0,8125.0,15000.0,-1.0,-1.0,-1.0,7889.0,-1.0,5060.0,13364.0,12817.0,-1.0,-1.0,18772.0,5556.0,10000.0,-1.0,-1.0,-1.0,-1.0,28552.0,13567.0,9494.0,-1.0,6447.0,-1.0,14596.0
1974,16000.0,15053.0,-1.0,6277.0,-1.0,7964.0,-1.0,15314.0,9744.0,3003.0,5000.0,-1.0,7820.0,3500.0,-1.0,19139.0,-1.0,-1.0,6293.0,15416.0,15839.0,-1.0,-1.0,-1.0,-1.0,-1.0,6667.0,-1.0,8000.0,-1.0,9641.0,8261.0,-1.0,-1.0,-1.0,10327.0,20000.0,-1.0,-1.0,10000.0,11176.0,-1.0,16462.0,14831.0,12512.0,-1.0,-1.0,-1.0,10298.0,-1.0,-1.0,-1.0,13793.0,13281.0,9573.0,-1.0,-1.0,-1.0,11730.0,-1.0,-1.0,16676.0,14310.0,4557.0,-1.0,-1.0,-1.0,15646.0,26200.0,-1.0,12155.0,15933.0,12000.0,8182.0,8716.0,-1.0,3250.0,-1.0,-1.0,25000.0,10000.0,7143.0,14239.0,-1.0,7612.0,15000.0,-1.0,-1.0,-1.0,11132.0,-1.0,4337.0,12486.0,14200.0,-1.0,20000.0,16363.0,5714.0,13261.0,-1.0,-1.0,-1.0,-1.0,26692.0,15310.0,11348.0,-1.0,8614.0,-1.0,24286.0
1975,8750.0,14940.0,-1.0,6400.0,-1.0,7225.0,-1.0,16985.0,9714.0,3152.0,5000.0,-1.0,7843.0,3500.0,-1.0,16831.0,-1.0,-1.0,8190.0,16095.0,20753.0,-1.0,-1.0,-1.0,15000.0,-1.0,6667.0,-1.0,9331.0,-1.0,10193.0,17188.0,-1.0,-1.0,-1.0,10382.0,19237.0,-1.0,-1.0,10000.0,16000.0,-1.0,9458.0,13626.0,19699.0,-1.0,-1.0,-1.0,10355.0,-1.0,-1.0,-1.0,12624.0,13962.0,9797.0,-1.0,-1.0,-1.0,10156.0,-1.0,-1.0,23242.0,14453.0,4629.0,13333.0,-1.0,-1.0,18011.0,30000.0,-1.0,22100.0,19421.0,13056.0,7391.0,10276.0,-1.0,3250.0,-1.0,-1.0,25000.0,10000.0,7143.0,14653.0,-1.0,9785.0,18000.0,-1.0,-1.0,-1.0,11340.0,-1.0,9618.0,17616.0,15000.0,-1.0,10000.0,17381.0,5092.0,8387.0,-1.0,16176.0,-1.0,-1.0,27222.0,16059.0,13460.0,-1.0,3714.0,-1.0,11441.0
1976,8750.0,14908.0,-1.0,5782.0,-1.0,7463.0,-1.0,17498.0,5773.0,3302.0,5000.0,-1.0,8073.0,3333.0,-1.0,24673.0,-1.0,-1.0,8375.0,16973.0,15438.0,-1.0,-1.0,-1.0,20000.0,-1.0,10000.0,-1.0,11442.0,-1.0,10236.0,11500.0,-1.0,-1.0,-1.0,9960.0,19973.0,-1.0,-1.0,11111.0,10864.0,-1.0,8136.0,16032.0,16368.0,-1.0,-1.0,-1.0,9934.0,-1.0,-1.0,-1.0,12702.0,14203.0,10000.0,-1.0,-1.0,-1.0,10317.0,-1.0,-1.0,16368.0,13209.0,4838.0,14286.0,-1.0,-1.0,14828.0,30000.0,-1.0,17549.0,17543.0,17895.0,7619.0,12096.0,-1.0,3182.0,-1.0,-1.0,25397.0,10000.0,7143.0,16352.0,-1.0,9840.0,12165.0,-1.0,-1.0,-1.0,11918.0,-1.0,6299.0,13724.0,15000.0,-1.0,8704.0,17548.0,5254.0,10000.0,4500.0,16176.0,-1.0,-1.0,27473.0,16948.0,16014.0,-1.0,3000.0,-1.0,13281.0
1977,8750.0,17172.0,-1.0,6912.0,-1.0,7835.0,-1.0,17699.0,14225.0,3453.0,5000.0,-1.0,8092.0,3333.0,-1.0,19003.0,-1.0,-1.0,7843.0,15991.0,20868.0,-1.0,-1.0,-1.0,20000.0,-1.0,10000.0,-1.0,10617.0,-1.0,10988.0,14200.0,-1.0,-1.0,-1.0,10646.0,18148.0,-1.0,-1.0,11000.0,14196.0,-1.0,11880.0,21212.0,19067.0,-1.0,-1.0,-1.0,10617.0,-1.0,-1.0,-1.0,14848.0,14988.0,10333.0,-1.0,-1.0,-1.0,11111.0,-1.0,-1.0,26056.0,13972.0,3700.0,15385.0,-1.0,-1.0,19086.0,30000.0,-1.0,13013.0,20552.0,20476.0,6667.0,7365.0,-1.0,3182.0,-1.0,-1.0,25397.0,10000.0,7143.0,16471.0,-1.0,9385.0,14118.0,-1.0,-1.0,-1.0,12718.0,-1.0,6870.0,11192.0,12994.0,-1.0,18857.0,16427.0,5095.0,10417.0,5000.0,16667.0,-1.0,-1.0,31429.0,15971.0,19040.0,-1.0,3000.0,-1.0,10223.0
1978,10000.0,16681.0,-1.0,6833.0,-1.0,7691.0,-1.0,12260.0,7011.0,3602.0,5000.0,-1.0,8412.0,3478.0,-1.0,28048.0,-1.0,-1.0,7974.0,15337.0,18437.0,-1.0,-1.0,-1.0,14000.0,-1.0,10000.0,-1.0,12927.0,-1.0,14920.0,13000.0,-1.0,-1.0,-1.0,10617.0,18957.0,-1.0,-1.0,10500.0,14810.0,-1.0,15787.0,21739.0,14938.0,-1.0,-1.0,-1.0,10596.0,-1.0,-1.0,-1.0,13497.0,14741.0,10667.0,-1.0,2143.0,-1.0,13208.0,-1.0,-1.0,18072.0,14953.0,4231.0,16250.0,-1.0,-1.0,19138.0,30000.0,-1.0,12129.0,19741.0,16866.0,8571.0,10937.0,-1.0,3000.0,-1.0,-1.0,26667.0,10000.0,7143.0,12238.0,-1.0,9771.0,15000.0,-1.0,-1.0,-1.0,11859.0,-1.0,7779.0,11348.0,15000.0,-1.0,-1.0,15424.0,5228.0,12105.0,5000.0,16667.0,-1.0,-1.0,25000.0,15331.0,22833.0,-1.0,-1.0,-1.0,11148.0
1979,13333.0,16439.0,-1.0,6908.0,-1.0,9563.0,-1.0,12403.0,7164.0,3754.0,5000.0,-1.0,8666.0,3617.0,-1.0,19672.0,-1.0,-1.0,7500.0,18410.0,21483.0,-1.0,-1.0,-1.0,12222.0,-1.0,7500.0,-1.0,4977.0,-1.0,10917.0,7810.0,-1.0,-1.0,-1.0,10322.0,20421.0,-1.0,-1.0,10222.0,17530.0,-1.0,10154.0,23125.0,13970.0,-1.0,-1.0,-1.0,10305.0,-1.0,-1.0,-1.0,14373.0,16514.0,11000.0,-1.0,2300.0,-1.0,10714.0,-1.0,-1.0,23532.0,14712.0,5106.0,15000.0,-1.0,-1.0,17643.0,30000.0,-1.0,16314.0,21614.0,15346.0,8571.0,10176.0,-1.0,2920.0,-1.0,-1.0,37500.0,10000.0,7143.0,15243.0,-1.0,5685.0,15000.0,-1.0,-1.0,-1.0,12399.0,-1.0,5573.0,12673.0,13450.0,-1.0,-1.0,18635.0,5497.0,8108.0,5000.0,16667.0,-1.0,-1.0,26761.0,18399.0,25141.0,-1.0,-1.0,-1.0,10313.0
1980,8486.0,16918.0,-1.0,6939.0,-1.0,9807.0,-1.0,17273.0,6900.0,3904.0,5000.0,-1.0,8918.0,3750.0,-1.0,19481.0,-1.0,-1.0,6883.0,14513.0,19726.0,-1.0,-1.0,-1.0,11667.0,-1.0,7500.0,-1.0,5376.0,-1.0,9927.0,12163.0,-1.0,-1.0,-1.0,11011.0,19782.0,-1.0,-1.0,11000.0,18427.0,-1.0,14099.0,17241.0,21176.0,-1.0,-1.0,-1.0,10999.0,-1.0,16000.0,-1.0,12665.0,16901.0,11333.0,-1.0,4429.0,-1.0,11765.0,-1.0,-1.0,24892.0,12229.0,3776.0,16000.0,-1.0,-1.0,19321.0,30000.0,-1.0,11409.0,17827.0,15313.0,7767.0,9498.0,-1.0,2778.0,-1.0,-1.0,44562.0,6000.0,7143.0,11304.0,-1.0,7270.0,15385.0,-1.0,-1.0,6000.0,11480.0,-1.0,6148.0,11962.0,13450.0,-1.0,-1.0,20917.0,6564.0,6977.0,7866.0,16667.0,10000.0,-1.0,26400.0,14499.0,26574.0,-1.0,-1.0,-1.0,7667.0
1981,8889.0,15402.0,-1.0,6968.0,-1.0,9661.0,-1.0,17653.0,7001.0,4054.0,5000.0,-1.0,8689.0,3800.0,-1.0,19698.0,-1.0,-1.0,8620.0,18496.0,19403.0,-1.0,-1.0,-1.0,11538.0,-1.0,10000.0,-1.0,7496.0,-1.0,10791.0,14708.0,-1.0,-1.0,-1.0,11639.0,20273.0,-1.0,-1.0,10000.0,17783.0,-1.0,12545.0,20053.0,21591.0,-1.0,-1.0,-1.0,11634.0,-1.0,16000.0,-1.0,16647.0,17383.0,11667.0,-1.0,4444.0,-1.0,14286.0,-1.0,-1.0,21734.0,14227.0,4244.0,16000.0,-1.0,-1.0,13749.0,23256.0,-1.0,11184.0,20331.0,13141.0,7905.0,10520.0,-1.0,2600.0,-1.0,-1.0,28929.0,6667.0,7143.0,19217.0,-1.0,7411.0,15517.0,-1.0,10000.0,6000.0,12733.0,-1.0,5683.0,8662.0,15727.0,-1.0,-1.0,19534.0,7392.0,10000.0,9626.0,13333.0,10833.0,-1.0,27760.0,18480.0,28366.0,-1.0,-1.0,-1.0,8824.0
1982,10000.0,15475.0,-1.0,7185.0,-1.0,10511.0,-1.0,15647.0,7528.0,4204.0,5000.0,-1.0,8579.0,4000.0,-1.0,17615.0,-1.0,-1.0,10964.0,19029.0,25567.0,10000.0,-1.0,-1.0,11429.0,-1.0,10000.0,-1.0,13781.0,-1.0,6399.0,13462.0,-1.0,-1.0,-1.0,10742.0,20081.0,-1.0,-1.0,10000.0,22895.0,-1.0,9749.0,20900.0,21122.0,-1.0,-1.0,-1.0,10737.0,-1.0,16000.0,-1.0,17704.0,17557.0,11613.0,-1.0,5000.0,-1.0,16667.0,-1.0,-1.0,23297.0,15384.0,4159.0,16000.0,-1.0,-1.0,19965.0,25397.0,-1.0,16882.0,21213.0,18967.0,7963.0,11236.0,-1.0,2343.0,-1.0,-1.0,31362.0,3333.0,7143.0,15066.0,-1.0,6377.0,16038.0,-1.0,10000.0,6500.0,12745.0,-1.0,6119.0,11177.0,17547.0,-1.0,-1.0,17306.0,7459.0,6250.0,8248.0,13043.0,12500.0,-1.0,31018.0,19019.0,29734.0,-1.0,-1.0,-1.0,15000.0
