,Peru,"China, Taiwan Province of",Serbia and Montenegro,Croatia,Malta,Syrian Arab Republic,Brazil,The former Yugoslav Republic of Macedonia,Spain,Afghanistan,Iran (Islamic Republic of),Cyprus,Greece,France,Australia & New Zealand,United States of America,Yugoslav SFR,Algeria,Slovenia,Kuwait,Argentina,Israel,El Salvador,Iraq,Morocco,Mexico,Uruguay,Azerbaijan,Jordan,Bosnia and Herzegovina,China,Tunisia,Libya,Albania,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Montenegro,Australia,Portugal,Egypt,Italy,Turkey
1971,37259.0,84459.0,-1.0,-1.0,13571.0,9369.0,-1.0,-1.0,-1.0,16667.0,14750.0,7120.0,-1.0,5608.0,17354.0,44509.0,-1.0,13417.0,-1.0,-1.0,-1.0,12136.0,6667.0,-1.0,9036.0,29219.0,-1.0,-1.0,6652.0,-1.0,84459.0,7521.0,-1.0,10298.0,19899.0,-1.0,-1.0,-1.0,-1.0,17354.0,-1.0,29375.0,22591.0,7119.0
1972,38316.0,67910.0,-1.0,-1.0,5333.0,10796.0,-1.0,-1.0,-1.0,20000.0,27000.0,9493.0,-1.0,2235.0,17562.0,19174.0,-1.0,11726.0,-1.0,-1.0,-1.0,26214.0,6667.0,-1.0,8864.0,27968.0,-1.0,-1.0,11013.0,-1.0,67910.0,2870.0,-1.0,10811.0,14133.0,-1.0,-1.0,-1.0,-1.0,17562.0,-1.0,32000.0,13224.0,22152.0
1973,34119.0,98684.0,-1.0,-1.0,7857.0,4175.0,-1.0,-1.0,-1.0,16667.0,26000.0,759.0,-1.0,5004.0,19254.0,54886.0,-1.0,7878.0,-1.0,-1.0,-1.0,4000.0,6471.0,-1.0,9096.0,20252.0,-1.0,-1.0,2927.0,-1.0,98684.0,5126.0,-1.0,13317.0,10682.0,-1.0,-1.0,-1.0,-1.0,19254.0,-1.0,32000.0,19978.0,7102.0
1974,36374.0,87798.0,-1.0,-1.0,7000.0,11956.0,-1.0,-1.0,-1.0,21667.0,32000.0,7595.0,-1.0,3910.0,19392.0,46028.0,-1.0,10402.0,-1.0,-1.0,-1.0,30505.0,6575.0,-1.0,7428.0,13895.0,-1.0,-1.0,12623.0,-1.0,87798.0,4621.0,-1.0,11750.0,28643.0,-1.0,-1.0,-1.0,-1.0,19392.0,-1.0,32000.0,16103.0,17708.0
1975,33979.0,72190.0,-1.0,-1.0,6333.0,8566.0,-1.0,-1.0,-1.0,16667.0,26000.0,12342.0,-1.0,5228.0,16492.0,51597.0,-1.0,11214.0,-1.0,10000.0,-1.0,4900.0,6500.0,-1.0,9930.0,13637.0,-1.0,-1.0,2176.0,-1.0,72190.0,6763.0,-1.0,13000.0,12500.0,-1.0,-1.0,-1.0,-1.0,16492.0,-1.0,32000.0,23277.0,11572.0
1976,34124.0,88921.0,-1.0,-1.0,6429.0,10637.0,-1.0,-1.0,-1.0,22267.0,18750.0,9434.0,-1.0,5424.0,24185.0,58246.0,-1.0,12006.0,-1.0,10000.0,-1.0,19364.0,6512.0,-1.0,8941.0,17465.0,-1.0,-1.0,8815.0,-1.0,88921.0,3300.0,-1.0,10000.0,18889.0,-1.0,-1.0,-1.0,-1.0,24185.0,-1.0,28211.0,12038.0,22398.0
1977,27700.0,111039.0,-1.0,-1.0,12105.0,7690.0,-1.0,-1.0,-1.0,22917.0,22917.0,7970.0,-1.0,3468.0,13207.0,29133.0,-1.0,6967.0,-1.0,10000.0,-1.0,7766.0,6522.0,-1.0,9000.0,24978.0,-1.0,-1.0,4526.0,-1.0,111039.0,4780.0,-1.0,11818.0,9259.0,-1.0,-1.0,-1.0,-1.0,13207.0,-1.0,32726.0,24955.0,8108.0
1978,26144.0,87692.0,-1.0,-1.0,7727.0,12997.0,-1.0,-1.0,-1.0,21172.0,20000.0,19366.0,-1.0,4928.0,20954.0,75950.0,-1.0,5164.0,-1.0,10000.0,-1.0,30837.0,6522.0,-1.0,9091.0,53756.0,-1.0,-1.0,17126.0,-1.0,87692.0,3088.0,-1.0,8837.0,30952.0,-1.0,-1.0,-1.0,-1.0,20954.0,-1.0,33675.0,16664.0,22449.0
1979,28247.0,92545.0,-1.0,-1.0,7727.0,8122.0,-1.0,-1.0,-1.0,11250.0,15556.0,19449.0,-1.0,5000.0,21429.0,37676.0,-1.0,8613.0,-1.0,10000.0,-1.0,6699.0,6667.0,-1.0,9070.0,45488.0,-1.0,-1.0,2107.0,-1.0,92545.0,3284.0,-1.0,7477.0,6522.0,-1.0,-1.0,-1.0,-1.0,21429.0,-1.0,35951.0,18987.0,8776.0
1980,21214.0,81563.0,-1.0,-1.0,10714.0,15723.0,-1.0,-1.0,19498.0,11700.0,22222.0,26491.0,-1.0,6040.0,15370.0,67311.0,-1.0,5761.0,-1.0,10000.0,-1.0,47368.0,6667.0,-1.0,8900.0,43538.0,-1.0,-1.0,16074.0,-1.0,81563.0,5477.0,-1.0,6198.0,25806.0,-1.0,-1.0,-1.0,-1.0,15370.0,-1.0,19475.0,27996.0,27458.0
1981,22702.0,53115.0,-1.0,-1.0,10769.0,8063.0,-1.0,-1.0,7437.0,8333.0,34615.0,18333.0,-1.0,4456.0,10247.0,29344.0,-1.0,12123.0,-1.0,10000.0,-1.0,19919.0,6739.0,-1.0,8261.0,25942.0,-1.0,-1.0,6455.0,-1.0,53115.0,2963.0,-1.0,5530.0,4839.0,-1.0,-1.0,-1.0,-1.0,10247.0,-1.0,24241.0,24289.0,7895.0
1982,31546.0,107021.0,-1.0,-1.0,16667.0,17700.0,-1.0,-1.0,16316.0,6400.0,37906.0,21940.0,-1.0,6950.0,18587.0,93856.0,-1.0,8100.0,-1.0,10000.0,-1.0,33037.0,6702.0,-1.0,16671.0,32608.0,-1.0,-1.0,13320.0,-1.0,107021.0,2138.0,-1.0,4060.0,24194.0,-1.0,-1.0,-1.0,-1.0,18587.0,-1.0,33043.0,17152.0,26542.0
1983,15979.0,135957.0,-1.0,-1.0,17500.0,5617.0,-1.0,-1.0,6479.0,3846.0,21751.0,4929.0,-1.0,8158.0,8680.0,38972.0,-1.0,7344.0,-1.0,10000.0,-1.0,28927.0,6667.0,-1.0,9716.0,26207.0,-1.0,-1.0,7987.0,-1.0,135957.0,5769.0,-1.0,10297.0,6452.0,-1.0,-1.0,-1.0,-1.0,8680.0,-1.0,36000.0,33889.0,8002.0
1984,7519.0,135000.0,-1.0,-1.0,16667.0,11044.0,-1.0,-1.0,17289.0,1401.0,25102.0,19084.0,-1.0,7408.0,18438.0,60088.0,-1.0,6327.0,-1.0,12000.0,-1.0,14686.0,6735.0,-1.0,11399.0,26508.0,-1.0,-1.0,16313.0,-1.0,135000.0,3626.0,-1.0,8333.0,16129.0,-1.0,-1.0,-1.0,-1.0,18438.0,-1.0,31746.0,14843.0,16000.0
1985,35846.0,92211.0,-1.0,-1.0,16667.0,6256.0,15250.0,-1.0,9700.0,5798.0,18707.0,18289.0,26560.0,4772.0,19000.0,65432.0,3531.0,9780.0,-1.0,11667.0,28174.0,34241.0,6800.0,17143.0,12551.0,48661.0,23077.0,-1.0,6616.0,-1.0,92211.0,3992.0,20645.0,7591.0,10000.0,-1.0,-1.0,18941.0,-1.0,19000.0,6860.0,35714.0,28627.0,11866.0
1986,21362.0,73611.0,-1.0,-1.0,16667.0,13463.0,8750.0,-1.0,12394.0,14448.0,31090.0,19084.0,18540.0,4617.0,16050.0,77392.0,3145.0,12247.0,-1.0,12857.0,30240.0,31020.0,6800.0,20000.0,13267.0,28810.0,23077.0,-1.0,9214.0,-1.0,73611.0,4302.0,19355.0,4068.0,15152.0,-1.0,-1.0,17353.0,-1.0,16050.0,10482.0,33835.0,15817.0,19675.0
1987,28711.0,77629.0,-1.0,-1.0,17500.0,6832.0,6000.0,-1.0,18858.0,6923.0,16238.0,12725.0,18902.0,7649.0,9720.0,47915.0,12053.0,10402.0,-1.0,10000.0,30708.0,20032.0,6800.0,25714.0,16556.0,31388.0,23077.0,-1.0,5367.0,-1.0,77629.0,3774.0,9667.0,8510.0,16752.0,-1.0,-1.0,24706.0,-1.0,9720.0,8553.0,30021.0,30073.0,11392.0
1988,17870.0,65517.0,-1.0,-1.0,15000.0,14236.0,2750.0,-1.0,10927.0,8231.0,24377.0,28571.0,23649.0,4650.0,14925.0,62259.0,6781.0,8867.0,-1.0,12500.0,30054.0,31275.0,6800.0,31429.0,10455.0,22523.0,23077.0,-1.0,19516.0,-1.0,65517.0,1992.0,10326.0,5258.0,9625.0,-1.0,-1.0,15294.0,-1.0,14925.0,3812.0,33127.0,19438.0,20802.0
1989,39528.0,116361.0,-1.0,-1.0,15000.0,3337.0,7250.0,-1.0,14341.0,6154.0,19901.0,14286.0,24075.0,7051.0,13075.0,92523.0,6104.0,5725.0,-1.0,10000.0,32917.0,15726.0,6800.0,34286.0,18041.0,28513.0,23077.0,-1.0,7056.0,-1.0,116361.0,4813.0,10833.0,6973.0,10798.0,-1.0,-1.0,32941.0,-1.0,13075.0,9715.0,33434.0,26860.0,9439.0
1990,13533.0,101185.0,-1.0,-1.0,17778.0,11771.0,13333.0,-1.0,16324.0,7746.0,23292.0,16667.0,14526.0,5483.0,17800.0,96992.0,1667.0,10455.0,-1.0,12000.0,30345.0,32806.0,5536.0,33049.0,10849.0,34267.0,24444.0,-1.0,17464.0,-1.0,101185.0,5927.0,10924.0,2222.0,14500.0,-1.0,-1.0,20867.0,-1.0,17800.0,5863.0,46367.0,8046.0,20471.0
1991,49255.0,101993.0,-1.0,-1.0,16250.0,5567.0,10000.0,-1.0,14383.0,6923.0,21187.0,11111.0,28809.0,9750.0,17100.0,49060.0,15053.0,5333.0,-1.0,8889.0,30250.0,13088.0,14176.0,34377.0,15278.0,34264.0,37143.0,-1.0,11083.0,-1.0,101993.0,9498.0,12308.0,7844.0,10188.0,-1.0,-1.0,27604.0,-1.0,17100.0,13289.0,45537.0,35378.0,11776.0
1992,14678.0,75776.0,3833.0,13454.0,13636.0,12514.0,10000.0,-1.0,15494.0,8462.0,30869.0,31148.0,25905.0,8940.0,15550.0,122906.0,-1.0,16162.0,21927.0,10000.0,29565.0,36558.0,14406.0,34407.0,9620.0,44047.0,33750.0,1667.0,20861.0,-1.0,75776.0,4821.0,14286.0,4489.0,23967.0,9000.0,-1.0,26006.0,-1.0,15550.0,4636.0,41878.0,21026.0,13844.0
1993,28166.0,81626.0,12093.0,5960.0,10000.0,8363.0,13125.0,-1.0,13432.0,6923.0,18513.0,19008.0,23380.0,8098.0,15453.0,90870.0,-1.0,12769.0,47196.0,9000.0,30769.0,7325.0,14636.0,34437.0,10146.0,29154.0,32000.0,1667.0,8043.0,-1.0,81626.0,7217.0,15000.0,5622.0,11628.0,9071.0,-1.0,24673.0,-1.0,15453.0,7286.0,41666.0,26741.0,10098.0
1994,35261.0,82607.0,10803.0,11161.0,8889.0,12871.0,10000.0,-1.0,13367.0,8462.0,39814.0,21053.0,27573.0,10861.0,15544.0,58842.0,-1.0,10564.0,29567.0,12308.0,27758.0,19037.0,14865.0,34177.0,11628.0,20954.0,34211.0,1818.0,16564.0,-1.0,82607.0,2568.0,16471.0,6667.0,18213.0,9066.0,-1.0,24180.0,-1.0,15544.0,6816.0,64752.0,23601.0,25550.0
1995,46943.0,91011.0,10397.0,22738.0,7692.0,10042.0,10000.0,-1.0,7994.0,6923.0,39864.0,23478.0,31032.0,8468.0,15518.0,51547.0,-1.0,8146.0,30067.0,10000.0,31155.0,25507.0,15095.0,34209.0,10510.0,32096.0,37500.0,1818.0,10356.0,-1.0,91011.0,2055.0,18667.0,8614.0,12558.0,9062.0,-1.0,30864.0,-1.0,15518.0,9654.0,94212.0,29716.0,9486.0
1996,46097.0,74103.0,10771.0,10714.0,20000.0,14784.0,14651.0,-1.0,21251.0,8462.0,48018.0,21664.0,29705.0,11513.0,14545.0,110411.0,-1.0,18985.0,28004.0,12000.0,33188.0,26589.0,15325.0,35211.0,21688.0,20342.0,35000.0,1364.0,13175.0,-1.0,74103.0,9544.0,18568.0,6286.0,20300.0,9059.0,6054.0,26359.0,-1.0,14545.0,8440.0,88775.0,19448.0,32452.0
1997,53246.0,80783.0,10311.0,6937.0,12288.0,9052.0,14222.0,-1.0,26634.0,6923.0,42121.0,14754.0,28641.0,10127.0,14267.0,65828.0,-1.0,19619.0,15232.0,11549.0,33191.0,11888.0,15554.0,36111.0,12133.0,29908.0,33684.0,909.0,9276.0,-1.0,80783.0,4167.0,18095.0,7579.0,18490.0,9058.0,11189.0,26625.0,-1.0,14267.0,8215.0,83333.0,31940.0,8918.0
1998,33660.0,69286.0,10218.0,13705.0,10000.0,17076.0,13478.0,-1.0,19504.0,8462.0,36592.0,16212.0,28002.0,13266.0,15260.0,57158.0,-1.0,7507.0,19759.0,12500.0,32593.0,20215.0,15784.0,36986.0,13626.0,39644.0,36364.0,854.0,21971.0,-1.0,69286.0,7132.0,18182.0,10651.0,19398.0,9058.0,3943.0,25000.0,-1.0,15260.0,8236.0,80000.0,22855.0,28858.0
1999,29117.0,78867.0,9942.0,23467.0,13333.0,8524.0,2000.0,25000.0,15728.0,6923.0,29113.0,20896.0,31318.0,12400.0,20033.0,79384.0,-1.0,21943.0,27907.0,11000.0,31034.0,13265.0,16014.0,38333.0,9149.0,21851.0,23333.0,2347.0,6056.0,-1.0,78867.0,7500.0,17188.0,9618.0,12994.0,9061.0,16712.0,26780.0,-1.0,20033.0,9025.0,65740.0,33371.0,10340.0
2000,46779.0,82930.0,7060.0,10810.0,15000.0,18119.0,3636.0,25333.0,21495.0,8462.0,35486.0,29167.0,32036.0,11611.0,18415.0,49808.0,-1.0,12917.0,21229.0,10000.0,31429.0,29883.0,16243.0,30000.0,7407.0,21465.0,20000.0,6485.0,21063.0,-1.0,82930.0,3965.0,12692.0,11104.0,34055.0,9066.0,4174.0,22768.0,-1.0,18415.0,7043.0,61904.0,24285.0,30299.0
2001,46379.0,82294.0,9748.0,16178.0,10000.0,10164.0,3333.0,24839.0,28178.0,6923.0,31355.0,22436.0,30634.0,11352.0,16300.0,83432.0,-1.0,11305.0,14983.0,11429.0,31034.0,13368.0,16473.0,35294.0,7636.0,35278.0,22857.0,7303.0,10250.0,-1.0,82294.0,1089.0,15000.0,15002.0,15097.0,8000.0,15506.0,27328.0,-1.0,16300.0,7554.0,61850.0,25900.0,10010.0
2002,44929.0,82476.0,6000.0,21970.0,15000.0,18763.0,3333.0,25203.0,18164.0,8462.0,28462.0,31977.0,33695.0,12573.0,18000.0,64136.0,-1.0,10072.0,31158.0,11000.0,31000.0,27916.0,16702.0,34044.0,9537.0,29109.0,22414.0,4230.0,28053.0,-1.0,82476.0,2540.0,15000.0,9750.0,32034.0,9177.0,9170.0,32006.0,-1.0,18000.0,6680.0,67924.0,27609.0,29473.0
2003,49147.0,81881.0,5927.0,9482.0,10000.0,10682.0,3333.0,26667.0,30963.0,10000.0,19504.0,14087.0,26801.0,13964.0,21273.0,73473.0,-1.0,7993.0,11012.0,16000.0,30000.0,10386.0,16979.0,32000.0,17258.0,18667.0,22000.0,8694.0,18305.0,-1.0,81881.0,8473.0,12110.0,8313.0,14453.0,9311.0,15129.0,37607.0,-1.0,21273.0,6528.0,41049.0,30499.0,13835.0
2004,52890.0,86133.0,6666.0,19412.0,10000.0,19330.0,3333.0,25604.0,21097.0,25500.0,16694.0,17497.0,27753.0,11718.0,20765.0,75248.0,-1.0,19044.0,27465.0,14400.0,32800.0,29108.0,17301.0,31579.0,8475.0,25984.0,22414.0,12314.0,24923.0,9800.0,86133.0,3906.0,9000.0,17522.0,28583.0,9452.0,9183.0,43333.0,-1.0,20765.0,8335.0,64212.0,38887.0,25276.0
2005,63154.0,82922.0,6796.0,20334.0,10952.0,11240.0,3333.0,25111.0,16314.0,24543.0,18285.0,11947.0,32928.0,11920.0,20946.0,99475.0,-1.0,11808.0,37222.0,13327.0,31000.0,13182.0,17623.0,32339.0,12500.0,35881.0,25333.0,6482.0,17524.0,9182.0,82922.0,6277.0,9238.0,10596.0,13005.0,9593.0,14889.0,45614.0,-1.0,20946.0,5627.0,63265.0,32302.0,18629.0
2006,54184.0,83300.0,-1.0,22942.0,10000.0,21076.0,3333.0,24770.0,22865.0,6922.0,17878.0,15740.0,30430.0,9775.0,21089.0,16995.0,-1.0,10052.0,24238.0,13336.0,30909.0,30000.0,17946.0,32526.0,12074.0,29963.0,27097.0,7603.0,22753.0,9048.0,83300.0,7234.0,9000.0,11486.0,30000.0,9734.0,5415.0,51724.0,6996.0,21089.0,9841.0,102041.0,29247.0,27105.0
2007,55461.0,82325.0,-1.0,24067.0,10000.0,8248.0,1667.0,24329.0,24858.0,6922.0,17092.0,11775.0,29069.0,12024.0,21157.0,99003.0,-1.0,7564.0,19164.0,13433.0,30085.0,18438.0,18268.0,32329.0,12415.0,38755.0,22667.0,4729.0,20790.0,8250.0,82325.0,5848.0,9000.0,11040.0,13003.0,10031.0,9010.0,45000.0,5265.0,21157.0,6081.0,108950.0,27984.0,15485.0
2008,55401.0,81733.0,-1.0,24016.0,10000.0,13403.0,1667.0,23636.0,22733.0,25217.0,12989.0,14867.0,31924.0,17037.0,20979.0,49914.0,-1.0,8995.0,29331.0,13600.0,30000.0,24375.0,18371.0,31882.0,13977.0,35431.0,21111.0,8541.0,15540.0,9182.0,81733.0,6879.0,9000.0,12489.0,15179.0,10125.0,9520.0,45000.0,8575.0,20979.0,9909.0,103911.0,29425.0,20693.0
2009,48850.0,87559.0,-1.0,21298.0,8333.0,13937.0,1667.0,23636.0,28460.0,45000.0,16259.0,11090.0,28051.0,16817.0,20885.0,33482.0,-1.0,16474.0,21780.0,13767.0,30179.0,16053.0,15252.0,32079.0,12774.0,31498.0,21500.0,8067.0,23198.0,9700.0,87559.0,4602.0,8330.0,19500.0,13668.0,10206.0,11046.0,45000.0,6978.0,20885.0,12289.0,97033.0,27618.0,17741.0
2010,65602.0,83739.0,-1.0,22228.0,10120.0,14833.0,9325.0,24000.0,29076.0,33182.0,16678.0,12772.0,21696.0,18789.0,21102.0,128272.0,-1.0,10580.0,21244.0,13933.0,29475.0,22168.0,18750.0,32155.0,18140.0,39908.0,21714.0,10038.0,28199.0,11012.0,83739.0,4951.0,7654.0,20544.0,37281.0,12000.0,24199.0,46592.0,9763.0,21102.0,12974.0,77935.0,26627.0,19052.0
2011,56389.0,82932.0,-1.0,18269.0,10328.0,15998.0,17907.0,24000.0,31234.0,30000.0,16180.0,13606.0,20507.0,13762.0,21600.0,38461.0,-1.0,19581.0,19103.0,14100.0,28994.0,30000.0,19739.0,38296.0,15719.0,19698.0,21491.0,8939.0,21236.0,12021.0,82932.0,3187.0,7702.0,22365.0,16418.0,10194.0,15154.0,49978.0,6770.0,21600.0,12931.0,87273.0,27806.0,22256.0
2012,69948.0,83690.0,-1.0,28146.0,10467.0,15089.0,30313.0,21667.0,15371.0,30000.0,21581.0,12078.0,30237.0,17333.0,21751.0,81517.0,-1.0,11975.0,8296.0,14267.0,27344.0,18694.0,20500.0,45287.0,13591.0,28959.0,21000.0,7347.0,24828.0,13909.0,83690.0,5319.0,7117.0,29786.0,13060.0,11000.0,20272.0,50348.0,12289.0,21751.0,12379.0,97838.0,26813.0,22595.0
2013,35130.0,83871.0,-1.0,18434.0,10398.0,12074.0,18151.0,21667.0,36899.0,30131.0,16180.0,11948.0,20887.0,17121.0,21965.0,93033.0,-1.0,16621.0,15989.0,14434.0,27302.0,22849.0,20500.0,51905.0,12813.0,38032.0,21379.0,4965.0,20546.0,13909.0,83871.0,6035.0,6623.0,24248.0,19581.0,10000.0,13101.0,51518.0,28118.0,21965.0,18527.0,87795.0,25640.0,20295.0
2014,89343.0,84052.0,-1.0,4633.0,10328.0,5627.0,21245.0,21911.0,18127.0,32304.0,15920.0,15856.0,18977.0,7555.0,22180.0,57559.0,-1.0,12593.0,8173.0,14600.0,28155.0,26706.0,20635.0,55273.0,16616.0,27577.0,21429.0,4910.0,24860.0,14074.0,84052.0,2367.0,6129.0,24522.0,20085.0,8000.0,15696.0,52688.0,30602.0,22180.0,12924.0,92981.0,16975.0,21402.0
