,Australia & New Zealand,USSR,Syrian Arab Republic,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Serbia,Lebanon,Tajikistan,South Africa,Tunisia,Albania,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Turkey,Antigua and Barbuda,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,France,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Micronesia,United Arab Emirates,Hungary,Republic of Moldova,Martinique,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Lithuania,Cameroon,Netherlands,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Djibouti,Romania,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Libya,Timor-Leste,Philippines,Belgium,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Senegal,Germany,Sweden,Estonia,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Denmark,Switzerland,Mongolia,United States of America,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Yemen,Oman,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Suriname,American Samoa,Brunei Darussalam,Latvia,Ukraine,Kuwait,Montserrat,Guadeloupe,Sri Lanka,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1971,13579.0,1494000.0,58594.0,,-1.0,10979.0,110.0,,-1.0,168000.0,-1.0,,-1.0,-1.0,4500.0,,25906.0,,12000.0,7300.0,-1.0,-1.0,2000.0,25000.0,,2200.0,-1.0,66733.0,2800.0,242.0,51000.0,-1.0,3121.0,-1.0,-1.0,90000.0,346000.0,415000.0,80.0,44900.0,,170000.0,0.0,,14000.0,98343.0,109405.0,,78800.0,97823.0,250.0,2600.0,,,352.0,104959.0,,1500.0,897.0,,134526.0,98400.0,433000.0,,-1.0,89300.0,3375000.0,165.0,735.0,13716.0,13689.0,,-1.0,289781.0,-1.0,18763.0,46401.0,-1.0,-1.0,125300.0,,1850.0,6192.0,,130000.0,685.0,-1.0,6000.0,,,,-1.0,17943.0,118000.0,,,117366.0,28270.0,,,3411378.0,14500.0,,,-1.0,1500.0,9800.0,23000.0,-1.0,-1.0,,,34378.0,52350.0,1002800.0,,21689.0,6650.0,-1.0,707056.0,,,39220.0,,1317.0,,-1.0,,318.0,,,,,590.0,-1.0,-1.0,,,,9.0,230.0,5596.0,,6391.0,-1.0,165.0,,60287.0,-1.0
1972,16035.0,1318000.0,95182.0,,-1.0,13735.0,150.0,,-1.0,175000.0,-1.0,,-1.0,-1.0,4000.0,,27295.0,,13000.0,5200.0,-1.0,-1.0,3000.0,27000.0,,2200.0,-1.0,54051.0,2900.0,213.0,53000.0,-1.0,3524.0,-1.0,-1.0,100000.0,456800.0,434000.0,94.0,47400.0,,160000.0,0.0,,15700.0,98759.0,137560.0,,69300.0,103870.0,250.0,2300.0,,,290.0,132753.0,,2500.0,788.0,,145651.0,100200.0,467000.0,,-1.0,94700.0,3100000.0,170.0,772.0,13208.0,13728.0,,-1.0,339100.0,-1.0,22186.0,45270.0,-1.0,-1.0,161000.0,,1900.0,6986.0,,130000.0,830.0,-1.0,6000.0,,,,-1.0,14052.0,121100.0,,,154291.0,22680.0,,,3137126.0,18400.0,,,-1.0,1500.0,17665.0,22800.0,-1.0,-1.0,,,34126.0,49100.0,1051100.0,,23611.0,7100.0,-1.0,731414.0,,,36883.0,,1182.0,,-1.0,,516.0,,,,,550.0,-1.0,-1.0,,,,33.0,100.0,4939.0,,6582.0,-1.0,170.0,,79511.0,-1.0
1973,15965.0,1580000.0,90773.0,,-1.0,13665.0,286.0,,-1.0,184500.0,-1.0,,-1.0,-1.0,4000.0,,29827.0,,17000.0,8700.0,-1.0,-1.0,2000.0,29000.0,,2300.0,-1.0,72925.0,3000.0,240.0,58000.0,-1.0,3396.0,-1.0,-1.0,174713.0,455700.0,360000.0,87.0,69400.0,,181000.0,0.0,,19000.0,108728.0,106192.0,,70200.0,97562.0,250.0,2300.0,,,728.0,116373.0,,2500.0,1102.0,,121515.0,130000.0,500000.0,,-1.0,127300.0,3480000.0,178.0,800.0,12700.0,13267.0,,-1.0,299100.0,-1.0,31060.0,43812.0,-1.0,-1.0,171300.0,,1960.0,6948.0,,134086.0,1104.0,-1.0,6000.0,,,,-1.0,13666.0,101700.0,,,148415.0,28620.0,,,3519847.0,16100.0,,,-1.0,1500.0,10417.0,22800.0,-1.0,-1.0,,,37847.0,51900.0,1004600.0,,24320.0,6500.0,-1.0,733999.0,,,32209.0,,1273.0,,-1.0,,652.0,,,,,590.0,-1.0,-1.0,,,,54.0,1050.0,4358.0,,7188.0,-1.0,178.0,,77260.0,-1.0
1974,15611.0,1395000.0,134808.0,70.0,-1.0,13457.0,145.0,,-1.0,191500.0,-1.0,,-1.0,-1.0,3000.0,,35029.0,,15000.0,8600.0,-1.0,-1.0,3000.0,30000.0,,2300.0,-1.0,66557.0,3480.0,270.0,59000.0,-1.0,4171.0,-1.0,-1.0,181500.0,241400.0,340000.0,78.0,61800.0,,195000.0,0.0,,17900.0,107735.0,99687.0,,69077.0,112701.0,250.0,2154.0,,,1132.0,127132.0,,2500.0,1100.0,,113305.0,94600.0,533000.0,,-1.0,174800.0,3510000.0,322.0,680.0,11480.0,10049.0,,-1.0,302300.0,-1.0,29505.0,38870.0,-1.0,-1.0,140000.0,,2204.0,6852.0,,92963.0,873.0,-1.0,6200.0,,,,-1.0,13839.0,107400.0,,,120741.0,25040.0,,,3559528.0,28680.0,,,-1.0,1500.0,17544.0,23000.0,-1.0,-1.0,,,46528.0,51050.0,962500.0,,16395.0,5100.0,-1.0,753685.0,,,42800.0,,1058.0,,-1.0,,986.0,,,,,340.0,-1.0,-1.0,,,,54.0,1500.0,4838.0,,7594.0,-1.0,322.0,,155578.0,-1.0
1975,12675.0,1210000.0,183125.0,124.0,-1.0,11456.0,413.0,,-1.0,199000.0,-1.0,,-1.0,-1.0,3500.0,,35000.0,,20000.0,6350.0,-1.0,-1.0,1900.0,32000.0,,2400.0,-1.0,71806.0,2025.0,313.0,61000.0,-1.0,4481.0,-1.0,-1.0,146500.0,487088.0,388000.0,98.0,66250.0,,226000.0,0.0,,24500.0,101968.0,141596.0,,76835.0,54181.0,250.0,1219.0,,69.0,2000.0,145719.0,,2500.0,1100.0,,85381.0,100200.0,567000.0,,-1.0,196700.0,3630000.0,525.0,1095.0,11684.0,12435.0,,-1.0,365490.0,-1.0,39777.0,42806.0,-1.0,-1.0,170000.0,,2143.0,7699.0,,107023.0,936.0,-1.0,6400.0,,,,-1.0,12457.0,110490.0,,,155045.0,23310.0,,,3682639.0,23470.0,,,-1.0,1500.0,21315.0,23500.0,-1.0,-1.0,,,50739.0,52950.0,1023000.0,,16295.0,5100.0,-1.0,830977.0,,,46900.0,,1609.0,,-1.0,,908.0,,,,,420.0,-1.0,-1.0,,,68.0,55.0,1500.0,12900.0,69.0,7916.0,-1.0,525.0,,164566.0,-1.0
1976,14182.0,1156000.0,171499.0,137.0,-1.0,12820.0,481.0,,-1.0,209000.0,-1.0,,-1.0,-1.0,3000.0,,40000.0,,22000.0,8700.0,-1.0,-1.0,2450.0,33000.0,,5189.0,-1.0,68202.0,4800.0,341.0,62600.0,-1.0,5534.0,-1.0,-1.0,164200.0,287716.0,425000.0,88.0,48100.0,,244351.0,0.0,,22400.0,102773.0,76015.0,,78525.0,82870.0,250.0,1362.0,,47.0,1600.0,111995.0,,1800.0,1100.0,,120000.0,107200.0,600000.0,,-1.0,202700.0,3630000.0,416.0,1105.0,10363.0,10507.0,,-1.0,351000.0,-1.0,29262.0,30950.0,-1.0,-1.0,130000.0,,2000.0,8125.0,,101786.0,950.0,-1.0,6484.0,,,,-1.0,12853.0,112770.0,,,125569.0,22330.0,,,3694082.0,23970.0,,,-1.0,1500.0,13500.0,24000.0,-1.0,-1.0,,2000.0,61632.0,49600.0,996400.0,,17176.0,4400.0,-1.0,805485.0,,,52000.0,,1404.0,,-1.0,,745.0,,,,,540.0,-1.0,-1.0,,,94.0,55.0,1350.0,11670.0,47.0,7338.0,-1.0,416.0,,170512.0,-1.0
1977,15755.0,1439300.0,177536.0,154.0,-1.0,14171.0,649.0,,-1.0,216000.0,-1.0,,-1.0,-1.0,3000.0,,45000.0,,22000.0,8400.0,-1.0,-1.0,2470.0,34000.0,,4628.0,-1.0,70575.0,4950.0,361.0,64000.0,-1.0,5815.0,-1.0,-1.0,152000.0,336457.0,440000.0,62.0,60800.0,,215613.0,0.0,,27000.0,114409.0,122442.0,,79473.0,84660.0,300.0,1584.0,,281.0,1133.0,154884.0,,900.0,1100.0,,140000.0,130600.0,633000.0,,-1.0,226600.0,3810000.0,430.0,930.0,12192.0,10174.0,,-1.0,379000.0,-1.0,24173.0,57569.0,-1.0,-1.0,153000.0,,2000.0,7951.0,,159601.0,997.0,-1.0,5779.0,,,,-1.0,12452.0,107410.0,840.0,,144799.0,23810.0,,,3877552.0,15580.0,,,-1.0,1500.0,13577.0,24500.0,-1.0,-1.0,,3000.0,65082.0,48900.0,1068000.0,,19599.0,5300.0,-1.0,820685.0,,,52200.0,,1391.0,,-1.0,,1633.0,,6000.0,,,510.0,-1.0,-1.0,,,141.0,55.0,900.0,9885.0,281.0,7313.0,-1.0,430.0,,188993.0,-1.0
1978,16601.0,1146800.0,191691.0,170.0,-1.0,13992.0,499.0,,-1.0,226000.0,-1.0,,-1.0,-1.0,2500.0,,55000.0,,21549.0,9100.0,-1.0,-1.0,2795.0,35000.0,,6225.0,-1.0,84748.0,4800.0,378.0,69000.0,-1.0,5635.0,-1.0,-1.0,170000.0,224665.0,475000.0,50.0,44000.0,,231353.0,0.0,,28500.0,104586.0,81188.0,,78110.0,83031.0,300.0,2609.0,,444.0,4583.0,130282.0,,900.0,1100.0,,157278.0,116653.0,667000.0,,-1.0,234600.0,4000000.0,460.0,605.0,11735.0,9180.0,,-1.0,383000.0,-1.0,26848.0,33927.0,-1.0,-1.0,137000.0,,1873.0,7531.0,,158605.0,960.0,-1.0,5124.0,,,,-1.0,12208.0,111000.0,860.0,,107832.0,23830.0,,,4061136.0,21200.0,,,-1.0,1000.0,30032.0,25000.0,-1.0,-1.0,,5000.0,58341.0,47000.0,1065000.0,,14883.0,5600.0,-1.0,890851.0,7331.0,,58400.0,,1673.0,,-1.0,,1755.0,,5400.0,,,672.0,-1.0,-1.0,,,304.0,60.0,1400.0,11078.0,444.0,5929.0,-1.0,460.0,,103703.0,-1.0
1979,17988.0,1605700.0,174943.0,250.0,-1.0,15444.0,580.0,,-1.0,234000.0,-1.0,,-1.0,-1.0,2500.0,,55000.0,,19443.0,10700.0,-1.0,-1.0,2610.0,36000.0,,6500.0,-1.0,91395.0,4500.0,409.0,72000.0,-1.0,5442.0,-1.0,-1.0,168159.0,500149.0,500000.0,135.0,43000.0,,272291.0,0.0,,29000.0,120560.0,138947.0,,87488.0,144094.0,300.0,2544.0,,57.0,4926.0,159589.0,,1250.0,1200.0,,220083.0,135600.0,600000.0,,-1.0,278200.0,4000000.0,416.0,715.0,13005.0,9007.0,,-1.0,380000.0,-1.0,24371.0,43316.0,-1.0,-1.0,153000.0,,1870.0,8901.0,1899.0,168700.0,955.0,-1.0,5898.0,,,,-1.0,12375.0,116000.0,826.0,,139867.0,27560.0,,,4073823.0,24350.0,,,-1.0,1500.0,21951.0,25000.0,-1.0,-1.0,,7000.0,71213.0,45600.0,1089000.0,,14811.0,5000.0,-1.0,875447.0,5865.0,,52500.0,,1479.0,10022.0,-1.0,,2104.0,,5400.0,,,608.0,-1.0,-1.0,,,314.0,62.0,1340.0,22345.0,57.0,6759.0,-1.0,416.0,,190325.0,-1.0
1980,18297.0,1366000.0,274342.0,360.0,-1.0,15597.0,755.0,547.0,-1.0,303154.0,-1.0,,-1.0,-1.0,3000.0,,60000.0,,20000.0,11500.0,-1.0,-1.0,2840.0,38000.0,,6500.0,-1.0,69770.0,4800.0,388.0,74000.0,-1.0,6142.0,-1.0,-1.0,174572.0,237507.0,500000.0,145.0,32300.0,,294000.0,0.0,,26000.0,143295.0,98972.0,,85400.0,112566.0,350.0,2700.0,,151.0,4359.0,116334.0,,1250.0,1200.0,,293000.0,121000.0,680000.0,,-1.0,280610.0,3810000.0,535.0,575.0,10770.0,10430.0,,-1.0,366000.0,-1.0,30847.0,41665.0,-1.0,-1.0,160000.0,,1855.0,10776.0,2279.0,222200.0,1100.0,-1.0,5798.0,,,,-1.0,11908.0,123320.0,790.0,,110613.0,28030.0,,,3898447.0,24690.0,,,-1.0,2000.0,38695.0,25000.0,-1.0,-1.0,,9000.0,85607.0,50500.0,1018000.0,,15892.0,6900.0,-1.0,831100.0,7000.0,,56800.0,,1399.0,10709.0,-1.0,,818.0,,5500.0,3655.0,,482.0,-1.0,-1.0,,,369.0,64.0,1650.0,24030.0,151.0,6871.0,-1.0,535.0,,118557.0,-1.0
