,Australia & New Zealand,USSR,Syrian Arab Republic,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Serbia,Lebanon,Tajikistan,South Africa,Tunisia,Albania,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Turkey,Antigua and Barbuda,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,France,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Micronesia,United Arab Emirates,Hungary,Republic of Moldova,Martinique,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Lithuania,Cameroon,Netherlands,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Djibouti,Romania,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Libya,Timor-Leste,Philippines,Belgium,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Senegal,Germany,Sweden,Estonia,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Denmark,Switzerland,Mongolia,United States of America,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Yemen,Oman,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Suriname,American Samoa,Brunei Darussalam,Latvia,Ukraine,Kuwait,Montserrat,Guadeloupe,Sri Lanka,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
2000,16723.0,,91302.0,290.0,1100.0,16723.0,1891.0,5618.0,3364.0,298831.0,109.0,669.0,627.0,8379.0,0.0,,149400.0,5000.0,15000.0,28500.0,30000.0,1000.0,2000.0,64000.0,3002.0,8500.0,-1.0,175610.0,6435.0,831.0,119000.0,750.0,13473.0,500.0,1200.0,423282.0,356000.0,1825000.0,211.0,,,566980.0,1100.0,25151.0,40000.0,164000.0,,44700.0,149956.0,453525.0,285.0,0.0,,358.0,36833.0,102651.0,19900.0,4940.0,8500.0,49800.0,459261.0,,1342000.0,190600.0,41.0,425000.0,23200000.0,1000.0,950.0,16500.0,16284.0,8600.0,122002.0,410000.0,80.0,201210.0,42837.0,-1.0,7.0,108000.0,12000.0,3503.0,12099.0,1646.0,390000.0,22000.0,200.0,8845.0,23757.0,-1.0,40657.0,650.0,20000.0,58923.0,7890.0,-1.0,160447.0,37404.0,5605.0,150000.0,23269181.0,40750.0,-1.0,30000.0,144000.0,23980.0,135608.0,25000.0,25000.0,400.0,1600.0,52837.0,67181.0,124300.0,766500.0,158000.0,13668.0,8370.0,2600.0,1106351.0,135948.0,50200.0,79800.0,80500.0,9000.0,13989.0,2000.0,-1.0,1500.0,1192000.0,8443.0,3500.0,75.0,1500.0,320.0,1770.0,1940.0,709000.0,31590.0,72.0,3700.0,26441.0,358.0,18048.0,16245.0,1320.0,11000.0,131287.0,135745.0
2001,9736.0,,102004.0,290.0,1061.0,9736.0,2540.0,4375.0,3299.0,287693.0,196.0,716.0,536.0,4235.0,0.0,,161000.0,8500.0,15202.0,29300.0,32000.0,1363.0,1833.0,65000.0,3170.0,8500.0,-1.0,186086.0,5700.0,1049.0,120000.0,760.0,15796.0,512.0,1250.0,431921.0,340000.0,1740000.0,205.0,,,567610.0,1061.0,25563.0,50000.0,163000.0,,35900.0,127422.0,451518.0,289.0,0.0,,375.0,23981.0,98596.0,25900.0,5705.0,9000.0,57800.0,460808.0,,1233000.0,200000.0,48.0,440000.0,25000000.0,950.0,928.0,17500.0,16550.0,8000.0,117352.0,425000.0,100.0,248044.0,43760.0,-1.0,7.0,135000.0,12000.0,4707.0,12470.0,1656.0,361000.0,10500.0,230.0,8618.0,25000.0,-1.0,35341.0,1100.0,21000.0,51565.0,4356.0,-1.0,210000.0,29500.0,11479.0,157000.0,25074051.0,44700.0,-1.0,39100.0,144000.0,36320.0,78087.0,26000.0,59000.0,410.0,1844.0,59392.0,72218.0,119500.0,735500.0,150000.0,13700.0,8841.0,2600.0,1052913.0,165521.0,80000.0,71500.0,96000.0,9355.0,14637.0,2900.0,-1.0,1550.0,1197000.0,8390.0,3238.0,75.0,1550.0,350.0,1780.0,4700.0,467000.0,32300.0,72.0,3400.0,26617.0,375.0,13855.0,25644.0,1300.0,14451.0,62504.0,147641.0
2002,14390.0,,140953.0,57.0,1066.0,14390.0,2558.0,4234.0,3700.0,266914.0,189.0,700.0,720.0,4000.0,0.0,,132194.0,10000.0,15176.0,30900.0,32000.0,1397.0,1808.0,65270.0,3347.0,8500.0,-1.0,170337.0,5500.0,1012.0,122610.0,809.0,13516.0,800.0,1260.0,406141.0,260000.0,1670000.0,210.0,,,538443.0,1066.0,26485.0,45000.0,166000.0,,27126.0,137245.0,463707.0,293.0,0.0,,390.0,25883.0,96411.0,36500.0,6757.0,9712.0,26091.0,434794.0,,1430000.0,246000.0,54.0,516832.0,27500000.0,900.0,913.0,16400.0,16357.0,8300.0,127429.0,433000.0,120.0,300226.0,42949.0,-1.0,7.0,140760.0,18000.0,3607.0,12442.0,1646.0,495000.0,10000.0,260.0,8995.0,26400.0,-1.0,34623.0,2000.0,22000.0,66621.0,903.0,-1.0,238800.0,35250.0,8132.0,165560.0,27572971.0,45300.0,-1.0,36580.0,144000.0,45200.0,120268.0,26500.0,61369.0,400.0,1702.0,67568.0,71163.0,143950.0,729200.0,179000.0,13688.0,9258.0,3200.0,1115495.0,176496.0,83000.0,73600.0,137622.0,9841.0,15177.0,2700.0,23416.0,1702.0,1173690.0,8465.0,3550.0,80.0,1500.0,400.0,1920.0,7800.0,650900.0,32609.0,72.0,3000.0,26000.0,390.0,13905.0,24989.0,1300.0,13897.0,73527.0,147641.0
2003,15000.0,,152025.0,33.0,1072.0,15000.0,2576.0,3079.0,2560.0,253042.0,248.0,821.0,452.0,4396.0,0.0,,156000.0,15000.0,15160.0,39500.0,53300.0,1500.0,1786.0,66000.0,2760.0,8500.0,-1.0,178122.0,12064.0,896.0,125297.0,853.0,16134.0,1200.0,1275.0,514210.0,488458.0,1780000.0,220.0,,,674117.0,1072.0,28900.0,49435.0,161000.0,,26383.0,135772.0,445033.0,300.0,0.0,,392.0,11307.0,94290.0,33100.0,13200.0,9940.0,50164.0,475000.0,,1556477.0,226643.0,61.0,577124.0,27300000.0,898.0,899.0,14300.0,27315.0,7331.0,122306.0,430000.0,130.0,347239.0,43153.0,529.0,7.0,151319.0,19800.0,1889.0,13881.0,1648.0,369000.0,10768.0,290.0,9127.0,28000.0,-1.0,29050.0,1000.0,23000.0,67397.0,94.0,,232239.0,31074.0,6749.0,168040.0,27358650.0,44216.0,-1.0,36582.0,84000.0,46300.0,102279.0,27000.0,65357.0,363.0,1688.0,71840.0,56864.0,148220.0,684100.0,255002.0,18664.0,9145.0,2000.0,1073945.0,179605.0,90000.0,77000.0,156584.0,11820.0,15704.0,3000.0,18739.0,2018.0,1312030.0,8405.0,2015.0,80.0,1450.0,455.0,2070.0,17498.0,816100.0,34072.0,75.0,2538.0,23390.0,392.0,13994.0,17349.0,1353.0,11200.0,85304.0,152817.0
2004,16265.0,,149074.0,41.0,1078.0,16265.0,2594.0,4461.0,1803.0,271219.0,101.0,878.0,630.0,3900.0,0.0,,159000.0,17500.0,15849.0,35000.0,53500.0,1436.0,1767.0,65731.0,3145.0,12213.0,557.0,186514.0,7861.0,930.0,128132.0,694.0,13713.0,2949.0,1270.0,477716.0,463829.0,1725000.0,225.0,,,583114.0,1078.0,35730.0,52531.0,156108.0,,23568.0,135869.0,407464.0,294.0,0.0,,392.0,26000.0,82741.0,21259.0,3500.0,8157.0,55743.0,518385.0,,1715024.0,260024.0,68.0,550378.0,27000000.0,843.0,884.0,17686.0,23543.0,5235.0,124997.0,435000.0,135.0,365471.0,41600.0,725.0,7.0,199494.0,20000.0,1889.0,14276.0,1650.0,433000.0,11000.0,320.0,9540.0,29900.0,-1.0,17013.0,1000.0,25000.0,79772.0,92.0,,204903.0,30400.0,6705.0,184320.0,27059282.0,42082.0,63288.0,60250.0,24000.0,40945.0,102476.0,27500.0,68587.0,339.0,1683.0,91850.0,57515.0,144980.0,672900.0,265939.0,18664.0,8058.0,2000.0,1047699.0,216644.0,62500.0,61400.0,151140.0,12625.0,7811.0,3300.0,23622.0,1362.0,1321870.0,8384.0,2028.0,80.0,1700.0,450.0,2380.0,12069.0,712500.0,34000.0,73.0,2970.0,22910.0,392.0,16982.0,17924.0,1293.0,10534.0,86560.0,141631.0
2005,16003.0,,152200.0,70.0,1088.0,16000.0,2612.0,5488.0,200.0,280840.0,151.0,938.0,740.0,4094.0,0.0,,131000.0,18000.0,16762.0,36600.0,55000.0,1451.0,1692.0,67000.0,3708.0,16228.0,508.0,191403.0,5981.0,1147.0,131069.0,700.0,13712.0,2876.0,1260.0,552891.0,468467.0,1745000.0,204.0,,,600000.0,1088.0,36187.0,55175.0,158520.0,,32411.0,134590.0,403280.0,293.0,3.0,,392.0,33348.0,70911.0,28049.0,4946.0,7498.0,62403.0,475443.0,,1720690.0,274000.0,74.0,485170.0,30000000.0,897.0,867.0,16870.0,8582.0,5893.0,130373.0,440000.0,81.0,219460.0,38195.0,503.0,7.0,142945.0,22000.0,2000.0,13315.0,1667.0,526000.0,12000.0,350.0,9226.0,22860.0,-1.0,22427.0,1500.0,24350.0,77497.0,728.0,,219510.0,35800.0,9906.0,200210.0,30053055.0,44410.0,62063.0,64407.0,24000.0,54262.0,166220.0,28000.0,73345.0,316.0,1679.0,97737.0,51363.0,126960.0,674700.0,286890.0,18957.0,8385.0,3000.0,960333.0,211598.0,47000.0,59900.0,159754.0,8668.0,10324.0,1360.0,22263.0,1388.0,1414010.0,8507.0,2043.0,79.0,1500.0,435.0,2100.0,12307.0,687900.0,34000.0,73.0,5250.0,26830.0,392.0,15598.0,18518.0,1332.0,11122.0,44748.0,132144.0
2006,23271.0,,129680.0,629.0,1200.0,23271.0,2649.0,6804.0,964.0,256362.0,246.0,1001.0,850.0,3800.0,0.0,66709.0,49700.0,19000.0,15282.0,37000.0,52912.0,2000.0,1845.0,65000.0,2848.0,12495.0,583.0,216560.0,6000.0,1124.0,141986.0,796.0,12967.0,3000.0,1280.0,598890.0,491909.0,1799613.0,197.0,,,802644.0,1200.0,39320.0,55539.0,156048.0,,32038.0,126219.0,389555.0,280.0,0.0,,410.0,4943.0,70862.0,38072.0,6240.0,7830.0,57304.0,496029.0,,1938491.0,257760.0,80.0,638871.0,33000000.0,749.0,845.0,17180.0,9677.0,5200.0,140143.0,440000.0,80.0,155671.0,35647.0,548.0,7.0,156416.0,24000.0,2281.0,13480.0,1700.0,411000.0,12000.0,380.0,9719.0,20400.0,-1.0,37250.0,1500.0,28340.0,71362.0,710.0,,221236.0,35500.0,9553.0,258590.0,33054791.0,42823.0,,72629.0,24000.0,69900.0,143800.0,29000.0,68000.0,295.0,1500.0,93446.0,52946.0,129852.0,628500.0,315027.0,18957.0,8564.0,2969.0,917007.0,242004.0,19400.0,56500.0,171286.0,10796.0,13108.0,2401.0,25678.0,1324.0,1423210.0,8000.0,2065.0,108.0,1225.0,423.0,1837.0,6413.0,890400.0,43810.0,72.0,3000.0,24680.0,410.0,16907.0,19129.0,1172.0,17670.0,61477.0,150042.0
2007,41974.0,,146528.0,645.0,1134.0,41931.0,2667.0,5539.0,1599.0,271485.0,76.0,1066.0,660.0,4037.0,0.0,59754.0,142600.0,21000.0,16920.0,38000.0,50000.0,1475.0,1855.0,66000.0,2076.0,13345.0,566.0,217350.0,10500.0,1343.0,146338.0,729.0,11252.0,3200.0,1300.0,581206.0,511357.0,1674580.0,188.0,,,671468.0,1134.0,39156.0,56400.0,158448.0,,27636.0,114326.0,330225.0,296.0,43.0,,400.0,5375.0,51659.0,15930.0,7104.0,5604.0,58538.0,490215.0,,1806787.0,251730.0,100.0,561446.0,38000000.0,846.0,826.0,15415.0,26144.0,6800.0,142719.0,430000.0,100.0,154294.0,38721.0,550.0,7.0,119822.0,27000.0,2557.0,16008.0,1770.0,422302.0,12000.0,400.0,10873.0,20300.0,-1.0,33226.0,2000.0,32480.0,69208.0,710.0,,244694.0,38300.0,9727.0,285000.0,38049755.0,40897.0,,72109.0,25000.0,75330.0,153060.0,30000.0,62897.0,230.0,1550.0,92303.0,47900.0,132865.0,641000.0,298747.0,19000.0,8434.0,2881.0,930970.0,259977.0,20300.0,49400.0,176866.0,8835.0,14419.0,2354.0,21686.0,1450.0,1001314.0,8500.0,2087.0,89.0,712.0,411.0,1960.0,4492.0,743600.0,43810.0,80.0,6300.0,28300.0,400.0,19642.0,19735.0,1257.0,19207.0,57183.0,159993.0
2008,16143.0,,139900.0,691.0,1082.0,15927.0,2686.0,7501.0,1600.0,231549.0,156.0,1134.0,1725.0,4085.0,0.0,61898.0,131010.0,23000.0,20371.0,34500.0,55700.0,2063.0,1867.0,65958.0,2581.0,14813.0,504.0,212371.0,15000.0,1516.0,150947.0,851.0,11217.0,3300.0,1276.0,540122.0,501571.0,1678770.0,159.0,,,595732.0,1082.0,40620.0,53922.0,124300.0,,27355.0,138919.0,383921.0,302.0,216.0,,366.0,22324.0,55382.0,22813.0,6000.0,5782.0,63841.0,760000.0,,1459201.0,268010.0,105.0,670172.0,42194000.0,767.0,806.0,13793.0,27715.0,2400.0,145295.0,425000.0,100.0,139290.0,36741.0,524.0,7.0,173643.0,26000.0,1612.0,14525.0,1590.0,381004.0,12000.0,465.0,11432.0,19200.0,-1.0,29088.0,1800.0,36740.0,71525.0,710.0,,236625.0,27700.0,8568.0,318000.0,42241240.0,39958.0,,81819.0,26250.0,88715.0,125925.0,30546.0,68558.0,245.0,1856.0,88720.0,45373.0,107690.0,627400.0,306183.0,18500.0,8756.0,2845.0,915570.0,313537.0,18600.0,48925.0,207598.0,8683.0,14996.0,2680.0,25055.0,812.0,1129920.0,11504.0,2108.0,146.0,627.0,400.0,2000.0,7739.0,751500.0,43810.0,71.0,6210.0,31060.0,366.0,21653.0,20327.0,1167.0,14795.0,62618.0,208182.0
2009,12273.0,,132925.0,868.0,1117.0,11942.0,2705.0,40551.0,1321.0,233720.0,196.0,1205.0,2179.0,5300.0,0.0,66762.0,87200.0,26500.0,19799.0,37700.0,60980.0,880.0,1878.0,65935.0,3367.0,10917.0,625.0,245300.0,21701.0,1452.0,155498.0,707.0,11428.0,4000.0,1013.0,583139.0,480553.0,1735010.0,122.0,,,600027.0,1117.0,41494.0,76298.0,124000.0,,27906.0,155091.0,352018.0,309.0,331.0,,391.0,4742.0,51694.0,22756.0,5800.0,7590.0,68307.0,540000.0,,1603737.0,273040.0,113.0,564569.0,44204000.0,724.0,784.0,12714.0,49784.0,9048.0,171659.0,435000.0,100.0,110357.0,41534.0,510.0,7.0,176482.0,28000.0,1392.0,17797.0,1481.0,420945.0,12204.0,1056.0,11845.0,19800.0,-1.0,7889.0,1500.0,43902.0,69817.0,836.0,,263277.0,30600.0,9377.0,350000.0,44250341.0,39352.0,,80944.0,30000.0,34560.0,137681.0,31376.0,65742.0,250.0,1684.0,189890.0,44463.0,117309.0,620200.0,318179.0,19000.0,10568.0,3075.0,922230.0,326330.0,30900.0,57700.0,209641.0,11056.0,15732.0,3434.0,25743.0,1141.0,1132730.0,11299.0,1903.0,161.0,578.0,391.0,2036.0,7763.0,883000.0,44514.0,69.0,6100.0,31760.0,391.0,20000.0,20937.0,1115.0,14516.0,77988.0,160007.0
2010,15718.0,,154994.0,825.0,1148.0,15163.0,2724.0,43713.0,1003.0,236955.0,170.0,1280.0,1719.0,6651.0,0.0,70136.0,183224.0,31300.0,21504.0,72000.0,68959.0,1350.0,1890.0,65874.0,2312.0,10917.0,631.0,225420.0,21141.0,1458.0,159736.0,807.0,11681.0,3162.0,2018.0,547141.0,442212.0,1739191.0,75.0,,,631408.0,1148.0,46635.0,60719.0,103600.0,,27318.0,141084.0,306164.0,310.0,554.0,,405.0,4242.0,37989.0,20774.0,5983.0,7107.0,74035.0,613978.0,,1811629.0,298840.0,125.0,666274.0,45665000.0,731.0,758.0,12308.0,49089.0,11612.0,194017.0,435000.0,100.0,92700.0,40939.0,496.0,7.0,172059.0,29557.0,1338.0,16503.0,1300.0,431868.0,12141.0,1086.0,11766.0,27300.0,43.0,10562.0,1500.0,55152.0,63844.0,803.0,,242818.0,34900.0,12110.0,390000.0,45711446.0,42571.0,,63282.0,25000.0,114628.0,176179.0,32204.0,65774.0,265.0,1920.0,115540.0,44556.0,115824.0,587800.0,325100.0,15400.0,10386.0,3352.0,880530.0,220978.0,28600.0,64600.0,217027.0,11277.0,16700.0,3152.0,27567.0,1148.0,1161865.0,11227.0,1873.0,138.0,582.0,382.0,2054.0,8009.0,860100.0,48677.0,60.0,5489.0,33620.0,405.0,28727.0,19595.0,1113.0,10894.0,65668.0,111721.0
2011,17611.0,,154368.0,561.0,1152.0,16969.0,2743.0,48535.0,894.0,261400.0,150.0,1358.0,2044.0,1251.0,0.0,71761.0,146764.0,33700.0,24420.0,67470.0,72000.0,1446.0,1900.0,65800.0,6076.0,2875.0,677.0,211730.0,22123.0,1582.0,163628.0,725.0,16025.0,4113.0,2109.0,521535.0,510892.0,1749174.0,86.0,,,665070.0,1152.0,49879.0,67251.0,121200.0,,17304.0,134891.0,303805.0,332.0,642.0,,399.0,4497.0,35909.0,25966.0,7010.0,7870.0,79919.0,643947.0,,1735007.0,331630.0,121.0,720198.0,49193200.0,742.0,729.0,12285.0,42513.0,28200.0,198988.0,430000.0,100.0,94075.0,45393.0,482.0,7.0,195855.0,31688.0,1193.0,16593.0,1397.0,495616.0,9006.0,1130.0,11640.0,18700.0,54.0,9529.0,1000.0,48448.0,33755.0,901.0,,249607.0,35500.0,11074.0,437663.0,49241056.0,47750.0,,73678.0,30000.0,51224.0,227551.0,33027.0,64027.0,250.0,1900.0,109987.0,45956.0,105433.0,584600.0,250340.0,18237.0,11226.0,4374.0,772720.0,228762.0,25500.0,66500.0,212089.0,9607.0,13300.0,3635.0,26580.0,1144.0,1202360.0,9800.0,1840.0,138.0,602.0,374.0,2077.0,9789.0,965900.0,53130.0,68.0,5564.0,32380.0,399.0,34022.0,22204.0,1116.0,11067.0,58852.0,153062.0
2012,17850.0,,84583.0,545.0,1150.0,17170.0,2762.0,49947.0,824.0,222861.0,140.0,1500.0,2736.0,1559.0,0.0,55356.0,128272.0,36400.0,23396.0,71400.0,74000.0,920.0,1830.0,68000.0,5162.0,6444.0,726.0,230800.0,22865.0,1673.0,168000.0,743.0,16617.0,4275.0,3849.0,511485.0,520868.0,1741878.0,82.0,,-1.0,613880.0,1150.0,50093.0,93114.0,141700.0,,4178.0,134092.0,288071.0,350.0,680.0,32000.0,406.0,15105.0,33930.0,20470.0,8426.0,7960.0,90883.0,640508.0,,1750001.0,362840.0,120.0,749302.0,51886600.0,658.0,700.0,11036.0,42763.0,25500.0,219285.0,410000.0,110.0,95486.0,46473.0,400.0,7.0,158855.0,32545.0,1392.0,14813.0,1400.0,413691.0,8653.0,1049.0,11785.0,20100.0,28.0,7175.0,1059.0,50090.0,61347.0,334.0,,244347.0,36700.0,9846.0,610645.0,51933520.0,43136.0,,74470.0,,55335.0,155938.0,35000.0,65742.0,240.0,1700.0,115156.0,45090.0,100844.0,586600.0,238843.0,18237.0,11396.0,3668.0,806630.0,240584.0,38700.0,63300.0,210172.0,9418.0,16000.0,4120.0,23201.0,816.0,1685930.0,7700.0,1790.0,136.0,494.0,360.0,2100.0,9745.0,1020600.0,61294.0,65.0,5848.0,32280.0,406.0,17163.0,22822.0,1018.0,6714.0,37961.0,159040.0
2013,18026.0,,115073.0,525.0,1159.0,17326.0,2781.0,50164.0,774.0,169170.0,157.0,1500.0,3764.0,3144.0,1.0,63687.0,130837.0,115896.0,23914.0,69069.0,76070.0,48.0,1850.0,68000.0,4480.0,4254.0,811.0,227922.0,24884.0,1781.0,168000.0,743.0,17425.0,4226.0,3683.0,491636.0,512714.0,1754613.0,86.0,,-1.0,504558.0,1159.0,36834.0,119857.0,156600.0,,3520.0,131378.0,254576.0,365.0,700.0,32160.0,404.0,33874.0,30130.0,23121.0,7693.0,12079.0,87507.0,637395.0,,1776923.0,356850.0,127.0,754410.0,54315900.0,664.0,650.0,11656.0,46409.0,24000.0,224903.0,400000.0,100.0,115979.0,42694.0,444.0,7.0,169493.0,33899.0,1271.0,17745.0,1452.0,405610.0,8636.0,1003.0,12540.0,17400.0,40.0,10874.0,1534.0,49000.0,69447.0,142.0,,223429.0,27900.0,9327.0,607397.0,54361601.0,46731.0,,71124.0,,48246.0,172284.0,34792.0,68034.0,240.0,1700.0,140773.0,43851.0,100883.0,574400.0,219483.0,19200.0,11883.0,4341.0,774080.0,246986.0,31500.0,57900.0,218326.0,8691.0,16300.0,44328.0,27876.0,824.0,1700700.0,7200.0,1923.0,145.0,1131.0,362.0,2126.0,9416.0,1044290.0,52570.0,67.0,6003.0,43135.0,404.0,16764.0,20712.0,1026.0,12076.0,53008.0,158319.0
2014,14735.0,,112419.0,516.0,1166.0,14085.0,2801.0,52766.0,725.0,174840.0,304.0,1611.0,1977.0,3387.0,1.0,52672.0,129861.0,129653.0,25133.0,69200.0,79930.0,4570.0,1908.0,66450.0,7513.0,5720.0,830.0,265861.0,25704.0,1807.0,171100.0,838.0,15512.0,4293.0,3842.0,477989.0,532039.0,1780472.0,65.0,,-1.0,473774.0,1166.0,48334.0,97331.0,182660.0,,3264.0,131985.0,279105.0,366.0,650.0,35000.0,405.0,28666.0,29620.0,25847.0,7644.0,12633.0,101486.0,707632.0,,1804184.0,395402.0,130.0,775903.0,56855415.0,674.0,616.0,12385.0,47250.0,23800.0,235019.0,440000.0,120.0,100321.0,45537.0,454.0,7.0,181226.0,35253.0,1263.0,17793.0,1489.0,273005.0,8619.0,1037.0,12802.0,17600.0,48.0,17154.0,1532.0,55000.0,62259.0,680.0,,255060.0,38120.0,9351.0,718570.0,56904098.0,48162.0,,86544.0,,55439.0,279017.0,32955.0,72388.0,222.0,4300.0,180241.0,46775.0,99930.0,548800.0,205098.0,19506.0,12953.0,4716.0,799820.0,127415.0,30600.0,56500.0,213345.0,10436.0,15891.0,28486.0,17807.0,994.0,1820123.0,11580.0,1853.0,153.0,1583.0,380.0,2136.0,8227.0,940940.0,55563.0,68.0,6158.0,40407.0,405.0,16034.0,19685.0,1054.0,8291.0,53263.0,159800.0
