,USSR,Cambodia,Bahrain,Australia & New Zealand,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Nigeria,Romania,Serbia,Solomon Islands,Lebanon,Papua New Guinea,Peru,Micronesia,Togo,Tunisia,Albania,Brazil,Mozambique,Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Argentina,Colombia,New Caledonia,Tajikistan,India,Swaziland,Indonesia,Poland,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,France,Republic of Korea,New Zealand,Mali,United Arab Emirates,Montenegro,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,Spain,"China, mainland",Nepal,Madagascar,Cyprus,Guinea-Bissau,Bosnia and Herzegovina,Cameroon,Guatemala,Slovakia,United States of America,Bhutan,Turkmenistan,Dominica,Iraq,Czechia,United Republic of Tanzania,Philippines,Belgium,Kiribati,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Senegal,Germany,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Morocco,Mongolia,Chile,Honduras,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,Austria,Israel,Japan,Maldives,Belarus,Afghanistan,Switzerland,Trinidad and Tobago,Georgia,Azerbaijan,Yemen,Viet Nam,Russian Federation,Portugal,Bolivia (Plurinational State of),Latvia,Guinea,Ukraine,South Africa,Guadeloupe,Sri Lanka,Guam,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
1971,0.0,0.0,0.0,150.0,150.0,9050.0,1400.0,0.0,,51200.0,40000.0,0.0,,200.0,1045.0,5600.0,1830.0,230.0,,189700.0,0.0,0.0,320000.0,3000.0,,2100.0,0.0,0.0,0.0,,,314732.0,0.0,0.0,0.0,347231.0,501.0,0.0,3000.0,0.0,800.0,5800.0,,2008.0,0.0,0.0,0.0,3770.0,0.0,0.0,14.0,,,0.0,14334.0,7571.0,0.0,63940.0,,0.0,0.0,288626.0,0.0,0.0,10500.0,9124.0,12000.0,,0.0,,,146010.0,0.0,,,0.0,,215100.0,6160.0,,230.0,,0.0,,,364100.0,2000.0,0.0,9000.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,80.0,4600.0,0.0,3500.0,40500.0,205.0,,10500.0,0.0,,,,,6200.0,,75556.0,0.0,,0.0,,0.0,,0.0,0.0,8000.0,,1240.0,0.0,0.0,0.0
1972,0.0,0.0,0.0,200.0,200.0,9300.0,1500.0,0.0,,36200.0,40000.0,0.0,,200.0,1082.0,5700.0,1451.0,230.0,,192055.0,0.0,0.0,320000.0,3000.0,,2150.0,0.0,0.0,0.0,,,336034.0,0.0,0.0,0.0,358149.0,328.0,0.0,3000.0,0.0,800.0,5900.0,,2100.0,0.0,0.0,0.0,3850.0,0.0,0.0,14.0,,,0.0,14363.0,10286.0,0.0,79500.0,,0.0,0.0,360617.0,0.0,0.0,10500.0,9727.0,12000.0,,0.0,,,153370.0,0.0,,,0.0,,205100.0,6560.0,,230.0,,0.0,,,334800.0,2000.0,0.0,9000.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,100.0,8300.0,0.0,4300.0,41700.0,210.0,,11300.0,0.0,,,,,6200.0,,75820.0,0.0,,0.0,,0.0,,0.0,0.0,8000.0,,1210.0,0.0,0.0,0.0
1973,0.0,0.0,0.0,150.0,150.0,9550.0,1600.0,0.0,,46200.0,40000.0,0.0,,200.0,794.0,5800.0,1625.0,230.0,,194200.0,0.0,0.0,360000.0,3500.0,,2200.0,0.0,0.0,0.0,,,343294.0,0.0,0.0,0.0,367556.0,104.0,0.0,3000.0,0.0,800.0,6000.0,,1878.0,0.0,0.0,0.0,3850.0,0.0,0.0,15.0,,,0.0,15279.0,11538.0,0.0,84900.0,,0.0,0.0,411626.0,0.0,0.0,10500.0,9713.0,12000.0,,0.0,,,159360.0,0.0,,,0.0,,245200.0,6200.0,,230.0,,0.0,,,324400.0,2000.0,0.0,9000.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,100.0,9200.0,0.0,4900.0,43200.0,215.0,,12100.0,0.0,,,,,6200.0,,76300.0,0.0,,0.0,,0.0,,0.0,0.0,8000.0,,1190.0,0.0,0.0,0.0
1974,0.0,0.0,0.0,150.0,150.0,10000.0,1700.0,0.0,,46200.0,40000.0,0.0,,200.0,972.0,6000.0,1679.0,230.0,,197050.0,0.0,0.0,340000.0,4000.0,,2250.0,0.0,0.0,0.0,,,361887.0,0.0,0.0,0.0,388513.0,511.0,0.0,3000.0,0.0,800.0,6200.0,,5559.0,0.0,0.0,0.0,3450.0,0.0,0.0,15.0,,,0.0,14995.0,13247.0,0.0,85850.0,,0.0,0.0,450353.0,0.0,0.0,11000.0,8776.0,12000.0,,0.0,,,168300.0,0.0,,,0.0,,205300.0,5680.0,,230.0,,0.0,,,326700.0,2000.0,0.0,9000.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,120.0,10150.0,0.0,5600.0,44200.0,220.0,,12450.0,0.0,,,,,6200.0,,69819.0,0.0,,0.0,,0.0,,0.0,0.0,8000.0,,1160.0,0.0,0.0,0.0
1975,0.0,0.0,0.0,250.0,250.0,10150.0,1800.0,0.0,,66200.0,40000.0,0.0,,200.0,1010.0,6200.0,1692.0,230.0,,201877.0,0.0,0.0,300000.0,4000.0,,2050.0,0.0,0.0,0.0,,,378443.0,0.0,58390.0,0.0,397909.0,802.0,0.0,3000.0,0.0,800.0,6400.0,,6229.0,0.0,0.0,0.0,5770.0,0.0,0.0,16.0,,,0.0,17486.0,14338.0,0.0,85900.0,,0.0,0.0,464719.0,0.0,0.0,11000.0,8375.0,12000.0,,0.0,,,176800.0,0.0,,,0.0,,195400.0,5590.0,,230.0,,0.0,,,319600.0,2000.0,0.0,9000.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,160.0,11000.0,0.0,6000.0,44300.0,225.0,,12600.0,0.0,,,,,6200.0,,70349.0,0.0,,0.0,,0.0,,0.0,0.0,8000.0,,1130.0,0.0,0.0,0.0
1976,0.0,0.0,0.0,500.0,500.0,10400.0,1900.0,0.0,,74200.0,40000.0,0.0,,200.0,1060.0,6400.0,1600.0,235.0,,206300.0,0.0,0.0,200000.0,4000.0,,2050.0,0.0,0.0,0.0,,,392653.0,0.0,69434.0,0.0,406432.0,161.0,0.0,3000.0,0.0,800.0,6600.0,,6825.0,0.0,0.0,0.0,6270.0,0.0,0.0,16.0,,,0.0,21989.0,14855.0,0.0,89800.0,,0.0,0.0,482684.0,0.0,0.0,11000.0,8535.0,12000.0,,0.0,,,182150.0,0.0,,,0.0,,140500.0,6410.0,,235.0,,0.0,,,311400.0,2000.0,0.0,5000.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,200.0,18250.0,0.0,5400.0,43600.0,230.0,,13050.0,0.0,,,,,8200.0,,70463.0,0.0,,0.0,,0.0,,0.0,0.0,8500.0,,1100.0,0.0,0.0,0.0
1977,0.0,0.0,0.0,500.0,500.0,10550.0,2000.0,0.0,,86200.0,40000.0,0.0,,200.0,1160.0,6600.0,1645.0,235.0,,208320.0,0.0,0.0,150000.0,4000.0,,2100.0,0.0,0.0,0.0,,,389702.0,0.0,71925.0,0.0,412805.0,371.0,0.0,3000.0,0.0,800.0,6800.0,,6349.0,0.0,0.0,0.0,19265.0,0.0,0.0,18.0,,,0.0,24770.0,19246.0,0.0,86900.0,,0.0,0.0,495756.0,0.0,0.0,11300.0,8601.0,14000.0,,0.0,,,192870.0,0.0,,,0.0,,167500.0,6920.0,,235.0,,0.0,,,306000.0,2000.0,0.0,7846.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,300.0,10400.0,0.0,5800.0,43300.0,230.0,,14100.0,0.0,,,,,8200.0,,70784.0,0.0,,0.0,,0.0,,0.0,0.0,9000.0,,1080.0,0.0,0.0,0.0
1978,0.0,0.0,0.0,1000.0,1000.0,10700.0,2500.0,0.0,,86200.0,40000.0,0.0,,200.0,1270.0,6800.0,1625.0,235.0,,210060.0,0.0,0.0,110000.0,4000.0,,2590.0,0.0,0.0,0.0,,,408895.0,0.0,82511.0,0.0,416988.0,325.0,0.0,3000.0,0.0,800.0,7000.0,,5425.0,0.0,0.0,0.0,26000.0,0.0,0.0,20.0,,,0.0,27507.0,19504.0,0.0,123900.0,,0.0,0.0,515813.0,0.0,0.0,11500.0,5091.0,14000.0,,0.0,,,206470.0,0.0,,,0.0,,115500.0,6540.0,,235.0,,0.0,,,298600.0,2000.0,0.0,10000.0,,0.0,500.0,,,0.0,0.0,0.0,,0.0,0.0,,400.0,7100.0,0.0,5570.0,43200.0,235.0,,13950.0,0.0,,,,,8200.0,,71021.0,0.0,,0.0,,0.0,,0.0,0.0,9000.0,,1060.0,0.0,0.0,0.0
1979,0.0,0.0,0.0,1100.0,1100.0,10815.0,3500.0,0.0,,53200.0,40000.0,0.0,,200.0,1390.0,7000.0,1625.0,235.0,,213380.0,0.0,0.0,120000.0,4000.0,,2800.0,0.0,0.0,0.0,,,439692.0,0.0,87541.0,0.0,436003.0,491.0,0.0,3000.0,0.0,800.0,7200.0,,3441.0,0.0,0.0,0.0,36020.0,0.0,0.0,25.0,,,0.0,33644.0,21873.0,0.0,132900.0,,0.0,0.0,543420.0,0.0,0.0,11500.0,5225.0,14000.0,,0.0,8.0,,221080.0,0.0,,,0.0,,101600.0,6720.0,,235.0,,0.0,100.0,,296900.0,2000.0,0.0,10000.0,,0.0,1000.0,,,0.0,0.0,0.0,,0.0,70.0,,600.0,8100.0,0.0,5190.0,43800.0,240.0,,14000.0,0.0,,,,,8200.0,,64328.0,0.0,,0.0,,0.0,,0.0,0.0,9000.0,,1030.0,0.0,0.0,0.0
1980,0.0,0.0,0.0,2430.0,2430.0,10964.0,4500.0,0.0,,44400.0,40000.0,0.0,,200.0,1490.0,7200.0,1540.0,235.0,,159400.0,0.0,0.0,130000.0,4500.0,,2800.0,0.0,0.0,0.0,,,467376.0,0.0,116808.0,0.0,427948.0,235.0,0.0,3000.0,0.0,800.0,7400.0,,2932.0,0.0,0.0,0.0,38150.0,0.0,1790.0,25.0,,,0.0,42355.0,27516.0,0.0,149500.0,,0.0,0.0,551929.0,0.0,0.0,11500.0,5360.0,16000.0,,0.0,13.0,,224880.0,0.0,,,0.0,,75600.0,6680.0,,235.0,,0.0,100.0,,291200.0,2000.0,0.0,10000.0,,0.0,1000.0,,,70000.0,0.0,0.0,,0.0,100.0,,800.0,8700.0,0.0,5320.0,44100.0,245.0,,13650.0,0.0,,,,,9200.0,,64515.0,0.0,,0.0,,0.0,,26000.0,0.0,9500.0,,1000.0,0.0,0.0,0.0
1981,0.0,0.0,0.0,2950.0,2950.0,11083.0,5500.0,0.0,,41650.0,40000.0,0.0,,200.0,1490.0,7400.0,1790.0,240.0,,176774.0,0.0,0.0,130000.0,5500.0,,2800.0,0.0,0.0,0.0,,,484465.0,0.0,138463.0,0.0,426315.0,128.0,0.0,3000.0,0.0,1200.0,7600.0,,994.0,0.0,0.0,0.0,35600.0,0.0,68.0,23.0,,,0.0,47038.0,32181.0,0.0,153110.0,,0.0,0.0,555745.0,0.0,0.0,11600.0,5766.0,22000.0,,0.0,15.0,,223140.0,0.0,,,0.0,,102700.0,9700.0,,240.0,,0.0,150.0,,287600.0,2000.0,0.0,10000.0,,0.0,3500.0,,,89000.0,0.0,0.0,,0.0,130.0,,1200.0,15960.0,0.0,4631.0,43800.0,250.0,,13700.0,0.0,,,,124.0,10700.0,,63735.0,0.0,,0.0,,0.0,,25000.0,0.0,13000.0,,980.0,0.0,0.0,0.0
1982,0.0,0.0,0.0,2480.0,2480.0,11172.0,6500.0,0.0,,32900.0,40000.0,0.0,,200.0,1490.0,7600.0,2015.0,240.0,,167700.0,0.0,0.0,110000.0,6000.0,,2800.0,0.0,0.0,0.0,,,503043.0,0.0,187542.0,0.0,424539.0,130.0,0.0,3000.0,0.0,1200.0,7800.0,,399.0,0.0,0.0,0.0,32080.0,0.0,680.0,40.0,,,0.0,47849.0,28289.0,0.0,129422.0,,0.0,0.0,561093.0,0.0,0.0,12000.0,5766.0,22000.0,,0.0,125.0,,230220.0,0.0,,,0.0,,78700.0,9720.0,,240.0,,0.0,300.0,,283000.0,2000.0,0.0,20000.0,,0.0,2500.0,,,90000.0,0.0,0.0,,0.0,130.0,,1500.0,15450.0,0.0,4850.0,43500.0,255.0,,13350.0,0.0,,,,130.0,18300.0,,62177.0,0.0,,0.0,,0.0,,25000.0,0.0,15000.0,,950.0,0.0,0.0,0.0
1983,0.0,0.0,0.0,2560.0,2560.0,11293.0,7500.0,0.0,,24100.0,40000.0,0.0,,200.0,1530.0,7800.0,2087.0,240.0,,258350.0,0.0,0.0,63000.0,6500.0,,2800.0,0.0,0.0,0.0,,,514492.0,0.0,193563.0,0.0,428296.0,278.0,0.0,3000.0,0.0,1200.0,8000.0,,2555.0,0.0,0.0,0.0,34000.0,0.0,250.0,40.0,,,0.0,48800.0,26982.0,0.0,142592.0,,0.0,0.0,563376.0,0.0,0.0,12000.0,5820.0,22000.0,,0.0,150.0,,238110.0,0.0,,,0.0,,63800.0,9670.0,,240.0,,0.0,500.0,,212098.0,2000.0,0.0,10000.0,,0.0,3500.0,,,91300.0,0.0,0.0,,0.0,130.0,,1700.0,18030.0,0.0,4770.0,43300.0,260.0,,13200.0,0.0,,,,130.0,31300.0,,61395.0,0.0,,0.0,,0.0,,20000.0,0.0,20000.0,,924.0,0.0,0.0,0.0
1984,0.0,0.0,0.0,3300.0,3300.0,11500.0,8500.0,0.0,,34300.0,40000.0,0.0,,200.0,1485.0,7900.0,2215.0,240.0,,310000.0,0.0,0.0,36000.0,6500.0,,2800.0,0.0,0.0,0.0,,,518953.0,0.0,271240.0,0.0,431999.0,268.0,0.0,3000.0,0.0,1200.0,8100.0,,4171.0,0.0,0.0,0.0,33300.0,0.0,525.0,42.0,,,0.0,54600.0,29872.0,0.0,143740.0,,0.0,0.0,568002.0,0.0,0.0,12000.0,5834.0,45000.0,,0.0,240.0,,247570.0,0.0,,,0.0,,85800.0,9830.0,,240.0,,0.0,850.0,,210112.0,2000.0,0.0,10000.0,,0.0,3000.0,,,92100.0,0.0,0.0,,0.0,200.0,,2000.0,16490.0,0.0,4570.0,42900.0,265.0,,13850.0,0.0,,,,130.0,60300.0,,61519.0,0.0,,0.0,,0.0,,20000.0,0.0,20000.0,,900.0,0.0,0.0,0.0
1985,58600.0,840.0,170.0,3950.0,3950.0,11914.0,20400.0,0.0,,26800.0,40100.0,3500.0,,200.0,1700.0,8200.0,4554.0,285.0,,161014.0,3500.0,760.0,43700.0,7500.0,,2800.0,9180.0,3535.0,0.0,,,526768.0,0.0,158444.0,0.0,431620.0,914.0,0.0,3000.0,58000.0,1200.0,8400.0,,3500.0,80520.0,12600.0,36050.0,34720.0,0.0,1663.0,43.0,,,5000.0,25066.0,29147.0,22900.0,149955.0,,0.0,0.0,607600.0,146800.0,0.0,12200.0,4334.0,47000.0,,20.0,300.0,,325450.0,0.0,,,3020.0,,63900.0,13900.0,,240.0,,30000.0,600.0,,229699.0,2000.0,5280.0,10000.0,,146800.0,3000.0,,,99000.0,0.0,8700.0,,0.0,250.0,,2100.0,21100.0,4500.0,5000.0,42200.0,270.0,,14400.0,2000.0,,,,134.0,91200.0,,61764.0,18000.0,,3000.0,,190.0,,27000.0,45.0,22000.0,,15670.0,0.0,0.0,2300.0
1986,64700.0,840.0,170.0,4300.0,4300.0,12033.0,21400.0,0.0,,31800.0,40300.0,3000.0,,200.0,1780.0,8200.0,5525.0,295.0,,162007.0,3500.0,820.0,52000.0,7500.0,,2800.0,9195.0,3535.0,0.0,,,538379.0,0.0,184668.0,0.0,441971.0,439.0,0.0,3000.0,58000.0,1300.0,8400.0,,2634.0,80555.0,12600.0,36650.0,31305.0,0.0,1758.0,44.0,,,5000.0,27300.0,38535.0,24400.0,159507.0,,0.0,0.0,610100.0,155000.0,0.0,12500.0,4348.0,50000.0,,40.0,400.0,,330110.0,0.0,,,3020.0,,45900.0,13940.0,,250.0,,45000.0,750.0,,231540.0,2000.0,5280.0,10000.0,,155000.0,3000.0,,,99800.0,0.0,8200.0,600.0,0.0,250.0,,2200.0,20860.0,4500.0,4430.0,41400.0,275.0,,13300.0,2700.0,,,,138.0,116300.0,,61153.0,18000.0,,3500.0,,190.0,,26000.0,45.0,30000.0,,17245.0,0.0,0.0,2300.0
