,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Yemen,South Africa,Lao People's Democratic Republic,Zambia,Botswana,Somalia,Suriname,Albania,Brazil,Mozambique,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,New Caledonia,Central African Republic,Bahamas,Honduras,Jamaica,Ecuador,Swaziland,Indonesia,Seychelles,Turkey,Jordan,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Spain,Democratic Republic of the Congo,Tunisia,Sudan,Mali,Congo,Martinique,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,Ghana,Philippines,"China, mainland",French Polynesia,Madagascar,Cyprus,Guinea-Bissau,Rwanda,Bosnia and Herzegovina,Portugal,Guatemala,Cuba,Puerto Rico,United States of America,Bhutan,Dominica,Iraq,New Zealand,India,Timor-Leste,Senegal,United Republic of Tanzania,Paraguay,Nepal,Libya,Costa Rica,Bangladesh,Italy,Saint Lucia,Benin,Occupied Palestinian Territory,Cambodia,Serbia and Montenegro,Sudan (former),Morocco,Chile,Malta,Uruguay,Zimbabwe,Lebanon,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Afghanistan,Trinidad and Tobago,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Russian Federation,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Cook Islands,Kuwait,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,China,Liberia
1971,47500.0,,74074.0,200000.0,167059.0,,106189.0,8667.0,142857.0,138678.0,,33333.0,37141.0,,170490.0,60377.0,33846.0,31250.0,60909.0,75527.0,,150954.0,36000.0,164551.0,72200.0,,,160345.0,,,,48250.0,99625.0,166088.0,58824.0,41613.0,,184591.0,63366.0,50000.0,142263.0,200000.0,,50000.0,131420.0,,,144823.0,149405.0,,,21795.0,28235.0,30769.0,,63987.0,66667.0,,48500.0,134695.0,67895.0,26646.0,24074.0,138000.0,70867.0,220811.0,,,,58873.0,,,,208536.0,40777.0,,,44442.0,127551.0,,30000.0,,,,120856.0,80000.0,59444.0,163946.0,,47727.0,,,,85714.0,,102381.0,,,30263.0,193162.0,69209.0,111148.0,348200.0,,187622.0,73469.0,35983.0,,,,50000.0,67500.0,,79452.0,,,73111.0,48455.0,103749.0,100865.0,70000.0,,18175.0,100000.0,85814.0,,36662.0,28811.0
1972,65000.0,,83320.0,200000.0,153165.0,,111254.0,8667.0,142857.0,132520.0,,35000.0,37498.0,,205523.0,60714.0,35385.0,31250.0,61818.0,82738.0,,159750.0,32222.0,151063.0,95000.0,,,161017.0,,,,54921.0,100193.0,138579.0,62353.0,54815.0,,193073.0,122388.0,50000.0,134369.0,200000.0,,50000.0,175871.0,,,180335.0,162024.0,,,21795.0,29412.0,30769.0,,42173.0,66667.0,,48506.0,126121.0,64286.0,32597.0,26429.0,146000.0,98250.0,179895.0,,,,80945.0,,,,213651.0,40566.0,,,52420.0,130000.0,,21050.0,,,,118105.0,79487.0,67500.0,165891.0,,45652.0,,,,79347.0,,102381.0,,,31250.0,225416.0,68711.0,129418.0,398446.0,,162697.0,88119.0,48387.0,,,,50000.0,67200.0,,80000.0,,,74841.0,50000.0,104379.0,90541.0,70000.0,,19157.0,100000.0,80824.0,,43250.0,29459.0
1973,67500.0,,83360.0,200000.0,188184.0,,115543.0,8000.0,142857.0,145571.0,,36667.0,38547.0,,189473.0,60714.0,34286.0,31250.0,63636.0,82798.0,,109741.0,33333.0,185760.0,97500.0,,,163934.0,,,,58696.0,90031.0,121050.0,64706.0,50294.0,,181537.0,111547.0,50000.0,149659.0,200000.0,,49020.0,145709.0,,,155617.0,163256.0,,,22500.0,30588.0,30769.0,,67003.0,67742.0,,48936.0,122533.0,65306.0,36465.0,26071.0,155000.0,98171.0,236540.0,,,,78503.0,,,,252295.0,40741.0,,,63270.0,120000.0,,45400.0,,,,114560.0,80000.0,38950.0,158216.0,,47826.0,,,,79349.0,,100331.0,,,31707.0,271478.0,68579.0,130924.0,393200.0,,220791.0,89806.0,26208.0,,,,45000.0,66923.0,,79474.0,,,94919.0,47500.0,107506.0,162162.0,70000.0,,26347.0,100000.0,119535.0,,45332.0,30270.0
1974,135556.0,,83360.0,200000.0,170349.0,,119182.0,11765.0,142857.0,158652.0,,32857.0,77058.0,,216710.0,60345.0,35714.0,31250.0,64545.0,75057.0,,167594.0,41667.0,168153.0,100000.0,,,166667.0,,,,58696.0,103445.0,187953.0,58824.0,49701.0,,192308.0,104557.0,50000.0,149973.0,200000.0,,50000.0,194321.0,,,140806.0,157143.0,,,22500.0,30000.0,29412.0,,71590.0,68750.0,,49703.0,122450.0,65108.0,31899.0,27000.0,152857.0,84117.0,192967.0,,,,68871.0,,,,243245.0,40909.0,,,69432.0,127451.0,,46154.0,,,,135785.0,81250.0,37292.0,170689.0,,50000.0,,,,90000.0,,102643.0,,,33333.0,306511.0,68720.0,129934.0,397633.0,,186552.0,89474.0,40060.0,,,,50000.0,64286.0,,80413.0,,,93451.0,50000.0,88238.0,102941.0,70000.0,,17715.0,100000.0,87061.0,,46343.0,31081.0
1975,160417.0,,124524.0,200000.0,191597.0,,106335.0,11765.0,142857.0,107740.0,,34286.0,79113.0,,204796.0,59259.0,37143.0,33333.0,66364.0,64233.0,,156580.0,33333.0,189413.0,119120.0,,,167683.0,,,,57732.0,99632.0,182655.0,58824.0,56364.0,,200000.0,75962.0,50000.0,142498.0,200000.0,,50000.0,183806.0,,,143255.0,155376.0,,,22500.0,31111.0,29412.0,,61161.0,69697.0,,49818.0,114072.0,65108.0,30243.0,27000.0,149444.0,93941.0,186958.0,,,,71534.0,,,,266435.0,40708.0,,,79944.0,117347.0,,50000.0,,,,126945.0,85000.0,36874.0,156265.0,,50000.0,,,,88571.0,,104454.0,,,35714.0,293333.0,68690.0,120244.0,362778.0,,222299.0,89524.0,39735.0,,,,50000.0,55172.0,,79821.0,,,96598.0,50000.0,96971.0,108571.0,70000.0,,17407.0,100000.0,91246.0,,45102.0,31053.0
1976,128000.0,,162429.0,200000.0,204250.0,,95585.0,10000.0,140000.0,107344.0,,35714.0,78508.0,,222258.0,60714.0,36000.0,35000.0,66364.0,62069.0,,169084.0,33333.0,200820.0,121472.0,,,176748.0,,,,54545.0,99359.0,180397.0,58824.0,47500.0,,200000.0,47139.0,50556.0,117155.0,200000.0,,50000.0,186789.0,,,127868.0,156489.0,,,23171.0,31111.0,29412.0,,88707.0,70588.0,,53097.0,112610.0,65000.0,38956.0,22333.0,144444.0,54481.0,207407.0,,,,60158.0,,,,277384.0,40517.0,,,74615.0,137255.0,,50000.0,,,,118241.0,82353.0,36971.0,179570.0,,50000.0,,,,86667.0,,101480.0,,,31250.0,293333.0,67740.0,130081.0,361203.0,,205393.0,83810.0,43226.0,,,,49524.0,57432.0,,79688.0,,,92926.0,50000.0,111274.0,77450.0,70000.0,,19209.0,90000.0,75963.0,,43606.0,31579.0
1977,226000.0,40000.0,118000.0,187500.0,178708.0,,77996.0,10000.0,140000.0,107671.0,,37143.0,78620.0,,186114.0,60377.0,37333.0,36364.0,62500.0,68919.0,,169897.0,33333.0,175933.0,114344.0,,,177615.0,,,,53333.0,100100.0,221689.0,56471.0,64646.0,,232143.0,145652.0,50556.0,97013.0,187500.0,,49778.0,185721.0,,,135845.0,168471.0,,,23171.0,32222.0,28571.0,,97846.0,71429.0,,56034.0,110641.0,63333.0,41885.0,30968.0,150500.0,63244.0,230776.0,50000.0,,,66128.0,,,,282801.0,40678.0,,,71649.0,119789.0,,50000.0,,,,108497.0,82386.0,37261.0,154526.0,,48000.0,,,,84000.0,,111842.0,,,34118.0,275000.0,68586.0,122604.0,360835.0,,162135.0,49524.0,22000.0,,,,48182.0,59459.0,,80000.0,,,108281.0,50000.0,112724.0,76211.0,70000.0,,19088.0,90000.0,75988.0,,48842.0,32632.0
1978,177273.0,40000.0,101786.0,200000.0,194830.0,,101980.0,14000.0,140000.0,112020.0,,33750.0,71333.0,,219476.0,62000.0,36250.0,37500.0,62500.0,39833.0,,172195.0,33333.0,192539.0,198472.0,,,177837.0,,,,52308.0,103469.0,217470.0,51765.0,70968.0,,232897.0,91776.0,51111.0,121109.0,200000.0,,50000.0,181213.0,,,127196.0,169643.0,,,23171.0,31579.0,28571.0,,75524.0,71429.0,,65981.0,108361.0,70000.0,44391.0,27879.0,166667.0,58291.0,220580.0,57143.0,,,54503.0,,,,263283.0,40984.0,,,111792.0,116304.0,,50000.0,,,,117611.0,82222.0,35447.0,140549.0,,48000.0,,,,80000.0,,109796.0,,,32530.0,283951.0,67782.0,127300.0,372645.0,,200278.0,72727.0,23279.0,,,,46957.0,60867.0,,80069.0,,,107102.0,50000.0,115574.0,60168.0,70000.0,,24985.0,90000.0,66762.0,,45963.0,33158.0
1979,330000.0,40000.0,95714.0,200000.0,199218.0,,100395.0,14357.0,140000.0,115940.0,,35000.0,73871.0,10678.0,208539.0,60000.0,37500.0,37500.0,64167.0,46521.0,,177791.0,33333.0,196394.0,217095.0,,,179796.0,,,,52000.0,97575.0,218075.0,50588.0,69677.0,50000.0,240003.0,115229.0,51111.0,156561.0,200000.0,,50000.0,109972.0,,,155817.0,171951.0,,,23171.0,31579.0,29167.0,,95810.0,71429.0,,69600.0,103659.0,57895.0,41948.0,26600.0,180000.0,84068.0,212290.0,57143.0,,,62751.0,,,,256294.0,40976.0,,,107691.0,124176.0,,50541.0,,,,112222.0,82222.0,35387.0,165118.0,,48000.0,,,,93333.0,,113556.0,,,35294.0,300000.0,67560.0,138050.0,400645.0,,194064.0,71782.0,23279.0,,,,47321.0,55484.0,,80184.0,,,107311.0,50000.0,112951.0,60100.0,70000.0,,31745.0,86957.0,68364.0,,40666.0,34211.0
1980,125000.0,40000.0,93333.0,200000.0,202109.0,,103510.0,14357.0,140000.0,110126.0,,36250.0,76143.0,10588.0,202517.0,60000.0,36471.0,37500.0,65000.0,57042.0,,189341.0,36667.0,198896.0,202476.0,,119728.0,181532.0,,,,48533.0,100370.0,211762.0,52941.0,69279.0,50000.0,235380.0,237502.0,51667.0,135253.0,200000.0,,50000.0,207010.0,,,146490.0,172840.0,,,23810.0,31579.0,29630.0,,90745.0,71429.0,,74227.0,85292.0,62429.0,46077.0,30000.0,165385.0,81355.0,181208.0,54545.0,,,74000.0,105263.0,,,329084.0,40968.0,,,101191.0,123263.0,,50000.0,,,,110085.0,81522.0,35078.0,150215.0,,48000.0,,,,118070.0,,112762.0,,,34118.0,293333.0,68454.0,162651.0,394650.0,,206959.0,74257.0,21365.0,,,,47273.0,53397.0,,82413.0,,,114031.0,52667.0,107648.0,31500.0,70000.0,,35577.0,84000.0,52097.0,,44509.0,34737.0
1981,243200.0,40000.0,87941.0,200000.0,206065.0,,98281.0,12857.0,141509.0,109861.0,,37500.0,72573.0,10535.0,215688.0,60606.0,37647.0,37500.0,66667.0,51090.0,,197935.0,41667.0,202490.0,214755.0,,112648.0,190000.0,,,,52000.0,100000.0,208576.0,58824.0,84566.0,50000.0,225000.0,223077.0,52222.0,131792.0,200000.0,,50000.0,228992.0,,,128478.0,167059.0,,,23810.0,33333.0,33333.0,,96947.0,71429.0,,84375.0,95812.0,55248.0,52732.0,32000.0,172727.0,83269.0,230125.0,57143.0,,,68750.0,125000.0,,,295859.0,41290.0,,,105066.0,117379.0,,50000.0,,,,121787.0,81720.0,35084.0,170555.0,,48000.0,,,,119062.0,,105973.0,,,36364.0,266667.0,67529.0,125693.0,341663.0,,148724.0,75253.0,21406.0,,,,47321.0,44563.0,,77952.0,,,112850.0,50000.0,109163.0,66800.0,70000.0,,25030.0,84615.0,70460.0,,42039.0,35263.0
1982,216667.0,40000.0,75000.0,200000.0,177508.0,,99828.0,12462.0,83125.0,109344.0,,35556.0,72573.0,10680.0,204567.0,60606.0,37647.0,38462.0,66667.0,53702.0,,196591.0,36667.0,174788.0,214229.0,,102974.0,180003.0,,,,53294.0,96844.0,198945.0,63529.0,88750.0,55000.0,231532.0,187683.0,52778.0,170178.0,200000.0,,50000.0,227849.0,,,148259.0,165517.0,,,23810.0,33333.0,30727.0,,99526.0,70000.0,,94286.0,92700.0,50896.0,58763.0,32143.0,166667.0,84211.0,239092.0,58824.0,,,80000.0,137500.0,,,219253.0,41231.0,,,110865.0,117570.0,,50000.0,,,,120197.0,96250.0,34806.0,145116.0,,48000.0,,,,113403.0,,113062.0,,,35227.0,273333.0,66981.0,138991.0,453774.0,,190876.0,75263.0,21760.0,,,,47522.0,64242.0,,87979.0,,,113857.0,52000.0,122620.0,22850.0,70000.0,,21819.0,88889.0,45339.0,,44318.0,35385.0
1983,284397.0,40000.0,80000.0,200000.0,188071.0,,95509.0,12308.0,113758.0,117758.0,,37778.0,72573.0,10680.0,193447.0,60000.0,36667.0,38462.0,63077.0,62172.0,,187610.0,33333.0,184782.0,240196.0,,108859.0,190017.0,,,,51111.0,95994.0,144260.0,56471.0,76210.0,62500.0,240662.0,250598.0,53333.0,174128.0,200000.0,,50000.0,203346.0,,,190082.0,165909.0,,,24419.0,34118.0,28917.0,,112444.0,77143.0,,97018.0,86008.0,79815.0,49211.0,41467.0,163333.0,84239.0,224810.0,57143.0,,,81250.0,137500.0,,,284201.0,41176.0,,,100236.0,108640.0,,48750.0,,,,112989.0,98101.0,36438.0,222030.0,,48000.0,,,,108333.0,,111479.0,,,36667.0,274667.0,67432.0,136528.0,396103.0,,212323.0,76923.0,21935.0,,,,47826.0,72121.0,,86831.0,,,120071.0,50444.0,112470.0,200000.0,70000.0,,50877.0,92593.0,90305.0,,51775.0,35897.0
1984,183938.0,41667.0,91061.0,200000.0,174929.0,,95253.0,11833.0,115652.0,152950.0,,40000.0,71333.0,11097.0,193396.0,61111.0,36667.0,38462.0,63846.0,56410.0,,204779.0,33333.0,172640.0,201087.0,,105510.0,170671.0,,,,50526.0,90927.0,125756.0,55294.0,79554.0,67500.0,248149.0,191429.0,51053.0,158978.0,200000.0,,50000.0,240401.0,,,122870.0,164444.0,,,24419.0,34118.0,32375.0,,119600.0,78571.0,,99679.0,104719.0,66667.0,54294.0,42353.0,136667.0,84223.0,272290.0,43333.0,,,84375.0,153846.0,,,235735.0,49270.0,,,106218.0,117130.0,,48250.0,,,,112592.0,101974.0,36186.0,149112.0,,50000.0,,,,100000.0,,116505.0,,,36667.0,275000.0,67754.0,129275.0,426667.0,,206950.0,76571.0,21935.0,,,,47244.0,64706.0,,36946.0,,,113069.0,50000.0,110125.0,200000.0,70000.0,,24359.0,94545.0,91374.0,,50860.0,35897.0
1985,75789.0,41667.0,166732.0,71429.0,190967.0,116277.0,95802.0,11034.0,149874.0,141930.0,,42222.0,71250.0,11239.0,199839.0,63889.0,37778.0,38462.0,64615.0,56635.0,44000.0,214373.0,33333.0,188519.0,198456.0,,101272.0,175567.0,,33500.0,,50000.0,99136.0,130133.0,52941.0,66902.0,75000.0,163961.0,163445.0,51579.0,152780.0,71429.0,42593.0,54667.0,185223.0,,58182.0,171165.0,150000.0,135556.0,,24419.0,34118.0,44207.0,129921.0,66924.0,77143.0,31343.0,123553.0,105093.0,66667.0,51603.0,38750.0,146667.0,84189.0,242926.0,35000.0,,,86875.0,161538.0,78152.0,295740.0,243868.0,43333.0,55000.0,50645.0,115385.0,117391.0,,48889.0,,263925.0,,111111.0,106667.0,34712.0,205765.0,27273.0,48000.0,,42353.0,,96667.0,163333.0,119048.0,,93750.0,38947.0,292683.0,67954.0,137004.0,422870.0,116333.0,185859.0,75294.0,45333.0,,,,47287.0,65450.0,,33693.0,55548.0,29222.0,113234.0,52000.0,138681.0,200000.0,70000.0,51300.0,20590.0,96429.0,90178.0,,47126.0,36923.0
1986,181921.0,41667.0,173442.0,28571.0,214097.0,118463.0,95526.0,11034.0,156970.0,151885.0,,44444.0,73333.0,17259.0,198546.0,63889.0,38889.0,38462.0,65385.0,55043.0,46333.0,188398.0,33333.0,210132.0,199771.0,,121010.0,169017.0,,33750.0,,50476.0,98613.0,66095.0,58824.0,74578.0,75000.0,248616.0,249157.0,52105.0,149115.0,28571.0,44444.0,55333.0,244450.0,,58182.0,175460.0,145455.0,167778.0,,24444.0,35625.0,33553.0,132183.0,121194.0,77143.0,36773.0,128445.0,109986.0,58333.0,55017.0,38012.0,170000.0,78752.0,209096.0,40000.0,,,85001.0,171053.0,81613.0,300554.0,298464.0,41538.0,73186.0,46571.0,98888.0,128190.0,,51111.0,,250729.0,,120000.0,110959.0,33913.0,212753.0,28182.0,48000.0,,44706.0,,93750.0,158627.0,121902.0,,106250.0,42105.0,262195.0,66894.0,120332.0,357255.0,128571.0,206434.0,78313.0,45333.0,,,,46970.0,65882.0,,34729.0,54903.0,38778.0,115575.0,50000.0,144019.0,200000.0,70000.0,49700.0,13775.0,96552.0,86227.0,,43257.0,35897.0
