,Kenya,Bolivia (Plurinational State of),Peru,Guyana,Cameroon,Grenada,Tonga,Dominican Republic,Martinique,Lao People's Democratic Republic,Pacific Islands Trust Territory,Liberia,Malawi,Venezuela (Bolivarian Republic of),Melanesia,Guadeloupe,New Caledonia,Belize,Democratic Republic of the Congo,Bahamas,Guatemala,Nigeria,French Guiana,Myanmar,Haiti,Costa Rica,Guinea,Cuba,El Salvador,Dominica,Rwanda,Equatorial Guinea,Congo,Gabon,Cayman Islands,Ecuador,Honduras,Central African Republic,Puerto Rico,Sri Lanka,Suriname,Côte d'Ivoire,Colombia,Trinidad and Tobago,Jamaica,United Republic of Tanzania,Micronesia (Federated States of),Guinea-Bissau,Saint Lucia,Sierra Leone,Saint Vincent and the Grenadines,Panama,Micronesia,Ghana,Polynesia,Nicaragua,Uganda
1971,10000.0,104000.0,919022.0,24789.0,762898.0,181.0,5300.0,544718.0,2800.0,-1,400.0,24000.0,68000.0,377509.0,3700.0,2000.0,3700.0,-1.0,1255800.0,-1.0,43000.0,1008000.0,3700.0,171252.0,240000.0,55000.0,280000.0,45952.0,3198.0,-1.0,1679260.0,-1.0,29000.0,115000.0,-1.0,440144.0,87545.0,54000.0,64800.0,440000.0,1980.0,670000.0,1517300.0,3100.0,23836.0,359000.0,-1.0,24000.0,-1.0,15000.0,39.0,100215.0,400.0,820000.0,5300.0,65000.0,7557000.0
1972,10000.0,109000.0,736275.0,23587.0,840000.0,210.0,5300.0,532065.0,2900.0,-1,400.0,24000.0,72000.0,371969.0,3500.0,2000.0,3500.0,-1.0,1296700.0,-1.0,45000.0,994000.0,3700.0,164547.0,245000.0,65000.0,300000.0,117686.0,4000.0,-1.0,1680558.0,-1.0,32000.0,115000.0,-1.0,435745.0,94349.0,55000.0,59400.0,415741.0,1922.0,690000.0,1562300.0,2800.0,26461.0,311500.0,-1.0,25000.0,-1.0,15000.0,57.0,103823.0,400.0,850000.0,5300.0,67000.0,7634000.0
1973,10000.0,116800.0,729842.0,24947.0,889128.0,235.0,5000.0,530204.0,3000.0,-1,400.0,24000.0,76000.0,368932.0,3500.0,6500.0,3500.0,-1.0,1325100.0,-1.0,47000.0,996000.0,1400.0,161619.0,250000.0,82812.0,280000.0,111515.0,5000.0,-1.0,1767326.0,-1.0,32000.0,120000.0,-1.0,446777.0,102241.0,56500.0,62100.0,429969.0,2794.0,660000.0,1653100.0,2608.0,25427.0,296000.0,-1.0,25000.0,-1.0,15000.0,100.0,98505.0,400.0,930000.0,5000.0,68000.0,8126000.0
1974,10000.0,124550.0,743150.0,9979.0,1070534.0,239.0,5000.0,538135.0,3100.0,-1,400.0,26500.0,80000.0,382311.0,3500.0,6500.0,3500.0,-1.0,1345400.0,-1.0,50000.0,1018000.0,1400.0,173532.0,250000.0,70000.0,250000.0,91724.0,6000.0,-1.0,1648458.0,-1.0,33000.0,120000.0,-1.0,426900.0,95619.0,57000.0,58050.0,525795.0,834.0,720000.0,1678900.0,2722.0,26091.0,347000.0,-1.0,25000.0,-1.0,16000.0,150.0,99181.0,400.0,985000.0,5000.0,70000.0,8879000.0
1975,12000.0,140500.0,707720.0,14742.0,900000.0,242.0,3300.0,492855.0,3200.0,-1,400.0,28000.0,85000.0,369729.0,3500.0,6500.0,3500.0,-1.0,1385000.0,-1.0,46000.0,1016000.0,1540.0,174849.0,255000.0,66782.0,250000.0,81394.0,7925.0,-1.0,1734070.0,-1.0,33800.0,122000.0,-1.0,405820.0,83008.0,58000.0,65340.0,806801.0,950.0,1168000.0,1791700.0,3334.0,17763.0,364500.0,-1.0,26000.0,-1.0,16000.0,200.0,99875.0,400.0,1246000.0,3300.0,81236.0,9106000.0
1976,12000.0,147000.0,711065.0,14062.0,768000.0,255.0,3500.0,563483.0,3100.0,-1,400.0,30000.0,91000.0,362904.0,3600.0,6500.0,3600.0,-1.0,1417500.0,-1.0,47000.0,1022000.0,700.0,183849.0,265000.0,65408.0,300000.0,90061.0,9300.0,2350.0,1820163.0,-1.0,34200.0,125000.0,-1.0,410062.0,94984.0,60000.0,64800.0,868875.0,1572.0,1118000.0,1852000.0,3300.0,15173.0,575000.0,-1.0,26000.0,-1.0,17000.0,261.0,100881.0,400.0,1256000.0,3500.0,82540.0,8137000.0
1977,12000.0,153000.0,754792.0,19505.0,864000.0,258.0,4000.0,531460.0,2900.0,-1,400.0,31000.0,95000.0,406367.0,3700.0,5000.0,3700.0,-1.0,1433100.0,-1.0,55000.0,1026000.0,700.0,208353.0,279194.0,69369.0,270000.0,85543.0,12144.0,2743.0,1896258.0,-1.0,34500.0,138000.0,-1.0,769714.0,93714.0,61000.0,65318.0,806301.0,1700.0,1058000.0,1844000.0,3400.0,18337.0,597000.0,-1.0,28000.0,-1.0,18000.0,420.0,102193.0,400.0,927000.0,4000.0,83351.0,8531000.0
1978,12000.0,107610.0,755045.0,21000.0,1100000.0,200.0,3000.0,610000.0,4375.0,-1,400.0,32000.0,101000.0,445252.0,3800.0,4700.0,3800.0,-1.0,1405000.0,-1.0,55000.0,1032000.0,700.0,183105.0,279129.0,76306.0,250000.0,98150.0,14030.0,2753.0,1931712.0,-1.0,34900.0,151800.0,12.0,796477.0,91763.0,60000.0,68040.0,775414.0,2850.0,1123000.0,2192000.0,3218.0,23271.0,586500.0,-1.0,26000.0,1733.0,19000.0,830.0,100859.0,400.0,902000.0,3000.0,80000.0,8844000.0
1979,20000.0,112265.0,749330.0,11200.0,1017000.0,398.0,4000.0,550000.0,2500.0,-1,400.0,32000.0,105000.0,436637.0,3900.0,3000.0,3900.0,-1.0,1496000.0,-1.0,51518.0,1038000.0,700.0,174659.0,301274.0,81385.0,350000.0,84198.0,15700.0,2271.0,2022992.0,-1.0,40000.0,163000.0,13.0,673025.0,96526.0,60000.0,80831.0,1435472.0,3280.0,1178000.0,2235800.0,3300.0,24379.0,584000.0,-1.0,28000.0,1160.0,20000.0,1093.0,100905.0,400.0,784000.0,4000.0,75000.0,6090000.0
1980,20000.0,117710.0,684245.0,11200.0,1020000.0,379.0,3500.0,600000.0,1500.0,-1,400.0,30000.0,110000.0,418043.0,4000.0,2500.0,4000.0,-1.0,1562500.0,-1.0,52000.0,1042000.0,700.0,176590.0,290000.0,90044.0,350000.0,88914.0,15000.0,1344.0,2063100.0,-1.0,55560.0,175200.0,15.0,750983.0,110497.0,62000.0,86274.0,1803104.0,1918.0,910000.0,2348000.0,3682.0,24855.0,592000.0,-1.0,30000.0,1256.0,22000.0,1465.0,72741.0,400.0,734000.0,3500.0,74000.0,5699000.0
1981,20000.0,119700.0,644186.0,12800.0,1030000.0,371.0,3000.0,625000.0,1800.0,-1,400.0,30000.0,120000.0,425515.0,1260.0,3940.0,1260.0,-1.0,1607500.0,-1.0,51820.0,1048000.0,700.0,170748.0,271500.0,89364.0,320000.0,86869.0,14000.0,1478.0,2321070.0,-1.0,57726.0,157000.0,20.0,761389.0,112100.0,62000.0,89540.0,1192992.0,4500.0,950000.0,2400000.0,3382.0,24143.0,600000.0,-1.0,28000.0,1493.0,23500.0,2200.0,71679.0,400.0,829000.0,3000.0,73000.0,5900000.0
1982,20000.0,100420.0,673345.0,16600.0,1000000.0,460.0,2500.0,600000.0,6600.0,-1,400.0,32000.0,130000.0,413201.0,1000.0,4380.0,1000.0,-1.0,1654000.0,-1.0,52000.0,1054000.0,700.0,184617.0,274140.0,97862.0,300000.0,79760.0,12500.0,1565.0,2378080.0,-1.0,51462.0,180000.0,21.0,753528.0,115985.0,64000.0,91010.0,934096.0,3166.0,980000.0,1991050.0,3273.0,28408.0,600000.0,-1.0,28000.0,1539.0,25500.0,1988.0,70632.0,400.0,763000.0,2500.0,72000.0,6596000.0
1983,20000.0,102450.0,580646.0,17900.0,1266215.0,423.0,2000.0,605000.0,7920.0,-1,300.0,32000.0,135000.0,419738.0,1000.0,6300.0,1000.0,-1.0,1703000.0,-1.0,53200.0,1068000.0,700.0,206038.0,279600.0,92830.0,320000.0,113734.0,11000.0,1393.0,2362500.0,-1.0,55162.0,200000.0,31.0,687212.0,118072.0,64000.0,90357.0,983504.0,3495.0,855000.0,2247850.0,3400.0,25101.0,608000.0,-1.0,28000.0,1846.0,25000.0,1743.0,46894.0,300.0,755000.0,2000.0,71000.0,6487000.0
1984,20000.0,109924.0,641921.0,20500.0,986875.0,374.0,3500.0,615000.0,8400.0,-1,300.0,32500.0,135000.0,437660.0,619.0,7540.0,619.0,-1.0,1749000.0,-1.0,53300.0,1086000.0,700.0,199703.0,265400.0,80766.0,350000.0,171910.0,9268.0,1530.0,2056000.0,-1.0,55673.0,220000.0,11.0,744007.0,122835.0,65000.0,90901.0,799040.0,5512.0,1000000.0,2086260.0,3400.0,30570.0,616000.0,-1.0,29000.0,1892.0,25000.0,3500.0,31134.0,300.0,1234000.0,3500.0,70000.0,6250000.0
1985,20000.0,156514.0,721231.0,24200.0,1237865.0,400.0,3852.0,600000.0,8400.0,-1,300.0,33000.0,140000.0,444706.0,600.0,8180.0,600.0,-1.0,1865000.0,-1.0,53200.0,1113000.0,700.0,203424.0,275400.0,78444.0,350000.0,143482.0,9754.0,1820.0,2419000.0,-1.0,54476.0,224000.0,10.0,945500.0,133854.0,65000.0,83280.0,546480.0,4963.0,1000000.0,2092540.0,3400.0,30403.0,619000.0,-1.0,29000.0,1800.0,26000.0,4222.0,30680.0,300.0,1350000.0,3852.0,69000.0,6468000.0
1986,20000.0,105700.0,734372.0,20800.0,1310136.0,652.0,4000.0,650000.0,10920.0,-1,300.0,28000.0,150000.0,426473.0,600.0,7964.0,600.0,-1.0,1870000.0,-1.0,54633.0,1127000.0,750.0,217602.0,275400.0,79831.0,350000.0,177185.0,10858.0,2161.0,2265700.0,-1.0,59158.0,230000.0,15.0,775784.0,149040.0,65000.0,89812.0,662640.0,2847.0,1010000.0,2242160.0,3500.0,30563.0,621500.0,-1.0,29000.0,1800.0,27000.0,4619.0,30232.0,300.0,1087500.0,4000.0,68000.0,6565000.0
1987,20000.0,100000.0,783749.0,22400.0,943774.0,673.0,4200.0,671900.0,9100.0,-1,300.0,24000.0,155000.0,436708.0,600.0,8204.0,600.0,-1.0,1880000.0,-1.0,55165.0,1071000.0,582.0,215836.0,280882.0,82209.0,350000.0,118051.0,11475.0,2122.0,2289800.0,-1.0,63944.0,220000.0,23.0,848415.0,159850.0,66000.0,92262.0,560304.0,8505.0,1045000.0,2449000.0,3600.0,28167.0,634000.0,-1.0,30000.0,1800.0,28000.0,2776.0,29790.0,300.0,1078600.0,4200.0,67000.0,7039000.0
1988,18000.0,164665.0,826045.0,22700.0,854011.0,677.0,4350.0,650700.0,11000.0,-1,300.0,21600.0,160000.0,474701.0,600.0,8757.0,600.0,-1.0,1900000.0,-1.0,52000.0,887000.0,1463.0,224062.0,275000.0,84507.0,350000.0,142435.0,11500.0,6217.0,2400200.0,-1.0,62790.0,230000.0,16.0,959082.0,162104.0,66000.0,93622.0,579776.0,8391.0,1048000.0,2359000.0,3600.0,26172.0,650000.0,-1.0,30000.0,1900.0,29400.0,3090.0,29355.0,300.0,1200000.0,4350.0,66000.0,7293000.0
1989,20000.0,156278.0,846393.0,22300.0,1136310.0,666.0,4500.0,709000.0,11050.0,-1,300.0,24000.0,170000.0,501913.0,600.0,5600.0,600.0,2372.0,1950000.0,-1.0,237360.0,1413000.0,2417.0,230653.0,285916.0,26800.0,370000.0,108829.0,11500.0,5595.0,3019600.0,-1.0,61597.0,235000.0,15.0,1053411.0,156216.0,67000.0,86710.0,634128.0,8766.0,1067000.0,2280600.0,3700.0,26000.0,595000.0,-1.0,31000.0,2000.0,30900.0,1990.0,51425.0,300.0,1040000.0,4500.0,65000.0,7468715.0
1990,22500.0,325000.0,702418.0,13000.0,869544.0,652.0,4650.0,311949.0,11000.0,-1,310.0,20000.0,180000.0,507434.0,620.0,6510.0,620.0,1315.0,2097000.0,-1.0,237360.0,1215000.0,2416.0,237756.0,295000.0,28140.0,385000.0,129000.0,62560.0,3258.0,-1.0,25500.0,67798.0,220000.0,21.0,1065222.0,164542.0,68000.0,57153.0,515200.0,7757.0,1086000.0,2515900.0,3682.0,27565.0,658500.0,-1.0,32000.0,1990.0,28000.0,1339.0,73494.0,310.0,799000.0,4650.0,64000.0,7842000.0
1991,22500.0,325882.0,809404.0,13000.0,958000.0,653.0,4755.0,382822.0,11900.0,-1,-1.0,21000.0,190000.0,558022.0,597.0,6319.0,597.0,3789.0,2090000.0,-1.0,247970.0,1339000.0,2450.0,259243.0,280000.0,45560.0,394915.0,143102.0,62600.0,6128.0,-1.0,26000.0,70155.0,291000.0,22.0,920536.0,168773.0,70000.0,85730.0,495552.0,17082.0,1185000.0,2560700.0,3800.0,26692.0,600000.0,-1.0,31000.0,1418.0,28000.0,1455.0,99070.0,-1.0,1178300.0,4755.0,55000.0,8080000.0
1992,25000.0,325825.0,698976.0,13000.0,1038000.0,654.0,5706.0,326764.0,14000.0,-1,-1.0,26000.0,185000.0,567810.0,602.0,6540.0,602.0,8276.0,2116900.0,-1.0,251940.0,1417000.0,2600.0,237477.0,277505.0,46900.0,405000.0,341058.0,67600.0,6637.0,-1.0,26500.0,73034.0,253000.0,28.0,974886.0,161552.0,72000.0,87090.0,497328.0,13197.0,1226000.0,2719300.0,3823.0,28469.0,635000.0,-1.0,32000.0,1382.0,28000.0,1339.0,100100.0,-1.0,1082000.0,5706.0,53000.0,7806000.0
1993,21000.0,308052.0,710237.0,13200.0,1120000.0,635.0,8142.0,414137.0,12000.0,-1,-1.0,26796.0,195000.0,541208.0,557.0,6878.0,557.0,10442.0,2185660.0,-1.0,251940.0,1623000.0,3620.0,274738.0,270000.0,50250.0,410000.0,265000.0,65000.0,8097.0,-1.0,27100.0,74936.0,238000.0,33.0,824980.0,179768.0,74000.0,85000.0,545000.0,18500.0,1233000.0,2668600.0,3853.0,35811.0,637600.0,-1.0,33000.0,1331.0,27860.0,1679.0,100000.0,-1.0,1321500.0,8142.0,40000.0,8222000.0
1994,20000.0,328515.0,845403.0,19400.0,1211158.0,658.0,3000.0,283685.0,12000.0,-1,-1.0,28000.0,190000.0,535359.0,700.0,5981.0,700.0,9000.0,2262000.0,-1.0,251940.0,1665000.0,2814.0,337605.0,290000.0,43550.0,420000.0,265000.0,62727.0,6500.0,-1.0,27600.0,77648.0,244000.0,41.0,922112.0,197938.0,76000.0,92850.0,575000.0,18928.0,1464380.0,2515000.0,3850.0,35374.0,586720.0,-1.0,33600.0,1502.0,28000.0,1603.0,105000.0,-1.0,1474690.0,3000.0,35000.0,8500000.0
1995,15000.0,339191.0,1065988.0,21200.0,1250400.0,970.0,4147.0,318158.0,13475.0,-1,-1.0,32500.0,195000.0,516086.0,900.0,3600.0,900.0,14844.0,1393680.0,-1.0,260870.0,1632000.0,3364.0,343895.0,280144.0,43435.0,425000.0,285000.0,76307.0,6200.0,-1.0,28200.0,76821.0,237000.0,48.0,680917.0,191325.0,78000.0,65340.0,580000.0,18200.0,1456545.0,2936000.0,3914.0,34769.0,520720.0,300.0,34500.0,1500.0,26000.0,1966.0,97083.0,300.0,1637500.0,4147.0,40000.0,9012000.0
1996,16000.0,346206.0,1347959.0,17600.0,1290000.0,730.0,4077.0,317169.0,12000.0,-1,-1.0,33000.0,200000.0,525723.0,119.0,5655.0,119.0,21944.0,1349480.0,-1.0,253920.0,1687000.0,3164.0,290272.0,280136.0,48930.0,435000.0,439000.0,40855.0,6000.0,-1.0,28800.0,75500.0,258000.0,29.0,869796.0,202710.0,78626.0,76140.0,600000.0,12907.0,1448751.0,2762000.0,3948.0,33831.0,512720.0,309.0,35400.0,1172.0,26451.0,1671.0,98093.0,309.0,1823400.0,4077.0,40000.0,9144000.0
1997,27000.0,366607.0,1342030.0,13600.0,1326000.0,650.0,3953.0,287952.0,13000.0,-1,-1.0,35000.0,198000.0,504109.0,61.0,5870.0,61.0,3007.0,1144570.0,-1.0,250700.0,1744000.0,2554.0,336997.0,278471.0,52425.0,430000.0,364700.0,24793.0,5800.0,-1.0,29300.0,76438.0,263300.0,10.0,894091.0,205750.0,80000.0,76000.0,628575.0,12189.0,1668610.0,2775500.0,3987.0,26340.0,483280.0,310.0,36000.0,1501.0,26760.0,1711.0,88064.0,310.0,1818400.0,3953.0,39000.0,9303000.0
1998,29000.0,357065.0,1318610.0,8200.0,1359150.0,650.0,3869.0,267733.0,15000.0,-1,-1.0,36000.0,200000.0,615095.0,290.0,6099.0,290.0,3189.0,1142920.0,-1.0,256130.0,1803000.0,3164.0,423000.0,277808.0,55920.0,429000.0,378100.0,32085.0,5500.0,-1.0,29900.0,70793.0,274000.0,28.0,466396.0,166516.0,82000.0,92500.0,610000.0,14004.0,1717287.0,2559200.0,3951.0,22489.0,668640.0,310.0,36999.0,1296.0,27000.0,1416.0,88979.0,310.0,1912600.0,3869.0,38000.0,9318000.0
1999,28000.0,365892.0,1313910.0,6500.0,1156860.0,600.0,2670.0,229322.0,16000.0,-1,-1.0,37000.0,205000.0,605225.0,108.0,9158.0,108.0,6873.0,1153940.0,-1.0,259460.0,1902000.0,3164.0,418000.0,276728.0,70229.0,429610.0,417533.0,28621.0,5700.0,-1.0,30600.0,67638.0,265000.0,24.0,657550.0,80000.0,82029.0,45433.0,615000.0,10874.0,1670920.0,2451500.0,4034.0,27524.0,601280.0,310.0,38000.0,710.0,28000.0,1709.0,90503.0,310.0,2046240.0,2670.0,39000.0,8949000.0
2000,27000.0,379170.0,1444700.0,23292.0,1163740.0,600.0,2961.0,332218.0,14533.0,-1,-1.0,39500.0,220000.0,847579.0,211.0,7200.0,211.0,36915.0,1178140.0,-1.0,264650.0,1969000.0,2861.0,376000.0,276190.0,57373.0,430000.0,579313.0,65727.0,5900.0,-1.0,31000.0,70304.0,270000.0,21.0,475724.0,47628.0,83000.0,96550.0,610000.0,10782.0,1625805.0,2825083.0,4025.0,22332.0,562160.0,311.0,38639.0,690.0,29086.0,2048.0,104237.0,311.0,1932500.0,2961.0,40000.0,9428000.0
2001,28000.0,396890.0,1561910.0,16925.0,1186959.0,550.0,3000.0,336122.0,13600.0,-1,-1.0,39873.0,230000.0,766704.0,257.0,8000.0,257.0,26291.0,1216260.0,-1.0,266500.0,1999000.0,2841.0,462430.0,280000.0,81934.0,430582.0,649938.0,74182.0,5700.0,-1.0,31301.0,71000.0,268000.0,22.0,813126.0,55067.0,82338.0,96811.0,598762.0,12481.0,1581908.0,3058990.0,4200.0,21549.0,623531.0,311.0,39378.0,700.0,30000.0,2300.0,99011.0,311.0,2073800.0,3000.0,38000.0,9732000.0
2002,28000.0,413175.0,1560400.0,9247.0,1237010.0,550.0,3390.0,323049.0,18150.0,-1,-1.0,40772.0,240000.0,460880.0,156.0,9000.0,156.0,17958.0,1195250.0,-1.0,268000.0,2127000.0,3170.0,505150.0,285000.0,59056.0,431856.0,523000.0,78546.0,5731.0,-1.0,31813.0,60000.0,269300.0,22.0,760535.0,60673.0,82000.0,100951.0,590000.0,11449.0,1539197.0,3079177.0,4300.0,20884.0,601600.0,311.0,40127.0,720.0,31539.0,3500.0,116278.0,311.0,2278800.0,3390.0,40000.0,9888000.0
2003,25000.0,423612.0,1620956.0,5427.0,1275362.0,500.0,3312.0,346189.0,18000.0,-1,-1.0,42000.0,270000.0,438875.0,54.0,8092.0,54.0,12480.0,1206750.0,-1.0,316916.0,2263000.0,2884.0,552050.0,283000.0,65717.0,432801.0,797200.0,75709.0,5638.0,-1.0,32328.0,58779.0,270000.0,22.0,787568.0,59390.0,80000.0,123224.0,562402.0,11843.0,1497639.0,2924181.0,4400.0,20189.0,564800.0,312.0,39000.0,700.0,33000.0,3400.0,120887.0,312.0,2328600.0,3312.0,40500.0,9700000.0
2004,26000.0,432818.0,1664085.0,4868.0,1314898.0,500.0,3237.0,310898.0,16562.0,-1,-1.0,42183.0,300000.0,426298.0,281.0,8185.0,281.0,16597.0,1199400.0,-1.0,310257.0,2421000.0,2893.0,602100.0,280000.0,70015.0,433753.0,761400.0,75709.0,5757.0,-1.0,32833.0,61365.0,270000.0,20.0,734661.0,58103.0,80937.0,123604.0,540000.0,11684.0,1519717.0,3072795.0,4500.0,17760.0,591200.0,312.0,41952.0,895.0,35000.0,2200.0,109494.0,312.0,2380858.0,3237.0,42000.0,9686000.0
2005,26000.0,443369.0,1697120.0,3587.0,2012548.0,44.0,3164.0,414810.0,16661.0,-1,-1.0,42738.0,310000.0,491983.0,329.0,8257.0,329.0,8504.0,1193024.0,-1.0,244942.0,2591000.0,2996.0,543560.0,285000.0,45180.0,434662.0,484487.0,78000.0,5761.0,-1.0,33370.0,65000.0,269800.0,21.0,708012.0,56820.0,81000.0,76352.0,545280.0,8815.0,1569866.0,3046284.0,4650.0,8953.0,600000.0,312.0,43048.0,715.0,38000.0,2300.0,108762.0,312.0,2792000.0,3164.0,48000.0,9045000.0
