,USSR,Romania,Eritrea,Israel,Australia & New Zealand,Australia,Iraq,Madagascar,Pakistan,Nepal,Ethiopia,Kenya,Czechia,Yemen,Bangladesh,Italy,Germany,Tajikistan,Turkey,Slovenia,Uzbekistan,China,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Argentina,Colombia,Spain,Lebanon,Libya,Malawi,India,Cyprus,Slovakia,Ecuador,Canada,Russian Federation,Belarus,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,New Zealand,Bosnia and Herzegovina,Hungary,Martinique,Syrian Arab Republic,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Mexico,Ukraine,"China, mainland",Azerbaijan,Algeria,Peru,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory
1971,51000.0,,,150.0,0.0,-1.0,4000.0,500.0,21200.0,40000.0,,-1.0,,,69000.0,4770.0,3.0,,101000.0,,,,,,15600.0,20782.0,11968.0,9510.0,12000.0,40500.0,1972.0,16.0,-1.0,371000.0,406.0,,737.0,,,,48000.0,49838.0,,6371.0,689.0,13130.0,,,1915.0,-1.0,61300.0,1000.0,700.0,35300.0,,38494.0,6037.0,,,,6516.0,632.0,,1430.0,1957.0,-1.0
1972,39000.0,,,170.0,0.0,-1.0,7000.0,400.0,22000.0,41000.0,,-1.0,,,83000.0,3900.0,2.0,,105000.0,,,,,,20060.0,22370.0,10707.0,5600.0,10000.0,44700.0,2163.0,0.0,-1.0,415700.0,305.0,,895.0,,,,50000.0,54000.0,,5978.0,218.0,9070.0,,,248.0,-1.0,96200.0,1200.0,709.0,34890.0,,39517.0,5029.0,,,,5506.0,798.0,,933.0,1588.0,-1.0
1973,99000.0,,,150.0,0.0,-1.0,2425.0,400.0,27146.0,42000.0,,-1.0,,,104000.0,3250.0,5.0,,67000.0,,,,,,11420.0,4827.0,9750.0,6700.0,8000.0,42300.0,1232.0,,-1.0,372500.0,20.0,,1541.0,5.0,,,55000.0,62000.0,,2676.0,512.0,6700.0,,,238.0,-1.0,23711.0,1200.0,765.0,36000.0,,35672.0,7668.0,,,,5822.0,845.0,,1374.0,711.0,-1.0
1974,56000.0,,,150.0,0.0,-1.0,2573.0,400.0,33530.0,43000.0,,-1.0,,,124000.0,3050.0,10.0,,120000.0,,,,,,27490.0,31444.0,12783.0,6800.0,8400.0,50500.0,3141.0,,-1.0,406600.0,305.0,,2275.0,24.0,,,49900.0,50607.0,,6434.0,314.0,8370.0,,,90.0,-1.0,83369.0,1400.0,718.0,37800.0,,44400.0,6364.0,,,,5099.0,1038.0,,439.0,589.0,-1.0
1975,13000.0,,,100.0,0.0,-1.0,4819.0,435.0,26486.0,44000.0,,-1.0,,,138000.0,2800.0,22.0,,135000.0,,,,,,34280.0,5238.0,12062.0,12940.0,9000.0,55200.0,2700.0,,-1.0,457100.0,203.0,,1902.0,300.0,,,46550.0,39216.0,,5792.0,667.0,18130.0,,,40.0,-1.0,66624.0,1400.0,579.0,40500.0,,49720.0,7970.0,,,,7247.0,1291.0,,178.0,1047.0,-1.0
1976,5000.0,,,150.0,0.0,-1.0,5100.0,655.0,28365.0,45000.0,,-1.0,,,173000.0,2100.0,18.0,,210000.0,,,,,,41280.0,9380.0,13540.0,15540.0,10000.0,34700.0,1000.0,,-1.0,460700.0,254.0,,1850.0,290.0,,,32880.0,37998.0,,5328.0,646.0,8950.0,,,195.0,-1.0,136227.0,1200.0,628.0,41400.0,,43450.0,3907.0,,,,8876.0,1400.0,,248.0,1126.0,-1.0
1977,8000.0,,,100.0,0.0,-1.0,5919.0,820.0,30612.0,46500.0,,-1.0,,,172000.0,1700.0,10.0,,260000.0,,,,,,7930.0,5971.0,23770.0,41400.0,9000.0,63400.0,3000.0,,-1.0,393500.0,203.0,,497.0,1980.0,,,42050.0,24069.0,,2933.0,468.0,14639.0,,,64.0,-1.0,117308.0,2000.0,500.0,33700.0,,13760.0,6490.0,,,,4779.0,1492.0,,193.0,1021.0,-1.0
1978,7000.0,,,50.0,0.0,-1.0,8495.0,1010.0,33464.0,47500.0,,-1.0,,,175000.0,1600.0,43.0,,180000.0,,,,,,21130.0,8345.0,18960.0,40000.0,7000.0,59000.0,2000.0,,-1.0,384000.0,142.0,,380.0,10610.0,,,33000.0,15730.0,,4715.0,1476.0,14700.0,,,67.0,-1.0,92375.0,700.0,397.0,36500.0,,59950.0,7979.0,,,,8859.0,1270.0,,315.0,1047.0,-1.0
1979,3000.0,,,50.0,0.0,-1.0,6600.0,1105.0,39021.0,48000.0,,-1.0,,,176000.0,1500.0,40.0,,183000.0,,,,,,13490.0,811.0,31690.0,12400.0,7000.0,47000.0,3000.0,,-1.0,447200.0,305.0,,351.0,15740.0,,,43570.0,9113.0,,3131.0,955.0,19200.0,,,195.0,-1.0,42987.0,900.0,1630.0,40900.0,,64770.0,12650.0,,,,4443.0,1229.0,,158.0,1208.0,-1.0
1980,6000.0,,,60.0,0.0,-1.0,5800.0,600.0,36462.0,49000.0,,-1.0,,,169000.0,1400.0,40.0,,195000.0,,,,,,15996.0,6295.0,26840.0,16800.0,6000.0,56100.0,3000.0,,-1.0,320300.0,152.0,,437.0,25500.0,,,30442.0,6517.0,,6813.0,1325.0,14668.0,,,312.0,-1.0,82844.0,1000.0,500.0,40500.0,,97820.0,11184.0,,,,3020.0,1200.0,,1500.0,848.0,-1.0
1981,4000.0,,,70.0,0.0,-1.0,5400.0,334.0,29570.0,49000.0,,-1.0,,,169000.0,1200.0,60.0,,280000.0,,,,,,4740.0,7872.0,17690.0,13370.0,6000.0,21700.0,3400.0,,-1.0,465200.0,127.0,,578.0,55700.0,,,59904.0,4960.0,,8451.0,1069.0,11100.0,,,621.0,-1.0,61481.0,1000.0,400.0,52300.0,,89546.0,12459.0,,,,2463.0,1323.0,,4400.0,690.0,-1.0
1982,8000.0,,,60.0,0.0,-1.0,5500.0,470.0,31362.0,51500.0,,-1.0,,,161000.0,1100.0,66.0,,550000.0,,,,,,25270.0,8084.0,15820.0,13900.0,6000.0,30100.0,3300.0,,-1.0,496500.0,102.0,,519.0,90200.0,,,51601.0,6108.0,,5884.0,629.0,10600.0,,,461.0,-1.0,52563.0,600.0,500.0,53200.0,,71088.0,20650.0,,,,1700.0,1642.0,,8549.0,648.0,-1.0
1983,10000.0,,,70.0,0.0,-1.0,4100.0,535.0,29940.0,57500.0,,-1.0,,,147000.0,1100.0,70.0,,650000.0,,,,,,32000.0,8400.0,13842.0,6550.0,6000.0,36700.0,3150.0,,-1.0,488700.0,75.0,,345.0,57400.0,,,42087.0,7150.0,,6588.0,3150.0,16000.0,,,297.0,-1.0,60926.0,1100.0,311.0,52200.0,,42605.0,10199.0,,,,1100.0,1776.0,,3416.0,648.0,-1.0
1984,11000.0,,,50.0,0.0,-1.0,3300.0,610.0,21727.0,53000.0,,-1.0,,,161200.0,1000.0,76.0,,570000.0,,,25000.0,,,24530.0,2480.0,16020.0,6900.0,6000.0,44572.0,3200.0,,-1.0,533700.0,75.0,,232.0,38900.0,,,28533.0,10465.0,,4373.0,5042.0,20000.0,,,732.0,-1.0,35600.0,1000.0,434.0,54600.0,,27016.0,19389.0,,25000.0,,1707.0,1845.0,,8854.0,1416.0,-1.0
1985,13000.0,,,50.0,1000.0,-1.0,3700.0,600.0,25984.0,58400.0,,-1.0,,,164200.0,1000.0,60.0,,618000.0,,,30000.0,,,46210.0,4063.0,24674.0,11500.0,6500.0,48531.0,4600.0,,-1.0,547100.0,40.0,,250.0,62000.0,,,18942.0,13000.0,,1800.0,4849.0,16400.0,1000.0,,882.0,-1.0,48019.0,1000.0,614.0,61700.0,,37360.0,5617.0,,30000.0,,1976.0,2113.0,,10318.0,1523.0,-1.0
1986,10000.0,,,50.0,2000.0,-1.0,2500.0,600.0,31279.0,61200.0,,-1.0,,,159600.0,1000.0,70.0,,850000.0,,,35000.0,,,69550.0,1750.0,29026.0,18100.0,6800.0,40700.0,5650.0,,-1.0,662500.0,30.0,,612.0,170500.0,,,25871.0,14000.0,,2000.0,5323.0,14700.0,2000.0,,4001.0,-1.0,63248.0,1000.0,564.0,67800.0,,81000.0,12085.0,,35000.0,,757.0,2328.0,,11707.0,669.0,-1.0
1987,32000.0,,,50.0,3000.0,-1.0,1300.0,600.0,32456.0,73190.0,,-1.0,,,149000.0,900.0,54.0,,925000.0,,,48000.0,,,35640.0,5245.0,24746.0,20700.0,6500.0,54385.0,6800.0,,-1.0,659300.0,25.0,,1136.0,313600.0,,,26974.0,18000.0,,1983.0,6308.0,13400.0,3000.0,,9104.0,-1.0,70900.0,1000.0,600.0,28598.0,,81370.0,11939.0,,48000.0,,2090.0,1920.0,,18213.0,994.0,-1.0
1988,34000.0,-1.0,,50.0,5000.0,1000.0,800.0,600.0,30918.0,63140.0,,-1.0,,5312.0,158715.0,900.0,30.0,,1040000.0,,,55000.0,,,50890.0,6529.0,20100.0,25060.0,6500.0,47300.0,7850.0,,-1.0,660300.0,30.0,,941.0,58600.0,,,31600.0,15000.0,,1799.0,5561.0,5000.0,4000.0,,3359.0,-1.0,171084.0,500.0,544.0,80086.0,,40550.0,5353.0,,55000.0,,1474.0,1632.0,,15391.0,348.0,-1.0
1989,41000.0,-1.0,,30.0,9000.0,4000.0,500.0,600.0,32772.0,74360.0,,-1.0,,11927.0,158040.0,900.0,60.0,,520000.0,,,60000.0,,,22290.0,1572.0,7811.0,15000.0,6700.0,30100.0,8900.0,,-1.0,733600.0,20.0,,585.0,96200.0,,,27856.0,14000.0,,1942.0,915.0,6700.0,5000.0,,3500.0,-1.0,64000.0,2200.0,1157.0,43500.0,,52660.0,20848.0,,60000.0,,1206.0,1551.0,,6088.0,168.0,-1.0
1990,40000.0,-1.0,,30.0,9065.0,3000.0,500.0,585.0,29900.0,76250.0,,1500.0,,10077.0,155120.0,800.0,100.0,,846000.0,,,80000.0,,,33120.0,4121.0,8266.0,25000.0,6800.0,26400.0,9500.0,0.0,600.0,706200.0,15.0,,739.0,213200.0,,,29902.0,12000.0,,1129.0,1446.0,7122.0,6065.0,,338.0,-1.0,109700.0,2170.0,993.0,49156.0,,41050.0,20217.0,,80000.0,,773.0,1323.0,,3686.0,245.0,-1.0
1991,35000.0,-1.0,,50.0,6570.0,1000.0,240.0,700.0,27200.0,73020.0,,2000.0,,5246.0,157280.0,900.0,25.0,,640000.0,,,70000.0,,,51150.0,1184.0,11883.0,25800.0,6389.0,20200.0,10980.0,0.0,576.0,851400.0,5.0,,1143.0,342800.0,,,63552.0,12000.0,,1389.0,2037.0,6058.0,5570.0,,1133.0,-1.0,49649.0,1100.0,1087.0,86011.0,,76160.0,12225.0,,70000.0,,950.0,1452.0,,679.0,342.0,-1.0
1992,,-1.0,,50.0,13000.0,7000.0,400.0,676.0,26100.0,72960.0,,6000.0,,7807.0,152820.0,964.0,0.0,950.0,600000.0,464.0,-1.0,100000.0,0.0,20.0,19110.0,2839.0,15782.0,24000.0,6000.0,10600.0,11804.0,0.0,450.0,801700.0,4.0,,1194.0,349000.0,7060.0,,27854.0,10549.0,254.0,1101.0,3087.0,3258.0,6000.0,,2197.0,-1.0,74791.0,350.0,,135465.0,3515.0,69440.0,6737.0,-1.0,100000.0,1100.0,893.0,1665.0,155.0,1123.0,569.0,-1.0
1993,,-1.0,357.0,50.0,8018.0,3000.0,600.0,678.0,28151.0,105000.0,25034.0,14000.0,74.0,8196.0,163425.0,921.0,-1.0,980.0,735000.0,0.0,-1.0,80000.0,-1.0,10.0,8410.0,4771.0,9796.0,25100.0,5000.0,19310.0,12000.0,-1.0,439.0,790800.0,2.0,2000.0,769.0,348700.0,1090.0,-1.0,,15000.0,87.0,930.0,,5934.0,5018.0,,1513.0,-1.0,95000.0,1200.0,,142225.0,3572.0,93200.0,9706.0,-1.0,80000.0,1100.0,781.0,1853.0,180.0,1100.0,1049.0,-1.0
1994,,-1.0,303.0,48.0,6500.0,3000.0,800.0,600.0,25098.0,109162.0,24333.0,12000.0,65.0,6567.0,168000.0,883.0,-1.0,946.0,610000.0,-1.0,-1.0,100000.0,-1.0,10.0,35690.0,2186.0,8911.0,32000.0,4000.0,16900.0,13000.0,-1.0,300.0,748000.0,2.0,1160.0,822.0,450400.0,2000.0,-1.0,,8790.0,104.0,1079.0,,5863.0,3500.0,,2000.0,-1.0,116389.0,979.0,,166000.0,3630.0,96000.0,10109.0,-1.0,100000.0,1800.0,458.0,2208.0,167.0,963.0,950.0,-1.0
1995,,-1.0,100.0,50.0,20000.0,17000.0,900.0,700.0,30964.0,99776.0,37904.0,10000.0,13.0,6735.0,167945.0,865.0,-1.0,789.0,665000.0,-1.0,-1.0,120000.0,-1.0,10.0,8130.0,5100.0,8588.0,12000.0,3000.0,5900.0,13500.0,-1.0,354.0,783800.0,2.0,1552.0,723.0,432000.0,1440.0,-1.0,,5925.0,210.0,1094.0,,7853.0,3000.0,-1.0,1500.0,-1.0,147546.0,270.0,,129000.0,3687.0,100880.0,11509.0,-1.0,120000.0,1200.0,454.0,2352.0,92.0,2113.0,1000.0,-1.0
1996,,-1.0,235.0,50.0,39600.0,38000.0,950.0,800.0,34096.0,117720.0,40311.0,4000.0,13.0,6358.0,169945.0,1095.0,-1.0,605.0,645000.0,-1.0,-1.0,106549.0,-1.0,10.0,35880.0,1973.0,9697.0,3000.0,1000.0,27200.0,13810.0,-1.0,400.0,713700.0,3.0,2000.0,798.0,402500.0,2300.0,-1.0,,5593.0,180.0,1015.0,,7426.0,1600.0,-1.0,1874.0,875.0,151651.0,3600.0,,119969.0,3745.0,60460.0,8243.0,-1.0,106549.0,650.0,839.0,2610.0,123.0,2000.0,1000.0,1615.0
1997,,-1.0,50.0,50.0,37700.0,36000.0,1100.0,718.0,34980.0,124420.0,33456.0,4500.0,2.0,5270.0,170505.0,806.0,-1.0,511.0,515000.0,-1.0,-1.0,100500.0,,8.0,26720.0,2061.0,5112.0,7000.0,1000.0,16899.0,3932.0,-1.0,500.0,962000.0,3.0,800.0,1470.0,378800.0,3010.0,-1.0,,6445.0,222.0,1002.0,,5777.0,1700.0,-1.0,603.0,880.0,87529.0,153.0,,82857.0,3802.0,108450.0,8087.0,-1.0,100500.0,424.0,434.0,2114.0,135.0,2767.0,1120.0,967.0
1998,,-1.0,230.0,50.0,40000.0,39000.0,1200.0,720.0,37047.0,113520.0,36137.0,3500.0,2.0,6453.0,162700.0,702.0,-1.0,308.0,540000.0,-1.0,-1.0,128000.0,,5.0,24840.0,1582.0,3796.0,9000.0,927.0,15900.0,1600.0,-1.0,600.0,803900.0,4.0,1000.0,502.0,479800.0,1010.0,,,7651.0,153.0,1041.0,,5722.0,1000.0,-1.0,1158.0,912.0,154120.0,700.0,,95026.0,3860.0,87900.0,2954.0,-1.0,128000.0,561.0,601.0,4113.0,142.0,3176.0,1067.0,1469.0
1999,,-1.0,272.0,50.0,104000.0,103000.0,1736.0,723.0,37651.0,132290.0,33440.0,3000.0,2.0,4372.0,131000.0,774.0,-1.0,240.0,380000.0,-1.0,504.0,100000.0,,5.0,12960.0,185.0,2066.0,17000.0,1106.0,8900.0,1400.0,-1.0,538.0,937800.0,3.0,1000.0,605.0,723800.0,1660.0,,,3684.0,177.0,1000.0,,7742.0,1000.0,-1.0,1314.0,1020.0,43470.0,1078.0,,62691.0,3918.0,108270.0,8641.0,-1.0,100000.0,1184.0,367.0,3814.0,130.0,3200.0,790.0,297.0
2000,,-1.0,116.0,30.0,164000.0,163000.0,2000.0,700.0,35459.0,137343.0,59000.0,1500.0,1.0,4371.0,128000.0,758.0,-1.0,162.0,353000.0,-1.0,500.0,116000.0,,3.0,2680.0,1108.0,1027.0,10900.0,1094.0,21978.0,800.0,-1.0,700.0,1078900.0,3.0,183.0,995.0,914100.0,2880.0,,,3354.0,192.0,978.0,,11874.0,1000.0,-1.0,1274.0,957.0,73018.0,1034.0,,78337.0,3975.0,137393.0,9241.0,-1.0,116000.0,1298.0,194.0,5190.0,125.0,2000.0,1903.0,1192.0
2001,,-1.0,211.0,30.0,267000.0,266000.0,2000.0,734.0,26900.0,143084.0,65250.0,900.0,1.0,4929.0,126000.0,832.0,-1.0,55.0,520000.0,-1.0,1000.0,125000.0,,14.0,12890.0,1914.0,1024.0,1800.0,1071.0,19088.0,500.0,-1.0,750.0,915200.0,3.0,569.0,911.0,566300.0,4900.0,,,3779.0,120.0,1006.0,,6279.0,1000.0,-1.0,678.0,971.0,177467.0,1006.0,,104399.0,4033.0,131451.0,2873.0,-1.0,125000.0,1281.0,458.0,5559.0,130.0,959.0,2168.0,1120.0
2002,,-1.0,110.0,30.0,68000.0,67000.0,3000.0,740.0,26200.0,148384.0,38430.0,1000.0,1.0,4465.0,115000.0,823.0,-1.0,333.0,565000.0,-1.0,500.0,125000.0,,11.0,41670.0,1680.0,632.0,3000.0,1050.0,22467.0,1822.0,-1.0,1200.0,974400.0,3.0,800.0,1640.0,328000.0,8110.0,,,3539.0,164.0,1000.0,,8018.0,1000.0,-1.0,665.0,850.0,132805.0,340.0,,117000.0,4090.0,116619.0,8518.0,-1.0,125000.0,1464.0,435.0,4933.0,118.0,1306.0,1507.0,1538.0
2003,,-1.0,44.0,30.0,107113.0,103811.0,2000.0,746.0,29200.0,149963.0,35000.0,1200.0,1.0,4270.0,116000.0,1200.0,-1.0,262.0,540000.0,-1.0,300.0,132000.0,,78.0,33620.0,528.0,701.0,2500.0,1070.0,20696.0,1500.0,-1.0,1800.0,873200.0,6.0,880.0,1513.0,484600.0,11970.0,,,2834.0,143.0,1000.0,,9026.0,3302.0,-1.0,477.0,1012.0,168437.0,460.0,,115526.0,4148.0,110767.0,4008.0,200.0,132000.0,1899.0,490.0,4590.0,114.0,2679.0,1158.0,1500.0
2004,,-1.0,86.0,30.0,55602.0,52300.0,2700.0,752.0,31100.0,158671.0,35275.0,1500.0,1.0,6294.0,122200.0,1140.0,-1.0,366.0,540000.0,-1.0,300.0,144000.0,,18.0,32550.0,553.0,791.0,2500.0,1090.0,27378.0,600.0,-1.0,2000.0,1037800.0,6.0,1575.0,1792.0,915800.0,7400.0,,,2618.0,99.0,1622.0,,8054.0,3302.0,,437.0,1040.0,125300.0,855.0,,110760.0,4206.0,189692.0,6632.0,80.0,144000.0,2079.0,613.0,3538.0,111.0,1644.0,1100.0,870.0
2005,,-1.0,160.0,30.0,212800.0,210000.0,4000.0,758.0,25900.0,160716.0,54555.0,1400.0,1.0,5582.0,121065.0,1234.0,-1.0,396.0,570000.0,-1.0,300.0,135000.0,,24.0,14690.0,836.0,1063.0,2500.0,1100.0,6921.0,800.0,-1.0,2500.0,994200.0,7.0,1262.0,2079.0,1164300.0,5530.0,,,1884.0,69.0,1565.0,,15542.0,2800.0,,568.0,1070.0,153665.0,460.0,,113225.0,4263.0,238000.0,7711.0,70.0,135000.0,2169.0,423.0,3011.0,114.0,2295.0,1300.0,1083.0
2006,,-1.0,239.0,30.0,37500.0,36000.0,17000.0,764.0,17900.0,157963.0,57603.0,1600.0,3.0,8043.0,115370.0,1190.0,-1.0,395.0,622684.0,-1.0,500.0,127000.0,,22.0,34230.0,301.0,713.0,2150.0,1119.0,12005.0,600.0,-1.0,1800.0,946200.0,7.0,745.0,2090.0,692800.0,11746.0,,,1250.0,86.0,1967.0,,14019.0,1500.0,,473.0,1101.0,180720.0,1305.0,,100784.0,4321.0,147145.0,7008.0,40.0,127000.0,2056.0,654.0,3281.0,140.0,2246.0,1200.0,1016.0
2007,,-1.0,326.0,30.0,131847.0,131000.0,3368.0,770.0,21000.0,164694.0,81094.0,1500.0,-1.0,9491.0,116810.0,1325.0,-1.0,514.0,535181.0,-1.0,600.0,134000.0,,25.0,8500.0,183.0,728.0,2300.0,1137.0,14496.0,1400.0,-1.0,1685.0,910000.0,8.0,302.0,2100.0,733900.0,2789.0,,,1540.0,87.0,2545.0,,9781.0,847.0,,400.0,1132.0,109033.0,1200.0,,104717.0,4378.0,165561.0,9037.0,30.0,134000.0,1649.0,561.0,3346.0,100.0,1500.0,2200.0,814.0
2008,,-1.0,3.0,30.0,66097.0,64234.0,157.0,776.0,14600.0,161147.0,94103.0,1900.0,-1.0,9206.0,71535.0,1322.0,-1.0,410.0,131188.0,-1.0,700.0,150000.0,,11.0,9380.0,178.0,631.0,2300.0,1154.0,12800.0,800.0,-1.0,1581.0,810000.0,8.0,243.0,2200.0,1043200.0,5840.0,,,1241.0,85.0,2800.0,,7957.0,1863.0,,41.0,1165.0,34100.0,1200.0,,56099.0,4339.0,108545.0,8162.0,10.0,150000.0,1889.0,1081.0,3341.0,41.0,1084.0,1500.0,436.0
2009,,-1.0,580.0,29.0,144445.0,143000.0,185.0,781.0,14400.0,147725.0,123777.0,2000.0,-1.0,8047.0,60537.0,1457.0,-1.0,496.0,302181.0,-1.0,900.0,120000.0,,5.0,23210.0,105.0,564.0,2133.0,1172.0,11900.0,1600.0,-1.0,1500.0,953300.0,13.0,325.0,2400.0,1510200.0,7180.0,,,1484.0,69.0,2800.0,,13430.0,1445.0,,24.0,1197.0,102461.0,470.0,,83985.0,4248.0,265079.0,6495.0,20.0,120000.0,1046.0,2693.0,3638.0,74.0,1607.0,1469.0,538.0
2010,,-1.0,387.0,28.0,143800.0,140000.0,190.0,787.0,10900.0,151757.0,80952.0,2200.0,-1.0,9580.0,71100.0,1697.0,-1.0,593.0,447400.0,-1.0,800.0,125000.0,,36.0,28420.0,245.0,719.0,2208.0,1200.0,22715.0,1864.0,-1.0,1300.0,1031600.0,6.0,324.0,2401.0,1947100.0,5374.0,,,2178.0,90.0,3711.0,,19545.0,3800.0,,57.0,1231.0,77328.0,300.0,,100174.0,2000.0,392675.0,2712.0,70.0,125000.0,1353.0,4590.0,3812.0,29.0,2672.0,1708.0,67.0
2011,,-1.0,129.0,27.0,384232.0,379659.0,253.0,793.0,13200.0,206869.0,128009.0,2300.0,-1.0,8670.0,80442.0,1570.0,-1.0,665.0,405952.0,-1.0,715.0,150000.0,,24.0,45438.0,82.0,900.0,2460.0,1215.0,20426.0,1893.0,-1.0,1174.0,943800.0,14.0,929.0,2475.0,1573500.0,33446.0,,,1795.0,72.0,4800.0,,23344.0,4573.0,,41.0,1265.0,112470.0,3500.0,,50000.0,7000.0,214640.0,8224.0,900.0,150000.0,1810.0,8215.0,2355.0,82.0,1872.0,1403.0,410.0
