,"China, Taiwan Province of",Bhutan,Eritrea,USSR,Australia & New Zealand,Madagascar,United Republic of Tanzania,Togo,Yemen,Armenia,Burundi,Thailand,Ethiopia,Luxembourg,Czechia,Switzerland,Republic of Moldova,Italy,Serbia,Qatar,Senegal,Botswana,Peru,South Africa,Slovenia,Uzbekistan,Occupied Palestinian Territory,Finland,Slovakia,Niger,Morocco,Mongolia,Mexico,Hungary,Chad,Spain,Ireland,New Zealand,Austria,Republic of Korea,Poland,Argentina,Belarus,Ethiopia PDR,Georgia,Greece,Czechoslovakia,Bosnia and Herzegovina,France,Oman,Tunisia,Mali,Zimbabwe,Croatia,Congo,Russian Federation,Bolivia (Plurinational State of),Kazakhstan,Gambia,United States of America,Latvia,Ukraine,"China, mainland",Sierra Leone,Guinea-Bissau,Lithuania,Bulgaria,Myanmar,China,Romania
1973,8000.0,-1.0,,11000.0,10000.0,-1.0,-1.0,4000.0,,,-1.0,2500.0,,,,-1.0,,2910.0,,-1.0,2528.0,-1.0,-1.0,3000.0,,,-1.0,-1.0,,-1.0,81310.0,3900.0,-1.0,31014.0,8000.0,,-1.0,10000.0,-1.0,,-1.0,26000.0,,1198800.0,,-1.0,1254.0,,-1.0,2000.0,13000.0,,-1.0,,-1.0,,320.0,,-1.0,,,,-1.0,800.0,-1.0,,2658.0,10979.0,8000.0,
1974,5000.0,-1.0,,13000.0,15000.0,-1.0,-1.0,5000.0,,,-1.0,3500.0,,,,-1.0,,2496.0,,-1.0,3908.0,-1.0,-1.0,3000.0,,,-1.0,-1.0,,-1.0,36760.0,2300.0,-1.0,24202.0,8500.0,,-1.0,15000.0,-1.0,200.0,-1.0,28800.0,,1180200.0,,-1.0,784.0,,-1.0,2000.0,10000.0,,-1.0,,-1.0,,320.0,,-1.0,,,,-1.0,850.0,-1.0,,165692.0,17644.0,5000.0,
1975,2500.0,-1.0,,6000.0,25000.0,-1.0,-1.0,5000.0,,,-1.0,4000.0,,,,-1.0,,1900.0,,-1.0,3943.0,-1.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,40160.0,3200.0,-1.0,13461.0,10000.0,,-1.0,25000.0,-1.0,590.0,-1.0,27800.0,,847920.0,,-1.0,565.0,,-1.0,2000.0,12400.0,,-1.0,,-1.0,,330.0,,-1.0,,,,-1.0,850.0,-1.0,,46394.0,19716.0,2500.0,
1976,2000.0,-1.0,,8000.0,20000.0,-1.0,-1.0,5200.0,,,-1.0,5000.0,,,,-1.0,,1600.0,,-1.0,3900.0,900.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,54400.0,1000.0,-1.0,9203.0,11000.0,,-1.0,20000.0,-1.0,1040.0,-1.0,31900.0,,1003710.0,,-1.0,860.0,,-1.0,2000.0,15000.0,,-1.0,,-1.0,,345.0,,-1.0,,,,-1.0,850.0,-1.0,,46761.0,16538.0,2000.0,
1977,1000.0,-1.0,,4000.0,15000.0,-1.0,-1.0,6000.0,,,-1.0,9000.0,,,,-1.0,,1700.0,,-1.0,2604.0,1600.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,19040.0,600.0,-1.0,18000.0,12000.0,,-1.0,15000.0,-1.0,1788.0,-1.0,31700.0,,994480.0,,-1.0,440.0,,-1.0,2100.0,17000.0,,-1.0,,-1.0,,330.0,,-1.0,,,,-1.0,900.0,-1.0,,26268.0,20300.0,1000.0,200.0
1978,500.0,-1.0,,4000.0,15000.0,-1.0,-1.0,5000.0,,,-1.0,8000.0,,,,-1.0,,1400.0,,-1.0,2673.0,1600.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,55000.0,800.0,-1.0,17208.0,20000.0,,-1.0,15000.0,-1.0,734.0,-1.0,30800.0,,1022380.0,,-1.0,470.0,,-1.0,2100.0,18000.0,,-1.0,,-1.0,,430.0,,-1.0,,,,-1.0,900.0,-1.0,,144800.0,14200.0,500.0,100.0
1979,500.0,-1.0,,3000.0,15000.0,-1.0,-1.0,5000.0,,,-1.0,7000.0,,,,-1.0,,1400.0,,-1.0,1327.0,1600.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,41000.0,700.0,-1.0,23983.0,30000.0,,-1.0,15000.0,-1.0,841.0,-1.0,20200.0,,1142080.0,,-1.0,558.0,,-1.0,2100.0,18000.0,,-1.0,,-1.0,,520.0,,-1.0,,,,-1.0,1000.0,-1.0,,10400.0,14200.0,500.0,100.0
1980,500.0,-1.0,,3000.0,3213.0,-1.0,-1.0,5000.0,,,-1.0,8000.0,,,,-1.0,,2100.0,,-1.0,1500.0,1600.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,59000.0,2400.0,-1.0,24189.0,45000.0,,-1.0,3213.0,-1.0,701.0,-1.0,16700.0,,1426420.0,,-1.0,670.0,,-1.0,2100.0,19000.0,,2500.0,,-1.0,,510.0,,-1.0,,,,-1.0,1100.0,-1.0,,21200.0,26400.0,500.0,100.0
1981,500.0,-1.0,,4000.0,5452.0,-1.0,-1.0,5000.0,,,-1.0,12000.0,,,,-1.0,,1568.0,,-1.0,1500.0,1600.0,-1.0,8000.0,,,-1.0,-1.0,,-1.0,41000.0,1400.0,-1.0,18238.0,60000.0,,-1.0,5452.0,-1.0,681.0,-1.0,15600.0,,1312100.0,,-1.0,1100.0,,-1.0,850.0,19000.0,,2500.0,,-1.0,,1110.0,,-1.0,,,,-1.0,1100.0,-1.0,,30400.0,16770.0,500.0,200.0
1982,648.0,-1.0,,7000.0,3021.0,-1.0,-1.0,5000.0,,,-1.0,14000.0,,,,-1.0,,5200.0,,-1.0,1500.0,1600.0,-1.0,8000.0,,,-1.0,-1.0,,-1.0,32000.0,8900.0,222.0,12063.0,55000.0,,-1.0,3021.0,-1.0,2313.0,-1.0,10800.0,,1082730.0,,-1.0,800.0,,-1.0,850.0,20000.0,,2500.0,,-1.0,,1170.0,,-1.0,,,,-1.0,1150.0,-1.0,,41869.0,15179.0,648.0,600.0
1983,234.0,-1.0,,6000.0,2510.0,-1.0,-1.0,6000.0,,,-1.0,10000.0,,,,-1.0,,7000.0,,-1.0,2000.0,1600.0,-1.0,8000.0,,,-1.0,-1.0,,-1.0,38000.0,19200.0,3.0,9793.0,47299.0,,-1.0,2510.0,-1.0,2007.0,-1.0,7900.0,,1371670.0,,-1.0,540.0,,-1.0,850.0,22000.0,100.0,2500.0,,-1.0,,218.0,,-1.0,,,,-1.0,1150.0,-1.0,,25764.0,15000.0,234.0,1000.0
1984,238.0,-1.0,,5000.0,3655.0,-1.0,-1.0,5000.0,,,-1.0,11000.0,,,,-1.0,,12500.0,,-1.0,4000.0,1600.0,-1.0,8000.0,,,-1.0,-1.0,,-1.0,18500.0,10600.0,42.0,32204.0,18771.0,,-1.0,3655.0,-1.0,2085.0,-1.0,7500.0,,1090240.0,,-1.0,440.0,,-1.0,850.0,18000.0,200.0,2500.0,,-1.0,,1238.0,,-1.0,,,,-1.0,1100.0,-1.0,,17370.0,23000.0,238.0,1500.0
1985,254.0,-1.0,,6000.0,3960.0,-1.0,-1.0,5000.0,,,-1.0,11000.0,,,,-1.0,,2800.0,,-1.0,4883.0,1600.0,-1.0,8000.0,,,-1.0,-1.0,,-1.0,21200.0,10500.0,470.0,9483.0,95277.0,,-1.0,3960.0,-1.0,1277.0,-1.0,9000.0,,912221.0,,-1.0,160.0,,-1.0,850.0,20000.0,650.0,2500.0,,-1.0,,979.0,,-1.0,,,,-1.0,1150.0,-1.0,,21200.0,28653.0,254.0,300.0
1986,904.0,-1.0,,7000.0,4436.0,-1.0,-1.0,6237.0,,,-1.0,11000.0,,,,-1.0,,2200.0,,-1.0,2641.0,1600.0,-1.0,8000.0,,,-1.0,-1.0,,-1.0,20000.0,10400.0,394.0,8218.0,42301.0,,-1.0,4436.0,-1.0,1837.0,-1.0,10300.0,,968714.0,,-1.0,360.0,,-1.0,900.0,12000.0,600.0,2500.0,,-1.0,,860.0,,-1.0,,,,-1.0,1150.0,-1.0,,17500.0,28532.0,904.0,200.0
1987,1472.0,-1.0,,6000.0,8168.0,-1.0,-1.0,4653.0,,,-1.0,11000.0,,,,-1.0,,4000.0,,-1.0,3175.0,1600.0,-1.0,8000.0,,,-1.0,-1.0,,-1.0,18000.0,6100.0,832.0,24934.0,36241.0,,-1.0,8168.0,-1.0,5352.0,-1.0,6500.0,,1042980.0,,-1.0,430.0,,-1.0,1000.0,15000.0,760.0,2500.0,,-1.0,,970.0,,-1.0,,,,-1.0,1150.0,-1.0,,34800.0,28033.0,1472.0,300.0
1988,1200.0,1000.0,,7000.0,6320.0,-1.0,-1.0,3192.0,,,-1.0,13500.0,,,,-1.0,,1000.0,,-1.0,2968.0,1600.0,-1.0,10000.0,,,-1.0,-1.0,,-1.0,16000.0,4500.0,802.0,8283.0,84342.0,,-1.0,6320.0,-1.0,1425.0,-1.0,8000.0,,1000030.0,,-1.0,4528.0,,-1.0,1050.0,15000.0,400.0,2500.0,,-1.0,,785.0,,-1.0,,,,-1.0,1100.0,-1.0,,43800.0,17128.0,1200.0,300.0
1989,361.0,1000.0,,6000.0,5000.0,-1.0,-1.0,969.0,,,-1.0,14000.0,,,,-1.0,,970.0,,-1.0,1402.0,1600.0,-1.0,10000.0,,,-1.0,-1.0,,-1.0,14000.0,5600.0,932.0,14760.0,74899.0,,-1.0,5000.0,-1.0,1644.0,-1.0,4500.0,,1217730.0,,-1.0,75111.0,,-1.0,1100.0,15000.0,300.0,2500.0,,-1.0,,775.0,,-1.0,,,,-1.0,1200.0,-1.0,,62660.0,12720.0,361.0,330.0
1990,426.0,1000.0,,5000.0,6478.0,-1.0,-1.0,839.0,,,-1.0,14000.0,,,,-1.0,,1060.0,,-1.0,690.0,1800.0,-1.0,7534.0,,,-1.0,-1.0,,1000.0,12350.0,3038.0,671.0,12333.0,56686.0,0.0,-1.0,6478.0,-1.0,2169.0,-1.0,10000.0,,1046140.0,,-1.0,80927.0,,-1.0,1150.0,17347.0,200.0,1500.0,,-1.0,,665.0,,150.0,,,,-1.0,1200.0,-1.0,,75921.0,14337.0,426.0,1370.0
1991,188.0,1000.0,,8400.0,5546.0,-1.0,-1.0,2500.0,,,-1.0,15643.0,,,,-1.0,,5530.0,,-1.0,2474.0,2000.0,-1.0,6505.0,,,-1.0,-1.0,,1200.0,14355.0,1600.0,739.0,4363.0,131155.0,13262.0,-1.0,5546.0,-1.0,2207.0,-1.0,15000.0,,1813870.0,,-1.0,67597.0,,-1.0,1200.0,18556.0,100.0,1500.0,,-1.0,,885.0,,162.0,-1.0,,,-1.0,1200.0,-1.0,,82404.0,12934.0,188.0,4063.0
1992,295.0,1000.0,,,4900.0,-1.0,-1.0,3920.0,,-1.0,-1.0,20432.0,,,,-1.0,,9865.0,,-1.0,1823.0,2500.0,-1.0,8000.0,189.0,-1.0,-1.0,-1.0,,1300.0,14750.0,1300.0,560.0,7923.0,97908.0,13925.0,-1.0,4900.0,-1.0,2138.0,-1.0,35000.0,-1.0,1184550.0,-1.0,-1.0,72000.0,-1.0,-1.0,1245.0,20000.0,110.0,1500.0,,-1.0,20000.0,590.0,88000.0,175.0,-1.0,-1.0,2000.0,-1.0,1200.0,-1.0,-1.0,48575.0,13051.0,295.0,3000.0
1993,310.0,1000.0,2220.0,,4300.0,-1.0,-1.0,4742.0,-1.0,-1.0,-1.0,25000.0,1356090.0,,9412.0,-1.0,,11613.0,,-1.0,1823.0,3000.0,-1.0,10000.0,114.0,-1.0,-1.0,-1.0,500.0,1500.0,11470.0,1156.0,558.0,4000.0,75448.0,14588.0,-1.0,4300.0,-1.0,937.0,-1.0,17000.0,-1.0,,-1.0,-1.0,,-1.0,-1.0,1300.0,21126.0,130.0,1500.0,,2000.0,30000.0,740.0,40000.0,200.0,-1.0,-1.0,4000.0,-1.0,1140.0,-1.0,-1.0,26000.0,12477.0,310.0,2500.0
1994,290.0,1000.0,14840.0,,5200.0,-1.0,15000.0,7353.0,-1.0,-1.0,-1.0,30000.0,1254620.0,,10000.0,-1.0,,11533.0,,-1.0,2066.0,2886.0,-1.0,20000.0,60.0,-1.0,-1.0,-1.0,826.0,1700.0,14090.0,1220.0,926.0,13000.0,122075.0,15420.0,-1.0,5200.0,-1.0,975.0,-1.0,17000.0,-1.0,,-1.0,-1.0,,,-1.0,1320.0,22000.0,100.0,1500.0,,2013.0,31418.0,750.0,8200.0,240.0,-1.0,-1.0,147000.0,-1.0,3000.0,-1.0,-1.0,17859.0,12138.0,290.0,1100.0
1995,456.0,1000.0,5760.0,,4900.0,-1.0,15103.0,3075.0,-1.0,-1.0,-1.0,30076.0,1342730.0,,11000.0,-1.0,,14291.0,,-1.0,3579.0,2735.0,-1.0,24684.0,199.0,-1.0,-1.0,-1.0,818.0,2000.0,7800.0,1242.0,989.0,2650.0,97996.0,16812.0,-1.0,4900.0,-1.0,1859.0,-1.0,10000.0,1200.0,,-1.0,-1.0,,,-1.0,1350.0,25000.0,108.0,1700.0,,2030.0,38000.0,723.0,31440.0,275.0,-1.0,-1.0,40000.0,-1.0,2000.0,-1.0,-1.0,17359.0,12000.0,456.0,800.0
1996,388.0,1000.0,6317.0,,8900.0,-1.0,15487.0,11529.0,-1.0,-1.0,-1.0,30500.0,1792620.0,,11000.0,-1.0,,14256.0,,-1.0,4297.0,2612.0,5236.0,23879.0,271.0,-1.0,30.0,2600.0,810.0,2100.0,3710.0,1191.0,1680.0,0.0,92581.0,18204.0,-1.0,8900.0,209763.0,3071.0,-1.0,10000.0,3700.0,,-1.0,-1.0,,,-1.0,1380.0,26554.0,73.0,1700.0,,2046.0,42000.0,719.0,41370.0,300.0,-1.0,-1.0,11400.0,-1.0,2500.0,-1.0,-1.0,13340.0,12000.0,388.0,2000.0
1997,513.0,1000.0,4150.0,,9000.0,-1.0,15883.0,9347.0,-1.0,-1.0,-1.0,32000.0,2037170.0,,10500.0,-1.0,,28200.0,,-1.0,2500.0,2476.0,7550.0,26007.0,135.0,-1.0,60.0,4700.0,600.0,2200.0,3600.0,1126.0,3453.0,0.0,95829.0,19596.0,-1.0,9000.0,260351.0,2305.0,-1.0,10000.0,4000.0,,-1.0,-1.0,,,-1.0,1400.0,28335.0,100.0,1700.0,,2062.0,28000.0,718.0,35270.0,350.0,-1.0,-1.0,44100.0,-1.0,2900.0,-1.0,-1.0,15100.0,13000.0,513.0,4400.0
1998,568.0,1000.0,18706.0,,9076.0,-1.0,16296.0,9868.0,-1.0,-1.0,-1.0,33000.0,1328730.0,,10000.0,-1.0,-1.0,30500.0,,-1.0,1485.0,2500.0,6187.0,30000.0,150.0,-1.0,100.0,7100.0,837.0,2426.0,3670.0,1000.0,1880.0,0.0,135486.0,20987.0,-1.0,9076.0,253723.0,2676.0,-1.0,10000.0,1200.0,,-1.0,-1.0,,,-1.0,1385.0,30000.0,114.0,1700.0,,2079.0,36000.0,718.0,19000.0,367.0,-1.0,-1.0,47700.0,-1.0,2100.0,-1.0,-1.0,20323.0,14000.0,568.0,4200.0
1999,305.0,1000.0,13147.0,,10000.0,-1.0,16730.0,3750.0,-1.0,-1.0,-1.0,40000.0,1663720.0,,9000.0,-1.0,,21419.0,,1200.0,3053.0,2710.0,6016.0,26586.0,131.0,10100.0,110.0,2500.0,1200.0,904.0,2920.0,1014.0,5862.0,0.0,177051.0,22379.0,-1.0,10000.0,229647.0,2151.0,-1.0,13000.0,1000.0,,-1.0,-1.0,,,-1.0,1387.0,31655.0,116.0,1700.0,,2095.0,20000.0,760.0,73800.0,379.0,-1.0,-1.0,41091.0,20000.0,1900.0,-1.0,-1.0,16000.0,15000.0,20305.0,4600.0
2000,771.0,1000.0,10413.0,,9947.0,-1.0,16746.0,3386.0,-1.0,-1.0,9465.0,50000.0,1727200.0,-1.0,12000.0,-1.0,,20185.0,,1200.0,1064.0,3000.0,7170.0,25069.0,142.0,7000.0,375.0,7800.0,1800.0,1000.0,1200.0,990.0,4240.0,0.0,120170.0,23771.0,-1.0,9947.0,228185.0,2918.0,-1.0,13000.0,7000.0,,-1.0,-1.0,,,-1.0,1387.0,33195.0,119.0,2000.0,,2112.0,19500.0,722.0,18000.0,400.0,-1.0,-1.0,26900.0,25000.0,2700.0,-1.0,-1.0,15000.0,15000.0,25771.0,7550.0
2001,384.0,1000.0,19551.0,,10190.0,-1.0,17329.0,4299.0,-1.0,-1.0,10589.0,64000.0,1736920.0,-1.0,11000.0,-1.0,,34800.0,,1200.0,772.0,2500.0,7218.0,25000.0,395.0,25000.0,2279.0,1000.0,1000.0,1300.0,3770.0,955.0,4783.0,0.0,206197.0,26054.0,-1.0,10190.0,277604.0,3922.0,-1.0,13000.0,6000.0,,-1.0,-1.0,,,-1.0,1387.0,35000.0,117.0,2000.0,,2128.0,16000.0,750.0,22000.0,407.0,,-1.0,22400.0,30000.0,3100.0,2000.0,-1.0,14675.0,14000.0,30384.0,17283.0
2002,413.0,1000.0,3191.0,,10500.0,-1.0,17970.0,1444.0,-1.0,-1.0,10706.0,66000.0,1643824.0,250.0,10000.0,-1.0,,31356.0,,915.0,880.0,1800.0,6750.0,20000.0,95.0,10800.0,738.0,1600.0,1850.0,1500.0,2440.0,922.0,3020.0,0.0,151050.0,29293.0,-1.0,10500.0,293687.0,4121.0,-1.0,15000.0,2000.0,,-1.0,-1.0,,,-1.0,1385.0,35410.0,117.0,2000.0,,2150.0,15000.0,718.0,27000.0,399.0,,-1.0,54600.0,35000.0,3300.0,1000.0,-1.0,12000.0,14000.0,35413.0,24000.0
2003,375.0,1000.0,7161.0,,12100.0,-1.0,18648.0,4586.0,-1.0,4339.0,10597.0,70000.0,1942550.0,238.0,13000.0,-1.0,,37900.0,,482.0,966.0,1600.0,6900.0,20346.0,210.0,19900.0,244.0,3500.0,900.0,1400.0,4790.0,1137.0,2321.0,1725.0,290189.0,32857.0,-1.0,12100.0,268000.0,4042.0,3212.0,15000.0,16636.0,,-1.0,-1.0,,,-1.0,1384.0,36315.0,117.0,2000.0,,2160.0,12000.0,700.0,28100.0,450.0,,-1.0,30300.0,30000.0,3400.0,1000.0,-1.0,8499.0,14000.0,30375.0,2383.0
2004,154.0,922.0,11875.0,,16000.0,-1.0,17000.0,2061.0,-1.0,8337.0,10597.0,75000.0,2117727.0,324.0,15000.0,-1.0,,35484.0,,1224.0,1040.0,1783.0,7000.0,20684.0,211.0,21500.0,250.0,2700.0,4241.0,1000.0,3500.0,904.0,3295.0,886.0,267443.0,33739.0,-1.0,16000.0,303000.0,3469.0,2908.0,15000.0,8444.0,,-1.0,-1.0,,,-1.0,1353.0,37000.0,118.0,2000.0,,2175.0,15000.0,658.0,25800.0,550.0,,-1.0,28000.0,29000.0,3500.0,1500.0,100.0,7322.0,12000.0,29154.0,3280.0
2005,236.0,1000.0,19921.0,,11500.0,-1.0,23000.0,2772.0,,7333.0,10597.0,86000.0,3081856.0,254.0,13000.0,-1.0,,29157.0,,1347.0,1253.0,1822.0,7100.0,20963.0,669.0,15000.0,468.0,1200.0,251.0,1500.0,4400.0,784.0,2922.0,752.0,338918.0,15709.0,-1.0,11500.0,306000.0,5196.0,2971.0,15000.0,13580.0,,500.0,-1.0,,,-1.0,1349.0,37103.0,116.0,2000.0,-1.0,2191.0,7000.0,678.0,42000.0,574.0,,-1.0,10000.0,28000.0,4640.0,1500.0,300.0,3456.0,12000.0,28236.0,430.0
2006,357.0,1000.0,20178.0,,5700.0,-1.0,23500.0,989.0,,3161.0,10756.0,105000.0,2288780.0,151.0,12000.0,600.0,,27013.0,1000.0,1000.0,889.0,1878.0,7300.0,21254.0,1243.0,24400.0,623.0,2600.0,99.0,1700.0,4620.0,688.0,3302.0,1488.0,337595.0,53073.0,6700.0,5700.0,287600.0,8152.0,2880.0,15200.0,16444.0,,1000.0,3977.0,,,-1.0,1343.0,35510.0,118.0,2250.0,-1.0,2200.0,21000.0,708.0,38800.0,569.0,,-1.0,7100.0,20000.0,4800.0,1500.0,400.0,675.0,13000.0,20357.0,402.0
2007,189.0,1000.0,15778.0,,13709.0,-1.0,16500.0,1000.0,,9530.0,10741.0,185000.0,2404674.0,78.0,12421.0,797.0,,42459.0,1000.0,700.0,1068.0,1800.0,7500.0,22000.0,995.0,31000.0,526.0,3500.0,557.0,1791.0,4550.0,289.0,3392.0,1089.0,583950.0,54559.0,8900.0,13709.0,316050.0,7620.0,6728.0,15500.0,26161.0,,6000.0,3762.0,,,-1.0,1338.0,34373.0,110.0,2250.0,-1.0,2224.0,23000.0,740.0,55800.0,600.0,,-1.0,3400.0,30000.0,6400.0,1575.0,800.0,1125.0,12000.0,30189.0,922.0
