,USSR,Burkina Faso,Fiji,French Guiana,Kenya,Guyana,Morocco,Papua New Guinea,Somalia,Micronesia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Belgium-Luxembourg,Angola,Saudi Arabia,Togo,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Yugoslav SFR,Iran (Islamic Republic of),Ghana,Sweden,Cyprus,United Arab Emirates,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Armenia,Chile,Malta,Denmark,Syrian Arab Republic,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Trinidad and Tobago,Sudan,Mauritius,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Cook Islands,Guadeloupe,South Africa,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Zambia,Lebanon,Yemen,Suriname,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,Timor-Leste,Bahamas,Ecuador,Indonesia,Poland,Argentina,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Kazakhstan,United States of America,"China, mainland",French Polynesia,The former Yugoslav Republic of Macedonia,India,Cameroon,Netherlands,Guatemala,Cuba,Romania,Norway,Philippines,Iraq,Swaziland,Belgium,Luxembourg,Czechia,Switzerland,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Finland,Serbia and Montenegro,Sudan (former),Peru,Jordan,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Egypt,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Barbados,Turkey,Bolivia (Plurinational State of),American Samoa,Brunei Darussalam,Mexico,Kuwait,Czechoslovakia,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1978,179166.0,100000.0,,,142857.0,61364.0,310000.0,20909.0,,94000.0,125714.0,261987.0,,177554.0,,385927.0,170000.0,1012000.0,91667.0,654703.0,49375.0,96147.0,50000.0,,811228.0,30435.0,106760.0,35294.0,400871.0,,160000.0,38710.0,210714.0,232649.0,112993.0,87500.0,47273.0,1236364.0,282989.0,340539.0,,,238772.0,,251360.0,103091.0,171875.0,,,,108817.0,78947.0,136308.0,73913.0,74225.0,237091.0,,,27717.0,73000.0,,,245455.0,217946.0,2155412.0,163109.0,90000.0,80975.0,,404787.0,136364.0,,170435.0,,98160.0,,,,152941.0,186667.0,171655.0,100000.0,50000.0,266364.0,500000.0,257330.0,213446.0,223696.0,,48180.0,,,,111628.0,150000.0,95313.0,52903.0,100000.0,71732.0,143299.0,133333.0,,307895.0,,139352.0,123919.0,58000.0,52211.0,190066.0,40000.0,128571.0,,20909.0,179006.0,451018.0,191631.0,67200.0,100000.0,75000.0,94500.0,166667.0,,394257.0,236364.0,199750.0,,95000.0,33068.0,1377778.0,60800.0,60713.0,208908.0,1869649.0,79141.0,107189.0,133333.0,,,,624138.0,62273.0,141170.0,164319.0,326268.0,1611111.0,67000.0,90000.0,,236900.0,1321469.0,,133333.0,142412.0,187699.0,61818.0,144444.0,70370.0,,,527565.0,533602.0,,168349.0,,1436667.0,,400000.0,142857.0,44815.0,308411.0,103827.0,,,190238.0,250160.0,189347.0,25675.0,94000.0,107200.0,166556.0,,294939.0,,,
1979,196950.0,109091.0,,,127907.0,61705.0,344167.0,23714.0,,7000.0,120000.0,261360.0,,129597.0,,395988.0,170000.0,975000.0,105000.0,573235.0,53308.0,121484.0,50000.0,,830453.0,30435.0,116037.0,35556.0,412642.0,,152000.0,39375.0,279511.0,198629.0,120873.0,80000.0,46296.0,1163636.0,296793.0,392024.0,,,222286.0,,266291.0,113417.0,168182.0,,,88667.0,89570.0,79365.0,136407.0,72917.0,75707.0,319830.0,,,44584.0,73000.0,,,250000.0,258769.0,2213117.0,160160.0,90000.0,85632.0,,456795.0,127111.0,,165217.0,,104488.0,,,,164706.0,190000.0,169539.0,181818.0,39200.0,250909.0,531915.0,245360.0,211257.0,259304.0,,40691.0,,,,111628.0,163462.0,101735.0,49318.0,100000.0,49688.0,210204.0,132143.0,,347102.0,,138512.0,127971.0,48873.0,152832.0,195005.0,38857.0,127778.0,,23714.0,178571.0,421244.0,444432.0,30000.0,100000.0,74000.0,73077.0,166667.0,,435203.0,222222.0,181667.0,,86667.0,31267.0,1500000.0,62308.0,62934.0,194872.0,1445263.0,80895.0,93135.0,133333.0,,,,631579.0,60870.0,238896.0,164988.0,371494.0,1594444.0,67000.0,110000.0,,223937.0,1414444.0,,141818.0,144008.0,170490.0,61765.0,155556.0,70370.0,,,668974.0,546316.0,,175401.0,,1593333.0,,383333.0,178571.0,44713.0,325581.0,90574.0,,,183673.0,250260.0,240753.0,51190.0,7000.0,107692.0,176265.0,,257825.0,,,50000.0
1980,173089.0,112500.0,,,127907.0,62489.0,481928.0,10000.0,,100000.0,122857.0,306435.0,,131675.0,,350485.0,170000.0,986667.0,96000.0,543014.0,69018.0,121681.0,25000.0,,826667.0,30435.0,113595.0,35000.0,325348.0,,152000.0,39412.0,233040.0,228393.0,115771.0,111111.0,44286.0,963636.0,296695.0,458452.0,,,198846.0,,300751.0,83104.0,55000.0,,,98000.0,73566.0,78571.0,136066.0,72000.0,75325.0,258983.0,,,41320.0,68000.0,,,250000.0,311813.0,2334063.0,185896.0,90323.0,146004.0,,452482.0,129167.0,,166667.0,,98885.0,,,,169697.0,212000.0,171438.0,230769.0,38333.0,281818.0,470852.0,267449.0,233044.0,207385.0,78654.0,95947.0,,,,111364.0,181818.0,113017.0,69810.0,100000.0,50000.0,249123.0,131034.0,,353756.0,,137541.0,148779.0,39316.0,58729.0,188927.0,30000.0,127778.0,,10000.0,179394.0,475281.0,282669.0,70000.0,100000.0,74000.0,71250.0,166667.0,,430771.0,223913.0,157778.0,,93750.0,40000.0,1584000.0,124933.0,71140.0,160590.0,1732982.0,85802.0,103666.0,133333.0,,,,620833.0,61739.0,213333.0,160250.0,360218.0,1576471.0,67000.0,140000.0,,227409.0,1384530.0,,166626.0,152128.0,146516.0,66667.0,150000.0,70000.0,,,604795.0,525389.0,,177129.0,,1497090.0,,333333.0,166422.0,33663.0,328704.0,91784.0,,,167685.0,250000.0,198604.0,59391.0,100000.0,103571.0,171591.0,,302984.0,,,50000.0
1981,174214.0,84000.0,,,120370.0,64087.0,393617.0,60588.0,,28333.0,118421.0,299162.0,,131429.0,,367070.0,166096.0,965000.0,112500.0,553333.0,79143.0,123479.0,50000.0,,872146.0,32000.0,180465.0,36364.0,450861.0,,152174.0,40000.0,263124.0,207256.0,118003.0,128205.0,47259.0,934727.0,286601.0,387245.0,,,177621.0,,237341.0,84893.0,68750.0,,,100000.0,55222.0,77922.0,140200.0,71154.0,74227.0,326519.0,,,43700.0,65000.0,,,250000.0,322852.0,2511515.0,179940.0,90323.0,105287.0,,586542.0,106600.0,,165795.0,,101338.0,,,,200000.0,211341.0,155212.0,200000.0,114000.0,274286.0,118386.0,266838.0,239413.0,258548.0,79594.0,73738.0,,,,111364.0,227273.0,99148.0,70044.0,92308.0,58824.0,228333.0,133333.0,,362232.0,,140323.0,147521.0,45084.0,141663.0,196825.0,89500.0,127027.0,,60588.0,179012.0,470632.0,296566.0,70000.0,100000.0,72000.0,79167.0,166667.0,,412898.0,228261.0,165778.0,,94737.0,50000.0,1573077.0,128822.0,98663.0,222999.0,1840816.0,85214.0,104729.0,133333.0,,,,681633.0,62609.0,190523.0,177172.0,365149.0,1535484.0,64762.0,160000.0,,228587.0,1632778.0,,166637.0,156791.0,181359.0,70000.0,151515.0,70000.0,,,555903.0,516175.0,,179893.0,,1512758.0,,317460.0,166182.0,33599.0,333952.0,93703.0,,,194469.0,250000.0,242297.0,51580.0,28333.0,103448.0,171778.0,,317599.0,,,50000.0
1982,182710.0,78750.0,,,112253.0,63702.0,391753.0,91923.0,,61667.0,121053.0,314225.0,,131429.0,,378460.0,170000.0,933333.0,108000.0,554545.0,90857.0,118932.0,50000.0,,1049645.0,32000.0,147124.0,37037.0,444950.0,,152174.0,38500.0,291930.0,218729.0,124194.0,127971.0,53918.0,1081081.0,310598.0,402899.0,,,224818.0,,316848.0,82388.0,75000.0,,,96667.0,66783.0,77381.0,136806.0,72222.0,74405.0,385011.0,,,36631.0,70000.0,,,258000.0,321635.0,2690000.0,216326.0,90625.0,89047.0,,538609.0,109545.0,,163644.0,,117365.0,,,,152941.0,222571.0,171335.0,194118.0,114545.0,283571.0,138324.0,284189.0,251448.0,200570.0,81523.0,86551.0,,,,111111.0,240000.0,97687.0,39333.0,92308.0,48077.0,210000.0,137143.0,,380590.0,,136667.0,158959.0,36000.0,146582.0,209320.0,74348.0,126316.0,,91923.0,180723.0,490114.0,288832.0,70000.0,100000.0,73000.0,80000.0,166667.0,,466571.0,225000.0,186000.0,,97222.0,52000.0,1819231.0,165441.0,75262.0,230381.0,1974082.0,83906.0,118306.0,133333.0,,,,646853.0,63043.0,218617.0,220844.0,344125.0,1546154.0,63636.0,160000.0,,228829.0,1855625.0,,136659.0,161161.0,166318.0,72727.0,150000.0,66667.0,,,642897.0,523824.0,,196623.0,,1570479.0,,292308.0,404968.0,33649.0,342593.0,127490.0,,,197853.0,250156.0,289444.0,31320.0,61667.0,103333.0,181196.0,,311828.0,,,83333.0
1983,183081.0,100000.0,,,22071.0,63640.0,239399.0,48333.0,,59167.0,122368.0,321551.0,,152455.0,,393730.0,188119.0,826667.0,122500.0,600000.0,94042.0,117264.0,50000.0,,1267477.0,30000.0,135496.0,36364.0,395931.0,,152381.0,38636.0,268976.0,175306.0,112795.0,196197.0,47667.0,1207207.0,311081.0,322187.0,,,225425.0,,393894.0,80635.0,75000.0,,,97778.0,81081.0,77778.0,136808.0,72727.0,75184.0,398204.0,,,50491.0,75000.0,,,257143.0,314119.0,2688000.0,205111.0,90909.0,84591.0,,580691.0,113435.0,,111364.0,,129630.0,,,,200000.0,230000.0,157026.0,157895.0,116000.0,258571.0,160885.0,292441.0,257146.0,210338.0,85076.0,113721.0,,,,110870.0,260000.0,95036.0,49667.0,92308.0,52791.0,200000.0,121622.0,,394060.0,,136066.0,148633.0,29464.0,172261.0,197096.0,89063.0,125641.0,,48333.0,179310.0,476250.0,291686.0,70000.0,100000.0,72000.0,80200.0,166667.0,,453208.0,232653.0,160222.0,,100000.0,50000.0,1900000.0,137575.0,48832.0,216359.0,1755918.0,87163.0,118623.0,133333.0,,,,611111.0,62500.0,204918.0,155992.0,418053.0,1551938.0,62500.0,190000.0,,240300.0,1852660.0,,118462.0,135048.0,180205.0,72000.0,148148.0,66667.0,,,586222.0,500506.0,,210287.0,,1602981.0,,287879.0,405325.0,32581.0,342276.0,94841.0,,,210725.0,250952.0,253068.0,59883.0,59167.0,103226.0,161809.0,,227231.0,,,100000.0
1984,192500.0,110035.0,,,28571.0,60000.0,223418.0,37778.0,,18000.0,123684.0,348608.0,,153771.0,,376360.0,190000.0,1100000.0,117500.0,645161.0,83235.0,149716.0,50000.0,,1321494.0,30000.0,120816.0,30303.0,477682.0,,152381.0,38095.0,242728.0,214874.0,124408.0,189676.0,47500.0,1104414.0,315695.0,393670.0,,,264722.0,,372147.0,101185.0,183333.0,,,93889.0,97450.0,77320.0,136800.0,73214.0,75902.0,247879.0,,,47650.0,77273.0,,,280003.0,276243.0,2804355.0,192407.0,91176.0,100189.0,,635145.0,145087.0,,130400.0,,116150.0,,,,234973.0,238056.0,181488.0,142857.0,136462.0,260714.0,186158.0,316761.0,283265.0,240283.0,90000.0,78286.0,,,,110638.0,250000.0,172375.0,48387.0,92308.0,49412.0,190000.0,100000.0,,385677.0,,136066.0,171161.0,33038.0,89442.0,209101.0,67500.0,121622.0,,37778.0,178571.0,511104.0,300441.0,70000.0,100000.0,71000.0,88000.0,166667.0,,491691.0,232000.0,168500.0,,91304.0,52000.0,2121739.0,162478.0,64511.0,280872.0,1989412.0,91162.0,126603.0,133333.0,,,,716418.0,62000.0,200000.0,190973.0,451832.0,1505982.0,59231.0,140000.0,,238609.0,2057500.0,,116923.0,151275.0,200566.0,73913.0,152174.0,66667.0,,,502513.0,525621.0,,221959.0,,1759891.0,,272727.0,404551.0,62000.0,369686.0,107746.0,,,212149.0,265475.0,178103.0,73520.0,18000.0,103125.0,163153.0,,309148.0,,,100000.0
1985,181579.0,74836.0,,216000.0,42857.0,60000.0,236364.0,26875.0,,61667.0,120513.0,358693.0,,157714.0,,391397.0,225949.0,1146667.0,88333.0,750000.0,104000.0,121723.0,50000.0,,1445562.0,32258.0,132016.0,36364.0,464220.0,,150000.0,200000.0,297319.0,206114.0,121791.0,185427.0,49870.0,1102703.0,537383.0,427752.0,,,357432.0,,431809.0,97698.0,183333.0,,,94211.0,82710.0,77670.0,141667.0,73214.0,75058.0,349777.0,,,53614.0,77273.0,,,280000.0,286807.0,2782667.0,193229.0,91429.0,102515.0,,576792.0,140178.0,,99560.0,,129654.0,,,,227027.0,252024.0,160960.0,130435.0,219707.0,293571.0,176758.0,327462.0,291084.0,217538.0,91717.0,113551.0,,,,110417.0,250000.0,174942.0,51311.0,92308.0,51591.0,192000.0,93750.0,,400765.0,,136066.0,156262.0,36976.0,98733.0,204714.0,83333.0,122222.0,,26875.0,171429.0,563054.0,311752.0,62069.0,100000.0,71579.0,87636.0,166667.0,,499360.0,218182.0,188833.0,,88462.0,43333.0,2504762.0,162034.0,85954.0,272682.0,1917045.0,89864.0,129140.0,140000.0,,,,728920.0,61538.0,208696.0,179806.0,458516.0,1460652.0,59231.0,150000.0,,226538.0,2125000.0,,130769.0,152185.0,183191.0,73077.0,150000.0,66667.0,,,633386.0,524444.0,,246740.0,,1796089.0,,257576.0,300000.0,62000.0,365672.0,66979.0,,,212145.0,430839.0,267170.0,31370.0,61667.0,100000.0,171062.0,,263770.0,,,100000.0
1986,197403.0,89125.0,,228333.0,71429.0,66071.0,256831.0,15000.0,,90000.0,120513.0,358451.0,,144571.0,,387866.0,222531.0,1176667.0,87500.0,1047904.0,109000.0,121096.0,100000.0,,1530841.0,32258.0,134142.0,38922.0,403902.0,,150000.0,200000.0,302390.0,207321.0,123320.0,203882.0,47439.0,1102703.0,534188.0,331707.0,,,357143.0,,425885.0,100492.0,200000.0,,,96800.0,97297.0,77273.0,150000.0,72759.0,73349.0,339988.0,,,62237.0,77273.0,,,308754.0,301887.0,2931607.0,178712.0,91429.0,135667.0,,531835.0,157391.0,,97625.0,,123543.0,,,,223404.0,191544.0,169357.0,115385.0,185956.0,285000.0,175119.0,390656.0,332179.0,221493.0,95093.0,99983.0,,,,110204.0,250000.0,174842.0,39886.0,100000.0,52195.0,166667.0,75000.0,,421053.0,,136066.0,140314.0,40842.0,167142.0,217176.0,83333.0,121053.0,,15000.0,175000.0,532256.0,309266.0,72549.0,100000.0,68421.0,85000.0,166667.0,,531650.0,217857.0,175500.0,,91200.0,45000.0,2378261.0,155323.0,72672.0,200864.0,1748222.0,91312.0,121864.0,140000.0,,,,751700.0,61111.0,216667.0,179536.0,448115.0,1666667.0,57143.0,150000.0,,224535.0,2206529.0,,133333.0,176547.0,241292.0,74074.0,150000.0,68750.0,,,617143.0,536974.0,,269228.0,,1858557.0,,223881.0,266667.0,62000.0,364964.0,94463.0,,,258739.0,406620.0,232669.0,66677.0,90000.0,100000.0,159741.0,,257982.0,,,100000.0
1987,194226.0,103763.0,,223043.0,114286.0,57143.0,330476.0,50000.0,,92000.0,119500.0,356096.0,,151143.0,,387053.0,218733.0,1166667.0,72000.0,1261261.0,110000.0,112509.0,133333.0,,1346692.0,32258.0,184647.0,38889.0,434074.0,,152632.0,200000.0,209841.0,203628.0,120000.0,193593.0,46010.0,1400180.0,580913.0,242887.0,,,340102.0,,404560.0,107500.0,225000.0,,,92000.0,96667.0,76271.0,140000.0,72000.0,72818.0,301778.0,,,48549.0,70833.0,,,350000.0,309091.0,2861321.0,158320.0,91667.0,130293.0,,531187.0,152313.0,,115643.0,,105487.0,,,,255263.0,296460.0,162330.0,103448.0,169897.0,299522.0,178113.0,369171.0,311243.0,214127.0,93843.0,100000.0,,,,110000.0,250000.0,174697.0,61899.0,92308.0,80000.0,180000.0,96774.0,,436964.0,,135772.0,128549.0,35387.0,125790.0,241111.0,87500.0,121622.0,,50000.0,170000.0,601036.0,318452.0,73212.0,100000.0,68421.0,86111.0,166667.0,,534599.0,215517.0,91400.0,,81268.0,41538.0,2378261.0,176925.0,92222.0,190783.0,2086667.0,92640.0,142785.0,140000.0,,,,746187.0,60714.0,240000.0,179538.0,432754.0,1390000.0,60000.0,110000.0,,221226.0,2264516.0,,131579.0,176121.0,391905.0,75000.0,147368.0,70588.0,,,642667.0,554305.0,,292134.0,,2014041.0,,205882.0,233333.0,62022.0,359712.0,91111.0,,,215558.0,400000.0,249811.0,60413.0,92000.0,100000.0,115321.0,,281273.0,,,100000.0
1988,182500.0,127078.0,,210857.0,105882.0,54762.0,338140.0,50909.0,,94286.0,120000.0,384284.0,,141730.0,,366884.0,220152.0,1083333.0,82000.0,1328904.0,120575.0,114562.0,150000.0,,2281111.0,33333.0,177903.0,38889.0,418780.0,,152632.0,200000.0,169168.0,214983.0,101797.0,204454.0,50573.0,1412909.0,674699.0,256079.0,,,350490.0,,365092.0,133924.0,225000.0,,,92000.0,95000.0,74803.0,135000.0,71935.0,74221.0,364352.0,,,57371.0,70833.0,,,350000.0,310345.0,3037037.0,189067.0,91892.0,126639.0,,560084.0,147158.0,,102227.0,,106323.0,,,,175439.0,279005.0,164166.0,93750.0,169568.0,278690.0,188879.0,404859.0,338263.0,153931.0,95460.0,100000.0,,,,109804.0,251912.0,165133.0,68601.0,91667.0,120000.0,170000.0,94286.0,,427384.0,,133333.0,174320.0,30850.0,185304.0,249332.0,84000.0,126316.0,,50909.0,166667.0,592397.0,330837.0,53875.0,100000.0,66667.0,83448.0,166667.0,,497527.0,220000.0,112667.0,,131621.0,41353.0,3335294.0,207547.0,101602.0,187172.0,2280213.0,91134.0,160922.0,140000.0,,,,696937.0,60000.0,276923.0,175167.0,393764.0,1450000.0,59375.0,120000.0,,223217.0,2392460.0,,130435.0,178168.0,383542.0,78929.0,147059.0,72222.0,,,698615.0,520470.0,,249420.0,,2137255.0,,200000.0,222772.0,59500.0,358955.0,95874.0,,,220633.0,402356.0,247792.0,72992.0,94286.0,67013.0,120984.0,,268810.0,,,100000.0
1989,190225.0,135418.0,,203125.0,115789.0,57143.0,359118.0,50000.0,,108333.0,143902.0,338348.0,,138737.0,,404691.0,220182.0,1166667.0,73333.0,1089918.0,117571.0,131516.0,120000.0,,2502444.0,34286.0,176805.0,37826.0,477209.0,,147368.0,200000.0,151532.0,175094.0,107900.0,223077.0,47059.0,1412727.0,625984.0,414578.0,,,407059.0,,425922.0,135008.0,220000.0,,,87000.0,98817.0,75758.0,140000.0,354167.0,75071.0,408981.0,,,53186.0,70833.0,,,400000.0,320000.0,3090909.0,188114.0,92105.0,135397.0,,735656.0,150238.0,,115261.0,,113100.0,,,,227979.0,266300.0,167340.0,266667.0,152650.0,316423.0,207157.0,403705.0,348597.0,200444.0,97275.0,100000.0,179762.0,,,109615.0,256500.0,159369.0,121337.0,90909.0,172916.0,146667.0,85333.0,,448381.0,,132787.0,138146.0,31633.0,156111.0,248179.0,81818.0,125641.0,,50000.0,175000.0,637412.0,331237.0,54137.0,100000.0,63333.0,84333.0,166667.0,,547203.0,227667.0,114833.0,,133560.0,41387.0,3651765.0,220000.0,83394.0,193736.0,2234783.0,90516.0,130418.0,140000.0,,,,756036.0,60000.0,285714.0,181474.0,428860.0,1080000.0,58824.0,290000.0,,232191.0,2464628.0,,129630.0,180104.0,467876.0,82857.0,146667.0,73684.0,,,643182.0,533172.0,,223879.0,,2282521.0,,184615.0,226721.0,57700.0,366284.0,99253.0,,,217598.0,240524.0,243290.0,63821.0,108333.0,100473.0,147941.0,,288723.0,,,100000.0
1990,210000.0,151307.0,,211613.0,125000.0,54167.0,335141.0,48462.0,13889.0,120000.0,190476.0,371432.0,,135220.0,,472075.0,215814.0,1063333.0,76667.0,755034.0,115474.0,114546.0,145593.0,,2982222.0,36445.0,212909.0,41948.0,428837.0,,105340.0,220898.0,266606.0,199137.0,98375.0,233696.0,53006.0,2354545.0,601923.0,325208.0,,,446667.0,114286.0,411159.0,130408.0,234000.0,,,77273.0,94737.0,75000.0,136364.0,360000.0,76188.0,352263.0,90909.0,,51606.0,69231.0,,,400000.0,314682.0,3181818.0,151943.0,86669.0,125631.0,,675875.0,147875.0,,99300.0,,118667.0,,,,252381.0,276069.0,168120.0,269231.0,183333.0,271936.0,239000.0,381678.0,335339.0,216288.0,99888.0,100000.0,52000.0,,,107407.0,249554.0,155178.0,153452.0,91667.0,217882.0,100000.0,75000.0,,452117.0,23200.0,136364.0,157000.0,51493.0,142955.0,251429.0,82609.0,118223.0,,48462.0,171429.0,655936.0,312769.0,54113.0,100000.0,54526.0,67708.0,153030.0,,551869.0,246711.0,116667.0,,158587.0,40420.0,4061875.0,235392.0,52862.0,158314.0,2468974.0,91811.0,132264.0,126101.0,,,,849750.0,60714.0,316832.0,184886.0,401020.0,1080000.0,58333.0,240000.0,,250030.0,2611230.0,,129032.0,190009.0,414715.0,82546.0,100307.0,72500.0,,,721800.0,540211.0,,271621.0,,2390948.0,,183333.0,230159.0,47857.0,377644.0,99900.0,,105000.0,205272.0,315375.0,237993.0,70322.0,120000.0,100000.0,146698.0,,308744.0,,,110667.0
1991,197514.0,156250.0,,206061.0,130435.0,59259.0,340823.0,45714.0,13958.0,120800.0,182857.0,385103.0,,82011.0,,417792.0,218309.0,1571166.0,71429.0,833333.0,119736.0,103463.0,120000.0,,3488444.0,38388.0,157730.0,35149.0,474222.0,,147059.0,200862.0,227496.0,198658.0,117149.0,241636.0,52701.0,2710152.0,576923.0,471616.0,,,456359.0,112500.0,397143.0,129818.0,200000.0,,,73582.0,94737.0,76923.0,139130.0,400536.0,76283.0,583272.0,92857.0,,53662.0,68753.0,,,400000.0,368778.0,3181818.0,162308.0,92308.0,144635.0,,672834.0,149320.0,,112538.0,,105806.0,,,,257778.0,409563.0,164721.0,269046.0,180430.0,285066.0,230407.0,411772.0,361541.0,190813.0,102488.0,236229.0,229483.0,,,105357.0,238251.0,154989.0,234774.0,90909.0,178439.0,180000.0,82353.0,,444958.0,43793.0,140000.0,143399.0,54168.0,150876.0,234754.0,83333.0,125000.0,,45714.0,166667.0,654334.0,361351.0,54103.0,100000.0,56471.0,114545.0,145613.0,,577943.0,266129.0,150000.0,,146825.0,38667.0,3975625.0,235261.0,53696.0,147388.0,2641579.0,90998.0,130716.0,125134.0,,,,867137.0,60345.0,332182.0,299749.0,447121.0,940000.0,57895.0,180000.0,,268380.0,2501167.0,,131579.0,184202.0,312166.0,91017.0,164286.0,71429.0,,,625818.0,529149.0,,275453.0,,2469604.0,,166667.0,230769.0,44778.0,385297.0,111949.0,,103333.0,206021.0,500000.0,262363.0,71334.0,120800.0,98562.0,171814.0,,265949.0,,,89497.0
1992,,150981.0,,208667.0,160128.0,58055.0,354307.0,46730.0,13988.0,120903.0,200000.0,410141.0,,142857.0,,420303.0,214286.0,1159379.0,77143.0,862222.0,121245.0,119830.0,120000.0,176667.0,3299000.0,38181.0,168278.0,35922.0,355769.0,191413.0,148307.0,199630.0,195993.0,299206.0,,257814.0,52461.0,2756212.0,609434.0,412956.0,,90000.0,350000.0,117778.0,352044.0,129821.0,200000.0,,140000.0,75780.0,95000.0,71429.0,150000.0,399279.0,74189.0,956349.0,93750.0,53533.0,54068.0,67857.0,,258824.0,400000.0,322951.0,3333333.0,198866.0,91429.0,155228.0,,763689.0,135844.0,123077.0,106000.0,,106127.0,163636.0,58333.0,123077.0,266990.0,410000.0,175666.0,300000.0,235141.0,289999.0,205826.0,412022.0,367032.0,189989.0,105706.0,246528.0,220169.0,,,100000.0,257536.0,163324.0,185052.0,90000.0,165000.0,150000.0,78397.0,193059.0,474444.0,58929.0,133333.0,141165.0,51261.0,142221.0,233766.0,84615.0,124390.0,157660.0,46730.0,162500.0,666811.0,378710.0,60000.0,100000.0,53245.0,135909.0,150000.0,266667.0,592498.0,278333.0,171907.0,187285.0,157120.0,41347.0,4346667.0,244438.0,62941.0,157544.0,2490789.0,90687.0,124242.0,125207.0,,,,897656.0,60714.0,318344.0,299550.0,466273.0,1200000.0,55556.0,290000.0,191654.0,279371.0,2528833.0,83723.0,130952.0,173905.0,523986.0,83488.0,164706.0,60000.0,155000.0,,619695.0,551214.0,,308717.0,,2651549.0,198333.0,163636.0,290909.0,46397.0,375277.0,108135.0,,120000.0,164769.0,717131.0,240429.0,76012.0,120903.0,100000.0,191496.0,81663.0,251265.0,,112376.0,90996.0
1993,,146667.0,131095.0,299091.0,150089.0,59375.0,393850.0,46923.0,14015.0,121007.0,216041.0,437060.0,,166667.0,,514680.0,210638.0,1041667.0,77143.0,695000.0,181208.0,141218.0,120000.0,147637.0,3854444.0,38369.0,168243.0,36906.0,472087.0,206974.0,148517.0,200259.0,146403.0,179973.0,,216040.0,53500.0,2915938.0,641509.0,495218.0,,89130.0,445000.0,110000.0,317551.0,127604.0,200000.0,,240000.0,77978.0,95238.0,76667.0,142857.0,399309.0,73574.0,981043.0,90909.0,80000.0,49540.0,66915.0,,331667.0,525339.0,323577.0,1470000.0,196946.0,100000.0,171158.0,267756.0,702162.0,125784.0,138571.0,105212.0,,119825.0,169935.0,66667.0,121538.0,203883.0,410893.0,197607.0,283333.0,152358.0,290904.0,153421.0,365566.0,327054.0,174477.0,105420.0,218056.0,157368.0,116469.0,,104000.0,270175.0,168227.0,218000.0,94444.0,160667.0,150000.0,77559.0,196117.0,491384.0,11282.0,136364.0,121606.0,46502.0,126601.0,184211.0,84060.0,,126460.0,108313.0,160000.0,676065.0,413871.0,64108.0,102222.0,52696.0,100000.0,155000.0,206667.0,584079.0,271053.0,190000.0,174375.0,161290.0,38247.0,4328571.0,242823.0,50640.0,163791.0,2868000.0,88631.0,140653.0,125280.0,,,194141.0,929487.0,60345.0,228667.0,299890.0,455175.0,1446529.0,57410.0,270000.0,198757.0,271599.0,2586387.0,76004.0,128889.0,216693.0,372263.0,78947.0,170000.0,70588.0,174571.0,85476.0,604474.0,526786.0,,323002.0,,2838641.0,190909.0,145455.0,314286.0,48300.0,395204.0,107955.0,,112500.0,192315.0,737179.0,,72850.0,121007.0,98252.0,202419.0,83133.0,205051.0,,117143.0,92495.0
