,Paraguay,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Belize,Nepal,Malaysia,India,Dominican Republic,Philippines,Brazil,Australia & New Zealand,Cook Islands,Ethiopia,Indonesia,Maldives,Puerto Rico,Pakistan,Zimbabwe,Bangladesh,Venezuela (Bolivarian Republic of),Melanesia,Yemen,Guyana,Democratic Republic of the Congo,Bahamas,United States of America,Iran (Islamic Republic of),Guatemala,Nigeria,French Guiana,Argentina,Haiti,Costa Rica,Cuba,El Salvador,Dominica,Fiji,Rwanda,Morocco,Congo,Mexico,Ecuador,Honduras,Panama,Israel,Réunion,China,Suriname,Côte d'Ivoire,Colombia,Jamaica,Trinidad and Tobago,Chile,Guinea-Bissau,Polynesia,South Africa,Samoa,Australia,Thailand,Ghana,"China, mainland",Oman,Mali,Timor-Leste
1971,-1.0,103226.0,44000.0,144745.0,229106.0,89189.0,-1.0,-1.0,100000.0,224125.0,88720.0,64706.0,126633.0,137079.0,200000.0,-1.0,100000.0,-1.0,102000.0,-1.0,-1.0,87599.0,148524.0,-1.0,-1.0,-1.0,170000.0,-1.0,235025.0,-1.0,-1.0,77778.0,-1.0,-1.0,-1.0,300000.0,94962.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,237768.0,264706.0,-1.0,-1.0,-1.0,-1.0,229106.0,-1.0,-1.0,363636.0,85155.0,-1.0,56364.0,-1.0,192337.0,86913.0,192308.0,137079.0,98485.0,-1.0,-1.0,-1.0,200000.0,-1.0
1972,-1.0,103226.0,44063.0,149396.0,208907.0,89474.0,-1.0,-1.0,100000.0,189759.0,89718.0,63005.0,129271.0,155728.0,200000.0,-1.0,100000.0,-1.0,70513.0,-1.0,-1.0,83421.0,151414.0,-1.0,-1.0,-1.0,167957.0,-1.0,291825.0,-1.0,-1.0,77778.0,-1.0,-1.0,-1.0,300000.0,178646.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,195607.0,266667.0,-1.0,-1.0,-1.0,-1.0,208907.0,-1.0,-1.0,345833.0,91829.0,-1.0,55455.0,-1.0,188722.0,92724.0,188679.0,155728.0,98485.0,-1.0,-1.0,-1.0,200000.0,-1.0
1973,-1.0,103226.0,41667.0,145679.0,258497.0,89474.0,-1.0,-1.0,100000.0,222274.0,88909.0,62188.0,144421.0,146141.0,200000.0,-1.0,87500.0,-1.0,96774.0,-1.0,-1.0,78032.0,150038.0,-1.0,-1.0,-1.0,166842.0,-1.0,261211.0,-1.0,-1.0,77778.0,-1.0,-1.0,-1.0,309556.0,159332.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199549.0,269231.0,-1.0,-1.0,-1.0,-1.0,258497.0,-1.0,-1.0,330000.0,100518.0,-1.0,54545.0,-1.0,185240.0,82732.0,185185.0,146141.0,110256.0,-1.0,-1.0,-1.0,200000.0,-1.0
1974,-1.0,103030.0,46429.0,147065.0,348951.0,89474.0,-1.0,-1.0,100000.0,219069.0,88889.0,72135.0,124605.0,106681.0,166667.0,-1.0,52219.0,-1.0,109091.0,-1.0,-1.0,76457.0,143031.0,-1.0,-1.0,-1.0,167732.0,-1.0,244696.0,-1.0,-1.0,77778.0,-1.0,-1.0,-1.0,300000.0,202090.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170142.0,280000.0,-1.0,-1.0,-1.0,-1.0,348951.0,-1.0,-1.0,316429.0,107171.0,-1.0,54630.0,-1.0,190778.0,85063.0,190909.0,106681.0,110256.0,-1.0,-1.0,-1.0,200000.0,-1.0
1975,-1.0,103030.0,45000.0,156502.0,273471.0,89744.0,-1.0,-1.0,100000.0,207014.0,90110.0,78392.0,122831.0,132889.0,200000.0,-1.0,76101.0,-1.0,116000.0,-1.0,-1.0,74710.0,138272.0,-1.0,-1.0,-1.0,168265.0,-1.0,247890.0,-1.0,-1.0,76000.0,-1.0,-1.0,-1.0,300000.0,82242.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244551.0,300000.0,-1.0,-1.0,-1.0,-1.0,273471.0,-1.0,-1.0,305127.0,106022.0,-1.0,54722.0,-1.0,184293.0,85971.0,184211.0,132889.0,110256.0,-1.0,-1.0,-1.0,200000.0,-1.0
1976,-1.0,103030.0,45833.0,148719.0,293969.0,90000.0,-1.0,-1.0,90909.0,190945.0,92308.0,92475.0,139601.0,146614.0,200000.0,-1.0,116208.0,-1.0,110000.0,-1.0,-1.0,75747.0,137510.0,-1.0,-1.0,-1.0,168283.0,-1.0,294753.0,-1.0,-1.0,76000.0,-1.0,-1.0,-1.0,300000.0,112480.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,233851.0,304211.0,-1.0,-1.0,-1.0,-1.0,293969.0,-1.0,-1.0,355091.0,99617.0,-1.0,54722.0,-1.0,184321.0,83375.0,184211.0,146614.0,110256.0,-1.0,-1.0,-1.0,200000.0,-1.0
1977,-1.0,102857.0,45833.0,139982.0,175301.0,90000.0,-1.0,-1.0,92308.0,193671.0,93407.0,113039.0,145582.0,133395.0,200000.0,-1.0,122376.0,-1.0,110000.0,-1.0,-1.0,77118.0,142202.0,-1.0,-1.0,-1.0,168300.0,-1.0,323876.0,-1.0,-1.0,76000.0,-1.0,-1.0,-1.0,300000.0,203872.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,258911.0,297746.0,-1.0,-1.0,-1.0,-1.0,175301.0,-1.0,-1.0,346759.0,101440.0,-1.0,54722.0,-1.0,184375.0,82433.0,184211.0,133395.0,110256.0,-1.0,-1.0,-1.0,200000.0,-1.0
1978,-1.0,102857.0,46125.0,134083.0,220338.0,90000.0,-1.0,-1.0,90000.0,159400.0,91667.0,118153.0,169983.0,129849.0,200000.0,-1.0,106050.0,-1.0,107200.0,-1.0,-1.0,75794.0,139017.0,-1.0,-1.0,-1.0,157885.0,-1.0,458427.0,-1.0,-1.0,76000.0,-1.0,-1.0,-1.0,300000.0,178052.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,250035.0,262329.0,-1.0,-1.0,-1.0,-1.0,220338.0,-1.0,-1.0,341647.0,102108.0,-1.0,50000.0,-1.0,184429.0,84808.0,184211.0,129849.0,110256.0,-1.0,-1.0,-1.0,200000.0,-1.0
1979,-1.0,102857.0,43591.0,128867.0,302636.0,90476.0,-1.0,-1.0,96000.0,163131.0,92708.0,112900.0,193523.0,122273.0,200000.0,-1.0,115500.0,-1.0,135714.0,-1.0,-1.0,72799.0,138551.0,-1.0,239394.0,-1.0,170000.0,-1.0,305618.0,-1.0,-1.0,76000.0,-1.0,-1.0,-1.0,310000.0,68507.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,223094.0,230587.0,-1.0,-1.0,-1.0,-1.0,302636.0,-1.0,-1.0,340632.0,104965.0,-1.0,45000.0,-1.0,184483.0,96673.0,184211.0,122273.0,110256.0,-1.0,-1.0,70588.0,200000.0,-1.0
1980,-1.0,102778.0,45938.0,139591.0,238307.0,90476.0,-1.0,-1.0,83721.0,160982.0,92424.0,112790.0,202444.0,110000.0,200000.0,-1.0,103564.0,-1.0,145455.0,74180.0,-1.0,73759.0,139191.0,-1.0,238715.0,-1.0,170000.0,-1.0,414815.0,-1.0,-1.0,72727.0,-1.0,-1.0,-1.0,320000.0,124627.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228467.0,224667.0,-1.0,-1.0,-1.0,-1.0,238307.0,-1.0,-1.0,365393.0,111518.0,-1.0,42857.0,-1.0,184589.0,90638.0,184211.0,110000.0,110256.0,-1.0,-1.0,71373.0,200000.0,-1.0
1981,-1.0,102632.0,49710.0,136207.0,338762.0,90476.0,-1.0,-1.0,93617.0,92344.0,96591.0,146546.0,276449.0,111651.0,200000.0,-1.0,99144.0,-1.0,143750.0,74297.0,-1.0,80456.0,122144.0,-1.0,239414.0,-1.0,170000.0,-1.0,501176.0,-1.0,-1.0,72727.0,-1.0,-1.0,-1.0,330000.0,89564.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,220169.0,221929.0,-1.0,-1.0,-1.0,-1.0,338762.0,-1.0,-1.0,343750.0,120563.0,-1.0,44286.0,-1.0,179239.0,98572.0,178571.0,111651.0,110256.0,-1.0,-1.0,71765.0,200000.0,-1.0
1982,-1.0,102632.0,63662.0,133109.0,275328.0,90476.0,-1.0,-1.0,93750.0,132467.0,95652.0,128033.0,299487.0,122403.0,204545.0,-1.0,80205.0,-1.0,138889.0,74307.0,-1.0,83738.0,124161.0,-1.0,241187.0,-1.0,170000.0,-1.0,265169.0,66667.0,-1.0,72727.0,-1.0,-1.0,-1.0,340000.0,85655.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,227172.0,199821.0,-1.0,-1.0,-1.0,-1.0,275328.0,-1.0,-1.0,400000.0,113061.0,-1.0,47143.0,-1.0,165210.0,80725.0,163636.0,122403.0,110256.0,-1.0,-1.0,72549.0,200000.0,-1.0
1983,-1.0,102632.0,67107.0,109379.0,299876.0,95238.0,-1.0,-1.0,100000.0,120751.0,96739.0,116126.0,293892.0,108818.0,200000.0,-1.0,84920.0,-1.0,158500.0,74043.0,-1.0,85776.0,125109.0,-1.0,236557.0,-1.0,170000.0,-1.0,330588.0,70000.0,-1.0,72727.0,-1.0,-1.0,-1.0,369000.0,122500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,274358.0,152949.0,-1.0,-1.0,-1.0,-1.0,299876.0,-1.0,-1.0,362857.0,115524.0,-1.0,50667.0,-1.0,159292.0,81571.0,157407.0,108818.0,114943.0,-1.0,-1.0,73333.0,200000.0,-1.0
1984,-1.0,105556.0,92395.0,102882.0,244989.0,95238.0,-1.0,-1.0,83333.0,79375.0,97024.0,133472.0,411716.0,113743.0,222222.0,-1.0,92828.0,-1.0,151200.0,75000.0,-1.0,81612.0,124290.0,-1.0,243414.0,-1.0,170000.0,-1.0,345714.0,73333.0,-1.0,72727.0,-1.0,-1.0,-1.0,375000.0,101246.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340782.0,160130.0,-1.0,-1.0,-1.0,-1.0,244989.0,-1.0,-1.0,379764.0,123663.0,-1.0,56000.0,-1.0,154399.0,82338.0,150943.0,113743.0,114943.0,-1.0,-1.0,74510.0,200000.0,-1.0
1985,120833.0,102564.0,81644.0,138422.0,262427.0,95238.0,-1.0,-1.0,83333.0,77419.0,96330.0,145806.0,400631.0,119547.0,185185.0,-1.0,91060.0,-1.0,155938.0,77113.0,-1.0,82956.0,123942.0,50000.0,190071.0,-1.0,171026.0,-1.0,249541.0,73333.0,-1.0,72727.0,-1.0,103704.0,-1.0,375000.0,95897.0,86207.0,-1.0,50000.0,-1.0,-1.0,-1.0,319893.0,179342.0,-1.0,-1.0,-1.0,90833.0,262427.0,-1.0,-1.0,387500.0,118182.0,-1.0,57692.0,75000.0,151737.0,96833.0,150000.0,119547.0,114943.0,-1.0,-1.0,74806.0,200000.0,-1.0
1986,125000.0,102564.0,82780.0,189149.0,189180.0,100000.0,-1.0,-1.0,83333.0,84580.0,97079.0,150822.0,400047.0,142651.0,222222.0,-1.0,87449.0,-1.0,159900.0,77320.0,-1.0,82235.0,124615.0,140000.0,208132.0,-1.0,169244.0,-1.0,289691.0,90000.0,-1.0,72727.0,-1.0,111111.0,-1.0,375000.0,84413.0,89655.0,-1.0,140000.0,-1.0,-1.0,-1.0,315970.0,180262.0,-1.0,-1.0,-1.0,90833.0,189180.0,-1.0,-1.0,368348.0,128023.0,-1.0,60000.0,75000.0,152700.0,96125.0,149020.0,142651.0,114943.0,-1.0,-1.0,75000.0,200000.0,-1.0
1987,104658.0,102500.0,83556.0,173634.0,228162.0,102381.0,-1.0,-1.0,100000.0,83759.0,99357.0,272198.0,334008.0,145151.0,148148.0,-1.0,97273.0,-1.0,177478.0,78751.0,-1.0,81336.0,122524.0,148077.0,234796.0,-1.0,168917.0,-1.0,317526.0,103333.0,-1.0,72727.0,-1.0,111111.0,-1.0,375000.0,104285.0,89655.0,-1.0,148077.0,-1.0,-1.0,-1.0,292003.0,171754.0,-1.0,-1.0,-1.0,106667.0,228162.0,-1.0,-1.0,387580.0,119862.0,-1.0,61538.0,80000.0,149905.0,103371.0,150000.0,145151.0,114943.0,-1.0,-1.0,73881.0,200000.0,-1.0
1988,99433.0,104762.0,92000.0,172963.0,277219.0,102381.0,-1.0,-1.0,98519.0,108949.0,102253.0,269478.0,390025.0,127074.0,368519.0,-1.0,98331.0,-1.0,170050.0,77064.0,-1.0,100883.0,120862.0,28305.0,212016.0,-1.0,165528.0,-1.0,341398.0,95000.0,-1.0,72727.0,-1.0,111111.0,-1.0,300000.0,112706.0,93103.0,-1.0,28305.0,-1.0,-1.0,-1.0,233219.0,255916.0,-1.0,-1.0,3846.0,121176.0,277219.0,-1.0,-1.0,395583.0,115618.0,-1.0,75000.0,80000.0,162379.0,109410.0,151020.0,127074.0,114943.0,-1.0,-1.0,73260.0,200000.0,-1.0
1989,103400.0,104762.0,95251.0,174004.0,243987.0,104762.0,252727.0,-1.0,98148.0,99652.0,100000.0,273627.0,332285.0,138937.0,360000.0,-1.0,122794.0,-1.0,170100.0,79481.0,-1.0,73416.0,120222.0,43929.0,209732.0,-1.0,164919.0,-1.0,332376.0,100333.0,-1.0,80323.0,-1.0,111111.0,-1.0,300000.0,63592.0,96552.0,-1.0,43929.0,-1.0,-1.0,-1.0,231343.0,253693.0,-1.0,376923.0,3846.0,121176.0,243987.0,-1.0,-1.0,399580.0,132292.0,-1.0,64516.0,80000.0,161616.0,98478.0,151064.0,138937.0,114943.0,-1.0,-1.0,80702.0,200000.0,-1.0
1990,103501.0,106299.0,97019.0,153196.0,277759.0,103543.0,132000.0,155294.0,98649.0,123637.0,250000.0,135898.0,341115.0,152239.0,272727.0,-1.0,125381.0,-1.0,167053.0,79359.0,57143.0,73447.0,118235.0,79574.0,180296.0,-1.0,164286.0,-1.0,320309.0,97500.0,473143.0,79538.0,-1.0,117438.0,200000.0,316077.0,152967.0,96552.0,-1.0,79574.0,-1.0,-1.0,166667.0,253809.0,258663.0,183333.0,391500.0,5039.0,103333.0,250076.0,210000.0,18182.0,276315.0,144067.0,-1.0,71857.0,79095.0,155844.0,105510.0,150000.0,152239.0,119890.0,-1.0,50000.0,81667.0,200000.0,-1.0
1991,106576.0,100451.0,100529.0,144495.0,337093.0,98744.0,638421.0,163429.0,100000.0,178164.0,250000.0,145604.0,348049.0,147591.0,355714.0,-1.0,143372.0,-1.0,159810.0,77558.0,51212.0,73142.0,122026.0,75500.0,180174.0,-1.0,166477.0,-1.0,306098.0,18421.0,474200.0,80303.0,-1.0,133743.0,188320.0,400000.0,225119.0,100000.0,-1.0,75500.0,-1.0,-1.0,164948.0,245732.0,145241.0,171429.0,377308.0,3666.0,94000.0,295346.0,210000.0,18105.0,288774.0,157246.0,120000.0,168648.0,69476.0,164292.0,102107.0,151220.0,147591.0,217465.0,-1.0,41667.0,90909.0,205433.0,-1.0
1992,106576.0,129634.0,99429.0,135816.0,321661.0,98801.0,597949.0,151515.0,100000.0,169497.0,250000.0,144789.0,346651.0,133614.0,190000.0,-1.0,309027.0,-1.0,156379.0,81357.0,42857.0,73286.0,116925.0,128125.0,180988.0,-1.0,164343.0,-1.0,330010.0,74000.0,457486.0,80882.0,-1.0,133152.0,184091.0,300000.0,111939.0,100000.0,-1.0,128125.0,-1.0,71429.0,165049.0,274449.0,138556.0,171429.0,365786.0,3678.0,88859.0,281455.0,200000.0,18113.0,337531.0,195070.0,166667.0,182927.0,70536.0,115116.0,69419.0,105263.0,133614.0,148676.0,-1.0,46154.0,86667.0,205878.0,-1.0
1993,107048.0,111367.0,101272.0,149807.0,404395.0,98858.0,647089.0,185747.0,100000.0,226422.0,250000.0,143437.0,349091.0,151994.0,300000.0,-1.0,392893.0,-1.0,126484.0,81663.0,57143.0,74363.0,122021.0,20000.0,180829.0,-1.0,164053.0,-1.0,279439.0,69333.0,466714.0,80260.0,-1.0,130435.0,179900.0,549640.0,142522.0,107143.0,-1.0,20000.0,-1.0,74160.0,165138.0,203743.0,137075.0,171622.0,374682.0,3689.0,80571.0,343424.0,200000.0,18130.0,281991.0,210609.0,166667.0,177778.0,71596.0,144156.0,96686.0,128571.0,151994.0,125000.0,-1.0,45455.0,89130.0,200000.0,133976.0
1994,107761.0,99738.0,101500.0,126979.0,340327.0,98915.0,519231.0,256000.0,100000.0,223509.0,250000.0,147830.0,345277.0,167647.0,266667.0,-1.0,303564.0,-1.0,229620.0,83601.0,50662.0,72762.0,126606.0,284286.0,169900.0,-1.0,164787.0,-1.0,315600.0,53337.0,373262.0,80641.0,79688.0,134319.0,175751.0,550000.0,104837.0,109375.0,-1.0,284286.0,-1.0,80000.0,165217.0,264905.0,148929.0,171429.0,385034.0,3700.0,90042.0,287318.0,200000.0,18152.0,280000.0,238228.0,166667.0,166170.0,72656.0,164384.0,93437.0,150000.0,167647.0,126667.0,-1.0,71429.0,108108.0,200000.0,138935.0
1995,108127.0,123368.0,100488.0,126712.0,404199.0,98915.0,213542.0,269231.0,100000.0,216488.0,250000.0,151388.0,316086.0,194531.0,267845.0,-1.0,524130.0,-1.0,200098.0,80000.0,49614.0,72243.0,132930.0,220000.0,162301.0,-1.0,165806.0,-1.0,233909.0,51811.0,395167.0,81000.0,64833.0,134838.0,171645.0,466667.0,110205.0,111111.0,-1.0,220000.0,-1.0,76923.0,165289.0,345298.0,157322.0,170302.0,388600.0,3712.0,90903.0,344311.0,200000.0,17949.0,278261.0,223056.0,166667.0,165178.0,73716.0,170519.0,93613.0,151724.0,194531.0,137500.0,-1.0,101190.0,110759.0,207243.0,379811.0
1996,103371.0,105203.0,102381.0,110727.0,398012.0,100007.0,342990.0,147820.0,100000.0,203721.0,257005.0,154541.0,280649.0,181203.0,272775.0,-1.0,386134.0,-1.0,179035.0,68881.0,49118.0,74144.0,162910.0,346000.0,158576.0,-1.0,164437.0,-1.0,261676.0,40667.0,399762.0,81468.0,64833.0,135330.0,167586.0,466667.0,120324.0,112500.0,-1.0,346000.0,-1.0,75384.0,165354.0,286831.0,123729.0,170668.0,380375.0,3723.0,91766.0,340805.0,200000.0,18366.0,272681.0,227185.0,166667.0,166667.0,74776.0,174853.0,99241.0,150000.0,181203.0,148571.0,40000.0,107143.0,128571.0,200000.0,286341.0
1997,104253.0,113661.0,103934.0,109541.0,408047.0,102326.0,243179.0,179211.0,100000.0,233148.0,326355.0,147012.0,330943.0,190280.0,400000.0,-1.0,359210.0,-1.0,167105.0,57333.0,48372.0,72208.0,156855.0,872500.0,166701.0,-1.0,168397.0,-1.0,213103.0,55000.0,328571.0,82317.0,52333.0,135793.0,163573.0,466667.0,135336.0,108696.0,-1.0,872500.0,-1.0,75000.0,165414.0,301545.0,138318.0,171429.0,383030.0,3734.0,92632.0,351368.0,200000.0,18585.0,264955.0,214434.0,125000.0,175676.0,75836.0,200000.0,98848.0,156522.0,190280.0,156757.0,41429.0,118523.0,133333.0,207905.0,310526.0
1998,107572.0,111573.0,104171.0,119239.0,331049.0,102273.0,267045.0,175000.0,100000.0,233487.0,258215.0,141139.0,346851.0,165969.0,274693.0,60714.0,495598.0,-1.0,225904.0,53548.0,42857.0,73558.0,169222.0,1036000.0,166180.0,-1.0,168403.0,-1.0,213412.0,53684.0,325286.0,83444.0,64833.0,136361.0,159608.0,222970.0,197301.0,110000.0,-1.0,1036000.0,-1.0,76144.0,165468.0,292250.0,157562.0,167541.0,388118.0,3746.0,93500.0,276452.0,200000.0,18999.0,255564.0,214734.0,100000.0,169318.0,76896.0,182668.0,105491.0,150464.0,165969.0,156410.0,39926.0,116025.0,118750.0,208246.0,192500.0
