,Ukraine,Peru,Georgia,Belarus,Croatia,Serbia,India,Melanesia,Armenia,Brazil,Belgium,Nepal,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Iraq,Republic of Korea,Cyprus,Spain,New Zealand,New Caledonia,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Czechoslovakia,Kyrgyzstan,Argentina,Luxembourg,Democratic People's Republic of Korea,Germany,Austria,Morocco,Bhutan,Switzerland,Mexico,USSR,Romania,Azerbaijan,Jordan,Bosnia and Herzegovina,China,Uzbekistan,Yugoslav SFR,Portugal,Slovakia,Lebanon,Czechia,Yemen,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Australia,France,Egypt,Republic of Moldova,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
2002,14300.0,63.0,7614.0,4867.0,5300.0,-1.0,30200.0,-1,-1.0,1678.0,220.0,1050.0,1331.0,1800.0,7930.0,2300.0,1500.0,468.0,410.0,5333.0,-1.0,-1,5768.0,20.0,84984.0,67000.0,6000.0,61.0,-1.0,1219.0,3600.0,74.0,-1,5205.0,4573.0,5100.0,-1,2300.0,49000.0,-1.0,2056.0,2422.0,-1.0,2300.0,176000.0,2969.0,-1.0,3111.0,3500.0,750.0,1000.0,0.0,57.0,8650.0,3577.0,-1.0,600.0,20.0,14948.0,5000.0,2832.0,2500.0,176000.0,-1,63986.0,3900.0,-1.0
2003,13900.0,61.0,10000.0,4942.0,3500.0,-1.0,30500.0,-1,-1.0,1662.0,220.0,1044.0,1346.0,1900.0,7910.0,3100.0,1450.0,400.0,349.0,5515.0,-1.0,-1,10412.0,24.0,86198.0,54468.0,13200.0,61.0,-1.0,900.0,3823.0,76.0,-1,4942.0,6272.0,4600.0,-1,1800.0,50021.0,-1.0,2013.0,2487.0,-1.0,2628.0,180000.0,3262.0,-1.0,3099.0,3700.0,718.0,1000.0,0.0,35.0,8900.0,4036.0,-1.0,500.0,24.0,15591.0,4917.0,2809.0,3611.0,180000.0,-1,68333.0,4039.0,-1.0
2004,14300.0,74.0,3000.0,5015.0,3000.0,-1.0,30500.0,-1,-1.0,1444.0,220.0,1091.0,1335.0,3200.0,8652.0,2000.0,1465.0,384.0,298.0,5979.0,-1.0,-1,8653.0,87.0,86603.0,65000.0,12314.0,61.0,-1.0,1300.0,3896.0,76.0,-1,5116.0,5110.0,4600.0,-1,1500.0,51328.0,-1.0,1856.0,2511.0,-1.0,2500.0,185000.0,3235.0,-1.0,3155.0,1100.0,875.0,1000.0,0.0,38.0,9230.0,4444.0,-1.0,506.0,87.0,15946.0,4942.0,2593.0,2993.0,185000.0,-1,70000.0,4007.0,-1.0
2005,14200.0,72.0,7500.0,5106.0,7000.0,-1.0,30800.0,-1,-1.0,1487.0,219.0,1112.0,1455.0,4000.0,8980.0,2211.0,1340.0,450.0,300.0,5846.0,-1.0,-1,8526.0,59.0,87007.0,59000.0,11608.0,61.0,-1.0,1000.0,3972.0,76.0,-1,5160.0,6713.0,4900.0,-1,800.0,54539.0,-1.0,2063.0,2709.0,-1.0,3000.0,186000.0,3138.0,-1.0,3167.0,1000.0,1032.0,1000.0,0.0,40.0,9600.0,4397.0,-1.0,600.0,59.0,16271.0,5113.0,3180.0,2328.0,186000.0,-1,75583.0,4000.0,-1.0
2006,14000.0,75.0,2500.0,5500.0,6500.0,14000.0,30800.0,-1,-1.0,1661.0,217.0,1136.0,1455.0,5000.0,9195.0,2300.0,1600.0,410.0,307.0,6500.0,-1.0,-1,8353.0,1140.0,87007.0,60000.0,-1.0,61.0,-1.0,1127.0,3700.0,76.0,-1,5201.0,6600.0,5470.0,-1,800.0,55653.0,-1.0,1678.0,2053.0,-1.0,4000.0,188000.0,3499.0,-1.0,3200.0,1000.0,1055.0,1400.0,0.0,34.0,9700.0,2679.0,300.0,466.0,1140.0,16631.0,5044.0,3145.0,6345.0,188000.0,-1,76583.0,3592.0,-1.0
2007,14060.0,74.0,7000.0,5100.0,6327.0,15000.0,30800.0,-1,1396.0,1666.0,230.0,1147.0,1497.0,4600.0,9232.0,2300.0,1500.0,500.0,333.0,7147.0,-1.0,-1,8935.0,1600.0,88222.0,62000.0,-1.0,92.0,-1.0,1200.0,4064.0,76.0,-1,5258.0,6700.0,4975.0,-1,1500.0,57509.0,-1.0,2119.0,2584.0,-1.0,3439.0,210000.0,3100.0,-1.0,3200.0,1000.0,1060.0,1409.0,0.0,34.0,14067.0,2837.0,400.0,403.0,1600.0,16928.0,5127.0,3421.0,19488.0,210000.0,-1,82117.0,4500.0,-1.0
2008,14100.0,71.0,3500.0,5057.0,6945.0,16000.0,30800.0,-1,1349.0,1614.0,193.0,1172.0,1292.0,4958.0,13700.0,2300.0,1402.0,473.0,280.0,7418.0,-1.0,-1,1628.0,2200.0,93078.0,60289.0,-1.0,92.0,-1.0,1430.0,4109.0,76.0,-1,5273.0,6500.0,4999.0,-1,1150.0,64903.0,-1.0,1726.0,2629.0,-1.0,3225.0,275000.0,3100.0,-1.0,3158.0,1000.0,1050.0,1400.0,0.0,41.0,11100.0,3303.0,415.0,382.0,2200.0,17126.0,4719.0,3581.0,19583.0,275000.0,-1,84917.0,3940.0,-1.0
2009,13400.0,67.0,5000.0,5080.0,7717.0,16000.0,30800.0,-1,1440.0,2192.0,155.0,1231.0,1297.0,5438.0,10500.0,2382.0,1367.0,580.0,242.0,7765.0,-1.0,-1,2046.0,2740.0,97125.0,60289.0,-1.0,105.0,-1.0,1405.0,4168.0,12.0,-1,5342.0,1449.0,5007.0,-1,1530.0,65478.0,-1.0,1523.0,2675.0,-1.0,3924.0,305000.0,3100.0,-1.0,3159.0,1184.0,945.0,1261.0,0.0,32.0,12600.0,3531.0,485.0,300.0,2740.0,9761.0,4611.0,3867.0,20106.0,305000.0,-1,86533.0,3986.0,-1.0
2010,14060.0,63.0,3866.0,5100.0,4402.0,13000.0,30800.0,-1,1400.0,2473.0,149.0,1291.0,1240.0,6716.0,10500.0,2380.0,1333.0,512.0,259.0,7899.0,-1.0,-1,7217.0,4000.0,103195.0,60289.0,-1.0,115.0,-1.0,1200.0,4800.0,12.0,-1,5228.0,267.0,5094.0,-1,1550.0,69548.0,-1.0,1490.0,2725.0,-1.0,3356.0,400963.0,3200.0,-1.0,2700.0,1211.0,1205.0,830.0,0.0,14.0,15451.0,4182.0,400.0,300.0,4000.0,18893.0,3916.0,4088.0,29059.0,400963.0,-1,90683.0,4766.0,-1.0
2011,13900.0,74.0,3505.0,5113.0,4778.0,15000.0,30800.0,-1,1400.0,2435.0,179.0,1696.0,1183.0,6832.0,11000.0,2317.0,1301.0,519.0,274.0,8355.0,-1.0,-1,7018.0,7140.0,107242.0,62535.0,-1.0,142.0,-1.0,1250.0,4463.0,12.0,-1,5269.0,133.0,5111.0,-1,1600.0,68009.0,-1.0,1435.0,2804.0,-1.0,3575.0,501350.0,5500.0,-1.0,2700.0,1673.0,1228.0,538.0,0.0,20.0,16254.0,4273.0,452.0,400.0,7140.0,19009.0,4168.0,4629.0,26551.0,501350.0,-1,93233.0,3606.0,-1.0
2012,14100.0,84.0,2979.0,5000.0,4113.0,12000.0,31500.0,-1,1400.0,2408.0,178.0,1729.0,1225.0,6551.0,10900.0,2317.0,1200.0,550.0,190.0,8278.0,574.0,-1,2629.0,7774.0,109269.0,64000.0,-1.0,171.0,-1.0,1280.0,4800.0,12.0,-1,5310.0,57.0,4881.0,-1,1600.0,69796.0,-1.0,1433.0,2798.0,-1.0,2149.0,587816.0,3600.0,-1.0,2847.0,89.0,968.0,604.0,0.0,22.0,18256.0,4360.0,400.0,600.0,7200.0,19079.0,4698.0,5045.0,16529.0,587816.0,-1,99617.0,4085.0,-1.0
2013,14100.0,83.0,6791.0,5161.0,3454.0,4787.0,31000.0,-1,1400.0,2829.0,175.0,1776.0,1214.0,7341.0,10600.0,2317.0,1231.0,629.0,228.0,7811.0,542.0,-1,3689.0,7842.0,113311.0,67000.0,-1.0,180.0,-1.0,1250.0,4753.0,12.0,-1,5351.0,142.0,6838.0,-1,1600.0,72563.0,-1.0,1478.0,2842.0,-1.0,2139.0,410244.0,4000.0,-1.0,2922.0,139.0,969.0,624.0,0.0,20.0,18995.0,4330.0,400.0,400.0,7300.0,19366.0,4726.0,6073.0,3012.0,410244.0,-1,63902.0,4250.0,-1.0
2014,13200.0,77.0,3567.0,5000.0,4364.0,4787.0,31000.0,-1,1400.0,3274.0,171.0,1919.0,1241.0,6338.0,12130.0,2317.0,1267.0,600.0,182.0,8110.0,499.0,-1,2777.0,7542.0,117359.0,69833.0,-1.0,195.0,-1.0,1250.0,4727.0,12.0,-1,5391.0,142.0,6960.0,-1,1600.0,75349.0,-1.0,1598.0,2888.0,-1.0,1396.0,440321.0,5000.0,-1.0,2946.0,140.0,955.0,582.0,0.0,20.0,24404.0,4340.0,400.0,415.0,7043.0,19712.0,4742.0,14273.0,2773.0,440321.0,-1,69395.0,4355.0,-1.0
