,Jamaica,Puerto Rico,Philippines,Panama,Trinidad and Tobago,Dominican Republic,Pakistan,Burundi,Grenada,Nepal,Kenya,Haiti,Democratic Republic of the Congo,Bangladesh,United Republic of Tanzania,Uganda,Comoros,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),India,Myanmar,Malawi,Bahamas
2000,1228.0,100.0,-1.0,2063.0,785.0,13213.0,3.0,1800.0,500.0,22471.0,65604.0,2449.0,6471.0,3000.0,84072.0,78000.0,290.0,-1.0,1990.0,2694000.0,182000.0,99261.0,115.0
2001,1348.0,150.0,-1.0,1908.0,1642.0,20095.0,2.0,2300.0,500.0,20936.0,73463.0,2700.0,6628.0,2000.0,87129.0,80000.0,300.0,-1.0,1475.0,2246500.0,315000.0,105849.0,110.0
2002,1186.0,350.0,-1.0,1940.0,2780.0,26551.0,2.0,2200.0,500.0,25000.0,93203.0,10100.0,6780.0,2000.0,90186.0,82000.0,311.0,-1.0,1958.0,2259800.0,459000.0,105315.0,115.0
2003,954.0,357.0,-1.0,1943.0,1486.0,27173.0,2.0,2350.0,500.0,23500.0,98280.0,17500.0,6840.0,2000.0,93243.0,84000.0,320.0,-1.0,2652.0,2185800.0,435000.0,116985.0,120.0
2004,978.0,192.0,956.0,1946.0,1487.0,22588.0,2.0,2400.0,500.0,19468.0,105571.0,24900.0,6900.0,2000.0,96300.0,84000.0,324.0,-1.0,3076.0,2346400.0,477000.0,93084.0,125.0
2005,584.0,218.0,1039.0,1949.0,953.0,17952.0,2.0,2420.0,500.0,17841.0,96092.0,32300.0,6960.0,1005.0,118500.0,85000.0,328.0,-1.0,1787.0,2346900.0,547000.0,63883.0,128.0
2006,934.0,225.0,1258.0,1958.0,1000.0,24243.0,0.0,2490.0,500.0,19085.0,110841.0,39700.0,7020.0,1015.0,118500.0,86000.0,330.0,-1.0,3015.0,2738000.0,600000.0,130987.0,130.0
2007,868.0,230.0,1350.0,1959.0,1633.0,19456.0,3.0,2800.0,530.0,19245.0,95637.0,47100.0,7080.0,1445.0,124258.0,87000.0,336.0,-1.0,1997.0,2314100.0,645000.0,159365.0,135.0
2008,668.0,149.0,953.0,1962.0,753.0,17983.0,3.0,3000.0,570.0,18841.0,84168.0,54500.0,5800.0,1140.0,111170.0,90000.0,340.0,-1.0,1393.0,3075900.0,719000.0,149873.0,147.0
2009,847.0,144.0,899.0,1965.0,863.0,26306.0,4.0,3100.0,684.0,18152.0,46474.0,61900.0,5850.0,841.0,120870.0,91000.0,346.0,-1.0,1456.0,2270000.0,765000.0,184156.0,160.0
2010,749.0,156.0,851.0,1969.0,921.0,25070.0,4.0,4108.0,756.0,18647.0,103324.0,69300.0,5901.0,772.0,166130.0,92470.0,353.0,172.0,1558.0,2460000.0,772999.0,193005.0,172.0
2011,965.0,156.0,927.0,1967.0,1033.0,24818.0,4.0,4832.0,811.0,14107.0,84313.0,76700.0,5967.0,676.0,272608.0,93645.0,361.0,221.0,2002.0,2860000.0,848823.0,220017.0,174.0
2012,951.0,156.0,846.0,1970.0,1544.0,27998.0,4.0,8135.0,850.0,14082.0,167623.0,84103.0,5801.0,445.0,206057.0,13300.0,370.0,223.0,1321.0,2650000.0,549000.0,237210.0,176.0
2013,957.0,156.0,858.0,1973.0,772.0,26855.0,4.0,7386.0,800.0,16459.0,165636.0,86907.0,5904.0,423.0,247387.0,13380.0,389.0,301.0,454.0,3022700.0,578800.0,287983.0,180.0
2014,913.0,156.0,871.0,1977.0,2068.0,24615.0,4.0,7486.0,736.0,16415.0,274523.0,90030.0,5957.0,1000.0,248000.0,13400.0,398.0,214.0,889.0,3290000.0,575100.0,335165.0,182.0
