,Kenya,"China, Taiwan Province of",Mozambique,Guyana,Myanmar,Burkina Faso,Montserrat,Brazil,Philippines,Martinique,Lao People's Democratic Republic,Australia & New Zealand,Nepal,Ethiopia,Indonesia,Maldives,Zimbabwe,Bangladesh,Malawi,Melanesia,New Caledonia,Rwanda,Bahamas,Guatemala,United Arab Emirates,Senegal,Madagascar,Saint Lucia,Haiti,Guinea,Israel,Dominica,Fiji,Cabo Verde,Chad,Wallis and Futuna Islands,Sri Lanka,Italy,Egypt,Sudan (former),China,Colombia,United Republic of Tanzania,Micronesia (Federated States of),Occupied Palestinian Territory,Guinea-Bissau,Saint Vincent and the Grenadines,Namibia,Micronesia,"China, mainland",Mali,Thailand,Costa Rica,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,Malaysia,Grenada,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Pakistan,Japan,Australia,Togo,Venezuela (Bolivarian Republic of),Antigua and Barbuda,Belize,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Cuba,French Guiana,Argentina,Cambodia,Timor-Leste,Paraguay,India,Guadeloupe,Niger,Morocco,Bhutan,Congo,Mexico,Ecuador,Honduras,Puerto Rico,Viet Nam,Suriname,Côte d'Ivoire,Jamaica,Trinidad and Tobago,South Africa,Polynesia,Panama,Sierra Leone,Samoa,Réunion,Central African Republic,Ghana,Oman,Gambia,Nigeria,Swaziland
1971,800.0,2054.0,4800.0,-1.0,-1.0,-1.0,-1.0,45274.0,40500.0,-1.0,150.0,380.0,-1.0,-1.0,41000.0,-1.0,-1.0,41700.0,5000.0,5.0,-1.0,-1.0,-1.0,-1.0,50.0,5000.0,8500.0,-1.0,-1.0,12000.0,200.0,-1.0,5.0,50.0,-1.0,2.0,5000.0,-1,10922.0,5461.0,52054.0,1100.0,9000.0,-1,-1.0,-1.0,-1.0,-1.0,-1,50000.0,960.0,70000.0,-1.0,7.0,300.0,5194.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1,-1.0,-1.0,60.0,55443.0,-1.0,380.0,-1,5499.0,-1.0,-1.0,570.0,-1.0,8700.0,-1.0,110.0,911.0,50.0,-1.0,4450.0,-1.0,-1.0,862000.0,-1.0,-1.0,-1.0,-1.0,-1.0,25984.0,499.0,-1.0,400.0,3000.0,-1.0,6500.0,-1.0,-1.0,1000.0,182.0,-1.0,-1.0,120.0,-1.0,-1.0,500.0,380.0,-1.0,60000.0,-1.0
1972,1000.0,2474.0,4800.0,-1.0,-1.0,-1.0,-1.0,46609.0,40790.0,-1.0,150.0,405.0,-1.0,-1.0,58000.0,-1.0,-1.0,41044.0,5000.0,5.0,-1.0,-1.0,-1.0,-1.0,60.0,5000.0,8500.0,-1.0,-1.0,12000.0,200.0,-1.0,5.0,50.0,-1.0,2.0,5746.0,-1,10502.0,6091.0,46474.0,1100.0,10000.0,-1,-1.0,-1.0,-1.0,-1.0,-1,44000.0,1000.0,70000.0,-1.0,7.0,310.0,5775.0,-1.0,-1.0,1300.0,-1.0,-1.0,-1,-1.0,-1.0,63.0,55928.0,-1.0,405.0,-1,5200.0,-1.0,-1.0,570.0,-1.0,8900.0,-1.0,110.0,343.0,50.0,-1.0,3150.0,-1.0,-1.0,874100.0,-1.0,-1.0,-1.0,-1.0,-1.0,24954.0,487.0,-1.0,400.0,3000.0,-1.0,6500.0,-1.0,-1.0,2000.0,190.0,-1.0,-1.0,125.0,-1.0,-1.0,500.0,390.0,-1.0,60000.0,-1.0
1973,1300.0,4011.0,4800.0,-1.0,-1.0,-1.0,-1.0,38402.0,43550.0,-1.0,150.0,460.0,-1.0,-1.0,47000.0,-1.0,-1.0,41410.0,5100.0,5.0,-1.0,-1.0,-1.0,-1.0,80.0,5000.0,8600.0,-1.0,-1.0,12000.0,280.0,-1.0,5.0,50.0,-1.0,2.0,4825.0,-1,10502.0,6511.0,44011.0,1130.0,11000.0,-1,-1.0,-1.0,-1.0,-1.0,-1,40000.0,1000.0,80000.0,-1.0,7.0,330.0,6032.0,-1.0,-1.0,1700.0,-1.0,-1.0,-1,-1.0,-1.0,63.0,57102.0,-1.0,460.0,-1,5190.0,-1.0,-1.0,570.0,-1.0,9100.0,-1.0,100.0,1400.0,50.0,-1.0,3000.0,-1.0,-1.0,874100.0,-1.0,-1.0,-1.0,-1.0,-1.0,29353.0,447.0,-1.0,400.0,4000.0,-1.0,6500.0,-1.0,-1.0,1500.0,195.0,-1.0,-1.0,130.0,-1.0,-1.0,500.0,395.0,-1.0,60000.0,-1.0
1974,1500.0,5535.0,4800.0,-1.0,-1.0,-1.0,-1.0,41837.0,43500.0,-1.0,150.0,415.0,-1.0,-1.0,59000.0,-1.0,-1.0,41600.0,5100.0,5.0,-1.0,-1.0,-1.0,-1.0,100.0,4000.0,10560.0,-1.0,-1.0,12000.0,300.0,-1.0,5.0,50.0,-1.0,2.0,5787.0,-1,10082.0,6500.0,58535.0,1130.0,11000.0,-1,-1.0,-1.0,-1.0,-1.0,-1,53000.0,1000.0,80000.0,-1.0,7.0,360.0,6294.0,-1.0,-1.0,1950.0,-1.0,-1.0,-1,-1.0,-1.0,63.0,58254.0,-1.0,415.0,-1,5453.0,-1.0,-1.0,550.0,-1.0,9200.0,-1.0,100.0,1718.0,50.0,-1.0,2900.0,-1.0,-1.0,886200.0,-1.0,-1.0,-1.0,-1.0,-1.0,29431.0,1498.0,-1.0,380.0,4000.0,-1.0,7000.0,-1.0,-1.0,1000.0,195.0,-1.0,-1.0,130.0,-1.0,-1.0,500.0,395.0,-1.0,60000.0,-1.0
1975,1500.0,6376.0,4800.0,-1.0,-1.0,-1.0,-1.0,42080.0,46620.0,-1.0,150.0,420.0,-1.0,-1.0,58800.0,-1.0,-1.0,40924.0,5100.0,5.0,-1.0,-1.0,-1.0,-1.0,110.0,5000.0,11675.0,-1.0,-1.0,12000.0,350.0,-1.0,5.0,50.0,-1.0,2.0,5811.0,-1,9662.0,6000.0,56376.0,1150.0,11000.0,-1,-1.0,-1.0,-1.0,-1.0,-1,50000.0,1000.0,80000.0,-1.0,7.0,360.0,6877.0,-1.0,-1.0,2200.0,-1.0,-1.0,-1,-1.0,-1.0,65.0,59325.0,-1.0,420.0,-1,5889.0,-1.0,-1.0,670.0,-1.0,9400.0,-1.0,100.0,1194.0,50.0,-1.0,2800.0,-1.0,-1.0,886200.0,-1.0,-1.0,-1.0,-1.0,-1.0,40483.0,1449.0,-1.0,290.0,4000.0,-1.0,7000.0,-1.0,-1.0,500.0,207.0,-1.0,-1.0,140.0,-1.0,-1.0,500.0,400.0,-1.0,70000.0,-1.0
1976,1900.0,6943.0,4800.0,-1.0,-1.0,-1.0,-1.0,40766.0,35800.0,-1.0,150.0,360.0,-1.0,-1.0,93800.0,-1.0,-1.0,42820.0,5500.0,5.0,-1.0,-1.0,-1.0,-1.0,120.0,5000.0,14210.0,-1.0,-1.0,12000.0,390.0,-1.0,5.0,50.0,-1.0,2.0,5975.0,-1,11132.0,6000.0,61943.0,1126.0,12000.0,-1,-1.0,-1.0,-1.0,-1.0,-1,55000.0,1000.0,80000.0,-1.0,7.0,360.0,7189.0,-1.0,-1.0,2300.0,-1.0,-1.0,-1,-1.0,-1.0,66.0,53999.0,-1.0,360.0,-1,6300.0,-1.0,-1.0,690.0,-1.0,9500.0,-1.0,100.0,2998.0,50.0,-1.0,2500.0,-1.0,-1.0,898400.0,-1.0,-1.0,-1.0,-1.0,-1.0,43184.0,1862.0,-1.0,290.0,4000.0,-1.0,7000.0,-1.0,-1.0,1500.0,208.0,-1.0,-1.0,140.0,-1.0,-1.0,500.0,410.0,-1.0,70000.0,-1.0
1977,2300.0,8057.0,4800.0,-1.0,-1.0,-1.0,-1.0,41001.0,36190.0,-1.0,150.0,405.0,-1.0,-1.0,72000.0,-1.0,-1.0,43042.0,5500.0,6.0,-1.0,-1.0,-1.0,-1.0,134.0,6000.0,12550.0,-1.0,-1.0,12000.0,410.0,-1.0,6.0,50.0,-1.0,2.0,6430.0,-1,11203.0,6000.0,58057.0,1320.0,12000.0,-1,-1.0,-1.0,-1.0,-1.0,-1,50000.0,1100.0,80000.0,-1.0,7.0,360.0,7617.0,-1.0,-1.0,2650.0,-1.0,-1.0,-1,-1.0,-1.0,67.0,57157.0,-1.0,405.0,-1,7659.0,-1.0,-1.0,670.0,-1.0,9800.0,-1.0,100.0,3928.0,50.0,-1.0,2000.0,-1.0,-1.0,905350.0,-1.0,-1.0,-1.0,-1.0,-1.0,45718.0,1123.0,-1.0,270.0,4000.0,-1.0,7000.0,-1.0,-1.0,1000.0,209.0,-1.0,-1.0,140.0,-1.0,-1.0,500.0,2747.0,-1.0,70000.0,-1.0
1978,2500.0,8879.0,4800.0,-1.0,-1.0,-1.0,-1.0,40815.0,35400.0,-1.0,150.0,430.0,-1.0,-1.0,44000.0,-1.0,-1.0,43292.0,5500.0,6.0,-1.0,-1.0,-1.0,-1.0,192.0,6000.0,12540.0,-1.0,-1.0,12000.0,500.0,-1.0,6.0,50.0,-1.0,2.0,6446.0,-1,11706.0,5800.0,59879.0,1350.0,13000.0,-1,-1.0,20.0,-1.0,-1.0,-1,51000.0,1200.0,80000.0,-1.0,7.0,340.0,7585.0,-1.0,-1.0,3900.0,-1.0,-1.0,-1,-1.0,-1.0,70.0,62250.0,-1.0,430.0,-1,7354.0,-1.0,-1.0,670.0,-1.0,9900.0,-1.0,100.0,2233.0,50.0,-1.0,1700.0,-1.0,-1.0,925480.0,-1.0,-1.0,-1.0,-1.0,-1.0,51409.0,1384.0,-1.0,270.0,4000.0,-1.0,7500.0,-1.0,-1.0,2000.0,212.0,-1.0,-1.0,140.0,-1.0,-1.0,500.0,2747.0,-1.0,70000.0,-1.0
1979,2800.0,10106.0,4800.0,-1.0,-1.0,-1.0,-1.0,38422.0,38600.0,-1.0,150.0,515.0,-1.0,-1.0,80625.0,-1.0,-1.0,43213.0,5600.0,11.0,-1.0,-1.0,-1.0,-1.0,400.0,6000.0,11635.0,-1.0,-1.0,12000.0,630.0,-1.0,11.0,50.0,-1.0,2.0,6860.0,-1,11350.0,6000.0,45106.0,1355.0,14000.0,-1,-1.0,30.0,-1.0,-1.0,-1,35000.0,1100.0,90000.0,-1.0,7.0,340.0,7645.0,1047.0,-1.0,4400.0,-1.0,-1.0,-1,-1.0,-1.0,74.0,59300.0,-1.0,515.0,-1,6905.0,-1.0,-1.0,590.0,-1.0,10000.0,-1.0,110.0,2041.0,50.0,-1.0,1200.0,-1.0,-1.0,942560.0,-1.0,-1.0,-1.0,-1.0,-1.0,59748.0,1398.0,-1.0,270.0,4000.0,-1.0,7500.0,-1.0,-1.0,2000.0,216.0,-1.0,-1.0,140.0,-1.0,-1.0,500.0,2930.0,-1.0,70000.0,-1.0
1980,3000.0,11104.0,4800.0,-1.0,-1.0,-1.0,-1.0,37732.0,39180.0,-1.0,150.0,545.0,-1.0,-1.0,76753.0,-1.0,-1.0,43280.0,5700.0,11.0,-1.0,-1.0,-1.0,-1.0,445.0,6000.0,12600.0,-1.0,-1.0,12000.0,233.0,-1.0,11.0,50.0,-1.0,2.0,7706.0,-1,11868.0,6800.0,47104.0,1360.0,15000.0,-1,-1.0,50.0,-1.0,-1.0,-1,36000.0,1200.0,106500.0,-1.0,7.0,395.0,7709.0,1097.0,-1.0,8700.0,-1.0,-1.0,-1,-1.0,-1.0,77.0,73686.0,-1.0,545.0,-1,6970.0,-1.0,-1.0,590.0,-1.0,10200.0,-1.0,110.0,1247.0,50.0,-1.0,1300.0,-1.0,-1.0,958430.0,-1.0,-1.0,-1.0,-1.0,-1.0,63736.0,1402.0,-1.0,280.0,8000.0,-1.0,7500.0,-1.0,-1.0,1500.0,219.0,-1.0,-1.0,140.0,-1.0,-1.0,500.0,3021.0,-1.0,80000.0,-1.0
1981,3500.0,12438.0,4800.0,-1.0,-1.0,-1.0,-1.0,36462.0,48817.0,-1.0,150.0,875.0,-1.0,-1.0,73742.0,-1.0,-1.0,43682.0,5700.0,14.0,-1.0,-1.0,-1.0,-1.0,453.0,6000.0,13450.0,-1.0,-1.0,14000.0,220.0,-1.0,14.0,50.0,-1.0,2.0,8130.0,-1,11996.0,6205.0,47438.0,1430.0,16000.0,-1,-1.0,80.0,-1.0,-1.0,-1,35000.0,1200.0,107700.0,-1.0,7.0,395.0,7623.0,997.0,-1.0,8600.0,-1.0,-1.0,-1,-1.0,-1.0,80.0,74415.0,-1.0,875.0,-1,7120.0,-1.0,-1.0,590.0,7.0,10500.0,-1.0,100.0,1376.0,50.0,-1.0,1300.0,-1.0,-1.0,979640.0,-1.0,-1.0,-1.0,-1.0,-1.0,65628.0,1392.0,-1.0,280.0,8000.0,-1.0,7500.0,-1.0,-1.0,1500.0,222.0,-1.0,-1.0,140.0,-1.0,-1.0,500.0,3131.0,-1.0,80000.0,-1.0
1982,4200.0,13256.0,4800.0,-1.0,-1.0,-1.0,-1.0,35372.0,51195.0,-1.0,150.0,860.0,-1.0,-1.0,99000.0,-1.0,-1.0,45423.0,5700.0,14.0,-1.0,-1.0,-1.0,-1.0,432.0,6000.0,14035.0,-1.0,-1.0,14000.0,300.0,-1.0,14.0,60.0,-1.0,2.0,8075.0,-1,12600.0,6329.0,56256.0,1490.0,17000.0,-1,-1.0,150.0,-1.0,-1.0,-1,43000.0,1200.0,109800.0,-1.0,7.0,425.0,7344.0,1031.0,-1.0,8400.0,-1.0,-1.0,-1,-1.0,-1.0,83.0,92600.0,-1.0,860.0,-1,7196.0,-1.0,-1.0,610.0,14.0,10800.0,-1.0,100.0,1400.0,50.0,-1.0,1500.0,-1.0,-1.0,1001540.0,-1.0,-1.0,-1.0,-1.0,-1.0,72018.0,1403.0,-1.0,250.0,8000.0,-1.0,8000.0,-1.0,-1.0,800.0,225.0,-1.0,-1.0,140.0,-1.0,-1.0,550.0,2957.0,-1.0,80000.0,-1.0
1983,4200.0,13070.0,4800.0,-1.0,-1.0,-1.0,-1.0,35555.0,51978.0,-1.0,200.0,2255.0,-1.0,-1.0,85103.0,-1.0,-1.0,45854.0,5700.0,17.0,-1.0,-1.0,-1.0,-1.0,508.0,6000.0,14595.0,-1.0,-1.0,16000.0,300.0,-1.0,17.0,75.0,-1.0,2.0,8360.0,-1,12600.0,7000.0,58070.0,1437.0,18000.0,-1,-1.0,250.0,-1.0,-1.0,-1,45000.0,1200.0,111600.0,-1.0,7.0,425.0,7112.0,1031.0,-1.0,8900.0,-1.0,-1.0,-1,-1.0,-1.0,86.0,102203.0,-1.0,2255.0,-1,7105.0,-1.0,-1.0,610.0,15.0,11200.0,-1.0,100.0,1700.0,50.0,-1.0,1600.0,-1.0,-1.0,1022220.0,-1.0,-1.0,-1.0,-1.0,-1.0,70060.0,1364.0,-1.0,240.0,8000.0,-1.0,8000.0,-1.0,-1.0,1500.0,238.0,-1.0,-1.0,150.0,-1.0,-1.0,500.0,2957.0,-1.0,80000.0,-1.0
1984,5500.0,13619.0,4800.0,-1.0,-1.0,-1.0,-1.0,36492.0,52745.0,-1.0,200.0,3500.0,-1.0,-1.0,89326.0,-1.0,-1.0,44846.0,5700.0,17.0,-1.0,-1.0,-1.0,-1.0,540.0,6000.0,15180.0,-1.0,-1.0,16000.0,420.0,-1.0,17.0,85.0,-1.0,2.0,9580.0,-1,13020.0,7000.0,68619.0,1492.0,18200.0,-1,-1.0,300.0,-1.0,-1.0,-1,55000.0,1000.0,113100.0,-1.0,7.0,456.0,7883.0,1035.0,-1.0,8800.0,-1.0,-1.0,-1,-1.0,-1.0,89.0,107904.0,-1.0,3500.0,-1,7013.0,-1.0,-1.0,690.0,72.0,11500.0,-1.0,100.0,1942.0,51.0,-1.0,1600.0,-1.0,-1.0,1042660.0,-1.0,-1.0,-1.0,-1.0,-1.0,77922.0,1260.0,-1.0,200.0,8000.0,-1.0,8000.0,-1.0,-1.0,2000.0,241.0,-1.0,-1.0,150.0,-1.0,-1.0,510.0,2957.0,-1.0,80000.0,-1.0
