,Eritrea,Fiji,Panama,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Ethiopia PDR,Botswana,Papua New Guinea,Suriname,Equatorial Guinea,Mozambique,Slovenia,Saint Lucia,Philippines,Spain,Jamaica,Ecuador,Kiribati,Indonesia,Colombia,Estonia,"China, Macao SAR",Sao Tome and Principe,Togo,Malaysia,Mexico,Vanuatu,Republic of Korea,Democratic Republic of the Congo,Bolivia (Plurinational State of),Mali,Congo,Martinique,Tonga,Iran (Islamic Republic of),Peru,Ghana,"China, mainland",French Polynesia,Cyprus,Guinea-Bissau,Cameroon,Hungary,Saint Kitts and Nevis,Lesotho,Puerto Rico,Bhutan,Dominica,Swaziland,United Republic of Tanzania,Samoa,Nepal,France,Costa Rica,China,Cambodia,Morocco,Honduras,Zimbabwe,Haiti,Malawi,"China, Taiwan Province of",Japan,Maldives,Timor-Leste,Egypt,Trinidad and Tobago,Namibia,Grenada,Wallis and Futuna Islands,Melanesia,Nicaragua,Micronesia,Tunisia,Saint Vincent and the Grenadines,Tuvalu,Brunei Darussalam,Cook Islands,Guadeloupe,Tokelau,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Bulgaria,Occupied Palestinian Territory
1971,,500.0,-1.0,,42000.0,1400.0,,7000.0,26501.0,40.0,486000.0,38000.0,202000.0,440.0,-1.0,5000.0,,3700.0,24625.0,5200.0,26908.0,18000.0,7000.0,1250000.0,-1.0,,,6500.0,-1.0,77000.0,38971.0,27500.0,,29700.0,56000.0,,20000.0,3000.0,,,165892.0,-1.0,,7000.0,190.0,35000.0,30000.0,3500.0,670.0,,12701.0,13500.0,-1.0,20000.0,-1.0,1900.0,60000.0,,,25495.0,4800.0,100.0,2050.0,-1.0,28000.0,300.0,25495.0,78700.0,4300.0,38000.0,,-1.0,170000.0,2430.0,1000.0,230000.0,400.0,8200.0,,11500.0,300.0,300.0,5230.0,16000.0,210.0,1200.0,16865.0,-1.0,15640.0,,-1.0
1972,,500.0,-1.0,,44000.0,1500.0,,7000.0,27442.0,45.0,495600.0,39000.0,205000.0,400.0,-1.0,5000.0,,3240.0,21523.0,4400.0,29734.0,18000.0,7100.0,1300000.0,-1.0,,,7000.0,-1.0,66000.0,55969.0,27800.0,,29600.0,60000.0,,20500.0,2800.0,,,152748.0,-1.0,,7100.0,140.0,40000.0,30000.0,3500.0,670.0,,11340.0,13800.0,-1.0,21000.0,-1.0,2100.0,62000.0,,,25415.0,5000.0,100.0,2000.0,-1.0,30000.0,300.0,25415.0,90000.0,4800.0,39000.0,,-1.0,171000.0,2450.0,1000.0,233300.0,400.0,8350.0,,12400.0,300.0,350.0,3351.0,16000.0,215.0,1250.0,19072.0,-1.0,14066.0,,-1.0
1973,,500.0,-1.0,,46000.0,1560.0,,7000.0,28423.0,45.0,550000.0,39000.0,210000.0,257.0,-1.0,5000.0,,2914.0,17879.0,5830.0,25706.0,16000.0,7400.0,1293000.0,-1.0,,,8000.0,-1.0,80000.0,31030.0,28400.0,,27200.0,45500.0,,21000.0,4000.0,,,150211.0,-1.0,,7200.0,30.0,35000.0,30000.0,3500.0,700.0,,11567.0,14100.0,-1.0,21000.0,-1.0,2200.0,63000.0,,,19998.0,7000.0,100.0,1900.0,-1.0,32000.0,500.0,19998.0,104400.0,4400.0,40000.0,,-1.0,175000.0,2329.0,1000.0,238900.0,400.0,8700.0,,16500.0,300.0,400.0,5100.0,16000.0,230.0,1300.0,15298.0,-1.0,16030.0,,-1.0
1974,,500.0,-1.0,,48000.0,1452.0,,8000.0,22226.0,50.0,650000.0,40000.0,214000.0,270.0,-1.0,5000.0,,3250.0,19798.0,6541.0,27705.0,18000.0,7600.0,1293000.0,-1.0,,,8500.0,-1.0,90000.0,41048.0,28500.0,,29600.0,47582.0,,22000.0,5000.0,,,149810.0,-1.0,,7300.0,,35000.0,30000.0,3500.0,700.0,,14742.0,14400.0,-1.0,21500.0,-1.0,2400.0,64000.0,,,24824.0,6500.0,80.0,1850.0,-1.0,34000.0,500.0,24824.0,95100.0,4300.0,43000.0,,-1.0,175000.0,2228.0,1000.0,243000.0,400.0,8920.0,,16500.0,300.0,577.0,5200.0,16000.0,240.0,1320.0,15922.0,-1.0,16440.0,,-1.0
1975,,500.0,-1.0,,50000.0,1900.0,,8000.0,23360.0,50.0,800000.0,42000.0,218000.0,330.0,-1.0,4000.0,,3800.0,23044.0,6482.0,32305.0,20000.0,7900.0,430000.0,-1.0,,,10000.0,-1.0,80000.0,37351.0,28900.0,,29500.0,43850.0,,22705.0,7000.0,70.0,,146298.0,-1.0,,7400.0,,30000.0,30000.0,3600.0,700.0,,14379.0,14700.0,-1.0,22000.0,-1.0,2700.0,65000.0,,,26277.0,6000.0,80.0,1800.0,-1.0,36000.0,600.0,26277.0,89100.0,4800.0,43000.0,,-1.0,178000.0,2184.0,1000.0,247400.0,400.0,9240.0,,15300.0,300.0,631.0,5300.0,8400.0,240.0,1340.0,11585.0,-1.0,17010.0,,-1.0
1976,,500.0,-1.0,,52000.0,2300.0,,8000.0,21773.0,40.0,900000.0,44000.0,221000.0,300.0,-1.0,4000.0,,3835.0,23900.0,7167.0,30096.0,22208.0,7800.0,243250.0,-1.0,,,9500.0,-1.0,97000.0,34748.0,29000.0,,30100.0,62885.0,,22800.0,9600.0,80.0,,142007.0,-1.0,,7500.0,,30000.0,30000.0,2700.0,750.0,,13608.0,15000.0,-1.0,23000.0,-1.0,3000.0,66000.0,,,37997.0,6500.0,80.0,1700.0,-1.0,38000.0,700.0,37997.0,82800.0,5000.0,45000.0,,-1.0,178000.0,2232.0,1000.0,250500.0,400.0,9150.0,,13400.0,300.0,729.0,5400.0,10000.0,245.0,1350.0,18365.0,-1.0,17525.0,,-1.0
1977,,500.0,-1.0,,54000.0,2600.0,,8000.0,24494.0,45.0,1100000.0,45000.0,224000.0,286.0,-1.0,4000.0,,3950.0,19372.0,7470.0,29409.0,22500.0,7700.0,237750.0,-1.0,,,9000.0,-1.0,100000.0,41419.0,30000.0,,31300.0,58875.0,,22896.0,9350.0,90.0,,158337.0,-1.0,,7600.0,,50000.0,30000.0,2700.0,750.0,,12928.0,15300.0,-1.0,24500.0,-1.0,3000.0,67000.0,,,44501.0,6800.0,80.0,1650.0,-1.0,38000.0,600.0,44501.0,87800.0,5300.0,48000.0,,-1.0,180000.0,1887.0,1000.0,254500.0,400.0,9070.0,,14700.0,290.0,613.0,5500.0,9400.0,245.0,1370.0,16059.0,-1.0,17725.0,,-1.0
1978,,500.0,-1.0,,56000.0,2800.0,,9000.0,22000.0,45.0,1300000.0,49000.0,226000.0,258.0,-1.0,4000.0,,3980.0,17620.0,7971.0,34469.0,23000.0,7600.0,238000.0,-1.0,,,8000.0,-1.0,95000.0,73917.0,30000.0,,28600.0,49175.0,,20600.0,9350.0,100.0,,155392.0,-1.0,,7700.0,,40000.0,30000.0,2000.0,750.0,,11340.0,15600.0,-1.0,24500.0,-1.0,3000.0,68000.0,,,42036.0,5800.0,80.0,1550.0,-1.0,39000.0,600.0,42036.0,99400.0,5500.0,50000.0,,-1.0,182000.0,1650.0,1000.0,256500.0,400.0,9000.0,,14500.0,280.0,381.0,5600.0,9500.0,250.0,1400.0,13819.0,-1.0,17930.0,,-1.0
1979,,500.0,-1.0,,58000.0,2800.0,,9000.0,18144.0,50.0,1500000.0,49000.0,228000.0,298.0,-1.0,5000.0,,4000.0,16631.0,7490.0,34557.0,9261.0,7500.0,355000.0,-1.0,,,8000.0,-1.0,90000.0,56209.0,30000.0,,40000.0,51200.0,,20900.0,8350.0,120.0,,153570.0,-1.0,,7800.0,,50000.0,15000.0,3000.0,750.0,,12928.0,15900.0,-1.0,25200.0,-1.0,3000.0,69000.0,,,40423.0,4000.0,80.0,1500.0,-1.0,39129.0,600.0,40423.0,98100.0,5800.0,50000.0,,-1.0,184000.0,1775.0,1000.0,258500.0,400.0,8910.0,,14200.0,270.0,418.0,5700.0,7700.0,250.0,1410.0,16877.0,-1.0,18140.0,,-1.0
1980,,1000.0,-1.0,186264.0,60873.0,2900.0,,10000.0,13256.0,50.0,1600000.0,49000.0,230000.0,622.0,-1.0,5000.0,,4035.0,16257.0,10180.0,29641.0,8879.0,6800.0,350000.0,-1.0,,,5000.0,-1.0,85000.0,42595.0,32000.0,,40800.0,41420.0,,21200.0,7950.0,140.0,,172859.0,-1.0,,7900.0,,50000.0,15000.0,2000.0,700.0,,13064.0,16200.0,60.0,25800.0,-1.0,3000.0,70000.0,,,36864.0,5000.0,80.0,1450.0,-1.0,39000.0,600.0,36864.0,85700.0,5800.0,50000.0,,-1.0,184000.0,2100.0,1000.0,263000.0,400.0,8220.0,,16000.0,260.0,311.0,5800.0,7800.0,255.0,1420.0,14092.0,-1.0,18355.0,,-1.0
1981,,1000.0,-1.0,157531.0,88452.0,2900.0,,10000.0,16000.0,45.0,1700000.0,50000.0,233000.0,460.0,-1.0,5000.0,,4040.0,17488.0,12160.0,28206.0,9902.0,6600.0,235000.0,-1.0,,,5000.0,-1.0,85000.0,56520.0,34000.0,,42400.0,65995.0,,21500.0,8300.0,160.0,,204884.0,-1.0,,7800.0,,40000.0,15000.0,4000.0,700.0,,10433.0,16500.0,60.0,26500.0,-1.0,3000.0,71000.0,,,37873.0,5000.0,80.0,1400.0,-1.0,42000.0,600.0,37873.0,88900.0,5600.0,53000.0,,-1.0,188000.0,2536.0,1000.0,268000.0,400.0,8030.0,,16500.0,250.0,16.0,5900.0,5438.0,255.0,1430.0,15227.0,-1.0,18365.0,,-1.0
1982,,1000.0,-1.0,193211.0,55628.0,3000.0,,10000.0,19000.0,53.0,1800000.0,54000.0,236000.0,586.0,-1.0,5000.0,,4000.0,17425.0,11785.0,25594.0,23915.0,7200.0,210000.0,-1.0,,,5000.0,-1.0,85000.0,55766.0,37000.0,,43200.0,66640.0,,23000.0,10136.0,150.0,,216031.0,-1.0,,7000.0,,40000.0,15000.0,2400.0,700.0,,10115.0,16800.0,60.0,27500.0,-1.0,3000.0,72000.0,,380.0,23120.0,6000.0,80.0,1300.0,-1.0,43000.0,600.0,23120.0,82200.0,5700.0,53000.0,,-1.0,190000.0,2600.0,1000.0,274000.0,400.0,8640.0,,18600.0,230.0,12.0,5800.0,5438.0,260.0,1440.0,15681.0,-1.0,17440.0,,-1.0
1983,,1000.0,-1.0,217221.0,55000.0,3000.0,,10000.0,24953.0,40.0,1900000.0,55000.0,238000.0,788.0,-1.0,5000.0,,4000.0,18000.0,7391.0,24989.0,30031.0,7100.0,222000.0,-1.0,,,4000.0,-1.0,80000.0,65235.0,38000.0,,44800.0,29230.0,,24000.0,18500.0,180.0,,203783.0,-1.0,,6000.0,,50000.0,15000.0,2000.0,750.0,,11794.0,17100.0,60.0,28000.0,-1.0,3000.0,79000.0,,679.0,20891.0,8000.0,80.0,1250.0,-1.0,43500.0,400.0,20891.0,92000.0,5800.0,53000.0,,-1.0,193000.0,2650.0,1000.0,277000.0,400.0,8550.0,,20190.0,200.0,740.0,5700.0,5613.0,265.0,1450.0,17660.0,-1.0,16345.0,,-1.0
1984,,1000.0,-1.0,236413.0,54000.0,3000.0,,10000.0,25407.0,40.0,1700000.0,56000.0,240000.0,804.0,-1.0,5000.0,,4050.0,18000.0,6094.0,31029.0,28205.0,7000.0,312000.0,-1.0,,,2500.0,-1.0,85000.0,80379.0,39000.0,,45600.0,64410.0,,25000.0,18380.0,200.0,,228722.0,-1.0,,6000.0,,40000.0,15000.0,1800.0,750.0,,11385.0,18000.0,60.0,30500.0,-1.0,3000.0,143000.0,,1320.0,20531.0,8500.0,80.0,1200.0,1000.0,45000.0,500.0,20531.0,94500.0,5900.0,63000.0,1700.0,-1.0,198000.0,2700.0,1000.0,280000.0,400.0,8470.0,,34000.0,200.0,1133.0,5600.0,5045.0,268.0,1470.0,16110.0,-1.0,16268.0,,-1.0
1985,,1000.0,-1.0,229120.0,53000.0,3000.0,,12000.0,33119.0,32.0,1800000.0,57000.0,244000.0,818.0,-1.0,5000.0,,4050.0,22740.0,6395.0,31437.0,12940.0,6900.0,315000.0,38260.0,,,1530.0,-1.0,78000.0,51294.0,39000.0,,45600.0,72884.0,,26000.0,17730.0,249.0,,228500.0,-1.0,,5800.0,,45000.0,15000.0,3300.0,750.0,,11794.0,18500.0,120.0,30500.0,-1.0,3000.0,140000.0,,1173.0,18192.0,9000.0,80.0,1150.0,1000.0,46000.0,400.0,18192.0,89400.0,6000.0,60000.0,1300.0,-1.0,200000.0,2700.0,1000.0,284000.0,400.0,8400.0,,44000.0,200.0,214.0,5500.0,3776.0,271.0,1500.0,16814.0,-1.0,16020.0,,-1.0
1986,,1500.0,-1.0,216916.0,52000.0,3500.0,,13000.0,30000.0,16.0,2000000.0,59000.0,245000.0,711.0,-1.0,5000.0,,4100.0,21850.0,6719.0,31618.0,14866.0,6800.0,325000.0,46700.0,,,1790.0,-1.0,80000.0,92380.0,39000.0,,47800.0,82330.0,,27000.0,17730.0,250.0,,231400.0,-1.0,,5500.0,,48000.0,15000.0,3500.0,700.0,,10432.0,18000.0,120.0,32000.0,-1.0,3000.0,146000.0,,1806.0,17950.0,10000.0,80.0,1100.0,1000.0,47000.0,500.0,17950.0,92400.0,6000.0,60000.0,1600.0,-1.0,202000.0,2500.0,1000.0,285500.0,400.0,8300.0,,44000.0,200.0,500.0,5400.0,4433.0,273.0,1500.0,18349.0,-1.0,15623.0,,-1.0
1987,,1500.0,-1.0,295709.0,51000.0,3500.0,,13000.0,31000.0,8.0,2100000.0,62000.0,247500.0,424.0,-1.0,5000.0,,4100.0,22700.0,6800.0,26769.0,18073.0,6700.0,320000.0,46200.0,,,1500.0,100.0,78000.0,69240.0,39000.0,,49900.0,84060.0,,28000.0,13750.0,260.0,,231300.0,50.0,40000.0,5300.0,,50000.0,15000.0,3600.0,700.0,,8119.0,19000.0,120.0,33000.0,-1.0,3000.0,143000.0,,2870.0,58835.0,12000.0,82.0,1050.0,1000.0,45000.0,400.0,18835.0,86900.0,6500.0,70000.0,1100.0,-1.0,206000.0,2700.0,1000.0,288000.0,400.0,8200.0,,22500.0,150.0,450.0,5300.0,4405.0,277.0,1500.0,19331.0,-1.0,15287.0,,-1.0
1988,,1500.0,-1.0,310594.0,50000.0,3500.0,,15000.0,7500.0,12.0,2300000.0,63000.0,250000.0,281.0,-1.0,5000.0,,4150.0,20800.0,6516.0,25873.0,17339.0,5500.0,320000.0,48000.0,,,1300.0,100.0,65000.0,72835.0,38000.0,,51000.0,90392.0,,29000.0,16350.0,280.0,,231300.0,50.0,35000.0,5200.0,,50000.0,15000.0,1600.0,700.0,,8269.0,19400.0,120.0,34200.0,-1.0,3000.0,143000.0,,5700.0,51428.0,12000.0,82.0,1000.0,1000.0,40000.0,400.0,16428.0,85800.0,6500.0,60000.0,1250.0,-1.0,210000.0,2750.0,1000.0,289500.0,400.0,7000.0,,32000.0,114.0,400.0,5200.0,3754.0,280.0,1500.0,20130.0,-1.0,15074.0,,-1.0
1989,,1732.0,-1.0,295578.0,50000.0,87.0,,15000.0,8000.0,12.0,2200000.0,63000.0,252500.0,218.0,-1.0,5000.0,,4150.0,18000.0,6907.0,22120.0,15748.0,5200.0,320000.0,67100.0,,,1680.0,100.0,45000.0,85414.0,38000.0,,52200.0,89380.0,,32000.0,17430.0,600.0,,231400.0,50.0,27000.0,5100.0,,51000.0,15000.0,1600.0,600.0,,8709.0,19800.0,120.0,35500.0,-1.0,3000.0,143000.0,,8150.0,32864.0,13000.0,82.0,1800.0,1000.0,40000.0,400.0,5864.0,84500.0,6500.0,50000.0,1250.0,800.0,210000.0,2800.0,1000.0,292232.0,400.0,6700.0,,16500.0,106.0,350.0,5100.0,3450.0,285.0,1500.0,21103.0,-1.0,15191.0,,-1.0
1990,,2900.0,350.0,299557.0,42657.0,48.0,,17000.0,7000.0,10.0,2500000.0,66000.0,255000.0,298.0,19200.0,5194.0,,4200.0,17130.0,7400.0,23253.0,19501.0,6400.0,296344.0,80391.0,,,1875.0,121.0,32000.0,87732.0,39000.0,0.0,87000.0,79956.0,,34000.0,9900.0,700.0,,251300.0,38.0,24000.0,5000.0,0.0,52000.0,19731.0,2800.0,650.0,0.0,6786.0,20200.0,131.0,36500.0,-1.0,2900.0,143000.0,,22000.0,31233.0,14000.0,80.0,1500.0,1039.0,42000.0,374.0,7233.0,87600.0,6300.0,48000.0,1800.0,820.0,212000.0,2850.0,1090.0,296900.0,400.0,8035.0,,10000.0,122.0,315.0,5000.0,3227.0,290.0,1635.0,22078.0,-1.0,15102.0,0.0,-1.0
1991,,1132.0,355.0,319487.0,50242.0,49.0,,16574.0,9500.0,10.0,2400000.0,67000.0,254101.0,300.0,19600.0,3957.0,,4165.0,16725.0,7322.0,22225.0,7302.0,6300.0,316099.0,61409.0,,,922.0,200.0,17800.0,75159.0,38000.0,-1.0,122000.0,99878.0,,32000.0,11800.0,800.0,,250544.0,73.0,25000.0,5322.0,0.0,54000.0,27625.0,1000.0,700.0,-1.0,5185.0,20600.0,212.0,37500.0,-1.0,2800.0,141000.0,,24000.0,25000.0,15000.0,64.0,1700.0,1200.0,40000.0,434.0,0.0,76200.0,6161.0,44000.0,2500.0,850.0,215000.0,2900.0,1040.0,293233.0,400.0,7888.0,,9551.0,130.0,300.0,5000.0,3108.0,295.0,1588.0,23870.0,-1.0,15387.0,0.0,-1.0
1992,,233.0,360.0,347510.0,56208.0,221.0,,18000.0,9681.0,10.0,2600000.0,72000.0,257500.0,312.0,20000.0,4162.0,-1.0,4101.0,17112.0,6509.0,26729.0,8218.0,6200.0,314410.0,58816.0,-1.0,,1470.0,390.0,18000.0,73291.0,36000.0,-1.0,157000.0,82500.0,,34000.0,11800.0,1000.0,,261300.0,78.0,24000.0,5358.0,0.0,55000.0,28265.0,609.0,720.0,-1.0,4944.0,21000.0,240.0,38500.0,-1.0,2700.0,141000.0,,20000.0,24000.0,16000.0,67.0,1900.0,1200.0,35000.0,333.0,-1.0,75500.0,6000.0,60000.0,3500.0,980.0,195000.0,2935.0,1041.0,293733.0,600.0,7834.0,,9382.0,125.0,293.0,4500.0,3145.0,298.0,1634.0,28063.0,-1.0,15021.0,0.0,-1.0
