,Jamaica,Puerto Rico,Philippines,Panama,Trinidad and Tobago,Dominican Republic,Pakistan,Burundi,Grenada,Nepal,Kenya,Haiti,Democratic Republic of the Congo,Bangladesh,United Republic of Tanzania,Uganda,Comoros,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),India,Myanmar,Malawi,Bahamas
1971,5981.0,10631.0,,7000.0,14258.0,16250.0,5462.0,10952.0,11556.0,6296.0,,5156.0,6346.0,8043.0,4978.0,4396.0,,,5284.0,7093.0,4133.0,6729.0,13115.0
1972,6947.0,11541.0,,7500.0,16341.0,15882.0,6112.0,10952.0,12037.0,6159.0,,5234.0,6140.0,7414.0,4954.0,3980.0,,,4977.0,7175.0,4087.0,6697.0,13188.0
1973,6012.0,11538.0,,7335.0,16812.0,15892.0,5846.0,10952.0,12018.0,6429.0,,5469.0,6140.0,7233.0,5500.0,4003.0,,,4501.0,7952.0,3484.0,6696.0,13492.0
1974,7534.0,7309.0,,7410.0,16811.0,16688.0,6278.0,10476.0,12143.0,6338.0,,5538.0,6140.0,7520.0,7000.0,3971.0,,,4730.0,5321.0,4343.0,6726.0,13586.0
1975,7654.0,6450.0,,7485.0,16933.0,16363.0,5580.0,10952.0,12069.0,6207.0,,5692.0,6333.0,7200.0,6400.0,3997.0,,,4560.0,7253.0,3752.0,6727.0,13797.0
1976,6759.0,7008.0,,7560.0,16933.0,16124.0,10040.0,10952.0,12049.0,6419.0,,5846.0,6333.0,7250.0,6389.0,4249.0,,,4283.0,7860.0,3815.0,6609.0,14382.0
1977,6980.0,7052.0,,7640.0,18182.0,15868.0,5647.0,10952.0,12045.0,6333.0,,5538.0,6333.0,7200.0,6500.0,3818.0,,,5016.0,6724.0,4473.0,6724.0,14621.0
1978,8338.0,7924.0,,7765.0,18375.0,18031.0,6543.0,11304.0,14049.0,6452.0,,4776.0,6333.0,7333.0,6500.0,3998.0,,,4986.0,7348.0,3974.0,6838.0,12306.0
1979,9608.0,8728.0,,7920.0,18462.0,11020.0,5226.0,11304.0,11664.0,6250.0,,4750.0,6333.0,7813.0,6500.0,3276.0,,,4936.0,7163.0,4121.0,6522.0,12250.0
1980,9549.0,8043.0,,9543.0,18589.0,11128.0,5357.0,11191.0,18020.0,6098.0,,4706.0,6333.0,7849.0,6500.0,5200.0,,,5204.0,6434.0,6561.0,6609.0,12381.0
1981,9514.0,9012.0,,8991.0,19178.0,6302.0,5357.0,10000.0,20520.0,6471.0,,4824.0,6333.0,7527.0,6500.0,4545.0,,,5114.0,6887.0,4356.0,6696.0,12500.0
1982,9559.0,8822.0,,7904.0,18718.0,9070.0,5439.0,11200.0,18195.0,6389.0,,4941.0,6333.0,7292.0,6500.0,4667.0,,,5372.0,7445.0,5735.0,6724.0,12609.0
1983,9256.0,8558.0,,8473.0,16667.0,7065.0,5517.0,10833.0,15732.0,6316.0,,5059.0,6333.0,7917.0,6500.0,4669.0,,,5270.0,6797.0,5914.0,6838.0,12917.0
1984,9598.0,6982.0,,8577.0,15967.0,7365.0,5517.0,10000.0,15780.0,6500.0,,5059.0,6333.0,7917.0,6500.0,3472.0,,,5669.0,8005.0,6654.0,6195.0,12800.0
1985,9149.0,6622.0,,8689.0,15829.0,6977.0,6257.0,10870.0,15750.0,7363.0,,5059.0,6154.0,7606.0,6500.0,4667.0,,,5430.0,8194.0,6228.0,6372.0,13000.0
1986,9843.0,6894.0,,8646.0,13289.0,7419.0,6456.0,10435.0,15905.0,7583.0,,5059.0,6154.0,7350.0,6500.0,4511.0,,,5412.0,7667.0,6662.0,6348.0,13000.0
1987,9381.0,7054.0,,8614.0,14720.0,18062.0,6282.0,10870.0,13023.0,7642.0,,4706.0,6154.0,7354.0,6500.0,4500.0,,,5778.0,7217.0,6718.0,6435.0,12941.0
1988,9592.0,6412.0,,8593.0,16864.0,9310.0,6236.0,10870.0,12841.0,4978.0,,4706.0,6269.0,6936.0,6500.0,6563.0,,,5840.0,6847.0,7184.0,6522.0,12941.0
1989,8471.0,5770.0,,6990.0,15273.0,8303.0,6250.0,10435.0,11111.0,6842.0,3334.0,4706.0,6269.0,5788.0,6500.0,6693.0,,,5750.0,7790.0,6691.0,6019.0,12600.0
1990,9696.0,5129.0,,4142.0,20492.0,12011.0,6667.0,14721.0,11087.0,7048.0,5313.0,4699.0,6270.0,5910.0,6500.0,8226.0,6579.0,,5692.0,7630.0,6503.0,6364.0,13544.0
1991,9144.0,6155.0,,4778.0,17210.0,14838.0,,9948.0,11064.0,6709.0,3115.0,4691.0,6253.0,5422.0,6500.0,8333.0,6696.0,,5780.0,6726.0,6154.0,6500.0,11364.0
1992,10015.0,6046.0,,4726.0,13350.0,8158.0,,9832.0,11064.0,6455.0,3858.0,4000.0,6196.0,5058.0,6500.0,8226.0,6721.0,,5348.0,5881.0,5967.0,6316.0,11111.0
1993,10789.0,9801.0,,5000.0,16718.0,6807.0,,9817.0,11458.0,7246.0,4783.0,4087.0,6243.0,4913.0,6500.0,8281.0,6667.0,,5811.0,6518.0,6641.0,6237.0,10169.0
1994,12063.0,3846.0,,5000.0,17458.0,8273.0,,10000.0,11546.0,7271.0,5829.0,3939.0,6310.0,5000.0,6500.0,8209.0,6796.0,,5096.0,7622.0,6247.0,6111.0,7202.0
1995,11703.0,14750.0,,5118.0,17411.0,9719.0,,10000.0,11633.0,7368.0,5055.0,3757.0,6311.0,5000.0,6500.0,8286.0,6900.0,,5358.0,6470.0,6116.0,5423.0,7179.0
1996,11860.0,14188.0,,4984.0,17683.0,6655.0,,10000.0,11633.0,7560.0,2369.0,4043.0,6355.0,5000.0,6500.0,8169.0,6882.0,,4645.0,6699.0,6523.0,8330.0,7058.0
1997,11654.0,14423.0,,4488.0,17025.0,9303.0,,10000.0,11600.0,7832.0,4318.0,4064.0,6283.0,4918.0,6500.0,8194.0,6915.0,,5157.0,7559.0,7710.0,6335.0,7236.0
1998,11919.0,14313.0,,4492.0,9150.0,8383.0,,10000.0,10000.0,7238.0,3710.0,21236.0,6635.0,4918.0,6500.0,8243.0,6948.0,,10371.0,5507.0,7125.0,6450.0,7095.0
1999,11700.0,15385.0,,4485.0,16331.0,8709.0,6667.0,10000.0,9804.0,8080.0,4862.0,23219.0,6722.0,5703.0,6500.0,10000.0,6979.0,,8220.0,7874.0,6109.0,7254.0,6916.0
2000,10000.0,13333.0,,4485.0,7850.0,9438.0,6667.0,10000.0,9804.0,9894.0,3818.0,25149.0,6812.0,5703.0,6500.0,10000.0,7009.0,,7979.0,7861.0,5948.0,7242.0,6765.0
2001,11571.0,12500.0,,4489.0,10263.0,9569.0,6667.0,10000.0,9804.0,8711.0,4479.0,4000.0,6734.0,4942.0,6500.0,10000.0,7143.0,,7572.0,6185.0,8799.0,7806.0,6875.0
2002,11459.0,12069.0,,4512.0,11120.0,9483.0,6667.0,10000.0,9804.0,8929.0,5667.0,4401.0,7063.0,4942.0,6500.0,10000.0,7097.0,,7795.0,6791.0,9503.0,7541.0,6765.0
2003,10302.0,11553.0,,4571.0,9907.0,9567.0,6667.0,10000.0,9615.0,9038.0,5353.0,4795.0,6840.0,4942.0,6500.0,10000.0,7273.0,,8185.0,6507.0,8477.0,7923.0,6857.0
2004,10879.0,9320.0,12010.0,4474.0,13876.0,10253.0,6667.0,10000.0,9615.0,8668.0,5405.0,5198.0,7171.0,6179.0,6777.0,10000.0,7215.0,,7807.0,6674.0,9101.0,6717.0,6944.0
2005,10373.0,8015.0,13004.0,4546.0,10583.0,10032.0,6667.0,10000.0,9615.0,9226.0,5331.0,5598.0,7169.0,4763.0,7297.0,10000.0,7264.0,,7872.0,6670.0,9902.0,4095.0,7085.0
2006,11909.0,8036.0,15474.0,4518.0,10000.0,9182.0,,10000.0,9615.0,9218.0,5637.0,5997.0,7168.0,5807.0,7297.0,10000.0,7333.0,,9016.0,7647.0,11240.0,8722.0,6842.0
2007,11972.0,8070.0,16364.0,4507.0,43431.0,9516.0,6667.0,10000.0,9636.0,9170.0,6188.0,6399.0,7166.0,9614.0,8196.0,10000.0,7373.0,,7969.0,6497.0,11384.0,9867.0,6750.0
2008,11823.0,7253.0,13055.0,4062.0,9413.0,8176.0,6667.0,10000.0,10340.0,8819.0,4295.0,6800.0,5820.0,9398.0,8894.0,10227.0,7447.0,,7675.0,8250.0,12211.0,8932.0,8839.0
2009,11354.0,6357.0,8473.0,4598.0,11599.0,10615.0,6667.0,10000.0,11588.0,8692.0,3933.0,7198.0,5820.0,9262.0,10611.0,10111.0,7507.0,,7280.0,6716.0,12506.0,10479.0,10826.0
2010,10360.0,5299.0,9321.0,4703.0,7195.0,10686.0,6667.0,11208.0,12536.0,8756.0,6509.0,7599.0,5820.0,9519.0,8883.0,9416.0,7575.0,61429.0,6497.0,7089.0,12545.0,10135.0,13438.0
2011,11627.0,4588.0,10142.0,5219.0,10839.0,10689.0,6667.0,11896.0,13487.0,8075.0,6078.0,7998.0,6167.0,9235.0,9460.0,9222.0,7644.0,88400.0,7390.0,6471.0,13198.0,11194.0,13385.0
2012,11947.0,3905.0,16459.0,4894.0,15409.0,11105.0,6667.0,15283.0,14655.0,8060.0,6070.0,7998.0,6286.0,8865.0,8009.0,4030.0,7712.0,89200.0,6632.0,6559.0,9065.0,11662.0,13435.0
2013,11502.0,3238.0,16136.0,4768.0,8437.0,11142.0,6667.0,15433.0,14545.0,9427.0,6460.0,8000.0,6187.0,10444.0,8614.0,4055.0,7781.0,91212.0,7172.0,6500.0,9170.0,13267.0,13333.0
2014,12013.0,2746.0,16639.0,4827.0,41032.0,10661.0,6667.0,8916.0,14512.0,9652.0,9942.0,8143.0,6156.0,25000.0,9900.0,4061.0,7849.0,79259.0,6823.0,5873.0,9403.0,40997.0,13365.0
