,Kenya,Bolivia (Plurinational State of),Peru,Myanmar,Israel,South Sudan,Iran (Islamic Republic of),Nepal,Ethiopia,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Iraq,Malawi,Cyprus,Spain,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Algeria,Argentina,Uganda,India,Morocco,Ethiopia PDR,Mexico,Romania,Italy,Jordan,Bosnia and Herzegovina,Tunisia,Colombia,Libya,Yugoslav SFR,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Kazakhstan,Syrian Arab Republic,Australia,Portugal,Egypt,Sudan (former),Turkey
1971,0.0,74.0,166.0,8319.0,308.0,-1.0,13390.0,1900.0,-1.0,48222.0,-1.0,3156.0,293.0,1540.0,140.0,17000.0,-1.0,76.0,0.0,3583.0,1146.0,200.0,80.0,322000.0,2640.0,10800.0,8660.0,0.0,1900.0,278.0,-1.0,3600.0,1280.0,47.0,120.0,178.0,2000.0,0.0,1421.0,-1.0,2215.0,0.0,1905.0,620.0,84.0,21360.0
1972,0.0,74.0,158.0,8177.0,592.0,-1.0,13210.0,1900.0,-1.0,50868.0,-1.0,3174.0,415.0,1540.0,154.0,17000.0,-1.0,89.0,0.0,4500.0,1523.0,110.0,200.0,285000.0,4205.0,10200.0,7567.0,0.0,1500.0,661.0,-1.0,3600.0,1200.0,32.0,120.0,194.0,1600.0,0.0,1086.0,-1.0,3424.0,0.0,1954.0,625.0,84.0,22320.0
1973,0.0,77.0,122.0,6906.0,479.0,-1.0,13010.0,2000.0,-1.0,55400.0,-1.0,2472.0,478.0,1540.0,70.0,15000.0,-1.0,70.0,0.0,5500.0,1645.0,230.0,240.0,315000.0,7905.0,9900.0,8683.0,0.0,1400.0,1124.0,-1.0,3870.0,1200.0,33.0,120.0,93.0,1000.0,0.0,965.0,-1.0,4535.0,0.0,2245.0,500.0,84.0,21000.0
1974,0.0,63.0,106.0,6790.0,200.0,-1.0,12810.0,2000.0,-1.0,49823.0,-1.0,1704.0,577.0,1610.0,112.0,12000.0,-1.0,80.0,0.0,6500.0,1699.0,400.0,256.0,254000.0,4925.0,9108.0,6672.0,0.0,1300.0,323.0,-1.0,3600.0,1000.0,41.0,41.0,224.0,600.0,0.0,547.0,-1.0,2759.0,0.0,1995.0,440.0,61.0,16800.0
1975,0.0,60.0,150.0,7010.0,185.0,-1.0,12610.0,2100.0,-1.0,53423.0,-1.0,1344.0,684.0,1645.0,56.0,12000.0,-1.0,31.0,0.0,8000.0,1663.0,188.0,280.0,249000.0,4980.0,10878.0,3710.0,0.0,1300.0,147.0,-1.0,3600.0,1000.0,42.0,24.0,84.0,380.0,0.0,497.0,-1.0,3378.0,0.0,2059.0,375.0,110.0,16560.0
1976,0.0,60.0,145.0,7895.0,252.0,-1.0,12410.0,2100.0,-1.0,54724.0,-1.0,1152.0,748.0,1750.0,56.0,11000.0,-1.0,12.0,0.0,9550.0,1699.0,116.0,176.0,366000.0,2120.0,9174.0,8831.0,0.0,1400.0,123.0,-1.0,3330.0,840.0,30.0,25.0,105.0,440.0,0.0,579.0,-1.0,2057.0,0.0,1745.0,558.0,112.0,16560.0
1977,0.0,32.0,122.0,8058.0,617.0,-1.0,12410.0,2100.0,-1.0,54955.0,-1.0,1176.0,1309.0,1750.0,70.0,13000.0,-1.0,34.0,0.0,7000.0,2059.0,290.0,184.0,336000.0,3395.0,8298.0,6935.0,0.0,1200.0,113.0,-1.0,4230.0,1000.0,36.0,40.0,70.0,500.0,0.0,771.0,-1.0,2315.0,0.0,2035.0,900.0,116.0,20160.0
1978,0.0,35.0,107.0,7710.0,799.0,-1.0,11540.0,2300.0,-1.0,61220.0,-1.0,1956.0,908.0,1750.0,70.0,12000.0,-1.0,71.0,0.0,6350.0,2068.0,180.0,120.0,335000.0,3115.0,8496.0,10610.0,0.0,1200.0,235.0,-1.0,4626.0,920.0,36.0,79.0,140.0,520.0,0.0,1177.0,-1.0,862.0,0.0,1849.0,913.0,116.0,24000.0
1979,0.0,31.0,100.0,5137.0,630.0,-1.0,13060.0,2500.0,-1.0,56425.0,-1.0,1958.0,1221.0,1890.0,126.0,10000.0,-1.0,70.0,0.0,6400.0,2105.0,268.0,120.0,356000.0,3275.0,10280.0,4994.0,0.0,1100.0,258.0,-1.0,7020.0,920.0,34.0,80.0,175.0,540.0,0.0,1440.0,-1.0,4569.0,0.0,1996.0,982.0,34.0,28800.0
1980,0.0,31.0,86.0,7427.0,307.0,-1.0,17810.0,2700.0,-1.0,42145.0,-1.0,1368.0,838.0,1890.0,112.0,9000.0,-1.0,70.0,0.0,6400.0,2162.0,260.0,160.0,203000.0,1600.0,8945.0,5318.0,0.0,1050.0,178.0,-1.0,6390.0,920.0,32.0,52.0,140.0,540.0,0.0,1136.0,-1.0,4262.0,0.0,1459.0,1200.0,34.0,24000.0
1981,0.0,29.0,95.0,9693.0,302.0,-1.0,15480.0,2800.0,-1.0,45080.0,-1.0,1176.0,785.0,1995.0,38.0,9000.0,-1.0,70.0,0.0,5800.0,1723.0,77.0,200.0,268000.0,3025.0,8285.0,5734.0,0.0,1050.0,182.0,-1.0,5517.0,920.0,30.0,80.0,154.0,620.0,0.0,708.0,-1.0,2809.0,0.0,1499.0,1350.0,30.0,29400.0
1982,0.0,29.0,118.0,7280.0,462.0,-1.0,26232.0,2700.0,-1.0,44645.0,-1.0,972.0,818.0,2121.0,28.0,10400.0,-1.0,69.0,93.0,5900.0,2023.0,85.0,200.0,288000.0,3235.0,8080.0,5719.0,0.0,950.0,284.0,-1.0,5391.0,920.0,29.0,111.0,161.0,800.0,0.0,547.0,-1.0,4711.0,93.0,1434.0,1770.0,28.0,40140.0
1983,0.0,24.0,127.0,9906.0,441.0,-1.0,26399.0,2500.0,-1.0,45980.0,-1.0,600.0,686.0,2226.0,25.0,10500.0,-1.0,69.0,192.0,5665.0,2395.0,255.0,200.0,327980.0,3000.0,9637.0,4942.0,0.0,900.0,119.0,-1.0,3330.0,920.0,27.0,93.0,168.0,1200.0,0.0,834.0,-1.0,2660.0,192.0,1324.0,1100.0,28.0,41400.0
1984,0.0,25.0,132.0,8945.0,441.0,-1.0,29893.0,1500.0,-1.0,50685.0,-1.0,565.0,739.0,2310.0,17.0,10300.0,-1.0,69.0,792.0,5445.0,2529.0,350.0,400.0,294562.0,3825.0,10765.0,5165.0,0.0,800.0,260.0,-1.0,3510.0,920.0,24.0,90.0,140.0,1400.0,0.0,792.0,-1.0,3965.0,792.0,1281.0,1200.0,40.0,47880.0
1985,0.0,25.0,151.0,9812.0,780.0,-1.0,31711.0,1600.0,-1.0,51665.0,-1.0,600.0,826.0,2658.0,17.0,10400.0,-1.0,69.0,2031.0,5182.0,2887.0,370.0,160.0,281914.0,4110.0,7920.0,4986.0,0.0,705.0,104.0,-1.0,3960.0,920.0,23.0,61.0,140.0,900.0,0.0,883.0,-1.0,1909.0,2031.0,332.0,1400.0,58.0,64080.0
1986,0.0,27.0,167.0,9069.0,809.0,-1.0,23538.0,1700.0,-1.0,54105.0,-1.0,703.0,173.0,4243.0,18.0,10400.0,-1.0,68.0,1646.0,5185.0,3481.0,265.0,200.0,360000.0,3860.0,5928.0,7514.0,0.0,617.0,142.0,-1.0,3600.0,920.0,20.0,52.0,279.0,1400.0,0.0,1035.0,-1.0,4208.0,1646.0,318.0,1900.0,60.0,79800.0
1987,0.0,28.0,138.0,8781.0,784.0,-1.0,27762.0,1500.0,-1.0,41030.0,-1.0,577.0,125.0,4358.0,28.0,8900.0,-1.0,68.0,2026.0,5152.0,2614.0,425.0,240.0,281000.0,3630.0,8208.0,3219.0,0.0,614.0,151.0,-1.0,2039.0,920.0,17.0,53.0,289.0,1400.0,0.0,991.0,-1.0,4174.0,2026.0,314.0,1400.0,62.0,93360.0
1988,0.0,28.0,117.0,6219.0,738.0,-1.0,27830.0,1781.0,-1.0,48970.0,-1.0,393.0,133.0,3387.0,20.0,8400.0,-1.0,68.0,2792.0,5138.0,2040.0,200.0,240.0,225000.0,3120.0,7559.0,4366.0,0.0,550.0,268.0,-1.0,2705.0,920.0,14.0,66.0,295.0,1600.0,0.0,548.0,-1.0,1700.0,2792.0,316.0,700.0,64.0,98160.0
1989,0.0,31.0,111.0,7135.0,806.0,-1.0,25342.0,1730.0,-1.0,51770.0,-1.0,258.0,354.0,7976.0,14.0,5646.0,-1.0,184.0,5323.0,5143.0,1678.0,200.0,280.0,318000.0,3850.0,7777.0,4968.0,0.0,500.0,221.0,-1.0,2817.0,1144.0,12.0,55.0,307.0,1360.0,0.0,607.0,-1.0,3500.0,5323.0,320.0,560.0,60.0,106800.0
1990,0.0,33.0,99.0,8053.0,757.0,-1.0,62947.0,1691.0,-1.0,54575.0,-1.0,315.0,34.0,7000.0,19.0,6100.0,-1.0,312.0,7490.0,4836.0,2227.0,110.0,286.0,261000.0,4210.0,7054.0,4470.0,0.0,400.0,293.0,-1.0,4009.0,929.0,14.0,54.0,307.0,1420.0,0.0,851.0,-1.0,4200.0,7490.0,319.0,500.0,62.0,105360.0
1991,0.0,30.0,113.0,8356.0,649.0,-1.0,67929.0,1622.0,-1.0,49845.0,-1.0,260.0,600.0,5950.0,12.0,4729.0,-1.0,116.0,4524.0,4607.0,2092.0,115.0,200.0,322000.0,3945.0,6626.0,5173.0,0.0,400.0,518.0,-1.0,3150.0,882.0,20.0,54.0,317.0,1000.0,0.0,902.0,-1.0,2606.0,4524.0,189.0,590.0,64.0,102720.0
1992,0.0,32.0,133.0,7573.0,922.0,-1.0,65962.0,1618.0,-1.0,50380.0,16.0,251.0,1000.0,6090.0,13.0,2643.0,-1.0,96.0,4405.0,4524.0,2080.0,110.0,240.0,256000.0,4535.0,6626.0,4436.0,0.0,400.0,326.0,38.0,3330.0,840.0,19.0,-1.0,322.0,1240.0,0.0,752.0,1500.0,4920.0,4405.0,163.0,900.0,66.0,98400.0
1993,0.0,31.0,134.0,5991.0,862.0,-1.0,57924.0,1400.0,7875.0,52250.0,14.0,219.0,1750.0,7183.0,10.0,6600.0,69.0,78.0,6266.0,4270.0,2300.0,105.0,250.0,274000.0,3300.0,-1.0,3112.0,0.0,300.0,325.0,38.0,1863.0,420.0,20.0,-1.0,323.0,1000.0,0.0,595.0,2000.0,4800.0,6266.0,148.0,700.0,67.0,91200.0
1994,0.0,32.0,159.0,5864.0,870.0,-1.0,72098.0,1300.0,10733.0,53225.0,24.0,217.0,2500.0,9790.0,5.0,8300.0,78.0,152.0,6492.0,4250.0,1893.0,100.0,260.0,304000.0,3130.0,-1.0,3944.0,0.0,300.0,346.0,39.0,1697.0,420.0,21.0,-1.0,333.0,1200.0,0.0,663.0,1500.0,3851.0,6492.0,128.0,610.0,101.0,89400.0
1995,0.0,32.0,158.0,7470.0,922.0,-1.0,90601.0,1200.0,9024.0,55945.0,33.0,213.0,3500.0,6160.0,5.0,8520.0,66.0,240.0,7245.0,4270.0,1662.0,95.0,200.0,284640.0,2215.0,-1.0,6109.0,0.0,300.0,325.0,48.0,3150.0,0.0,22.0,-1.0,336.0,1500.0,414.0,652.0,200.0,3323.0,7245.0,135.0,570.0,185.0,93600.0
1996,860.0,33.0,157.0,6264.0,820.0,-1.0,68356.0,1200.0,7133.0,55010.0,34.0,222.0,4710.0,4855.0,6.0,9500.0,52.0,136.0,8190.0,4222.0,1541.0,90.0,240.0,273868.0,2950.0,-1.0,5329.0,0.0,300.0,254.0,56.0,1350.0,0.0,23.0,-1.0,241.0,1200.0,305.0,564.0,200.0,4723.0,8190.0,127.0,500.0,235.0,86520.0
1997,940.0,32.0,65.0,5409.0,856.0,-1.0,59206.0,1148.0,10793.0,55115.0,29.0,205.0,4010.0,5079.0,7.0,8200.0,202.0,123.0,9255.0,4201.0,1478.0,85.0,244.0,302528.0,3475.0,-1.0,2768.0,0.0,300.0,241.0,68.0,1530.0,0.0,25.0,-1.0,168.0,1255.0,295.0,305.0,180.0,5401.0,9255.0,126.0,888.0,470.0,79800.0
1998,1036.0,33.0,84.0,5085.0,866.0,-1.0,57456.0,1157.0,10059.0,53845.0,34.0,197.0,3360.0,6230.0,6.0,7970.0,235.0,100.0,6540.0,911.0,1386.0,80.0,248.0,338764.0,3544.0,-1.0,4821.0,0.0,400.0,40.0,60.0,1260.0,0.0,26.0,-1.0,161.0,1220.0,205.0,159.0,100.0,2535.0,6540.0,98.0,900.0,554.0,75000.0
1999,1035.0,33.0,90.0,5882.0,1048.0,-1.0,64552.0,963.0,11087.0,48590.0,12.0,183.0,4275.0,6160.0,11.0,6700.0,479.0,100.0,7860.0,911.0,974.0,78.0,252.0,245852.0,3305.0,-1.0,4956.0,0.0,400.0,108.0,72.0,1228.0,0.0,28.0,-1.0,182.0,1240.0,196.0,258.0,100.0,5072.0,7860.0,86.0,1205.0,825.0,76320.0
2000,23.0,33.0,180.0,7484.0,978.0,-1.0,75171.0,900.0,12715.0,45250.0,20.0,192.0,7500.0,6230.0,7.0,6700.0,827.0,117.0,5850.0,850.0,965.0,68.0,261.0,207412.0,2900.0,-1.0,6892.0,0.0,400.0,29.0,88.0,1076.0,0.0,28.0,-1.0,140.0,1280.0,250.0,296.0,150.0,4357.0,5850.0,94.0,1017.0,725.0,77400.0
2001,17.0,33.0,91.0,8834.0,1247.0,-1.0,71210.0,900.0,11699.0,46695.0,26.0,204.0,9050.0,6265.0,8.0,6900.0,1411.0,140.0,6035.0,769.0,967.0,68.0,272.0,256648.0,3580.0,-1.0,5270.0,0.0,400.0,149.0,60.0,684.0,0.0,26.0,-1.0,204.0,1400.0,235.0,227.0,100.0,5108.0,6035.0,96.0,904.0,504.0,79200.0
2002,17.0,82.0,74.0,8667.0,1064.0,-1.0,64139.0,900.0,9257.0,48150.0,24.0,180.0,9000.0,6668.0,10.0,7500.0,282.0,232.0,6024.0,749.0,1143.0,70.0,277.0,236256.0,3545.0,-1.0,4091.0,0.0,450.0,149.0,62.0,923.0,0.0,26.0,-1.0,139.0,1337.0,243.0,269.0,130.0,4977.0,6024.0,132.0,910.0,432.0,75600.0
2003,19.0,84.0,77.0,9324.0,851.0,-1.0,57294.0,900.0,10865.0,49115.0,28.0,246.0,5000.0,6128.0,2.0,7815.0,1038.0,178.0,3305.0,688.0,1154.0,73.0,287.0,281924.0,3600.0,-1.0,2627.0,33.0,450.0,58.0,61.0,887.0,0.0,26.0,-1.0,127.0,1180.0,237.0,258.0,150.0,3791.0,3305.0,129.0,800.0,218.0,72720.0
2004,3.0,86.0,47.0,9216.0,1025.0,-1.0,53752.0,900.0,12689.0,54690.0,32.0,264.0,750.0,6833.0,2.0,6000.0,1115.0,24.0,3159.0,654.0,1167.0,78.0,292.0,268584.0,3815.0,-1.0,3854.0,15.0,450.0,126.0,65.0,846.0,0.0,28.0,-1.0,133.0,1458.0,202.0,216.0,200.0,4315.0,3159.0,68.0,900.0,269.0,66936.0
2005,3.0,87.0,138.0,10071.0,1247.0,-1.0,60256.0,900.0,12061.0,51445.0,32.0,287.0,575.0,6160.0,2.0,2500.0,531.0,21.0,7320.0,636.0,1063.0,240.0,299.0,275848.0,3745.0,-1.0,4147.0,16.0,450.0,110.0,68.0,819.0,0.0,26.0,-1.0,133.0,1380.0,210.0,277.0,450.0,4300.0,7320.0,63.0,900.0,270.0,62924.0
2006,3.0,89.0,85.0,12092.0,924.0,-1.0,59574.0,900.0,12004.0,52600.0,36.0,228.0,575.0,6860.0,3.0,2600.0,401.0,33.0,9180.0,629.0,1034.0,240.0,306.0,299756.0,3925.0,-1.0,3222.0,24.0,450.0,63.0,66.0,1134.0,0.0,26.0,-1.0,126.0,1400.0,201.0,208.0,600.0,4280.0,9180.0,85.0,650.0,271.0,60441.0
2007,3.0,91.0,81.0,12582.0,866.0,-1.0,42625.0,800.0,13607.0,55340.0,32.0,216.0,550.0,6962.0,2.0,2000.0,16.0,71.0,10147.0,467.0,1018.0,550.0,314.0,301748.0,3245.0,-1.0,3242.0,49.0,450.0,38.0,60.0,1008.0,0.0,26.0,-1.0,133.0,1262.0,163.0,216.0,500.0,3790.0,10147.0,56.0,650.0,306.0,58344.0
2008,3.0,62.0,100.0,13452.0,739.0,-1.0,56019.0,800.0,12791.0,54030.0,35.0,156.0,75.0,7306.0,5.0,2400.0,572.0,64.0,10890.0,409.0,1114.0,950.0,324.0,315600.0,4045.0,-1.0,2756.0,39.0,450.0,49.0,60.0,869.0,0.0,26.0,-1.0,109.0,511.0,168.0,132.0,800.0,3690.0,10890.0,61.0,650.0,267.0,54591.0
2009,3.0,59.0,88.0,14740.0,721.0,-1.0,50831.0,900.0,12503.0,53345.0,32.0,348.0,60.0,7935.0,8.0,2500.0,570.0,36.0,12870.0,361.0,1276.0,900.0,328.0,326800.0,3905.0,-1.0,3440.0,6.0,500.0,201.0,60.0,630.0,0.0,26.0,-1.0,201.0,900.0,64.0,132.0,700.0,3422.0,12870.0,54.0,650.0,292.0,53546.0
2010,4.0,60.0,63.0,14987.0,738.0,-1.0,56238.0,1000.0,13878.0,52690.0,31.0,371.0,60.0,9100.0,8.0,2500.0,557.0,67.0,19594.0,411.0,1387.0,2750.0,321.0,367600.0,4439.0,-1.0,3082.0,37.0,500.0,79.0,61.0,767.0,0.0,28.0,-1.0,214.0,1497.0,68.0,139.0,700.0,3720.0,19594.0,51.0,640.0,295.0,53570.0
2011,4.0,60.0,96.0,15120.0,599.0,-1.0,56500.0,1050.0,14371.0,50372.0,33.0,398.0,90.0,8050.0,8.0,2878.0,600.0,42.0,13682.0,385.0,1528.0,4400.0,320.0,332800.0,2528.0,-1.0,4825.0,9.0,500.0,119.0,64.0,724.0,3.0,30.0,-1.0,221.0,3962.0,68.0,93.0,800.0,4179.0,13682.0,58.0,300.0,298.0,49949.0
2012,4.0,60.0,99.0,15075.0,1054.0,295.0,55000.0,1050.0,13783.0,49598.0,33.0,432.0,90.0,8050.0,9.0,2617.0,570.0,80.0,17208.0,364.0,1466.0,3100.0,320.0,384000.0,2851.0,-1.0,4336.0,11.0,600.0,72.0,72.0,599.0,5.0,28.0,-1.0,224.0,2724.0,70.0,160.0,600.0,3807.0,17208.0,39.0,500.0,-1.0,50827.0
2013,120.0,61.0,55.0,15075.0,584.0,295.0,59449.0,1200.0,14385.0,49500.0,34.0,661.0,90.0,8059.0,10.0,3569.0,521.0,80.0,15234.0,344.0,1665.0,3100.0,324.0,397080.0,3628.0,-1.0,3739.0,12.0,600.0,65.0,66.0,515.0,4.0,22.0,-1.0,259.0,2328.0,142.0,48.0,700.0,2266.0,15234.0,46.0,500.0,-1.0,50827.0
2014,120.0,61.0,55.0,15075.0,584.0,295.0,59449.0,1200.0,14385.0,49500.0,34.0,661.0,90.0,8059.0,10.0,3569.0,521.0,80.0,15234.0,344.0,1665.0,3100.0,324.0,397080.0,3628.0,-1.0,3739.0,12.0,600.0,65.0,66.0,515.0,4.0,22.0,-1.0,259.0,2328.0,142.0,48.0,700.0,2266.0,15234.0,46.0,500.0,-1.0,50827.0
