,USSR,Finland,Vanuatu,Fiji,French Guiana,Kenya,Guyana,Papua New Guinea,Somalia,Micronesia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Honduras,Jamaica,Swaziland,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,Pakistan,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,"China, Taiwan Province of",Pacific Islands Trust Territory,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Afghanistan,Trinidad and Tobago,Sudan,Mauritius,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Djibouti,Guadeloupe,South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Togo,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Yemen,Suriname,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Jordan,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Peru,United States of America,"China, mainland",The former Yugoslav Republic of Macedonia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Timor-Leste,Burundi,Belgium,Luxembourg,Czechia,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Mexico,Guinea,Kuwait,Mauritania,Czechoslovakia,Sri Lanka,Guam,Côte d'Ivoire,Croatia,Bulgaria,Montenegro,Ukraine
1987,11218572.0,213900.0,65.0,1.0,0.0,50243.0,52.0,39.0,19842.0,2.0,17753.0,366528.0,,5487.0,0.0,660500.0,28908.0,762907.0,5.0,45054.0,6967.0,33.0,4227.0,,45272.0,23807.0,19000.0,6637.0,26.0,53894.0,55568.0,,10881.0,61966.0,133050.0,1091.0,59850.0,172653.0,172154.0,1964.0,20740.0,216000.0,9430.0,,5318.0,,56405.0,2209.0,2.0,,2.0,4600.0,48546.0,18269.0,32096.0,1113.0,3329.0,772745.0,36.0,,12333.0,0.0,0.0,3500.0,,14859.0,109.0,193648.0,1025.0,40112.0,125582.0,,3022.0,116.0,,27980.0,32.0,,25.0,,,,40108.0,3763.0,11300.0,0.0,0.0,77215.0,8297.0,,297477.0,252423.0,1284.0,12668.0,38672.0,450.0,,1833.0,756.0,23349.0,5145.0,23218.0,3.0,24900.0,82578.0,66550.0,,,22.0,4078.0,20.0,16875.0,69000.0,1342682.0,17555.0,5053.0,160976.0,,127.0,423.0,568874.0,14252.0,47170.0,233517.0,375.0,40064.0,1369680.0,1905526.0,,1113000.0,773.0,28515.0,17000.0,20050.0,1965.0,4501.0,318600.0,,66987.0,74901.0,150760.0,696.0,5680.0,,,,33607.0,192257.0,44052.0,26615.0,,1907735.0,48126.0,,42400.0,222514.0,17332.0,1685.0,18962.0,49455.0,,465.0,89867.0,11895.0,0.0,57800.0,279736.0,4339.0,274900.0,,4638.0,74.0,12763.0,25.0,820170.0,19221.0,10.0,449379.0,5905.0,47.0,3946.0,169393.0,802.0,0.0,28476.0,,109096.0,,
1988,10744084.0,240865.0,65.0,1.0,0.0,48906.0,52.0,40.0,18950.0,2.0,17407.0,376578.0,,5378.0,0.0,718120.0,30946.0,759111.0,5.0,14050.0,7360.0,42.0,3732.0,,45031.0,21466.0,18400.0,7384.0,30.0,55048.0,53688.0,,10320.0,62711.0,134379.0,1345.0,184139.0,180084.0,192583.0,2163.0,22310.0,228000.0,10202.0,,5078.0,,59734.0,2309.0,2.0,,2.0,4582.0,51684.0,19471.0,32090.0,847.0,3389.0,721917.0,37.0,,12225.0,0.0,0.0,3430.0,,16944.0,85.0,230546.0,1040.0,41891.0,132286.0,,3116.0,80.0,,27200.0,32.0,,16.0,,,,56880.0,3812.0,8476.0,0.0,0.0,78155.0,8509.0,,247471.0,233421.0,1051.0,12940.0,37790.0,355.0,,1873.0,607.0,32415.0,5535.0,23332.0,2.0,26400.0,86027.0,70470.0,,,22.0,3547.0,20.0,8723.0,96000.0,1299143.0,17644.0,3380.0,152551.0,,127.0,447.0,558218.0,13129.0,49932.0,254676.0,375.0,34150.0,1308860.0,1944500.0,,1450000.0,944.0,28129.0,17000.0,19354.0,1965.0,4435.0,330200.0,,68800.0,73785.0,160859.0,696.0,5000.0,,,,34927.0,191900.0,44052.0,29360.0,,1946808.0,48354.0,,77154.0,214633.0,17974.0,1715.0,20885.0,43751.0,,414.0,93500.0,10898.0,0.0,45600.0,255813.0,4556.0,265566.0,,5207.0,76.0,12735.0,25.0,791151.0,17793.0,12.0,424895.0,6327.0,49.0,3655.0,173644.0,891.0,0.0,29821.0,,115168.0,,
1989,10679389.0,227251.0,69.0,1.0,0.0,47720.0,38.0,40.0,17250.0,2.0,13320.0,336874.0,,5543.0,0.0,643880.0,34153.0,767686.0,5.0,13757.0,7874.0,35.0,3379.0,,43936.0,19252.0,14260.0,8133.0,42.0,53045.0,45706.0,,7680.0,67461.0,142790.0,1731.0,292612.0,163715.0,191188.0,2219.0,17336.0,209200.0,10204.0,,5714.0,,55237.0,2206.0,2.0,,2.0,4762.0,41234.0,20172.0,33083.0,704.0,3339.0,698358.0,38.0,,11830.0,0.0,0.0,3150.0,,18082.0,93.0,201563.0,1085.0,44295.0,132711.0,,2108.0,96.0,,26855.0,23.0,,14.0,,,,47331.0,3942.0,5990.0,0.0,0.0,77183.0,8645.0,,214637.0,200880.0,1331.0,13975.0,37053.0,322.0,,1956.0,733.0,24797.0,4393.0,22840.0,3.0,26666.0,114035.0,68802.0,,,23.0,3518.0,20.0,14852.0,86000.0,1316074.0,16804.0,4976.0,152284.0,,132.0,470.0,532782.0,11938.0,52487.0,288593.0,120.0,34219.0,1219660.0,2003678.0,,1588000.0,1094.0,23488.0,17345.0,19651.0,1902.0,4141.0,342655.0,,67000.0,76391.0,202679.0,973.0,5000.0,,,,34098.0,167200.0,40049.0,28555.0,,2005884.0,42391.0,,47925.0,213728.0,17926.0,2167.0,16282.0,41168.0,,435.0,96515.0,10939.0,0.0,45965.0,265373.0,4458.0,267756.0,,5253.0,80.0,10795.0,26.0,758140.0,16884.0,14.0,442456.0,6838.0,36.0,2121.0,163002.0,681.0,0.0,32212.0,,113435.0,,
1990,10789273.0,207321.0,66.0,1.0,0.0,45601.0,41.0,50.0,10000.0,2.0,6421.0,382759.0,,5891.0,0.0,593950.0,33013.0,794127.0,5.0,16991.0,8906.0,42.0,2362.0,,40800.0,17870.0,16290.0,8123.0,51.0,49384.0,46407.0,,9030.0,60869.0,145130.0,1329.0,275714.0,159552.0,174725.0,2602.0,23023.0,183460.0,10365.0,,5930.0,,50422.0,2105.0,2.0,,2.0,4540.0,50068.0,20301.0,33888.0,542.0,3240.0,627981.0,37.0,,12234.0,0.0,0.0,2500.0,,18693.0,64.0,186463.0,1086.0,45787.0,154463.0,,2299.0,88.0,,26008.0,23.0,,14.0,,,,47290.0,4964.0,8507.0,0.0,0.0,78497.0,8794.0,,205239.0,188249.0,1183.0,12530.0,31696.0,360.0,,1901.0,684.0,20525.0,2445.0,17104.0,2.0,27512.0,109418.0,66774.0,,,4.0,3205.0,18.0,15203.0,87000.0,1310370.0,21094.0,5913.0,132434.0,,121.0,470.0,560133.0,9689.0,51737.0,313206.0,120.0,28784.0,1195520.0,2092824.0,,1503000.0,1092.0,30849.0,16446.0,20629.0,1760.0,2536.0,424987.0,,68700.0,71789.0,246050.0,981.0,5000.0,,,,31734.0,164400.0,33026.0,29548.0,,2094929.0,46917.0,,43600.0,210772.0,16307.0,2300.0,16507.0,40225.0,,420.0,92500.0,9931.0,0.0,49475.0,258591.0,4605.0,245666.0,,7986.0,101.0,11190.0,24.0,790113.0,15431.0,12.0,427727.0,7387.0,24.0,2887.0,163304.0,221.0,0.0,32405.0,,117696.0,,
1991,10789273.0,190212.0,68.0,1.0,0.0,48335.0,53.0,54.0,8877.0,0.0,6670.0,387626.0,,6325.0,0.0,571630.0,27608.0,731941.0,7.0,14398.0,8895.0,46.0,2425.0,,13900.0,17310.0,18510.0,8333.0,54.0,53346.0,44143.0,,10702.0,67493.0,191879.0,1401.0,225951.0,169162.0,161732.0,2216.0,23374.0,157000.0,10456.0,,5428.0,,58278.0,2205.0,,,3.0,4841.0,53299.0,20301.0,27840.0,406.0,3080.0,636964.0,36.0,,12244.0,0.0,0.0,2400.0,,16353.0,61.0,187588.0,1104.0,44963.0,154593.0,,2289.0,104.0,,27750.0,33.0,,11.0,,,,41884.0,5338.0,7020.0,0.0,0.0,80162.0,9562.0,,220922.0,206524.0,1475.0,12704.0,29269.0,385.0,,1863.0,643.0,21673.0,1133.0,19666.0,2.0,23235.0,125491.0,67475.0,,,7.0,2943.0,12.0,15274.0,121000.0,1223549.0,21517.0,7162.0,130427.0,,130.0,494.0,519683.0,8146.0,53160.0,310941.0,123.0,32351.0,1174280.0,2153910.0,,1224000.0,1140.0,33600.0,16355.0,22367.0,2026.0,3879.0,381507.0,0.0,70300.0,69640.0,206999.0,876.0,5005.0,,,,29880.0,167556.0,32026.0,30540.0,,2156114.0,47522.0,,89360.0,202710.0,16300.0,2236.0,22388.0,31057.0,,480.0,83500.0,8792.0,0.0,54175.0,292136.0,4072.0,224000.0,,8026.0,110.0,11950.0,21.0,791109.0,16190.0,14.0,439535.0,7980.0,19.0,2279.0,161435.0,281.0,0.0,32518.0,,120528.0,,
1992,,179929.0,59.0,1.0,0.0,46181.0,58.0,58.0,8000.0,0.0,9740.0,361384.0,,5995.0,0.0,617420.0,28202.0,713263.0,8.0,10645.0,8978.0,37.0,2446.0,41432.0,8100.0,17480.0,22400.0,20752.0,61.0,52094.0,44083.0,6146.0,10140.0,81587.0,222811.0,1904.0,229814.0,,154286.0,2280.0,24234.0,156000.0,11788.0,1354600.0,3518.0,9553.0,51559.0,2206.0,,22429.0,2.0,5561.0,51213.0,21774.0,15853.0,327.0,2727.0,606046.0,37.0,141900.0,12562.0,0.0,0.0,2146.0,21046.0,15979.0,56.0,183477.0,970.0,44017.0,134808.0,,2284.0,94.0,848300.0,30485.0,45.0,,11.0,15112.0,154372.0,8611800.0,46741.0,5123.0,6155.0,0.0,0.0,82347.0,9409.0,,229699.0,219054.0,1527.0,15707.0,29049.0,428.0,,2026.0,543.0,20759.0,3581.0,20258.0,3.0,23237.0,114911.0,65220.0,6986.0,,5.0,2942.0,10.0,11929.0,89000.0,1250389.0,20048.0,8769.0,104380.0,59500.0,123.0,470.0,499288.0,8802.0,56066.0,323487.0,128.0,34833.0,1132280.0,2019001.0,14477.0,1723000.0,1369.0,36220.0,16285.0,21665.0,2375.0,2919.0,396056.0,0.0,68600.0,62985.0,237968.0,871.0,4890.0,,,,35834.0,161230.0,31024.0,32840.0,62571.0,2021207.0,44672.0,75757.0,69806.0,197085.0,15300.0,2124.0,18837.0,44712.0,60420.0,510.0,82000.0,7736.0,0.0,48692.0,289929.0,4509.0,203000.0,16900.0,7908.0,136.0,12413.0,18.0,794410.0,15137.0,15.0,444742.0,8565.0,20.0,3665.0,172335.0,629.0,0.0,32528.0,18123.0,109624.0,,1367250.0
1993,,162826.0,57.0,1.0,1.0,50955.0,56.0,58.0,23296.0,0.0,8820.0,405681.0,,6018.0,0.0,607400.0,28127.0,734270.0,7.0,12342.0,8813.0,48.0,2654.0,40346.0,5000.0,16457.0,17440.0,29523.0,57.0,55408.0,43294.0,6338.0,10770.0,82782.0,193257.0,1493.0,358604.0,,130819.0,2302.0,23786.0,175000.0,11742.0,1271050.0,2814.0,7971.0,41000.0,2204.0,,22500.0,3.0,4960.0,35126.0,21752.0,12869.0,308.0,2603.0,591980.0,37.0,107370.0,12389.0,0.0,1499.0,1850.0,18426.0,15089.0,48.0,148000.0,1062.0,37766.0,132817.0,82871.0,2098.0,108.0,830000.0,31310.0,49.0,,6.0,14210.0,161650.0,8355000.0,42976.0,4539.0,6921.0,0.0,0.0,83550.0,10202.0,8658.0,186189.0,173848.0,1053.0,17057.0,30647.0,389.0,159555.0,2000.0,561.0,22770.0,5340.0,19631.0,3.0,26034.0,113937.0,66095.0,6750.0,,6.0,3665.0,7.0,16750.0,76000.0,1265424.0,26018.0,5998.0,,65700.0,122.0,470.0,399735.0,6896.0,58667.0,331731.0,128.0,35648.0,1094740.0,1980111.0,15440.0,1425000.0,1551.0,34700.0,16240.0,18888.0,2625.0,4281.0,386743.0,0.0,67300.0,60116.0,156511.0,930.0,4000.0,,,58704.0,35102.0,160379.0,30023.0,34990.0,65613.0,1982315.0,46922.0,77973.0,90127.0,226868.0,15500.0,2106.0,14337.0,50712.0,53910.0,540.0,79500.0,6663.0,0.0,49555.0,264389.0,7279.0,182000.0,17940.0,7443.0,150.0,13368.0,15.0,803698.0,16863.0,16.0,490790.0,8872.0,20.0,6039.0,,751.0,0.0,32545.0,24513.0,104823.0,,1417805.0
1994,,175491.0,65.0,1.0,1.0,49169.0,73.0,65.0,13206.0,0.0,8513.0,384199.0,,5788.0,0.0,615260.0,24241.0,731582.0,7.0,11740.0,8578.0,48.0,2744.0,36760.0,1300.0,15304.0,13200.0,16350.0,54.0,57788.0,40926.0,5790.0,10701.0,72437.0,180234.0,1505.0,313743.0,,132444.0,2413.0,26043.0,175000.0,11826.0,1406050.0,2856.0,7168.0,39500.0,2404.0,,34500.0,3.0,5555.0,37718.0,21922.0,7662.0,245.0,2458.0,566100.0,38.0,82070.0,12439.0,0.0,1794.0,2252.0,17510.0,15747.0,44.0,150000.0,1084.0,41169.0,137811.0,58212.0,40107.0,87.0,934200.0,29944.0,49.0,,2.0,14110.0,200550.0,8957400.0,34726.0,6794.0,7176.0,0.0,0.0,76400.0,10294.0,8207.0,227024.0,215284.0,893.0,15315.0,28837.0,502.0,196284.0,1993.0,582.0,17567.0,4589.0,19574.0,4.0,29764.0,117202.0,66840.0,6392.0,,12.0,4156.0,7.0,17939.0,70000.0,1256337.0,24384.0,7941.0,,57500.0,143.0,541.0,369772.0,7046.0,54269.0,341816.0,158.0,38577.0,1001720.0,2090174.0,15541.0,1447000.0,1601.0,35800.0,15390.0,16731.0,2495.0,2043.0,304819.0,0.0,69300.0,53847.0,142151.0,842.0,4700.0,,,219644.0,33814.0,137705.0,31023.0,34985.0,49114.0,2092578.0,45284.0,79249.0,85362.0,144427.0,15700.0,1916.0,20731.0,49035.0,39630.0,555.0,71049.0,6730.0,0.0,68890.0,245981.0,6599.0,226400.0,19000.0,12107.0,82.0,13920.0,12.0,774488.0,16024.0,16.0,491979.0,9314.0,21.0,5540.0,,727.0,0.0,33949.0,22285.0,102549.0,,1331200.0
1995,,202294.0,73.0,1.0,1.0,50981.0,54.0,73.0,13403.0,1.0,7810.0,342244.0,,5421.0,0.0,705200.0,21510.0,753731.0,7.0,10375.0,8497.0,50.0,2708.0,33225.0,960.0,15053.0,13528.0,12390.0,60.0,61039.0,42046.0,5613.0,9834.0,51732.0,178274.0,1794.0,325182.0,,126130.0,2405.0,24988.0,178000.0,12070.0,776010.0,3316.0,9395.0,39000.0,1805.0,,7225.0,3.0,5852.0,43105.0,22299.0,9050.0,321.0,2442.0,574017.0,42.0,82300.0,13002.0,0.0,1764.0,2349.0,19575.0,17738.0,72.0,152000.0,1078.0,41925.0,139811.0,52548.0,51100.0,84.0,830300.0,26072.0,58.0,,2.0,12310.0,210100.0,8716200.0,60115.0,6647.0,6473.0,0.0,0.0,78899.0,10204.0,8289.0,242203.0,231828.0,1124.0,18501.0,30001.0,469.0,217777.0,1998.0,748.0,22408.0,4903.0,18733.0,2.0,28455.0,117771.0,55630.0,6406.0,,25.0,4492.0,7.0,16155.0,76000.0,1310263.0,23132.0,6938.0,,63300.0,172.0,588.0,397791.0,7347.0,57043.0,317976.0,165.0,40664.0,1061034.0,2102980.0,14141.0,1539000.0,1325.0,33429.0,13495.0,17601.0,3105.0,3561.0,293747.0,1.0,70300.0,54714.0,168086.0,872.0,4400.0,,,211510.0,35968.0,133837.0,31025.0,35650.0,34746.0,2104785.0,44934.0,87227.0,94620.0,208789.0,14600.0,1869.0,23224.0,54644.0,29877.0,540.0,77141.0,5851.0,0.0,42235.0,214733.0,6773.0,239400.0,19100.0,10090.0,83.0,15380.0,9.0,801899.0,17164.0,6.0,486110.0,9891.0,36.0,5497.0,,782.0,0.0,34245.0,23258.0,80473.0,,1258000.0
1996,,202806.0,85.0,1.0,1.0,52401.0,52.0,55.0,14513.0,2.0,7616.0,361650.0,,5894.0,0.0,670080.0,19605.0,755239.0,6.0,11481.0,8213.0,46.0,2888.0,39480.0,550.0,15466.0,14018.0,9553.0,54.0,60973.0,40876.0,4140.0,10980.0,51655.0,134863.0,1728.0,349824.0,,115448.0,3031.0,24484.0,186000.0,10970.0,769010.0,4517.0,12329.0,40000.0,2006.0,,21646.0,4.0,5742.0,44431.0,22500.0,12842.0,296.0,2400.0,597002.0,43.0,92300.0,14474.0,1.0,1532.0,1707.0,17660.0,22308.0,40.0,163000.0,1490.0,41804.0,137805.0,59666.0,2077.0,60.0,792000.0,23752.0,51.0,,1.0,15510.0,234850.0,8376300.0,43522.0,7842.0,6103.0,0.0,0.0,82211.0,10563.0,9275.0,240629.0,229147.0,1058.0,18161.0,29677.0,534.0,205906.0,2148.0,760.0,21691.0,3440.0,19091.0,1.0,31667.0,105350.0,54959.0,5935.0,,23.0,4460.0,8.0,14955.0,102000.0,1317408.0,26775.0,8298.0,,65700.0,163.0,611.0,402709.0,5830.0,64647.0,326223.0,173.0,45986.0,1054579.0,2239701.0,12457.0,1501000.0,1451.0,31875.0,15835.0,17632.0,4013.0,3647.0,275593.0,1.0,62600.0,54518.0,120466.0,942.0,4650.0,,,197475.0,30976.0,124557.0,33027.0,36095.0,37104.0,2241707.0,47308.0,80636.0,98122.0,177833.0,14900.0,2024.0,20564.0,58424.0,22545.0,465.0,79254.0,5893.0,1.0,42580.0,266468.0,7376.0,252400.0,15630.0,11415.0,84.0,16573.0,8.0,841796.0,18301.0,7.0,504882.0,10511.0,32.0,3679.0,,673.0,0.0,34440.0,17459.0,85230.0,,1147200.0
1997,,237606.0,73.0,1.0,1.0,49404.0,47.0,49.0,11898.0,2.0,6921.0,325354.0,,5601.0,0.0,654410.0,15130.0,746377.0,5.0,8973.0,9352.0,33.0,2483.0,31389.0,400.0,28885.0,15427.0,8383.0,21.0,62594.0,40031.0,4731.0,10142.0,55399.0,174937.0,1528.0,198139.0,,139967.0,2860.0,26030.0,190000.0,10688.0,640210.0,4489.0,20537.0,31500.0,1805.0,,14040.0,3.0,5533.0,53983.0,22661.0,20442.0,234.0,2559.0,624950.0,42.0,89550.0,15034.0,0.0,1511.0,1993.0,17330.0,17403.0,40.0,163000.0,1069.0,43429.0,137808.0,62587.0,2097.0,59.0,799500.0,23736.0,51.0,,1.0,15510.0,226300.0,7008300.0,39428.0,7255.0,5761.0,0.0,0.0,76676.0,19766.0,11706.0,222889.0,213916.0,1039.0,17410.0,30511.0,455.0,178573.0,2151.0,928.0,17415.0,2250.0,20252.0,1.0,34180.0,125473.0,57190.0,5793.0,,25.0,4634.0,8.0,13802.0,97000.0,1292787.0,30830.0,9815.0,,72000.0,147.0,635.0,391129.0,6676.0,67862.0,321039.0,188.0,39422.0,1009319.0,2155622.0,12675.0,1443000.0,1402.0,35309.0,20080.0,19218.0,3422.0,2185.0,286712.0,1.0,62600.0,47084.0,124586.0,478.0,4625.0,,,191098.0,30540.0,125717.0,38026.0,36905.0,27826.0,2157427.0,49579.0,80571.0,97082.0,210757.0,14000.0,1444.0,15992.0,44307.0,22632.0,495.0,79100.0,6096.0,1.0,45192.0,251344.0,5761.0,234700.0,11440.0,9632.0,60.0,16243.0,6.0,847798.0,19562.0,12.0,477060.0,11176.0,72.0,3915.0,,566.0,0.0,34476.0,21499.0,87284.0,,1081400.0
1998,,197527.0,84.0,1.0,1.0,53360.0,54.0,64.0,12535.0,1.0,6952.0,355577.0,,5065.0,0.0,616660.0,17934.0,783422.0,5.0,9538.0,8485.0,30.0,3040.0,31421.0,300.0,26002.0,15378.0,7357.0,20.0,62108.0,38181.0,5238.0,11340.0,67012.0,169542.0,1539.0,177130.0,,111055.0,3138.0,25884.0,190000.0,12600.0,271129.0,4840.0,20263.0,29000.0,1605.0,,11450.0,3.0,5773.0,30604.0,22684.0,24186.0,253.0,2279.0,609953.0,40.0,71212.0,15437.0,0.0,864.0,2987.0,12230.0,17569.0,37.0,152910.0,1164.0,45755.0,115061.0,61590.0,2110.0,56.0,734000.0,20694.0,12.0,,1.0,14360.0,205085.0,6637100.0,42700.0,7214.0,5173.0,0.0,0.0,71681.0,20980.0,11299.0,181055.0,171518.0,927.0,17317.0,26367.0,485.0,208563.0,1928.0,815.0,20120.0,3603.0,16275.0,1.0,30933.0,122386.0,38515.0,5814.0,,28.0,5067.0,7.0,10421.0,102000.0,1277391.0,30478.0,10898.0,,61000.0,177.0,635.0,367559.0,6104.0,70621.0,310525.0,120.0,50307.0,979194.0,2247913.0,13218.0,1443000.0,1714.0,21179.0,23770.0,18089.0,2970.0,3084.0,218929.0,1.0,60500.0,52844.0,125086.0,813.0,4540.0,,,162250.0,39114.0,133002.0,34024.0,35890.0,17825.0,2249518.0,48998.0,72887.0,79446.0,182594.0,14000.0,1040.0,10518.0,49387.0,27610.0,507.0,73715.0,6167.0,1.0,40168.0,267852.0,6410.0,221000.0,10230.0,9826.0,54.0,17295.0,5.0,825989.0,19978.0,5.0,475829.0,11891.0,87.0,4149.0,,650.0,0.0,34533.0,19682.0,81242.0,,839100.0
1999,,210871.0,98.0,1.0,1.0,51088.0,62.0,69.0,12457.0,2.0,7052.0,365813.0,,4900.0,0.0,667900.0,18722.0,716339.0,5.0,8434.0,7755.0,26.0,2764.0,31167.0,200.0,24907.0,15709.0,6352.0,30.0,61399.0,37391.0,5824.0,10620.0,59044.0,145291.0,1562.0,145787.0,,95743.0,3740.0,25808.0,183200.0,12608.0,275308.0,6230.0,19523.0,31000.0,1474.0,,10405.0,3.0,5807.0,33097.0,22589.0,27966.0,174.0,1318.0,582979.0,40.0,59946.0,16438.0,0.0,1096.0,2870.0,11750.0,17457.0,43.0,146670.0,820.0,47840.0,82797.0,63976.0,52120.0,57.0,730800.0,14090.0,13.0,,2.0,18500.0,201700.0,5852200.0,48835.0,6897.0,8289.0,0.0,0.0,72868.0,21153.0,10627.0,217400.0,208966.0,829.0,16944.0,26701.0,455.0,192856.0,1179.0,980.0,19413.0,3387.0,16151.0,0.0,31194.0,120551.0,42854.0,5856.0,,62.0,5267.0,5.0,13949.0,105000.0,1276425.0,27709.0,5226.0,,65703.0,230.0,635.0,367707.0,5386.0,67858.0,311428.0,231.0,53592.0,1011474.0,2241266.0,12400.0,1500000.0,1978.0,25076.0,70490.0,18130.0,3172.0,2831.0,214990.0,1.0,57700.0,50207.0,158652.0,825.0,4462.0,,,143793.0,32100.0,131360.0,30024.0,36870.0,16890.0,2242740.0,44054.0,69585.0,62029.0,192234.0,13300.0,598.0,12831.0,47177.0,23412.0,480.0,69459.0,6161.0,1.0,43152.0,283342.0,6894.0,216000.0,19051.0,10805.0,54.0,18293.0,3.0,825997.0,19144.0,1.0,475977.0,13066.0,84.0,2532.0,,633.0,0.0,34592.0,18594.0,78077.0,,869200.0
2000,,219306.0,89.0,1.0,1.0,56497.0,32.0,77.0,12508.0,2.0,6605.0,359538.0,,5485.0,0.0,647400.0,18690.0,717874.0,5.0,7640.0,7273.0,29.0,2333.0,31218.0,300.0,,17237.0,8337.0,35.0,61067.0,36568.0,3215.0,10104.0,65772.0,111076.0,1565.0,145817.0,,116440.0,4370.0,26620.0,172300.0,11400.0,265406.0,6959.0,18721.0,28500.0,1366.0,,10405.0,3.0,5842.0,29356.0,24298.0,27930.0,130.0,2122.0,592991.0,40.0,66707.0,15945.0,0.0,1242.0,3361.0,10837.0,17585.0,58.0,160566.0,666.0,48183.0,67829.0,61038.0,2120.0,62.0,776100.0,10570.0,21.0,,1.0,20401.0,182060.0,5830000.0,36284.0,8431.0,8235.0,0.0,0.0,74681.0,21103.0,9873.0,243625.0,235986.0,1193.0,17290.0,26509.0,400.0,210997.0,1452.0,877.0,18690.0,1057.0,17231.0,1.0,29203.0,130793.0,36564.0,5889.0,,57.0,5542.0,4.0,15697.0,102000.0,1275797.0,34438.0,7564.0,,53738.0,224.0,517.0,404585.0,6846.0,67059.0,280738.0,238.0,53870.0,949991.0,2121592.0,12200.0,1485710.0,2005.0,27880.0,29220.0,18175.0,3221.0,3443.0,232971.0,1.0,46101.0,49732.0,173312.0,851.0,4650.0,26530.0,0.0,150617.0,31553.0,131307.0,30025.0,37745.0,17565.0,2122958.0,53131.0,73740.0,94508.0,183704.0,13600.0,959.0,18839.0,35143.0,21232.0,495.0,68243.0,7300.0,1.0,40868.0,303287.0,5711.0,206000.0,30859.0,13722.0,71.0,18275.0,3.0,825811.0,20333.0,1.0,473187.0,13612.0,106.0,2027.0,,623.0,0.0,34652.0,16967.0,82095.0,,959400.0
2001,,235154.0,95.0,1.0,1.0,55572.0,28.0,82.0,13403.0,2.0,6465.0,347650.0,,4570.0,0.0,732900.0,18507.0,734381.0,4.0,6440.0,7552.0,25.0,2738.0,33264.0,300.0,,19291.0,6594.0,36.0,60296.0,36860.0,4379.0,9270.0,87118.0,130195.0,2040.0,99308.0,,130840.0,4232.0,33540.0,161300.0,12200.0,267110.0,6655.0,19016.0,25500.0,1256.0,,12995.0,3.0,5876.0,50017.0,24362.0,27927.0,115.0,2875.0,556039.0,43.0,62648.0,17781.0,0.0,1318.0,3580.0,16070.0,18363.0,44.0,166199.0,1042.0,49930.0,70692.0,57743.0,1228.0,67.0,734700.0,23130.0,39.0,,1.0,18229.0,172662.0,5566600.0,33432.0,7730.0,7165.0,0.0,0.0,74351.0,21687.0,10375.0,255011.0,248571.0,1285.0,17106.0,25205.0,489.0,176513.0,1343.0,899.0,14209.0,1999.0,15609.0,1.0,35764.0,128792.0,37058.0,5740.0,,53.0,5490.0,4.0,20948.0,95000.0,1216360.0,29085.0,7683.0,,40501.0,231.0,541.0,393689.0,6375.0,66257.0,293028.0,245.0,55887.0,988197.0,2286089.0,11800.0,1398674.0,1549.0,29845.0,34164.0,18443.0,3071.0,2488.0,240366.0,1.0,49728.0,47909.0,186961.0,801.0,4712.0,25730.0,0.0,149795.0,33375.0,130293.0,31026.0,38730.0,25260.0,2287345.0,54761.0,72838.0,117759.0,173535.0,13900.0,1299.0,15135.0,37161.0,19652.0,504.0,66013.0,7287.0,1.0,42088.0,297128.0,5022.0,186000.0,26726.0,13063.0,56.0,20448.0,2.0,816722.0,20476.0,1.0,463834.0,14932.0,126.0,2142.0,,551.0,0.0,34787.0,22558.0,95316.0,,970200.0
