,Costa Rica,Guinea,India,Bolivia (Plurinational State of),Peru,Malaysia,Cameroon,Congo,Gabon,Dominican Republic,Ecuador,Central African Republic,Mexico,Thailand,China,Indonesia,Côte d'Ivoire,Colombia,Brunei Darussalam,Viet Nam,Papua New Guinea,Philippines,Guinea-Bissau,Liberia,Democratic Republic of the Congo,Bangladesh,Singapore,Guatemala,Brazil,Ghana,Melanesia,"China, mainland",Sri Lanka,Nigeria,Myanmar,Cambodia,Timor-Leste
1988,-1.0,-1.0,235200.0,7000.0,-1.0,1661600.0,33200.0,2000.0,1500.0,-1.0,1058.0,1000.0,20438.0,1159000.0,240000.0,1173298.0,60957.0,-1.0,188.0,49700.0,4921.0,51600.0,-1.0,108400.0,14960.0,-1.0,-1.0,14660.0,32916.0,1500.0,4921.0,240000.0,122393.0,80500.0,14885.0,26500.0,-1.0
1989,-1.0,-1.0,259200.0,7900.0,-1.0,1415300.0,35900.0,2000.0,1900.0,-1.0,1267.0,1000.0,21943.0,1311000.0,242766.0,1209037.0,66960.0,-1.0,185.0,50600.0,5052.0,56700.0,-1.0,106000.0,14790.0,-1.0,-1.0,15500.0,30657.0,2900.0,5052.0,242766.0,110968.0,132000.0,14377.0,28000.0,-1.0
1990,0.0,1500.0,297300.0,7500.0,0.0,1291500.0,37222.0,1973.0,2000.0,40.0,1715.0,987.0,22574.0,1418000.0,264248.0,1275295.0,74034.0,0.0,180.0,57939.0,3223.0,61179.0,0.0,40000.0,12790.0,1300.0,0.0,18080.0,24284.0,3600.0,3223.0,264248.0,113096.0,147000.0,14805.0,32000.0,0.0
1991,0.0,1291.0,329600.0,8400.0,0.0,1257200.0,41000.0,1800.0,1910.0,41.0,1250.0,1089.0,21362.0,1505000.0,296353.0,1328172.0,71482.0,0.0,182.0,64563.0,2772.0,59633.0,0.0,19000.0,11157.0,1100.0,0.0,18488.0,48374.0,5800.0,2772.0,296353.0,103854.0,155000.0,14534.0,33000.0,0.0
1992,0.0,1457.0,366700.0,8900.0,0.0,1173200.0,43000.0,1700.0,2088.0,43.0,1574.0,1107.0,22706.0,1712000.0,309348.0,1398448.0,72053.0,0.0,175.0,67000.0,3867.0,56931.0,0.0,32000.0,9738.0,1500.0,0.0,21536.0,32897.0,7200.0,3867.0,309348.0,106149.0,129000.0,15134.0,36000.0,0.0
1993,-1.0,1582.0,367000.0,9200.0,-1.0,1074300.0,49700.0,1500.0,2913.0,42.0,1702.0,1125.0,28334.0,1811000.0,326062.0,1475438.0,71678.0,-1.0,170.0,96880.0,4848.0,57638.0,-1.0,45000.0,8497.0,1300.0,-1.0,24100.0,40663.0,7000.0,4848.0,326062.0,104200.0,130000.0,15531.0,36000.0,-1.0
1994,-1.0,1550.0,394000.0,9500.0,-1.0,1100600.0,48887.0,1446.0,4044.0,42.0,1845.0,1143.0,31527.0,1988000.0,374002.0,1464499.0,71601.0,-1.0,167.0,128771.0,5023.0,59014.0,-1.0,10000.0,7414.0,2200.0,-1.0,25820.0,45197.0,9000.0,5023.0,374002.0,105301.0,105000.0,16215.0,37000.0,-1.0
1995,-1.0,1850.0,472000.0,10000.0,-1.0,1088900.0,54726.0,1371.0,4879.0,43.0,2000.0,1162.0,18214.0,2061000.0,424025.0,1532143.0,64251.0,-1.0,150.0,124700.0,6510.0,59934.0,-1.0,13000.0,6450.0,3000.0,-1.0,27789.0,44355.0,9500.0,6510.0,424025.0,106717.0,125000.0,27487.0,35429.0,-1.0
1996,-1.0,2560.0,507000.0,10500.0,-1.0,1082400.0,55968.0,1300.0,7202.0,43.0,4556.0,1180.0,19716.0,2120944.0,402450.0,1574026.0,89655.0,-1.0,169.0,142500.0,7139.0,63590.0,-1.0,30000.0,5611.0,3000.0,-1.0,33930.0,53437.0,8700.0,7139.0,402450.0,112490.0,130000.0,25800.0,40000.0,-1.0
1997,-1.0,4300.0,550000.0,10700.0,-1.0,971100.0,57633.0,1284.0,10098.0,46.0,4000.0,1198.0,22406.0,2168720.0,451970.0,1548609.0,107985.0,-1.0,180.0,186500.0,4586.0,73032.0,-1.0,67200.0,5274.0,3000.0,-1.0,34578.0,58400.0,10700.0,4586.0,451970.0,105783.0,120000.0,25961.0,37750.0,-1.0
1998,-1.0,4950.0,605000.0,10691.0,-1.0,885700.0,53083.0,1249.0,10800.0,44.0,2279.0,1216.0,22000.0,2162411.0,462344.0,1564324.0,105363.0,-1.0,186.0,193500.0,7000.0,73508.0,-1.0,75000.0,4957.0,3000.0,-1.0,35866.0,66000.0,10600.0,7000.0,462344.0,95710.0,118277.0,27054.0,40820.0,-1.0
1999,-1.0,6000.0,622000.0,11059.0,-1.0,768900.0,58387.0,1200.0,10205.0,44.0,2278.0,1235.0,22817.0,2198540.0,489991.0,1604358.0,118860.0,-1.0,195.0,248700.0,4400.0,70810.0,-1.0,100000.0,5000.0,3000.0,-1.0,36954.0,70000.0,10100.0,4400.0,489991.0,96590.0,107000.0,22939.0,45204.0,-1.0
2000,-1.0,7000.0,630000.0,11444.0,-1.0,928000.0,58027.0,1244.0,11000.0,48.0,4218.0,1253.0,23007.0,2278653.0,481571.0,1501430.0,123398.0,-1.0,200.0,290800.0,4400.0,71382.0,-1.0,105000.0,4699.0,2300.0,-1.0,43137.0,87800.0,8700.0,4400.0,481571.0,87640.0,107000.0,26598.0,42370.0,-1.0
2001,-1.0,8000.0,631000.0,11500.0,-1.0,882000.0,52867.0,1274.0,10832.0,45.0,4012.0,1271.0,22500.0,2522508.0,477437.0,1607460.0,127923.0,-1.0,210.0,312600.0,4100.0,87134.0,-1.0,107000.0,4216.0,5700.0,-1.0,47450.0,88100.0,8500.0,4100.0,477437.0,86230.0,108000.0,35662.0,38653.0,-1.0
2002,-1.0,8500.0,649435.0,11747.0,-1.0,890000.0,52000.0,1350.0,11123.0,50.0,8500.0,1290.0,24804.0,2633124.0,527413.0,1630360.0,135540.0,-1.0,219.0,298200.0,4200.0,88345.0,-1.0,109000.0,3783.0,5200.0,-1.0,49823.0,95900.0,8800.0,4200.0,527413.0,90520.0,112000.0,36823.0,32704.0,-1.0
2003,-1.0,10000.0,711650.0,12000.0,-1.0,985600.0,45892.0,1414.0,10807.0,46.0,8938.0,1308.0,26986.0,2860093.0,565045.0,1792350.0,124502.0,-1.0,229.0,363500.0,4100.0,90413.0,-1.0,107000.0,3541.0,5200.0,-1.0,49823.0,93790.0,9200.0,4100.0,565045.0,92010.0,142000.0,39100.0,32489.0,-1.0
2004,-1.0,9000.0,749665.0,11670.0,-1.0,1168700.0,54523.0,1505.0,10500.0,62.0,12500.0,1326.0,27254.0,3006720.0,574739.0,2065820.0,136776.0,-1.0,250.0,419000.0,4600.0,102727.0,-1.0,114500.0,4967.0,5300.0,-1.0,50000.0,98813.0,9300.0,4600.0,574739.0,94700.0,142000.0,39200.0,26056.0,-1.0
2005,-1.0,10000.0,802625.0,11500.0,-1.0,1126000.0,58689.0,1599.0,12500.0,12.0,13500.0,1344.0,24756.0,2979722.0,513618.0,2270891.0,170089.0,-1.0,250.0,481600.0,5400.0,104160.0,-1.0,111000.0,9762.0,5200.0,-1.0,160000.0,103708.0,10000.0,5400.0,513618.0,104350.0,136416.0,51500.0,20329.0,-1.0
2006,-1.0,10500.0,852895.0,11800.0,-1.0,1283600.0,61736.0,1703.0,15000.0,13.0,13600.0,1361.0,24145.0,3070520.0,537982.0,2637231.0,178257.0,-1.0,220.0,555400.0,5500.0,116013.0,-1.0,93500.0,5721.0,5300.0,-1.0,180000.0,105434.0,10500.0,5500.0,537982.0,109140.0,142500.0,63200.0,21389.0,-1.0
2007,-1.0,13500.0,825345.0,12000.0,-1.0,1199600.0,46807.0,1800.0,16000.0,53.0,14000.0,961.0,27709.0,3024207.0,588380.0,2755172.0,188532.0,-1.0,218.0,605800.0,7200.0,133344.0,-1.0,120800.0,11787.0,5400.0,-1.0,200000.0,111407.0,11000.0,7200.0,588380.0,117550.0,143000.0,72000.0,17923.0,-1.0
2008,-1.0,13900.0,864500.0,13223.0,-1.0,1072400.0,53477.0,1850.0,21000.0,57.0,15000.0,1392.0,29112.0,3166910.0,547861.0,2751286.0,203000.0,-1.0,241.0,660000.0,7900.0,135645.0,-1.0,84800.0,11326.0,5500.0,-1.0,220000.0,120905.0,16550.0,7900.0,547861.0,129240.0,138014.0,87200.0,31676.0,-1.0
2009,-1.0,13600.0,831400.0,14026.0,-1.0,857019.0,52321.0,1900.0,17000.0,221.0,15400.0,1427.0,31794.0,3090280.0,618866.0,2440347.0,209524.0,-1.0,244.0,711300.0,7500.0,129017.0,-1.0,59500.0,11326.0,5700.0,-1.0,250000.0,126973.0,19134.0,7500.0,618866.0,136000.0,145000.0,93290.0,37380.0,-1.0
2010,-1.0,14000.0,862000.0,14688.0,-1.0,939241.0,54864.0,1950.0,20000.0,66.0,15936.0,1450.0,32097.0,3051781.0,690812.0,2734900.0,235048.0,-1.0,248.0,751700.0,7034.0,130430.0,-1.0,62100.0,11428.0,5814.0,-1.0,283277.0,133981.0,20150.0,7034.0,690812.0,152990.0,144718.0,112079.0,41849.0,-1.0
2011,-1.0,14474.0,800000.0,15375.0,-1.0,996210.0,56090.0,2100.0,21000.0,65.0,18257.0,1450.0,38243.0,3348897.0,750852.0,2990200.0,238717.0,-1.0,252.0,789635.0,6960.0,140500.0,-1.0,62859.0,11604.0,5967.0,-1.0,314240.0,164498.0,20185.0,6960.0,750852.0,158198.0,144404.0,149627.0,25028.0,-1.0
2012,-1.0,15304.0,900000.0,18000.0,-1.0,922798.0,55825.0,2192.0,22015.0,64.0,17598.0,1462.0,47639.0,4139403.0,802255.0,3012254.0,256613.0,-1.0,256.0,877111.0,7016.0,110750.0,-1.0,78372.0,11710.0,6045.0,-1.0,347193.0,177088.0,20200.0,7016.0,802255.0,150600.0,147171.0,161800.0,22218.0,-1.0
2013,-1.0,15389.0,900000.0,16671.0,-1.0,826421.0,55605.0,2219.0,22691.0,32.0,18249.0,1494.0,51397.0,4305069.0,864806.0,3107544.0,289563.0,-1.0,259.0,946865.0,7131.0,444818.0,-1.0,74750.0,11701.0,6047.0,-1.0,356392.0,185725.0,21440.0,7131.0,864806.0,130421.0,149052.0,174100.0,20099.0,-1.0
2014,-1.0,15897.0,940000.0,15782.0,-1.0,668613.0,55769.0,2305.0,23161.0,65.0,18901.0,1509.0,73720.0,4546260.0,840171.0,3153100.0,312029.0,-1.0,263.0,961104.0,7292.0,453052.0,-1.0,75371.0,11714.0,5928.0,-1.0,370440.0,192389.0,22427.0,7292.0,840171.0,113112.0,151104.0,194900.0,18447.0,-1.0
