,Cuba,Jamaica,Vanuatu,France,Israel,Fiji,Australia,Venezuela (Bolivarian Republic of),Madagascar,Pakistan,French Guiana,United Republic of Tanzania,Philippines,Samoa,Saint Kitts and Nevis,Kiribati,Ethiopia,Kenya,Guyana,Costa Rica,Bangladesh,Senegal,Wallis and Futuna Islands,Zambia,Australia & New Zealand,Papua New Guinea,Suriname,Niue,China,Burkina Faso,Mozambique,Armenia,Sudan (former),Morocco,Jordan,Saint Lucia,Colombia,Spain,Malawi,India,Algeria,"China, Taiwan Province of",Ecuador,Réunion,Indonesia,Seychelles,Antigua and Barbuda,Tuvalu,South Sudan,Egypt,Melanesia,Malaysia,Paraguay,Mexico,Yemen,Haiti,Timor-Leste,Tunisia,Polynesia,Micronesia,Zimbabwe,Barbados,Turkey,Dominican Republic,Bahamas,Tonga,Iran (Islamic Republic of),Peru,Thailand,Guinea,"China, mainland",French Polynesia,Guadeloupe,Cyprus,United Arab Emirates,Côte d'Ivoire,Rwanda,New Zealand,Myanmar,Brazil,Liberia,Nauru
1971,4000.0,-1.0,60.0,,-1.0,100.0,-1.0,-1.0,22000.0,12380.0,-1.0,12000.0,174000.0,2780.0,-1.0,42.0,,250.0,245.0,-1.0,17400.0,-1.0,-1.0,7500.0,274.0,55.0,-1.0,200.0,128260.0,-1.0,2800.0,,-1.0,77.0,-1.0,-1.0,-1.0,640.0,-1.0,260000.0,,8260.0,,-1.0,124000.0,20.0,-1.0,-1.0,,-1.0,215.0,-1.0,-1.0,14159.0,,-1.0,2200.0,-1.0,3100.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,120.0,,11317.0,84000.0,-1.0,120000.0,,-1.0,,,1900.0,-1.0,274.0,-1.0,-1.0,390.0,-1.0
1972,4000.0,-1.0,65.0,,-1.0,100.0,-1.0,-1.0,22000.0,16900.0,-1.0,12000.0,173000.0,2800.0,-1.0,43.0,,250.0,245.0,-1.0,17721.0,-1.0,-1.0,7500.0,300.0,60.0,-1.0,130.0,118050.0,-1.0,2800.0,,-1.0,77.0,-1.0,-1.0,-1.0,597.0,-1.0,255000.0,,8050.0,,-1.0,125000.0,20.0,-1.0,-1.0,,-1.0,225.0,-1.0,-1.0,14453.0,,-1.0,2200.0,-1.0,3060.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,130.0,,10497.0,105000.0,-1.0,110000.0,,-1.0,,,2000.0,-1.0,300.0,-1.0,-1.0,400.0,-1.0
1973,4000.0,-1.0,70.0,,-1.0,54.0,-1.0,-1.0,22000.0,16800.0,-1.0,12000.0,172000.0,2800.0,-1.0,44.0,,250.0,245.0,-1.0,18177.0,-1.0,-1.0,7500.0,221.0,65.0,-1.0,130.0,108350.0,-1.0,2800.0,,-1.0,77.0,-1.0,-1.0,-1.0,678.0,-1.0,270000.0,,8350.0,,-1.0,126000.0,20.0,-1.0,-1.0,,-1.0,189.0,-1.0,-1.0,15390.0,,-1.0,2300.0,-1.0,3070.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,140.0,,10679.0,117600.0,-1.0,100000.0,,-1.0,,,2500.0,-1.0,221.0,-1.0,-1.0,400.0,-1.0
1974,4000.0,-1.0,75.0,,-1.0,74.0,-1.0,-1.0,22138.0,17600.0,-1.0,13000.0,181000.0,2800.0,-1.0,45.0,,250.0,245.0,-1.0,18104.0,-1.0,-1.0,7500.0,257.0,70.0,-1.0,180.0,135500.0,-1.0,2800.0,,-1.0,77.0,-1.0,-1.0,-1.0,695.0,-1.0,270000.0,,10500.0,,-1.0,128000.0,20.0,-1.0,-1.0,,-1.0,219.0,-1.0,-1.0,17748.0,,-1.0,2300.0,-1.0,3120.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,140.0,,10565.0,121000.0,-1.0,125000.0,,-1.0,,,2500.0,-1.0,257.0,-1.0,-1.0,420.0,-1.0
1975,4000.0,-1.0,80.0,,-1.0,200.0,-1.0,-1.0,23090.0,16900.0,-1.0,13000.0,182000.0,2800.0,-1.0,46.0,,250.0,245.0,-1.0,18500.0,-1.0,-1.0,8000.0,249.0,75.0,-1.0,300.0,130300.0,-1.0,2000.0,,-1.0,62.0,-1.0,-1.0,-1.0,707.0,-1.0,275000.0,,10300.0,,-1.0,130000.0,20.0,-1.0,-1.0,,-1.0,355.0,-1.0,-1.0,18549.0,,-1.0,2300.0,-1.0,3250.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,150.0,,10846.0,126000.0,-1.0,120000.0,,-1.0,,,3500.0,-1.0,249.0,-1.0,-1.0,420.0,-1.0
1976,4000.0,-1.0,85.0,,-1.0,81.0,-1.0,-1.0,38925.0,15200.0,-1.0,14000.0,186000.0,2800.0,-1.0,47.0,,250.0,245.0,-1.0,18883.0,-1.0,-1.0,8500.0,261.0,80.0,-1.0,250.0,140300.0,-1.0,2500.0,,-1.0,62.0,-1.0,-1.0,-1.0,786.0,-1.0,285000.0,,10300.0,,-1.0,131000.0,20.0,-1.0,-1.0,,-1.0,246.0,-1.0,-1.0,18518.0,,-1.0,2300.0,-1.0,3210.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,160.0,,10955.0,126000.0,-1.0,130000.0,,-1.0,,,3500.0,-1.0,261.0,-1.0,-1.0,430.0,-1.0
1977,3500.0,-1.0,90.0,,-1.0,105.0,-1.0,-1.0,24015.0,18000.0,-1.0,14400.0,187000.0,2800.0,-1.0,48.0,,250.0,245.0,-1.0,19114.0,-1.0,-1.0,8500.0,295.0,85.0,-1.0,350.0,154500.0,-1.0,2500.0,,-1.0,62.0,-1.0,-1.0,-1.0,854.0,-1.0,288000.0,,11500.0,,-1.0,134000.0,20.0,-1.0,-1.0,,400.0,280.0,-1.0,-1.0,20489.0,,-1.0,2300.0,-1.0,3320.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,,10484.0,130200.0,-1.0,143000.0,,-1.0,,,3500.0,-1.0,295.0,-1.0,-1.0,430.0,-1.0
1978,4000.0,-1.0,95.0,,-1.0,113.0,-1.0,-1.0,23405.0,17500.0,-1.0,14800.0,189000.0,2800.0,-1.0,49.0,,250.0,245.0,-1.0,19065.0,-1.0,-1.0,8500.0,326.0,90.0,-1.0,400.0,138075.0,-1.0,2500.0,,-1.0,62.0,-1.0,-1.0,-1.0,1167.0,-1.0,305000.0,,13075.0,,-1.0,137000.0,20.0,-1.0,-1.0,,400.0,298.0,-1.0,-1.0,24978.0,,-1.0,2300.0,-1.0,3380.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,180.0,,10465.0,139900.0,-1.0,125000.0,,-1.0,,,4800.0,-1.0,326.0,-1.0,-1.0,440.0,-1.0
1979,5400.0,-1.0,100.0,,-1.0,117.0,-1.0,-1.0,23210.0,16248.0,-1.0,15000.0,185000.0,2500.0,-1.0,50.0,,370.0,245.0,-1.0,19708.0,-1.0,-1.0,9000.0,477.0,95.0,-1.0,400.0,105425.0,-1.0,2500.0,,-1.0,62.0,-1.0,-1.0,-1.0,1287.0,-1.0,320000.0,,15425.0,,-1.0,140000.0,20.0,-1.0,-1.0,,400.0,312.0,-1.0,-1.0,22747.0,195.0,-1.0,2300.0,-1.0,3090.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,190.0,,10509.0,144500.0,-1.0,90000.0,,-1.0,,,4800.0,-1.0,477.0,-1.0,-1.0,450.0,-1.0
1980,5400.0,-1.0,105.0,,2700.0,121.0,-1.0,-1.0,23500.0,17213.0,-1.0,15200.0,201000.0,2500.0,-1.0,51.0,,370.0,245.0,-1.0,20202.0,-1.0,-1.0,9500.0,586.0,100.0,-1.0,350.0,118384.0,-1.0,2500.0,,-1.0,62.0,-1.0,-1.0,-1.0,1293.0,-1.0,325000.0,,18384.0,,-1.0,142000.0,20.0,-1.0,-1.0,,500.0,326.0,-1.0,-1.0,39320.0,205.0,-1.0,2300.0,-1.0,3050.0,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,,10170.0,149100.0,-1.0,100000.0,,-1.0,,,4800.0,-1.0,586.0,-1.0,-1.0,480.0,-1.0
1981,5400.0,-1.0,110.0,,-1.0,100.0,-1.0,-1.0,23600.0,27265.0,-1.0,16400.0,207000.0,2350.0,-1.0,52.0,,370.0,245.0,-1.0,20836.0,-1.0,-1.0,10000.0,301.0,100.0,-1.0,400.0,122631.0,-1.0,2500.0,,-1.0,46.0,-1.0,-1.0,-1.0,1346.0,-1.0,330000.0,,22631.0,,-1.0,145000.0,20.0,-1.0,-1.0,,500.0,310.0,-1.0,-1.0,36985.0,186.0,-1.0,2300.0,-1.0,2950.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,,10842.0,150800.0,-1.0,100000.0,,-1.0,15.0,,4800.0,-1.0,301.0,-1.0,-1.0,500.0,-1.0
1982,5400.0,-1.0,115.0,,-1.0,100.0,-1.0,-1.0,24000.0,34481.0,-1.0,16600.0,225000.0,2200.0,-1.0,53.0,,370.0,245.0,-1.0,21253.0,-1.0,-1.0,10000.0,977.0,115.0,-1.0,300.0,144872.0,-1.0,2500.0,,-1.0,46.0,-1.0,-1.0,-1.0,1455.0,-1.0,340000.0,,24872.0,,-1.0,148000.0,22.0,-1.0,-1.0,,500.0,330.0,-1.0,-1.0,35373.0,192.0,-1.0,2300.0,-1.0,2700.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,4.0,11421.0,153700.0,-1.0,120000.0,,-1.0,15.0,,7000.0,-1.0,977.0,-1.0,-1.0,530.0,-1.0
1983,6000.0,-1.0,120.0,,-1.0,42.0,-1.0,-1.0,24000.0,37135.0,-1.0,16800.0,239000.0,2050.0,-1.0,54.0,,370.0,245.0,-1.0,21510.0,-1.0,-1.0,10500.0,1296.0,120.0,-1.0,300.0,153292.0,-1.0,2500.0,,-1.0,46.0,-1.0,-1.0,-1.0,1876.0,-1.0,345000.0,,28292.0,,-1.0,155000.0,23.0,-1.0,-1.0,,650.0,282.0,-1.0,-1.0,27389.0,192.0,-1.0,2300.0,-1.0,2550.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,4.0,11683.0,156200.0,-1.0,125000.0,,-1.0,30.0,,7000.0,-1.0,1296.0,-1.0,-1.0,550.0,-1.0
1984,6000.0,-1.0,125.0,,-1.0,16.0,-1.0,-1.0,25000.0,38851.0,-1.0,17000.0,257000.0,1900.0,-1.0,55.0,,370.0,245.0,-1.0,22310.0,-1.0,-1.0,10500.0,396.0,125.0,-1.0,300.0,175666.0,-1.0,2500.0,,-1.0,46.0,-1.0,-1.0,-1.0,1993.0,-1.0,410000.0,,30666.0,209.0,-1.0,160000.0,25.0,-1.0,-1.0,,650.0,266.0,-1.0,-1.0,23040.0,193.0,-1.0,2300.0,-1.0,2400.0,55.0,20.0,-1.0,-1.0,-1.0,-1.0,200.0,4.0,12015.0,158300.0,-1.0,145000.0,,-1.0,40.0,,7000.0,-1.0,396.0,-1.0,-1.0,550.0,-1.0
1985,6000.0,6000.0,130.0,,-1.0,17.0,500.0,2650.0,25000.0,42403.0,-1.0,17200.0,267000.0,1750.0,200.0,56.0,,650.0,245.0,-1.0,23210.0,850.0,545.0,10600.0,1372.0,130.0,-1.0,300.0,178301.0,1100.0,2500.0,,-1.0,46.0,-1.0,315.0,-1.0,2088.0,-1.0,410000.0,,33301.0,850.0,210.0,165000.0,27.0,1050.0,45.0,,700.0,277.0,29000.0,2260.0,16630.0,198.0,-1.0,2300.0,4300.0,2840.0,96.0,35.0,190.0,-1.0,-1.0,550.0,200.0,65.0,11754.0,158300.0,5700.0,145000.0,,250.0,40.0,,7000.0,-1.0,872.0,-1.0,41000.0,550.0,40.0
1986,6000.0,6000.0,135.0,,-1.0,13.0,500.0,2650.0,26000.0,42451.0,-1.0,17400.0,271000.0,1600.0,200.0,57.0,,800.0,245.0,300.0,23635.0,850.0,545.0,10600.0,1351.0,135.0,-1.0,300.0,249514.0,1100.0,2500.0,,-1.0,46.0,-1.0,315.0,-1.0,2352.0,250.0,440000.0,,39514.0,1100.0,210.0,170000.0,28.0,1050.0,45.0,,750.0,283.0,34000.0,2260.0,18551.0,205.0,-1.0,2300.0,4300.0,2690.0,97.0,35.0,190.0,-1.0,-1.0,550.0,200.0,50.0,11519.0,161900.0,5700.0,210000.0,,350.0,40.0,,10000.0,-1.0,851.0,-1.0,41000.0,550.0,40.0
1987,6000.0,6000.0,130.0,,-1.0,16.0,500.0,2650.0,27000.0,46334.0,-1.0,17500.0,270000.0,1450.0,200.0,58.0,,800.0,245.0,400.0,24805.0,850.0,545.0,10600.0,1372.0,140.0,-1.0,300.0,287645.0,1100.0,2500.0,,-1.0,48.0,-1.0,315.0,-1.0,2474.0,250.0,410000.0,,37645.0,1100.0,900.0,172000.0,28.0,1050.0,45.0,,800.0,286.0,36000.0,2260.0,16079.0,211.0,-1.0,2300.0,4300.0,2580.0,98.0,50.0,190.0,-1.0,-1.0,550.0,200.0,50.0,11392.0,164900.0,5700.0,250000.0,40.0,350.0,40.0,,10000.0,-1.0,872.0,700.0,41000.0,550.0,40.0
1988,6000.0,6000.0,140.0,,-1.0,18.0,500.0,2650.0,27000.0,45938.0,-1.0,17600.0,286000.0,1300.0,200.0,59.0,,1000.0,245.0,600.0,24548.0,850.0,545.0,11100.0,1399.0,145.0,-1.0,300.0,268020.0,1100.0,2500.0,,-1.0,49.0,-1.0,315.0,1000.0,2969.0,250.0,360000.0,,48020.0,580.0,1000.0,174000.0,28.0,1050.0,45.0,,800.0,303.0,36000.0,2260.0,17942.0,243.0,-1.0,2300.0,4300.0,2432.0,99.0,50.0,190.0,-1.0,-1.0,550.0,200.0,1.0,11362.0,165100.0,5700.0,220000.0,42.0,350.0,40.0,,14000.0,-1.0,899.0,1000.0,45300.0,550.0,40.0
1989,6000.0,6000.0,140.0,,-1.0,8.0,500.0,2700.0,27000.0,46495.0,-1.0,17700.0,308000.0,1062.0,200.0,60.0,,1100.0,245.0,650.0,24591.0,850.0,545.0,11100.0,1316.0,150.0,-1.0,300.0,257625.0,1100.0,2500.0,,-1.0,49.0,-1.0,315.0,20500.0,2419.0,250.0,360000.0,,47625.0,450.0,800.0,200000.0,30.0,950.0,45.0,,800.0,298.0,36500.0,2260.0,15699.0,258.0,-1.0,2300.0,7300.0,2197.0,100.0,65.0,190.0,-1.0,-1.0,550.0,200.0,1.0,11104.0,165900.0,6000.0,210000.0,45.0,350.0,40.0,,14000.0,-1.0,816.0,1100.0,45300.0,550.0,40.0
1990,6000.0,6067.0,150.0,,2900.0,7.0,470.0,2735.0,28000.0,47144.0,-1.0,17900.0,297000.0,1300.0,179.0,56.0,,1300.0,254.0,650.0,24670.0,755.0,512.0,11486.0,1237.0,140.0,-1.0,100.0,187325.0,977.0,2587.0,,1500.0,51.0,-1.0,360.0,10000.0,2758.0,259.0,366539.0,,47325.0,430.0,930.0,241044.0,31.0,851.0,42.0,,806.0,297.0,35000.0,2281.0,16330.0,261.0,170.0,2218.0,8000.0,2192.0,94.0,67.0,190.0,-1.0,1500.0,550.0,188.0,1.0,11446.0,166700.0,6100.0,140000.0,50.0,200.0,45.0,-1.0,12436.0,90.0,767.0,1400.0,33369.0,489.0,38.0
1991,6000.0,6994.0,149.0,,2100.0,3.0,361.0,2961.0,29000.0,49494.0,-1.0,18000.0,305000.0,1500.0,211.0,60.0,,1500.0,241.0,1500.0,24914.0,559.0,501.0,11918.0,1111.0,138.0,-1.0,106.0,181256.0,1279.0,2966.0,,1700.0,50.0,-1.0,366.0,30000.0,3139.0,217.0,340000.0,,46256.0,150.0,883.0,239511.0,29.0,916.0,48.0,,796.0,290.0,33444.0,2276.0,17889.0,290.0,174.0,169.0,8700.0,2388.0,91.0,85.0,190.0,-1.0,1500.0,526.0,184.0,0.0,11478.0,168600.0,5800.0,135000.0,49.0,38.0,50.0,-1.0,17078.0,175.0,750.0,1500.0,38447.0,618.0,31.0
1992,6000.0,6966.0,150.0,,1722.0,3.0,343.0,2956.0,30000.0,50877.0,-1.0,17500.0,307000.0,1700.0,217.0,60.0,,1849.0,255.0,1150.0,25230.0,681.0,520.0,11000.0,1013.0,155.0,-1.0,112.0,200122.0,1300.0,2200.0,500.0,2000.0,51.0,-1.0,380.0,34575.0,2583.0,218.0,360000.0,,45122.0,200.0,950.0,215197.0,29.0,929.0,50.0,,821.0,308.0,31694.0,2290.0,19196.0,291.0,176.0,162.0,9600.0,2633.0,93.0,68.0,190.0,-1.0,1500.0,500.0,191.0,0.0,11553.0,170400.0,6400.0,155000.0,60.0,144.0,60.0,-1.0,17000.0,260.0,670.0,1900.0,40552.0,616.0,33.0
1993,6000.0,7062.0,150.0,-1.0,1595.0,2.0,460.0,2951.0,30739.0,53230.0,-1.0,17700.0,302000.0,1800.0,223.0,60.0,-1.0,2121.0,342.0,650.0,25475.0,846.0,529.0,11982.0,1079.0,158.0,-1.0,117.0,225393.0,1321.0,2425.0,500.0,2300.0,52.0,149.0,378.0,20544.0,2822.0,240.0,370000.0,-1.0,45393.0,300.0,868.0,174940.0,29.0,939.0,46.0,,833.0,310.0,35878.0,2294.0,19116.0,291.0,177.0,16.0,9743.0,2748.0,96.0,84.0,190.0,-1.0,1500.0,469.0,194.0,0.0,11422.0,171000.0,6500.0,180000.0,62.0,268.0,60.0,-1.0,18953.0,340.0,619.0,1800.0,41018.0,613.0,36.0
1994,6000.0,6771.0,155.0,-1.0,1883.0,2.0,491.0,2946.0,29000.0,54380.0,20.0,18000.0,302000.0,2000.0,229.0,65.0,-1.0,2200.0,394.0,670.0,25650.0,920.0,544.0,12016.0,1005.0,160.0,-1.0,122.0,254917.0,1341.0,2020.0,500.0,2900.0,52.0,189.0,390.0,20161.0,3053.0,230.0,400000.0,-1.0,44917.0,350.0,730.0,207480.0,30.0,946.0,47.0,,820.0,317.0,34548.0,2260.0,19726.0,291.0,178.0,85.0,9414.0,2977.0,105.0,100.0,190.0,-1.0,1500.0,443.0,200.0,0.0,11682.0,172000.0,7000.0,210000.0,65.0,267.0,100.0,-1.0,20000.0,420.0,514.0,1720.0,41328.0,611.0,40.0
1995,5800.0,6643.0,155.0,-1.0,1868.0,3.0,586.0,2941.0,30000.0,55344.0,110.0,17974.0,308000.0,2300.0,218.0,65.0,2000.0,1870.0,445.0,670.0,26300.0,1006.0,547.0,11885.0,989.0,165.0,-1.0,126.0,330287.0,1362.0,2249.0,600.0,2942.0,53.0,194.0,393.0,25403.0,2891.0,240.0,342493.0,-1.0,45287.0,250.0,782.0,199859.0,31.0,946.0,47.0,,832.0,323.0,33077.0,2314.0,21882.0,262.0,179.0,345.0,9495.0,3291.0,105.0,130.0,190.0,-1.0,1500.0,414.0,201.0,0.0,12431.0,176000.0,7100.0,285000.0,70.0,140.0,100.0,-1.0,21831.0,500.0,403.0,1750.0,47309.0,608.0,40.0
1996,5800.0,6510.0,155.0,-1.0,1872.0,4.0,448.0,2937.0,29894.0,56030.0,169.0,18200.0,339000.0,2500.0,210.0,68.0,1985.0,1906.0,505.0,700.0,26300.0,916.0,554.0,12420.0,815.0,165.0,-1.0,130.0,416912.0,1382.0,2301.0,500.0,4300.0,54.0,203.0,400.0,27529.0,2980.0,250.0,430000.0,-1.0,44912.0,370.0,829.0,186640.0,31.0,953.0,49.0,,844.0,324.0,33246.0,2290.0,22628.0,305.0,179.0,229.0,9700.0,3511.0,108.0,116.0,190.0,-1.0,3750.0,391.0,204.0,0.0,12500.0,206395.0,7000.0,372000.0,73.0,300.0,50.0,-1.0,23540.0,590.0,367.0,1700.0,55497.0,606.0,40.0
