,Guinea,Côte d'Ivoire,Benin,Niger,Guinea-Bissau,Gambia,Burkina Faso,Nigeria,Mali,Senegal
1989,103305.0,15000.0,4550.0,6000.0,2793.0,-1.0,19118.0,60000.0,29637.0,-1.0
1990,113337.0,16000.0,5632.0,3167.0,3526.0,-1.0,19500.0,65000.0,47647.0,-1.0
1991,124137.0,17000.0,5471.0,950.0,1750.0,-1.0,25300.0,72000.0,55971.0,-1.0
1992,135929.0,18000.0,5672.0,439.0,2222.0,-1.0,21500.0,78000.0,31232.0,-1.0
1993,145000.0,14000.0,4200.0,1200.0,2855.0,-1.0,22505.0,81700.0,39505.0,-1.0
1994,133334.0,15000.0,3600.0,1300.0,3561.0,-1.0,23468.0,93000.0,54476.0,-1.0
1995,128270.0,17000.0,2130.0,1500.0,2997.0,-1.0,17429.0,108000.0,45758.0,-1.0
1996,129591.0,19000.0,3039.0,2300.0,3350.0,-1.0,14958.0,125000.0,24391.0,-1.0
1997,130922.0,22000.0,2817.0,2000.0,4040.0,-1.0,19493.0,127000.0,23678.0,5284.0
1998,132270.0,20361.0,2671.0,2165.0,6500.0,-1.0,19128.0,131000.0,19681.0,3001.0
1999,133632.0,20797.0,2624.0,2322.0,7000.0,-1.0,16562.0,134000.0,44059.0,4469.0
2000,162244.0,21244.0,3579.0,2300.0,6500.0,-1.0,15994.0,133000.0,25045.0,2128.0
2001,160794.0,21698.0,2957.0,2715.0,4800.0,-1.0,18124.0,143000.0,42241.0,1383.0
2002,167852.0,22155.0,3571.0,2953.0,3500.0,-1.0,12078.0,166000.0,34757.0,1840.0
2003,175221.0,18095.0,2750.0,2500.0,2500.0,-1.0,11135.0,165000.0,37910.0,2000.0
2004,182913.0,18708.0,2675.0,3636.0,3500.0,-1.0,11849.0,180000.0,38000.0,2341.0
2005,190943.0,19325.0,3216.0,4105.0,4500.0,-1.0,10539.0,198000.0,49704.0,2176.0
2006,199326.0,13000.0,2547.0,5263.0,3600.0,-1.0,13397.0,175000.0,45772.0,1450.0
2007,208076.0,13520.0,2732.0,3992.0,469.0,-1.0,18083.0,121000.0,46477.0,1984.0
2008,237638.0,13000.0,3116.0,11200.0,636.0,-1.0,23869.0,119000.0,37283.0,6795.0
2009,289916.0,14000.0,1718.0,2538.0,706.0,-1.0,33583.0,130000.0,62310.0,4146.0
2010,313081.0,14481.0,1466.0,11329.0,612.0,-1.0,22481.0,150303.0,66875.0,1649.0
2011,343697.0,13852.0,1214.0,11612.0,692.0,-1.0,21691.0,166970.0,65252.0,2448.0
2012,442690.0,13473.0,1800.0,11329.0,837.0,-1.0,26833.0,172144.0,43809.0,1796.0
2013,455393.0,12319.0,1926.0,10300.0,991.0,-1.0,24567.0,177000.0,34709.0,2446.0
2014,459563.0,13278.0,1931.0,10300.0,1119.0,-1.0,11400.0,180549.0,55704.0,3286.0
