,Israel,Japan,USSR,Argentina,Turkey,Australia & New Zealand,Australia,Ethiopia PDR,Pakistan,United Republic of Tanzania,Mexico,Tajikistan,Ethiopia,Ukraine,Hungary,Russian Federation,Kyrgyzstan,Iran (Islamic Republic of),Kazakhstan,China,United States of America,Morocco,"China, mainland",Canada,Uzbekistan,Spain,Portugal,Occupied Palestinian Territory,India
1980,670.0,,6000.0,900.0,500.0,18333.0,18333.0,65000.0,222.0,-1.0,416250.0,,,,-1.0,,,,,-1.0,58000.0,,-1.0,-1.0,,19800.0,3373.0,-1.0,733300.0
1981,470.0,,6000.0,650.0,300.0,33407.0,33407.0,65000.0,2375.0,-1.0,398820.0,,,,-1.0,,,,,-1.0,51000.0,,-1.0,-1.0,,12300.0,762.0,-1.0,719900.0
1982,30.0,,5000.0,2320.0,235.0,11534.0,11534.0,66000.0,4227.0,-1.0,190140.0,,,,-1.0,,,,,-1.0,61260.0,,-1.0,-1.0,,19900.0,2537.0,-1.0,748500.0
1983,100.0,,11000.0,9300.0,245.0,54854.0,54854.0,66000.0,4131.0,-1.0,348838.0,,,,-1.0,,,,,-1.0,47000.0,,-1.0,-1.0,,18600.0,1171.0,-1.0,782100.0
1984,100.0,,12700.0,10225.0,240.0,44289.0,44289.0,66000.0,2947.0,-1.0,226710.0,,,,-1.0,,,,,-1.0,71000.0,,-1.0,-1.0,,20108.0,2128.0,-1.0,831300.0
1985,100.0,,11000.0,13960.0,248.0,47000.0,47000.0,66000.0,2129.0,-1.0,234004.0,,,,-1.0,,,,,-1.0,78000.0,,-1.0,-1.0,,19327.0,1633.0,-1.0,918100.0
1986,150.0,,11000.0,7300.0,190.0,29746.0,29746.0,66500.0,2674.0,-1.0,206192.0,,,,-1.0,,,,,-1.0,86000.0,,-1.0,-1.0,,14600.0,1200.0,-1.0,911300.0
1987,44.0,,12000.0,13800.0,238.0,38018.0,38018.0,67000.0,2508.0,-1.0,277211.0,,,,-1.0,,,,,-1.0,85237.0,,-1.0,-1.0,,12464.0,-1.0,-1.0,892200.0
1988,49.0,,14000.0,21300.0,155.0,47248.0,47248.0,67500.0,1141.0,-1.0,201206.0,,,,-1.0,,,,,-1.0,104000.0,,-1.0,-1.0,,7382.0,-1.0,-1.0,1051900.0
1989,100.0,,11000.0,24205.0,189.0,32866.0,32866.0,68000.0,206.0,-1.0,148898.0,,,,-1.0,,,,,-1.0,110000.0,,-1.0,2000.0,,6573.0,-1.0,-1.0,815500.0
1990,25.0,,11000.0,23000.0,146.0,18515.0,18515.0,74093.0,449.0,-1.0,157199.0,,,,200.0,,,0.0,,-1.0,83000.0,0.0,-1.0,1858.0,,1385.0,-1.0,-1.0,842300.0
1991,66.0,,12000.0,20500.0,160.0,38933.0,38933.0,68500.0,374.0,-1.0,93704.0,,,,550.0,,,1000.0,,-1.0,84580.0,0.0,-1.0,2363.0,,391.0,-1.0,-1.0,823200.0
1992,188.0,,,20000.0,158.0,31769.0,31769.0,69000.0,1628.0,-1.0,81102.0,400.0,,-1.0,550.0,12443.0,2154.0,695.0,29400.0,8500.0,124240.0,0.0,8500.0,1334.0,200.0,588.0,-1.0,-1.0,501100.0
1993,200.0,,,21300.0,136.0,54400.0,54400.0,,1696.0,-1.0,73443.0,600.0,4600.0,-1.0,650.0,8000.0,7260.0,749.0,45200.0,16500.0,118570.0,-1.0,16500.0,2000.0,200.0,317.0,-1.0,-1.0,734100.0
1994,100.0,,,11650.0,100.0,30300.0,30300.0,,1702.0,-1.0,57676.0,500.0,4700.0,-1.0,430.0,7000.0,18064.0,791.0,55700.0,20500.0,92270.0,-1.0,20500.0,2000.0,2100.0,260.0,-1.0,-1.0,793000.0
1995,50.0,,,12350.0,134.0,40107.0,40107.0,,1231.0,-1.0,96795.0,300.0,4780.0,-1.0,300.0,6000.0,38303.0,823.0,64900.0,21000.0,95910.0,-1.0,21000.0,2000.0,7300.0,53.0,-1.0,-1.0,791000.0
1996,0.0,-1.0,,10425.0,81.0,35100.0,35100.0,,1743.0,-1.0,120544.0,200.0,5170.0,-1.0,550.0,9754.0,47626.0,844.0,62100.0,17000.0,93080.0,-1.0,17000.0,800.0,11100.0,344.0,-1.0,-1.0,684000.0
1997,0.0,-1.0,,19800.0,74.0,15300.0,15300.0,,1594.0,-1.0,93152.0,900.0,3330.0,-1.0,850.0,12810.0,35366.0,858.0,40000.0,21000.0,87008.0,-1.0,21000.0,1000.0,10000.0,188.0,-1.0,7.0,704000.0
1998,0.0,,,27000.0,75.0,34200.0,34200.0,,126.0,15000.0,123140.0,1800.0,5580.0,-1.0,550.0,11236.0,29781.0,865.0,45000.0,12000.0,115340.0,-1.0,12000.0,1200.0,6501.0,168.0,-1.0,6.0,200000.0
1999,0.0,,,14900.0,50.0,44200.0,44200.0,,266.0,14760.0,168358.0,3500.0,5230.0,-1.0,250.0,5774.0,26079.0,865.0,80000.0,30000.0,106030.0,-1.0,30000.0,4000.0,7058.0,200.0,-1.0,13.0,440200.0
2000,1.0,,,34400.0,30.0,14000.0,14000.0,,61.0,15783.0,84705.0,500.0,10630.0,-1.0,500.0,8890.0,16924.0,860.0,75000.0,30000.0,79724.0,-1.0,30000.0,4800.0,7318.0,101.0,-1.0,50.0,438500.0
2001,1.0,,,53400.0,35.0,3600.0,3600.0,,56.0,16770.0,112945.0,300.0,8300.0,-1.0,250.0,1410.0,10638.0,851.0,63840.0,19000.0,71630.0,-1.0,19000.0,2400.0,6567.0,21.0,-1.0,12.0,424800.0
2002,1.0,,,29500.0,40.0,35000.0,35000.0,,61.0,17717.0,52758.0,1300.0,5474.0,-1.0,450.0,230.0,8720.0,839.0,62489.0,21000.0,74868.0,-1.0,21000.0,1600.0,9990.0,64.0,-1.0,38.0,404300.0
2003,1.0,,,22000.0,250.0,41500.0,41500.0,,70.0,18591.0,146600.0,4000.0,8401.0,-1.0,301.0,2920.0,17032.0,823.0,133554.0,19000.0,86199.0,-1.0,19000.0,2000.0,15620.0,147.0,-1.0,59.0,369500.0
2004,1.0,,,30400.0,165.0,45000.0,45000.0,,48.0,19387.0,212000.0,4500.0,8401.0,-1.0,473.0,630.0,25293.0,805.0,140341.0,22000.0,64346.0,-1.0,22000.0,2500.0,22720.0,111.0,-1.0,29.0,363900.0
2005,1.0,,,47800.0,173.0,45000.0,45000.0,,47.0,20133.0,86957.0,7500.0,9715.0,200.0,240.0,450.0,18492.0,787.0,124000.0,21000.0,66167.0,-1.0,21000.0,2468.0,15780.0,48.0,-1.0,31.0,369100.0
2006,0.0,,,25250.0,430.0,18200.0,18200.0,,47.0,20832.0,69883.0,5184.0,8867.0,150.0,206.0,310.0,15969.0,769.0,70400.0,22000.0,72440.0,-1.0,22000.0,2376.0,5840.0,78.0,-1.0,40.0,364600.0
2007,0.0,,,74300.0,1694.0,6100.0,6100.0,,58.0,21488.0,93141.0,4057.0,13019.0,150.0,88.0,150.0,14506.0,753.0,74000.0,21000.0,69404.0,-1.0,21000.0,2405.0,6200.0,46.0,-1.0,40.0,350000.0
2008,12.0,,,44100.0,5385.0,10200.0,10200.0,,66.0,22106.0,65000.0,2881.0,8999.0,165.0,165.0,1370.0,15626.0,739.0,79900.0,22000.0,78915.0,-1.0,22000.0,2433.0,10000.0,50.0,-1.0,32.0,350500.0
2009,13.0,,,96968.0,21515.0,12100.0,12100.0,,73.0,22692.0,65344.0,2787.0,4653.0,225.0,72.0,800.0,15902.0,728.0,147700.0,23000.0,66980.0,-1.0,23000.0,2461.0,15000.0,55.0,-1.0,15.0,294600.0
2010,13.0,,,66100.0,13498.0,7800.0,7800.0,,52.0,23249.0,83948.0,2271.0,5490.0,300.0,73.0,400.0,11849.0,720.0,194000.0,22578.0,67870.0,-1.0,22578.0,2488.0,19216.0,3568.0,-1.0,4.0,287800.0
2011,13.0,,,79256.0,13167.0,10404.0,10404.0,,39.0,23782.0,62800.0,3705.0,8169.0,220.0,54.0,6000.0,12162.0,717.0,241500.0,22395.0,51520.0,-1.0,22395.0,2514.0,22155.0,7249.0,-1.0,13.0,229060.0
2012,13.0,,,161479.0,15592.0,9500.0,9500.0,,33.0,23500.0,172866.0,2705.0,11414.0,200.0,6.0,12838.0,13507.0,815.0,243600.0,21802.0,64790.0,-1.0,21802.0,2540.0,28280.0,3309.0,-1.0,23.0,178000.0
2013,13.0,,,87470.0,29260.0,8000.0,8000.0,,22.0,24000.0,80454.0,2765.0,11526.0,200.0,10.0,70511.0,14000.0,810.0,276500.0,21941.0,69080.0,-1.0,21941.0,2566.0,39665.0,4084.0,-1.0,22.0,150000.0
2014,13.0,,,5724.0,43935.0,9413.0,9413.0,,20.0,25537.0,114574.0,2797.0,5625.0,200.0,50.0,115018.0,12909.0,781.0,251089.0,22081.0,68880.0,-1.0,22081.0,2590.0,40000.0,4617.0,-1.0,21.0,211000.0
