,Ukraine,Estonia,Bolivia (Plurinational State of),Peru,Belarus,Croatia,Serbia,India,Armenia,Syrian Arab Republic,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Yugoslav SFR,Belgium,Netherlands,Greece,New Zealand,Guyana,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Slovenia,Morocco,Republic of Moldova,Kyrgyzstan,Cyprus,Argentina,Luxembourg,Georgia,Germany,Austria,Czechoslovakia,Sweden,Switzerland,Mexico,USSR,Romania,Azerbaijan,Spain,Jordan,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Italy,Hungary,Montenegro,Kazakhstan,Chile,Israel,Suriname,Australia,France,Micronesia,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Norway,Guam,Belgium-Luxembourg
1971,-1.0,-1.0,180.0,194.0,-1.0,-1.0,-1.0,1500.0,-1.0,1765.0,2500.0,-1.0,2154.0,-1.0,2170.0,-1.0,-1.0,-1.0,-1.0,4400.0,81.0,-1.0,3705.0,1651.0,21120.0,6800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,535.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39000.0,-1.0,-1.0,5500.0,1.0,-1.0,-1.0,-1.0,-1.0,150.0,-1.0,-1.0,2970.0,-1.0,2045.0,-1.0,-1.0,30500.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,1570.0,14820.0,-1,-1.0,-1.0,-1.0,-1.0,11613.0,-1.0,-1,1500.0
1972,-1.0,-1.0,180.0,178.0,-1.0,-1.0,-1.0,1500.0,-1.0,3588.0,2800.0,-1.0,1430.0,-1.0,2560.0,-1.0,-1.0,-1.0,-1.0,4400.0,102.0,-1.0,3823.0,1792.0,21290.0,6900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,535.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,7200.0,1.0,-1.0,-1.0,-1.0,-1.0,170.0,-1.0,-1.0,2970.0,-1.0,2061.0,-1.0,-1.0,31700.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,1690.0,15053.0,-1,-1.0,-1.0,-1.0,-1.0,11833.0,-1.0,-1,1500.0
1973,-1.0,-1.0,180.0,179.0,-1.0,-1.0,-1.0,1500.0,-1.0,3841.0,2000.0,-1.0,2050.0,-1.0,2700.0,-1.0,-1.0,-1.0,-1.0,4400.0,102.0,-1.0,3798.0,1742.0,21530.0,7000.0,-1.0,300.0,-1.0,-1.0,-1.0,-1.0,562.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,10200.0,2.0,-1.0,-1.0,-1.0,-1.0,170.0,-1.0,-1.0,2960.0,-1.0,1611.0,-1.0,-1.0,30400.0,-1.0,-1.0,-1.0,1200.0,15.0,-1.0,1640.0,15167.0,-1,-1.0,-1.0,-1.0,-1.0,12187.0,-1.0,-1,1500.0
1974,-1.0,-1.0,180.0,184.0,-1.0,-1.0,-1.0,1500.0,-1.0,4240.0,2200.0,-1.0,1670.0,-1.0,2790.0,-1.0,-1.0,-1.0,-1.0,4400.0,97.0,-1.0,3913.0,1667.0,22010.0,7200.0,-1.0,600.0,-1.0,-1.0,-1.0,-1.0,562.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41000.0,-1.0,-1.0,10400.0,5.0,-1.0,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,2961.0,-1.0,1826.0,-1.0,-1.0,29500.0,-1.0,-1.0,-1.0,1550.0,15.0,-1.0,1570.0,16361.0,-1,-1.0,-1.0,-1.0,-1.0,12300.0,-1.0,-1,1500.0
1975,-1.0,-1.0,160.0,183.0,-1.0,-1.0,-1.0,1500.0,-1.0,4415.0,2000.0,-1.0,2470.0,-1.0,2880.0,-1.0,-1.0,-1.0,-1.0,4100.0,112.0,-1.0,4130.0,1532.0,21890.0,7300.0,-1.0,1000.0,-1.0,-1.0,-1.0,-1.0,562.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40000.0,-1.0,-1.0,10500.0,14.0,-1.0,-1.0,-1.0,-1.0,130.0,-1.0,-1.0,3001.0,-1.0,2100.0,-1.0,-1.0,29000.0,-1.0,-1.0,-1.0,1550.0,20.0,-1.0,1420.0,16653.0,-1,-1.0,-1.0,-1.0,-1.0,12667.0,-1.0,-1,1500.0
1976,-1.0,-1.0,160.0,134.0,-1.0,-1.0,-1.0,1500.0,-1.0,5026.0,2200.0,-1.0,1720.0,-1.0,2880.0,-1.0,-1.0,-1.0,-1.0,4100.0,109.0,-1.0,4245.0,1469.0,21080.0,7400.0,-1.0,1500.0,-1.0,-1.0,-1.0,-1.0,582.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40000.0,-1.0,-1.0,10900.0,40.0,-1.0,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,2953.0,-1.0,2100.0,-1.0,-1.0,29400.0,-1.0,-1.0,-1.0,1600.0,20.0,-1.0,1360.0,16682.0,-1,-1.0,-1.0,-1.0,-1.0,13033.0,-1.0,-1,1500.0
1977,-1.0,-1.0,160.0,65.0,-1.0,-1.0,-1.0,1500.0,-1.0,5350.0,800.0,-1.0,2000.0,-1.0,2830.0,-1.0,-1.0,-1.0,-1.0,4100.0,107.0,-1.0,5238.0,1397.0,20800.0,7500.0,-1.0,1900.0,-1.0,-1.0,-1.0,-1.0,589.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35000.0,-1.0,-1.0,11400.0,30.0,-1.0,-1.0,-1.0,-1.0,70.0,-1.0,-1.0,2945.0,-1.0,2100.0,-1.0,-1.0,29000.0,-1.0,-1.0,-1.0,1700.0,15.0,-1.0,1290.0,17064.0,-1,-1.0,-1.0,-1.0,-1.0,13330.0,-1.0,-1,1500.0
1978,-1.0,-1.0,150.0,65.0,-1.0,-1.0,-1.0,1300.0,-1.0,5564.0,800.0,-1.0,1770.0,-1.0,2850.0,-1.0,-1.0,-1.0,-1.0,4100.0,110.0,-1.0,6038.0,1360.0,20070.0,7600.0,-1.0,1500.0,-1.0,-1.0,-1.0,-1.0,375.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37000.0,-1.0,-1.0,12400.0,25.0,-1.0,-1.0,-1.0,-1.0,70.0,-1.0,-1.0,2908.0,-1.0,2100.0,-1.0,-1.0,29000.0,-1.0,-1.0,-1.0,1800.0,20.0,-1.0,1250.0,17166.0,-1,-1.0,-1.0,-1.0,-1.0,13333.0,-1.0,-1,1500.0
1979,-1.0,-1.0,170.0,65.0,-1.0,-1.0,-1.0,1300.0,-1.0,5736.0,1400.0,-1.0,2070.0,-1.0,2820.0,-1.0,-1.0,-1.0,-1.0,4100.0,112.0,-1.0,6875.0,1332.0,19550.0,7300.0,-1.0,1300.0,-1.0,-1.0,-1.0,-1.0,388.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,13150.0,18.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,2903.0,-1.0,2200.0,-1.0,-1.0,28500.0,-1.0,-1.0,-1.0,1800.0,20.0,-1.0,1220.0,18000.0,-1,-1.0,-1.0,-1.0,-1.0,13500.0,-1.0,-1,1500.0
1980,-1.0,-1.0,180.0,200.0,-1.0,-1.0,-1.0,1200.0,-1.0,6016.0,1600.0,-1.0,1800.0,-1.0,2780.0,92.0,-1.0,-1.0,-1.0,4100.0,120.0,-1.0,7946.0,1060.0,19020.0,7600.0,-1.0,1800.0,-1.0,-1.0,-1.0,-1.0,388.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.0,30000.0,-1.0,-1.0,13400.0,10.0,-1.0,-1.0,-1.0,-1.0,150.0,-1.0,-1.0,2925.0,-1.0,2300.0,-1.0,-1.0,28000.0,-1.0,-1.0,-1.0,1820.0,22.0,-1.0,940.0,18000.0,-1,-1.0,-1.0,-1.0,-1.0,13743.0,-1.0,-1,1500.0
1981,-1.0,-1.0,210.0,200.0,-1.0,-1.0,-1.0,1000.0,-1.0,6355.0,800.0,-1.0,1588.0,-1.0,2720.0,100.0,-1.0,-1.0,-1.0,4000.0,128.0,-1.0,8280.0,1318.0,18570.0,7700.0,-1.0,2300.0,-1.0,-1.0,-1.0,-1.0,401.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,30000.0,-1.0,-1.0,14000.0,1.0,-1.0,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,2941.0,-1.0,2400.0,-1.0,-1.0,28000.0,-1.0,-1.0,-1.0,2150.0,27.0,-1.0,1190.0,18686.0,-1,-1.0,-1.0,-1.0,-1.0,13683.0,-1.0,-1,1500.0
1982,-1.0,-1.0,215.0,200.0,-1.0,-1.0,-1.0,1000.0,-1.0,6900.0,1500.0,-1.0,800.0,-1.0,2620.0,110.0,-1.0,-1.0,-1.0,4200.0,182.0,-1.0,8749.0,1362.0,18130.0,7800.0,-1.0,1600.0,-1.0,-1.0,-1.0,-1.0,415.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.0,28000.0,-1.0,-1.0,14400.0,1.0,-1.0,-1.0,-1.0,-1.0,130.0,-1.0,-1.0,2952.0,-1.0,2500.0,-1.0,-1.0,27800.0,-1.0,-1.0,-1.0,2300.0,30.0,-1.0,1180.0,19000.0,-1,-1.0,-1.0,-1.0,-1.0,13750.0,-1.0,-1,1400.0
1983,-1.0,-1.0,215.0,217.0,-1.0,-1.0,-1.0,1300.0,-1.0,8200.0,800.0,-1.0,1850.0,-1.0,2600.0,116.0,-1.0,-1.0,-1.0,5400.0,180.0,-1.0,9010.0,1320.0,17970.0,8000.0,-1.0,2300.0,-1.0,-1.0,-1.0,-1.0,415.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,30000.0,-1.0,-1.0,14900.0,10.0,-1.0,-1.0,-1.0,-1.0,190.0,-1.0,-1.0,2999.0,-1.0,2600.0,-1.0,-1.0,23188.0,-1.0,-1.0,-1.0,2400.0,45.0,-1.0,1140.0,17500.0,-1,-1.0,-1.0,-1.0,-1.0,14000.0,-1.0,-1,1700.0
1984,-1.0,-1.0,220.0,228.0,-1.0,-1.0,-1.0,1300.0,-1.0,8900.0,1200.0,-1.0,1800.0,-1.0,2590.0,127.0,-1.0,-1.0,-1.0,4800.0,175.0,-1.0,8798.0,1335.0,18010.0,8000.0,-1.0,2700.0,-1.0,-1.0,-1.0,-1.0,415.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.0,28000.0,-1.0,-1.0,16100.0,13.0,-1.0,-1.0,-1.0,-1.0,70.0,-1.0,-1.0,3059.0,-1.0,2750.0,-1.0,-1.0,22994.0,-1.0,-1.0,-1.0,2600.0,45.0,-1.0,1160.0,17162.0,-1,-1.0,-1.0,-1.0,-1.0,14333.0,-1.0,-1,1700.0
1985,-1.0,-1.0,220.0,294.0,-1.0,-1.0,-1.0,1300.0,-1.0,3600.0,830.0,1830.0,1900.0,-1.0,2630.0,129.0,14000.0,-1.0,500.0,6860.0,176.0,-1.0,8964.0,1366.0,18090.0,8000.0,-1.0,2400.0,-1.0,300.0,-1.0,-1.0,334.0,1100.0,-1.0,-1.0,37950.0,3050.0,8580.0,220.0,3685.0,42.0,28000.0,19500.0,-1.0,22100.0,22.0,-1.0,-1.0,-1.0,-1.0,133.0,-1.0,170.0,3124.0,-1.0,2900.0,-1.0,-1.0,23126.0,9500.0,-1.0,-1.0,2800.0,45.0,-1.0,1190.0,19000.0,-1,-1.0,14200.0,-1.0,-1.0,14417.0,1660.0,-1,1600.0
1986,-1.0,-1.0,230.0,269.0,-1.0,-1.0,-1.0,1250.0,-1.0,4300.0,820.0,1830.0,880.0,-1.0,2640.0,140.0,14000.0,-1.0,500.0,6770.0,190.0,-1.0,9076.0,1420.0,18370.0,8600.0,-1.0,3900.0,-1.0,300.0,-1.0,-1.0,334.0,880.0,-1.0,-1.0,34800.0,3050.0,8620.0,220.0,3685.0,20.0,32000.0,19000.0,-1.0,22100.0,10.0,-1.0,-1.0,-1.0,-1.0,70.0,-1.0,165.0,3176.0,-1.0,3000.0,-1.0,-1.0,23008.0,9100.0,-1.0,-1.0,3050.0,50.0,-1.0,1230.0,18700.0,-1,-1.0,10600.0,-1.0,-1.0,14833.0,1470.0,-1,1500.0
1987,-1.0,-1.0,250.0,293.0,-1.0,-1.0,-1.0,1245.0,-1.0,4700.0,850.0,1830.0,1730.0,-1.0,2640.0,157.0,13930.0,-1.0,500.0,7020.0,228.0,-1.0,9201.0,1548.0,18860.0,8600.0,-1.0,2800.0,-1.0,300.0,-1.0,-1.0,334.0,880.0,-1.0,-1.0,32440.0,3050.0,8550.0,220.0,3680.0,20.0,37000.0,18000.0,-1.0,23000.0,20.0,-1.0,-1.0,-1.0,-1.0,70.0,-1.0,165.0,3265.0,-1.0,3200.0,-1.0,-1.0,22886.0,9700.0,-1.0,-1.0,3100.0,50.0,-1.0,1320.0,18700.0,-1,-1.0,3200.0,-1.0,-1.0,15233.0,1470.0,-1,1500.0
1988,-1.0,-1.0,270.0,308.0,-1.0,-1.0,-1.0,1250.0,-1.0,4800.0,800.0,1830.0,1300.0,-1.0,2720.0,172.0,14000.0,-1.0,500.0,7470.0,259.0,-1.0,9137.0,1789.0,19220.0,8800.0,-1.0,2800.0,-1.0,350.0,-1.0,-1.0,340.0,1300.0,-1.0,-1.0,31860.0,3050.0,8440.0,220.0,3670.0,20.0,35000.0,18000.0,-1.0,23200.0,30.0,-1.0,-1.0,-1.0,-1.0,500.0,-1.0,165.0,3350.0,-1.0,3450.0,-1.0,-1.0,22409.0,9700.0,-1.0,-1.0,3100.0,75.0,-1.0,1530.0,18000.0,-1,-1.0,7700.0,-1.0,-1.0,15643.0,1630.0,-1,1400.0
1989,-1.0,-1.0,275.0,307.0,-1.0,-1.0,-1.0,1320.0,-1.0,5200.0,841.0,1830.0,1048.0,-1.0,2870.0,187.0,13900.0,-1.0,500.0,8240.0,269.0,-1.0,9136.0,1809.0,19720.0,9062.0,-1.0,2900.0,-1.0,500.0,-1.0,-1.0,340.0,1200.0,-1.0,-1.0,29730.0,3050.0,8440.0,300.0,3665.0,19.0,34000.0,18000.0,-1.0,23900.0,39.0,-1.0,-1.0,-1.0,-1.0,250.0,-1.0,165.0,3016.0,-1.0,3650.0,-1.0,-1.0,22567.0,9700.0,-1.0,-1.0,2965.0,75.0,-1.0,1540.0,16900.0,-1,-1.0,7800.0,-1.0,-1.0,15953.0,1820.0,-1,1400.0
1990,-1.0,-1.0,280.0,305.0,-1.0,-1.0,-1.0,1300.0,-1.0,5500.0,872.0,1897.0,1014.0,-1.0,3050.0,191.0,13840.0,-1.0,600.0,8460.0,283.0,-1.0,9084.0,2003.0,19910.0,9209.0,-1.0,2660.0,-1.0,600.0,-1.0,-1.0,335.0,1076.0,-1.0,-1.0,27720.0,8400.0,8340.0,311.0,3670.0,3.0,35000.0,17400.0,-1.0,24500.0,53.0,-1.0,-1.0,220.0,-1.0,100.0,-1.0,121.0,3016.0,-1.0,3800.0,-1.0,-1.0,23168.0,9200.0,-1.0,-1.0,2970.0,80.0,-1.0,1720.0,16500.0,-1,-1.0,6400.0,-1.0,-1.0,16413.0,1610.0,-1,1300.0
1991,-1.0,-1.0,280.0,311.0,-1.0,-1.0,-1.0,1400.0,-1.0,5600.0,872.0,2123.0,1050.0,-1.0,3250.0,200.0,13670.0,-1.0,600.0,9000.0,205.0,-1.0,9193.0,1687.0,18200.0,10654.0,-1.0,2560.0,-1.0,600.0,-1.0,-1.0,350.0,1231.0,-1.0,-1.0,7389.0,8400.0,8240.0,260.0,3650.0,20.0,35000.0,17000.0,-1.0,25000.0,76.0,-1.0,-1.0,240.0,-1.0,500.0,-1.0,150.0,3086.0,-1.0,4109.0,-1.0,-1.0,25993.0,8700.0,-1.0,-1.0,2980.0,138.0,-1.0,1482.0,16500.0,-1,-1.0,7700.0,-1.0,-1.0,16667.0,200.0,-1,1200.0
1992,44700.0,470.0,280.0,323.0,-1.0,1610.0,-1.0,1446.0,-1.0,6400.0,808.0,1851.0,1029.0,557.0,3410.0,262.0,-1.0,-1.0,500.0,9215.0,272.0,-1.0,9018.0,1772.0,18460.0,11513.0,6810.0,2590.0,33.0,600.0,2000.0,1200.0,350.0,1242.0,-1.0,4000.0,7389.0,8400.0,8250.0,300.0,3660.0,0.0,-1.0,16600.0,-1.0,25800.0,80.0,3160.0,-1.0,270.0,5000.0,130.0,-1.0,180.0,3086.0,-1.0,4180.0,-1.0,-1.0,26054.0,7800.0,-1.0,4000.0,3050.0,144.0,-1.0,1500.0,14750.0,-1,-1.0,8800.0,-1.0,25000.0,17200.0,207.0,-1,1200.0
1993,32800.0,448.0,285.0,322.0,-1.0,1600.0,-1.0,1500.0,-1.0,6100.0,772.0,2000.0,1068.0,521.0,3570.0,324.0,-1.0,-1.0,500.0,9390.0,273.0,-1.0,10021.0,1793.0,18890.0,13428.0,6830.0,2700.0,40.0,700.0,4000.0,1300.0,360.0,1254.0,-1.0,3000.0,7389.0,8400.0,-1.0,300.0,3640.0,0.0,-1.0,16200.0,-1.0,26300.0,100.0,3000.0,-1.0,290.0,4279.0,150.0,-1.0,108.0,3116.0,1970.0,4500.0,2500.0,-1.0,24302.0,11200.0,-1.0,3500.0,3110.0,160.0,-1.0,1520.0,14665.0,-1,-1.0,9500.0,-1.0,25500.0,17790.0,314.0,-1,1100.0
1994,20000.0,462.0,290.0,38.0,-1.0,1620.0,-1.0,1600.0,-1.0,6500.0,778.0,2441.0,1074.0,508.0,3680.0,431.0,-1.0,-1.0,500.0,9630.0,274.0,-1.0,8947.0,1809.0,20060.0,15000.0,6870.0,2680.0,65.0,700.0,3000.0,1500.0,300.0,1287.0,-1.0,3000.0,7389.0,8400.0,-1.0,300.0,3640.0,29.0,-1.0,15700.0,-1.0,28000.0,148.0,2772.0,-1.0,310.0,4501.0,210.0,-1.0,525.0,3260.0,1660.0,4800.0,2500.0,-1.0,24599.0,4800.0,-1.0,3500.0,3200.0,167.0,-1.0,1535.0,14550.0,-1,-1.0,9700.0,-1.0,24000.0,18483.0,226.0,-1,1100.0
