,USSR,Cambodia,Vanuatu,Eritrea,Fiji,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Lao People's Democratic Republic,Zambia,Botswana,Papua New Guinea,Peru,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Lebanon,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Cyprus,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,South Africa,Philippines,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,South Sudan,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Timor-Leste,Saudi Arabia,Somalia,Namibia,Georgia,Nicaragua,Viet Nam,Mauritania,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
1971,100.0,24000.0,700.0,,550.0,31123.0,56900.0,133500.0,-1.0,,3015.0,63.0,2500.0,69000.0,6350.0,2300.0,1676.0,215.0,944746.0,140000.0,256500.0,31123.0,,-1.0,75000.0,700.0,4700.0,71000.0,6180500.0,1152.0,9838.0,0.0,473000.0,387600.0,,25000.0,26400.0,34000.0,3550.0,25000.0,10800.0,10769.0,,2175.0,7489.0,278200.0,1381000.0,,152000.0,19550.0,4110.0,80426.0,20073.0,1000.0,600.0,1500.0,,136000.0,101600.0,2230000.0,406.0,28750.0,7681.0,218600.0,589.0,32.0,15000.0,1363097.0,400000.0,18862.0,62.0,40655.0,2700.0,34756.0,7000.0,,,11075.0,,36390.0,2100.0,997120.0,1062.0,251000.0,-1.0,42237.0,,2327579.0,66182.0,,387000.0,3310.0,22.0,2253.0,158492.0,,3200.0,215274.0,,97579.0,21200.0,400.0,110800.0,885.0,,9486.0,-1.0,,1500.0,80600.0,2000.0,-1.0,45000.0,,6800.0,18400.0,260.0,13908.0,79874.0,75600.0,15100.0,4411.0,40800.0,1000.0,1748.0,529451.0,-1.0,2100.0
1972,30.0,14200.0,800.0,,350.0,46060.0,44150.0,152800.0,-1.0,,4000.0,68.0,2800.0,79210.0,3000.0,2250.0,1862.0,183.0,956228.0,140000.0,260200.0,46060.0,,-1.0,70000.0,900.0,5100.0,72500.0,4091600.0,980.0,10788.0,,470000.0,252000.0,392.0,18000.0,25000.0,31000.0,3400.0,16842.0,18500.0,8454.0,,2200.0,6721.0,281900.0,1350000.0,,134600.0,18000.0,4247.0,80159.0,23551.0,1000.0,700.0,1600.0,,118000.0,89200.0,2092000.0,305.0,33400.0,8007.0,237100.0,607.0,50.0,15000.0,1485399.0,420900.0,18946.0,646.0,49250.0,2898.0,29131.0,7200.0,,,13692.0,,31498.0,1825.0,586900.0,1471.0,233900.0,-1.0,41772.0,,2186032.0,60408.0,,569000.0,5890.0,22.0,2909.0,170841.0,,3500.0,219265.0,,94032.0,19800.0,250.0,115000.0,694.0,,8660.0,-1.0,,5100.0,78000.0,1000.0,-1.0,42000.0,,10100.0,17100.0,250.0,14361.0,69620.0,76400.0,14100.0,12924.0,41000.0,1000.0,3119.0,485473.0,-1.0,2100.0
1973,10.0,14000.0,900.0,,400.0,38496.0,53850.0,146800.0,-1.0,,5000.0,66.0,3000.0,63313.0,3000.0,1400.0,1752.0,344.0,589887.0,150000.0,77056.0,38496.0,,-1.0,78500.0,900.0,8300.0,74000.0,5932000.0,1082.0,12541.0,,484000.0,440000.0,69.0,25000.0,26000.0,28000.0,2700.0,17190.0,22800.0,7448.0,,4000.0,5220.0,289400.0,878000.0,,130200.0,19000.0,4840.0,71705.0,23007.0,1000.0,700.0,1700.0,,151500.0,127000.0,2132000.0,152.0,38000.0,8510.0,248600.0,625.0,71.0,15000.0,1575697.0,201500.0,18232.0,1060.0,38060.0,2631.0,53559.0,7800.0,,,11000.0,,28099.0,1709.0,692779.0,1984.0,212200.0,-1.0,60034.0,,2229932.0,62865.0,,553000.0,7140.0,50.0,2088.0,92404.0,,1500.0,184158.0,,97932.0,14600.0,250.0,97200.0,1321.0,,6000.0,-1.0,,6000.0,80000.0,980.0,-1.0,44000.0,,11750.0,13756.0,250.0,8777.0,59449.0,77207.0,14500.0,19380.0,43500.0,1000.0,2763.0,383864.0,-1.0,2200.0
1974,10.0,14000.0,1000.0,,400.0,29205.0,57081.0,160900.0,-1.0,,6000.0,45.0,3000.0,47596.0,2500.0,1500.0,1701.0,382.0,452722.0,140000.0,129085.0,29205.0,,-1.0,90000.0,1200.0,7300.0,112520.0,5111000.0,1160.0,17180.0,,512000.0,290000.0,,20000.0,25400.0,27000.0,2900.0,18545.0,20800.0,7412.0,,6000.0,7487.0,303500.0,1935000.0,,160000.0,19229.0,3765.0,59027.0,19631.0,1000.0,400.0,2000.0,,145200.0,156000.0,2323000.0,305.0,34500.0,7567.0,235700.0,644.0,87.0,15000.0,1663589.0,573100.0,21583.0,229.0,40000.0,2793.0,44000.0,8400.0,,,12325.0,,26356.0,1610.0,980200.0,1545.0,199700.0,-1.0,41680.0,,2416939.0,88900.0,,928000.0,12750.0,50.0,2329.0,205463.0,,3000.0,165000.0,,93939.0,18000.0,250.0,90500.0,1350.0,,4000.0,-1.0,,6500.0,78000.0,1000.0,-1.0,44000.0,,14500.0,13884.0,85.0,27871.0,62871.0,77987.0,15000.0,9358.0,46400.0,1000.0,3432.0,411878.0,-1.0,2400.0
1975,1.0,14000.0,1100.0,,350.0,31969.0,61573.0,142200.0,-1.0,,7500.0,181.0,2000.0,69900.0,2500.0,1000.0,1962.0,391.0,441987.0,140000.0,41760.0,31969.0,,-1.0,82300.0,2900.0,6200.0,132552.0,6754700.0,1062.0,11424.0,,633000.0,375200.0,2.0,20000.0,25000.0,28000.0,2450.0,19900.0,28200.0,10682.0,,10000.0,7557.0,308000.0,458000.0,,205000.0,16900.0,3800.0,51213.0,20875.0,1000.0,300.0,3000.0,,141100.0,110750.0,2270000.0,610.0,37000.0,13958.0,245700.0,676.0,160.0,15000.0,1744835.0,262700.0,36181.0,343.0,41790.0,2503.0,46000.0,9000.0,,,12503.0,,31599.0,1480.0,1444093.0,1270.0,194400.0,-1.0,34650.0,,2361470.0,87200.0,,782000.0,18820.0,100.0,2633.0,127347.0,,4500.0,165000.0,,91470.0,18800.0,250.0,70500.0,1350.0,,2600.0,-1.0,,7358.0,64600.0,2000.0,-1.0,40000.0,,15300.0,15215.0,232.0,22489.0,68935.0,78774.0,15000.0,17616.0,48800.0,1000.0,4560.0,466736.0,-1.0,2550.0
1976,900.0,12000.0,1200.0,,310.0,35490.0,64082.0,151500.0,-1.0,,7900.0,274.0,3500.0,128226.0,2500.0,1000.0,1905.0,290.0,509905.0,130000.0,79200.0,35490.0,,-1.0,80000.0,2200.0,6000.0,115000.0,5263900.0,463.0,7900.0,,570000.0,337900.0,,18000.0,25000.0,29983.0,2510.0,16301.0,24200.0,9351.0,,14000.0,7735.0,315800.0,459000.0,,230000.0,17500.0,3800.0,43170.0,23845.0,1200.0,234.0,3200.0,,143000.0,113400.0,1873000.0,559.0,45000.0,13318.0,287100.0,681.0,190.0,15000.0,1696059.0,150700.0,40841.0,436.0,54195.0,1976.0,74000.0,9100.0,,,12721.0,,23336.0,1910.0,1231500.0,1150.0,176900.0,-1.0,61108.0,,1961864.0,72686.0,,734000.0,12760.0,150.0,3707.0,192430.0,,5000.0,165000.0,,88864.0,23500.0,200.0,65400.0,1350.0,,2700.0,-1.0,,7570.0,98100.0,3000.0,-1.0,54750.0,,14290.0,18170.0,268.0,20612.0,55657.0,79950.0,15300.0,18615.0,49000.0,1200.0,2616.0,410836.0,-1.0,2660.0
1977,900.0,9000.0,1300.0,,240.0,31918.0,72441.0,105558.0,-1.0,,7900.0,499.0,4949.0,60753.0,2500.0,1000.0,1711.0,338.0,320721.0,130000.0,82300.0,31918.0,,-1.0,95000.0,1300.0,5800.0,120000.0,6087100.0,1568.0,8400.0,,683000.0,600000.0,32.0,20000.0,26000.0,33288.0,2540.0,14456.0,24000.0,11228.0,,16226.0,11377.0,319500.0,603000.0,,228500.0,18000.0,3800.0,51683.0,20158.0,1250.0,215.0,3400.0,,100000.0,81000.0,1978000.0,508.0,29500.0,15055.0,267100.0,704.0,327.0,15000.0,1685100.0,244800.0,46181.0,371.0,46580.0,1584.0,47546.0,9500.0,,,12945.0,,27692.0,2230.0,518956.0,1094.0,192600.0,-1.0,64246.0,,2055056.0,57073.0,,1032000.0,8360.0,200.0,1641.0,140909.0,,5600.0,174000.0,,77056.0,22500.0,250.0,68900.0,1400.0,,2800.0,-1.0,,7790.0,90800.0,3000.0,-1.0,50000.0,,16045.0,24746.0,100.0,22996.0,60875.0,80730.0,15300.0,7363.0,48800.0,1250.0,3447.0,422855.0,-1.0,2700.0
1978,800.0,6000.0,1400.0,,210.0,38950.0,45473.0,127531.0,-1.0,,7920.0,400.0,7030.0,33550.0,2000.0,1000.0,1537.0,234.0,325007.0,125000.0,96800.0,38950.0,,-1.0,87600.0,2600.0,5600.0,87679.0,6208200.0,2056.0,9257.0,,745000.0,371000.0,,20000.0,20000.0,25993.0,2610.0,17820.0,21800.0,11589.0,,24803.0,15998.0,306600.0,701000.0,,164358.0,15000.0,4000.0,74074.0,14490.0,1300.0,140.0,3600.0,,133400.0,83000.0,2377000.0,356.0,35000.0,14283.0,115159.0,720.0,310.0,15000.0,1792762.0,320900.0,37756.0,480.0,34015.0,1589.0,45000.0,6300.0,,,12740.0,,28023.0,2460.0,1061082.0,1428.0,187200.0,-1.0,63727.0,,2469184.0,73858.0,,806000.0,26030.0,250.0,2251.0,113599.0,,6300.0,170000.0,,92184.0,21500.0,131.0,62100.0,1400.0,,2800.0,-1.0,,10337.0,85400.0,3200.0,-1.0,52000.0,,11795.0,23025.0,76.0,25661.0,109613.0,81537.0,15000.0,3934.0,49800.0,1300.0,4262.0,464324.0,-1.0,2750.0
1979,1000.0,4000.0,1500.0,,160.0,62339.0,50325.0,109087.0,-1.0,,7950.0,900.0,7760.0,22000.0,220.0,1000.0,1353.0,286.0,461557.0,130000.0,88468.0,62339.0,,-1.0,93800.0,2500.0,5501.0,121898.0,5768000.0,2513.0,17130.0,,746000.0,671000.0,,20000.0,20000.0,27012.0,2660.0,24122.0,23300.0,13458.0,,33868.0,15813.0,317700.0,507000.0,,145554.0,15000.0,4000.0,37800.0,18228.0,1350.0,100.0,3000.0,,66900.0,107000.0,2822000.0,305.0,35000.0,15708.0,155000.0,750.0,300.0,15000.0,1800065.0,203000.0,49246.0,400.0,40220.0,1542.0,52000.0,8300.0,,,15000.0,,27000.0,2100.0,676000.0,1082.0,80000.0,-1.0,66102.0,,2907881.0,77831.0,,858000.0,27360.0,300.0,1724.0,107535.0,,6700.0,170000.0,,85881.0,20500.0,242.0,66900.0,1400.0,,2800.0,-1.0,,14408.0,81100.0,600.0,-1.0,57500.0,,15300.0,23428.0,51.0,25089.0,59531.0,82352.0,15000.0,6100.0,51700.0,1350.0,4514.0,390160.0,-1.0,2800.0
1980,2100.0,3000.0,1600.0,,120.0,38939.0,57380.0,128797.0,-1.0,,7970.0,680.0,7933.0,16000.0,1400.0,1000.0,1460.0,210.0,482849.0,133000.0,126100.0,38939.0,,-1.0,98600.0,2500.0,4661.0,123490.0,5005000.0,2278.0,13642.0,,837000.0,294286.0,,20000.0,26000.0,25540.0,2720.0,24488.0,16441.0,12619.0,,34700.0,12692.0,337100.0,471000.0,,144098.0,13863.0,4000.0,46400.0,19360.0,1400.0,100.0,3500.0,,60200.0,142200.0,3600000.0,305.0,30000.0,15600.0,125760.0,443.0,280.0,15000.0,1044500.0,377600.0,49894.0,200.0,39075.0,1271.0,54000.0,10000.0,,,13200.0,,30000.0,1980.0,523003.0,1071.0,70000.0,-1.0,62839.0,,3686127.0,53943.0,,712000.0,34840.0,300.0,1206.0,77675.0,,7200.0,177000.0,,86127.0,19500.0,242.0,54800.0,1500.0,,3000.0,-1.0,,22050.0,95200.0,700.0,-1.0,41000.0,,16580.0,25700.0,45.0,11428.0,73061.0,83900.0,10000.0,7084.0,51377.0,1400.0,5077.0,342205.0,-1.0,2800.0
1981,1700.0,6000.0,1650.0,,100.0,43187.0,72169.0,146519.0,-1.0,,5000.0,700.0,8654.0,15240.0,1975.0,1000.0,1708.0,339.0,354951.0,130000.0,101800.0,43187.0,,-1.0,86100.0,3600.0,4700.0,124619.0,7223000.0,2084.0,12671.0,,836000.0,242857.0,,19000.0,36000.0,25500.0,2750.0,27641.0,34340.0,8106.0,,35200.0,9186.0,347600.0,530000.0,,133184.0,14404.0,1200.0,35700.0,17265.0,1450.0,400.0,4200.0,,108900.0,125900.0,3826000.0,965.0,30000.0,17590.0,129600.0,574.0,280.0,15000.0,1806130.0,332800.0,42977.0,200.0,32930.0,637.0,56000.0,12000.0,,,13000.0,,26000.0,1530.0,872319.0,1854.0,90000.0,-1.0,51800.0,,3907713.0,77667.0,,738000.0,40700.0,300.0,1264.0,118797.0,,6700.0,180000.0,,81713.0,25500.0,197.0,61100.0,1500.0,,4000.0,-1.0,,25810.0,106300.0,1200.0,-1.0,57000.0,,20100.0,36158.0,181.0,7723.0,87681.0,84100.0,10000.0,7400.0,52257.0,1450.0,7062.0,437616.0,-1.0,2800.0
