,USSR,Cambodia,Vanuatu,Eritrea,Fiji,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Lao People's Democratic Republic,Zambia,Botswana,Papua New Guinea,Peru,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Lebanon,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Cyprus,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,South Africa,Philippines,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,South Sudan,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Timor-Leste,Saudi Arabia,Somalia,Namibia,Georgia,Nicaragua,Viet Nam,Mauritania,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
2004,,21543.0,2600.0,754.0,281.0,32451.0,76448.0,64868.0,77.0,20715.0,21000.0,1768.0,12404.0,60000.0,483.0,960.0,6171.0,268.0,236488.0,90232.0,159000.0,32451.0,-1.0,10.0,385103.0,1834.0,122.0,139500.0,6774400.0,2572.0,19667.0,-1.0,1469000.0,292950.0,0.0,49997.0,,191846.0,3841.0,34870.0,1696.0,1736.0,740.0,22000.0,8257.0,363850.0,3250000.0,,161044.0,23000.0,5700.0,2846.0,18300.0,766.0,,3600.0,200.0,135697.0,389649.0,14342000.0,1330.0,19000.0,10785.0,225720.0,1551.0,29.0,12695.0,1945090.0,115000.0,27087.0,34000.0,34600.0,4300.0,331660.0,9800.0,,,23000.0,214.0,34075.0,-1.0,602621.0,610.0,221000.0,840.0,151666.0,7220.0,14410302.0,245307.0,,790000.0,51520.0,77.0,1180.0,64157.0,368.0,17000.0,153414.0,4269.0,68302.0,24100.0,1264.0,21300.0,4236.0,3961.0,9460.0,242.0,654.0,149097.0,469000.0,400.0,28.0,80000.0,21.0,13738.0,33180.0,310.0,963.0,98940.0,257210.0,91128.0,7930.0,65280.0,766.0,7000.0,946290.0,25.0,4895.0
2005,,22629.0,2500.0,2485.0,286.0,32000.0,69129.0,66595.0,113.0,29053.0,21000.0,1745.0,26990.0,74218.0,576.0,1200.0,6154.0,146.0,315239.0,93000.0,139100.0,32000.0,,5.0,486255.0,2111.0,140.0,145400.0,7993300.0,3175.0,16651.0,-1.0,1467000.0,444800.0,0.0,66001.0,,199560.0,3986.0,33448.0,1700.0,1733.0,1115.0,24300.0,6604.0,368110.0,3478000.0,,279503.0,22900.0,5500.0,2951.0,24500.0,787.0,,3000.0,200.0,107000.0,420000.0,14341531.0,1340.0,24379.0,10099.0,346448.0,1550.0,32.0,11933.0,2208930.0,64000.0,28437.0,34000.0,38053.0,4018.0,293870.0,9700.0,,,26000.0,215.0,38880.0,-1.0,703373.0,231.0,225000.0,880.0,140329.0,9040.0,14395479.0,220525.0,,520000.0,47000.0,78.0,1200.0,57754.0,322.0,16700.0,141078.0,3304.0,53948.0,25100.0,1361.0,21400.0,4302.0,4000.0,8500.0,47.0,352.0,173523.0,489300.0,700.0,23.0,85000.0,21.0,14227.0,34000.0,310.0,801.0,72853.0,275222.0,104730.0,9040.0,67239.0,787.0,7000.0,1039350.0,25.0,5009.0
2006,,23811.0,2450.0,2311.0,300.0,24508.0,73900.0,64648.0,102.0,34150.0,24896.0,1879.0,27600.0,84010.0,570.0,1200.0,6817.0,88.0,249916.0,85977.0,135900.0,24508.0,-1.0,5.0,420016.0,2814.0,249.0,146100.0,4863500.0,3413.0,16700.0,-1.0,1470000.0,347323.0,0.0,57000.0,,183970.0,3950.0,39285.0,803.0,1662.0,3022.0,24300.0,6354.0,368740.0,3825000.0,,265549.0,23400.0,7000.0,2522.0,16230.0,823.0,,3600.0,84.0,114500.0,520000.0,12738000.0,1020.0,22000.0,9020.0,414046.0,1580.0,56.0,11206.0,1575980.0,74000.0,29151.0,32000.0,41858.0,4100.0,350000.0,9200.0,,,23000.0,217.0,37980.0,-1.0,460481.0,381.0,230000.0,900.0,99382.0,9388.0,12809561.0,215447.0,,555000.0,38240.0,81.0,1180.0,83170.0,326.0,17000.0,203071.0,2995.0,71561.0,25600.0,1459.0,20000.0,5128.0,4000.0,5000.0,145.0,88.0,145654.0,462500.0,800.0,21.0,77454.0,27.0,14210.0,36000.0,300.0,1315.0,68242.0,294494.0,115200.0,9820.0,69239.0,823.0,7000.0,1024000.0,25.0,5100.0
2007,,30000.0,2550.0,6327.0,295.0,17587.0,83400.0,53559.0,98.0,51080.0,29908.0,1858.0,35070.0,55215.0,256.0,1250.0,6715.0,64.0,263440.0,102932.0,147676.0,17587.0,-1.0,3.0,464320.0,2586.0,75.0,156374.0,9182500.0,3728.0,17000.0,-1.0,1384400.0,600035.0,0.0,66660.0,,217580.0,4095.0,35950.0,823.0,1516.0,1539.0,27000.0,6960.0,369370.0,2847373.0,,324187.0,23900.0,7668.0,3147.0,22380.0,850.0,,3626.0,82.0,72557.0,301770.0,13027478.0,910.0,24709.0,9921.0,449123.0,3378.0,45.0,10000.0,1696728.0,58000.0,31205.0,28000.0,32000.0,3620.0,408058.0,9500.0,,,23000.0,225.0,45910.0,-1.0,331195.0,290.0,235000.0,840.0,114460.0,7000.0,13079363.0,244922.0,,564000.0,49610.0,80.0,1200.0,126768.0,306.0,18000.0,261810.0,3319.0,51885.0,25646.0,1557.0,18800.0,4665.0,4000.0,5500.0,329.0,23.0,156750.0,510000.0,800.0,9.0,86409.0,30.0,13900.0,36000.0,300.0,1094.0,82809.0,304805.0,57448.0,9840.0,69256.0,850.0,7000.0,1087900.0,25.0,5300.0
2008,,25470.0,2200.0,550.0,298.0,24300.0,85500.0,53015.0,99.0,44685.0,17126.0,1904.0,32690.0,70527.0,1160.0,1300.0,6541.0,17.0,312802.0,102520.0,308510.0,24300.0,,10.0,548342.0,2634.0,99.0,159501.0,7168100.0,2825.0,17500.0,-1.0,1353600.0,625349.0,0.0,91925.0,,208835.0,3798.0,42648.0,706.0,1000.0,1342.0,26000.0,7459.0,370000.0,2872740.0,,388383.0,28200.0,8556.0,2454.0,18770.0,914.0,,3723.0,179.0,109641.0,470100.0,14286100.0,269.0,46460.0,11472.0,484199.0,3387.0,42.0,9938.0,2341630.0,88800.0,30247.0,6000.0,34000.0,3249.0,340770.0,9200.0,,,23000.0,210.0,44268.0,-1.0,731210.0,320.0,229636.0,900.0,115562.0,7000.0,14341175.0,346292.0,,716000.0,41010.0,81.0,1300.0,80000.0,283.0,20000.0,243215.0,3222.0,55075.0,16737.0,1651.0,19400.0,4497.0,4000.0,6374.0,370.0,20.0,198951.0,530200.0,800.0,24.0,85274.0,31.0,13769.0,29988.0,310.0,1326.0,80735.0,315107.0,59720.0,10250.0,81015.0,914.0,7000.0,1202200.0,30.0,5200.0
2009,,21812.0,2550.0,1262.0,301.0,19346.0,53200.0,45715.0,63.0,46425.0,21454.0,1973.0,35163.0,120564.0,1539.0,1310.0,8461.0,27.0,255662.0,97000.0,253497.0,19346.0,,15.0,517449.0,3158.0,100.0,162691.0,5428500.0,2704.0,19000.0,-1.0,1364700.0,605491.0,0.0,110828.0,,198012.0,4161.0,44528.0,657.0,2000.0,4913.0,21500.0,10201.0,370631.0,2977620.0,,300624.0,29100.0,8031.0,3917.0,14574.0,968.0,,3634.0,120.0,121950.0,526040.0,14707929.0,238.0,30696.0,15353.0,503175.0,3387.0,35.0,9539.0,1674500.0,99500.0,30978.0,19000.0,26000.0,3293.0,347970.0,8000.0,,,26000.0,216.0,47160.0,-1.0,1032651.0,587.0,257967.0,904.0,132069.0,8000.0,14764870.0,330624.0,,942000.0,51690.0,81.0,1500.0,78570.0,427.0,18000.0,275176.0,3057.0,56941.0,16123.0,1742.0,20300.0,6258.0,3108.0,7077.0,400.0,59.0,167371.0,510900.0,860.0,50.0,90081.0,31.0,13315.0,22590.0,300.0,651.0,85502.0,300098.0,70049.0,13070.0,84952.0,968.0,7000.0,1304829.0,40.0,4800.0
2010,,21957.0,2531.0,2013.0,303.0,27400.0,67803.0,45344.0,91.0,71607.0,10894.0,2044.0,50945.0,163733.0,1826.0,1319.0,6860.0,32.0,261455.0,157685.0,406245.0,27400.0,,14.0,1103314.0,5171.0,58.0,140000.0,8265000.0,2007.0,18388.0,-1.0,1267054.0,611040.0,0.0,115164.0,,202906.0,4154.0,46496.0,578.0,2000.0,4757.0,27254.0,13991.0,387734.0,3799240.0,,314458.0,29100.0,8222.0,3830.0,13037.0,1023.0,,3620.0,130.0,137631.0,530887.0,15644000.0,243.0,36177.0,14369.0,536187.0,3280.0,57.0,9151.0,1885510.0,88000.0,29624.0,10000.0,30000.0,2945.0,465290.0,9227.0,,,22000.0,218.0,53467.0,-1.0,1286856.0,556.0,275767.0,915.0,154403.0,7000.0,15709036.0,340166.0,,762500.0,49560.0,81.0,1586.0,136719.0,167.0,18058.0,297487.0,3385.0,65036.0,15861.0,1829.0,16200.0,1567.0,2000.0,7146.0,334.0,111.0,180250.0,487200.0,870.0,16.0,97310.0,30.0,12809.0,26564.0,255.0,1013.0,81485.0,332081.0,81457.0,14350.0,90227.0,1023.0,7000.0,1362452.0,41.0,5015.0
2011,,22836.0,2581.0,2176.0,300.0,18392.0,87894.0,47837.0,99.0,103478.0,12803.0,2106.0,70195.0,278775.0,833.0,1341.0,6035.0,26.0,311409.0,95700.0,395669.0,18392.0,,14.0,569929.0,4385.0,224.0,160000.0,6964000.0,2643.0,19182.0,200.0,958524.0,701535.0,0.0,161116.0,,206574.0,4223.0,47369.0,507.0,1000.0,5416.0,30603.0,10854.0,393901.0,2962627.0,,524000.0,28744.0,8450.0,4252.0,11892.0,1081.0,,3610.0,130.0,83858.0,465103.0,16046000.0,248.0,35431.0,14756.0,564230.0,3224.0,53.0,8695.0,1659510.0,64250.0,29734.0,10888.0,31000.0,2808.0,651397.0,9470.0,,,17000.0,219.0,53664.0,-1.0,527528.0,499.0,327000.0,919.0,131790.0,7000.0,16114231.0,265322.0,,1185000.0,39710.0,81.0,1685.0,97504.0,194.0,18360.0,325215.0,3037.0,68231.0,11618.0,1910.0,20300.0,4071.0,2193.0,7428.0,199.0,121.0,184285.0,468418.0,864.0,19.0,90416.0,30.0,12874.0,24032.0,211.0,1010.0,79827.0,352779.0,83068.0,16900.0,91844.0,1081.0,7000.0,1399625.0,25.0,5100.0
2012,,30299.0,2573.0,2172.0,325.0,22600.0,81330.0,47680.0,100.0,124419.0,24639.0,2056.0,46020.0,113025.0,200.0,1368.0,6006.0,38.0,334224.0,112913.0,291763.0,22600.0,,10.0,1297712.0,3082.0,1449.0,149264.0,4695000.0,2701.0,19492.0,223.0,864458.0,685722.0,0.0,66616.0,,205419.0,4266.0,43636.0,615.0,2465.0,6914.0,36353.0,9939.0,405277.0,3313500.0,1032000.0,478870.0,26283.0,9000.0,3899.0,13101.0,1100.0,,3700.0,140.0,119614.0,475056.0,16800000.0,234.0,45214.0,11638.0,633799.0,3390.0,37.0,5800.0,3063510.0,59000.0,29134.0,5448.0,33000.0,2728.0,810000.0,9963.0,105000.0,,17000.0,220.0,51944.0,-1.0,692572.0,723.0,295000.0,926.0,129109.0,7000.0,16856845.0,310759.0,,,36348.0,80.0,2000.0,72623.0,206.0,18330.0,368081.0,2778.0,56845.0,12983.0,2000.0,17300.0,3998.0,2000.0,7711.0,205.0,121.0,200000.0,468402.0,815.0,19.0,122780.0,33.0,16751.0,25700.0,210.0,4528.0,114846.0,357867.0,84748.0,21410.0,93490.0,1100.0,7000.0,843500.0,25.0,6000.0
2013,,27400.0,2589.0,2199.0,350.0,21837.0,100788.0,43764.0,99.0,112088.0,94072.0,2061.0,54805.0,106792.0,112.0,1395.0,6422.0,33.0,389783.0,117000.0,342772.0,21837.0,,7.0,965162.0,2150.0,2051.0,162000.0,9472000.0,2832.0,20051.0,280.0,701680.0,1025857.0,0.0,192028.0,,204796.0,4334.0,38903.0,534.0,2507.0,7063.0,46154.0,10875.0,413342.0,2474530.0,1767000.0,515333.0,26138.0,10000.0,5279.0,15389.0,1300.0,,4000.0,30.0,93862.0,408814.0,16972156.0,271.0,41297.0,14414.0,635947.0,3492.0,45.0,5800.0,1892920.0,41500.0,29091.0,5834.0,33000.0,2680.0,1425000.0,10243.0,120000.0,,17000.0,220.0,49791.0,-1.0,677456.0,431.0,295306.0,933.0,149762.0,7000.0,17018965.0,349688.0,,,38790.0,80.0,1800.0,68918.0,100.0,18401.0,380800.0,2753.0,46809.0,17799.0,2000.0,16200.0,4083.0,2050.0,7993.0,201.0,121.0,214285.0,492005.0,825.0,17.0,128265.0,34.0,20045.0,29997.0,240.0,3535.0,99849.0,363028.0,86443.0,27490.0,95166.0,1300.0,7000.0,853000.0,24.0,6500.0
2014,,25900.0,2606.0,2226.0,340.0,15900.0,86663.0,39670.0,98.0,103706.0,56149.0,2111.0,59250.0,143591.0,553.0,1423.0,6246.0,31.0,402626.0,140124.0,403422.0,15900.0,,0.0,791088.0,1757.0,2676.0,157000.0,6557000.0,2465.0,20651.0,250.0,638896.0,1165924.0,0.0,252480.0,,183438.0,4368.0,40663.0,1564.0,2098.0,7165.0,36923.0,12402.0,421568.0,3413100.0,1767000.0,509363.0,25967.0,10091.0,5307.0,17067.0,1300.0,,3748.0,8.0,80650.0,426280.0,16481700.0,251.0,41098.0,10181.0,614000.0,3593.0,25.0,5700.0,2353540.0,74500.0,29196.0,5477.0,32000.0,2649.0,1635335.0,9296.0,135000.0,,17000.0,221.0,56439.0,-1.0,669329.0,618.0,295601.0,940.0,144731.0,5000.0,16550213.0,335223.0,,,38376.0,84.0,1700.0,84000.0,111.0,18472.0,296498.0,2909.0,68513.0,15430.0,2042.0,16100.0,4091.0,2043.0,8276.0,199.0,121.0,221340.0,453332.0,817.0,15.0,123600.0,31.0,18100.0,25000.0,237.0,3209.0,96346.0,297000.0,86000.0,25383.0,117692.0,1300.0,8571.0,865900.0,23.0,6638.0
