,USSR,Bahrain,Australia & New Zealand,Australia,Pakistan,Thailand,Ethiopia,South Africa,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Serbia,Slovenia,Montenegro,Argentina,Colombia,Spain,Germany,India,Malta,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,France,Republic of Korea,Egypt,New Zealand,Hungary,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Cyprus,Kazakhstan,Uruguay,Lithuania,Portugal,Netherlands,Guatemala,Cuba,Slovakia,Romania,Turkmenistan,Philippines,Iraq,Czechia,United Republic of Tanzania,Belgium,Luxembourg,Libya,Italy,Qatar,Liechtenstein,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Honduras,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,United Arab Emirates,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Viet Nam,Bosnia and Herzegovina,Russian Federation,Austria,Venezuela (Bolivarian Republic of),Mexico,Ukraine,Kuwait,Bolivia (Plurinational State of),Czechoslovakia,Croatia,Bulgaria,China
1971,4467000.0,60.0,565750.0,548000.0,25100.0,1700.0,,835287.0,115023.0,30000.0,154000.0,52000.0,502295.0,12400.0,,,,2886000.0,9500.0,4017600.0,1084900.0,135000.0,5000.0,2026.0,3280.0,,70209.0,3853000.0,115400.0,24500.0,3000.0,,,1465272.0,,9580758.0,33620.0,128000.0,17750.0,745340.0,,1096000.0,650000.0,62824.0,3623658.0,104000.0,184912.0,,135000.0,,1300000.0,4280.0,2500.0,-1.0,,1111200.0,,,78024.0,,1258.0,,,7450.0,10026000.0,,70.0,,-1.0,,,275600.0,18647.0,910000.0,-1.0,500.0,208864.0,1295000.0,20227.0,66600.0,210.0,242400.0,,293000.0,10.0,-1.0,26000.0,,,,-1.0,,,250000.0,788.0,182280.0,,9.0,13200.0,129852.0,,1058953.0,124227.0
1972,2786000.0,60.0,841092.0,826956.0,22100.0,2000.0,,821811.0,109396.0,35000.0,162000.0,57000.0,564200.0,12800.0,,,,2600000.0,10000.0,4565800.0,1006600.0,138000.0,5000.0,1148.0,3000.0,,56425.0,3434000.0,130900.0,30100.0,3000.0,,,1368000.0,,8997215.0,48057.0,164000.0,14136.0,844390.0,,1139648.0,779000.0,58932.0,2339300.0,101000.0,167640.0,,140000.0,,1187000.0,3700.0,2500.0,-1.0,,1055200.0,,,120000.0,,1677.0,,,8360.0,9458400.0,,70.0,,-1.0,,,264000.0,18155.0,1037000.0,-1.0,800.0,207515.0,761000.0,22745.0,81400.0,210.0,268700.0,,360000.0,20.0,-1.0,28795.0,,,,-1.0,,,369000.0,854.0,190976.0,,11.0,18000.0,152814.0,,933204.0,123745.0
1973,4583000.0,60.0,628200.0,603200.0,28300.0,2100.0,,845888.0,107490.0,35000.0,160000.0,61000.0,495384.0,12160.0,,,,2610000.0,11000.0,6508500.0,1444100.0,140000.0,5000.0,693.0,2780.0,,59881.0,3344000.0,169000.0,34500.0,3000.0,,,1407180.0,,12543626.0,56862.0,166000.0,25000.0,1016000.0,,1449814.0,804000.0,61569.0,3808659.0,115000.0,96520.0,,142000.0,,1557252.0,3200.0,3000.0,-1.0,,1576300.0,,,170000.0,,2097.0,,,10962.0,11842000.0,,110.0,,-1.0,,,282400.0,22244.0,953000.0,-1.0,900.0,147049.0,794000.0,18066.0,77900.0,210.0,271000.0,,385000.0,45.0,-1.0,34973.0,,,,-1.0,,,341912.0,1155.0,217619.0,,11.0,16500.0,197852.0,,1298938.0,133066.0
1974,4608000.0,70.0,576200.0,552200.0,28400.0,2700.0,,739099.0,118533.0,31000.0,180000.0,62000.0,563510.0,13380.0,,,,3528000.0,12000.0,5859600.0,918700.0,90000.0,5000.0,794.0,3710.0,,72430.0,3346800.0,99500.0,27500.0,3000.0,,,1558450.0,,11524000.0,59199.0,227000.0,24000.0,689716.0,,1080261.0,908000.0,64159.0,3809067.0,104000.0,147320.0,,140000.0,,1948000.0,3100.0,3000.0,-1.0,,1087180.0,,,220000.0,,2516.0,,,15272.0,11809000.0,,70.0,,-1.0,,,290000.0,17831.0,808000.0,-1.0,1000.0,249598.0,837000.0,18544.0,74600.0,210.0,294900.0,,407000.0,60.0,-1.0,30682.0,,,,-1.0,,,236719.0,1457.0,237744.0,,12.0,16870.0,137622.0,,1090137.0,122544.0
1975,5400000.0,70.0,752042.0,727800.0,28772.0,2700.0,,874159.0,90000.0,40000.0,171000.0,64000.0,580586.0,14050.0,,,,3100000.0,14000.0,5202100.0,1247500.0,95000.0,6000.0,636.0,10010.0,,76774.0,3247000.0,108900.0,29000.0,3000.0,,,1503870.0,,10000000.0,49878.0,225000.0,24242.0,813121.0,,1029366.0,910000.0,63118.0,3961111.0,123000.0,172720.0,,154282.0,,1302500.0,2600.0,3500.0,-1.0,,1181948.0,,,270000.0,,2935.0,,,12452.0,10916600.0,,100.0,,-1.0,,,257000.0,11100.0,767000.0,-1.0,1100.0,281044.0,587000.0,16475.0,75500.0,200.0,284200.0,,420000.0,80.0,-1.0,61262.0,,,,-1.0,,,384943.0,2077.0,247072.0,,11.0,17700.0,208829.0,,885439.0,139475.0
1976,5442000.0,70.0,738908.0,711900.0,29601.0,2800.0,,890369.0,85000.0,42000.0,139000.0,67000.0,628020.0,14410.0,,,,3760000.0,15000.0,4174900.0,1169000.0,95400.0,4500.0,649.0,11610.0,,80682.0,3080000.0,155700.0,25150.0,3000.0,,,1454170.0,,11100000.0,66488.0,307598.0,27008.0,741809.0,,1204412.0,910000.0,63703.0,3990077.0,117000.0,167640.0,,133196.0,,1318000.0,1900.0,3500.0,-1.0,,1535700.0,,,320000.0,,3355.0,,,13879.0,10546800.0,,100.0,,-1.0,,,249500.0,13688.0,841000.0,-1.0,1300.0,319417.0,518000.0,15861.0,77500.0,210.0,304100.0,,471000.0,100.0,-1.0,41665.0,,,,-1.0,,,413048.0,2880.0,282669.0,,12.0,20755.0,209241.0,,1206956.0,132861.0
1977,4255000.0,79.0,758384.0,728384.0,29222.0,7000.0,,736412.0,80000.0,47000.0,110000.0,64000.0,659690.0,14120.0,,,,3400000.0,16416.0,3575000.0,1402500.0,150630.0,5500.0,427.0,13245.0,,63781.0,3180000.0,168600.0,26410.0,3000.0,,,1424900.0,,7773000.0,57962.0,248000.0,30000.0,919656.0,,1217000.0,917000.0,55009.0,3898850.0,91000.0,155448.0,,104918.0,,949017.0,1800.0,4000.0,-1.0,,1459100.0,,,360000.0,,3774.0,,,15824.0,10113700.0,260.0,90.0,,-1.0,,,242600.0,33802.0,940000.0,-1.0,1500.0,352981.0,370000.0,13724.0,70000.0,220.0,326500.0,,430000.0,124.0,-1.0,42329.0,,,,-1.0,,,369348.0,4359.0,299808.0,,21.0,21000.0,238283.0,,868017.0,104724.0
1978,5498000.0,90.0,728600.0,693600.0,28686.0,9000.0,,907528.0,130000.0,45000.0,105086.0,72000.0,666594.0,15530.0,,,,2800000.0,16615.0,4688000.0,985100.0,166000.0,4000.0,399.0,12100.0,,84290.0,3496000.0,102700.0,16450.0,3000.0,,,1487400.0,,8711000.0,55555.0,274000.0,35000.0,785523.0,,1080000.0,924000.0,51160.0,4142840.0,104000.0,182880.0,,77308.0,,925000.0,1600.0,5000.0,-1.0,,1320649.0,,70.0,423820.0,,4194.0,,,14512.0,11182700.0,260.0,60.0,,-1.0,,,230000.0,45358.0,955000.0,-1.0,1577.0,345776.0,263000.0,17530.0,76300.0,240.0,327700.0,,440000.0,193.0,-1.0,55877.0,,,,-1.0,,,479000.0,4473.0,427113.0,,20.0,25115.0,228913.0,,1100292.0,121530.0
1979,6087000.0,100.0,756400.0,716400.0,29222.0,14600.0,,971479.0,135000.0,49000.0,129000.0,66000.0,703814.0,16300.0,,,,3452505.0,17790.0,7638300.0,1104400.0,182160.0,4500.0,391.0,7970.0,,73313.0,3500000.0,144700.0,14100.0,3000.0,,,1388940.0,,12480000.0,53934.0,242311.0,40000.0,838639.0,,1313000.0,924000.0,50767.0,4525940.0,125700.0,203200.0,,108943.0,,2000000.0,1300.0,6000.0,-1.0,,1486220.0,,96.0,300000.0,,4613.0,,,16000.0,13038900.0,262.0,90.0,,-1.0,,,238900.0,22996.0,1050000.0,-1.0,1636.0,286922.0,386000.0,43448.0,72200.0,260.0,352000.0,,442000.0,199.0,-1.0,62375.0,,,,-1.0,,,395000.0,5172.0,411467.0,,12.0,24555.0,206215.0,,1010262.0,169148.0
1980,6627000.0,100.0,902217.0,865300.0,26193.0,21000.0,,1101580.0,140000.0,55000.0,135000.0,68000.0,445961.0,18000.0,,,,3086772.0,18025.0,6721400.0,625700.0,195850.0,4000.0,420.0,8920.0,,74854.0,3600000.0,109800.0,11460.0,3000.0,,,1521010.0,,10321000.0,56764.0,299131.0,36917.0,898198.0,,1574000.0,1100000.0,56496.0,5075760.0,110000.0,208280.0,,80313.0,,1440000.0,1200.0,8000.0,-1.0,,1236600.0,,96.0,159000.0,,5032.0,,,14152.0,13244500.0,260.0,70.0,,-1.0,,,200000.0,18188.0,1050000.0,-1.0,1938.0,355704.0,407000.0,49932.0,76400.0,270.0,323200.0,,459000.0,21.0,-1.0,56699.0,,,,-1.0,,,439000.0,5477.0,443516.0,,20.0,24175.0,221344.0,,951548.0,159932.0
1981,7208000.0,100.0,782600.0,743400.0,26229.0,18200.0,,1031340.0,150000.0,64641.0,105000.0,70300.0,663149.0,18000.0,,,,2929914.0,20800.0,5402503.0,966500.0,208000.0,3500.0,455.0,8070.0,,73026.0,3700000.0,111600.0,17280.0,3000.0,,,1602190.0,,8610000.0,71724.0,297977.0,39200.0,627881.0,,1313000.0,1372180.0,55034.0,4044390.0,148000.0,213360.0,,135000.0,,1270000.0,1100.0,7000.0,-1.0,,1754729.0,,78.0,201000.0,,5452.0,,,26640.0,10906000.0,270.0,50.0,,-1.0,,,259000.0,25773.0,1100000.0,-1.0,2623.0,409413.0,400000.0,68818.0,83700.0,270.0,309900.0,,455000.0,25.0,-1.0,60537.0,,,,-1.0,,,350000.0,6031.0,598991.0,,18.0,23570.0,139468.0,,1126246.0,216818.0
1982,7837000.0,100.0,934272.0,884922.0,26095.0,14500.0,,1176090.0,161000.0,68265.0,91000.0,79900.0,688928.0,19020.0,,,,3571000.0,21200.0,6028000.0,2079400.0,250000.0,3600.0,478.0,8420.0,,74118.0,3650000.0,238500.0,37600.0,3000.0,,,1569140.0,,11540000.0,94809.0,305664.0,49350.0,1046508.0,,1780000.0,1420653.0,49418.0,5946690.0,186000.0,201168.0,,113993.0,,1471000.0,900.0,5000.0,-1.0,,2192242.0,,99.0,250000.0,,5871.0,,,14704.0,11448600.0,250.0,130.0,,-1.0,,,170000.0,26795.0,1150000.0,-1.0,2500.0,422999.0,255000.0,54737.0,86400.0,270.0,338300.0,,444000.0,34.0,-1.0,44166.0,,,,-1.0,,,700000.0,7240.0,612135.0,,16.0,23315.0,274863.0,,1246212.0,240737.0
1983,6443000.0,100.0,835667.0,768067.0,26405.0,16939.0,,1244790.0,172000.0,72057.0,105000.0,82000.0,577480.0,20923.0,,,,3504470.0,15360.0,5119100.0,1760500.0,237020.0,4000.0,450.0,9045.0,,84791.0,3400000.0,209000.0,28000.0,3000.0,,,1680690.0,,9930000.0,131111.0,344000.0,67600.0,978817.0,,1611000.0,1421065.0,45467.0,5009000.0,247100.0,210000.0,,105165.0,,1214000.0,900.0,5000.0,-1.0,,1711129.0,,194.0,260000.0,,6290.0,,,20770.0,12974700.0,260.0,130.0,,-1.0,,,199200.0,25800.0,1000000.0,-1.0,2322.0,388837.0,315000.0,84316.0,93700.0,300.0,323700.0,,434000.0,64.0,-1.0,42316.0,,,,-1.0,,,528000.0,7447.0,599545.0,,14.0,22805.0,316915.0,,1000230.0,331416.0
1984,8144000.0,100.0,889816.0,840866.0,26900.0,19000.0,,1225330.0,160000.0,82037.0,112000.0,70000.0,603172.0,22388.0,,,,2638509.0,11715.0,5632200.0,1079100.0,270390.0,3400.0,438.0,9500.0,,94208.0,3300000.0,153400.0,27530.0,3000.0,,,1710810.0,,9334000.0,124676.0,357000.0,48950.0,800496.0,,1416280.0,1409205.0,35600.0,4725000.0,294000.0,198500.0,,116794.0,,1210000.0,700.0,5000.0,-1.0,,1751576.0,,239.0,460000.0,,6710.0,,,19196.0,10751200.0,146.0,80.0,,-1.0,,,229900.0,8616.0,900000.0,-1.0,2600.0,400155.0,415000.0,70798.0,91800.0,300.0,310400.0,,418000.0,63.0,-1.0,76777.0,,,,-1.0,,,360000.0,8889.0,539223.0,,12.0,19958.0,234191.0,,1119707.0,364798.0
1985,5751000.0,100.0,967518.0,889638.0,28600.0,22000.0,,1148690.0,170000.0,80924.0,120000.0,80400.0,712182.0,23060.0,,,,2252870.0,15950.0,5450240.0,815000.0,275660.0,3400.0,213.0,9700.0,,76636.0,3300000.0,162300.0,16760.0,3000.0,,,1680468.0,,8970000.0,149912.0,395000.0,77880.0,465959.0,,962254.0,1511654.0,51613.0,5095000.0,361410.0,210000.0,,120000.0,,1383000.0,600.0,5000.0,-1.0,,823800.0,,633.0,440000.0,,7129.0,,,20000.0,9583700.0,128.0,60.0,,-1.0,,,261800.0,26200.0,1000000.0,-1.0,2194.0,486417.0,469000.0,85587.0,80500.0,270.0,311300.0,,408000.0,97.0,-1.0,80073.0,,,,-1.0,,,170000.0,9339.0,592750.0,,12.0,17935.0,36369.0,,905384.0,446997.0
1986,6489000.0,102.0,962457.0,907847.0,29500.0,25489.0,,1055490.0,180000.0,103397.0,106000.0,63700.0,587770.0,21907.0,,,,2563235.0,17572.0,5862500.0,1460000.0,260000.0,3700.0,130.0,9900.0,,89218.0,3000000.0,175800.0,25100.0,3000.0,,,1603384.0,,9474500.0,165470.0,452000.0,54610.0,690640.0,,1549801.0,1541806.0,46787.0,4742400.0,441590.0,151000.0,,120000.0,,1095000.0,1000.0,5000.0,-1.0,,1667400.0,,674.0,450000.0,,7548.0,,,21000.0,11531900.0,111.0,160.0,,-1.0,,,308000.0,23186.0,900000.0,-1.0,1993.0,500500.0,465000.0,69407.0,82300.0,250.0,301900.0,,365000.0,95.0,-1.0,82797.0,,,,-1.0,,,320000.0,9782.0,666669.0,,28.0,19317.0,157848.0,,923567.0,510997.0
1987,5964000.0,105.0,832000.0,783000.0,30500.0,16328.0,,1200800.0,207104.0,129244.0,117000.0,77500.0,554394.0,20681.0,,,,3693546.0,20766.0,6364800.0,1310000.0,251035.0,3900.0,150.0,10000.0,,85704.0,3300000.0,163700.0,20800.0,3000.0,,,1387081.0,,9186000.0,158158.0,510000.0,49000.0,512213.0,,1325000.0,1519526.0,56401.0,4778100.0,641000.0,173000.0,,122000.0,,1525000.0,1000.0,5500.0,-1.0,,969000.0,,664.0,440000.0,,7968.0,,,32290.0,11504770.0,120.0,100.0,,-1.0,,,229000.0,18610.0,963000.0,-1.0,1956.0,432664.0,282000.0,66109.0,89700.0,220.0,307900.0,,360000.0,91.0,-1.0,85525.0,,,,-1.0,,,310000.0,10426.0,516169.0,,25.0,18500.0,102192.0,,942643.0,707109.0
1988,5581000.0,110.0,849814.0,798814.0,31300.0,15494.0,,1237350.0,209851.0,133408.0,130000.0,75200.0,758179.0,21301.0,,,,3191750.0,20768.0,3760400.0,1345000.0,416253.0,4200.0,145.0,10000.0,,84979.0,3350000.0,151900.0,24965.0,4111.0,,,1474232.0,,7218542.0,156070.0,557000.0,51000.0,736042.0,,1185921.0,1742532.0,47352.0,5472200.0,792247.0,198000.0,,139770.0,,535000.0,1000.0,6000.0,-1.0,,1196000.0,,837.0,445000.0,,8387.0,,,33330.0,9545480.0,128.0,100.0,,-1.0,,,197000.0,21535.0,999100.0,-1.0,1752.0,570681.0,301000.0,88148.0,89030.0,250.0,295700.0,,365000.0,91.0,-1.0,92940.0,,,,-1.0,,,472800.0,10968.0,552668.0,,25.0,18000.0,229016.0,,922293.0,880395.0
1989,4984000.0,115.0,918091.0,859165.0,32601.0,19253.0,,1264100.0,217122.0,134660.0,84112.0,79800.0,691972.0,22792.0,,,,2970586.0,18171.0,5033600.0,1956000.0,374535.0,4800.0,157.0,10170.0,,51015.0,3430000.0,227700.0,31326.0,4000.0,,,1588605.0,,7672400.0,156879.0,621000.0,58926.0,580445.0,,1022550.0,1319823.0,65467.0,5380000.0,874245.0,212000.0,,117738.0,,1075000.0,400.0,9500.0,-1.0,,893900.0,,700.0,450000.0,,8806.0,,,34895.0,9449110.0,109.0,120.0,,-1.0,,,257253.0,21841.0,1037000.0,-1.0,1689.0,406800.0,270426.0,104384.0,95600.0,270.0,275100.0,,365000.0,140.0,-1.0,97823.0,,2000.0,,-1.0,,,348400.0,11209.0,502470.0,,25.0,18855.0,166146.0,,742902.0,978629.0
1990,5691400.0,118.0,894432.0,824261.0,32845.0,19147.0,,1317920.0,230000.0,142379.0,77350.0,90700.0,804774.0,22336.0,,,,2342350.0,15913.0,6473800.0,1275000.0,408170.0,5400.0,140.0,10200.0,,55936.0,3500000.0,173900.0,21717.0,4022.0,,,1122435.0,,8205280.0,131324.0,584694.0,70171.0,862974.0,,1109321.0,1423766.0,55431.0,5135600.0,858525.0,156000.0,,123879.0,,1555000.0,500.0,9890.0,-1.0,,953998.0,,600.0,455000.0,,14500.0,,,36565.0,8438000.0,110.0,130.0,,-1.0,,,232000.0,45726.0,1170800.0,-1.0,1723.0,423100.0,262794.0,102692.0,95000.0,299.0,276100.0,,365000.0,113.0,-1.0,101218.0,,2000.0,,-1.0,,,411600.0,12475.0,428898.0,,20.0,18825.0,221449.0,,731384.0,961217.0
1991,4771000.0,120.0,916849.0,851141.0,35475.0,24000.0,,1317770.0,358138.0,138546.0,94700.0,57700.0,648026.0,21889.0,,,,2081620.0,20035.0,5197000.0,1420000.0,412530.0,6300.0,138.0,10200.0,,56650.0,3600000.0,175846.0,13492.0,23951.0,,,1292400.0,,5465540.0,147973.0,526716.0,65708.0,758618.0,,1528141.0,1624153.0,56100.0,5040200.0,915882.0,91200.0,,107757.0,,1385000.0,500.0,10120.0,-1.0,,848456.0,,500.0,380000.0,,14000.0,,,38000.0,9397410.0,53.0,135.0,,-1.0,,,259000.0,39130.0,1186390.0,-1.0,1781.0,487100.0,251370.0,113610.0,70800.0,187.0,270800.0,,365000.0,106.0,-1.0,93406.0,,2000.0,,-1.0,,,402124.0,12996.0,529579.0,,1.0,17688.0,198226.0,,747907.0,1029492.0
