,Kenya,Bolivia (Plurinational State of),Peru,Yemen,Myanmar,Israel,Dominican Republic,Syrian Arab Republic,Bangladesh,Nepal,Ethiopia,Canada,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Zimbabwe,Iraq,Malawi,Togo,Cyprus,Spain,Eritrea,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Sudan,Algeria,Sudan (former),Czechia,Argentina,Uganda,India,Niger,Morocco,Ethiopia PDR,Mexico,Romania,Italy,Egypt,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,Colombia,Libya,Yugoslav SFR,Slovakia,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,Australia,Portugal,Jordan,"China, mainland",Russian Federation,Republic of Moldova,Turkey
1971,-1.0,4762.0,6360.0,-1.0,5314.0,17699.0,10579.0,8123.0,8333.0,6000.0,-1.0,-1.0,-1.0,10072.0,5404.0,-1.0,6353.0,6364.0,-1.0,4933.0,5328.0,-1.0,13152.0,-1.0,-1.0,5747.0,-1.0,5030.0,9524.0,-1.0,10457.0,5000.0,6633.0,-1.0,176.0,7027.0,7772.0,-1.0,10250.0,17972.0,-1.0,-1.0,3667.0,-1.0,4688.0,5370.0,6667.0,-1.0,7122.0,2025.0,-1.0,4454.0,-1.0,-1.0,-1.0,3997.0,8451.0,-1.0,-1.0,-1.0,12091.0
1972,-1.0,4762.0,6886.0,-1.0,5411.0,15818.0,10400.0,8222.0,8305.0,5676.0,-1.0,-1.0,-1.0,9095.0,5291.0,-1.0,6964.0,6364.0,-1.0,2758.0,5938.0,-1.0,9820.0,-1.0,-1.0,4842.0,-1.0,4088.0,9524.0,-1.0,9948.0,4500.0,6421.0,-1.0,6447.0,6944.0,9217.0,-1.0,10509.0,16667.0,-1.0,-1.0,5150.0,-1.0,4688.0,5291.0,6667.0,-1.0,7907.0,3096.0,-1.0,4596.0,-1.0,-1.0,-1.0,3785.0,6389.0,-1.0,-1.0,-1.0,11296.0
1973,-1.0,4762.0,7046.0,-1.0,4289.0,14345.0,10800.0,4065.0,6667.0,5946.0,-1.0,-1.0,-1.0,8898.0,5443.0,-1.0,5445.0,6818.0,-1.0,1525.0,5726.0,-1.0,9675.0,-1.0,-1.0,5678.0,-1.0,3990.0,9524.0,-1.0,9474.0,4600.0,6511.0,-1.0,9377.0,6765.0,10455.0,-1.0,11019.0,17857.0,-1.0,-1.0,4750.0,-1.0,4333.0,5284.0,6667.0,-1.0,6739.0,1875.0,-1.0,2651.0,-1.0,-1.0,-1.0,3936.0,2577.0,-1.0,-1.0,-1.0,10000.0
1974,-1.0,5455.0,7394.0,-1.0,4304.0,15862.0,11000.0,6644.0,6818.0,6053.0,-1.0,-1.0,-1.0,8424.0,5514.0,-1.0,5547.0,6818.0,-1.0,2850.0,5815.0,-1.0,10313.0,-1.0,-1.0,6057.0,-1.0,5042.0,10000.0,-1.0,10066.0,4500.0,5282.0,-1.0,10360.0,6667.0,10045.0,-1.0,10598.0,17001.0,-1.0,-1.0,4884.0,-1.0,4667.0,5401.0,6667.0,-1.0,12502.0,2000.0,-1.0,3626.0,-1.0,-1.0,-1.0,3157.0,7284.0,-1.0,-1.0,-1.0,11143.0
1975,-1.0,5444.0,7692.0,-1.0,5169.0,26612.0,10952.0,4838.0,6923.0,6154.0,-1.0,-1.0,-1.0,9804.0,5521.0,-1.0,6519.0,6522.0,-1.0,5701.0,5086.0,-1.0,8509.0,-1.0,-1.0,6581.0,-1.0,7289.0,8947.0,-1.0,11007.0,5000.0,5702.0,-1.0,6176.0,6151.0,10233.0,-1.0,10846.0,15873.0,-1.0,-1.0,5500.0,-1.0,4800.0,5451.0,8415.0,-1.0,8438.0,3000.0,-1.0,6304.0,-1.0,-1.0,-1.0,3766.0,2645.0,-1.0,-1.0,-1.0,12286.0
1976,-1.0,5465.0,6154.0,-1.0,4992.0,15625.0,10909.0,7513.0,7000.0,6125.0,-1.0,-1.0,-1.0,9024.0,5629.0,-1.0,5250.0,6809.0,-1.0,7589.0,5345.0,-1.0,9935.0,-1.0,-1.0,6844.0,-1.0,7633.0,9328.0,-1.0,10418.0,2429.0,7067.0,-1.0,5126.0,5363.0,6933.0,-1.0,10982.0,17317.0,-1.0,-1.0,6250.0,-1.0,4800.0,5780.0,8729.0,-1.0,16667.0,2632.0,-1.0,3859.0,-1.0,-1.0,-1.0,3575.0,2198.0,-1.0,-1.0,-1.0,12409.0
1977,-1.0,5471.0,8282.0,-1.0,6077.0,18301.0,10870.0,6075.0,6545.0,6000.0,-1.0,-1.0,-1.0,8254.0,5933.0,-1.0,6131.0,6800.0,-1.0,9118.0,5525.0,-1.0,10521.0,-1.0,-1.0,5649.0,-1.0,7552.0,9286.0,-1.0,9364.0,2727.0,6802.0,-1.0,2587.0,7111.0,10763.0,-1.0,9993.0,17099.0,-1.0,-1.0,5378.0,-1.0,3810.0,5680.0,6748.0,-1.0,20000.0,2727.0,-1.0,6034.0,-1.0,-1.0,-1.0,3217.0,4126.0,-1.0,-1.0,-1.0,13043.0
1978,-1.0,5543.0,7316.0,-1.0,6005.0,10695.0,10870.0,6703.0,7500.0,6200.0,-1.0,-1.0,-1.0,9100.0,5582.0,-1.0,4035.0,6800.0,-1.0,9118.0,6356.0,-1.0,9408.0,-1.0,-1.0,6140.0,-1.0,5252.0,9310.0,-1.0,9649.0,2609.0,6784.0,-1.0,5401.0,7187.0,10874.0,-1.0,11055.0,16674.0,-1.0,-1.0,5106.0,-1.0,4800.0,5778.0,6438.0,-1.0,10000.0,2600.0,-1.0,4968.0,-1.0,-1.0,-1.0,3661.0,2809.0,-1.0,-1.0,-1.0,12202.0
1979,-1.0,5900.0,7252.0,-1.0,5930.0,9194.0,10833.0,6130.0,7480.0,6000.0,-1.0,-1.0,-1.0,9943.0,4392.0,-1.0,6400.0,6800.0,-1.0,7176.0,6233.0,-1.0,7236.0,-1.0,-1.0,7374.0,-1.0,4030.0,9310.0,-1.0,7778.0,3333.0,7445.0,-1.0,10300.0,8118.0,11728.0,-1.0,11485.0,15091.0,-1.0,-1.0,4864.0,-1.0,4783.0,5556.0,10389.0,-1.0,10000.0,2692.0,-1.0,5580.0,-1.0,-1.0,-1.0,3596.0,1600.0,-1.0,-1.0,-1.0,11250.0
1980,-1.0,5795.0,6253.0,-1.0,5421.0,13743.0,10800.0,8029.0,6641.0,6000.0,-1.0,-1.0,-1.0,10245.0,2777.0,-1.0,5405.0,6667.0,-1.0,7598.0,6737.0,-1.0,7973.0,-1.0,-1.0,6455.0,-1.0,3762.0,11905.0,-1.0,8333.0,6667.0,4805.0,-1.0,6806.0,8815.0,11380.0,-1.0,11786.0,15169.0,-1.0,-1.0,3846.0,-1.0,4783.0,5476.0,10000.0,-1.0,12000.0,2778.0,-1.0,5639.0,-1.0,-1.0,-1.0,3684.0,5773.0,-1.0,-1.0,-1.0,11458.0
1981,-1.0,7045.0,8063.0,-1.0,6845.0,16129.0,10769.0,7488.0,6328.0,6091.0,-1.0,-1.0,-1.0,11135.0,3997.0,-1.0,7196.0,6667.0,-1.0,7036.0,3976.0,-1.0,8716.0,-1.0,-1.0,6193.0,-1.0,3888.0,11905.0,-1.0,8298.0,5000.0,6573.0,-1.0,1875.0,7934.0,10003.0,-1.0,12171.0,15880.0,-1.0,-1.0,4507.0,-1.0,4783.0,5250.0,10000.0,-1.0,12500.0,2778.0,-1.0,3962.0,-1.0,-1.0,-1.0,2614.0,7518.0,-1.0,-1.0,-1.0,11750.0
1982,-1.0,6707.0,8236.0,-1.0,8433.0,12842.0,10769.0,6587.0,6724.0,6034.0,-1.0,-1.0,-1.0,10673.0,3258.0,-1.0,7389.0,6316.0,-1.0,6828.0,5970.0,-1.0,9467.0,-1.0,-1.0,7267.0,-1.0,2690.0,9333.0,-1.0,8636.0,6000.0,5900.0,-1.0,8408.0,7341.0,10723.0,-1.0,11174.0,15417.0,-1.0,-1.0,5383.0,-1.0,4783.0,5405.0,10000.0,-1.0,12000.0,3226.0,-1.0,4045.0,-1.0,-1.0,-1.0,3234.0,7400.0,-1.0,-1.0,-1.0,11429.0
1983,-1.0,6405.0,14030.0,-1.0,8120.0,12857.0,10769.0,7937.0,7373.0,6000.0,-1.0,-1.0,-1.0,9886.0,5499.0,-1.0,7645.0,6271.0,-1.0,6639.0,5441.0,-1.0,10225.0,11613.0,-1.0,4965.0,-1.0,2437.0,10714.0,-1.0,10625.0,8000.0,7150.0,-1.0,8634.0,8797.0,11386.0,-1.0,11350.0,14224.0,-1.0,-1.0,5342.0,-1.0,4783.0,5000.0,7002.0,-1.0,11739.0,3750.0,-1.0,4137.0,-1.0,-1.0,11613.0,2873.0,4835.0,-1.0,-1.0,-1.0,8670.0
1984,-1.0,6297.0,11744.0,-1.0,8929.0,8614.0,10645.0,6729.0,7661.0,6000.0,-1.0,-1.0,-1.0,10432.0,5675.0,-1.0,6849.0,6289.0,-1.0,8696.0,6735.0,-1.0,10353.0,9219.0,-1.0,4724.0,-1.0,2627.0,8571.0,-1.0,7862.0,8000.0,6633.0,-1.0,4777.0,7322.0,12830.0,-1.0,12803.0,14419.0,-1.0,-1.0,4595.0,-1.0,4783.0,5000.0,8352.0,-1.0,10833.0,3333.0,-1.0,5822.0,-1.0,-1.0,9219.0,5287.0,4629.0,-1.0,-1.0,-1.0,9753.0
1985,-1.0,6601.0,9469.0,-1.0,8212.0,13109.0,11091.0,6353.0,7456.0,6180.0,-1.0,-1.0,-1.0,11423.0,5166.0,-1.0,7645.0,6061.0,-1.0,8696.0,6344.0,-1.0,11121.0,13788.0,-1.0,3984.0,-1.0,3220.0,11000.0,-1.0,10857.0,8000.0,6607.0,-1.0,5933.0,5146.0,10391.0,-1.0,12566.0,16250.0,-1.0,-1.0,7692.0,-1.0,4783.0,5000.0,9399.0,-1.0,12750.0,3429.0,-1.0,8133.0,-1.0,-1.0,13788.0,5165.0,5498.0,-1.0,-1.0,-1.0,10028.0
1986,-1.0,6714.0,10431.0,-1.0,9094.0,14799.0,10783.0,7228.0,7486.0,6186.0,-1.0,-1.0,-1.0,11800.0,5673.0,-1.0,8593.0,3932.0,-1.0,8621.0,6394.0,-1.0,11897.0,9246.0,-1.0,5875.0,-1.0,3159.0,10345.0,-1.0,8378.0,4500.0,7416.0,-1.0,8571.0,6697.0,10977.0,-1.0,11373.0,17143.0,-1.0,-1.0,6818.0,-1.0,4783.0,4483.0,12598.0,-1.0,12500.0,3333.0,-1.0,7063.0,-1.0,-1.0,9246.0,5536.0,5112.0,-1.0,-1.0,-1.0,11814.0
1987,-1.0,6711.0,8603.0,-1.0,8756.0,14694.0,10870.0,5117.0,7880.0,6792.0,-1.0,-1.0,-1.0,11038.0,4556.0,-1.0,7536.0,4341.0,-1.0,11194.0,7194.0,-1.0,12680.0,9853.0,-1.0,5142.0,-1.0,3716.0,10667.0,-1.0,10000.0,5000.0,6489.0,-1.0,7939.0,7345.0,12325.0,-1.0,11569.0,17193.0,-1.0,-1.0,8000.0,-1.0,4783.0,5600.0,10061.0,-1.0,12499.0,3571.0,-1.0,10030.0,-1.0,-1.0,9853.0,5749.0,7918.0,-1.0,-1.0,-1.0,11063.0
1988,-1.0,6875.0,7314.0,15035.0,9371.0,11368.0,10833.0,6618.0,7237.0,5261.0,-1.0,-1.0,-1.0,11426.0,4527.0,-1.0,8400.0,4375.0,-1.0,9474.0,7414.0,-1.0,13447.0,12728.0,-1.0,3650.0,-1.0,2796.0,10452.0,-1.0,13294.0,5000.0,6287.0,-1.0,7658.0,7720.0,11174.0,-1.0,10636.0,16804.0,-1.0,-1.0,5814.0,-1.0,4783.0,5952.0,10285.0,-1.0,12114.0,3286.0,-1.0,5360.0,-1.0,-1.0,12728.0,5487.0,10739.0,-1.0,-1.0,-1.0,10057.0
1989,-1.0,6625.0,6720.0,14379.0,7803.0,15996.0,10833.0,3824.0,6438.0,5928.0,-1.0,-1.0,-1.0,11718.0,4656.0,-1.0,7547.0,4085.0,-1.0,9231.0,7406.0,-1.0,14118.0,11750.0,-1.0,3593.0,-1.0,5016.0,6250.0,-1.0,7500.0,5000.0,7532.0,-1.0,7010.0,6756.0,12822.0,-1.0,9249.0,17714.0,-1.0,-1.0,6454.0,-1.0,4783.0,5556.0,7618.0,-1.0,11912.0,3750.0,-1.0,5310.0,-1.0,-1.0,11750.0,5768.0,6040.0,-1.0,-1.0,-1.0,8580.0
1990,-1.0,6629.0,7058.0,15614.0,7518.0,11873.0,12130.0,5171.0,6817.0,5896.0,-1.0,-1.0,-1.0,10186.0,5427.0,6061.0,6502.0,3758.0,-1.0,8333.0,8376.0,-1.0,10652.0,10724.0,-1.0,4808.0,-1.0,4402.0,9333.0,-1.0,7500.0,5000.0,6518.0,-1.0,7648.0,7944.0,13387.0,-1.0,9083.0,18606.0,-1.0,-1.0,5955.0,-1.0,4853.0,6026.0,5298.0,-1.0,15297.0,3235.0,-1.0,6950.0,-1.0,-1.0,10724.0,5565.0,5722.0,-1.0,-1.0,-1.0,9795.0
1991,-1.0,6915.0,13719.0,11837.0,6457.0,22123.0,-1.0,6354.0,7342.0,6176.0,-1.0,-1.0,-1.0,21819.0,4865.0,6019.0,7852.0,3800.0,-1.0,6087.0,7617.0,-1.0,7051.0,8886.0,-1.0,4219.0,-1.0,5432.0,10323.0,-1.0,10000.0,4944.0,7122.0,-1.0,7901.0,12824.0,15991.0,-1.0,11053.0,19210.0,-1.0,-1.0,5247.0,-1.0,4923.0,6389.0,5363.0,-1.0,19232.0,3380.0,-1.0,7225.0,8333.0,-1.0,8886.0,5461.0,6773.0,-1.0,-1.0,-1.0,9778.0
1992,-1.0,6395.0,9273.0,15062.0,6616.0,13469.0,-1.0,9000.0,7019.0,6144.0,-1.0,14286.0,15213.0,12483.0,5144.0,6277.0,6667.0,3529.0,-1.0,10833.0,6841.0,-1.0,12414.0,11627.0,-1.0,4619.0,-1.0,6246.0,10313.0,-1.0,10000.0,5000.0,7385.0,5556.0,3333.0,6917.0,13330.0,-1.0,11782.0,17033.0,10000.0,13333.0,8671.0,-1.0,4748.0,6000.0,-1.0,-1.0,20723.0,3200.0,-1.0,14470.0,8128.0,5000.0,11627.0,5801.0,8824.0,13333.0,-1.0,-1.0,9305.0
1993,-1.0,6667.0,13914.0,15061.0,6660.0,17219.0,-1.0,6874.0,7447.0,5668.0,5475.0,14286.0,11415.0,14354.0,3447.0,6533.0,6000.0,3678.0,-1.0,9500.0,6787.0,1600.0,8333.0,13151.0,-1.0,4484.0,-1.0,5984.0,12121.0,20000.0,9500.0,5000.0,6844.0,5562.0,2465.0,-1.0,14624.0,-1.0,12038.0,17778.0,9921.0,19346.0,9730.0,-1.0,4762.0,8333.0,-1.0,8000.0,20652.0,3226.0,-1.0,10025.0,8295.0,7000.0,13151.0,6362.0,7218.0,19346.0,-1.0,-1.0,9482.0
1994,-1.0,6591.0,13349.0,13776.0,5835.0,14440.0,-1.0,5194.0,7260.0,5629.0,5491.0,13572.0,11250.0,13461.0,3930.0,6785.0,5714.0,3765.0,-1.0,8333.0,7236.0,9913.0,11309.0,3299.0,-1.0,5156.0,-1.0,3347.0,17857.0,20000.0,9474.0,5013.0,7833.0,5714.0,7095.0,-1.0,15729.0,-1.0,12037.0,15571.0,9840.0,21205.0,2947.0,-1.0,4762.0,9600.0,-1.0,6593.0,21023.0,3000.0,-1.0,11871.0,8333.0,9667.0,3299.0,6908.0,6803.0,21205.0,-1.0,-1.0,8553.0
1995,-1.0,6667.0,16839.0,13908.0,6243.0,10436.0,-1.0,6947.0,7294.0,7045.0,6960.0,12987.0,11691.0,13269.0,5247.0,7029.0,6000.0,3835.0,-1.0,11429.0,2975.0,7692.0,10032.0,13257.0,-1.0,4923.0,-1.0,4153.0,19841.0,15244.0,9444.0,5036.0,8532.0,5567.0,1851.0,-1.0,15308.0,-1.0,11108.0,19275.0,10392.0,20000.0,4764.0,-1.0,-1.0,10385.0,-1.0,6405.0,23158.0,3667.0,-1.0,12000.0,8333.0,4091.0,13257.0,6624.0,8333.0,20000.0,-1.0,13000.0,9799.0
1996,7273.0,6848.0,21542.0,13096.0,5081.0,16190.0,-1.0,6884.0,7260.0,7149.0,9448.0,12903.0,12523.0,13022.0,6074.0,7263.0,5714.0,3977.0,-1.0,22807.0,6508.0,4712.0,7000.0,11914.0,-1.0,3865.0,-1.0,7364.0,17316.0,6667.0,9412.0,5000.0,6997.0,5556.0,6621.0,-1.0,16264.0,-1.0,10386.0,19525.0,10833.0,25787.0,3556.0,-1.0,-1.0,10714.0,-1.0,5000.0,23000.0,4000.0,11320.0,10809.0,7500.0,10000.0,11914.0,7236.0,6925.0,25787.0,-1.0,7500.0,9385.0
1997,2791.0,6882.0,32710.0,11890.0,6665.0,16901.0,-1.0,6237.0,7282.0,7334.0,9958.0,13942.0,12210.0,10828.0,5403.0,7484.0,5834.0,3951.0,-1.0,17778.0,7831.0,4567.0,13529.0,7320.0,-1.0,3906.0,-1.0,5244.0,13605.0,-1.0,9375.0,5000.0,8129.0,5543.0,6768.0,-1.0,16663.0,-1.0,11867.0,17763.0,10714.0,33333.0,5393.0,-1.0,-1.0,11034.0,-1.0,6180.0,22642.0,3500.0,9049.0,7909.0,8333.0,12000.0,7320.0,7035.0,6888.0,33333.0,-1.0,11111.0,9986.0
1998,1915.0,6522.0,11395.0,12211.0,8138.0,16972.0,-1.0,7834.0,7129.0,7008.0,7624.0,13255.0,12685.0,13163.0,6959.0,7353.0,5322.0,3985.0,-1.0,12500.0,5582.0,5299.0,7876.0,6081.0,-1.0,4199.0,-1.0,6140.0,14456.0,-1.0,9333.0,5082.0,8108.0,5541.0,8309.0,-1.0,14468.0,-1.0,12174.0,17896.0,12136.0,32895.0,7235.0,-1.0,-1.0,11290.0,-1.0,6148.0,17083.0,3864.0,7616.0,8973.0,10000.0,5000.0,6081.0,6675.0,6560.0,32895.0,10000.0,13559.0,9398.0
1999,4473.0,6989.0,14129.0,12598.0,6696.0,18092.0,-1.0,5697.0,8233.0,7976.0,8281.0,14236.0,12500.0,12195.0,6481.0,7779.0,3332.0,4045.0,-1.0,13000.0,3674.0,4082.0,10000.0,10546.0,11000.0,2864.0,-1.0,4715.0,16595.0,-1.0,9286.0,5161.0,8030.0,5517.0,3964.0,-1.0,14410.0,-1.0,12162.0,17304.0,10667.0,33333.0,6500.0,5612.0,-1.0,11875.0,-1.0,6131.0,13913.0,3934.0,5573.0,7838.0,10000.0,18750.0,10546.0,7314.0,5959.0,33333.0,6667.0,8323.0,8960.0
2000,4456.0,7011.0,12374.0,12186.0,6512.0,21417.0,-1.0,6363.0,7684.0,8237.0,8909.0,13683.0,13333.0,12638.0,5809.0,7143.0,5727.0,3977.0,-1.0,11429.0,7037.0,2514.0,8728.0,6183.0,14213.0,3755.0,-1.0,3419.0,17241.0,-1.0,9231.0,5238.0,8327.0,5541.0,2278.0,-1.0,17331.0,-1.0,10360.0,18146.0,11089.0,31008.0,5792.0,6000.0,-1.0,12286.0,-1.0,6127.0,8462.0,4144.0,13200.0,8814.0,10000.0,13000.0,6183.0,5503.0,16669.0,31008.0,10000.0,7317.0,8616.0
2001,1783.0,7024.0,14144.0,12200.0,7118.0,21703.0,-1.0,6892.0,8233.0,8326.0,8293.0,9735.0,12000.0,15332.0,4387.0,8462.0,5832.0,4045.0,-1.0,14286.0,6905.0,4090.0,13575.0,13231.0,14061.0,3576.0,-1.0,6383.0,23810.0,-1.0,10000.0,5288.0,7435.0,5539.0,5481.0,-1.0,16770.0,-1.0,13742.0,18483.0,11141.0,30000.0,5979.0,10000.0,-1.0,11429.0,-1.0,6136.0,9500.0,4219.0,18717.0,8721.0,-1.0,12000.0,13231.0,5260.0,24832.0,30000.0,8000.0,9783.0,8295.0
2002,2864.0,7021.0,14302.0,12235.0,9794.0,12897.0,-1.0,8690.0,7153.0,8366.0,9580.0,11088.0,12500.0,17647.0,3877.0,9087.0,5363.0,4134.0,-1.0,12353.0,7890.0,1082.0,13574.0,6400.0,13023.0,4239.0,-1.0,7745.0,23810.0,-1.0,10000.0,5322.0,8530.0,5484.0,7170.0,-1.0,15953.0,-1.0,10899.0,18516.0,25940.0,35000.0,7808.0,6000.0,-1.0,6250.0,-1.0,6154.0,10917.0,4286.0,12592.0,9333.0,-1.0,10000.0,6400.0,5711.0,18522.0,35000.0,9167.0,11650.0,9848.0
