,Puerto Rico,Ghana,Bahrain,Fiji,Philippines,Iraq,Pakistan,Belize,Kenya,Guyana,Senegal,Qatar,Mauritius,Benin,Albania,Occupied Palestinian Territory,Burkina Faso,Sudan (former),Syrian Arab Republic,Bahamas,Jamaica,Jordan,Saudi Arabia,Trinidad and Tobago,Egypt,Melanesia,Malaysia,Sudan,Mexico,Yemen,Oman,Nigeria,India,Congo,Barbados,Lebanon,Turkey,United States of America,Brunei Darussalam,Kuwait,Cyprus,United Arab Emirates,Côte d'Ivoire,Cameroon,Guatemala
1986,,47557.0,,30769.0,,70064.0,85335.0,,,,,41333.0,,22385.0,,,101855.0,,,,,16441.0,56229.0,,147186.0,30769.0,,,80273.0,64598.0,,19600.0,60294.0,,30000.0,70370.0,33333.0,,,,162162.0,,,,124219.0
1987,,50693.0,,30769.0,,54231.0,79480.0,,,,,40313.0,,24638.0,,,100765.0,,,,,21476.0,60463.0,,138528.0,30769.0,,,67266.0,60076.0,,20000.0,60983.0,,41667.0,69545.0,33824.0,,,,162500.0,,,,121832.0
1988,,53214.0,,30769.0,,73488.0,77507.0,,,,,40222.0,,25356.0,,,99892.0,,,,,22276.0,66778.0,,142857.0,30769.0,,,67024.0,61056.0,,20400.0,62040.0,,40000.0,68584.0,35000.0,,,110560.0,168750.0,,,,123882.0
1989,,52321.0,,30769.0,,79101.0,78218.0,149600.0,,,,40909.0,,30098.0,,,99216.0,,,,,18026.0,57002.0,,133333.0,30769.0,,,61204.0,62104.0,,29962.0,62500.0,,46875.0,67739.0,35000.0,,,112980.0,175000.0,,,,123712.0
1990,,58884.0,,26377.0,100984.0,84554.0,78872.0,23333.0,,,,39583.0,60000.0,34280.0,78000.0,,98715.0,80645.0,,,66667.0,25162.0,37817.0,,138528.0,26377.0,102941.0,,61453.0,59477.0,,20231.0,62466.0,30000.0,50000.0,65000.0,35995.0,,7979.0,132276.0,166667.0,,25000.0,7143.0,123209.0
1991,,58696.0,,49439.0,98882.0,77980.0,82247.0,83333.0,,,,39683.0,61322.0,31333.0,75000.0,,98887.0,80645.0,22441.0,,66667.0,20366.0,61687.0,,132937.0,49439.0,104167.0,,68560.0,59700.0,,22962.0,62892.0,30182.0,59077.0,63560.0,37096.0,77500.0,8000.0,140000.0,170667.0,,24124.0,7059.0,122742.0
1992,,57083.0,,44505.0,103426.0,86111.0,82318.0,111667.0,61852.0,,,40097.0,61632.0,32961.0,76667.0,,98980.0,80645.0,25445.0,,66667.0,34537.0,48630.0,,132379.0,44505.0,104167.0,,53215.0,63207.0,,23024.0,64000.0,30215.0,54000.0,70366.0,33140.0,75000.0,8019.0,125833.0,173333.0,,25000.0,7368.0,124324.0
1993,,56000.0,,33561.0,104622.0,86486.0,82851.0,94000.0,114310.0,,,40108.0,60000.0,33000.0,74286.0,,99071.0,80645.0,21786.0,,66667.0,37200.0,53325.0,,134000.0,33561.0,102041.0,,69235.0,63048.0,,23397.0,63963.0,30435.0,60786.0,68462.0,42718.0,74444.0,7980.0,111944.0,164286.0,,24253.0,7143.0,122909.0
1994,,55769.0,,58204.0,103762.0,86339.0,81533.0,18000.0,71661.0,,,40000.0,62303.0,33333.0,73750.0,38255.0,99161.0,80000.0,23173.0,,66667.0,15521.0,51305.0,,132353.0,58204.0,102041.0,,53145.0,61276.0,,23769.0,101000.0,30769.0,60000.0,71429.0,39844.0,74545.0,8009.0,115158.0,185714.0,,24313.0,7273.0,121597.0
1995,,55556.0,,55556.0,100965.0,86486.0,85318.0,65700.0,20553.0,,,40092.0,61111.0,42928.0,72500.0,46973.0,99250.0,80000.0,29647.0,,64309.0,34335.0,51305.0,,135833.0,55556.0,102041.0,,63385.0,61845.0,,24200.0,92857.0,30000.0,70714.0,73333.0,42593.0,76190.0,8008.0,161081.0,171429.0,,25000.0,7391.0,117607.0
1996,,56211.0,,54349.0,106809.0,86111.0,87561.0,90000.0,51588.0,,,40000.0,63193.0,31724.0,80000.0,54888.0,99336.0,80000.0,27377.0,,65041.0,30495.0,51109.0,,135278.0,54349.0,102740.0,,59180.0,60208.0,,24495.0,100000.0,30303.0,76923.0,76633.0,42623.0,75294.0,7993.0,113702.0,171429.0,,23559.0,7500.0,115644.0
1997,,56331.0,,59444.0,105509.0,81081.0,87719.0,68930.0,65647.0,70000.0,,40000.0,63158.0,30364.0,80000.0,39046.0,99420.0,81250.0,27890.0,,67067.0,28111.0,52845.0,,137037.0,59444.0,102740.0,,65938.0,58726.0,,24980.0,100000.0,29730.0,80000.0,55556.0,42543.0,74668.0,8007.0,114549.0,178082.0,,22942.0,7407.0,108339.0
1998,,56488.0,,61111.0,99449.0,82105.0,88732.0,65793.0,57236.0,69355.0,,40067.0,63636.0,28209.0,80000.0,25022.0,99501.0,78947.0,25491.0,,71699.0,28570.0,43377.0,,136364.0,61111.0,102740.0,,56919.0,54928.0,,25020.0,100313.0,30000.0,82353.0,42500.0,43105.0,75789.0,8007.0,115037.0,164384.0,,17083.0,7429.0,100000.0
1999,,56833.0,,57522.0,92246.0,72170.0,89386.0,57143.0,40963.0,69841.0,,42579.0,65385.0,31020.0,79730.0,30577.0,99669.0,80952.0,33769.0,,77423.0,33424.0,75075.0,,150574.0,57522.0,103093.0,,70154.0,55564.0,,26145.0,102424.0,30233.0,115789.0,36667.0,43719.0,75221.0,7980.0,112100.0,205479.0,33532.0,22571.0,17350.0,84746.0
2000,,55556.0,,58824.0,87554.0,53125.0,76539.0,121600.0,43843.0,69846.0,82789.0,50982.0,65233.0,30220.0,79487.0,36820.0,99727.0,80000.0,29906.0,,76848.0,58514.0,79992.0,,126667.0,58824.0,103093.0,,62296.0,56197.0,,25950.0,97714.0,30435.0,115000.0,32836.0,40441.0,76410.0,7990.0,112091.0,173973.0,95272.0,23405.0,17492.0,77662.0
2001,,58419.0,,58056.0,84657.0,61290.0,78032.0,83478.0,49779.0,70000.0,99423.0,40164.0,64286.0,30761.0,82278.0,37883.0,99780.0,81481.0,28444.0,,83712.0,105820.0,71925.0,,140375.0,58056.0,103093.0,,69177.0,58832.0,,25984.0,95429.0,30000.0,114286.0,44369.0,49180.0,67295.0,8000.0,111628.0,219178.0,201613.0,24923.0,11803.0,75000.0
2002,,59480.0,,58481.0,83512.0,63636.0,76689.0,99600.0,50700.0,69492.0,82733.0,40164.0,64138.0,29684.0,85897.0,43069.0,99825.0,104348.0,33000.0,,81561.0,189596.0,88090.0,,148223.0,58481.0,103306.0,,63081.0,58763.0,,26316.0,94857.0,30189.0,112087.0,24880.0,47594.0,66667.0,8000.0,128495.0,246575.0,126258.0,25000.0,10343.0,74662.0
2003,23000.0,61017.0,,58854.0,76183.0,70909.0,77075.0,72000.0,62028.0,70370.0,92159.0,40000.0,65645.0,36221.0,85714.0,41949.0,99860.0,110927.0,35439.0,,90503.0,117743.0,96083.0,,156413.0,58854.0,103306.0,,81451.0,58819.0,,27000.0,95405.0,29586.0,111908.0,32698.0,50000.0,72498.0,8013.0,132193.0,204301.0,74270.0,24734.0,9062.0,74484.0
2004,23000.0,62739.0,,59220.0,79824.0,67126.0,77150.0,51000.0,62500.0,69388.0,94436.0,38923.0,63333.0,33059.0,88333.0,55499.0,99881.0,95200.0,37241.0,,93489.0,139790.0,119383.0,,159178.0,59220.0,103306.0,,72425.0,57944.0,165533.0,26364.0,102843.0,30125.0,114000.0,21429.0,50000.0,73410.0,7992.0,111364.0,198072.0,77778.0,24930.0,7941.0,75181.0
2005,23171.0,54953.0,18966.0,59575.0,82721.0,69744.0,75945.0,32000.0,80000.0,69565.0,112365.0,40286.0,63421.0,42586.0,82857.0,43951.0,100000.0,68929.0,33830.0,,94112.0,81490.0,115365.0,,160523.0,59575.0,103448.0,,72456.0,58376.0,165517.0,27143.0,98304.0,30112.0,110000.0,22308.0,50704.0,75896.0,7996.0,144485.0,212857.0,91067.0,24964.0,20007.0,75342.0
2006,23452.0,55263.0,285000.0,58333.0,83180.0,67573.0,75484.0,60000.0,80000.0,70588.0,102491.0,45843.0,82378.0,44393.0,150000.0,50952.0,100000.0,71401.0,32143.0,,90366.0,44601.0,131591.0,,157088.0,58333.0,103448.0,,82499.0,58751.0,166697.0,27027.0,101445.0,30115.0,111702.0,21968.0,50480.0,74583.0,8004.0,131515.0,255114.0,168842.0,25368.0,20321.0,75300.0
2007,24444.0,55385.0,255714.0,57895.0,84837.0,62758.0,69124.0,36667.0,80000.0,69039.0,117761.0,43651.0,58531.0,34600.0,92500.0,51145.0,100000.0,103893.0,28158.0,,91572.0,64300.0,130952.0,11537.0,156419.0,57895.0,103448.0,,115731.0,59569.0,165594.0,29767.0,102778.0,30159.0,111525.0,22617.0,51084.0,76923.0,7995.0,131515.0,221250.0,199041.0,25008.0,27000.0,75000.0
2008,23707.0,125480.0,220000.0,60801.0,84533.0,65516.0,76027.0,27273.0,62800.0,68858.0,125516.0,42308.0,80380.0,35188.0,107140.0,42522.0,96631.0,122491.0,31905.0,,89143.0,57692.0,136591.0,10469.0,145403.0,60801.0,116948.0,,83495.0,60140.0,166875.0,26848.0,102678.0,30313.0,111579.0,22581.0,52143.0,75184.0,7907.0,131515.0,220690.0,129130.0,25198.0,27000.0,73067.0
2009,23714.0,195833.0,192857.0,61520.0,83572.0,75407.0,76485.0,29000.0,80561.0,67143.0,79417.0,40000.0,87299.0,33102.0,114504.0,43158.0,91608.0,120482.0,26956.0,,92342.0,48578.0,136959.0,10334.0,144413.0,61520.0,151228.0,,80854.0,60568.0,166437.0,26923.0,104815.0,30152.0,116667.0,22430.0,52647.0,75209.0,7742.0,132665.0,186782.0,187666.0,25295.0,25330.0,70822.0
2010,23709.0,192308.0,214388.0,62274.0,73302.0,77413.0,75949.0,41816.0,87180.0,74790.0,307345.0,54444.0,75810.0,34137.0,113887.0,47476.0,87419.0,119048.0,32707.0,233158.0,87542.0,65331.0,119377.0,25380.0,125246.0,62274.0,114453.0,,77055.0,63684.0,88259.0,27275.0,106261.0,30134.0,118673.0,19749.0,53258.0,75986.0,8047.0,133400.0,160800.0,199878.0,26755.0,25156.0,68558.0
2011,23697.0,196429.0,222137.0,63050.0,83297.0,79568.0,73696.0,17778.0,117706.0,62700.0,343629.0,40000.0,59412.0,35670.0,119677.0,47834.0,83223.0,119559.0,34499.0,236316.0,98623.0,125656.0,133686.0,22472.0,124968.0,63050.0,122855.0,,88298.0,59259.0,142111.0,8735.0,116145.0,30112.0,118302.0,16943.0,53915.0,76305.0,8072.0,203009.0,245253.0,179432.0,26448.0,19842.0,66385.0
2012,23571.0,200000.0,223328.0,66667.0,83428.0,74090.0,76145.0,28750.0,138727.0,65700.0,285282.0,40156.0,64581.0,34903.0,120504.0,48353.0,78333.0,,21220.0,240000.0,100063.0,45742.0,125723.0,27025.0,139583.0,66667.0,128234.0,119048.0,86473.0,62133.0,152400.0,18857.0,120830.0,30000.0,116918.0,15941.0,53335.0,76623.0,8083.0,211221.0,159341.0,189027.0,26852.0,23452.0,65000.0
2013,23748.0,206000.0,227892.0,64452.0,83972.0,77561.0,76642.0,53333.0,128731.0,67880.0,279776.0,40182.0,60663.0,34903.0,124645.0,48872.0,79310.0,,32501.0,243199.0,101377.0,93511.0,146230.0,35174.0,132822.0,64452.0,127155.0,119048.0,92306.0,60853.0,122801.0,17308.0,119633.0,30077.0,117363.0,14572.0,53331.0,76942.0,8094.0,640714.0,127273.0,216134.0,27819.0,25329.0,65517.0
2014,23798.0,210000.0,232456.0,63960.0,82999.0,74024.0,76057.0,44831.0,128857.0,67694.0,224647.0,42623.0,63641.0,33971.0,126519.0,49390.0,76128.0,,46304.0,246167.0,98053.0,36133.0,144310.0,26839.0,116212.0,63960.0,144647.0,100353.0,75188.0,60982.0,131504.0,18619.0,119145.0,30124.0,117809.0,13742.0,54988.0,77261.0,8106.0,277222.0,119500.0,218964.0,27366.0,26926.0,64500.0
