,Ukraine,Belarus,Croatia,Serbia,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Spain,Zimbabwe,Austria,Greece,Norway,Bulgaria,Australia & New Zealand,United States of America,Yugoslav SFR,Serbia and Montenegro,Slovenia,Czechoslovakia,Kyrgyzstan,Ghana,Luxembourg,Germany,Belgium,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Azerbaijan,Italy,Bosnia and Herzegovina,Ireland,Latvia,Slovakia,Czechia,France,Chile,Hungary,Montenegro,Estonia,Australia,Portugal,Lithuania,Finland,Netherlands,Russian Federation,New Zealand,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,-1,-1.0,-1.0,3000.0,-1.0,1800.0,-1.0,-1.0,-1.0,-1.0,-1,436.0,4493.0,611.0,3380.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,5805.0,-1.0,-1.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0,282.0,-1.0,-1.0,19.0,-1.0,-1.0,329.0,-1.0,-1.0
1972,-1.0,-1,-1.0,-1.0,3200.0,-1.0,1800.0,-1.0,-1.0,-1.0,-1.0,-1,436.0,4565.0,573.0,2970.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,5850.0,-1.0,-1.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1108.0,-1.0,-1.0,-1.0,-1.0,258.0,-1.0,-1.0,165.0,-1.0,-1.0,315.0,-1.0,-1.0
1973,-1.0,-1,-1.0,-1.0,3000.0,-1.0,1800.0,-1.0,-1.0,-1.0,-1.0,-1,453.0,4490.0,522.0,2720.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,6007.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1165.0,-1.0,-1.0,-1.0,-1.0,254.0,-1.0,-1.0,168.0,-1.0,-1.0,268.0,-1.0,-1.0
1974,-1.0,-1,-1.0,-1.0,3900.0,-1.0,2000.0,-1.0,-1.0,-1.0,-1.0,-1,412.0,4118.0,476.0,2730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,6169.0,-1.0,-1.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1193.0,-1.0,-1.0,-1.0,-1.0,227.0,-1.0,-1.0,142.0,-1.0,-1.0,249.0,-1.0,-1.0
1975,-1.0,-1,-1.0,-1.0,3100.0,-1.0,2300.0,-1.0,-1.0,-1.0,-1.0,-1,411.0,3467.0,408.0,2650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,6879.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1275.0,-1.0,-1.0,-1.0,-1.0,203.0,-1.0,-1.0,149.0,-1.0,-1.0,205.0,-1.0,-1.0
1976,-1.0,-1,-1.0,-1.0,3000.0,-1.0,2300.0,-1.0,-1.0,-1.0,-1.0,-1,392.0,3087.0,346.0,2510.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,7899.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1304.0,-1.0,-1.0,-1.0,-1.0,173.0,-1.0,-1.0,160.0,-1.0,-1.0,173.0,-1.0,-1.0
1977,-1.0,-1,-1.0,-1.0,3100.0,-1.0,2200.0,-1.0,-1.0,-1.0,-1.0,-1,392.0,3053.0,305.0,2430.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,7533.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1282.0,-1.0,-1.0,-1.0,-1.0,149.0,-1.0,-1.0,137.0,-1.0,-1.0,156.0,-1.0,-1.0
1978,-1.0,-1,-1.0,-1.0,3600.0,-1.0,2200.0,-1.0,-1.0,-1.0,-1.0,-1,381.0,3189.0,320.0,2360.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,8000.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1212.0,-1.0,-1.0,-1.0,-1.0,142.0,-1.0,-1.0,103.0,-1.0,-1.0,178.0,-1.0,-1.0
1979,-1.0,-1,-1.0,-1.0,3300.0,-1.0,2300.0,-1.0,-1.0,-1.0,-1.0,-1,390.0,4568.0,369.0,2400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,8000.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,-1.0,-1.0,144.0,-1.0,-1.0,94.0,-1.0,-1.0,225.0,-1.0,-1.0
1980,-1.0,-1,-1.0,-1.0,3700.0,-1.0,2200.0,-1.0,-1.0,-1.0,-1.0,-1,401.0,3322.0,454.0,2720.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,9001.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,-1.0,-1.0,144.0,-1.0,-1.0,99.0,-1.0,-1.0,310.0,-1.0,-1.0
1981,-1.0,-1,-1.0,-1.0,3700.0,-1.0,1800.0,-1.0,-1.0,-1.0,-1.0,-1,490.0,3182.0,551.0,2720.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,8900.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,1185.0,-1.0,-1.0,-1.0,-1.0,160.0,-1.0,-1.0,120.0,-1.0,-1.0,391.0,-1.0,-1.0
1982,-1.0,-1,-1.0,-1.0,4000.0,-1.0,2700.0,-1.0,-1.0,-1.0,-1.0,-1,485.0,3111.0,651.0,2920.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,8900.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,-1.0,-1.0,153.0,-1.0,-1.0,88.0,-1.0,-1.0,498.0,-1.0,-1.0
1983,-1.0,-1,-1.0,-1.0,3600.0,-1.0,2600.0,-1.0,-1.0,-1.0,-1.0,-1,488.0,3194.0,681.0,2820.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,8900.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,-1.0,-1.0,168.0,-1.0,-1.0,92.0,-1.0,-1.0,513.0,-1.0,-1.0
1984,-1.0,-1,-1.0,-1.0,4000.0,-1.0,2550.0,-1.0,-1.0,-1.0,-1.0,-1,554.0,3135.0,673.0,2870.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,8900.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,1326.0,-1.0,-1.0,-1.0,-1.0,141.0,-1.0,-1.0,72.0,-1.0,-1.0,532.0,-1.0,-1.0
1985,-1.0,-1,-1.0,-1.0,3800.0,40.0,2500.0,-1.0,250.0,-1.0,-1.0,-1,505.0,2917.0,693.0,3010.0,7000.0,-1.0,-1.0,410.0,-1.0,-1,-1.0,5200.0,-1.0,16.0,9098.0,-1.0,74.0,-1.0,21000.0,-1.0,-1.0,285.0,-1.0,100.0,-1.0,-1.0,-1.0,1357.0,-1.0,6750.0,-1.0,-1.0,142.0,-1.0,-1.0,75.0,55.0,-1.0,551.0,-1.0,80.0
1986,-1.0,-1,-1.0,-1.0,3700.0,40.0,2100.0,-1.0,250.0,-1.0,-1.0,-1,520.0,2719.0,636.0,3260.0,7000.0,-1.0,-1.0,470.0,-1.0,-1,-1.0,5200.0,-1.0,16.0,10100.0,-1.0,75.0,2.0,22000.0,-1.0,-1.0,285.0,-1.0,100.0,-1.0,-1.0,-1.0,1259.0,-1.0,6750.0,-1.0,-1.0,119.0,-1.0,-1.0,99.0,55.0,-1.0,517.0,-1.0,80.0
1987,-1.0,-1,-1.0,-1.0,3700.0,40.0,3500.0,-1.0,250.0,-1.0,-1.0,-1,540.0,2537.0,621.0,3620.0,8400.0,-1.0,-1.0,300.0,-1.0,-1,-1.0,5200.0,-1.0,16.0,10100.0,-1.0,76.0,2.0,25000.0,-1.0,-1.0,285.0,-1.0,100.0,-1.0,-1.0,-1.0,1257.0,-1.0,6750.0,-1.0,-1.0,134.0,-1.0,-1.0,101.0,55.0,-1.0,487.0,-1.0,80.0
1988,-1.0,-1,-1.0,-1.0,3700.0,40.0,3217.0,-1.0,250.0,-1.0,-1.0,-1,549.0,2343.0,537.0,3760.0,11050.0,-1.0,-1.0,300.0,-1.0,-1,-1.0,5200.0,-1.0,16.0,10100.0,-1.0,78.0,4.0,24000.0,-1.0,-1.0,285.0,-1.0,100.0,-1.0,-1.0,-1.0,1258.0,-1.0,6750.0,-1.0,-1.0,149.0,-1.0,-1.0,98.0,55.0,-1.0,388.0,-1.0,80.0
1989,-1.0,-1,-1.0,-1.0,3750.0,40.0,3433.0,-1.0,250.0,-1.0,-1.0,-1,559.0,2084.0,506.0,3880.0,13578.0,-1.0,-1.0,300.0,-1.0,-1,-1.0,5200.0,-1.0,16.0,10100.0,100.0,80.0,4.0,24000.0,-1.0,-1.0,285.0,-1.0,100.0,-1.0,-1.0,-1.0,1259.0,-1.0,6750.0,-1.0,-1.0,166.0,-1.0,-1.0,112.0,55.0,-1.0,340.0,-1.0,80.0
1990,-1.0,-1,-1.0,-1.0,3900.0,41.0,3455.0,-1.0,247.0,-1.0,-1.0,-1,570.0,1844.0,450.0,4450.0,14442.0,-1.0,-1.0,300.0,-1.0,-1,-1.0,5191.0,-1.0,16.0,10762.0,101.0,81.0,2.0,13000.0,-1.0,-1.0,255.0,-1.0,100.0,-1.0,-1.0,-1.0,1299.0,0.0,5339.0,-1.0,-1.0,165.0,0.0,-1.0,115.0,56.0,-1.0,285.0,-1.0,85.0
1991,-1.0,-1,-1.0,-1.0,3491.0,34.0,3446.0,-1.0,34.0,50.0,-1.0,-1,200.0,1902.0,387.0,4210.0,14778.0,-1.0,-1.0,300.0,-1.0,-1,-1.0,4570.0,-1.0,16.0,11006.0,105.0,82.0,3.0,11000.0,-1.0,-1.0,269.0,-1.0,100.0,-1.0,-1.0,-1.0,1305.0,4662.0,6188.0,-1.0,-1.0,137.0,0.0,-1.0,117.0,37.0,-1.0,250.0,-1.0,81.0
1992,1600.0,-1,105.0,-1.0,3404.0,34.0,3414.0,-1.0,33.0,48.0,-1.0,-1,261.0,2057.0,371.0,4210.0,-1.0,9883.0,60.0,300.0,450.0,-1,-1.0,6245.0,-1.0,16.0,10171.0,98.0,87.0,4.0,-1.0,1000.0,200.0,234.0,1100.0,100.0,-1.0,-1.0,-1.0,1339.0,4661.0,6300.0,-1.0,98.0,151.0,0.0,-1.0,130.0,48.0,10000.0,220.0,250.0,100.0
1993,1600.0,-1,200.0,-1.0,3441.0,33.0,3385.0,-1.0,33.0,48.0,-1.0,-1,262.0,1200.0,390.0,4070.0,-1.0,9800.0,54.0,-1.0,420.0,-1,-1.0,5811.0,-1.0,16.0,9977.0,100.0,100.0,4.0,-1.0,594.0,200.0,232.0,1000.0,83.0,-1.0,82.0,314.0,1358.0,4660.0,5800.0,-1.0,93.0,166.0,0.0,-1.0,125.0,47.0,11500.0,224.0,400.0,121.0
1994,1500.0,-1,170.0,-1.0,3415.0,32.0,3407.0,-1.0,33.0,49.0,-1.0,-1,267.0,1214.0,400.0,4310.0,-1.0,9910.0,58.0,-1.0,500.0,-1,-1.0,5285.0,-1.0,16.0,10320.0,100.0,100.0,15.0,-1.0,1500.0,250.0,200.0,900.0,106.0,-1.0,67.0,332.0,1286.0,4659.0,2700.0,-1.0,96.0,201.0,0.0,-1.0,130.0,43.0,11700.0,199.0,400.0,109.0
1995,3000.0,-1,202.0,-1.0,2700.0,33.0,3190.0,-1.0,53.0,44.0,-1.0,-1,287.0,1227.0,367.0,4490.0,-1.0,10834.0,15.0,-1.0,440.0,-1,-1.0,5153.0,-1.0,16.0,12140.0,100.0,101.0,45.0,-1.0,707.0,250.0,209.0,875.0,89.0,-1.0,38.0,320.0,1261.0,4658.0,3024.0,-1.0,150.0,167.0,0.0,-1.0,130.0,50.0,12000.0,200.0,300.0,143.0
1996,3000.0,-1,199.0,-1.0,2700.0,42.0,3495.0,-1.0,90.0,55.0,-1.0,-1,189.0,1200.0,381.0,4510.0,-1.0,12140.0,14.0,-1.0,500.0,-1,-1.0,5220.0,-1.0,16.0,12470.0,100.0,98.0,111.0,-1.0,429.0,200.0,221.0,800.0,118.0,-1.0,80.0,318.0,1282.0,4657.0,2900.0,-1.0,99.0,173.0,0.0,-1.0,277.0,47.0,12500.0,208.0,400.0,78.0
1997,3000.0,-1,256.0,-1.0,2400.0,28.0,3452.0,-1.0,150.0,50.0,-1.0,-1,204.0,1200.0,331.0,5340.0,-1.0,11548.0,16.0,-1.0,600.0,-1,-1.0,5300.0,-1.0,16.0,12676.0,100.0,107.0,163.0,-1.0,376.0,200.0,190.0,600.0,105.0,-1.0,85.0,334.0,1318.0,4656.0,2700.0,-1.0,125.0,181.0,0.0,-1.0,311.0,60.0,12500.0,150.0,300.0,58.0
1998,5200.0,-1,281.0,-1.0,2400.0,25.0,3474.0,-1.0,300.0,50.0,-1.0,-1,206.0,1283.0,465.0,5406.0,-1.0,11403.0,11.0,-1.0,500.0,-1,-1.0,5800.0,-1.0,16.0,12775.0,100.0,126.0,163.0,-1.0,197.0,200.0,139.0,400.0,105.0,-1.0,85.0,338.0,1327.0,4655.0,2900.0,-1.0,130.0,215.0,0.0,-1.0,340.0,50.0,12600.0,250.0,300.0,64.0
1999,5200.0,-1,318.0,-1.0,2100.0,29.0,3007.0,-1.0,500.0,55.0,-1.0,-1,210.0,1200.0,480.0,6232.0,-1.0,12500.0,15.0,-1.0,500.0,-1,-1.0,5900.0,-1.0,16.0,12609.0,117.0,131.0,202.0,-1.0,166.0,200.0,153.0,250.0,116.0,-1.0,82.0,309.0,1309.0,4654.0,3300.0,-1.0,146.0,230.0,0.0,-1.0,307.0,44.0,17000.0,250.0,200.0,72.0
2000,5100.0,-1,313.0,-1.0,1800.0,28.0,2958.0,-1.0,625.0,44.0,-1.0,-1,227.0,1000.0,475.0,6293.0,-1.0,13537.0,18.0,-1.0,600.0,-1,-1.0,5510.0,20.0,16.0,12587.0,100.0,143.0,173.0,-1.0,151.0,300.0,165.0,500.0,50.0,-1.0,80.0,317.0,1461.0,4654.0,2900.0,-1.0,145.0,221.0,0.0,-1.0,300.0,43.0,20000.0,254.0,200.0,-1.0
2001,5000.0,-1,299.0,-1.0,1440.0,30.0,3000.0,-1.0,800.0,50.0,-1.0,-1,256.0,773.0,501.0,6192.0,-1.0,14000.0,16.0,-1.0,600.0,-1,-1.0,4516.0,20.0,16.0,12916.0,81.0,143.0,175.0,-1.0,250.0,300.0,179.0,745.0,65.0,-1.0,80.0,215.0,1423.0,4653.0,1950.0,-1.0,419.0,223.0,-1.0,-1.0,335.0,40.0,30000.0,278.0,190.0,-1.0
2002,5000.0,-1,283.0,-1.0,1260.0,35.0,3363.0,10.0,1125.0,50.0,-1.0,-1,276.0,969.0,526.0,6192.0,-1.0,15338.0,0.0,-1.0,571.0,-1,-1.0,4842.0,30.0,16.0,13417.0,130.0,150.0,206.0,-1.0,58.0,400.0,167.0,590.0,44.0,-1.0,68.0,20.0,1442.0,4652.0,1444.0,-1.0,517.0,224.0,-1.0,-1.0,380.0,45.0,33000.0,302.0,215.0,-1.0
2003,5000.0,-1,278.0,-1.0,1260.0,27.0,3345.0,10.0,1137.0,50.0,100.0,-1,277.0,1109.0,531.0,6192.0,-1.0,16421.0,0.0,-1.0,600.0,-1,-1.0,3259.0,29.0,16.0,13253.0,130.0,153.0,290.0,-1.0,98.0,900.0,172.0,427.0,44.0,-1.0,61.0,16.0,1473.0,4696.0,1400.0,-1.0,457.0,231.0,-1.0,434.0,400.0,31.0,33000.0,300.0,279.0,-1.0
2004,5000.0,-1,280.0,-1.0,1295.0,27.0,3173.0,10.0,1200.0,50.0,100.0,-1,275.0,1048.0,527.0,6515.0,-1.0,15995.0,0.0,-1.0,600.0,-1,-1.0,3216.0,28.0,16.0,14200.0,122.0,152.0,282.0,-1.0,100.0,900.0,181.0,335.0,44.0,-1.0,57.0,29.0,1337.0,4663.0,1200.0,-1.0,382.0,217.0,-1.0,427.0,409.0,32.0,33000.0,310.0,300.0,-1.0
2005,2500.0,-1,278.0,-1.0,1430.0,30.0,3100.0,10.0,1400.0,50.0,100.0,-1,282.0,2000.0,493.0,6840.0,-1.0,16500.0,0.0,-1.0,600.0,-1,-1.0,1100.0,30.0,16.0,17200.0,139.0,158.0,428.0,-1.0,100.0,1400.0,178.0,673.0,44.0,-1.0,60.0,25.0,1303.0,4532.0,1700.0,-1.0,400.0,216.0,-1.0,452.0,418.0,36.0,34000.0,276.0,300.0,-1.0
2006,6300.0,-1,274.0,15024.0,1466.0,26.0,2829.0,10.0,1343.0,50.0,149.0,-1,300.0,2087.0,467.0,6718.0,-1.0,-1.0,0.0,-1.0,600.0,-1,-1.0,1121.0,114.0,16.0,17025.0,146.0,154.0,586.0,-1.0,100.0,2800.0,200.0,916.0,45.0,135.0,58.0,35.0,1267.0,4819.0,1500.0,-1.0,312.0,215.0,-1.0,790.0,423.0,40.0,34000.0,252.0,190.0,-1.0
2007,6300.0,-1,280.0,14496.0,1571.0,24.0,2711.0,10.0,2000.0,50.0,174.0,-1,364.0,1372.0,445.0,6515.0,-1.0,-1.0,0.0,-1.0,600.0,-1,-1.0,1121.0,49.0,16.0,20604.0,150.0,154.0,775.0,-1.0,100.0,2200.0,239.0,973.0,22.0,106.0,49.0,27.0,1230.0,4714.0,1357.0,160.0,210.0,215.0,-1.0,1141.0,424.0,45.0,34000.0,229.0,225.0,-1.0
2008,6500.0,-1,286.0,14680.0,1701.0,22.0,2404.0,10.0,2200.0,50.0,156.0,-1,392.0,1034.0,418.0,5099.0,-1.0,-1.0,0.0,-1.0,600.0,-1,-1.0,1120.0,36.0,17.0,19971.0,200.0,134.0,882.0,-1.0,4.0,2500.0,300.0,928.0,16.0,104.0,52.0,29.0,1195.0,4643.0,1120.0,160.0,220.0,218.0,-1.0,981.0,459.0,55.0,26400.0,200.0,213.0,-1.0
2009,6300.0,-1,294.0,14957.0,1757.0,19.0,2403.0,10.0,1098.0,50.0,156.0,-1,407.0,1200.0,332.0,5500.0,-1.0,-1.0,0.0,-1.0,600.0,-1,-1.0,1123.0,42.0,18.0,20223.0,210.0,179.0,851.0,-1.0,26.0,2600.0,283.0,1031.0,13.0,216.0,33.0,30.0,723.0,4559.0,1068.0,160.0,219.0,217.0,-1.0,968.0,440.0,45.0,26000.0,115.0,256.0,-1.0
2010,5100.0,-1,288.0,15171.0,1770.0,26.0,2392.0,1.0,1025.0,50.0,177.0,-1,289.0,1699.0,418.0,10158.0,-1.0,-1.0,0.0,-1.0,600.0,-1,1.0,1127.0,72.0,19.0,29556.0,140.0,176.0,894.0,-1.0,15.0,2500.0,287.0,1114.0,12.0,200.0,17.0,23.0,671.0,4453.0,672.0,160.0,266.0,235.0,-1.0,1012.0,440.0,124.0,26100.0,183.0,269.0,-1.0
2011,5100.0,-1,290.0,15354.0,1721.0,22.0,2454.0,12.0,1047.0,49.0,177.0,-1,301.0,1634.0,412.0,10036.0,-1.0,-1.0,0.0,-1.0,600.0,-1,1.0,1118.0,79.0,20.0,27063.0,123.0,177.0,1325.0,-1.0,17.0,2600.0,293.0,1220.0,11.0,200.0,17.0,22.0,662.0,4453.0,621.0,160.0,245.0,269.0,-1.0,1100.0,400.0,114.0,28400.0,143.0,255.0,-1.0
2012,5000.0,-1,291.0,11996.0,1616.0,22.0,2240.0,14.0,1444.0,50.0,177.0,-1,314.0,1369.0,385.0,7042.0,-1.0,-1.0,0.0,-1.0,600.0,-1,1.0,1030.0,100.0,20.0,28423.0,140.0,182.0,1170.0,-1.0,20.0,2600.0,264.0,1240.0,11.0,180.0,11.0,23.0,685.0,4473.0,650.0,160.0,238.0,253.0,-1.0,1300.0,395.0,112.0,26000.0,132.0,248.0,-1.0
2013,5100.0,-1,292.0,12025.0,1548.0,18.0,1938.0,22.0,1346.0,50.0,177.0,-1,364.0,1333.0,357.0,7527.0,-1.0,-1.0,-1.0,-1.0,600.0,-1,1.0,1070.0,100.0,20.0,28823.0,140.0,210.0,1960.0,-1.0,27.0,2500.0,320.0,1261.0,10.0,157.0,11.0,24.0,680.0,3448.0,560.0,160.0,289.0,230.0,-1.0,1400.0,408.0,128.0,16000.0,127.0,242.0,-1.0
2014,4900.0,-1,293.0,11041.0,1462.0,18.0,1959.0,22.0,1485.0,50.0,176.0,-1,371.0,1191.0,341.0,7912.0,-1.0,-1.0,0.0,-1.0,600.0,-1,1.0,1103.0,100.0,20.0,28272.0,130.0,206.0,2342.0,-1.0,20.0,2700.0,351.0,1415.0,10.0,138.0,9.0,25.0,680.0,3408.0,540.0,160.0,292.0,226.0,-1.0,1600.0,408.0,146.0,16600.0,115.0,732.0,-1.0
