,USSR,Bahrain,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Uruguay,Kenya,Guyana,South Africa,Serbia,Lao People's Democratic Republic,Solomon Islands,Lebanon,Somalia,Suriname,Albania,Brazil,Paraguay,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,New Caledonia,Tajikistan,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Republic of Moldova,Canada,Turkey,Jordan,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Dominica,France,Republic of Korea,Tunisia,Sudan,Mali,United Arab Emirates,Hungary,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Spain,"China, mainland",French Polynesia,Cyprus,Kazakhstan,Bosnia and Herzegovina,Portugal,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Romania,Turkmenistan,Philippines,Iraq,New Zealand,Senegal,United Republic of Tanzania,Libya,Costa Rica,Italy,Qatar,Saint Lucia,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Trinidad and Tobago,Namibia,Saudi Arabia,Georgia,Azerbaijan,Yemen,Oman,Viet Nam,Mauritania,Russian Federation,Micronesia,Cameroon,Bolivia (Plurinational State of),Grenada,Venezuela (Bolivarian Republic of),Djibouti,Brunei Darussalam,Mexico,Cook Islands,Ukraine,Kuwait,Guadeloupe,Guam,Polynesia,Croatia,Bulgaria,China
1971,3000000.0,,-1.0,18601.0,270.0,224000.0,,428379.0,-1.0,9000.0,-1.0,-1.0,29718.0,,-1.0,360.0,24206.0,,,13000.0,300564.0,63200.0,-1.0,30000.0,19401.0,42640.0,,173000.0,2800.0,-1.0,,109000.0,-1.0,3003.0,7127.0,-1.0,-1.0,,-1.0,2100000.0,20504.0,,901400.0,360.0,,58300.0,573172.0,-1.0,6200.0,152310.0,91000.0,,115000.0,3744.0,99873.0,267874.0,680.0,418000.0,825000.0,40139.0,1228957.0,238200.0,4870000.0,1610.0,24384.0,,,1980.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,66146.0,576000.0,800.0,-1.0,-1.0,49623.0,-1.0,773100.0,,-1.0,,-1.0,,,75000.0,120000.0,160000.0,3112.0,,198157.0,277519.0,101400.0,,1114900.0,,91400.0,,-1.0,1248740.0,,,39626.0,,62000.0,1500.0,,,-1.0,,-1.0,33117.0,7.0,-1.0,335320.0,45.0,,,500.0,,2335.0,,303304.0,5147519.0
1972,3000000.0,,-1.0,24500.0,300.0,249000.0,,422000.0,-1.0,9000.0,-1.0,-1.0,26799.0,,-1.0,370.0,33286.0,,,15000.0,285120.0,64464.0,-1.0,30000.0,25500.0,43000.0,,149000.0,3000.0,-1.0,,114000.0,-1.0,2144.0,4696.0,-1.0,-1.0,,-1.0,2200000.0,48700.0,,1008500.0,370.0,,53800.0,564580.0,-1.0,5014.0,148888.0,117800.0,,125000.0,2211.0,113398.0,459868.0,680.0,413169.0,878000.0,41447.0,1146676.0,233600.0,4270000.0,1610.0,22352.0,,,1780.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,129399.0,519000.0,1000.0,-1.0,-1.0,84658.0,-1.0,803400.0,,-1.0,,-1.0,,,76000.0,120000.0,155000.0,3566.0,,155577.0,216227.0,125500.0,,1144900.0,,83000.0,,-1.0,448936.0,,,21337.0,,60500.0,1300.0,,,-1.0,,-1.0,34375.0,7.0,-1.0,281531.0,48.0,,,500.0,,2338.0,,317655.0,4486227.0
1973,3500000.0,,-1.0,22984.0,500.0,266000.0,,486957.0,-1.0,9000.0,-1.0,-1.0,26705.0,,-1.0,380.0,24285.0,,,14700.0,286701.0,66140.0,-1.0,30000.0,24184.0,44000.0,,208000.0,3200.0,-1.0,,116000.0,-1.0,2224.0,8213.0,-1.0,-1.0,,-1.0,2050000.0,42800.0,,1147500.0,380.0,,49300.0,574977.0,-1.0,5600.0,145045.0,128000.0,,125000.0,2934.0,119998.0,100349.0,700.0,484541.0,1000000.0,36739.0,1187045.0,360600.0,4770000.0,1415.0,20320.0,,,2130.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,119308.0,443638.0,1200.0,-1.0,-1.0,117033.0,-1.0,817100.0,,-1.0,,-1.0,,,77000.0,120000.0,150000.0,4379.0,,149915.0,259652.0,98000.0,,1212100.0,,85700.0,,-1.0,63716.0,,,30482.0,,64000.0,1000.0,,,-1.0,,-1.0,35637.0,8.0,-1.0,310482.0,50.0,,,400.0,,2165.0,,294684.0,5029652.0
1974,3100000.0,11.0,-1.0,20619.0,700.0,274000.0,,485046.0,-1.0,10000.0,-1.0,-1.0,25928.0,,-1.0,390.0,27881.0,,,17000.0,264696.0,69440.0,-1.0,30000.0,22019.0,45000.0,,137600.0,3906.0,-1.0,,118000.0,-1.0,2630.0,9116.0,-1.0,-1.0,,-1.0,2400000.0,39594.0,,1213000.0,390.0,,60500.0,490969.0,-1.0,5000.0,175195.0,150000.0,,135000.0,1045.0,104099.0,516816.0,800.0,468836.0,1100000.0,36787.0,1044799.0,417400.0,4820000.0,930.0,17780.0,,,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,120200.0,323551.0,1400.0,-1.0,-1.0,132705.0,-1.0,706030.0,,-1.0,,-1.0,,,78000.0,122000.0,155000.0,7723.0,,174818.0,165927.0,95000.0,,1082000.0,,88200.0,,-1.0,120488.0,,,35765.0,,68400.0,1500.0,,,-1.0,,-1.0,48970.0,8.0,-1.0,312623.0,53.0,,,400.0,,1783.0,,305586.0,4985927.0
1975,3130000.0,26.0,-1.0,19902.0,993.0,272000.0,,588632.0,-1.0,11000.0,-1.0,-1.0,22753.0,,-1.0,400.0,30000.0,,,20000.0,273354.0,75000.0,-1.0,33000.0,21502.0,46745.0,,191000.0,1190.0,-1.0,,120000.0,-1.0,2037.0,14128.0,-1.0,-1.0,,-1.0,2600000.0,43573.0,,1212100.0,400.0,,51500.0,895272.0,-1.0,5000.0,131496.0,147000.0,,135000.0,1900.0,104258.0,551566.0,850.0,537680.0,1200000.0,29352.0,1084262.0,527900.0,4980000.0,793.0,20320.0,,,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,107188.0,349484.0,1600.0,-1.0,-1.0,148862.0,-1.0,767070.0,,-1.0,,-1.0,,,80000.0,125000.0,160000.0,8806.0,,293638.0,210897.0,106300.0,,1167000.0,,90700.0,,-1.0,271417.0,,,43182.0,,72800.0,1500.0,,164.0,-1.0,,-1.0,45087.0,8.0,-1.0,273568.0,55.0,,,500.0,164.0,1698.0,,327776.0,5190897.0
1976,3160000.0,34.0,-1.0,19537.0,1006.0,244000.0,,653055.0,-1.0,12000.0,-1.0,-1.0,25962.0,,-1.0,410.0,30000.0,,,20000.0,221883.0,78740.0,-1.0,35000.0,21337.0,44436.0,,180000.0,5600.0,-1.0,,125000.0,-1.0,3402.0,22000.0,-1.0,-1.0,,-1.0,2900000.0,19417.0,,1366541.0,410.0,,87000.0,628618.0,-1.0,3900.0,226354.0,170000.0,,145000.0,2900.0,93759.0,556774.0,900.0,570188.0,1300000.0,30164.0,1199746.0,517600.0,4980000.0,1645.0,21336.0,,,2100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,73189.0,529893.0,1800.0,-1.0,-1.0,149940.0,-1.0,798860.0,,-1.0,,-1.0,,,82000.0,127000.0,180000.0,10041.0,,153193.0,249778.0,98000.0,,1120000.0,,115700.0,,-1.0,248430.0,,,54867.0,,77200.0,3000.0,,29.0,-1.0,,-1.0,61050.0,8.0,-1.0,326118.0,58.0,,11.0,600.0,29.0,2603.0,,219131.0,5229778.0
1977,3200000.0,34.0,-1.0,25871.0,1543.0,212000.0,,445230.0,-1.0,13000.0,-1.0,-1.0,29679.0,,-1.0,420.0,30000.0,,,20000.0,237027.0,54800.0,-1.0,40000.0,27871.0,37260.0,,145000.0,5880.0,-1.0,,126000.0,-1.0,9008.0,15469.0,-1.0,-1.0,,-1.0,2410000.0,20681.0,,1188421.0,420.0,,85200.0,624380.0,-1.0,3900.0,197851.0,147000.0,,148000.0,3751.0,154671.0,716463.0,830.0,592000.0,1450000.0,34461.0,1225600.0,449300.0,5140000.0,1608.0,19304.0,,,1900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,177744.0,577774.0,2000.0,-1.0,-1.0,147593.0,-1.0,731180.0,1800.0,-1.0,,-1.0,,,85000.0,129000.0,210000.0,11449.0,,138080.0,289734.0,94000.0,,1154000.0,,83200.0,,-1.0,282631.0,,,55000.0,9000.0,82000.0,3000.0,,371.0,-1.0,,-1.0,63264.0,8.0,-1.0,372955.0,60.0,,17.0,560.0,371.0,2498.0,,275147.0,5429734.0
1978,3300000.0,51.0,-1.0,30069.0,1280.0,234000.0,,476764.0,-1.0,14000.0,-1.0,-1.0,32464.0,,-1.0,430.0,30000.0,,,20000.0,279201.0,68500.0,-1.0,45000.0,33055.0,40848.0,,187000.0,6300.0,-1.0,,128000.0,-1.0,3852.0,29168.0,-1.0,-1.0,,-1.0,2550000.0,28078.0,,1318491.0,430.0,,85000.0,727298.0,-1.0,3960.0,213030.0,160000.0,,148000.0,9092.0,122669.0,615559.0,850.0,531435.0,1600000.0,34725.0,1146222.0,459800.0,5500000.0,1143.0,20320.0,,,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,201565.0,595600.0,2986.0,-1.0,-1.0,147063.0,-1.0,720260.0,1800.0,-1.0,,-1.0,,,87000.0,130000.0,230000.0,13054.0,,142056.0,216925.0,105800.0,,1134000.0,,96500.0,,-1.0,140091.0,,,55200.0,9100.0,85000.0,4000.0,,1507.0,-1.0,,-1.0,52018.0,8.0,-1.0,474435.0,63.0,,47.0,300.0,1507.0,2056.0,,305102.0,5716925.0
1979,3400000.0,95.0,-1.0,28908.0,1284.0,252000.0,,614145.0,-1.0,15000.0,-1.0,-1.0,31929.0,,-1.0,440.0,30000.0,,,21000.0,284355.0,70600.0,-1.0,50000.0,30492.0,41745.0,,172000.0,6720.0,-1.0,,133000.0,-1.0,3465.0,18678.0,-1.0,-1.0,,-1.0,3470000.0,6399.0,,1221187.0,440.0,,85200.0,657550.0,-1.0,3500.0,306489.0,210000.0,,148000.0,14397.0,222808.0,433535.0,900.0,657800.0,1500000.0,35727.0,1092063.0,552100.0,5375000.0,1263.0,25400.0,,,2100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,324548.0,431000.0,1584.0,-1.0,-1.0,149670.0,-1.0,738600.0,1760.0,-1.0,,-1.0,,,89000.0,132000.0,244000.0,14607.0,,158769.0,313491.0,82500.0,,1086000.0,,98300.0,50.0,-1.0,215707.0,,,77761.0,9200.0,90000.0,4300.0,,78.0,-1.0,,-1.0,55392.0,10.0,-1.0,552098.0,65.0,,50.0,300.0,78.0,2228.0,,375112.0,5688491.0
1980,3788000.0,90.0,-1.0,29447.0,1470.0,229492.0,,631372.0,-1.0,16361.0,-1.0,-1.0,22255.0,,-1.0,450.0,30000.0,,,20000.0,294810.0,85000.0,-1.0,55000.0,31947.0,40480.0,,172000.0,7420.0,-1.0,,140000.0,-1.0,3002.0,31678.0,-1.0,-1.0,,-1.0,3000000.0,33179.0,,1157370.0,450.0,,105000.0,630250.0,-1.0,2500.0,334598.0,195000.0,,150000.0,25502.0,141783.0,906083.0,950.0,594000.0,1700000.0,36451.0,1030375.0,527400.0,5130000.0,1140.0,18288.0,,,2000.0,27768.0,-1.0,-1.0,-1.0,-1.0,-1.0,,213700.0,473300.0,2500.0,-1.0,-1.0,170920.0,-1.0,712100.0,990.0,-1.0,,-1.0,,,104832.0,134000.0,250000.0,14247.0,,172450.0,341410.0,75100.0,,975700.0,,98100.0,100.0,-1.0,332063.0,,,83093.0,9300.0,95000.0,4500.0,,405.0,-1.0,4380.0,-1.0,53476.0,20.0,-1.0,446598.0,68.0,,184.0,420.0,405.0,2158.0,,290298.0,5471410.0
1981,3917000.0,90.0,-1.0,20370.0,1662.0,225628.0,,733771.0,-1.0,16500.0,-1.0,-1.0,21199.0,,-1.0,460.0,32000.0,,,20000.0,284478.0,95000.0,-1.0,60000.0,24756.0,39744.0,,112500.0,7450.0,-1.0,,145000.0,-1.0,4866.0,33554.0,-1.0,-1.0,,-1.0,3000000.0,34271.0,,1210961.0,460.0,,93000.0,643960.0,-1.0,2200.0,290690.0,210000.0,,160000.0,27793.0,181784.0,968934.0,1000.0,630000.0,1900000.0,40465.0,1182781.0,556600.0,5985000.0,1450.0,20320.0,,,2100.0,28496.0,-1.0,-1.0,-1.0,-1.0,-1.0,,196908.0,491100.0,4386.0,-1.0,-1.0,157000.0,-1.0,705610.0,1533.0,-1.0,,-1.0,,,108466.0,136000.0,240000.0,15450.0,,179222.0,307786.0,87000.0,,963000.0,,99200.0,150.0,-1.0,193352.0,,,70000.0,9400.0,97000.0,4500.0,,952.0,-1.0,5065.0,-1.0,51837.0,30.0,-1.0,337916.0,70.0,,288.0,355.0,952.0,2520.0,,315133.0,6292786.0
1982,4051000.0,90.0,-1.0,23452.0,1878.0,241118.0,,941482.0,-1.0,17000.0,-1.0,-1.0,27687.0,,-1.0,470.0,31450.0,,,25000.0,339630.0,119400.0,-1.0,62000.0,27368.0,39744.0,,138000.0,7500.0,-1.0,,153000.0,-1.0,2905.0,14708.0,-1.0,-1.0,,-1.0,3100000.0,32947.0,,1082722.0,470.0,,89500.0,544785.0,-1.0,2500.0,369907.0,200000.0,,160000.0,62378.0,188361.0,868586.0,1100.0,607000.0,2088500.0,40757.0,1184000.0,552800.0,5985000.0,1553.0,21336.0,,,2000.0,29244.0,-1.0,-1.0,-1.0,-1.0,-1.0,,250456.0,578900.0,3916.0,-1.0,-1.0,124545.0,-1.0,694720.0,1766.0,-1.0,,-1.0,,,119336.0,137000.0,230000.0,17780.0,,193222.0,282986.0,76200.0,,932600.0,,101200.0,200.0,-1.0,456512.0,,,90000.0,9500.0,100000.0,4600.0,,847.0,-1.0,5035.0,-1.0,53688.0,40.0,-1.0,470539.0,73.0,,300.0,355.0,847.0,2726.0,,361626.0,6267986.0
1983,4292000.0,90.0,-1.0,37587.0,2156.0,247830.0,,462545.0,-1.0,17000.0,-1.0,-1.0,37742.0,,-1.0,480.0,32000.0,8000.0,,28700.0,330504.0,131340.0,-1.0,65000.0,40887.0,62376.0,,121500.0,7600.0,-1.0,,160000.0,-1.0,3491.0,14094.0,-1.0,-1.0,,-1.0,3110000.0,30000.0,,965000.0,480.0,,56000.0,609343.0,50.0,4200.0,303437.0,240000.0,,160000.0,71070.0,162860.0,678200.0,1170.0,493549.0,2348842.0,40787.0,1186000.0,572400.0,6800000.0,1360.0,18600.0,,,2000.0,30022.0,-1.0,-1.0,-1.0,-1.0,-1.0,,75652.0,583000.0,3300.0,-1.0,-1.0,118340.0,-1.0,798090.0,598.0,-1.0,,-1.0,,,120000.0,200000.0,180000.0,5093.0,,206941.0,223901.0,78200.0,,865900.0,,99500.0,300.0,-1.0,446742.0,,,110000.0,9600.0,110000.0,4700.0,,1684.0,-1.0,5565.0,-1.0,57511.0,55.0,-1.0,366415.0,75.0,,285.0,740.0,1684.0,2605.0,,219909.0,7023901.0
