,Kenya,Peru,Mozambique,Croatia,Cameroon,Serbia,Philippines,South Sudan,The former Yugoslav Republic of Macedonia,Japan,Zimbabwe,Iraq,Malawi,Cyprus,Guyana,Australia & New Zealand,United States of America,Bosnia and Herzegovina,Serbia and Montenegro,Democratic Republic of the Congo,Slovenia,Senegal,Madagascar,Myanmar,Uganda,Burkina Faso,Niger,Sri Lanka,Nigeria,Egypt,Mauritania,Russian Federation,China,Yugoslav SFR,Jamaica,United Republic of Tanzania,Trinidad and Tobago,Occupied Palestinian Territory,South Africa,Guinea-Bissau,Australia,Hungary,Sudan,"China, mainland",Sudan (former),Mali,Haiti,Swaziland
1971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6500.0,-1,-1.0,4000.0,-1.0,4750.0,58000.0,523.0,-1.0,-1.0,-1.0,-1.0,-1.0,62100.0,-1.0,70800.0,3500.0,18047.0,40000.0,226000.0,999600.0,4309.0,3790000.0,4201.0,23184.0,-1,-1.0,3746.0,563.0,30000.0,60.0,-1.0,13000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,82000.0,2000.0
1972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5490.0,-1,-1.0,5300.0,-1.0,3750.0,59000.0,502.0,-1.0,-1.0,-1.0,-1.0,-1.0,65100.0,-1.0,86392.0,3000.0,15505.0,63300.0,225000.0,920590.0,5489.0,2464000.0,3781.0,23184.0,-1,-1.0,3001.0,611.0,35000.0,70.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,84000.0,2000.0
1973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5500.0,-1,-1.0,4600.0,-1.0,3255.0,61000.0,208.0,-1.0,-1.0,-1.0,-1.0,-1.0,66600.0,-1.0,52930.0,2350.0,14973.0,49000.0,212000.0,832000.0,5567.0,3256000.0,2941.0,23184.0,-1,-1.0,2126.0,516.0,35000.0,70.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,82000.0,1800.0
1974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4670.0,-1,-1.0,4000.0,-1.0,2781.0,62000.0,323.0,-1.0,-1.0,-1.0,-1.0,-1.0,68000.0,-1.0,59394.0,2670.0,16574.0,68000.0,278000.0,918800.0,2993.0,2937000.0,3781.0,23184.0,-1,-1.0,2699.0,708.0,40000.0,80.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,82000.0,1800.0
1975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8100.0,-1,-1.0,2730.0,-1.0,1180.0,63000.0,712.0,-1.0,-1.0,-1.0,-1.0,-1.0,68900.0,-1.0,62000.0,3815.0,18261.0,78000.0,320000.0,839300.0,8732.0,3033000.0,3781.0,23184.0,-1,-1.0,2029.0,927.0,46000.0,75.0,-1.0,11000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,73000.0,1800.0
1976,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8260.0,-1,-1.0,2430.0,-1.0,463.0,64000.0,693.0,-1.0,-1.0,-1.0,-1.0,-1.0,70900.0,-1.0,62400.0,2700.0,17699.0,86675.0,255000.0,873400.0,19229.0,2721000.0,4271.0,23184.0,-1,-1.0,3280.0,657.0,95000.0,80.0,-1.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,70000.0,1800.0
1977,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8660.0,-1,-1.0,2460.0,-1.0,655.0,66000.0,577.0,-1.0,-1.0,-1.0,-1.0,-1.0,72500.0,-1.0,57223.0,3570.0,18996.0,80700.0,283000.0,726300.0,30164.0,1552000.0,3404.0,23184.0,-1,-1.0,2632.0,901.0,97286.0,80.0,-1.0,11000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,60000.0,1700.0
1978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8770.0,-1,-1.0,1980.0,-1.0,683.0,66000.0,232.0,-1.0,-1.0,14700.0,-1.0,-1.0,72700.0,-1.0,62417.0,3090.0,20102.0,80200.0,299000.0,952440.0,27577.0,1406000.0,2623.0,23184.0,-1,-1.0,1867.0,1888.0,99571.0,82.0,-1.0,12000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,101415.0,2000.0
1979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6300.0,-1,-1.0,1500.0,-1.0,725.0,67000.0,203.0,-1.0,-1.0,13100.0,-1.0,-1.0,64800.0,-1.0,46500.0,2900.0,20074.0,43000.0,302000.0,944400.0,30280.0,1406000.0,3318.0,23184.0,-1,-1.0,2214.0,1076.0,101857.0,84.0,-1.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,107754.0,1500.0
1980,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6580.0,-1,-1.0,1300.0,-1.0,725.0,68000.0,266.0,-1.0,-1.0,15700.0,-1.0,-1.0,76800.0,-1.0,50000.0,2275.0,20239.0,38000.0,268000.0,1105100.0,25541.0,1463000.0,2731.0,23184.0,-1,-1.0,2811.0,1002.0,104143.0,86.0,-1.0,11000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,85000.0,1768.0
1981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6340.0,-1,-1.0,1430.0,-1.0,725.0,69000.0,240.0,-1.0,-1.0,19600.0,-1.0,-1.0,79100.0,-1.0,59183.0,1910.0,21888.0,41000.0,324500.0,1215700.0,38158.0,1173000.0,2650.0,23184.0,-1,-1.0,3087.0,867.0,106429.0,90.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,85000.0,1800.0
1982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6270.0,-1,-1.0,1530.0,-1.0,725.0,70000.0,236.0,-1.0,-1.0,15039.0,-1.0,-1.0,81300.0,-1.0,45886.0,3685.0,23941.0,45000.0,309000.0,1371668.0,35739.0,1520000.0,4683.0,23184.0,-1,-1.0,3011.0,726.0,108714.0,95.0,-1.0,14000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,85000.0,1800.0
1983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4590.0,-1,-1.0,1080.0,-1.0,725.0,71000.0,254.0,-1.0,-1.0,15000.0,-1.0,-1.0,83800.0,-1.0,39433.0,3950.0,18877.0,46500.0,286000.0,1549135.0,45811.0,1183000.0,3360.0,23184.0,-1,-1.0,2966.0,1054.0,111000.0,100.0,-1.0,11000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86911.0,85000.0,1800.0
1984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5580.0,-1,-1.0,1100.0,-1.0,725.0,72000.0,254.0,-1.0,7782.0,12500.0,-1.0,-1.0,86000.0,-1.0,52498.0,4000.0,22276.0,49000.0,278000.0,1512738.0,31321.0,1106000.0,3360.0,23184.0,-1,-1.0,1635.0,1034.0,113286.0,100.0,-1.0,13000.0,-1.0,7782.0,-1.0,-1.0,-1.0,-1.0,176100.0,85000.0,1800.0
1985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3260.0,-1,-1.0,700.0,-1.0,750.0,73000.0,174.0,-1.0,6394.0,14000.0,-1.0,-1.0,90100.0,-1.0,120716.0,4000.0,21375.0,44000.0,404000.0,1566269.0,22721.0,1405000.0,3360.0,23184.0,-1,-1.0,3212.0,864.0,115571.0,100.0,-1.0,11000.0,-1.0,6394.0,-1.0,-1.0,-1.0,-1.0,203549.0,85000.0,1800.0
1986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3030.0,-1,-1.0,890.0,-1.0,750.0,74000.0,174.0,-1.0,8400.0,15500.0,-1.0,-1.0,86300.0,-1.0,117607.0,4100.0,26374.0,50000.0,482950.0,1590541.0,27701.0,1405000.0,3780.0,23184.0,-1,-1.0,2759.0,635.0,117857.0,100.0,-1.0,12000.0,-1.0,8400.0,-1.0,-1.0,-1.0,-1.0,145636.0,82000.0,1800.0
1987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2920.0,-1,-1.0,800.0,-1.0,700.0,75000.0,167.0,-1.0,14400.0,12908.0,-1.0,-1.0,88100.0,-1.0,71480.0,4150.0,25260.0,42000.0,418300.0,1790800.0,27600.0,1496000.0,3360.0,23184.0,-1,-1.0,3183.0,1173.0,120143.0,100.0,-1.0,13000.0,-1.0,14400.0,-1.0,-1.0,-1.0,-1.0,130819.0,82000.0,1800.0
1988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2610.0,-1,-1.0,900.0,-1.0,710.0,76000.0,107.0,-1.0,13700.0,6400.0,-1.0,-1.0,90000.0,-1.0,70687.0,4200.0,18600.0,46000.0,537000.0,1925194.0,24200.0,1542000.0,2520.0,23184.0,-1,-1.0,3597.0,546.0,122429.0,100.0,-1.0,13000.0,-1.0,13700.0,-1.0,-1.0,-1.0,-1.0,276068.0,72000.0,1800.0
1989,109070.0,-1.0,-1.0,-1.0,-1.0,-1.0,2300.0,-1,-1.0,200.0,-1.0,730.0,76000.0,90.0,-1.0,7000.0,560.0,-1.0,-1.0,90800.0,-1.0,64809.0,4250.0,23570.0,47000.0,499000.0,2199838.0,28808.0,1643000.0,2520.0,23184.0,-1,-1.0,3617.0,469.0,124714.0,100.0,-1.0,13000.0,-1.0,7000.0,-1.0,-1.0,-1.0,-1.0,160406.0,63000.0,1800.0
1990,119413.0,-1.0,-1.0,-1.0,-1.0,-1.0,2100.0,-1,-1.0,800.0,0.0,750.0,78000.0,95.0,-1.0,3886.0,4500.0,-1.0,-1.0,80000.0,-1.0,45334.0,4300.0,24949.0,49000.0,388000.0,2585328.0,26220.0,1805000.0,3117.0,23184.0,-1,-1.0,4017.0,478.0,127000.0,100.0,-1.0,14138.0,-1.0,3886.0,-1.0,-1.0,-1.0,-1.0,218512.0,55000.0,2425.0
1991,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,1900.0,-1,-1.0,900.0,0.0,600.0,76000.0,90.0,-1.0,4578.0,6150.0,-1.0,-1.0,70000.0,-1.0,50744.0,4200.0,29225.0,48000.0,584000.0,2622319.0,25726.0,1885740.0,4886.0,23184.0,-1,-1.0,4000.0,486.0,129286.0,102.0,-1.0,13349.0,-1.0,4578.0,-1.0,-1.0,-1.0,-1.0,224108.0,50000.0,2152.0
1992,155000.0,-1.0,-1.0,186.0,-1.0,-1.0,1700.0,-1,2030.0,906.0,0.0,750.0,75000.0,70.0,-1.0,9321.0,5400.0,1830.0,674.0,73000.0,39.0,73653.0,4300.0,31758.0,49000.0,590000.0,3871624.0,21155.0,2767000.0,2237.0,23184.0,-1,-1.0,-1.0,500.0,131571.0,102.0,-1.0,13176.0,-1.0,9321.0,-1.0,-1.0,-1.0,-1.0,512455.0,51558.0,1902.0
1993,140000.0,-1.0,-1.0,270.0,-1.0,-1.0,1600.0,-1,1614.0,0.0,-1.0,760.0,77000.0,70.0,-1.0,6304.0,6000.0,1450.0,1371.0,71497.0,0.0,118432.0,4400.0,36844.0,51000.0,527000.0,3281806.0,22210.0,3090000.0,3000.0,23184.0,-1,-1.0,-1.0,417.0,133857.0,103.0,-1.0,13497.0,-1.0,6304.0,-1.0,-1.0,-1.0,-1.0,558097.0,50000.0,2129.0
1994,136000.0,-1.0,-1.0,120.0,11000.0,-1.0,1400.0,-1,1707.0,0.0,-1.0,755.0,76000.0,60.0,-1.0,-1.0,4900.0,1400.0,3686.0,72291.0,-1.0,91504.0,4202.0,37343.0,53000.0,457000.0,2976592.0,21040.0,3029000.0,2500.0,23184.0,-1,-1.0,-1.0,455.0,136143.0,104.0,-1.0,13707.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,149998.0,48328.0,2006.0
1995,117770.0,-1.0,-1.0,100.0,22000.0,-1.0,1050.0,-1,1877.0,0.0,-1.0,750.0,78000.0,70.0,-1.0,-1.0,2130.0,1700.0,7960.0,70000.0,-1.0,97479.0,4278.0,55400.0,54000.0,465000.0,3439112.0,18130.0,3585000.0,2600.0,23184.0,-1,-1.0,-1.0,377.0,138429.0,105.0,-1.0,12000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,200280.0,43000.0,1953.0
1996,86052.0,-1.0,-1.0,164.0,33000.0,-1.0,800.0,-1,1673.0,0.0,-1.0,740.0,79000.0,70.0,-1.0,-1.0,2950.0,1400.0,13186.0,77000.0,-1.0,88623.0,4343.0,74100.0,56000.0,605000.0,3044227.0,18950.0,4001000.0,2650.0,23184.0,-1,-1.0,-1.0,353.0,140714.0,106.0,-1.0,13000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,359556.0,47000.0,1875.0
1997,93055.0,-1.0,-1.0,158.0,44000.0,-1.0,550.0,-1,2200.0,0.0,-1.0,700.0,80000.0,70.0,-1.0,-1.0,3450.0,1800.0,9240.0,80000.0,-1.0,88000.0,4500.0,83800.0,58000.0,418000.0,3320492.0,16250.0,4009000.0,2700.0,23184.0,-1,-1.0,-1.0,301.0,143000.0,105.0,12.0,10897.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,274586.0,50000.0,1769.0
1998,105142.0,-1.0,-1.0,150.0,55000.0,-1.0,400.0,-1,1800.0,0.0,-1.0,650.0,79000.0,70.0,-1.0,-1.0,8800.0,1800.0,7000.0,85000.0,-1.0,123365.0,4600.0,76500.0,60000.0,650000.0,3749436.0,14860.0,5025000.0,2800.0,23184.0,-1,-1.0,-1.0,323.0,145286.0,107.0,15.0,13138.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,304748.0,53000.0,1900.0
1999,118797.0,-1.0,-1.0,100.0,66000.0,-1.0,323.0,-1,2300.0,8.0,-1.0,590.0,82114.0,70.0,-1.0,-1.0,6350.0,1800.0,4516.0,88000.0,-1.0,170000.0,4700.0,90500.0,62000.0,619000.0,3793793.0,13160.0,3513000.0,2900.0,23184.0,-1,-1.0,-1.0,309.0,147571.0,108.0,7.0,15386.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,283935.0,55000.0,1800.0
2000,100300.0,13333.0,-1.0,129.0,77000.0,-1.0,272.0,-1,2500.0,6.0,-1.0,560.0,80960.0,65.0,230.0,-1.0,1659.0,1500.0,4126.0,95000.0,-1.0,146464.0,4600.0,105000.0,64000.0,272000.0,2500000.0,12950.0,3583000.0,2875.0,23184.0,-1,-1.0,-1.0,270.0,149857.0,109.0,17.0,15432.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,258400.0,51188.0,1700.0
2001,128077.0,13252.0,-1.0,100.0,95809.0,-1.0,341.0,-1,2000.0,6.0,-1.0,520.0,78218.0,70.0,130.0,-1.0,3035.0,1400.0,4571.0,100000.0,-1.0,90685.0,4737.0,134000.0,65000.0,800500.0,3524400.0,10790.0,3620000.0,2868.0,23184.0,-1,-1.0,-1.0,267.0,152143.0,110.0,19.0,13500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278206.0,50000.0,1798.0
2002,122398.0,14526.0,236300.0,100.0,100599.0,-1.0,326.0,-1,2500.0,6.0,-1.0,480.0,78905.0,70.0,120.0,-1.0,5261.0,1600.0,4344.0,103349.0,-1.0,132596.0,4861.0,129000.0,66000.0,708000.0,3878400.0,11780.0,3668000.0,3000.0,23184.0,-1,-1.0,-1.0,224.0,154429.0,114.0,28.0,12625.0,-1.0,-1.0,-1.0,-1.0,-1.0,17000.0,316845.0,47572.0,1750.0
2003,151679.0,16070.0,280000.0,100.0,105629.0,-1.0,334.0,-1,2400.0,6.0,-1.0,450.0,80452.0,79.0,129.0,-1.0,6313.0,1800.0,3797.0,110000.0,-1.0,145487.0,5008.0,129000.0,67000.0,972000.0,4103700.0,13840.0,3726000.0,2809.0,23184.0,-1,-1.0,-1.0,256.0,73170.0,115.0,1.0,11996.0,-1.0,-1.0,-1.0,-1.0,-1.0,23000.0,300864.0,45000.0,1770.0
2004,125189.0,17303.0,368600.0,100.0,110910.0,-1.0,338.0,-1,2328.0,6.0,-1.0,440.0,76585.0,77.0,115.0,-1.0,9915.0,1500.0,4149.0,137773.0,-1.0,188181.0,5172.0,140000.0,70000.0,588000.0,2722200.0,9660.0,3986000.0,2727.0,14000.0,-1,-1.0,-1.0,205.0,159000.0,120.0,26.0,11450.0,-1.0,-1.0,-1.0,-1.0,-1.0,35000.0,320000.0,40000.0,1790.0
2005,72654.0,14899.0,368600.0,102.0,89846.0,-1.0,344.0,-1,2700.0,5.0,-1.0,400.0,81041.0,90.0,118.0,-1.0,9915.0,1600.0,4655.0,124955.0,-1.0,221907.0,5287.0,141000.0,71000.0,946000.0,3464300.0,11360.0,4140000.0,2646.0,23000.0,-1,-1.0,-1.0,188.0,150400.0,130.0,37.0,10714.0,-1.0,-1.0,11.0,-1.0,-1.0,48000.0,307190.0,42000.0,1800.0
2006,161971.0,21522.0,350800.0,100.0,105161.0,4773.0,355.0,-1,2600.0,0.0,-1.0,380.0,80704.0,80.0,114.0,-1.0,9106.0,1600.0,-1.0,128045.0,-1.0,193462.0,5862.0,149700.0,71000.0,928000.0,4133495.0,10650.0,4406000.0,2510.0,22859.0,-1,-1.0,-1.0,215.0,155930.0,140.0,28.0,11273.0,-1.0,-1.0,10.0,-1.0,-1.0,63750.0,213194.0,40000.0,1700.0
2007,130163.0,17063.0,371500.0,100.0,111890.0,5137.0,380.0,-1,2200.0,6.0,-1.0,370.0,80000.0,74.0,111.0,-1.0,4047.0,600.0,-1.0,125000.0,-1.0,168825.0,6451.0,145700.0,72000.0,538700.0,4768138.0,10630.0,4491000.0,2422.0,22788.0,-1,-1.0,-1.0,228.0,177610.0,150.0,21.0,10490.0,3127.0,-1.0,10.0,-1.0,-1.0,91250.0,263177.0,43000.0,1750.0
2008,148157.0,21067.0,352500.0,100.0,115374.0,5139.0,448.0,-1,2161.0,18.0,-1.0,350.0,71743.0,100.0,107.0,-1.0,11857.0,500.0,-1.0,126000.0,-1.0,272104.0,6513.0,157000.0,74000.0,1144000.0,5242347.0,12160.0,4289000.0,2463.0,22913.0,-1,-1.0,-1.0,210.0,88440.0,150.0,21.0,10664.0,3304.0,-1.0,9.0,-1.0,-1.0,173529.0,250000.0,43157.0,1800.0
2009,124302.0,20273.0,300000.0,86.0,236654.0,5696.0,447.0,-1,2217.0,18.0,-1.0,330.0,55095.0,140.0,104.0,-1.0,18372.0,500.0,-1.0,131500.0,-1.0,215783.0,6649.0,183192.0,77000.0,965200.0,4156293.0,11440.0,2320590.0,2546.0,28300.0,-1,-1.0,-1.0,195.0,128290.0,150.0,20.0,10732.0,3300.0,-1.0,8.0,-1.0,-1.0,190000.0,283665.0,42720.0,1850.0
2010,168273.0,22736.0,98695.0,70.0,249486.0,5122.0,352.0,-1,2000.0,17.0,-1.0,310.0,67196.0,141.0,102.0,-1.0,13233.0,500.0,-1.0,139391.0,-1.0,128244.0,6782.0,181340.0,66000.0,1332200.0,5570969.0,10870.0,2859760.0,2222.0,22319.0,-1,-1.0,-1.0,196.0,258160.0,150.0,6.0,10828.0,3577.0,-1.0,0.0,-1.0,-1.0,139020.0,239150.0,42543.0,1920.0
2011,197980.0,16056.0,277725.0,77.0,181664.0,4557.0,356.0,-1,2206.0,16.0,-1.0,295.0,70599.0,166.0,99.0,-1.0,9429.0,500.0,-1.0,144584.0,-1.0,94530.0,6900.0,147490.0,68900.0,938000.0,4644771.0,9270.0,3021175.0,2156.0,21987.0,-1,-1.0,-1.0,222.0,218081.0,150.0,15.0,10349.0,3672.0,-1.0,0.0,-1.0,-1.0,145740.0,262371.0,42295.0,1905.0
2012,212730.0,25777.0,346811.0,80.0,121405.0,4712.0,347.0,-1,2000.0,15.0,-1.0,233.0,70599.0,217.0,90.0,-1.0,13274.0,500.0,-1.0,148448.0,-1.0,129206.0,7000.0,131200.0,25000.0,1273500.0,4700833.0,11040.0,3481000.0,2000.0,21927.0,-1,12000.0,-1.0,244.0,233803.0,150.0,16.0,11500.0,4000.0,-1.0,0.0,65940.0,12000.0,-1.0,265377.0,42000.0,2050.0
2013,250798.0,15465.0,350000.0,80.0,236214.0,4465.0,346.0,-1,2000.0,15.0,-1.0,204.0,75504.0,210.0,90.0,-1.0,15702.0,200.0,-1.0,154111.0,-1.0,123111.0,7000.0,132800.0,25000.0,1200500.0,5135774.0,10820.0,3593300.0,2000.0,21840.0,-1,12500.0,-1.0,271.0,234233.0,150.0,16.0,11500.0,4000.0,-1.0,0.0,259980.0,12500.0,-1.0,254384.0,42000.0,2100.0
2014,281877.0,12779.0,377900.0,68.0,209019.0,4777.0,325.0,-1,2221.0,14.0,-1.0,210.0,81753.0,222.0,95.0,-1.0,12060.0,200.0,-1.0,159945.0,-1.0,153142.0,7100.0,132000.0,25000.0,1205162.0,5325168.0,11519.0,3701500.0,2050.0,21755.0,-1,13000.0,-1.0,270.0,197323.0,154.0,16.0,11404.0,3990.0,-1.0,0.0,260000.0,13000.0,-1.0,353382.0,41525.0,2031.0
