,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Uganda,Bangladesh,Malawi,Melanesia,Yemen,Rwanda,Portugal,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Mauritius,American Samoa,Senegal,Madagascar,Tajikistan,Ukraine,Algeria,Bhutan,Guinea,Israel,Zambia,Fiji,Belgium,Chad,United Arab Emirates,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Colombia,Libya,Sweden,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Saint Vincent and the Grenadines,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Mali,Haiti,Paraguay,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,El Salvador,Benin,Canada,Japan,Pakistan,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Somalia,Czechoslovakia,Cuba,Turkey,Czechia,Argentina,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Viet Nam,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Slovakia,Jamaica,Solomon Islands,Trinidad and Tobago,Italy,Singapore,Polynesia,Sierra Leone,Samoa,Australia,Panama,Ghana,Oman,Angola,Nigeria,Swaziland,Republic of Moldova,Belgium-Luxembourg
1971,1500.0,8666.0,-1,-1.0,54035.0,1600.0,75790.0,12980.0,241323.0,6200.0,16300.0,9090.0,-1.0,135212.0,-1.0,90600.0,45266.0,6070.0,43700.0,50290.0,330.0,4607.0,1100.0,5000.0,12883.0,49189.0,5666.0,4100.0,413.0,4.0,-1.0,7000.0,-1.0,-1.0,5990.0,-1.0,1630.0,1875.0,5634.0,260.0,-1.0,70.0,250.0,721.0,13000.0,438.0,-1.0,1401.0,-1.0,52.0,400666.0,-1.0,23000.0,728.0,-1.0,7614.0,-1.0,-1.0,2428.0,14237.0,-1.0,-1.0,36000.0,-1.0,19732.0,4000.0,500.0,42000.0,392000.0,-1.0,175.0,160.0,16100.0,1650.0,2435.0,33000.0,-1.0,6584.0,-1.0,3990.0,6886.0,-1.0,21043.0,1100.0,1401.0,39472.0,66100.0,60700.0,14653.0,-1.0,9888.0,1739.0,15800.0,1997.0,111.0,115390.0,338960.0,14791.0,12000.0,88600.0,200.0,3644.0,46200.0,335627.0,-1.0,64700.0,14100.0,150.0,1646.0,-1.0,446900.0,12.0,272.0,750.0,2833.0,3900.0,1800.0,40974.0,50198.0,177800.0,32900.0,1800.0,4700.0,4310.0,1297.0,20800.0,3237.0,8000.0,1119.0,17840.0,-1.0,1000.0,70.0,221.0,43260.0,372.0,31.0,-1.0,27.0,10886.0,640.0,2183.0,1000.0,6475.0,38040.0,356.0,-1.0,711.0
1972,1500.0,7876.0,-1,-1.0,66314.0,1600.0,78070.0,15410.0,251269.0,6200.0,20600.0,9110.0,-1.0,175510.0,-1.0,84100.0,50286.0,6900.0,41066.0,55564.0,326.0,4607.0,1100.0,5000.0,11906.0,56955.0,5261.0,4400.0,436.0,4.0,22.0,5310.0,-1.0,-1.0,5090.0,-1.0,1630.0,1575.0,4921.0,256.0,-1.0,141.0,200.0,690.0,13000.0,358.0,-1.0,1462.0,-1.0,78.0,429876.0,-1.0,26300.0,692.0,-1.0,7778.0,-1.0,-1.0,2991.0,15457.0,-1.0,-1.0,40306.0,-1.0,20362.0,4000.0,500.0,46000.0,422000.0,-1.0,300.0,160.0,17500.0,1850.0,3065.0,33000.0,-1.0,6350.0,-1.0,8041.0,7254.0,-1.0,25100.0,1100.0,1531.0,41797.0,62500.0,50604.0,11088.0,-1.0,8913.0,1699.0,16800.0,1951.0,134.0,121634.0,340902.0,19207.0,11700.0,100000.0,225.0,3580.0,79700.0,352383.0,-1.0,68400.0,14100.0,120.0,1892.0,-1.0,458300.0,20.0,288.0,630.0,2900.0,4200.0,1900.0,58147.0,38676.0,185200.0,39600.0,1330.0,5058.0,2873.0,1965.0,13700.0,1691.0,7635.0,1175.0,19000.0,-1.0,1000.0,70.0,272.0,47433.0,243.0,34.0,-1.0,30.0,9955.0,470.0,2509.0,410.0,6070.0,24000.0,410.0,-1.0,705.0
1973,1700.0,7826.0,-1,-1.0,63132.0,1600.0,84020.0,16566.0,235245.0,6300.0,24400.0,9275.0,-1.0,175723.0,-1.0,83621.0,49687.0,6500.0,47086.0,50141.0,310.0,4807.0,1200.0,5000.0,11339.0,56941.0,5666.0,5200.0,459.0,4.0,107.0,5410.0,-1.0,-1.0,3650.0,-1.0,1630.0,1200.0,5413.0,240.0,-1.0,97.0,180.0,709.0,13000.0,425.0,-1.0,1625.0,-1.0,81.0,451826.0,-1.0,26200.0,667.0,-1.0,7740.0,-1.0,-1.0,2342.0,16920.0,-1.0,-1.0,38000.0,-1.0,20602.0,4000.0,500.0,48315.0,444000.0,-1.0,400.0,161.0,20400.0,1980.0,3135.0,33000.0,-1.0,6150.0,-1.0,8338.0,7236.0,-1.0,31430.0,1100.0,1379.0,48912.0,59400.0,43994.0,9850.0,-1.0,9087.0,401.0,15900.0,1739.0,104.0,119238.0,359760.0,14035.0,12400.0,98700.0,225.0,3503.0,72100.0,322840.0,-1.0,74200.0,7500.0,150.0,2381.0,-1.0,444900.0,24.0,236.0,535.0,2970.0,4300.0,2000.0,55542.0,39055.0,186500.0,51800.0,1422.0,2023.0,3287.0,1403.0,15000.0,1845.0,8000.0,1177.0,18100.0,-1.0,1000.0,70.0,374.0,49901.0,310.0,37.0,-1.0,33.0,9600.0,650.0,3171.0,410.0,6070.0,23000.0,507.0,-1.0,578.0
1974,1700.0,7921.0,-1,-1.0,40838.0,1500.0,87080.0,15574.0,240976.0,5048.0,25000.0,5422.0,-1.0,175046.0,-1.0,84200.0,59802.0,6900.0,46392.0,51563.0,304.0,4807.0,1300.0,5000.0,11029.0,56886.0,5700.0,5800.0,579.0,3.0,92.0,3935.0,-1.0,-1.0,3090.0,-1.0,1600.0,1100.0,6739.0,230.0,-1.0,87.0,170.0,752.0,13000.0,640.0,-1.0,1933.0,-1.0,78.0,478921.0,-1.0,25500.0,663.0,-1.0,7527.0,-1.0,-1.0,2507.0,16721.0,-1.0,-1.0,37000.0,-1.0,20456.0,4000.0,534.0,52255.0,471000.0,-1.0,500.0,190.0,24200.0,2200.0,3700.0,33000.0,-1.0,5493.0,-1.0,9870.0,7044.0,-1.0,30551.0,1150.0,1429.0,50118.0,55900.0,46531.0,11865.0,-1.0,9756.0,-1.0,14000.0,1751.0,103.0,123339.0,389545.0,10980.0,12800.0,111000.0,225.0,3678.0,69918.0,230149.0,-1.0,83400.0,12000.0,-1.0,2721.0,-1.0,461500.0,28.0,251.0,1000.0,3920.0,4300.0,2000.0,54323.0,42619.0,186100.0,53300.0,1980.0,3223.0,4276.0,1867.0,17000.0,2826.0,9000.0,1260.0,19000.0,-1.0,779.0,74.0,272.0,49242.0,279.0,40.0,-1.0,37.0,9278.0,690.0,4081.0,450.0,6070.0,25500.0,260.0,-1.0,495.0
1975,1700.0,8594.0,-1,-1.0,43793.0,1600.0,84720.0,17203.0,253736.0,6800.0,24300.0,6716.0,-1.0,198657.0,-1.0,97000.0,66631.0,7200.0,45624.0,50171.0,306.0,4812.0,1500.0,5000.0,11012.0,63479.0,2520.0,5327.0,594.0,3.0,10.0,4430.0,-1.0,-1.0,3050.0,-1.0,1650.0,890.0,8723.0,230.0,-1.0,110.0,160.0,718.0,9883.0,494.0,-1.0,2441.0,-1.0,81.0,573594.0,-1.0,34100.0,738.0,-1.0,7722.0,-1.0,-1.0,4424.0,15591.0,-1.0,-1.0,39000.0,-1.0,20274.0,4000.0,738.0,50398.0,565000.0,-1.0,500.0,183.0,20600.0,2135.0,3625.0,33000.0,-1.0,4265.0,-1.0,14448.0,7006.0,-1.0,23100.0,1755.0,1290.0,41610.0,58800.0,54242.0,10013.0,-1.0,11064.0,21.0,14500.0,1764.0,102.0,127013.0,439766.0,14069.0,13000.0,142900.0,225.0,3524.0,69270.0,241508.0,-1.0,87700.0,12000.0,-1.0,2464.0,-1.0,380600.0,26.0,251.0,1800.0,4140.0,4300.0,1508.0,53905.0,40221.0,180600.0,57300.0,2073.0,3791.0,4186.0,921.0,19100.0,5320.0,9000.0,1680.0,20000.0,-1.0,779.0,76.0,219.0,56539.0,231.0,43.0,89.0,40.0,9248.0,850.0,3100.0,450.0,6100.0,31984.0,561.0,-1.0,489.0
1976,1700.0,10257.0,-1,-1.0,53348.0,1650.0,86280.0,17622.0,280373.0,10352.0,28600.0,6740.0,-1.0,198608.0,-1.0,114400.0,66749.0,4670.0,49200.0,61172.0,348.0,5068.0,1500.0,5500.0,10975.0,69853.0,2520.0,5922.0,537.0,3.0,20.0,4708.0,-1.0,-1.0,2140.0,-1.0,1650.0,930.0,9521.0,270.0,-1.0,130.0,150.0,737.0,9915.0,950.0,-1.0,2533.0,-1.0,85.0,677257.0,-1.0,38100.0,750.0,-1.0,7722.0,-1.0,-1.0,3722.0,15409.0,-1.0,-1.0,36000.0,1.0,21705.0,4000.0,1378.0,59489.0,667000.0,-1.0,500.0,182.0,27800.0,2030.0,4025.0,33000.0,-1.0,4343.0,-1.0,8249.0,7128.0,-1.0,25000.0,1413.0,584.0,37417.0,63400.0,44882.0,8474.0,-1.0,10616.0,185.0,16200.0,1775.0,81.0,120615.0,423659.0,17000.0,13300.0,146298.0,250.0,3510.0,70749.0,315315.0,-1.0,79000.0,12000.0,0.0,2474.0,-1.0,368200.0,25.0,236.0,1100.0,4140.0,4500.0,2100.0,54745.0,39919.0,195700.0,52600.0,2600.0,4200.0,3329.0,1179.0,22930.0,3769.0,9500.0,1820.0,24000.0,-1.0,884.0,78.0,201.0,63917.0,303.0,43.0,229.0,40.0,9200.0,950.0,3200.0,450.0,6000.0,27702.0,582.0,-1.0,462.0
1977,1700.0,9992.0,-1,-1.0,68554.0,1700.0,75980.0,15331.0,311386.0,11867.0,29100.0,6964.0,-1.0,188370.0,-1.0,105900.0,57716.0,5557.0,68053.0,66611.0,380.0,5850.0,1600.0,6000.0,11251.0,65400.0,2520.0,5403.0,541.0,2.0,20.0,4821.0,-1.0,-1.0,2270.0,-1.0,1700.0,1310.0,6250.0,300.0,-1.0,130.0,130.0,740.0,9500.0,998.0,-1.0,2654.0,-1.0,90.0,709992.0,-1.0,33000.0,795.0,-1.0,7722.0,-1.0,-1.0,3935.0,15832.0,-1.0,-1.0,46000.0,13.0,22115.0,4000.0,1977.0,54891.0,700000.0,-1.0,500.0,312.0,29800.0,2005.0,2277.0,33000.0,-1.0,4246.0,-1.0,9499.0,6928.0,-1.0,28200.0,1347.0,946.0,43971.0,64500.0,50510.0,12500.0,-1.0,10624.0,211.0,14700.0,1847.0,96.0,121793.0,390840.0,13164.0,13100.0,151100.0,250.0,3550.0,64761.0,276550.0,-1.0,75000.0,12000.0,-1.0,2231.0,-1.0,432400.0,25.0,234.0,600.0,3943.0,4500.0,1263.0,62803.0,40439.0,194000.0,51000.0,2140.0,5798.0,3330.0,1258.0,24030.0,4028.0,8400.0,1829.0,24000.0,-1.0,696.0,80.0,90.0,58808.0,330.0,42.0,294.0,40.0,9404.0,920.0,400.0,450.0,6000.0,19250.0,582.0,-1.0,472.0
1978,2500.0,8553.0,-1,-1.0,64594.0,1800.0,73760.0,16080.0,328313.0,2970.0,33300.0,7990.0,-1.0,175557.0,-1.0,102000.0,55921.0,4100.0,55517.0,76522.0,230.0,6019.0,1600.0,6000.0,10429.0,60622.0,2600.0,5298.0,614.0,2.0,10.0,4683.0,-1.0,-1.0,4860.0,-1.0,1700.0,1080.0,4000.0,148.0,-1.0,135.0,135.0,721.0,11000.0,945.0,-1.0,2545.0,-1.0,90.0,791553.0,-1.0,29300.0,339.0,-1.0,7722.0,-1.0,-1.0,4280.0,17551.0,-1.0,-1.0,46847.0,35.0,20500.0,4000.0,2000.0,43750.0,783000.0,-1.0,500.0,384.0,21500.0,1910.0,1990.0,34000.0,-1.0,4753.0,-1.0,12372.0,6622.0,-1.0,39910.0,1500.0,1049.0,48522.0,63600.0,53155.0,11733.0,-1.0,10822.0,290.0,16300.0,1895.0,95.0,114950.0,389990.0,12000.0,12700.0,152040.0,250.0,3664.0,55688.0,299299.0,-1.0,62000.0,10500.0,-1.0,1979.0,-1.0,504400.0,25.0,264.0,610.0,4542.0,4400.0,1300.0,64410.0,44522.0,178000.0,50100.0,2790.0,6495.0,4440.0,1022.0,29360.0,4182.0,8500.0,1829.0,22000.0,-1.0,701.0,82.0,90.0,58111.0,360.0,42.0,559.0,40.0,8534.0,1100.0,700.0,450.0,5500.0,23880.0,582.0,-1.0,475.0
1979,3000.0,8516.0,-1,-1.0,60488.0,1900.0,66550.0,13117.0,326049.0,5140.0,28000.0,7590.0,-1.0,208468.0,-1.0,95900.0,60413.0,3700.0,49798.0,80075.0,235.0,5977.0,1700.0,4300.0,9783.0,58753.0,2600.0,5648.0,761.0,2.0,-1.0,6394.0,-1.0,-1.0,4130.0,-1.0,1750.0,1170.0,4700.0,151.0,-1.0,140.0,140.0,730.0,13000.0,914.0,-1.0,2019.0,-1.0,75.0,633516.0,-1.0,31000.0,400.0,-1.0,6000.0,-1.0,-1.0,2981.0,16294.0,-1.0,-1.0,39691.0,70.0,19700.0,4000.0,3008.0,42977.0,625000.0,-1.0,600.0,384.0,20500.0,1745.0,1544.0,35000.0,-1.0,4045.0,-1.0,12495.0,6293.0,-1.0,36525.0,2357.0,876.0,36354.0,62300.0,47648.0,9700.0,-1.0,14660.0,312.0,18415.0,1718.0,95.0,115416.0,334950.0,17000.0,15000.0,81241.0,275.0,3860.0,51600.0,232505.0,-1.0,75000.0,8000.0,-1.0,1968.0,-1.0,409300.0,8.0,258.0,915.0,5237.0,4400.0,1500.0,55742.0,46374.0,181000.0,44300.0,2721.0,8646.0,4932.0,1022.0,21880.0,3657.0,8500.0,1995.0,20000.0,-1.0,798.0,84.0,100.0,59995.0,372.0,42.0,529.0,40.0,8065.0,870.0,500.0,400.0,5000.0,20530.0,342.0,-1.0,524.0
1980,3300.0,8433.0,-1,-1.0,57852.0,1950.0,61040.0,13467.0,316427.0,4000.0,27000.0,7520.0,-1.0,141225.0,-1.0,89307.0,64068.0,3300.0,45091.0,63239.0,282.0,6358.0,1700.0,3500.0,9039.0,57447.0,2700.0,5913.0,876.0,1.0,-1.0,5120.0,-1.0,-1.0,4380.0,50.0,1800.0,880.0,4500.0,196.0,-1.0,140.0,127.0,769.0,15692.0,780.0,-1.0,1220.0,-1.0,71.0,520433.0,-1.0,28500.0,400.0,-1.0,5000.0,-1.0,-1.0,2168.0,14442.0,-1.0,-1.0,37691.0,80.0,18500.0,4000.0,3483.0,51680.0,512000.0,-1.0,550.0,455.0,15000.0,1855.0,2258.0,36000.0,-1.0,4438.0,-1.0,13243.0,6313.0,-1.0,30205.0,2354.0,485.0,46390.0,60800.0,49900.0,10850.0,-1.0,8886.0,341.0,19500.0,1513.0,100.0,108066.0,372700.0,23000.0,15400.0,90494.0,275.0,3889.0,53400.0,222997.0,-1.0,55900.0,8500.0,-1.0,1584.0,-1.0,425400.0,0.0,258.0,900.0,5751.0,4500.0,1559.0,45873.0,42104.0,178800.0,43600.0,2293.0,9605.0,6288.0,629.0,30480.0,4153.0,8600.0,1645.0,20500.0,-1.0,892.0,86.0,24.0,60984.0,134.0,41.0,500.0,40.0,7526.0,1037.0,500.0,500.0,4000.0,20680.0,271.0,-1.0,436.0
1981,3300.0,8477.0,-1,-1.0,56657.0,2000.0,68196.0,12884.0,297564.0,4391.0,26627.0,7210.0,-1.0,204026.0,-1.0,89852.0,39760.0,600.0,51388.0,65257.0,258.0,6527.0,1800.0,3000.0,8140.0,55876.0,2700.0,4867.0,741.0,1.0,-1.0,3736.0,-1.0,-1.0,4300.0,50.0,1800.0,770.0,2973.0,170.0,-1.0,140.0,180.0,761.0,14780.0,764.0,-1.0,1200.0,-1.0,78.0,765477.0,-1.0,30100.0,380.0,-1.0,3350.0,-1.0,-1.0,2249.0,17597.0,-1.0,-1.0,31000.0,80.0,16800.0,4000.0,3763.0,48588.0,757000.0,-1.0,420.0,460.0,7646.0,1550.0,2330.0,37000.0,-1.0,1830.0,-1.0,12963.0,5990.0,-1.0,32750.0,2380.0,809.0,47356.0,59000.0,42900.0,12000.0,-1.0,11248.0,332.0,20300.0,1027.0,100.0,106377.0,395200.0,24000.0,15800.0,86497.0,280.0,3739.0,66200.0,177166.0,-1.0,46500.0,9100.0,-1.0,2100.0,-1.0,451500.0,-1.0,229.0,1000.0,6211.0,4500.0,1500.0,40512.0,36360.0,167000.0,39400.0,1543.0,9792.0,8424.0,472.0,25260.0,5060.0,8800.0,2221.0,21400.0,-1.0,1214.0,88.0,60.0,60661.0,34.0,41.0,500.0,40.0,7113.0,1050.0,2000.0,664.0,3500.0,16266.0,532.0,-1.0,482.0
1982,3300.0,9330.0,-1,-1.0,55407.0,2000.0,70157.0,13564.0,317231.0,4400.0,22055.0,6840.0,-1.0,210026.0,-1.0,92600.0,46632.0,1100.0,55004.0,66879.0,298.0,6742.0,1800.0,900.0,7114.0,61121.0,2700.0,5147.0,386.0,1.0,-1.0,3900.0,-1.0,-1.0,4010.0,50.0,1900.0,970.0,2619.0,208.0,-1.0,140.0,183.0,735.0,15594.0,856.0,-1.0,1300.0,-1.0,110.0,1133330.0,-1.0,30900.0,385.0,-1.0,3320.0,-1.0,-1.0,1954.0,15394.0,-1.0,-1.0,30027.0,80.0,15400.0,4000.0,4417.0,48445.0,1124000.0,-1.0,300.0,606.0,9700.0,1340.0,1920.0,38000.0,-1.0,2720.0,-1.0,12744.0,5986.0,-1.0,35485.0,2450.0,408.0,31166.0,53900.0,43134.0,12525.0,-1.0,10277.0,127.0,21600.0,470.0,100.0,103322.0,369500.0,22000.0,16300.0,87680.0,285.0,3804.0,69800.0,206113.0,-1.0,55200.0,9200.0,-1.0,1100.0,-1.0,443800.0,-1.0,240.0,1000.0,6681.0,4550.0,1500.0,42757.0,42989.0,188000.0,35100.0,1727.0,9928.0,7640.0,118.0,24780.0,5800.0,9000.0,1610.0,20900.0,-1.0,1055.0,90.0,60.0,64578.0,30.0,41.0,500.0,40.0,6644.0,960.0,2800.0,400.0,3500.0,16060.0,420.0,-1.0,476.0
1983,3400.0,9101.0,-1,-1.0,49753.0,2000.0,66842.0,14200.0,311759.0,3090.0,23347.0,8960.0,-1.0,201294.0,-1.0,91300.0,47727.0,3800.0,52369.0,101142.0,255.0,6710.0,1900.0,1300.0,7409.0,60036.0,2700.0,5500.0,501.0,1.0,-1.0,2250.0,-1.0,-1.0,3920.0,70.0,2000.0,1050.0,3174.0,165.0,-1.0,140.0,195.0,708.0,12810.0,846.0,-1.0,632.0,-1.0,110.0,776061.0,-1.0,28800.0,390.0,-1.0,3350.0,-1.0,-1.0,1857.0,13014.0,-1.0,-1.0,33641.0,50.0,14300.0,4000.0,5299.0,52337.0,766960.0,-1.0,240.0,606.0,12000.0,1360.0,1921.0,40000.0,-1.0,2442.0,-1.0,11267.0,6084.0,-1.0,29896.0,2266.0,487.0,47159.0,53622.0,41313.0,14500.0,-1.0,9098.0,119.0,22200.0,740.0,120.0,107722.0,319380.0,20000.0,16800.0,94000.0,290.0,3830.0,66600.0,229544.0,-1.0,59800.0,9000.0,-1.0,1091.0,-1.0,502700.0,-1.0,248.0,1100.0,6700.0,4600.0,700.0,36009.0,37253.0,190000.0,34600.0,1141.0,9859.0,8370.0,79.0,29800.0,4860.0,9000.0,1470.0,20900.0,-1.0,985.0,90.0,45.0,71433.0,30.0,41.0,500.0,40.0,6669.0,694.0,3500.0,400.0,3500.0,13550.0,420.0,-1.0,485.0
1984,3000.0,9075.0,-1,-1.0,58074.0,2000.0,69991.0,13600.0,282218.0,3940.0,29636.0,9050.0,-1.0,156606.0,-1.0,92000.0,51172.0,3200.0,51673.0,88139.0,234.0,3084.0,1930.0,1700.0,7323.0,61181.0,2700.0,6300.0,515.0,1.0,-1.0,3656.0,-1.0,-1.0,4750.0,75.0,2000.0,650.0,2820.0,144.0,-1.0,140.0,120.0,724.0,14490.0,880.0,-1.0,706.0,-1.0,123.0,906075.0,-1.0,21129.0,400.0,-1.0,3000.0,-1.0,-1.0,2503.0,12651.0,-1.0,-1.0,31994.0,46.0,14200.0,4000.0,5000.0,49821.0,897000.0,-1.0,210.0,560.0,14200.0,1300.0,3018.0,40000.0,-1.0,4037.0,-1.0,10568.0,6501.0,-1.0,32165.0,744.0,487.0,40645.0,53400.0,46200.0,14025.0,-1.0,8265.0,144.0,22152.0,819.0,180.0,103654.0,320400.0,20000.0,17200.0,91000.0,300.0,3812.0,55000.0,188494.0,-1.0,62485.0,12000.0,-1.0,1439.0,-1.0,439700.0,-1.0,267.0,1200.0,6500.0,4700.0,1200.0,38819.0,30933.0,192000.0,35100.0,2317.0,7236.0,5650.0,275.0,35980.0,3915.0,9500.0,2520.0,21000.0,-1.0,1089.0,90.0,65.0,80000.0,6.0,41.0,500.0,40.0,6504.0,760.0,4000.0,400.0,3500.0,19000.0,167.0,-1.0,521.0
1985,3500.0,9052.0,-1,-1.0,61489.0,2000.0,60231.0,12500.0,268992.0,3650.0,18987.0,8550.0,-1.0,288118.0,-1.0,96940.0,53868.0,2900.0,51855.0,101869.0,271.0,3123.0,1950.0,2000.0,6266.0,68383.0,2700.0,6188.0,535.0,-1.0,-1.0,3823.0,-1.0,-1.0,3460.0,80.0,2000.0,800.0,2108.0,179.0,-1.0,140.0,72.0,723.0,13780.0,930.0,-1.0,800.0,-1.0,168.0,1322052.0,-1.0,17600.0,420.0,-1.0,3400.0,-1.0,-1.0,2780.0,13335.0,-1.0,-1.0,34041.0,51.0,14500.0,4000.0,4312.0,52505.0,1313000.0,-1.0,480.0,560.0,15800.0,1124.0,2500.0,40000.0,-1.0,1369.0,-1.0,16362.0,6559.0,-1.0,28651.0,688.0,865.0,39893.0,47800.0,50200.0,16500.0,-1.0,9461.0,201.0,24500.0,844.0,200.0,101748.0,278430.0,23207.0,17200.0,91000.0,300.0,3872.0,63200.0,176848.0,-1.0,50629.0,11300.0,-1.0,1684.0,-1.0,436600.0,-1.0,261.0,1200.0,6500.0,4800.0,350.0,36440.0,32844.0,186000.0,35100.0,2141.0,7033.0,3726.0,197.0,42400.0,4348.0,10000.0,2240.0,23000.0,-1.0,1094.0,92.0,50.0,80977.0,9.0,40.0,500.0,40.0,5422.0,740.0,4315.0,378.0,3500.0,19500.0,167.0,-1.0,534.0
1986,3500.0,9045.0,-1,-1.0,53157.0,2000.0,64197.0,13976.0,276185.0,3207.0,21098.0,8680.0,-1.0,198842.0,-1.0,97000.0,62380.0,1400.0,53510.0,94211.0,234.0,3227.0,2000.0,2000.0,5495.0,73114.0,2700.0,6242.0,600.0,-1.0,-1.0,5455.0,-1.0,-1.0,3780.0,85.0,2000.0,700.0,3840.0,144.0,-1.0,140.0,68.0,730.0,12461.0,800.0,-1.0,900.0,-1.0,160.0,1133245.0,-1.0,18498.0,420.0,-1.0,3000.0,-1.0,-1.0,2630.0,13074.0,-1.0,-1.0,31000.0,45.0,14700.0,4000.0,4312.0,50384.0,1124200.0,-1.0,450.0,560.0,14100.0,1068.0,2500.0,40000.0,-1.0,2087.0,-1.0,16344.0,6761.0,-1.0,26800.0,577.0,804.0,31298.0,47400.0,45571.0,12150.0,-1.0,9892.0,147.0,22400.0,844.0,100.0,103002.0,235000.0,22463.0,6700.0,85000.0,300.0,3782.0,62900.0,169919.0,-1.0,47956.0,11500.0,-1.0,1146.0,-1.0,397000.0,-1.0,263.0,1300.0,4000.0,5000.0,400.0,34456.0,42269.0,165000.0,34300.0,1549.0,6325.0,2774.0,118.0,36200.0,4607.0,10000.0,1680.0,30000.0,-1.0,1175.0,90.0,75.0,79035.0,6.0,40.0,550.0,40.0,4651.0,900.0,4000.0,392.0,3500.0,20000.0,167.0,-1.0,548.0
1987,4000.0,9070.0,-1,-1.0,47826.0,2000.0,68676.0,15100.0,294093.0,5520.0,26291.0,8820.0,-1.0,211432.0,-1.0,94520.0,58242.0,2100.0,46330.0,97786.0,169.0,3289.0,2100.0,1933.0,5770.0,61204.0,2700.0,6350.0,634.0,-1.0,-1.0,4502.0,-1.0,-1.0,3940.0,90.0,2000.0,570.0,2465.0,79.0,-1.0,140.0,63.0,710.0,10690.0,800.0,-1.0,661.0,-1.0,135.0,1137070.0,-1.0,21140.0,450.0,-1.0,2576.0,-1.0,-1.0,2770.0,11501.0,-1.0,-1.0,26000.0,44.0,14300.0,4000.0,4000.0,48424.0,1128000.0,-1.0,500.0,565.0,9400.0,1014.0,2500.0,40000.0,-1.0,1375.0,-1.0,12676.0,6735.0,-1.0,22798.0,741.0,549.0,29540.0,42300.0,38996.0,8900.0,-1.0,9437.0,171.0,19500.0,684.0,100.0,90468.0,237300.0,21665.0,6800.0,80000.0,300.0,3716.0,55715.0,206247.0,-1.0,52658.0,12400.0,-1.0,916.0,-1.0,389200.0,-1.0,264.0,1300.0,5000.0,5100.0,350.0,35274.0,32913.0,161000.0,34400.0,1804.0,6259.0,2993.0,39.0,38800.0,5374.0,10000.0,1960.0,32400.0,-1.0,1175.0,90.0,54.0,77450.0,7.0,40.0,600.0,40.0,5086.0,800.0,4000.0,420.0,4500.0,21000.0,167.0,-1.0,398.0
1988,4000.0,8353.0,-1,-1.0,35722.0,2000.0,68430.0,14400.0,278953.0,7127.0,20515.0,6470.0,-1.0,187432.0,-1.0,89000.0,56328.0,2700.0,47172.0,93000.0,187.0,3982.0,2300.0,1965.0,5701.0,52030.0,2700.0,5180.0,754.0,-1.0,-1.0,5000.0,-1.0,-1.0,2580.0,93.0,2000.0,400.0,4889.0,95.0,-1.0,140.0,62.0,690.0,11140.0,966.0,-1.0,456.0,-1.0,125.0,1563020.0,-1.0,21400.0,460.0,-1.0,2458.0,-1.0,-1.0,3180.0,9635.0,-1.0,-1.0,25000.0,40.0,13652.0,4000.0,4000.0,41773.0,1554667.0,-1.0,550.0,565.0,4100.0,1020.0,2500.0,40000.0,-1.0,2000.0,-1.0,9621.0,6678.0,-1.0,22827.0,620.0,873.0,29136.0,40000.0,41599.0,1725.0,-1.0,9108.0,97.0,21400.0,604.0,100.0,87222.0,256600.0,14345.0,5200.0,70000.0,300.0,3660.0,50360.0,237068.0,-1.0,55815.0,11500.0,-1.0,1030.0,-1.0,318000.0,-1.0,259.0,1300.0,5000.0,5200.0,350.0,31821.0,38257.0,132000.0,35200.0,1940.0,6250.0,3546.0,39.0,39490.0,5689.0,10000.0,1470.0,31000.0,-1.0,1175.0,92.0,40.0,93809.0,6.0,40.0,600.0,40.0,5097.0,910.0,4000.0,420.0,5500.0,21000.0,105.0,-1.0,415.0
