,Cuba,Jamaica,Puerto Rico,Burkina Faso,South Africa,France,Israel,Venezuela (Bolivarian Republic of),Australia,Iraq,Madagascar,French Guiana,Paraguay,Thailand,Belize,Uruguay,Kenya,Guyana,Costa Rica,Bangladesh,Italy,Lao People's Democratic Republic,Saint Lucia,Lebanon,Somalia,Suriname,Uzbekistan,Brazil,Cambodia,Mozambique,Sudan (former),Morocco,Australia & New Zealand,Chile,Honduras,Argentina,Dominica,Spain,Central African Republic,Syrian Arab Republic,India,Cyprus,"China, Taiwan Province of",Ecuador,Swaziland,Turkey,Jordan,Trinidad and Tobago,Egypt,Malaysia,Grenada,Greece,Viet Nam,Haiti,Zimbabwe,Democratic Republic of the Congo,Tunisia,Sudan,Congo,Martinique,Dominican Republic,Bahamas,Bolivia (Plurinational State of),Occupied Palestinian Territory,Iran (Islamic Republic of),Saint Vincent and the Grenadines,Peru,United States of America,Philippines,Mexico,Cook Islands,"China, mainland",French Polynesia,Guadeloupe,Algeria,Malta,Côte d'Ivoire,Polynesia,New Zealand,Portugal,China
1971,,,,,285546.0,,539254.0,,202015.0,,70000.0,15000.0,,16250.0,100150.0,,70909.0,,,42857.0,336111.0,87500.0,,363636.0,87500.0,159299.0,,,,80000.0,153009.0,,176173.0,,,,,118907.0,,,152174.0,198284.0,103177.0,262500.0,107407.0,217391.0,60545.0,70580.0,130870.0,30000.0,,29800.0,66667.0,,68966.0,133333.0,,,,,,,,,57778.0,,137962.0,344850.0,62528.0,134882.0,352941.0,30189.0,151176.0,,90125.0,,58824.0,252059.0,123692.0,80820.0,54210.0
1972,,,,,316351.0,120000.0,451757.0,,196476.0,,80000.0,8333.0,,16250.0,152770.0,,72727.0,,,42857.0,263830.0,90000.0,,302406.0,87500.0,199019.0,,,,80000.0,166617.0,,186667.0,,,,,129653.0,,,150000.0,238389.0,112771.0,266667.0,110000.0,172414.0,80000.0,74576.0,92368.0,24000.0,,36600.0,66667.0,,68966.0,133333.0,,,,,,,,,63333.0,,122359.0,351484.0,58598.0,112665.0,112500.0,29787.0,163333.0,,85308.0,,58824.0,124231.0,158931.0,77656.0,60768.0
1973,,,,,308297.0,120000.0,465179.0,,164480.0,,90000.0,10000.0,,16250.0,139842.0,,68333.0,,,43709.0,244444.0,90000.0,,313713.0,88750.0,184659.0,,,,80000.0,140017.0,,132468.0,,,,,135503.0,,,125000.0,203504.0,113662.0,275510.0,110000.0,169221.0,81395.0,48188.0,85500.0,30000.0,,60000.0,66667.0,,68966.0,133333.0,,,,,,,,,68889.0,,115701.0,334421.0,49748.0,110277.0,109195.0,29787.0,164444.0,,81978.0,,60000.0,118667.0,72023.0,79206.0,59660.0
1974,,,,,298632.0,120000.0,465294.0,,154495.0,,100000.0,10000.0,,16250.0,153113.0,,70000.0,,,40699.0,240323.0,90000.0,,383016.0,91250.0,216923.0,,,,80000.0,141667.0,,140691.0,,,,,121988.0,,,125000.0,173130.0,102857.0,309019.0,106667.0,187406.0,76667.0,77455.0,86383.0,25455.0,,100000.0,66667.0,,68966.0,133333.0,,,,,,,,,67000.0,,114890.0,331406.0,41676.0,112256.0,80460.0,25532.0,152222.0,,83500.0,,60000.0,92762.0,108965.0,75791.0,54400.0
1975,,,,,256224.0,120000.0,490353.0,,151569.0,,100000.0,15000.0,,16667.0,191887.0,,73125.0,,,39584.0,163918.0,80000.0,,409091.0,93750.0,150000.0,,,,80952.0,138889.0,,136252.0,,,,,156951.0,,,150000.0,265770.0,99286.0,296934.0,106667.0,177557.0,100000.0,30665.0,45765.0,26364.0,,105333.0,65789.0,,68966.0,130769.0,,,,,,,,,73000.0,,114946.0,305938.0,45733.0,120438.0,86207.0,25532.0,186667.0,,82964.0,,60000.0,100980.0,100857.0,75115.0,53067.0
1976,,,,,249149.0,160000.0,527011.0,,177307.0,,100000.0,10000.0,,16667.0,167830.0,,74750.0,,,40170.0,216529.0,80000.0,,296296.0,93750.0,148077.0,,,,76190.0,137838.0,,162825.0,,,,,186138.0,,,100000.0,243309.0,102667.0,224044.0,116667.0,177353.0,90000.0,54400.0,49789.0,28000.0,,105333.0,65789.0,,68966.0,138462.0,,,,,,,,,80000.0,,115922.0,345143.0,53767.0,135367.0,111111.0,21277.0,166667.0,,84825.0,,59259.0,119048.0,131499.0,62891.0,52987.0
1977,,,,,257754.0,320000.0,545774.0,,188526.0,,103796.0,10000.0,,16667.0,123371.0,,62000.0,,,38017.0,226452.0,60000.0,,500000.0,95000.0,178289.0,,,,80952.0,138889.0,,177058.0,,,,,194601.0,,,100000.0,343293.0,105000.0,209302.0,113333.0,282776.0,128000.0,40000.0,54111.0,30000.0,,144000.0,65789.0,,68966.0,138462.0,,,,,,,,,90000.0,,105133.0,375105.0,56537.0,119802.0,232308.0,30435.0,168000.0,,86320.0,,59259.0,197857.0,147613.0,92208.0,58649.0
1978,,,,,270024.0,270000.0,501522.0,,211426.0,,101468.0,10000.0,,16667.0,145627.0,,65000.0,,,38032.0,174566.0,50000.0,,514286.0,96250.0,100400.0,,,,80952.0,150000.0,,185685.0,,,,,164735.0,,,100000.0,326688.0,97351.0,243851.0,111429.0,224972.0,105556.0,33333.0,48750.0,34091.0,,216667.0,66667.0,,68966.0,133333.0,,,,,,,,,86364.0,,99574.0,360150.0,62871.0,168452.0,230769.0,30435.0,162500.0,,83720.0,,59259.0,204762.0,123213.0,74643.0,55460.0
1979,,,,,272176.0,230000.0,556000.0,,246607.0,,142182.0,10000.0,,16667.0,111971.0,,61818.0,,,39297.0,200526.0,75000.0,,444444.0,97500.0,95909.0,,,,80000.0,150000.0,,210794.0,,,,,181740.0,,,100000.0,365966.0,97687.0,242756.0,115000.0,224972.0,88889.0,26260.0,89329.0,33333.0,,237143.0,66667.0,,68966.0,150000.0,,,,,,,,,90000.0,,114069.0,320565.0,71015.0,150638.0,192308.0,30000.0,183333.0,,84792.0,,59259.0,189474.0,121262.0,84480.0,50856.0
1980,,,,,289705.0,320000.0,584770.0,,276050.0,,148947.0,10000.0,,16667.0,134103.0,,63636.0,,,38644.0,217822.0,57143.0,,454545.0,97500.0,78451.0,,,,76190.0,166667.0,,249565.0,,,119708.0,,182070.0,,,100000.0,365789.0,94345.0,236088.0,102857.0,269841.0,139143.0,25306.0,57326.0,32941.0,,240000.0,66667.0,,68966.0,150000.0,,,,,,,128457.0,,90909.0,,83614.0,334856.0,75174.0,142556.0,153846.0,32000.0,200000.0,,84667.0,,60606.0,162500.0,185108.0,50868.0,48304.0
1981,,,,,300795.0,86667.0,522199.0,,298382.0,,72859.0,11111.0,,16621.0,151886.0,,60000.0,,,38455.0,223000.0,62857.0,,416667.0,100000.0,79310.0,,,,71429.0,166623.0,,256320.0,,,106383.0,,170778.0,,,100000.0,378117.0,95124.0,244709.0,120000.0,277778.0,237965.0,21050.0,55328.0,33333.0,,250000.0,70000.0,,68966.0,150000.0,,,,,,,128951.0,,100000.0,,100748.0,313956.0,73347.0,135488.0,153846.0,33333.0,196000.0,,84815.0,,60606.0,165556.0,164840.0,46568.0,48169.0
1982,,,,,220604.0,100000.0,594822.0,,291352.0,,84876.0,10000.0,,13906.0,170067.0,,68182.0,,,37125.0,224500.0,62500.0,,433333.0,100000.0,74813.0,,,,71429.0,168735.0,,239141.0,,,112243.0,,200470.0,,,100000.0,398448.0,88319.0,224364.0,107143.0,280778.0,172937.0,11750.0,173913.0,34118.0,,350000.0,70000.0,,68966.0,158333.0,,,,,,,129264.0,,100000.0,,91115.0,324208.0,78045.0,145053.0,153846.0,33333.0,186667.0,,86750.0,,60606.0,167273.0,131647.0,61835.0,44988.0
1983,,,,,200085.0,83333.0,640140.0,,278727.0,,85000.0,10000.0,,13534.0,107650.0,,71429.0,,,39944.0,317939.0,62500.0,,469565.0,102500.0,117469.0,,,,71429.0,165714.0,,254510.0,,,114844.0,,232205.0,,,123810.0,357792.0,97208.0,183574.0,109375.0,259605.0,230000.0,19300.0,174400.0,34118.0,,250000.0,66667.0,,68966.0,166667.0,,,,,,,127801.0,,109091.0,,88484.0,277237.0,74116.0,131132.0,153846.0,33333.0,184286.0,,85444.0,,60606.0,164500.0,190931.0,45618.0,43750.0
1984,,,,,211648.0,100000.0,542154.0,,301788.0,,85000.0,10909.0,,13013.0,115030.0,,80000.0,,,46572.0,297378.0,62500.0,,363636.0,105000.0,78255.0,,,,71429.0,157143.0,,304143.0,,,115079.0,,144725.0,,,119048.0,438859.0,98789.0,188708.0,106250.0,218069.0,230000.0,16633.0,173913.0,33684.0,,300000.0,64615.0,,68966.0,166667.0,,,,,,,118077.0,,103704.0,,114378.0,255613.0,83558.0,149944.0,153846.0,32895.0,188571.0,,86219.0,,60000.0,166000.0,312950.0,47415.0,42444.0
1985,109724.0,98829.0,111667.0,,225887.0,116667.0,532528.0,95378.0,308673.0,100000.0,84211.0,9231.0,254160.0,11225.0,157027.0,120968.0,88421.0,,,41138.0,313462.0,62500.0,60000.0,447761.0,94444.0,78216.0,,179487.0,59016.0,71429.0,163889.0,170000.0,302870.0,,204375.0,140081.0,60440.0,209622.0,53333.0,,95238.0,387145.0,110686.0,200196.0,123077.0,259179.0,181456.0,72580.0,191304.0,33684.0,127941.0,167292.0,65714.0,100000.0,68966.0,166667.0,100000.0,,,52941.0,50069.0,,124645.0,,133333.0,75000.0,118369.0,312064.0,81596.0,133677.0,153846.0,31000.0,192500.0,90750.0,86111.0,,60000.0,168571.0,283333.0,45049.0,40509.0
1986,108673.0,120241.0,98400.0,,286850.0,188235.0,541092.0,98110.0,350000.0,83333.0,85567.0,11667.0,241449.0,11766.0,196558.0,125806.0,91111.0,,,40640.0,324400.0,70313.0,62222.0,448718.0,92727.0,69945.0,,188679.0,65574.0,76190.0,162162.0,180000.0,323887.0,,225360.0,148870.0,58608.0,287496.0,55000.0,,142857.0,402930.0,92319.0,181592.0,107692.0,316456.0,205070.0,68525.0,166667.0,33333.0,109407.0,165167.0,71429.0,100000.0,68966.0,183333.0,142400.0,,,67059.0,49973.0,,117361.0,,138889.0,75000.0,123957.0,363785.0,82200.0,152650.0,153846.0,35833.0,197000.0,105556.0,82091.0,,60000.0,172609.0,212766.0,45346.0,42273.0
1987,113947.0,129879.0,102400.0,,307197.0,185882.0,562697.0,99756.0,321070.0,72000.0,85000.0,11667.0,237684.0,11604.0,193388.0,124855.0,91111.0,,,39248.0,117045.0,54688.0,64444.0,440449.0,93636.0,116296.0,,188679.0,70492.0,76190.0,162667.0,220000.0,303907.0,,200000.0,151665.0,79283.0,214858.0,55000.0,,140000.0,456940.0,129443.0,174878.0,138462.0,310345.0,273931.0,29875.0,144000.0,33571.0,117630.0,140481.0,78161.0,100000.0,68966.0,183333.0,160000.0,,,54412.0,50000.0,,110491.0,,157143.0,76923.0,125774.0,397465.0,75075.0,125894.0,153846.0,34375.0,198571.0,113556.0,85269.0,,60000.0,169500.0,226244.0,46589.0,45400.0
1988,137508.0,136138.0,107600.0,,292096.0,182857.0,449144.0,102366.0,349158.0,80000.0,85294.0,10526.0,212438.0,12575.0,184958.0,122242.0,91765.0,,,30135.0,280534.0,46875.0,66667.0,441202.0,86250.0,61728.0,,181132.0,72131.0,76190.0,162162.0,140000.0,315017.0,,202941.0,177879.0,84716.0,274377.0,56667.0,,132727.0,391608.0,122090.0,216820.0,138462.0,329308.0,240882.0,60675.0,115191.0,33824.0,121852.0,149486.0,82759.0,91667.0,68966.0,200000.0,180000.0,,,55556.0,50000.0,,126500.0,,145833.0,78846.0,133480.0,426700.0,90498.0,134781.0,153846.0,35833.0,180000.0,127231.0,86111.0,,60000.0,166400.0,168919.0,40230.0,51441.0
1989,110715.0,134483.0,111200.0,,317107.0,73684.0,513778.0,106805.0,314344.0,86000.0,85577.0,11111.0,223063.0,22021.0,96770.0,91935.0,93750.0,,,27866.0,292748.0,54688.0,66667.0,422863.0,87500.0,64450.0,,188679.0,72131.0,80952.0,152632.0,100000.0,302956.0,,200000.0,168152.0,81533.0,176330.0,56667.0,,150000.0,455479.0,126864.0,223400.0,138462.0,312500.0,212458.0,43550.0,147097.0,33676.0,141481.0,145205.0,78947.0,83333.0,73529.0,200000.0,191600.0,,,54545.0,50000.0,,125124.0,,141667.0,78846.0,123200.0,424482.0,90909.0,143676.0,153846.0,33478.0,166667.0,83333.0,85833.0,,60465.0,160000.0,250000.0,45034.0,45159.0
1990,112146.0,136426.0,118636.0,165556.0,218904.0,99048.0,573191.0,105897.0,310959.0,90000.0,84906.0,8254.0,222096.0,26316.0,112241.0,116509.0,92941.0,,73684.0,28264.0,266058.0,60883.0,64583.0,417711.0,86043.0,71556.0,,180723.0,70769.0,81362.0,118421.0,111643.0,295389.0,,200000.0,183055.0,72558.0,196155.0,57190.0,,150943.0,522581.0,116340.0,658889.0,159754.0,320388.0,194444.0,77060.0,193604.0,35556.0,148593.0,120341.0,80000.0,95000.0,86364.0,200535.0,190000.0,,,51724.0,50000.0,200000.0,124521.0,,107788.0,75455.0,85565.0,300956.0,59750.0,180724.0,167778.0,35417.0,198333.0,51875.0,100655.0,,70869.0,180000.0,220588.0,45043.0,46706.0
1991,88389.0,120026.0,46628.0,150000.0,239445.0,119143.0,544801.0,100371.0,288396.0,81292.0,85577.0,12381.0,433900.0,30630.0,59528.0,130263.0,96250.0,,74487.0,28671.0,235165.0,58240.0,81564.0,459693.0,83333.0,66860.0,,190126.0,71436.0,92389.0,161538.0,130255.0,281477.0,,200000.0,196209.0,73485.0,218886.0,68264.0,,148936.0,384118.0,124082.0,87118.0,106405.0,373002.0,210173.0,80782.0,202364.0,40769.0,143571.0,161364.0,85000.0,89390.0,66667.0,195097.0,191417.0,,,46667.0,50000.0,200000.0,126634.0,,163003.0,83872.0,85455.0,379703.0,61658.0,148710.0,149964.0,53500.0,187143.0,104505.0,78111.0,,50382.0,171208.0,250000.0,52542.0,66717.0
1992,97876.0,122301.0,20743.0,153682.0,221400.0,109833.0,458731.0,99792.0,290163.0,80894.0,84906.0,17391.0,436499.0,35392.0,87243.0,133333.0,98667.0,,74742.0,29103.0,247171.0,62500.0,76923.0,462407.0,80000.0,65568.0,96917.0,193548.0,72086.0,90184.0,150000.0,100000.0,282383.0,,154931.0,206233.0,70028.0,299621.0,68475.0,,129310.0,380000.0,121996.0,166083.0,106538.0,317712.0,307966.0,81818.0,191549.0,43333.0,155357.0,197403.0,84000.0,88585.0,74286.0,195672.0,192007.0,,,42593.0,50000.0,210526.0,126861.0,,177581.0,84169.0,78505.0,365044.0,55426.0,140876.0,149978.0,55426.0,173333.0,104923.0,69152.0,,49348.0,161694.0,239521.0,54237.0,72575.0
1993,73336.0,124577.0,9673.0,153459.0,212779.0,51050.0,458338.0,99212.0,311544.0,80482.0,84786.0,20714.0,439098.0,40851.0,66568.0,144421.0,98667.0,,75543.0,30461.0,269136.0,68493.0,80788.0,472727.0,85000.0,67647.0,97665.0,193218.0,72772.0,87979.0,146341.0,100000.0,301395.0,,212444.0,195894.0,59863.0,216883.0,68687.0,,140832.0,365000.0,135232.0,112571.0,106672.0,335664.0,397727.0,79554.0,180000.0,48946.0,142483.0,207500.0,81818.0,87777.0,77778.0,197333.0,192596.0,,,49259.0,50000.0,222222.0,127657.0,,280656.0,82565.0,113872.0,429429.0,62621.0,153087.0,149988.0,56774.0,190421.0,105342.0,96115.0,,53158.0,169549.0,250000.0,60286.0,74472.0
1994,79458.0,126852.0,9167.0,153248.0,240392.0,64594.0,387633.0,98633.0,244709.0,80050.0,85000.0,24000.0,439977.0,46429.0,75605.0,146133.0,101429.0,,76142.0,30651.0,163649.0,65476.0,78333.0,454533.0,90000.0,70988.0,98413.0,193571.0,72464.0,85773.0,158537.0,100000.0,259417.0,,186667.0,198172.0,59271.0,235270.0,68898.0,,150000.0,355828.0,108140.0,120419.0,106805.0,347938.0,333097.0,84895.0,148525.0,48519.0,137867.0,167125.0,79167.0,86965.0,77586.0,202605.0,193183.0,,,49259.0,50000.0,229508.0,129327.0,257675.0,186091.0,80227.0,113333.0,384940.0,61253.0,153089.0,150000.0,57143.0,200000.0,105334.0,96400.0,,60870.0,177778.0,367521.0,90431.0,69096.0
1995,95194.0,129128.0,9673.0,153047.0,246242.0,75894.0,500619.0,98053.0,239000.0,79590.0,85714.0,18000.0,417155.0,47222.0,77707.0,147856.0,101538.0,,76967.0,30799.0,144474.0,57143.0,86277.0,466667.0,86667.0,74074.0,99161.0,193910.0,74918.0,85110.0,150000.0,100000.0,258509.0,,166667.0,205516.0,60011.0,245948.0,69109.0,,158918.0,459375.0,140242.0,136903.0,107355.0,344097.0,262972.0,85847.0,136414.0,48519.0,138600.0,174200.0,82440.0,86150.0,75379.0,199115.0,193768.0,,,49643.0,50000.0,236364.0,129811.0,332794.0,252640.0,83019.0,113937.0,392293.0,57888.0,171023.0,150000.0,64130.0,213333.0,105874.0,95538.0,,46704.0,188000.0,341880.0,94578.0,82095.0
1996,142086.0,131404.0,9800.0,152855.0,254176.0,90680.0,484527.0,97474.0,327814.0,79096.0,82727.0,19000.0,292075.0,47619.0,93460.0,149325.0,103333.0,,77500.0,31380.0,130000.0,62500.0,86214.0,457440.0,80590.0,54545.0,98072.0,194246.0,76425.0,81130.0,154762.0,100000.0,329330.0,,160000.0,173751.0,63410.0,228636.0,69112.0,,169355.0,315152.0,124798.0,161355.0,108280.0,349162.0,226943.0,84255.0,137055.0,46875.0,126667.0,159125.0,76568.0,85439.0,74194.0,153462.0,194349.0,,137840.0,55600.0,50000.0,236364.0,129838.0,251908.0,206597.0,84739.0,108794.0,349348.0,131889.0,240683.0,,64375.0,207423.0,106571.0,102667.0,,45251.0,207423.0,338174.0,93322.0,78565.0
1997,124225.0,133679.0,10956.0,152671.0,259840.0,59063.0,621429.0,97694.0,160133.0,78560.0,83455.0,19000.0,232408.0,52273.0,111248.0,152755.0,105455.0,50000.0,77394.0,32669.0,107143.0,70588.0,98737.0,213146.0,75543.0,66781.0,99513.0,195022.0,77143.0,77273.0,152381.0,100000.0,183598.0,,154545.0,246574.0,63636.0,302258.0,69029.0,,177321.0,279097.0,122565.0,103521.0,126973.0,221595.0,224653.0,80889.0,144554.0,50000.0,125000.0,244000.0,100000.0,84536.0,73770.0,160672.0,194925.0,,138790.0,40000.0,50000.0,178038.0,131797.0,371282.0,203362.0,86836.0,110526.0,355315.0,146362.0,224714.0,149990.0,65407.0,211456.0,106392.0,87235.0,,6005.0,203348.0,352327.0,94469.0,78115.0
1998,153934.0,135955.0,11529.0,152494.0,261383.0,112261.0,524271.0,96664.0,217425.0,80769.0,83040.0,23500.0,605576.0,62222.0,121926.0,152587.0,103636.0,50327.0,78049.0,33144.0,150000.0,70000.0,81941.0,201667.0,71429.0,61214.0,100000.0,196970.0,78873.0,78261.0,150000.0,400000.0,236804.0,,135722.0,231267.0,64063.0,299724.0,69355.0,,186910.0,261194.0,125650.0,61244.0,84823.0,346500.0,164828.0,87900.0,113776.0,50000.0,125000.0,240833.0,90909.0,83696.0,72857.0,159092.0,195496.0,,138961.0,40000.0,50000.0,220145.0,132258.0,367599.0,202928.0,92000.0,109870.0,338490.0,130189.0,175477.0,149989.0,63208.0,212627.0,103778.0,92267.0,100000.0,59992.0,204866.0,400000.0,95056.0,78378.0
1999,117422.0,138230.0,9708.0,152322.0,279136.0,119391.0,622408.0,96257.0,220005.0,76478.0,82646.0,23500.0,578240.0,69565.0,118942.0,164188.0,110000.0,50196.0,81257.0,33700.0,168000.0,65970.0,81419.0,176667.0,69231.0,56350.0,100094.0,191523.0,96667.0,79167.0,149425.0,100000.0,240370.0,,85322.0,190984.0,63333.0,260934.0,69722.0,,200000.0,329851.0,146077.0,104545.0,112500.0,453074.0,192602.0,81545.0,136667.0,50000.0,117647.0,209633.0,84378.0,82851.0,71429.0,157485.0,196059.0,,139143.0,44000.0,50000.0,256946.0,133486.0,347356.0,210829.0,85185.0,110245.0,359981.0,113281.0,192498.0,149992.0,70200.0,231500.0,109818.0,116929.0,105295.0,59993.0,224565.0,400000.0,98765.0,86710.0
2000,224082.0,140506.0,9769.0,152153.0,322834.0,119391.0,405941.0,96277.0,214161.0,70000.0,82272.0,33537.0,502298.0,79038.0,146113.0,155533.0,111111.0,50307.0,85322.0,32949.0,195500.0,64161.0,78182.0,212230.0,45385.0,58921.0,100000.0,188571.0,96667.0,68421.0,146667.0,200000.0,221672.0,,85366.0,186244.0,64286.0,248808.0,70313.0,,203099.0,349068.0,126838.0,97047.0,107902.0,402477.0,129044.0,88550.0,133244.0,61195.0,117647.0,249400.0,125000.0,85000.0,77778.0,153497.0,196616.0,,139341.0,44292.0,50000.0,234300.0,132877.0,349000.0,198156.0,92308.0,103902.0,402060.0,99669.0,199716.0,149996.0,52446.0,200000.0,109851.0,98500.0,105202.0,59993.0,196895.0,300000.0,93333.0,63740.0
2001,150754.0,142781.0,9726.0,151988.0,282697.0,139810.0,742117.0,95590.0,202748.0,,81915.0,42689.0,511921.0,82700.0,151431.0,167717.0,120000.0,50024.0,85333.0,32301.0,231818.0,62437.0,77143.0,214953.0,42857.0,78667.0,100586.0,186933.0,96667.0,67139.0,145652.0,100000.0,199460.0,,85366.0,166241.0,62963.0,290582.0,70509.0,,208519.0,345342.0,118470.0,93000.0,107361.0,409091.0,159363.0,88880.0,144742.0,86832.0,117647.0,189175.0,109091.0,70000.0,75000.0,153323.0,194118.0,,139561.0,43750.0,50000.0,250000.0,133409.0,323846.0,163797.0,90000.0,97038.0,380104.0,92882.0,241864.0,149999.0,61972.0,194493.0,110294.0,114600.0,105213.0,59997.0,191851.0,180000.0,111072.0,71440.0
