,Slovakia,USSR,Bhutan,Sweden,Belarus,Denmark,Sri Lanka,Mexico,Czechoslovakia,Ethiopia,Turkey,France,Czechia,Romania,Italy,Hungary,Germany,Russian Federation,Bulgaria,Iran (Islamic Republic of),Kazakhstan,China,United States of America,Australia & New Zealand,Serbia,"China, mainland",Nepal,Canada,Australia,United Kingdom,Lithuania,Kyrgyzstan,Myanmar,Ukraine
2005,1058.0,,5648.0,-1.0,,24.0,430.0,12.0,,3889.0,0.0,904.0,27086.0,2626.0,-1.0,5285.0,6000.0,96810.0,1000.0,0.0,4100.0,20000.0,18049.0,0.0,,20000.0,187823.0,188000.0,0.0,-1.0,1300.0,1544.0,67000.0,81300.0
2006,1049.0,,5310.0,-1.0,,26.0,370.0,20.0,,3939.0,0.0,1600.0,21166.0,4509.0,-1.0,3929.0,6801.0,84180.0,3200.0,0.0,3500.0,19000.0,15864.0,6.0,2500.0,19000.0,188062.0,129500.0,6.0,-1.0,1200.0,717.0,70000.0,41700.0
2007,1660.0,,5788.0,-1.0,,27.0,340.0,23.0,,3984.0,0.0,1800.0,21348.0,4295.0,-1.0,5560.0,4161.0,25650.0,3000.0,0.0,2200.0,22000.0,23067.0,10.0,700.0,22000.0,184218.0,186200.0,10.0,-1.0,1200.0,539.0,75000.0,29200.0
2008,3303.0,,5800.0,-1.0,,28.0,420.0,1.0,,4021.0,0.0,1900.0,26246.0,9837.0,-1.0,8816.0,3921.0,51310.0,2393.0,0.0,1500.0,23000.0,28935.0,11.0,1300.0,23000.0,180328.0,186100.0,11.0,-1.0,1200.0,502.0,92000.0,54800.0
2009,5614.0,,2254.0,-1.0,,31.0,360.0,8.0,,4051.0,0.0,4800.0,41790.0,16892.0,-1.0,12534.0,6321.0,50800.0,2526.0,0.0,4400.0,24000.0,20150.0,11.0,3800.0,24000.0,181361.0,208400.0,11.0,-1.0,1200.0,428.0,97807.0,173600.0
2010,2266.0,,1257.0,-1.0,,32.0,380.0,10.0,,4840.0,0.0,9130.0,26819.0,8953.0,-1.0,3732.0,6961.0,76100.0,3600.0,0.0,11100.0,24300.0,19470.0,11.0,1300.0,24300.0,198540.0,186100.0,11.0,-1.0,1200.0,129.0,99859.0,106400.0
2011,1951.0,,1102.0,-1.0,,32.0,250.0,55.0,,4028.0,0.0,6831.0,18122.0,6804.0,-1.0,5301.0,8081.0,110800.0,3099.0,0.0,37300.0,23534.0,8820.0,11.0,2500.0,23534.0,213706.0,128300.0,11.0,-1.0,1200.0,125.0,71745.0,46900.0
2012,2278.0,,1087.0,-1.0,,30.0,220.0,3.0,,4000.0,0.0,6674.0,16949.0,4931.0,-1.0,6110.0,8000.0,77500.0,3500.0,0.0,16900.0,22564.0,20110.0,11.0,3100.0,22564.0,171950.0,134700.0,11.0,-1.0,1200.0,44.0,62700.0,49320.0
2013,1405.0,,511.0,-1.0,,25.0,250.0,3.0,,4000.0,0.0,6436.0,16472.0,4468.0,-1.0,4070.0,8000.0,109789.0,3600.0,0.0,23300.0,22287.0,17560.0,11.0,3100.0,22287.0,168901.0,145700.0,11.0,-1.0,1200.0,65.0,61110.0,54070.0
2014,2145.0,,818.0,-1.0,,26.0,380.0,4.0,,4112.0,0.0,6121.0,18452.0,6219.0,-1.0,6340.0,6176.0,156266.0,3700.0,0.0,39141.0,22019.0,12630.0,11.0,3000.0,22019.0,173254.0,195400.0,11.0,-1.0,1200.0,37.0,58670.0,96300.0
