,Bolivia (Plurinational State of),Peru,Spain,Belarus,Croatia,Serbia,Armenia,Syrian Arab Republic,Brazil,Yugoslav SFR,The former Yugoslav Republic of Macedonia,Greece,Iraq,Cyprus,Japan,New Zealand,Yemen,Bulgaria,Australia & New Zealand,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Slovenia,Kyrgyzstan,Argentina,Ukraine,Georgia,Israel,Belgium,Morocco,Switzerland,Mexico,USSR,Romania,Azerbaijan,Italy,Jordan,Bosnia and Herzegovina,China,Tunisia,Latvia,Albania,Uruguay,Lebanon,Uzbekistan,France,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,South Africa,Australia,Portugal,Lithuania,"China, mainland",Russian Federation,Turkey,Republic of Moldova,Belgium-Luxembourg
1971,60000.0,92966.0,184542.0,-1.0,-1.0,-1.0,-1.0,16364.0,23477.0,-1.0,-1.0,378200.0,-1.0,33271.0,-1.0,400000.0,-1.0,375530.0,1568000.0,73913.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,113471.0,24583.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,96296.0,-1.0,-1.0,-1.0,124128.0,-1.0,108500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59868.0,-1.0,-1.0,-1.0,40900.0,-1.0,-1.0
1972,60000.0,95297.0,156574.0,-1.0,-1.0,-1.0,-1.0,26394.0,27537.0,-1.0,-1.0,408575.0,-1.0,37931.0,-1.0,151667.0,-1.0,344777.0,976667.0,73913.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,110000.0,-1.0,-1.0,-1.0,98064.0,24762.0,-1.0,-1.0,-1.0,15714.0,-1.0,-1.0,151852.0,-1.0,-1.0,-1.0,145017.0,-1.0,73134.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62866.0,-1.0,-1.0,-1.0,45175.0,-1.0,-1.0
1973,60000.0,90700.0,123156.0,-1.0,-1.0,-1.0,-1.0,46894.0,34835.0,-1.0,-1.0,404175.0,-1.0,37910.0,-1.0,182000.0,-1.0,344381.0,1054000.0,73469.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,275000.0,-1.0,-1.0,-1.0,95382.0,26000.0,-1.0,-1.0,-1.0,26667.0,-1.0,-1.0,183333.0,-1.0,-1.0,-1.0,198766.0,-1.0,107860.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24969.0,-1.0,-1.0,-1.0,40383.0,-1.0,-1.0
1974,58095.0,92488.0,150146.0,-1.0,-1.0,-1.0,-1.0,41839.0,38044.0,-1.0,-1.0,352725.0,-1.0,22687.0,-1.0,166667.0,-1.0,229954.0,1743333.0,73469.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95000.0,-1.0,-1.0,-1.0,103454.0,25455.0,-1.0,-1.0,-1.0,14286.0,-1.0,-1.0,125714.0,-1.0,-1.0,-1.0,134568.0,-1.0,58214.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44991.0,-1.0,-1.0,-1.0,42691.0,-1.0,-1.0
1975,57826.0,96272.0,154070.0,-1.0,-1.0,-1.0,-1.0,39444.0,40606.0,-1.0,-1.0,369850.0,-1.0,53134.0,-1.0,200000.0,-1.0,570129.0,784000.0,74510.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,180000.0,-1.0,-1.0,-1.0,107594.0,24286.0,-1.0,-1.0,-1.0,30714.0,-1.0,-1.0,140162.0,-1.0,-1.0,-1.0,120000.0,-1.0,51798.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41875.0,-1.0,-1.0,-1.0,46152.0,-1.0,-1.0
1976,57391.0,95807.0,155646.0,-1.0,-1.0,-1.0,-1.0,30792.0,38666.0,-1.0,-1.0,332650.0,-1.0,45522.0,-1.0,300000.0,-1.0,397414.0,1513333.0,74510.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,210000.0,-1.0,-1.0,-1.0,103761.0,25333.0,-1.0,-1.0,-1.0,54359.0,-1.0,-1.0,148810.0,-1.0,-1.0,-1.0,120000.0,-1.0,92744.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45641.0,-1.0,-1.0,-1.0,49239.0,-1.0,-1.0
1977,57391.0,90842.0,150613.0,-1.0,-1.0,-1.0,-1.0,28133.0,38157.0,-1.0,-1.0,299125.0,-1.0,30299.0,-1.0,250000.0,-1.0,414907.0,1885000.0,74074.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,180000.0,-1.0,-1.0,-1.0,90543.0,25938.0,-1.0,-1.0,-1.0,76250.0,-1.0,-1.0,110000.0,-1.0,-1.0,-1.0,120000.0,-1.0,57241.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26297.0,-1.0,-1.0,-1.0,53694.0,-1.0,-1.0
1978,59043.0,88645.0,137510.0,-1.0,-1.0,-1.0,-1.0,25776.0,37453.0,-1.0,-1.0,287775.0,-1.0,75185.0,-1.0,233333.0,-1.0,387574.0,1150000.0,74074.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,214286.0,-1.0,-1.0,-1.0,96011.0,26800.0,-1.0,-1.0,-1.0,34167.0,-1.0,-1.0,127273.0,-1.0,-1.0,-1.0,100000.0,-1.0,96831.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32391.0,-1.0,-1.0,-1.0,48984.0,-1.0,-1.0
1979,55532.0,89626.0,143786.0,-1.0,-1.0,-1.0,-1.0,41966.0,37661.0,-1.0,-1.0,259250.0,-1.0,67778.0,-1.0,175000.0,33333.0,366816.0,1002500.0,74074.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,300000.0,-1.0,-1.0,-1.0,120875.0,27333.0,-1.0,-1.0,-1.0,31400.0,-1.0,-1.0,92308.0,-1.0,-1.0,-1.0,100000.0,-1.0,86033.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40730.0,-1.0,-1.0,-1.0,53362.0,-1.0,-1.0
1980,59787.0,91665.0,162517.0,-1.0,-1.0,-1.0,-1.0,55643.0,37271.0,-1.0,-1.0,273750.0,-1.0,56296.0,-1.0,175000.0,31746.0,389326.0,525000.0,77778.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,271429.0,-1.0,-1.0,-1.0,113468.0,26667.0,-1.0,-1.0,-1.0,54737.0,-1.0,-1.0,90909.0,-1.0,-1.0,-1.0,83333.0,-1.0,93750.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47864.0,-1.0,-1.0,-1.0,54543.0,-1.0,-1.0
1981,55532.0,90658.0,170917.0,-1.0,-1.0,-1.0,-1.0,58594.0,39033.0,-1.0,-1.0,413600.0,-1.0,63333.0,-1.0,160000.0,33684.0,656150.0,542000.0,81481.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,294118.0,-1.0,-1.0,-1.0,105205.0,26667.0,-1.0,-1.0,-1.0,65000.0,-1.0,-1.0,90909.0,-1.0,-1.0,-1.0,66667.0,-1.0,74850.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43310.0,-1.0,-1.0,-1.0,61089.0,-1.0,-1.0
1982,59043.0,91658.0,176812.0,-1.0,-1.0,-1.0,-1.0,61571.0,39439.0,-1.0,-1.0,417600.0,-1.0,72083.0,-1.0,160000.0,34068.0,659732.0,522000.0,78706.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,333333.0,-1.0,-1.0,-1.0,120606.0,26000.0,-1.0,-1.0,-1.0,70000.0,-1.0,-1.0,93455.0,-1.0,-1.0,-1.0,80000.0,-1.0,113333.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46696.0,-1.0,-1.0,-1.0,70191.0,-1.0,-1.0
1983,53340.0,86941.0,187990.0,-1.0,-1.0,-1.0,-1.0,32500.0,37274.0,-1.0,-1.0,451833.0,-1.0,70833.0,-1.0,150000.0,34068.0,706430.0,337500.0,101933.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,666667.0,-1.0,-1.0,-1.0,108209.0,27778.0,-1.0,-1.0,250000.0,22963.0,-1.0,-1.0,91410.0,-1.0,-1.0,-1.0,87500.0,-1.0,107143.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51545.0,-1.0,-1.0,-1.0,71323.0,-1.0,-1.0
1984,56064.0,89940.0,192028.0,-1.0,-1.0,-1.0,-1.0,43333.0,33498.0,-1.0,-1.0,418633.0,-1.0,54167.0,-1.0,150000.0,35424.0,610605.0,246250.0,84061.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,736842.0,-1.0,-1.0,-1.0,97378.0,27333.0,-1.0,-1.0,173684.0,23500.0,-1.0,-1.0,90361.0,-1.0,-1.0,-1.0,111111.0,-1.0,107785.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38725.0,-1.0,-1.0,-1.0,65556.0,-1.0,-1.0
1985,55319.0,84439.0,92722.0,-1.0,-1.0,-1.0,-1.0,66667.0,33275.0,53235.0,-1.0,99213.0,59375.0,60000.0,-1.0,150000.0,35738.0,660262.0,133182.0,78571.0,-1.0,-1.0,-1.0,-1.0,69492.0,-1.0,-1.0,684211.0,-1.0,69565.0,38462.0,95208.0,33333.0,80000.0,-1.0,171631.0,11200.0,-1.0,28571.0,90909.0,-1.0,32653.0,42105.0,109091.0,-1.0,110515.0,-1.0,-1.0,72220.0,-1.0,53875.0,113000.0,38036.0,-1.0,28571.0,-1.0,74997.0,-1.0,33333.0
1986,54936.0,85042.0,89689.0,-1.0,-1.0,-1.0,-1.0,62500.0,27974.0,62909.0,-1.0,103786.0,62500.0,35000.0,-1.0,150000.0,39206.0,782016.0,138462.0,82840.0,-1.0,-1.0,-1.0,-1.0,63729.0,-1.0,-1.0,576923.0,-1.0,69565.0,76923.0,81645.0,33333.0,70175.0,-1.0,100990.0,20000.0,-1.0,35714.0,89474.0,-1.0,61224.0,68421.0,125000.0,-1.0,108333.0,-1.0,-1.0,70100.0,-1.0,47875.0,120000.0,30519.0,-1.0,35714.0,-1.0,83333.0,-1.0,50000.0
1987,54553.0,84108.0,89508.0,-1.0,-1.0,-1.0,-1.0,69087.0,27022.0,62335.0,-1.0,86705.0,62500.0,50000.0,-1.0,128205.0,44154.0,624480.0,129840.0,72086.0,-1.0,-1.0,-1.0,-1.0,48305.0,-1.0,-1.0,640000.0,-1.0,69565.0,50000.0,64622.0,26667.0,52632.0,-1.0,109375.0,50000.0,-1.0,42857.0,89000.0,-1.0,48980.0,47368.0,138462.0,-1.0,112704.0,-1.0,-1.0,66920.0,-1.0,66750.0,153750.0,33312.0,-1.0,42857.0,-1.0,79481.0,-1.0,50000.0
1988,55985.0,85234.0,88900.0,-1.0,-1.0,-1.0,-1.0,131250.0,26311.0,58339.0,-1.0,105249.0,64063.0,66667.0,-1.0,132075.0,46471.0,501647.0,133279.0,69307.0,-1.0,-1.0,-1.0,-1.0,69153.0,-1.0,-1.0,714800.0,-1.0,72727.0,76923.0,117267.0,27778.0,49123.0,-1.0,105376.0,50000.0,-1.0,42857.0,86667.0,-1.0,51064.0,63158.0,157143.0,-1.0,111395.0,-1.0,-1.0,62180.0,-1.0,62125.0,141250.0,100000.0,-1.0,42857.0,-1.0,87024.0,-1.0,50000.0
1989,55446.0,86883.0,92767.0,-1.0,-1.0,-1.0,-1.0,73077.0,26154.0,75085.0,-1.0,108295.0,65625.0,40000.0,-1.0,156250.0,68250.0,630777.0,154865.0,48799.0,-1.0,-1.0,-1.0,-1.0,70508.0,-1.0,-1.0,638800.0,-1.0,77273.0,57692.0,100596.0,29444.0,70175.0,-1.0,95050.0,15500.0,-1.0,40000.0,83333.0,-1.0,66667.0,65263.0,166667.0,-1.0,126222.0,-1.0,-1.0,57000.0,-1.0,54875.0,146000.0,110000.0,-1.0,40000.0,-1.0,83958.0,-1.0,50000.0
1990,57400.0,78866.0,89853.0,-1.0,-1.0,-1.0,-1.0,82540.0,25959.0,65558.0,-1.0,105895.0,64179.0,50000.0,-1.0,156250.0,67683.0,591623.0,145179.0,55573.0,-1.0,-1.0,-1.0,-1.0,73563.0,-1.0,-1.0,725000.0,-1.0,98696.0,99697.0,127767.0,28103.0,66979.0,-1.0,94340.0,22143.0,-1.0,42857.0,85575.0,-1.0,66667.0,78049.0,175000.0,-1.0,145031.0,-1.0,-1.0,73494.0,-1.0,55375.0,78750.0,98000.0,-1.0,42857.0,-1.0,87778.0,-1.0,35781.0
1991,61400.0,79650.0,94636.0,-1.0,-1.0,-1.0,-1.0,88530.0,25696.0,61389.0,-1.0,76190.0,58194.0,46667.0,-1.0,130000.0,64146.0,481309.0,131111.0,59061.0,-1.0,-1.0,-1.0,-1.0,82196.0,-1.0,-1.0,583333.0,-1.0,102083.0,44252.0,97710.0,10243.0,56818.0,-1.0,92632.0,27143.0,-1.0,45455.0,83333.0,-1.0,25000.0,163534.0,181008.0,-1.0,72209.0,-1.0,-1.0,50254.0,-1.0,54902.0,145000.0,66000.0,-1.0,45455.0,-1.0,86026.0,-1.0,79425.0
1992,58942.0,81129.0,92589.0,-1.0,46341.0,-1.0,-1.0,94469.0,25637.0,-1.0,97063.0,73743.0,58124.0,50000.0,-1.0,136777.0,64146.0,285714.0,139338.0,65338.0,55479.0,-1.0,34737.0,75000.0,82251.0,-1.0,-1.0,640000.0,-1.0,100000.0,105692.0,93436.0,-1.0,50000.0,-1.0,106484.0,34298.0,-1.0,53333.0,82500.0,-1.0,19324.0,164322.0,182563.0,80000.0,146928.0,-1.0,-1.0,47759.0,60000.0,54762.0,166000.0,80000.0,-1.0,53333.0,25000.0,88564.0,50000.0,71429.0
1993,59811.0,81975.0,84130.0,-1.0,56106.0,-1.0,-1.0,111111.0,27649.0,-1.0,90690.0,97988.0,58055.0,50000.0,-1.0,136419.0,64023.0,237063.0,146126.0,70239.0,77968.0,-1.0,22432.0,50000.0,82306.0,-1.0,-1.0,600000.0,-1.0,85385.0,71298.0,62031.0,-1.0,45028.0,-1.0,97742.0,42107.0,-1.0,60606.0,83333.0,-1.0,18553.0,165110.0,187500.0,79920.0,88533.0,-1.0,-1.0,49030.0,55871.0,54688.0,179333.0,65887.0,-1.0,60606.0,22667.0,81821.0,50000.0,80000.0
1994,60755.0,81470.0,77229.0,-1.0,51324.0,-1.0,-1.0,96220.0,31445.0,-1.0,88636.0,96585.0,57985.0,80000.0,-1.0,136364.0,47816.0,247051.0,136364.0,66265.0,66715.0,-1.0,64308.0,51667.0,82361.0,-1.0,-1.0,600000.0,-1.0,100000.0,86123.0,74216.0,-1.0,38889.0,-1.0,105673.0,51333.0,-1.0,71515.0,83871.0,-1.0,17814.0,165898.0,192308.0,80635.0,125882.0,42083.0,-1.0,55814.0,55441.0,54709.0,-1.0,100000.0,-1.0,71515.0,15000.0,86617.0,50000.0,57143.0
1995,60606.0,75041.0,69925.0,-1.0,52141.0,-1.0,-1.0,83266.0,31387.0,-1.0,71489.0,112315.0,57915.0,66667.0,-1.0,135930.0,45333.0,225764.0,135930.0,77220.0,55594.0,-1.0,46667.0,45000.0,82416.0,-1.0,-1.0,583333.0,-1.0,83333.0,67937.0,66853.0,-1.0,29412.0,-1.0,68916.0,61538.0,-1.0,75000.0,83333.0,-1.0,17119.0,166686.0,195460.0,81305.0,153585.0,147143.0,-1.0,49236.0,55044.0,55400.0,-1.0,105000.0,-1.0,75000.0,20000.0,73958.0,28700.0,59465.0
1996,60000.0,86265.0,79364.0,-1.0,50631.0,-1.0,-1.0,95446.0,31387.0,-1.0,87595.0,112054.0,58157.0,62500.0,-1.0,133333.0,42178.0,208891.0,133333.0,75721.0,65493.0,45923.0,44005.0,40000.0,82472.0,-1.0,-1.0,565217.0,-1.0,86333.0,72240.0,53251.0,-1.0,40628.0,-1.0,87500.0,-1.0,-1.0,57813.0,83333.0,-1.0,16485.0,167474.0,199013.0,83390.0,163423.0,61176.0,-1.0,49259.0,54546.0,55268.0,-1.0,95000.0,-1.0,57813.0,25000.0,86735.0,105000.0,56778.0
1997,60000.0,87187.0,77778.0,-1.0,50352.0,-1.0,-1.0,101538.0,31387.0,-1.0,93200.0,117311.0,58189.0,61538.0,-1.0,133280.0,41584.0,183333.0,133280.0,72916.0,65640.0,50380.0,-1.0,26667.0,82278.0,-1.0,-1.0,545455.0,-1.0,87500.0,100000.0,83254.0,-1.0,53333.0,-1.0,96402.0,-1.0,-1.0,66667.0,84615.0,11667.0,15926.0,168262.0,-1.0,82982.0,133605.0,51538.0,-1.0,49312.0,50000.0,55781.0,-1.0,90000.0,-1.0,66667.0,25000.0,95000.0,75000.0,52555.0
1998,60000.0,68556.0,73158.0,-1.0,50200.0,-1.0,-1.0,112469.0,32143.0,-1.0,93920.0,76187.0,63636.0,53846.0,-1.0,130769.0,41455.0,196667.0,130769.0,71558.0,66549.0,41440.0,-1.0,33333.0,82395.0,-1.0,71675.0,625000.0,-1.0,105357.0,130500.0,98506.0,-1.0,70000.0,121176.0,99199.0,-1.0,-1.0,78750.0,83929.0,20000.0,15490.0,164396.0,-1.0,84000.0,143176.0,46154.0,-1.0,51111.0,66667.0,56309.0,-1.0,90000.0,-1.0,78750.0,27641.0,85725.0,52000.0,60000.0
1999,60000.0,91154.0,71429.0,-1.0,52632.0,-1.0,-1.0,122155.0,32143.0,-1.0,95678.0,196098.0,58560.0,61538.0,-1.0,131819.0,40833.0,160000.0,131819.0,70000.0,67167.0,36577.0,-1.0,53333.0,83333.0,-1.0,70172.0,625000.0,-1.0,106552.0,210200.0,88270.0,-1.0,78891.0,80714.0,143906.0,-1.0,-1.0,80000.0,83333.0,10000.0,15570.0,138830.0,-1.0,80000.0,147905.0,52143.0,-1.0,49230.0,69231.0,56876.0,-1.0,120000.0,10000.0,80000.0,25000.0,85012.0,64750.0,41227.0
2000,61538.0,102914.0,85842.0,-1.0,52941.0,-1.0,-1.0,137417.0,30667.0,-1.0,97371.0,321450.0,57813.0,61538.0,-1.0,128571.0,47364.0,166667.0,128571.0,69483.0,67824.0,35571.0,-1.0,50000.0,82357.0,97500.0,73857.0,625000.0,26667.0,69310.0,998000.0,93143.0,-1.0,72708.0,98000.0,69667.0,-1.0,-1.0,70833.0,79365.0,10000.0,16694.0,129032.0,-1.0,80000.0,159862.0,49231.0,-1.0,48789.0,50000.0,58707.0,-1.0,110000.0,20000.0,70833.0,33333.0,100575.0,46667.0,-1.0
2001,60870.0,94899.0,99023.0,-1.0,54545.0,-1.0,-1.0,140000.0,30667.0,-1.0,99004.0,329278.0,58065.0,53846.0,-1.0,130039.0,50405.0,133333.0,130039.0,69410.0,68522.0,40649.0,-1.0,80000.0,82237.0,84444.0,69535.0,792865.0,27214.0,80323.0,984286.0,90625.0,-1.0,73478.0,95200.0,111892.0,-1.0,-1.0,69231.0,75000.0,10000.0,18265.0,152583.0,-1.0,88000.0,155034.0,47333.0,-1.0,48311.0,40000.0,59667.0,-1.0,105000.0,30000.0,69231.0,33333.0,98808.0,65000.0,-1.0
2002,60000.0,89516.0,114238.0,-1.0,51822.0,-1.0,-1.0,127027.0,45000.0,-1.0,101160.0,320353.0,56667.0,53846.0,-1.0,129329.0,50802.0,150000.0,129329.0,69588.0,67225.0,37565.0,-1.0,72581.0,81250.0,93750.0,68483.0,841784.0,27525.0,93667.0,712500.0,112958.0,-1.0,73663.0,77692.0,87536.0,-1.0,-1.0,67692.0,75000.0,18605.0,20055.0,158333.0,-1.0,83333.0,158278.0,40526.0,-1.0,40000.0,56667.0,53727.0,-1.0,105000.0,15000.0,67692.0,28938.0,102746.0,67500.0,-1.0
2003,54756.0,89265.0,140208.0,10000.0,53846.0,-1.0,-1.0,120059.0,53644.0,-1.0,100739.0,311750.0,50000.0,50000.0,76049.0,128624.0,51211.0,95090.0,128624.0,69829.0,83700.0,46530.0,-1.0,50000.0,82255.0,93000.0,68250.0,612500.0,27840.0,96452.0,884286.0,93858.0,-1.0,74545.0,79256.0,74638.0,-1.0,-1.0,66667.0,74510.0,19423.0,22130.0,175320.0,-1.0,74286.0,97950.0,37000.0,-1.0,25000.0,52419.0,50333.0,-1.0,70000.0,20179.0,66667.0,52500.0,104862.0,63333.0,-1.0
2004,55732.0,80291.0,129573.0,6684.0,52632.0,-1.0,-1.0,111429.0,54261.0,-1.0,101995.0,378227.0,56470.0,59231.0,90000.0,127946.0,52087.0,41200.0,127946.0,67733.0,72243.0,41327.0,-1.0,66667.0,81925.0,57778.0,63300.0,700000.0,27920.0,121875.0,860000.0,77120.0,-1.0,80000.0,61640.0,88116.0,-1.0,-1.0,60357.0,72727.0,25373.0,31250.0,200000.0,-1.0,70000.0,191608.0,50000.0,-1.0,45496.0,50000.0,44333.0,-1.0,76667.0,16205.0,60357.0,56231.0,76190.0,50000.0,-1.0
