,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,"China, Macao SAR",Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Cook Islands,Guadeloupe,Tokelau,Faroe Islands,South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1984,6830000.0,41300.0,2029.0,1040.0,9560.0,1135.0,150000.0,3600.0,8101.0,166049.0,4080.0,2774.0,117500.0,21000.0,14300.0,2093170.0,,2230.0,2497.0,117480.0,326860.0,1000.0,10374.0,2395.0,20387.0,1510.0,,9700.0,37079.0,394500.0,1086.0,,1450.0,,59160.0,192581.0,194600.0,,4835.0,76899.0,32765.0,18400.0,274000.0,5380.0,116124.0,2000.0,869000.0,40164.0,8201.0,,221811.0,,133999.0,426.0,,1600.0,66.0,64.0,,2650.0,481450.0,855134.0,85880.0,15000.0,7449.0,175460.0,731491.0,7740.0,,186771.0,37.0,0.0,10800.0,,82370.0,2000.0,31044.0,8035.0,123497.0,71900.0,41950.0,5185.0,810.0,1070.0,,18000.0,23200.0,714.0,542.0,872.0,9523.0,,,,11500.0,195900.0,78377.0,810.0,2354.0,15.0,99.0,81500.0,25207.0,,6.0,48642.0,38268.0,11300.0,66134.0,1347889.0,150.0,,6634.0,313.0,21400.0,60070.0,7800.0,,765.0,653.0,915500.0,31420.0,50.0,71000.0,,350731.0,,3586.0,222838.0,191.0,64253.0,1710332.0,2146689.0,111000.0,32.0,388750.0,,189325.0,52450.0,230000.0,62547.0,2213100.0,2164000.0,104769.0,,3420.0,7424.0,,289914.0,569770.0,9334220.0,970.0,1329400.0,7000.0,259452.0,160034.0,14470.0,108400.0,1600.0,312058.0,,18900.0,402523.0,7225.0,9214.0,168100.0,6000.0,,,30.0,8899.0,10.0,139421.0,35700.0,805000.0,6.0,,9376220.0,16249.0,,81000.0,38912.0,889.0,33540.0,21750.0,,60000.0,41322.0,238470.0,1556.0,23220.0,69210.0,159550.0,23000.0,199700.0,,6908.0,85.0,704600.0,803.0,190163.0,212021.0,5470.0,681.0,603.0,78881.0,95260.0,40.0,2730.0,35000.0,79100.0,104.0,681173.0,17095.0,,39512.0,,,48831.0
1985,6461000.0,39400.0,3000.0,938.0,10150.0,1135.0,180000.0,4500.0,8117.0,166733.0,4090.0,2762.0,100900.0,22000.0,15000.0,2128970.0,,2245.0,2488.0,113959.0,310615.0,1000.0,9833.0,2485.0,20430.0,1850.0,,10300.0,41784.0,424500.0,1221.0,,1270.0,,56185.0,185969.0,214600.0,,6597.0,70439.0,35600.0,18000.0,283072.0,5300.0,111387.0,2000.0,784954.0,38600.0,7197.0,,247095.0,,138392.0,426.0,,1600.0,65.0,48.0,,2485.0,496645.0,1104752.0,92540.0,16000.0,7820.0,172765.0,717942.0,7980.0,,185519.0,40.0,0.0,13800.0,,63870.0,2000.0,30384.0,10140.0,122262.0,97480.0,36238.0,5490.0,840.0,1060.0,,17600.0,21063.0,718.0,542.0,934.0,9025.0,,,,14000.0,199614.0,73429.0,910.0,2019.0,15.0,102.0,81000.0,34480.0,,5.0,48557.0,38724.0,11600.0,70987.0,1387423.0,150.0,,6600.0,413.0,19777.0,61670.0,8000.0,,601.0,622.0,915500.0,27140.0,45.0,74000.0,,333998.0,,3580.0,197252.0,183.0,62339.0,1643281.0,2095078.0,119700.0,38.0,404500.0,,191580.0,51900.0,240000.0,64590.0,2073210.0,2004000.0,108027.0,,4300.0,7100.0,,296671.0,594740.0,8912000.0,940.0,1346500.0,7500.0,266349.0,168864.0,12780.0,110100.0,1800.0,321000.0,,18130.0,400215.0,8730.0,8388.0,177200.0,6120.0,,,30.0,10231.0,10.0,138086.0,33000.0,683427.0,5.0,,8948283.0,13200.0,,80670.0,48612.0,1550.0,36775.0,22150.0,,60000.0,37719.0,239180.0,1576.0,22125.0,83070.0,152455.0,23000.0,192200.0,,7180.0,90.0,678360.0,778.0,207000.0,229754.0,9530.0,614.0,563.0,76347.0,88920.0,31.0,2840.0,32000.0,74780.0,102.0,671000.0,16863.0,,39840.0,,,51620.0
1986,6373000.0,39400.0,3500.0,817.0,9778.0,1260.0,184885.0,4300.0,8228.0,168098.0,4200.0,2759.0,102527.0,23000.0,14000.0,2311603.0,,2200.0,2489.0,109256.0,324890.0,1000.0,9257.0,2540.0,19874.0,1950.0,,11152.0,40798.0,434500.0,1787.0,,1150.0,,55100.0,181164.0,199600.0,,6698.0,67938.0,38569.0,22700.0,282693.0,5070.0,144469.0,2000.0,772800.0,38900.0,6930.0,,220995.0,,126986.0,426.0,,1605.0,64.0,32.0,,2608.0,508410.0,1014965.0,98160.0,16000.0,7440.0,164250.0,690216.0,8630.0,,190668.0,40.0,0.0,19000.0,,53650.0,1800.0,30710.0,10517.0,115904.0,96660.0,33757.0,5530.0,1330.0,1050.0,,15000.0,20300.0,625.0,542.0,872.0,9025.0,,,,15000.0,210957.0,74785.0,990.0,2171.0,16.0,103.0,72000.0,30455.0,,8.0,45388.0,36131.0,11043.0,79123.0,1214932.0,160.0,,6600.0,260.0,18196.0,67374.0,8100.0,,535.0,608.0,915500.0,33160.0,35.0,74500.0,,300028.0,,3570.0,207820.0,183.0,77180.0,1525118.0,2008707.0,103700.0,50.0,425500.0,,193174.0,52900.0,230000.0,55501.0,2151960.0,2130600.0,104814.0,,3670.0,6586.0,,306865.0,533410.0,9010000.0,920.0,1293700.0,9000.0,284304.0,166934.0,13020.0,103400.0,2000.0,329100.0,,17040.0,410788.0,7825.0,8600.0,192000.0,6230.0,,,30.0,22489.0,11.0,134187.0,30500.0,788051.0,5.0,,9043792.0,18340.0,,78430.0,44542.0,1523.0,32480.0,22450.0,,61000.0,34854.0,237890.0,1601.0,23359.0,81390.0,154404.0,23000.0,178900.0,,6861.0,110.0,676840.0,687.0,196040.0,211433.0,10390.0,554.0,611.0,73542.0,93900.0,33.0,2840.0,29200.0,69730.0,104.0,698000.0,16446.0,,39523.0,,,53856.0
1987,6239000.0,41700.0,4500.0,873.0,8105.0,1260.0,159800.0,4400.0,8250.0,168617.0,4400.0,2752.0,95771.0,23000.0,14000.0,2209806.0,,2165.0,2490.0,113900.0,337550.0,1000.0,10027.0,2550.0,20372.0,2700.0,,12421.0,45393.0,444500.0,1831.0,,1120.0,,55913.0,178760.0,195100.0,,4765.0,67468.0,32872.0,19658.0,271000.0,4720.0,150242.0,2000.0,790310.0,38700.0,6930.0,,222527.0,,129653.0,426.0,,1608.0,57.0,21.0,,2676.0,459190.0,1008443.0,102910.0,16000.0,7850.0,157920.0,670141.0,10800.0,,175029.0,40.0,0.0,16000.0,,58700.0,1700.0,29604.0,12155.0,97052.0,107440.0,33088.0,5625.0,1340.0,1040.0,,14000.0,20300.0,635.0,542.0,943.0,9687.0,,,,15400.0,219108.0,77447.0,1090.0,2171.0,16.0,103.0,73500.0,29398.0,,8.0,47089.0,37062.0,11167.0,79797.0,1381810.0,160.0,,7750.0,245.0,25352.0,70867.0,8400.0,,330.0,581.0,915500.0,33680.0,32.0,77000.0,,298363.0,,3550.0,211040.0,181.0,82595.0,1547240.0,1934097.0,109500.0,58.0,424150.0,,193022.0,52900.0,215000.0,47376.0,2214890.0,2144500.0,111316.0,,3300.0,6107.0,,328046.0,559610.0,9188400.0,890.0,1275100.0,10000.0,280149.0,166615.0,13480.0,123879.0,2300.0,317000.0,,17160.0,404745.0,10600.0,8800.0,198300.0,6350.0,,,30.0,15844.0,4.0,131306.0,30300.0,769000.0,4.0,,9221520.0,17589.0,,77900.0,36162.0,2358.0,30150.0,23530.0,,62000.0,34128.0,234580.0,1655.0,21616.0,85950.0,145324.0,24000.0,178700.0,,6650.0,120.0,671070.0,889.0,193973.0,211755.0,5190.0,494.0,570.0,74990.0,99950.0,75.0,2950.0,34800.0,66448.0,104.0,740000.0,16070.0,,36530.0,,,52420.0
1988,6239000.0,44800.0,4700.0,1015.0,7534.0,1607.0,168000.0,3000.0,8283.0,171365.0,4510.0,2742.0,107115.0,23000.0,12000.0,2020254.0,,2025.0,2501.0,111000.0,340000.0,1000.0,9528.0,2848.0,18996.0,2175.0,,13144.0,47000.0,424500.0,1834.0,,960.0,,55208.0,177233.0,201600.0,,3922.0,76151.0,37957.0,23700.0,282557.0,4775.0,105450.0,2000.0,753610.0,36000.0,8070.0,,240150.0,,123113.0,427.0,,1608.0,53.0,11.0,,2912.0,480990.0,942645.0,108880.0,16500.0,7050.0,174433.0,656800.0,10920.0,,214607.0,43.0,0.0,36000.0,,62950.0,1600.0,33390.0,12733.0,93377.0,97600.0,25971.0,6110.0,1515.0,1030.0,,14000.0,20400.0,657.0,542.0,836.0,10182.0,,,,16100.0,243840.0,79215.0,1179.0,2031.0,16.0,104.0,81500.0,26496.0,,9.0,49755.0,40227.0,11054.0,77973.0,1557488.0,160.0,,5160.0,261.0,36471.0,74596.0,8400.0,,207.0,565.0,915500.0,27200.0,40.0,75000.0,,284943.0,,3520.0,212806.0,170.0,72020.0,1653386.0,1866064.0,119100.0,67.0,445116.0,,195402.0,51450.0,185000.0,46178.0,2292310.0,2431300.0,115113.0,,2870.0,5629.0,,345635.0,544427.0,9371500.0,910.0,1315600.0,10592.0,299391.0,160636.0,11400.0,134265.0,2500.0,325800.0,,18450.0,406746.0,10175.0,9713.0,203300.0,6470.0,,,30.0,17395.0,12.0,127647.0,27200.0,805000.0,6.0,,9397511.0,18612.0,,77050.0,52462.0,2415.0,34335.0,24600.0,,67100.0,33115.0,230530.0,1585.0,24131.0,94770.0,155075.0,24000.0,181200.0,,6580.0,140.0,691720.0,642.0,194263.0,215174.0,8470.0,454.0,515.0,77618.0,105324.0,130.0,3060.0,34700.0,69890.0,104.0,759021.0,15765.0,,36553.0,,,58080.0
1989,6008000.0,44800.0,4700.0,518.0,8173.0,3110.0,175720.0,3400.0,8335.0,171965.0,4720.0,2734.0,100540.0,23000.0,9000.0,2126795.0,,2431.0,2512.0,114500.0,369700.0,900.0,9638.0,3120.0,16230.0,2173.0,,12621.0,48000.0,427750.0,1862.0,,990.0,,56135.0,170237.0,202261.0,,3860.0,71723.0,37038.0,22600.0,294410.0,4780.0,120536.0,2000.0,870010.0,33730.0,8320.0,,281150.0,,123762.0,382.0,,1610.0,53.0,5.0,,3308.0,489000.0,1015668.0,110170.0,17500.0,8824.0,163515.0,645930.0,11050.0,,218577.0,43.0,0.0,18000.0,,63680.0,1500.0,33505.0,13218.0,120083.0,104060.0,21788.0,6110.0,1250.0,1020.0,,13300.0,20000.0,667.0,542.0,1025.0,11470.0,,,,16000.0,247889.0,81265.0,815.0,2155.0,16.0,105.0,86106.0,24618.0,,11.0,47686.0,38048.0,10843.0,83504.0,1604264.0,324.0,,5200.0,244.0,36700.0,102741.0,8400.0,,213.0,566.0,915500.0,22710.0,40.0,77500.0,,280702.0,,3490.0,213221.0,173.0,74880.0,1751287.0,1858466.0,108800.0,56.0,447000.0,,196663.0,47200.0,190000.0,53642.0,2366010.0,2726078.0,119029.0,,2530.0,5291.0,,303528.0,553615.0,9404233.0,900.0,1339400.0,10200.0,280092.0,165070.0,11900.0,149194.0,2900.0,351400.0,,18783.0,394374.0,12925.0,10645.0,210100.0,6701.0,,,30.0,17348.0,13.0,125147.0,24700.0,832635.0,4.0,,9426061.0,13316.0,,60600.0,55512.0,1340.0,29950.0,25700.0,,69100.0,32395.0,223380.0,1597.0,22677.0,80480.0,138225.0,24000.0,174900.0,,6500.0,150.0,644910.0,735.0,187200.0,201421.0,5005.0,423.0,460.0,78130.0,110595.0,90.0,3060.0,26200.0,65100.0,104.0,781000.0,15254.0,,40217.0,,,65400.0
1990,5829710.0,41000.0,4850.0,653.0,14801.0,3110.0,168520.0,3000.0,9312.0,181096.0,4830.0,2969.0,129907.0,30093.0,12000.0,2182025.0,,2370.0,2633.0,119700.0,381083.0,1000.0,8778.0,3080.0,18381.0,2071.0,,12200.0,48271.0,415528.0,3209.0,,1008.0,,50438.0,164460.0,201650.0,,6617.0,72000.0,34984.0,22600.0,292768.0,4010.0,148697.0,2023.0,583806.0,34080.0,8120.0,,402353.0,,123735.0,389.0,,1861.0,52.0,3.0,,3442.0,491600.0,967811.0,112050.0,18000.0,9950.0,168627.0,561404.0,12825.0,,218815.0,45.0,-1.0,20118.0,,56020.0,1485.0,39578.0,13330.0,95805.0,102430.0,20411.0,6373.0,1460.0,1000.0,,13300.0,18796.0,705.0,627.0,1093.0,13635.0,,,,15900.0,253650.0,75189.0,370.0,2010.0,17.0,106.0,77947.0,24431.0,,9.0,49862.0,41084.0,11860.0,99481.0,1498224.0,180.0,,5299.0,182.0,37448.0,114159.0,8800.0,,250.0,605.0,960582.0,20240.0,38.0,78529.0,,273979.0,,2934.0,247837.0,160.0,78527.0,1624056.0,1835340.0,123260.0,55.0,479500.0,,212993.0,44400.0,163500.0,40060.0,2462592.0,3086830.0,116647.0,,1772.0,5341.0,,258957.0,591070.0,9433313.0,981.0,1338700.0,10065.0,351228.0,175300.0,13200.0,149352.0,2549.0,289614.0,,18896.0,392559.0,11675.0,10703.0,206494.0,6709.0,,,31.0,21063.0,12.0,121007.0,24300.0,856835.0,9.0,,9453762.0,10190.0,,50500.0,52709.0,2830.0,22686.0,26584.0,,71755.0,31760.0,217790.0,1739.0,21046.0,86889.0,114826.0,25000.0,177100.0,,6500.0,190.0,614600.0,735.0,191830.0,182468.0,3653.0,495.0,433.0,87105.0,116100.0,80.0,3498.0,41900.0,62890.0,108.0,803818.0,15145.0,,41219.0,,,60300.0
1991,6014800.0,36200.0,5000.0,768.0,6738.0,3110.0,177414.0,3900.0,8412.0,171679.0,4700.0,1099.0,113335.0,35592.0,11047.0,2191561.0,,2691.0,2590.0,118735.0,338072.0,1500.0,8550.0,2899.0,19241.0,1495.0,,11000.0,50853.0,435524.0,4364.0,,765.0,,52051.0,167911.0,210358.0,,7767.0,77882.0,31191.0,24262.0,284512.0,4275.0,142217.0,1897.0,964915.0,35290.0,8785.0,,430650.0,,115961.0,391.0,,,46.0,3.0,,2613.0,510564.0,908196.0,112580.0,18200.0,11193.0,173868.0,341783.0,13822.0,,236207.0,46.0,-1.0,21227.0,,60495.0,1070.0,43488.0,13352.0,125568.0,118720.0,19720.0,7095.0,1440.0,988.0,,13400.0,19100.0,697.0,540.0,937.0,12394.0,,,,17000.0,186404.0,79094.0,370.0,2152.0,22.0,107.0,82064.0,24974.0,,8.0,48804.0,40254.0,10367.0,92177.0,1444984.0,324.0,,6388.0,204.0,26600.0,124100.0,8895.0,,255.0,576.0,992831.0,17466.0,30.0,83889.0,,268602.0,,3472.0,233877.0,128.0,73970.0,1632505.0,1732701.0,108116.0,60.0,470600.0,,195301.0,37450.0,171000.0,38436.0,2571942.0,4396400.0,88176.0,,2020.0,3337.0,,289199.0,587920.0,9376043.0,948.0,1335500.0,9730.0,299119.0,179700.0,12355.0,155795.0,3200.0,234882.0,-1.0,18241.0,394618.0,12125.0,10450.0,210045.0,5156.0,,,12.0,11154.0,11.0,111442.0,20500.0,849554.0,23.0,,9395793.0,11451.0,,58480.0,63761.0,3451.0,34300.0,27673.0,,70117.0,33421.0,211660.0,1703.0,26178.0,96763.0,122073.0,25449.0,177000.0,,11498.0,190.0,661000.0,592.0,199504.0,200540.0,3646.0,357.0,402.0,79402.0,122900.0,30.0,2634.0,43000.0,57440.0,112.0,841000.0,11307.0,,42524.0,,,47485.0
1992,,34900.0,4500.0,631.0,6155.0,3200.0,159106.0,3810.0,8712.0,171273.0,4250.0,1084.0,116315.0,36388.0,9470.0,2081057.0,,3215.0,2612.0,123793.0,340813.0,1000.0,9100.0,2625.0,19258.0,990.0,55293.0,8700.0,58189.0,470000.0,6029.0,,1521.0,12808.0,51651.0,161681.0,209282.0,,6752.0,71969.0,29686.0,24400.0,,3622.0,166275.0,1968.0,971916.0,37790.0,9720.0,242600.0,386200.0,40000.0,111959.0,391.0,,,47.0,3.0,3000.0,2471.0,492722.0,954260.0,113300.0,19000.0,10706.0,176532.0,371914.0,14334.0,96900.0,238245.0,47.0,-1.0,27296.0,28969.0,63542.0,1200.0,53774.0,13296.0,89706.0,107260.0,19146.0,7596.0,1469.0,970.0,779000.0,13500.0,18900.0,708.0,542.0,1094.0,13254.0,21900.0,113700.0,3389400.0,16000.0,190314.0,73603.0,345.0,2151.0,23.0,110.0,75496.0,24808.0,,9.0,49332.0,40232.0,10243.0,97396.0,1463671.0,345.0,,6559.0,308.0,24283.0,130744.0,9500.0,13000.0,342.0,605.0,987542.0,11770.0,27.0,92000.0,12928.0,259472.0,,3628.0,228602.0,125.0,88470.0,1688414.0,1757336.0,94556.0,58.0,501700.0,46300.0,194268.0,35700.0,184190.0,50278.0,2636182.0,4747400.0,90431.0,,2070.0,4679.0,,240442.0,565770.0,9544273.0,951.0,1522500.0,9681.0,303211.0,187200.0,13630.0,186742.0,3700.0,218695.0,-1.0,19193.0,392056.0,12000.0,10161.0,216954.0,3189.0,,,13.0,22150.0,22.0,106702.0,22100.0,841000.0,15.0,42930.0,9563446.0,15885.0,110000.0,60628.0,61466.0,2067.0,26800.0,32322.0,27200.0,72700.0,33036.0,206020.0,1499.0,29173.0,85703.0,117719.0,23000.0,180100.0,19000.0,11679.0,190.0,714400.0,653.0,194944.0,196853.0,3677.0,482.0,416.0,77210.0,126720.0,135.0,2900.0,41478.0,51232.0,114.0,916195.0,10816.0,60758.0,47880.0,,1705287.0,50186.0
1993,,36400.0,3529.0,785.0,7992.0,2424.0,142407.0,3766.0,8445.0,172388.0,4400.0,1084.0,123607.0,36597.0,10313.0,2051232.0,,2705.0,2584.0,124890.0,384348.0,800.0,10536.0,3361.0,19450.0,1048.0,71058.0,8900.0,48120.0,463000.0,9145.0,,1741.0,12851.0,49244.0,,200500.0,,9264.0,79445.0,28279.0,20394.0,,2758.0,154569.0,2039.0,911816.0,36284.0,8180.0,238700.0,379500.0,38200.0,91592.0,399.0,47210.0,,40.0,3.0,4000.0,2665.0,514570.0,946215.0,113020.0,18000.0,10114.0,174901.0,322334.0,14368.0,87700.0,253030.0,48.0,-1.0,19344.0,30800.0,64610.0,1265.0,45000.0,13060.0,115733.0,95780.0,16967.0,7385.0,1070.0,967.0,749000.0,13600.0,18600.0,712.0,543.0,785.0,15202.0,21100.0,121900.0,3547800.0,14200.0,196012.0,66426.0,330.0,2268.0,23.0,109.0,73411.0,27770.0,37147.0,10.0,49913.0,39377.0,9529.0,98864.0,1451580.0,332.0,492777.0,6622.0,333.0,24492.0,139100.0,9477.0,12200.0,475.0,634.0,857307.0,15280.0,23.0,45500.0,12434.0,210220.0,,3508.0,231895.0,125.0,81350.0,1741918.0,1760676.0,93836.0,56.0,,42600.0,195861.0,33071.0,164000.0,41172.0,2607984.0,5043400.0,105593.0,-1.0,2003.0,5333.0,,292457.0,565550.0,9609400.0,957.0,1616300.0,9881.0,367325.0,175900.0,13868.0,200089.0,4000.0,249003.0,-1.0,18670.0,401439.0,23225.0,10073.0,211864.0,3157.0,,102816.0,13.0,16565.0,10.0,94148.0,21600.0,869000.0,15.0,44500.0,9626390.0,11729.0,108705.0,58538.0,57310.0,3440.0,23543.0,35722.0,26600.0,69244.0,31090.0,202550.0,1402.0,28351.0,86934.0,137087.0,24000.0,170086.0,19000.0,11761.0,210.0,692300.0,605.0,191912.0,195891.0,2919.0,576.0,421.0,72229.0,131995.0,225.0,2245.0,52404.0,49430.0,117.0,941365.0,11552.0,64754.0,39000.0,,1534000.0,45974.0
1994,,36500.0,4041.0,757.0,10824.0,2450.0,166479.0,3750.0,8694.0,170580.0,3950.0,1100.0,148925.0,36672.0,10923.0,2104766.0,,5940.0,2611.0,132900.0,392715.0,800.0,10572.0,3338.0,20233.0,943.0,62857.0,7800.0,51591.0,430947.0,12565.0,-1.0,2430.0,13575.0,50100.0,,204828.0,,7525.0,74071.0,30191.0,21258.0,,2265.0,149512.0,2108.0,853413.0,32988.0,7610.0,213100.0,376300.0,36400.0,92933.0,352.0,41274.0,,34.0,3.0,13000.0,2630.0,521200.0,988452.0,113664.0,15000.0,13574.0,176010.0,322775.0,13450.0,80400.0,265683.0,49.0,-1.0,21500.0,31800.0,59647.0,1400.0,39000.0,13793.0,113144.0,75300.0,15725.0,7815.0,1250.0,980.0,697000.0,13800.0,17200.0,726.0,546.0,1077.0,13243.0,24000.0,116500.0,3336960.0,17900.0,186793.0,65939.0,339.0,2145.0,23.0,109.0,73436.0,28037.0,37948.0,10.0,51424.0,40852.0,9681.0,102609.0,1397127.0,210.0,517776.0,6563.0,174.0,32173.0,140457.0,9700.0,12000.0,600.0,640.0,923586.0,10666.0,17.0,69000.0,10147.0,202896.0,,3311.0,235363.0,127.0,89000.0,1675807.0,1697247.0,103520.0,55.0,,39940.0,197450.0,30926.0,165000.0,36411.0,2668945.0,5265900.0,104646.0,-1.0,2029.0,5108.0,,307327.0,592020.0,9579659.0,968.0,1436800.0,10100.0,380953.0,171000.0,13556.0,218474.0,4500.0,248955.0,-1.0,18500.0,402001.0,25155.0,10369.0,192445.0,2781.0,,76673.0,13.0,31614.0,11.0,87162.0,21400.0,837000.0,13.0,53000.0,9595401.0,10706.0,113000.0,60329.0,59611.0,2290.0,18400.0,37476.0,34200.0,71723.0,29738.0,192140.0,1378.0,34704.0,75181.0,141257.0,25000.0,163568.0,18000.0,12345.0,200.0,657100.0,554.0,190011.0,194687.0,2366.0,680.0,430.0,66604.0,141033.0,365.0,2500.0,58600.0,49691.0,120.0,951447.0,11084.0,66356.0,47319.0,,1527000.0,47026.0
1995,,36100.0,4030.0,817.0,6294.0,2450.0,179408.0,4800.0,8871.0,168603.0,4980.0,2732.0,169576.0,36894.0,12029.0,2203175.0,,5558.0,2609.0,144150.0,378703.0,800.0,11638.0,3480.0,20343.0,964.0,59240.0,6226.0,55846.0,526804.0,19074.0,-1.0,2089.0,14095.0,52097.0,,207918.0,,8133.0,69678.0,42407.0,23000.0,,1814.0,142670.0,2178.0,931910.0,35001.0,10015.0,203300.0,201500.0,53000.0,97253.0,354.0,38877.0,,34.0,3.0,4000.0,2654.0,496070.0,953036.0,119634.0,12000.0,16711.0,177200.0,346691.0,13361.0,75300.0,285680.0,50.0,-1.0,23354.0,32600.0,58284.0,1400.0,42419.0,14325.0,163214.0,87740.0,16229.0,8323.0,920.0,999.0,725000.0,13900.0,17200.0,739.0,551.0,857.0,13631.0,23200.0,124500.0,3325000.0,17000.0,221004.0,67734.0,333.0,2095.0,22.0,109.0,70697.0,27681.0,36707.0,4.0,49796.0,38158.0,10296.0,103006.0,1260457.0,235.0,528857.0,6434.0,178.0,24434.0,145211.0,9900.0,4000.0,621.0,650.0,1000441.0,11258.0,15.0,56000.0,10070.0,207548.0,,3219.0,248366.0,118.0,91400.0,1678850.0,1522357.0,120781.0,53.0,,36911.0,191016.0,26071.0,172000.0,39849.0,2262458.0,5603600.0,104925.0,-1.0,1465.0,4653.0,,359435.0,589130.0,9829645.0,1044.0,1445700.0,10319.0,384355.0,179000.0,14220.0,186925.0,4541.0,244314.0,1610.0,18000.0,404280.0,26000.0,10440.0,204931.0,3816.0,,77784.0,13.0,18602.0,6.0,89947.0,22400.0,876000.0,9.0,45900.0,9845889.0,14483.0,115000.0,63120.0,54161.0,4350.0,17200.0,40688.0,43800.0,71956.0,27036.0,189470.0,1425.0,34313.0,133628.0,124516.0,26000.0,171000.0,16000.0,12580.0,200.0,612000.0,1020.0,200047.0,184554.0,2197.0,777.0,427.0,68718.0,144100.0,350.0,2631.0,52800.0,48553.0,123.0,973334.0,11848.0,66458.0,55630.0,,1530600.0,35498.0
