,Saint Kitts and Nevis,Belize,Burundi,Melanesia,Niue,Cameroon,Burkina Faso,Comoros,Sudan (former),Dominican Republic,Philippines,South Sudan,Martinique,Benin,United Republic of Tanzania,Ethiopia,Kenya,Liberia,Japan,Sao Tome and Principe,Togo,Venezuela (Bolivarian Republic of),Papua New Guinea,Antigua and Barbuda,New Caledonia,Guyana,Samoa,Barbados,Democratic Republic of the Congo,Sudan,American Samoa,Nigeria,Tonga,Saint Lucia,Haiti,Costa Rica,Guinea,Cuba,Guadeloupe,Dominica,Fiji,Chad,Rwanda,Wallis and Futuna Islands,Ethiopia PDR,Congo,Gabon,Cayman Islands,Central African Republic,Mauritania,Germany,Côte d'Ivoire,Colombia,Mali,Jamaica,Solomon Islands,Trinidad and Tobago,Puerto Rico,Polynesia,Panama,Saint Vincent and the Grenadines,Portugal,Brazil,Ghana,Grenada,Nicaragua
1974,80.0,-1.0,900.0,13358.0,22.0,78344.0,4830.0,-1.0,38000.0,3500.0,4610.0,-1.0,2000.0,42000.0,1000.0,-1.0,-1.0,1500.0,6910.0,100.0,39385.0,8131.0,9800.0,15.0,1450.0,-1.0,70.0,407.0,23300.0,-1.0,15.0,671000.0,2440.0,790.0,26500.0,-1.0,6560.0,-1.0,1400.0,265.0,108.0,15500.0,878.0,42.0,61000.0,2500.0,9500.0,3.0,29801.0,320.0,-1,240000.0,7200.0,2300.0,11218.0,2000.0,210.0,1376.0,2589.0,2500.0,230.0,290.0,16000.0,133000.0,180.0,-1.0
1975,80.0,-1.0,1100.0,13560.0,20.0,60000.0,5000.0,-1.0,39000.0,3500.0,4910.0,-1.0,2000.0,44950.0,1100.0,-1.0,-1.0,1500.0,6730.0,100.0,39570.0,5570.0,9900.0,10.0,1500.0,-1.0,70.0,527.0,23400.0,-1.0,15.0,776000.0,2450.0,750.0,27000.0,-1.0,6630.0,-1.0,1300.0,270.0,160.0,17000.0,1075.0,42.0,62000.0,2500.0,10000.0,3.0,25000.0,330.0,-1,240000.0,7300.0,2500.0,11958.0,2000.0,198.0,1697.0,2597.0,2500.0,170.0,322.0,16500.0,117000.0,180.0,-1.0
1976,80.0,-1.0,1100.0,13913.0,18.0,56000.0,5000.0,-1.0,39000.0,3600.0,6310.0,-1.0,2000.0,63100.0,1200.0,-1.0,-1.0,1550.0,6890.0,100.0,44700.0,6482.0,10100.0,12.0,1550.0,-1.0,70.0,461.0,24100.0,-1.0,15.0,679000.0,2450.0,750.0,27500.0,-1.0,6700.0,-1.0,1200.0,310.0,263.0,17500.0,1017.0,42.0,63000.0,2500.0,12000.0,3.0,25000.0,340.0,-1,246000.0,10300.0,2800.0,11082.0,2000.0,190.0,1606.0,2595.0,2500.0,180.0,368.0,17000.0,100000.0,185.0,-1.0
1977,85.0,-1.0,1100.0,14345.0,30.0,55000.0,5500.0,-1.0,39000.0,3710.0,8230.0,-1.0,2000.0,59518.0,1300.0,-1.0,-1.0,1600.0,7450.0,100.0,48800.0,6052.0,10300.0,12.0,1580.0,-1.0,70.0,470.0,24400.0,-1.0,15.0,577000.0,2350.0,850.0,29000.0,-1.0,8800.0,-1.0,1200.0,380.0,265.0,18000.0,1034.0,42.0,64000.0,2500.0,12000.0,4.0,26000.0,350.0,-1,254000.0,13600.0,3000.0,11467.0,2200.0,180.0,1650.0,2507.0,2500.0,150.0,223.0,17700.0,89000.0,200.0,-1.0
1978,85.0,-1.0,900.0,14418.0,100.0,55000.0,6000.0,-1.0,39000.0,3145.0,8330.0,-1.0,2000.0,69243.0,1300.0,-1.0,-1.0,1600.0,8730.0,100.0,48500.0,6549.0,10500.0,20.0,1600.0,-1.0,70.0,680.0,24300.0,-1.0,10.0,471000.0,2250.0,870.0,30653.0,-1.0,8888.0,-1.0,1000.0,410.0,18.0,18500.0,1012.0,42.0,62000.0,2500.0,13000.0,3.0,26000.0,350.0,-1,265000.0,14200.0,3300.0,13333.0,2300.0,200.0,1650.0,2472.0,2500.0,300.0,240.0,18300.0,95000.0,195.0,-1.0
1979,85.0,-1.0,1100.0,14793.0,100.0,55000.0,6500.0,-1.0,39000.0,2012.0,8760.0,-1.0,900.0,67398.0,1200.0,-1.0,-1.0,1600.0,8190.0,100.0,54100.0,6023.0,10700.0,28.0,1650.0,-1.0,70.0,586.0,24900.0,-1.0,66.0,481000.0,2200.0,880.0,33643.0,-1.0,8997.0,-1.0,900.0,280.0,43.0,19000.0,665.0,42.0,63000.0,2500.0,13000.0,3.0,25000.0,370.0,-1,274000.0,12400.0,3500.0,12458.0,2400.0,180.0,1750.0,2478.0,2600.0,300.0,260.0,19400.0,105000.0,200.0,-1.0
1980,85.0,-1.0,900.0,15220.0,100.0,55000.0,7000.0,-1.0,39000.0,2512.0,8260.0,-1.0,900.0,71434.0,1300.0,-1.0,-1.0,1700.0,7920.0,150.0,55900.0,6065.0,10900.0,20.0,1670.0,-1.0,70.0,490.0,25600.0,-1.0,30.0,498000.0,2100.0,900.0,34000.0,-1.0,6760.0,-1.0,900.0,350.0,250.0,20000.0,913.0,42.0,63500.0,2500.0,14000.0,3.0,25000.0,370.0,-1,225000.0,14700.0,3700.0,10646.0,2400.0,200.0,2358.0,2342.0,2800.0,310.0,270.0,19700.0,113000.0,180.0,-1.0
1981,85.0,-1.0,1100.0,15327.0,100.0,55000.0,7900.0,-1.0,40000.0,1132.0,8010.0,-1.0,730.0,79358.0,1400.0,-1.0,-1.0,1700.0,7690.0,150.0,58300.0,5865.0,11000.0,13.0,1680.0,-1.0,80.0,221.0,26400.0,-1.0,60.0,926000.0,2000.0,950.0,35000.0,-1.0,6830.0,-1.0,1200.0,360.0,247.0,21000.0,1365.0,42.0,64000.0,2500.0,14000.0,3.0,25000.0,380.0,-1,217000.0,13000.0,3700.0,10629.0,2400.0,190.0,2230.0,2282.0,3084.0,430.0,270.0,20500.0,116000.0,190.0,-1.0
1982,85.0,-1.0,1100.0,15555.0,100.0,55000.0,7980.0,-1.0,40000.0,932.0,7950.0,-1.0,920.0,79882.0,1500.0,-1.0,-1.0,1700.0,7760.0,150.0,69000.0,5785.0,11100.0,14.0,1700.0,-1.0,90.0,250.0,27100.0,-1.0,80.0,956000.0,1900.0,950.0,35000.0,-1.0,6940.0,-1.0,1250.0,370.0,255.0,22000.0,1479.0,42.0,64500.0,2500.0,15000.0,3.0,26000.0,380.0,-1,230000.0,10600.0,3700.0,9454.0,2500.0,180.0,2200.0,2212.0,3000.0,390.0,270.0,20500.0,111000.0,200.0,-1.0
1983,85.0,-1.0,1100.0,16095.0,100.0,42000.0,8125.0,-1.0,40000.0,1395.0,7350.0,-1.0,940.0,83918.0,1600.0,-1.0,-1.0,1800.0,7700.0,150.0,55800.0,6148.0,11200.0,50.0,1700.0,-1.0,100.0,250.0,27900.0,-1.0,80.0,888000.0,1800.0,960.0,36000.0,-1.0,6970.0,-1.0,1200.0,350.0,395.0,23000.0,1387.0,42.0,65000.0,2500.0,15000.0,3.0,28000.0,400.0,-1,240000.0,13900.0,5000.0,10642.0,2800.0,130.0,2100.0,2122.0,3100.0,430.0,270.0,22000.0,143000.0,180.0,-1.0
1984,80.0,-1.0,1100.0,16500.0,100.0,26150.0,8274.0,-1.0,38000.0,1270.0,6930.0,-1.0,1420.0,80548.0,1600.0,-1.0,-1.0,1900.0,8120.0,150.0,32300.0,6033.0,11300.0,7.0,1700.0,-1.0,120.0,355.0,28700.0,-1.0,70.0,816000.0,1700.0,970.0,36000.0,-1.0,7040.0,-1.0,998.0,385.0,600.0,22000.0,1311.0,42.0,59000.0,2500.0,15000.0,3.0,28000.0,410.0,-1,255000.0,14260.0,2800.0,11781.0,2900.0,30.0,2130.0,2032.0,3200.0,730.0,166.0,24000.0,223000.0,180.0,-1.0
1985,80.0,-1.0,1200.0,16700.0,100.0,28850.0,7900.0,-1.0,40000.0,1839.0,6260.0,-1.0,1460.0,75425.0,1600.0,-1.0,-1.0,2000.0,8390.0,150.0,33500.0,6467.0,11400.0,7.0,1700.0,-1.0,140.0,327.0,29300.0,-1.0,60.0,840000.0,1600.0,970.0,36000.0,-1.0,7500.0,-1.0,868.0,432.0,700.0,25000.0,1400.0,42.0,60000.0,2500.0,14000.0,3.0,30000.0,420.0,-1,255000.0,12565.0,4557.0,12774.0,2900.0,30.0,2130.0,1942.0,3500.0,600.0,206.0,26000.0,178000.0,180.0,-1.0
1986,80.0,-1.0,1200.0,16856.0,107.0,32830.0,12600.0,-1.0,41000.0,1087.0,6030.0,-1.0,1350.0,80212.0,1600.0,-1.0,-1.0,2000.0,8440.0,200.0,41300.0,6700.0,11600.0,8.0,1700.0,-1.0,160.0,221.0,34800.0,-1.0,50.0,924000.0,1500.0,970.0,32000.0,-1.0,7500.0,-1.0,948.0,463.0,556.0,22000.0,1040.0,42.0,61000.0,2500.0,15000.0,3.0,30000.0,420.0,-1,260000.0,9570.0,4608.0,12881.0,3000.0,15.0,2100.0,1859.0,3700.0,200.0,130.0,22000.0,179000.0,110.0,-1.0
1987,80.0,-1.0,1300.0,16737.0,110.0,27104.0,10900.0,-1.0,40000.0,664.0,6240.0,-1.0,1080.0,81259.0,1650.0,-1.0,-1.0,2000.0,8530.0,150.0,41773.0,6553.0,11800.0,14.0,1700.0,-1.0,180.0,273.0,34900.0,-1.0,40.0,751000.0,1400.0,970.0,32500.0,-1.0,7500.0,-1.0,988.0,440.0,237.0,22000.0,927.0,42.0,60000.0,2500.0,15000.0,2.0,30000.0,430.0,-1,295000.0,15700.0,2669.0,13851.0,3000.0,40.0,2100.0,1772.0,3800.0,200.0,319.0,22000.0,204400.0,115.0,-1.0
1988,80.0,-1.0,1300.0,17114.0,115.0,26587.0,9300.0,-1.0,43000.0,1288.0,6420.0,-1.0,820.0,87408.0,1700.0,-1.0,-1.0,2000.0,8670.0,150.0,37400.0,6827.0,12000.0,17.0,1700.0,-1.0,200.0,180.0,37300.0,-1.0,30.0,935000.0,1300.0,980.0,31000.0,-1.0,7500.0,-1.0,998.0,430.0,414.0,25000.0,650.0,42.0,61000.0,2600.0,16000.0,3.0,30000.0,430.0,-1,300000.0,16100.0,1477.0,13009.0,3000.0,30.0,2100.0,1687.0,3900.0,210.0,287.0,22000.0,168300.0,120.0,-1.0
1989,75.0,17.0,1300.0,17472.0,120.0,15442.0,7012.0,-1.0,45000.0,1467.0,5300.0,-1.0,750.0,89022.0,1700.0,-1.0,1170.0,2000.0,8920.0,150.0,38400.0,6568.0,12000.0,12.0,1700.0,-1.0,245.0,260.0,37400.0,-1.0,29.0,921000.0,1200.0,1000.0,31000.0,350.0,8000.0,-1.0,1050.0,420.0,772.0,23000.0,650.0,42.0,62000.0,2700.0,16000.0,1.0,30000.0,430.0,-1,310000.0,20100.0,1390.0,10644.0,3000.0,28.0,1900.0,1636.0,4000.0,200.0,209.0,23000.0,217000.0,120.0,-1.0
1990,70.0,13.0,1320.0,18514.0,158.0,22848.0,5600.0,600.0,40000.0,1097.0,4703.0,-1.0,840.0,93863.0,1612.0,-1.0,1332.0,1800.0,9530.0,158.0,43214.0,6926.0,12100.0,13.0,1360.0,-1.0,243.0,270.0,39000.0,-1.0,38.0,1276000.0,1100.0,1110.0,34000.0,500.0,8000.0,-1.0,1150.0,466.0,1098.0,25000.0,500.0,55.0,63000.0,2600.0,17000.0,5.0,35000.0,438.0,-1,318818.0,4547.0,2465.0,12349.0,3956.0,25.0,1600.0,1594.0,4318.0,163.0,193.0,23500.0,119400.0,130.0,0.0
1991,60.0,48.0,1400.0,17767.0,125.0,24000.0,6000.0,611.0,46000.0,1078.0,5532.0,-1.0,830.0,103320.0,1683.0,-1.0,1400.0,1920.0,9620.0,145.0,41700.0,6943.0,12200.0,13.0,1955.0,-1.0,250.0,221.0,41686.0,-1.0,29.0,1639000.0,576.0,1050.0,36000.0,400.0,9500.0,-1.0,1200.0,410.0,587.0,24286.0,650.0,42.0,63500.0,2654.0,16972.0,6.0,36789.0,444.0,-1,320000.0,6422.0,2964.0,13917.0,3026.0,15.0,1850.0,1022.0,4000.0,259.0,151.0,23714.0,227300.0,138.0,76.0
1992,56.0,38.0,1454.0,18173.0,128.0,21000.0,11242.0,620.0,46800.0,1115.0,5590.0,-1.0,880.0,106112.0,1741.0,-1.0,1500.0,2000.0,8780.0,151.0,44200.0,5950.0,12300.0,15.0,1941.0,-1.0,300.0,174.0,41889.0,-1.0,29.0,1743000.0,784.0,1105.0,38914.0,900.0,7500.0,12210.0,1190.0,420.0,750.0,24294.0,1200.0,42.0,64000.0,2700.0,18000.0,6.0,38000.0,400.0,-1,340000.0,6761.0,1940.0,13981.0,3183.0,17.0,1572.0,1283.0,4000.0,210.0,220.0,23849.0,224100.0,140.0,76.0
1993,50.0,35.0,1425.0,17657.0,130.0,18000.0,7002.0,630.0,45000.0,915.0,4000.0,-1.0,740.0,110000.0,1824.0,28000.0,1500.0,2147.0,8690.0,153.0,51300.0,6000.0,12500.0,14.0,1913.0,-1.0,320.0,210.0,41829.0,-1.0,29.0,1906000.0,603.0,1100.0,36000.0,776.0,6747.0,24397.0,1280.0,440.0,344.0,23000.0,1500.0,42.0,-1.0,2785.0,17000.0,8.0,40000.0,370.0,-1,350000.0,6059.0,4086.0,13821.0,2900.0,25.0,393.0,1124.0,4100.0,100.0,113.0,23978.0,206700.0,143.0,76.0
1994,20.0,11.0,1445.0,17888.0,133.0,17000.0,6871.0,643.0,46000.0,1627.0,4500.0,-1.0,740.0,115326.0,1838.0,34276.0,1400.0,2300.0,8680.0,160.0,49305.0,8745.0,12300.0,14.0,1799.0,-1.0,370.0,130.0,42517.0,-1.0,41.0,2031000.0,350.0,1141.0,42000.0,1700.0,9500.0,47620.0,1200.0,390.0,887.0,25000.0,1300.0,42.0,-1.0,2900.0,18000.0,9.0,42000.0,400.0,-1,360000.0,11709.0,2500.0,14544.0,2902.0,18.0,275.0,936.0,4200.0,95.0,134.0,24000.0,154200.0,150.0,76.0
1995,30.0,14.0,1440.0,17255.0,133.0,16732.0,9253.0,650.0,48000.0,1649.0,6500.0,-1.0,450.0,117255.0,1839.0,34157.0,1432.0,2333.0,8710.0,180.0,61805.0,5720.0,12148.0,13.0,1750.0,-1.0,400.0,280.0,13000.0,-1.0,46.0,2118000.0,436.0,1150.0,44000.0,1168.0,8000.0,16227.0,1165.0,300.0,502.0,25296.0,1500.0,42.0,-1.0,3002.0,19000.0,5.0,48000.0,407.0,-1,370000.0,11393.0,3000.0,14305.0,2854.0,15.0,334.0,1057.0,4500.0,85.0,129.0,24302.0,176100.0,157.0,76.0
1996,15.0,4.0,1422.0,17194.0,134.0,16000.0,6680.0,670.0,52000.0,1500.0,7000.0,-1.0,450.0,130728.0,1824.0,34224.0,1467.0,2386.0,8750.0,190.0,69334.0,6942.0,12000.0,13.0,1766.0,-1.0,430.0,160.0,13258.0,-1.0,29.0,2172000.0,431.0,1078.0,46000.0,819.0,8061.0,20377.0,765.0,520.0,428.0,25213.0,1484.0,42.0,-1.0,2100.0,20000.0,3.0,53000.0,408.0,-1,380000.0,18710.0,3500.0,14989.0,3000.0,13.0,314.0,1065.0,4500.0,130.0,125.0,24500.0,178006.0,160.0,76.0
1997,15.0,4.0,1900.0,17907.0,134.0,19000.0,5268.0,667.0,54000.0,2078.0,7048.0,-1.0,530.0,130488.0,1835.0,34187.0,1574.0,2356.0,8740.0,180.0,62170.0,6485.0,12543.0,13.0,1765.0,260.0,470.0,147.0,13500.0,-1.0,29.0,2169890.0,410.0,1200.0,48000.0,466.0,8500.0,2868.0,795.0,530.0,500.0,25203.0,1476.0,42.0,-1.0,2050.0,20344.0,1.0,57000.0,400.0,-1,420000.0,12332.0,4000.0,13442.0,3100.0,14.0,275.0,1084.0,4000.0,120.0,124.0,24652.0,187400.0,170.0,76.0
1998,18.0,11.0,1900.0,18285.0,134.0,32000.0,6802.0,680.0,55000.0,2093.0,6500.0,-1.0,630.0,144650.0,1742.0,37051.0,819.0,2361.0,8910.0,190.0,70227.0,8179.0,13000.0,14.0,1763.0,279.0,500.0,148.0,14000.0,-1.0,98.0,2625000.0,384.0,1000.0,35218.0,1005.0,7500.0,11914.0,900.0,520.0,322.0,25160.0,1478.0,42.0,-1.0,2261.0,20243.0,3.0,58059.0,408.0,-1,485590.0,15294.0,5215.0,12423.0,3200.0,1.0,596.0,1158.0,2500.0,121.0,130.0,24817.0,210920.0,170.0,76.0
1999,23.0,11.0,2200.0,18400.0,134.0,28071.0,6580.0,700.0,56000.0,2400.0,5186.0,-1.0,740.0,145368.0,1650.0,39235.0,1087.0,2358.0,8880.0,210.0,60941.0,7875.0,13134.0,14.0,1765.0,300.0,530.0,80.0,15062.0,-1.0,200.0,2613000.0,259.0,120.0,36000.0,2005.0,7913.0,1480.0,830.0,530.0,309.0,24000.0,1700.0,43.0,-1.0,1907.0,20203.0,5.0,53000.0,410.0,-1,495400.0,20365.0,3990.0,11949.0,3192.0,1.0,420.0,1166.0,2500.0,110.0,132.0,25000.0,242700.0,170.0,76.0
2000,2.0,5.0,1600.0,19368.0,133.0,28038.0,6628.0,709.0,56500.0,1680.0,5321.0,-1.0,840.0,155831.0,1600.0,38714.0,1115.0,2349.0,8880.0,220.0,51220.0,9062.0,14000.0,15.0,1671.0,400.0,530.0,85.0,15888.0,-1.0,212.0,2647000.0,292.0,264.0,36900.0,951.0,7702.0,2900.0,900.0,490.0,397.0,25312.0,1800.0,43.0,-1.0,1981.0,21000.0,5.0,56000.0,412.0,-1,505408.0,23039.0,790.0,9530.0,3300.0,2.0,480.0,1210.0,2646.0,100.0,133.0,25304.0,261000.0,176.0,76.0
2001,2.0,7.0,1700.0,20526.0,133.0,28000.0,10171.0,720.0,57000.0,2874.0,5022.0,-1.0,808.0,155733.0,1500.0,39157.0,1000.0,2345.0,8770.0,233.0,54048.0,9537.0,15000.0,15.0,1650.0,430.0,543.0,90.0,19540.0,-1.0,257.0,2677000.0,350.0,230.0,35000.0,1428.0,7849.0,3240.0,975.0,500.0,476.0,25642.0,1900.0,42.0,-1.0,1500.0,22000.0,5.0,54496.0,415.0,-1,515618.0,21815.0,3649.0,9568.0,3400.0,1.0,420.0,1325.0,2700.0,210.0,137.0,26000.0,287386.0,181.0,76.0
2002,2.0,3.0,1700.0,21581.0,134.0,35877.0,3021.0,715.0,57000.0,3273.0,5500.0,-1.0,850.0,174994.0,1400.0,39473.0,481.0,2350.0,8810.0,240.0,54066.0,11286.0,16000.0,16.0,1481.0,260.0,550.0,26.0,19174.0,-1.0,271.0,2794000.0,373.0,200.0,33453.0,1870.0,3700.0,8500.0,960.0,530.0,600.0,26002.0,2000.0,42.0,-1.0,2200.0,22986.0,5.0,52000.0,416.0,-1,531088.0,21678.0,3616.0,8989.0,3500.0,2.0,404.0,1370.0,2837.0,206.0,135.0,25000.0,300010.0,175.0,76.0
