,USSR,Turkmenistan,Australia & New Zealand,Australia,Iraq,Pakistan,Nepal,Bulgaria,Libya,Italy,Ukraine,Lebanon,Yemen,Uzbekistan,Occupied Palestinian Territory,Burkina Faso,Serbia and Montenegro,Armenia,Morocco,Slovenia,Chile,Argentina,Spain,Syrian Arab Republic,Cyprus,Israel,Swaziland,Republic of Moldova,Jordan,Afghanistan,United Arab Emirates,The former Yugoslav Republic of Macedonia,Georgia,Greece,Azerbaijan,France,Croatia,Hungary,Turkey,Kyrgyzstan,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,United States of America,Mexico,China,"China, mainland",Tajikistan,Algeria,Kazakhstan,Côte d'Ivoire,Bosnia and Herzegovina,Portugal,Brazil
1971,-1.0,,0.0,-1.0,-1.0,5000.0,-1.0,-1.0,-1.0,278600.0,,960.0,,,-1.0,-1.0,,,,,-1.0,-1.0,262500.0,2245.0,8696.0,2700.0,-1.0,,500.0,,14.0,,,-1.0,,-1.0,,-1.0,14695.0,,188000.0,-1.0,30000.0,,-1.0,76000.0,,-1.0,-1.0,,4600.0,,-1.0,,39170.0,
1972,-1.0,,0.0,-1.0,-1.0,5200.0,-1.0,-1.0,-1.0,248000.0,,997.0,,,-1.0,-1.0,,,,,-1.0,-1.0,331900.0,3341.0,9365.0,3300.0,-1.0,,327.0,,14.0,,,-1.0,,-1.0,,-1.0,15000.0,,190000.0,-1.0,30000.0,,-1.0,80490.0,,-1.0,-1.0,,8300.0,,-1.0,,39330.0,
1973,-1.0,,0.0,-1.0,-1.0,5400.0,-1.0,-1.0,-1.0,241300.0,,737.0,,,-1.0,-1.0,,,,,-1.0,-1.0,382900.0,3677.0,9365.0,3800.0,-1.0,,102.0,,15.0,,,-1.0,,-1.0,,-1.0,15125.0,,192000.0,-1.0,30000.0,,-1.0,86440.0,,-1.0,-1.0,,9200.0,,-1.0,,39570.0,
1974,-1.0,,0.0,-1.0,-1.0,5800.0,-1.0,-1.0,-1.0,242700.0,,910.0,,,-1.0,-1.0,,,,,-1.0,-1.0,420000.0,4203.0,8428.0,4300.0,-1.0,,477.0,,15.0,,,-1.0,,-1.0,,-1.0,16500.0,,194700.0,-1.0,30000.0,,-1.0,93560.0,,-1.0,-1.0,,10150.0,,-1.0,,39842.0,
1975,-1.0,,0.0,-1.0,-1.0,5900.0,-1.0,-1.0,-1.0,235400.0,,950.0,,,-1.0,-1.0,,,,,-1.0,-1.0,434800.0,4852.0,8027.0,4700.0,-1.0,,777.0,0.0,16.0,,,-1.0,,-1.0,,-1.0,17000.0,,198822.0,-1.0,30000.0,,-1.0,100680.0,,-1.0,-1.0,,11000.0,,-1.0,,40126.0,
1976,-1.0,,0.0,-1.0,-1.0,6100.0,-1.0,-1.0,-1.0,228600.0,,1000.0,,,-1.0,-1.0,,,,,-1.0,-1.0,450000.0,6789.0,8161.0,4100.0,-1.0,,141.0,5900.0,16.0,,,-1.0,,-1.0,,-1.0,17500.0,,203000.0,-1.0,30000.0,,-1.0,104370.0,,-1.0,-1.0,,18250.0,,-1.0,,40331.0,
1977,-1.0,,0.0,-1.0,-1.0,6200.0,-1.0,-1.0,-1.0,223000.0,,1100.0,,,-1.0,-1.0,,,,,-1.0,-1.0,461200.0,7486.0,8227.0,4100.0,-1.0,,350.0,6000.0,18.0,,,-1.0,,-1.0,,-1.0,18000.0,,204620.0,-1.0,30000.0,,-1.0,111890.0,,-1.0,-1.0,,10400.0,,-1.0,,40518.0,
1978,-1.0,,0.0,-1.0,-1.0,6300.0,-1.0,-1.0,-1.0,215500.0,,1200.0,,,-1.0,-1.0,,,,,-1.0,-1.0,482800.0,7523.0,4816.0,3870.0,-1.0,,290.0,6000.0,20.0,,,-1.0,,-1.0,,-1.0,18000.0,,206000.0,-1.0,30000.0,,-1.0,124520.0,,-1.0,-1.0,,7100.0,,-1.0,,40640.0,
1979,-1.0,,0.0,-1.0,-1.0,6300.0,-1.0,-1.0,-1.0,212000.0,,1300.0,,,-1.0,-1.0,,,,,-1.0,-1.0,507560.0,12725.0,4950.0,3530.0,-1.0,,454.0,6000.0,25.0,,,-1.0,,-1.0,,-1.0,19250.0,,209000.0,-1.0,30000.0,,-1.0,131160.0,,-1.0,-1.0,,8100.0,,-1.0,,40816.0,
1980,-1.0,,1430.0,1430.0,-1.0,6400.0,-1.0,-1.0,-1.0,206600.0,,1400.0,,,-1.0,-1.0,,,70000.0,,-1.0,-1.0,515600.0,19311.0,5084.0,3660.0,-1.0,,201.0,5800.0,25.0,,,-1.0,,-1.0,,-1.0,19250.0,,155000.0,-1.0,30000.0,,-1.0,132250.0,419.0,-1.0,-1.0,,8700.0,,-1.0,,40852.0,
1981,-1.0,,1450.0,1450.0,-1.0,6408.0,-1.0,-1.0,-1.0,203400.0,,1400.0,120.0,,-1.0,-1.0,,,89000.0,,-1.0,-1.0,519500.0,20911.0,5485.0,3171.0,-1.0,,99.0,5800.0,23.0,,,-1.0,,-1.0,,-1.0,19125.0,,170000.0,-1.0,30000.0,,-1.0,132010.0,424.0,-1.0,-1.0,,15960.0,,-1.0,,40937.0,
1982,-1.0,,1480.0,1480.0,-1.0,6459.0,-1.0,-1.0,-1.0,199400.0,,1400.0,125.0,,-1.0,-1.0,,,90000.0,,-1.0,-1.0,524300.0,19376.0,5485.0,3230.0,-1.0,,101.0,5800.0,40.0,,,-1.0,,-1.0,,-1.0,19000.0,,160000.0,-1.0,28489.0,,-1.0,137190.0,430.0,-1.0,-1.0,,15450.0,,-1.0,,41039.0,
1983,-1.0,,1560.0,1560.0,-1.0,6526.0,-1.0,-1.0,-1.0,129015.0,,1430.0,125.0,,-1.0,-1.0,,,91300.0,,-1.0,-1.0,526550.0,19400.0,5512.0,3230.0,-1.0,,250.0,5700.0,40.0,,,-1.0,,-1.0,,-1.0,19500.0,,250000.0,-1.0,33398.0,,-1.0,145680.0,413.0,-1.0,-1.0,,18030.0,,-1.0,,41139.0,
1984,-1.0,,1700.0,1700.0,-1.0,6700.0,-1.0,-1.0,-1.0,127543.0,,1350.0,125.0,,-1.0,-1.0,,,92100.0,,-1.0,-1.0,531424.0,19600.0,5512.0,3060.0,-1.0,,250.0,5700.0,42.0,,,-1.0,,-1.0,,-1.0,19500.0,,300000.0,-1.0,33924.0,,-1.0,154180.0,22.0,-1.0,-1.0,,16490.0,,-1.0,,41210.0,
1985,15600.0,,1950.0,1950.0,470.0,6900.0,-1.0,1200.0,30000.0,125835.0,,1400.0,129.0,,-1.0,-1.0,,,94000.0,,3200.0,235.0,556200.0,13200.0,4013.0,3520.0,-1.0,,896.0,5600.0,43.0,,,42000.0,,1700.0,,485.0,19750.0,,150000.0,1900.0,33232.0,,-1.0,165510.0,54.0,7700.0,7700.0,,21100.0,,-1.0,,41314.0,
1986,18000.0,,2300.0,2300.0,470.0,7000.0,-1.0,2800.0,45000.0,124525.0,,1450.0,133.0,,-1.0,-1.0,,,94800.0,,3200.0,235.0,559400.0,14000.0,4013.0,2970.0,-1.0,,421.0,5500.0,44.0,,,41900.0,,1700.0,,415.0,20200.0,,150000.0,2500.0,36109.0,,-1.0,168350.0,370.0,8300.0,8300.0,,20860.0,,-1.0,,41445.0,
1987,21000.0,,2400.0,2400.0,470.0,7200.0,-1.0,1500.0,60000.0,123657.0,,1500.0,137.0,,-1.0,-1.0,,,95300.0,,2600.0,235.0,569400.0,14800.0,4014.0,2910.0,-1.0,,524.0,5500.0,48.0,,,40800.0,,1700.0,,275.0,20270.0,,150000.0,2500.0,36476.0,,-1.0,168750.0,21.0,8900.0,8900.0,,21000.0,,-1.0,,41610.0,
1988,22000.0,,2600.0,2600.0,470.0,7300.0,-1.0,1400.0,60000.0,115749.0,,1650.0,135.0,,-1.0,-1.0,,,103600.0,,3200.0,235.0,561200.0,16800.0,4050.0,2940.0,-1.0,,515.0,5400.0,51.0,,,40100.0,,1700.0,,250.0,20170.0,,153000.0,1700.0,37230.0,,-1.0,169560.0,146.0,8600.0,8600.0,,21370.0,,-1.0,,41960.0,
1989,24000.0,,2900.0,2900.0,470.0,7500.0,-1.0,2700.0,60000.0,120544.0,,1900.0,135.0,,-1.0,-1.0,,,103900.0,,3700.0,235.0,581800.0,15800.0,4080.0,3000.0,-1.0,,522.0,5400.0,52.0,,,39600.0,,1690.0,,300.0,20200.0,,153000.0,3200.0,38182.0,,-1.0,166330.0,54.0,9400.0,9400.0,,23610.0,,-1.0,,41980.0,
1990,25000.0,,3000.0,3000.0,485.0,7500.0,-1.0,2600.0,61960.0,120430.0,,2000.0,176.0,,-1.0,1500.0,,,107000.0,,4000.0,257.0,584100.0,16000.0,4100.0,2747.0,-1.0,,522.0,6037.0,51.0,,,39000.0,,1700.0,,289.0,20200.0,,146000.0,2800.0,43567.0,,-1.0,166330.0,59.0,10000.0,10000.0,,25010.0,,-1.0,,42300.0,-1.0
1991,26000.0,,3100.0,3100.0,510.0,7552.0,-1.0,1500.0,58000.0,119333.0,,2132.0,176.0,,-1.0,1500.0,,,111000.0,,4300.0,226.0,595000.0,17500.0,4100.0,2733.0,-1.0,,522.0,5500.0,46.0,,,37500.0,,1161.0,,250.0,20095.0,,148000.0,3000.0,41503.0,,-1.0,163900.0,74.0,10500.0,10500.0,,24240.0,,-1.0,,42390.0,-1.0
1992,,1400.0,3900.0,3900.0,552.0,8623.0,-1.0,1400.0,57371.0,115144.0,3500.0,2112.0,176.0,3000.0,-1.0,1500.0,-1.0,-1.0,117000.0,35.0,4220.0,231.0,580200.0,18300.0,4050.0,2690.0,-1.0,300.0,510.0,5500.0,39.0,607.0,900.0,35650.0,800.0,1488.0,900.0,327.0,19900.0,1000.0,162147.0,,45511.0,,-1.0,162280.0,43.0,10900.0,10900.0,6000.0,24970.0,-1.0,-1.0,620.0,42600.0,-1.0
1993,,1532.0,4600.0,4600.0,594.0,9087.0,-1.0,1300.0,56000.0,112410.0,3651.0,2800.0,176.0,3500.0,-1.0,1500.0,-1.0,-1.0,117000.0,25.0,4092.0,237.0,594600.0,13600.0,4050.0,2660.0,-1.0,300.0,477.0,5500.0,38.0,514.0,700.0,34360.0,750.0,1138.0,993.0,335.0,19825.0,950.0,160000.0,,53687.0,,-1.0,167130.0,125.0,9845.0,9845.0,5573.0,25880.0,-1.0,-1.0,350.0,41893.0,-1.0
1994,,1600.0,4670.0,4670.0,576.0,10258.0,-1.0,1200.0,54970.0,102459.0,3386.0,3000.0,176.0,4000.0,-1.0,1800.0,-1.0,-1.0,125000.0,25.0,4275.0,238.0,596100.0,14800.0,3000.0,2400.0,-1.0,300.0,258.0,5500.0,38.0,484.0,700.0,40000.0,850.0,1145.0,1279.0,355.0,19530.0,859.0,164000.0,,57000.0,,-1.0,175230.0,89.0,10317.0,10317.0,5453.0,26130.0,-1.0,-1.0,397.0,41953.0,-1.0
1995,,1800.0,4700.0,4700.0,516.0,10320.0,-1.0,1000.0,53000.0,94633.0,3000.0,3800.0,182.0,4500.0,-1.0,1859.0,-1.0,-1.0,128000.0,25.0,4436.0,240.0,602900.0,15300.0,3050.0,2390.0,-1.0,300.0,260.0,5500.0,38.0,430.0,800.0,41500.0,900.0,1169.0,1094.0,280.0,19325.0,810.0,168200.0,,95000.0,,-1.0,169160.0,73.0,11000.0,11000.0,5402.0,24860.0,100.0,555.0,371.0,41512.0,-1.0
1996,,1500.0,4730.0,4730.0,511.0,10454.0,-1.0,1000.0,53098.0,92985.0,5000.0,4291.0,183.0,5000.0,8753.0,1932.0,,-1.0,132300.0,25.0,4900.0,242.0,604400.0,26396.0,3100.0,2680.0,-1.0,300.0,260.0,5500.0,38.0,400.0,800.0,40900.0,800.0,1228.0,1067.0,407.0,19125.0,773.0,168000.0,,69693.0,,-1.0,173200.0,63.0,12136.0,12136.0,5500.0,25190.0,124.0,585.0,300.0,41244.0,-1.0
1997,,1500.0,4800.0,4800.0,499.0,10600.0,-1.0,1000.0,52558.0,91166.0,5000.0,5786.0,185.0,4463.0,8101.0,2000.0,,-1.0,137100.0,0.0,5300.0,242.0,629100.0,15000.0,3100.0,2410.0,720.0,300.0,471.0,5500.0,38.0,371.0,1124.0,43000.0,717.0,1180.0,1438.0,431.0,18875.0,582.0,168200.0,,76933.0,,-1.0,181220.0,64.0,12000.0,12000.0,5200.0,27440.0,127.0,589.0,200.0,40862.0,-1.0
1998,,1500.0,4850.0,4850.0,475.0,10666.0,11.0,2100.0,51928.0,89432.0,4000.0,6800.0,180.0,5500.0,6908.0,2114.0,,-1.0,137000.0,0.0,5800.0,242.0,630100.0,16500.0,3200.0,2779.0,863.0,300.0,473.0,5500.0,41.0,348.0,1109.0,39900.0,765.0,1223.0,1166.0,600.0,18400.0,739.0,170000.0,,86812.0,,-1.0,188600.0,61.0,12500.0,12500.0,5500.0,26490.0,130.0,737.0,150.0,40826.0,-1.0
1999,,1600.0,5000.0,5000.0,474.0,10771.0,15.0,900.0,52000.0,89078.0,1000.0,6500.0,190.0,6000.0,5026.0,2233.0,,-1.0,139012.0,0.0,5900.0,240.0,624300.0,18000.0,3250.0,2775.0,895.0,300.0,473.0,5500.0,39.0,451.0,1094.0,40000.0,464.0,1799.0,990.0,1000.0,18100.0,770.0,190000.0,,89100.0,-1.0,-1.0,196800.0,61.0,10500.0,10500.0,5000.0,26820.0,134.0,900.0,145.0,38874.0,
2000,,1600.0,5840.0,5840.0,470.0,10732.0,20.0,1200.0,51872.0,88500.0,500.0,6478.0,192.0,5000.0,6294.0,2500.0,,-1.0,138000.0,0.0,6036.0,246.0,670534.0,19000.0,3260.0,2762.0,932.0,300.0,479.0,7000.0,41.0,450.0,1200.0,39950.0,562.0,1627.0,400.0,900.0,18000.0,880.0,201720.0,,96470.0,-1.0,-1.0,202340.0,61.0,8000.0,8000.0,4866.0,27150.0,137.0,950.0,145.0,38827.0,
2001,,1600.0,5907.0,5907.0,449.0,10984.0,11.0,2474.0,52639.0,86708.0,330.0,6561.0,197.0,5423.0,6567.0,2408.0,,-1.0,137800.0,0.0,6086.0,248.0,658800.0,15095.0,3300.0,2780.0,1800.0,300.0,479.0,9000.0,39.0,220.0,907.0,39953.0,614.0,1620.0,300.0,300.0,17875.0,1001.0,202340.0,,105067.0,-1.0,-1.0,214483.0,38.0,10000.0,10000.0,5342.0,26980.0,140.0,1050.0,127.0,38709.0,
2002,,1500.0,6505.0,6505.0,400.0,9560.0,11.0,3513.0,51591.0,86040.0,285.0,6424.0,200.0,5500.0,6306.0,2443.0,,-1.0,134141.0,1.0,5880.0,250.0,648997.0,35000.0,3600.0,1961.0,720.0,300.0,481.0,5500.0,37.0,120.0,881.0,20300.0,806.0,1600.0,300.0,248.0,17500.0,1200.0,202340.0,,112000.0,-1.0,-1.0,220554.0,38.0,10700.0,10700.0,4938.0,27720.0,161.0,1100.0,161.0,38417.0,
2003,,1300.0,8114.0,8114.0,370.0,9231.0,11.0,2674.0,50440.0,85145.0,327.0,6410.0,200.0,5800.0,5820.0,2467.0,,-1.0,131470.0,1.0,5900.0,252.0,641688.0,33683.0,4613.0,1743.0,520.0,300.0,480.0,5700.0,290.0,800.0,873.0,19600.0,676.0,1494.0,250.0,358.0,17375.0,1051.0,130000.0,,81733.0,-1.0,-1.0,222577.0,38.0,10847.0,10847.0,4200.0,30630.0,145.0,1150.0,141.0,38113.0,
2004,,1100.0,10453.0,10453.0,407.0,10120.0,11.0,1912.0,50000.0,84073.0,270.0,6200.0,205.0,6000.0,4682.0,2483.0,,-1.0,134500.0,1.0,6000.0,254.0,622577.0,41720.0,4979.0,2500.0,500.0,300.0,480.0,12000.0,300.0,735.0,857.0,18133.0,606.0,1500.0,300.0,344.0,17250.0,1008.0,145000.0,,161829.0,,-1.0,230671.0,40.0,11000.0,11000.0,4300.0,52835.0,148.0,1250.0,152.0,38178.0,
2005,,1200.0,13120.0,13120.0,344.0,10277.0,11.0,1586.0,50500.0,83124.0,250.0,6300.0,203.0,6391.0,4075.0,2465.0,,-1.0,141550.0,1.0,5800.0,257.0,625483.0,43540.0,5029.0,2591.0,837.0,300.0,480.0,10635.0,350.0,400.0,829.0,17613.0,622.0,1488.0,320.0,372.0,17000.0,909.0,190000.0,,171977.0,,-1.0,234718.0,38.0,12000.0,12000.0,4552.0,55209.0,152.0,1300.0,144.0,38049.0,
2006,,1600.0,18799.0,18799.0,470.0,10362.0,11.0,1571.0,51000.0,81737.0,200.0,6230.0,204.0,6811.0,4187.0,2483.0,,-1.0,143000.0,1.0,5800.0,260.0,578717.0,44140.0,5100.0,2700.0,800.0,300.0,480.0,12000.0,380.0,500.0,700.0,17291.0,470.0,1315.0,369.0,221.0,16180.0,849.0,165000.0,,130000.0,,-1.0,234718.0,34.0,12102.0,12102.0,4300.0,59137.0,120.0,1450.0,120.0,37900.0,
2007,,1500.0,25702.0,25702.0,450.0,10817.0,11.0,1921.0,51500.0,79955.0,100.0,6250.0,250.0,6000.0,5025.0,2520.0,,-1.0,145087.0,1.0,5800.0,270.0,563770.0,34240.0,5032.0,2000.0,843.0,300.0,313.0,12000.0,400.0,953.0,780.0,16675.0,403.0,1293.0,400.0,207.0,17585.0,795.0,180000.0,,100000.0,,-1.0,259002.0,32.0,12250.0,12250.0,4400.0,40890.0,185.0,1650.0,133.0,30048.0,
2008,,1600.0,27579.0,27579.0,386.0,11060.0,11.0,1900.0,52000.0,79518.0,100.0,6300.0,250.0,6295.0,4431.0,2520.0,,,144228.0,1.0,6200.0,283.0,566869.0,40000.0,3550.0,1800.0,830.0,300.0,313.0,12000.0,400.0,409.0,800.0,14500.0,411.0,1273.0,460.0,206.0,17150.0,737.0,160000.0,,72972.0,,-1.0,275189.0,31.0,12361.0,12361.0,4500.0,39787.0,100.0,1850.0,122.0,28535.0,
2009,,1600.0,27981.0,27981.0,394.0,11000.0,11.0,500.0,52500.0,79464.0,100.0,6600.0,245.0,6379.0,3086.0,2550.0,,,136200.0,1.0,6900.0,300.0,562616.0,42400.0,4171.0,3400.0,830.0,300.0,313.0,11029.0,400.0,555.0,700.0,14800.0,426.0,1295.0,523.0,215.0,17040.0,699.0,190000.0,,72972.0,,-1.0,291374.0,31.0,12500.0,12500.0,4500.0,39313.0,101.0,1900.0,136.0,26839.0,
2010,,1600.0,29340.0,29340.0,377.0,10939.0,11.0,1171.0,53000.0,86184.0,90.0,5427.0,240.0,6300.0,1324.0,2587.0,,,142018.0,2.0,7617.0,300.0,546789.0,49133.0,3102.0,530.0,840.0,500.0,313.0,11210.0,493.0,691.0,847.0,15400.0,430.0,1262.0,238.0,189.0,18415.0,600.0,163558.0,,72972.0,,-1.0,311608.0,30.0,13000.0,13000.0,4700.0,39757.0,104.0,2000.0,220.0,26800.0,
2011,,1600.0,30390.0,30390.0,378.0,10790.0,18.0,1136.0,53000.0,75453.0,100.0,5609.0,230.0,5777.0,2554.0,2600.0,,,146325.0,2.0,8545.0,300.0,536312.0,51630.0,3067.0,431.0,840.0,300.0,313.0,13469.0,558.0,626.0,875.0,14200.0,434.0,1255.0,233.0,162.0,21105.0,639.0,187722.0,,68310.0,,135.0,323749.0,30.0,14000.0,14000.0,4700.0,39805.0,105.0,2380.0,220.0,26877.0,
2012,,1650.0,28472.0,28472.0,320.0,10809.0,25.0,803.0,55000.0,68437.0,80.0,5959.0,235.0,6400.0,2935.0,2600.0,,,151109.0,2.0,8621.0,400.0,529500.0,71291.0,2838.0,348.0,820.0,300.0,313.0,13490.0,577.0,604.0,900.0,13500.0,385.0,1194.0,287.0,150.0,23395.0,615.0,194740.0,,70500.0,,-1.0,331854.0,30.0,14500.0,14500.0,4900.0,39084.0,90.0,2400.0,220.0,27191.0,
2013,,1600.0,28586.0,28586.0,355.0,10574.0,13.0,553.0,58838.0,55573.0,100.0,5874.0,236.0,7000.0,2941.0,2600.0,,,155545.0,2.0,8548.0,382.0,534100.0,71563.0,2729.0,211.0,752.0,350.0,309.0,14114.0,605.0,540.0,1000.0,12400.0,388.0,1059.0,262.0,170.0,25457.0,607.0,191120.0,,74500.0,,119.0,343983.0,30.0,14500.0,14500.0,4500.0,49011.0,104.0,2400.0,220.0,28480.0,
2014,,1600.0,28967.0,28967.0,357.0,10652.0,14.0,627.0,56761.0,54780.0,0.0,5873.0,245.0,8000.0,2825.0,2649.0,,,159100.0,2.0,8569.0,347.0,527058.0,71956.0,2527.0,360.0,788.0,350.0,309.0,13703.0,635.0,377.0,1000.0,12560.0,429.0,1134.0,282.0,180.0,27020.0,600.0,194620.0,,83716.0,,-1.0,352077.0,29.0,14443.0,14443.0,4500.0,48222.0,100.0,2665.0,220.0,28871.0,
