,Kenya,"China, Hong Kong SAR",Croatia,Zambia,Philippines,Syrian Arab Republic,Martinique,Australia & New Zealand,Nepal,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Norway,Bahamas,Barbados,Guatemala,French Polynesia,Mauritius,Slovenia,United Arab Emirates,Madagascar,Saint Lucia,Haiti,Luxembourg,Israel,Dominica,Belgium,Switzerland,Italy,Egypt,Bosnia and Herzegovina,Germany,Uzbekistan,Colombia,Latvia,Trinidad and Tobago,Sweden,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Portugal,Poland,"China, mainland",Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Czechoslovakia,Malaysia,Grenada,Malta,Dominican Republic,Cabo Verde,United Kingdom,Canada,Japan,Pakistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bahrain,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Thailand,Djibouti,Kuwait,Czechia,French Guiana,Costa Rica,India,Guadeloupe,Austria,Niger,China,Morocco,Congo,Qatar,Mexico,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Albania,Slovakia,Jamaica,Brunei Darussalam,France,South Africa,Singapore,Polynesia,Réunion,Panama,Finland,Netherlands,Iraq,Turkey,Belgium-Luxembourg
1971,-1.0,19000.0,-1.0,-1,-1.0,15455.0,1400.0,50775.0,-1.0,-1.0,2970.0,-1.0,37902.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5980.0,-1.0,284.0,-1.0,36.0,650.0,-1.0,300.0,-1.0,5200.0,-1.0,-1.0,19800.0,758400.0,69000.0,-1.0,101058.0,-1.0,15000.0,-1.0,150.0,8400.0,22801.0,-1.0,-1.0,18500.0,26609.0,22000.0,-1.0,1200000.0,-1.0,9600.0,21082.0,-1.0,21310.0,-1.0,-1.0,-1.0,3787.0,-1.0,169782.0,33427.0,199200.0,-1.0,37673.0,8199.0,450.0,355900.0,13102.0,-1.0,7011.0,2148520.0,63640.0,4000.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,360000.0,4200.0,15246.0,-1.0,1219000.0,150.0,-1.0,-1.0,10647.0,-1.0,9869.0,-1.0,532.0,-1.0,400.0,-1.0,-1.0,4577.0,-1.0,408900.0,22000.0,-1.0,-1.0,-1.0,3000.0,-1.0,141698.0,44439.0,65000.0,258100.0
1972,-1.0,20000.0,-1.0,-1,-1.0,16803.0,1400.0,51037.0,-1.0,-1.0,2905.0,-1.0,44508.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5960.0,-1.0,283.0,-1.0,56.0,1080.0,-1.0,306.0,-1.0,6200.0,-1.0,-1.0,18800.0,785200.0,58000.0,-1.0,96442.0,-1.0,15000.0,-1.0,300.0,7000.0,23143.0,-1.0,-1.0,18200.0,26622.0,22000.0,-1.0,1140000.0,-1.0,9900.0,18493.0,-1.0,24096.0,-1.0,-1.0,-1.0,3898.0,-1.0,176691.0,24920.0,221700.0,-1.0,36419.0,8308.0,450.0,414300.0,14618.0,-1.0,6623.0,2209890.0,41480.0,5000.0,210.0,-1.0,-1.0,-1.0,-1.0,-1.0,385000.0,4200.0,19612.0,-1.0,1160000.0,150.0,-1.0,-1.0,15000.0,-1.0,9210.0,-1.0,641.0,-1.0,500.0,-1.0,-1.0,3918.0,-1.0,408400.0,23000.0,-1.0,-1.0,-1.0,857.0,-1.0,139100.0,40592.0,65000.0,243080.0
1973,-1.0,22000.0,-1.0,-1,-1.0,18008.0,1500.0,51499.0,-1.0,-1.0,2777.0,-1.0,43166.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5970.0,411.0,379.0,-1.0,281.0,930.0,-1.0,312.0,-1.0,6850.0,-1.0,-1.0,19800.0,787400.0,57000.0,-1.0,96202.0,-1.0,16000.0,-1.0,626.0,6900.0,18810.0,-1.0,-1.0,18000.0,26634.0,23000.0,-1.0,1305000.0,-1.0,12200.0,18661.0,-1.0,22420.0,-1.0,-1.0,-1.0,4007.0,-1.0,199959.0,32480.0,228900.0,-1.0,35751.0,8417.0,450.0,439800.0,15748.0,-1.0,6289.0,2292217.0,34251.0,6000.0,220.0,-1.0,-1.0,-1.0,-1.0,-1.0,390000.0,3600.0,19522.0,-1.0,1327000.0,150.0,-1.0,-1.0,20000.0,-1.0,8243.0,-1.0,545.0,-1.0,600.0,-1.0,-1.0,3524.0,-1.0,438000.0,23000.0,-1.0,411.0,-1.0,1338.0,-1.0,134000.0,41285.0,47600.0,236700.0
1974,-1.0,18000.0,-1.0,-1,-1.0,26511.0,1500.0,48984.0,-1.0,-1.0,2580.0,-1.0,49724.0,-1.0,-1.0,-1.0,16722.0,-1.0,-1.0,-1.0,5980.0,414.0,430.0,-1.0,757.0,1210.0,-1.0,350.0,-1.0,4250.0,-1.0,-1.0,20700.0,807900.0,69000.0,-1.0,85556.0,-1.0,16000.0,-1.0,680.0,7800.0,19313.0,-1.0,-1.0,16930.0,29857.0,24000.0,-1.0,1315000.0,-1.0,10520.0,25086.0,-1.0,22232.0,-1.0,-1.0,-1.0,4100.0,-1.0,195500.0,33930.0,246100.0,-1.0,32555.0,8528.0,450.0,439600.0,16429.0,280.0,7028.0,2332859.0,34525.0,7000.0,230.0,-1.0,-1.0,-1.0,-1.0,-1.0,405000.0,3600.0,21719.0,-1.0,1333000.0,150.0,-1.0,-1.0,25000.0,-1.0,9264.0,-1.0,1075.0,-1.0,700.0,-1.0,-1.0,2342.0,-1.0,423000.0,36000.0,-1.0,414.0,-1.0,1914.0,-1.0,125500.0,43152.0,50000.0,227100.0
1975,-1.0,23770.0,-1.0,-1,-1.0,31640.0,1500.0,55277.0,-1.0,-1.0,4338.0,-1.0,46782.0,-1.0,-1.0,-1.0,15258.0,-1.0,-1.0,-1.0,5980.0,436.0,360.0,-1.0,1000.0,1725.0,-1.0,400.0,-1.0,5700.0,-1.0,-1.0,22800.0,819840.0,68000.0,-1.0,84224.0,-1.0,17000.0,-1.0,626.0,8835.0,21000.0,-1.0,-1.0,18154.0,26902.0,24300.0,-1.0,1310000.0,-1.0,11100.0,23217.0,-1.0,24696.0,-1.0,-1.0,-1.0,4200.0,-1.0,157100.0,33090.0,258400.0,-1.0,39511.0,7826.0,450.0,445900.0,15766.0,350.0,4517.0,2433873.0,37910.0,8000.0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,415000.0,3500.0,28054.0,-1.0,1333770.0,150.0,-1.0,-1.0,30225.0,-1.0,11334.0,-1.0,549.0,-1.0,800.0,-1.0,-1.0,2773.0,-1.0,435000.0,40000.0,-1.0,436.0,-1.0,743.0,-1.0,125500.0,46638.0,57000.0,203900.0
1976,-1.0,19820.0,-1.0,-1,-1.0,31903.0,1500.0,64598.0,-1.0,-1.0,3328.0,-1.0,49579.0,-1.0,-1.0,-1.0,19503.0,-1.0,-1.0,-1.0,5990.0,523.0,400.0,-1.0,1500.0,1180.0,-1.0,450.0,-1.0,5435.0,-1.0,-1.0,22900.0,825600.0,86223.0,-1.0,82589.0,-1.0,17500.0,-1.0,640.0,9210.0,22000.0,-1.0,-1.0,19410.0,22488.0,24600.0,-1.0,1310000.0,-1.0,11700.0,24870.0,-1.0,21036.0,-1.0,-1.0,-1.0,4300.0,-1.0,139500.0,32780.0,281800.0,-1.0,47436.0,8303.0,500.0,432200.0,17162.0,427.0,4476.0,2537000.0,41816.0,9000.0,250.0,-1.0,-1.0,-1.0,-1.0,-1.0,460000.0,1800.0,15149.0,-1.0,1329820.0,150.0,-1.0,-1.0,32963.0,-1.0,15580.0,-1.0,999.0,-1.0,1000.0,-1.0,-1.0,3824.0,-1.0,391000.0,42000.0,-1.0,523.0,-1.0,839.0,-1.0,120700.0,51244.0,58000.0,176800.0
1977,-1.0,22265.0,-1.0,-1,-1.0,39011.0,4900.0,59611.0,-1.0,-1.0,4340.0,-1.0,50071.0,-1.0,-1.0,-1.0,26850.0,-1.0,-1.0,-1.0,5990.0,450.0,300.0,-1.0,2075.0,1715.0,-1.0,500.0,-1.0,6350.0,-1.0,-1.0,20200.0,782360.0,93612.0,-1.0,88082.0,-1.0,20650.0,-1.0,620.0,11110.0,22000.0,-1.0,-1.0,20754.0,23483.0,24300.0,-1.0,1310000.0,-1.0,12000.0,13804.0,-1.0,21971.0,-1.0,-1.0,-1.0,4500.0,-1.0,182000.0,35640.0,322800.0,-1.0,43085.0,8535.0,500.0,467300.0,16526.0,434.0,5820.0,2717322.0,37365.0,10000.0,260.0,-1.0,-1.0,-1.0,-1.0,-1.0,484000.0,2700.0,19811.0,-1.0,1332265.0,150.0,-1.0,350.0,33528.0,-1.0,7185.0,-1.0,1314.0,-1.0,2500.0,-1.0,-1.0,1057.0,-1.0,425000.0,42583.0,-1.0,450.0,-1.0,862.0,-1.0,120000.0,73772.0,60000.0,186200.0
1978,-1.0,19740.0,-1.0,-1,-1.0,47909.0,4900.0,67711.0,-1.0,-1.0,4635.0,-1.0,48933.0,-1.0,-1.0,-1.0,28068.0,-1.0,-1.0,-1.0,6000.0,450.0,221.0,-1.0,530.0,1890.0,-1.0,600.0,-1.0,10750.0,-1.0,-1.0,20500.0,805140.0,105224.0,-1.0,92181.0,-1.0,23100.0,-1.0,586.0,7340.0,21000.0,-1.0,-1.0,25000.0,24096.0,24000.0,-1.0,1330000.0,-1.0,30870.0,14936.0,-1.0,21124.0,-1.0,-1.0,-1.0,4600.0,-1.0,170800.0,41780.0,337500.0,-1.0,49575.0,9506.0,500.0,505900.0,18136.0,490.0,6824.0,2734014.0,43304.0,7000.0,270.0,-1.0,-1.0,-1.0,-1.0,-1.0,495000.0,3510.0,27514.0,-1.0,1349740.0,150.0,-1.0,400.0,28762.0,-1.0,4436.0,-1.0,2086.0,-1.0,3000.0,-1.0,-1.0,1156.0,-1.0,418000.0,48971.0,-1.0,450.0,-1.0,1179.0,-1.0,125000.0,56600.0,60000.0,178200.0
1979,-1.0,22050.0,-1.0,-1,-1.0,41859.0,4900.0,68017.0,-1.0,-1.0,4837.0,-1.0,51239.0,-1.0,-1.0,-1.0,51772.0,-1.0,-1.0,-1.0,6000.0,547.0,205.0,-1.0,923.0,730.0,-1.0,600.0,-1.0,11500.0,333.0,-1.0,22000.0,824200.0,127867.0,-1.0,93913.0,-1.0,24500.0,-1.0,620.0,7420.0,20000.0,-1.0,-1.0,45500.0,17074.0,25000.0,-1.0,1360000.0,-1.0,24165.0,14906.0,72.0,18741.0,-1.0,-1.0,-1.0,4600.0,-1.0,161400.0,43880.0,347600.0,-1.0,51221.0,9136.0,500.0,531000.0,16796.0,500.0,4887.0,2780960.0,44625.0,11000.0,280.0,-1.0,-1.0,-1.0,-1.0,-1.0,540000.0,3060.0,28267.0,-1.0,1382050.0,150.0,-1.0,381.0,49412.0,-1.0,4187.0,-1.0,2874.0,-1.0,3500.0,-1.0,-1.0,1362.0,-1.0,423000.0,53933.0,-1.0,547.0,-1.0,1430.0,-1.0,129000.0,27000.0,62000.0,164000.0
1980,-1.0,20990.0,-1.0,-1,-1.0,48685.0,3850.0,72379.0,-1.0,-1.0,5123.0,-1.0,53561.0,-1.0,-1.0,-1.0,53620.0,-1.0,-1.0,-1.0,6000.0,460.0,263.0,-1.0,470.0,935.0,-1.0,620.0,-1.0,11750.0,366.0,-1.0,24000.0,818000.0,108000.0,-1.0,90767.0,-1.0,25165.0,-1.0,600.0,5600.0,21000.0,-1.0,-1.0,44200.0,19630.0,25000.0,-1.0,1315000.0,-1.0,23440.0,21951.0,77.0,21246.0,-1.0,-1.0,-1.0,4900.0,-1.0,170800.0,45520.0,380900.0,-1.0,54482.0,9421.0,500.0,537600.0,17897.0,500.0,2063.0,2871089.0,44063.0,12000.0,290.0,-1.0,-1.0,-1.0,-1.0,-1.0,550000.0,3060.0,32112.0,-1.0,1335990.0,150.0,-1.0,865.0,51718.0,-1.0,5740.0,-1.0,3816.0,-1.0,4000.0,-1.0,-1.0,1119.0,-1.0,416000.0,50000.0,-1.0,460.0,-1.0,882.0,-1.0,136000.0,37300.0,70000.0,164000.0
1981,-1.0,23270.0,-1.0,-1,-1.0,60059.0,3600.0,70192.0,-1.0,-1.0,5414.0,-1.0,51257.0,-1.0,-1.0,-1.0,44725.0,-1.0,-1.0,-1.0,6000.0,631.0,300.0,-1.0,623.0,214.0,-1.0,620.0,-1.0,12850.0,384.0,-1.0,39900.0,827620.0,130550.0,-1.0,92514.0,-1.0,25000.0,-1.0,500.0,5904.0,22000.0,-1.0,-1.0,46800.0,15797.0,25300.0,-1.0,1510000.0,-1.0,9395.0,28222.0,65.0,20188.0,-1.0,-1.0,-1.0,5000.0,-1.0,173100.0,40209.0,411800.0,-1.0,51092.0,10045.0,500.0,544200.0,19100.0,473.0,2464.0,2841700.0,43675.0,12000.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,570000.0,1350.0,36500.0,-1.0,1533270.0,180.0,-1.0,1096.0,57229.0,-1.0,7911.0,-1.0,10854.0,-1.0,5000.0,-1.0,-1.0,1281.0,-1.0,459000.0,50000.0,-1.0,631.0,257.0,962.0,-1.0,121000.0,29100.0,73000.0,167000.0
1982,-1.0,19810.0,-1.0,-1,-1.0,53107.0,3000.0,79011.0,-1.0,-1.0,6007.0,-1.0,51947.0,-1.0,-1.0,-1.0,40772.0,1331.0,-1.0,-1.0,6200.0,712.0,190.0,-1.0,1397.0,230.0,-1.0,650.0,-1.0,15840.0,399.0,-1.0,31700.0,815670.0,107023.0,-1.0,90162.0,-1.0,23000.0,-1.0,400.0,5553.0,21900.0,-1.0,-1.0,46800.0,15463.0,27000.0,2000.0,1600000.0,-1.0,13040.0,29410.0,68.0,21325.0,-1.0,25.0,-1.0,5100.0,-1.0,206300.0,39490.0,435500.0,63.0,58029.0,11151.0,500.0,526100.0,20982.0,454.0,5972.0,2855300.0,45458.0,12000.0,320.0,-1.0,-1.0,-1.0,-1.0,-1.0,600000.0,1620.0,30049.0,-1.0,1619810.0,180.0,-1.0,379.0,73707.0,-1.0,7662.0,-1.0,9394.0,-1.0,6000.0,-1.0,-1.0,1484.0,-1.0,476200.0,66249.0,-1.0,712.0,300.0,1049.0,-1.0,125500.0,70000.0,75000.0,178500.0
1983,-1.0,18000.0,-1.0,-1,-1.0,46265.0,4490.0,84232.0,-1.0,-1.0,6968.0,-1.0,53944.0,-1.0,-1.0,-1.0,44600.0,1371.0,-1.0,-1.0,7000.0,592.0,265.0,-1.0,2428.0,245.0,-1.0,700.0,-1.0,20640.0,405.0,-1.0,32200.0,806950.0,107000.0,-1.0,92515.0,-1.0,21700.0,-1.0,300.0,4563.0,22000.0,-1.0,-1.0,48000.0,12686.0,30000.0,2000.0,1700000.0,-1.0,11945.0,28196.0,73.0,20305.0,-1.0,24.0,-1.0,5200.0,-1.0,203300.0,44030.0,434200.0,63.0,63232.0,12254.0,500.0,528500.0,21000.0,524.0,5005.0,2619700.0,46240.0,13000.0,340.0,-1.0,-1.0,-1.0,-1.0,-1.0,612000.0,1920.0,18108.0,-1.0,1718000.0,150.0,-1.0,689.0,70251.0,-1.0,10475.0,-1.0,8000.0,-1.0,5961.0,-1.0,-1.0,2090.0,-1.0,451000.0,36894.0,-1.0,592.0,600.0,1144.0,-1.0,120300.0,44100.0,72000.0,173600.0
