,Kenya,Peru,"China, Taiwan Province of",Niue,Saudi Arabia,Malaysia,Cuba,Malta,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Republic of Korea,Greece,Afghanistan,Zimbabwe,Malawi,Uzbekistan,Cyprus,Thailand,Japan,New Zealand,Yemen,Guyana,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Guatemala,French Polynesia,Algeria,United Arab Emirates,Nigeria,Kyrgyzstan,French Guiana,Suriname,Mauritius,Guinea,India,Morocco,Bhutan,Qatar,Gabon,Grenada,Ecuador,Honduras,Egypt,Israel,Mexico,China,Tunisia,Côte d'Ivoire,Colombia,Nicaragua,Albania,Spain,Trinidad and Tobago,Occupied Palestinian Territory,Azerbaijan,Polynesia,Kazakhstan,South Africa,Sierra Leone,Samoa,Australia,Jordan,"China, mainland",Angola,Swaziland,Italy,Turkey
1971,50000.0,87088.0,78136.0,-1.0,57778.0,30000.0,-1.0,-1.0,-1.0,54041.0,-1.0,11325.0,-1.0,-1.0,-1.0,12475.0,70297.0,-1.0,50000.0,-1.0,90476.0,-1.0,158160.0,50852.0,-1.0,-1.0,71364.0,-1.0,71667.0,59140.0,166667.0,-1.0,-1.0,33333.0,-1.0,-1.0,-1.0,-1.0,44577.0,100000.0,-1.0,-1.0,-1.0,41667.0,-1.0,92464.0,-1.0,-1.0,-1.0,-1.0,33811.0,-1.0,119662.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61538.0,-1.0,-1.0,-1.0,50000.0,-1.0,16061.0,27273.0,58571.0,-1.0,93096.0,64935.0
1972,50000.0,85883.0,71368.0,-1.0,58136.0,30000.0,-1.0,-1.0,-1.0,62440.0,-1.0,19213.0,-1.0,-1.0,-1.0,16675.0,83654.0,-1.0,50000.0,-1.0,80952.0,-1.0,183875.0,62600.0,-1.0,-1.0,83450.0,-1.0,71875.0,60000.0,161111.0,-1.0,-1.0,33333.0,-1.0,-1.0,-1.0,-1.0,44118.0,100000.0,-1.0,-1.0,-1.0,41667.0,-1.0,46618.0,-1.0,-1.0,-1.0,-1.0,31414.0,-1.0,83959.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61243.0,-1.0,-1.0,-1.0,50000.0,-1.0,20000.0,27273.0,57241.0,-1.0,91689.0,60904.0
1973,50000.0,85983.0,85288.0,-1.0,102613.0,30000.0,-1.0,-1.0,-1.0,79377.0,-1.0,21429.0,-1.0,-1.0,-1.0,18625.0,85849.0,-1.0,50000.0,-1.0,86957.0,-1.0,192972.0,56484.0,-1.0,-1.0,69744.0,-1.0,69444.0,59813.0,155556.0,-1.0,-1.0,33333.0,-1.0,-1.0,-1.0,-1.0,43655.0,85714.0,-1.0,-1.0,-1.0,41667.0,-1.0,54067.0,-1.0,-1.0,41000.0,-1.0,33201.0,-1.0,91455.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60651.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,27273.0,57931.0,-1.0,111124.0,57021.0
1974,50000.0,87967.0,56186.0,-1.0,80871.0,30000.0,-1.0,-1.0,-1.0,81941.0,-1.0,24167.0,-1.0,-1.0,-1.0,19250.0,84259.0,-1.0,50000.0,-1.0,91304.0,-1.0,212281.0,71438.0,-1.0,-1.0,74041.0,-1.0,70270.0,60000.0,145000.0,-1.0,-1.0,33333.0,-1.0,-1.0,-1.0,-1.0,43215.0,100000.0,-1.0,-1.0,-1.0,42857.0,-1.0,39009.0,-1.0,-1.0,41000.0,-1.0,30210.0,-1.0,105550.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60294.0,-1.0,-1.0,-1.0,50000.0,-1.0,104167.0,27419.0,58621.0,-1.0,119197.0,64516.0
1975,50000.0,86363.0,50188.0,-1.0,54851.0,30000.0,-1.0,-1.0,-1.0,55403.0,-1.0,27000.0,-1.0,-1.0,-1.0,13125.0,85185.0,-1.0,50000.0,-1.0,83333.0,-1.0,223348.0,61463.0,-1.0,-1.0,63750.0,-1.0,70513.0,59836.0,150000.0,-1.0,-1.0,33333.0,-1.0,25000.0,-1.0,-1.0,42784.0,100000.0,-1.0,-1.0,-1.0,42857.0,-1.0,41360.0,-1.0,-1.0,41000.0,-1.0,29708.0,-1.0,116550.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60294.0,-1.0,-1.0,-1.0,50000.0,-1.0,23333.0,27419.0,55556.0,-1.0,129268.0,72000.0
1976,50000.0,89193.0,53277.0,-1.0,59701.0,30000.0,-1.0,-1.0,-1.0,67718.0,-1.0,27778.0,-1.0,-1.0,-1.0,29550.0,79630.0,25000.0,50000.0,-1.0,84000.0,-1.0,193353.0,62396.0,-1.0,-1.0,64303.0,-1.0,72500.0,58333.0,141667.0,-1.0,-1.0,33333.0,-1.0,10000.0,-1.0,-1.0,42373.0,93333.0,-1.0,-1.0,-1.0,42857.0,-1.0,63627.0,-1.0,-1.0,54167.0,-1.0,29581.0,-1.0,117698.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60465.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,26415.0,57143.0,-1.0,103623.0,92000.0
1977,50000.0,85447.0,52736.0,-1.0,60735.0,30000.0,-1.0,-1.0,-1.0,80191.0,-1.0,30096.0,-1.0,-1.0,-1.0,17250.0,47222.0,25000.0,50000.0,-1.0,82692.0,20000.0,202214.0,62282.0,-1.0,-1.0,63624.0,-1.0,73810.0,60000.0,159167.0,-1.0,-1.0,33333.0,-1.0,10000.0,-1.0,-1.0,43541.0,83333.0,-1.0,-1.0,44444.0,43750.0,-1.0,47144.0,-1.0,-1.0,60667.0,-1.0,32510.0,-1.0,93677.0,-1.0,-1.0,-1.0,105670.0,-1.0,-1.0,-1.0,61686.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,30303.0,58621.0,-1.0,127956.0,96667.0
1978,50000.0,87205.0,131960.0,-1.0,74766.0,30000.0,-1.0,-1.0,-1.0,86478.0,-1.0,31429.0,-1.0,-1.0,-1.0,15425.0,70093.0,28000.0,50000.0,-1.0,82090.0,20000.0,198113.0,95869.0,-1.0,-1.0,96892.0,-1.0,74419.0,60000.0,183333.0,-1.0,83889.0,33333.0,-1.0,10000.0,-1.0,-1.0,42737.0,73333.0,-1.0,-1.0,48649.0,43750.0,-1.0,54783.0,-1.0,61400.0,67200.0,-1.0,38732.0,-1.0,77558.0,-1.0,-1.0,-1.0,123252.0,-1.0,-1.0,-1.0,59337.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,28788.0,57143.0,-1.0,135508.0,90023.0
1979,50000.0,90718.0,135997.0,-1.0,74150.0,30000.0,-1.0,-1.0,-1.0,86506.0,-1.0,34266.0,-1.0,-1.0,-1.0,11475.0,68269.0,26000.0,50000.0,-1.0,89552.0,20000.0,205671.0,109172.0,9524.0,-1.0,110158.0,-1.0,69767.0,60000.0,166667.0,-1.0,28571.0,32727.0,-1.0,10000.0,28642.0,-1.0,42219.0,93333.0,-1.0,-1.0,43678.0,43750.0,-1.0,52952.0,-1.0,91895.0,55000.0,-1.0,37095.0,-1.0,78571.0,-1.0,-1.0,-1.0,121628.0,-1.0,-1.0,-1.0,58554.0,-1.0,-1.0,-1.0,50000.0,-1.0,144000.0,30108.0,57143.0,-1.0,138883.0,90023.0
1980,50000.0,91414.0,82346.0,-1.0,78933.0,35714.0,-1.0,-1.0,-1.0,85557.0,-1.0,35714.0,-1.0,-1.0,-1.0,22050.0,70192.0,27429.0,48333.0,-1.0,85973.0,20000.0,176536.0,144153.0,9091.0,-1.0,146015.0,-1.0,72093.0,200000.0,140000.0,-1.0,31418.0,32727.0,-1.0,10000.0,34353.0,-1.0,42433.0,100000.0,-1.0,-1.0,46875.0,44444.0,-1.0,35391.0,-1.0,92921.0,55500.0,-1.0,35297.0,-1.0,125043.0,-1.0,-1.0,-1.0,128085.0,-1.0,-1.0,-1.0,57091.0,-1.0,180000.0,-1.0,50000.0,-1.0,191111.0,31304.0,57143.0,-1.0,129378.0,117994.0
1981,50000.0,85973.0,85122.0,-1.0,63237.0,30000.0,-1.0,-1.0,-1.0,87886.0,-1.0,38571.0,-1.0,-1.0,-1.0,14025.0,71569.0,44444.0,50000.0,-1.0,83700.0,20000.0,151036.0,107474.0,10000.0,-1.0,107905.0,-1.0,76744.0,110000.0,180000.0,-1.0,49450.0,32727.0,-1.0,10000.0,34629.0,-1.0,42014.0,100000.0,-1.0,-1.0,45045.0,44444.0,-1.0,45682.0,-1.0,119785.0,38000.0,-1.0,34452.0,-1.0,133516.0,-1.0,-1.0,-1.0,131765.0,-1.0,-1.0,-1.0,57320.0,-1.0,180000.0,-1.0,50000.0,-1.0,178947.0,30769.0,56115.0,-1.0,122289.0,117994.0
1982,50000.0,82230.0,88959.0,-1.0,65238.0,30909.0,-1.0,-1.0,-1.0,82516.0,-1.0,40000.0,-1.0,-1.0,-1.0,13825.0,71429.0,37500.0,53333.0,-1.0,81851.0,20000.0,180050.0,94034.0,10500.0,-1.0,97950.0,-1.0,81395.0,90000.0,172000.0,-1.0,85217.0,32727.0,-1.0,10000.0,26149.0,-1.0,42986.0,100000.0,-1.0,-1.0,45455.0,44444.0,-1.0,51381.0,-1.0,140000.0,50000.0,-1.0,34571.0,90909.0,119882.0,-1.0,-1.0,-1.0,126800.0,-1.0,-1.0,-1.0,58710.0,-1.0,180000.0,-1.0,50000.0,-1.0,170000.0,31333.0,56115.0,-1.0,107640.0,132304.0
1983,50000.0,74552.0,99292.0,-1.0,59330.0,30000.0,-1.0,-1.0,-1.0,82121.0,-1.0,41429.0,-1.0,-1.0,-1.0,20000.0,72340.0,37500.0,54839.0,-1.0,68862.0,20000.0,183955.0,94118.0,11000.0,-1.0,95882.0,-1.0,85366.0,80000.0,168000.0,-1.0,57330.0,35088.0,-1.0,10000.0,27273.0,-1.0,43119.0,93750.0,-1.0,-1.0,46584.0,44737.0,-1.0,53228.0,-1.0,127778.0,51667.0,50204.0,33602.0,93750.0,111191.0,-1.0,-1.0,-1.0,109778.0,-1.0,-1.0,-1.0,59241.0,-1.0,180000.0,-1.0,50000.0,-1.0,170000.0,30952.0,56835.0,-1.0,129127.0,152672.0
1984,50000.0,74779.0,108174.0,-1.0,56610.0,30000.0,-1.0,-1.0,-1.0,71429.0,-1.0,40972.0,-1.0,-1.0,-1.0,18300.0,73333.0,40000.0,56250.0,-1.0,71856.0,20000.0,158902.0,88889.0,12500.0,-1.0,91111.0,-1.0,85417.0,90000.0,166000.0,-1.0,116058.0,35088.0,-1.0,10000.0,40000.0,41667.0,40783.0,100000.0,-1.0,-1.0,47746.0,44000.0,-1.0,40829.0,-1.0,120000.0,70000.0,-1.0,35275.0,90909.0,152211.0,-1.0,-1.0,-1.0,78971.0,-1.0,-1.0,-1.0,59310.0,-1.0,180000.0,-1.0,50000.0,-1.0,170000.0,31250.0,56115.0,-1.0,81587.0,167939.0
1985,58824.0,77498.0,116583.0,-1.0,54471.0,57692.0,71767.0,128571.0,-1.0,68406.0,74603.0,41667.0,-1.0,-1.0,33333.0,123922.0,71591.0,37778.0,57576.0,-1.0,82988.0,20000.0,177315.0,91111.0,12500.0,-1.0,89688.0,-1.0,89815.0,90000.0,167143.0,-1.0,96236.0,35088.0,-1.0,10000.0,36403.0,41667.0,40919.0,100000.0,122222.0,-1.0,43855.0,45000.0,78261.0,55152.0,35000.0,120000.0,70000.0,100000.0,27474.0,92593.0,85274.0,-1.0,-1.0,-1.0,96970.0,73333.0,-1.0,-1.0,61752.0,-1.0,191176.0,52308.0,50000.0,68333.0,170000.0,24324.0,54676.0,-1.0,127357.0,132813.0
1986,58333.0,78825.0,116909.0,-1.0,53537.0,57692.0,71900.0,135714.0,-1.0,112105.0,93191.0,43056.0,-1.0,-1.0,25641.0,138431.0,74419.0,37778.0,60606.0,-1.0,83700.0,20000.0,172212.0,88183.0,15000.0,-1.0,90080.0,-1.0,87692.0,140000.0,172000.0,-1.0,115132.0,35088.0,-1.0,10000.0,32298.0,46667.0,40800.0,114286.0,106667.0,-1.0,46076.0,45000.0,78261.0,54144.0,32500.0,120833.0,64800.0,111335.0,40501.0,90909.0,101579.0,-1.0,-1.0,-1.0,64857.0,75556.0,-1.0,-1.0,64429.0,-1.0,191176.0,53846.0,50000.0,108000.0,19726.0,37353.0,55396.0,-1.0,138273.0,136364.0
1987,59259.0,73671.0,105544.0,-1.0,76008.0,57692.0,93817.0,121429.0,-1.0,115685.0,84681.0,44444.0,-1.0,-1.0,20000.0,126353.0,74324.0,44444.0,63636.0,-1.0,83700.0,20000.0,197527.0,88028.0,18000.0,-1.0,81927.0,-1.0,89474.0,200000.0,156000.0,-1.0,115716.0,35088.0,-1.0,10000.0,50431.0,46667.0,40789.0,113333.0,97778.0,-1.0,47059.0,46000.0,79130.0,59540.0,34211.0,116800.0,131000.0,148586.0,41260.0,92105.0,95191.0,-1.0,-1.0,-1.0,140000.0,77778.0,-1.0,-1.0,64462.0,-1.0,191176.0,53846.0,50000.0,24167.0,54637.0,38333.0,56835.0,-1.0,146702.0,132450.0
1988,60000.0,72080.0,130490.0,-1.0,68205.0,57692.0,80083.0,107143.0,-1.0,121757.0,79545.0,45833.0,-1.0,-1.0,14925.0,140769.0,71429.0,50000.0,66667.0,-1.0,80000.0,24286.0,183443.0,89127.0,20909.0,-1.0,82126.0,-1.0,84884.0,200000.0,165333.0,-1.0,97020.0,35088.0,-1.0,10000.0,47564.0,45455.0,40000.0,105263.0,88889.0,-1.0,44972.0,46500.0,79130.0,73810.0,34091.0,113077.0,61000.0,173992.0,43307.0,93023.0,100653.0,-1.0,-1.0,-1.0,159655.0,80000.0,-1.0,-1.0,70560.0,-1.0,191176.0,56538.0,50000.0,16667.0,93000.0,38235.0,57554.0,-1.0,66062.0,118203.0
1989,62500.0,72916.0,128745.0,-1.0,65763.0,57692.0,82633.0,128571.0,-1.0,160460.0,85714.0,47222.0,-1.0,-1.0,9091.0,135509.0,72727.0,37500.0,69697.0,-1.0,83333.0,25385.0,184529.0,88512.0,24615.0,-1.0,85584.0,-1.0,91954.0,130000.0,150000.0,-1.0,86358.0,35017.0,-1.0,10000.0,46229.0,45455.0,50263.0,125000.0,66667.0,-1.0,45708.0,46500.0,80000.0,96248.0,34211.0,148148.0,60667.0,93579.0,38568.0,93750.0,128034.0,-1.0,-1.0,-1.0,67705.0,80000.0,-1.0,-1.0,69250.0,-1.0,191176.0,59385.0,49524.0,59667.0,51314.0,35538.0,56115.0,-1.0,145407.0,126183.0
1990,63889.0,72647.0,145258.0,-1.0,61839.0,58161.0,66667.0,125000.0,104822.0,160538.0,74074.0,46980.0,66667.0,-1.0,8530.0,147055.0,71838.0,34217.0,70381.0,-1.0,85000.0,32000.0,181872.0,89869.0,24615.0,-1.0,93084.0,-1.0,85073.0,136364.0,135294.0,-1.0,117856.0,35914.0,-1.0,10000.0,42451.0,42857.0,50000.0,126866.0,92308.0,-1.0,45000.0,42696.0,80000.0,98742.0,35714.0,169118.0,52250.0,111968.0,51558.0,94683.0,73777.0,-1.0,28000.0,-1.0,125000.0,91811.0,-1.0,-1.0,69339.0,-1.0,170989.0,49022.0,51635.0,121594.0,72572.0,48039.0,53627.0,-1.0,91892.0,108992.0
1991,63158.0,71306.0,133435.0,-1.0,67269.0,51380.0,66552.0,84607.0,98673.0,199975.0,75935.0,59142.0,79055.0,-1.0,64706.0,134615.0,56364.0,32114.0,26034.0,-1.0,80000.0,32500.0,161854.0,92308.0,26538.0,-1.0,94590.0,-1.0,82323.0,32633.0,187500.0,8231.0,122660.0,39683.0,-1.0,10000.0,36795.0,45455.0,50000.0,121758.0,92532.0,-1.0,44950.0,46224.0,79487.0,47297.0,33333.0,171429.0,21887.0,119135.0,67115.0,93684.0,101449.0,-1.0,30190.0,-1.0,75563.0,60429.0,-1.0,-1.0,73413.0,-1.0,184211.0,56789.0,50000.0,120206.0,73087.0,64200.0,55422.0,-1.0,145188.0,125000.0
1992,78572.0,70990.0,131516.0,-1.0,63643.0,51634.0,75000.0,84703.0,102501.0,104557.0,72000.0,57996.0,66667.0,-1.0,64706.0,120000.0,57234.0,27273.0,27339.0,100000.0,95000.0,31250.0,195349.0,92682.0,27692.0,-1.0,94779.0,-1.0,80792.0,34006.0,196000.0,8396.0,122439.0,42308.0,50000.0,16129.0,44590.0,42857.0,51111.0,100000.0,92554.0,-1.0,44857.0,46103.0,79487.0,45454.0,33333.0,172414.0,56678.0,60676.0,50345.0,94884.0,106519.0,-1.0,30000.0,-1.0,78483.0,60712.0,-1.0,40000.0,77269.0,-1.0,213165.0,56800.0,50000.0,118572.0,41293.0,46607.0,57653.0,-1.0,165935.0,114286.0
1993,101011.0,73162.0,134253.0,-1.0,57146.0,51888.0,58182.0,84799.0,94787.0,193996.0,78875.0,56850.0,74286.0,60000.0,64706.0,123304.0,58713.0,34030.0,28644.0,99635.0,88132.0,32800.0,157946.0,92857.0,27692.0,-1.0,96296.0,-1.0,73456.0,35522.0,202817.0,8561.0,140425.0,43706.0,50000.0,19355.0,62162.0,44444.0,50000.0,126761.0,92571.0,-1.0,44828.0,45981.0,79661.0,51277.0,33898.0,175676.0,33333.0,67182.0,64534.0,95000.0,111819.0,-1.0,33333.0,-1.0,135148.0,61027.0,-1.0,35000.0,79258.0,-1.0,227973.0,56811.0,50000.0,118182.0,92509.0,61091.0,59884.0,-1.0,157054.0,120588.0
1994,108667.0,110345.0,109660.0,-1.0,58255.0,52142.0,54545.0,85585.0,94559.0,221340.0,80560.0,55704.0,100917.0,61538.0,64706.0,140950.0,60543.0,35375.0,29949.0,99119.0,86667.0,35000.0,185028.0,94666.0,27692.0,-1.0,102805.0,-1.0,103639.0,33365.0,196800.0,8726.0,146458.0,41422.0,20000.0,21444.0,76517.0,43750.0,51136.0,126667.0,92629.0,-1.0,44870.0,45860.0,80085.0,51450.0,33430.0,166667.0,48176.0,87054.0,75589.0,95714.0,113200.0,-1.0,30943.0,-1.0,172572.0,63274.0,225692.0,32500.0,80532.0,-1.0,238302.0,56821.0,49960.0,120000.0,96391.0,73021.0,62115.0,-1.0,81018.0,130000.0
1995,109721.0,103898.0,134813.0,-1.0,62417.0,52395.0,48077.0,86139.0,95130.0,215796.0,81741.0,54558.0,120000.0,61480.0,64706.0,135200.0,62374.0,36695.0,31254.0,99133.0,87976.0,34444.0,162943.0,97347.0,30147.0,-1.0,103634.0,-1.0,131719.0,30000.0,258000.0,8891.0,147181.0,42239.0,100000.0,25327.0,67536.0,45000.0,51220.0,130501.0,92857.0,-1.0,44758.0,45521.0,79832.0,53804.0,33173.0,173438.0,40000.0,81711.0,81137.0,95116.0,110334.0,-1.0,30000.0,-1.0,155410.0,66423.0,75319.0,35000.0,84112.0,-1.0,246321.0,56832.0,50000.0,119838.0,96738.0,77818.0,64345.0,-1.0,97241.0,122896.0
1996,97648.0,104281.0,167093.0,-1.0,59817.0,52649.0,51923.0,111111.0,94814.0,243058.0,84231.0,53412.0,72059.0,62023.0,64706.0,131500.0,64204.0,37986.0,32559.0,99143.0,90000.0,40000.0,192577.0,99543.0,32220.0,-1.0,105466.0,-1.0,116085.0,38196.0,232421.0,9056.0,147683.0,43379.0,120000.0,24138.0,67184.0,41304.0,51250.0,134499.0,92105.0,-1.0,45099.0,45277.0,80000.0,53060.0,32443.0,169697.0,55556.0,100294.0,79292.0,95106.0,111538.0,-1.0,32500.0,-1.0,107929.0,70217.0,253985.0,32000.0,80141.0,-1.0,253448.0,56827.0,49911.0,119403.0,-1.0,74138.0,66576.0,-1.0,100714.0,123453.0
