,"China, Taiwan Province of",Romania,Syrian Arab Republic,Israel,Australia & New Zealand,Australia,Iraq,Pakistan,Slovakia,United Republic of Tanzania,Paraguay,Thailand,Uruguay,Kenya,Czechia,Switzerland,Republic of Moldova,Italy,Serbia,Zambia,USSR,Botswana,Uganda,Tajikistan,South Africa,Slovenia,Albania,Uzbekistan,China,Mozambique,Armenia,Sudan (former),Morocco,Jordan,Chile,Argentina,Colombia,Spain,Kyrgyzstan,Germany,Malawi,India,Austria,Ecuador,Poland,Canada,Turkey,Belarus,Afghanistan,Angola,South Sudan,Egypt,Namibia,Georgia,Mexico,Azerbaijan,France,Zimbabwe,Tunisia,Sudan,Serbia and Montenegro,Bosnia and Herzegovina,Hungary,Lebanon,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Greece,Ukraine,"China, mainland",Czechoslovakia,The former Yugoslav Republic of Macedonia,Algeria,Venezuela (Bolivarian Republic of),Croatia,Bulgaria,Myanmar,Brazil
1971,,790600.0,2592.0,2850.0,58949.0,58949.0,2000.0,482.0,,9000.0,,-1.0,48760.0,2542.0,,-1.0,,14490.0,,700.0,5663000.0,250.0,1500.0,,138000.0,,18054.0,,70000.0,6000.0,,,11900.0,,20317.0,916000.0,,223100.0,,,3379.0,76000.0,1246.0,,-1.0,76689.0,465000.0,,11200.0,12000.0,,152.0,,,26833.0,,77580.0,2700.0,,,,,151876.0,2589.0,,1608.0,,347196.0,-1.0,42000.0,,195847.0,2614.0,,70000.0,5161.0,,1678.0,,,461710.0,477.0,15000.0
1972,,850400.0,2236.0,4050.0,147531.0,147531.0,1000.0,873.0,,12000.0,,-1.0,59789.0,4000.0,,-1.0,,18630.0,,1000.0,5048000.0,300.0,1550.0,,157000.0,,14000.0,,65000.0,8000.0,,,25450.0,,19893.0,977000.0,,242900.0,,,4000.0,76000.0,1244.0,,-1.0,77111.0,560000.0,,13600.0,18000.0,,1000.0,,,15049.0,,71170.0,3800.0,,,,,133619.0,2416.0,,1570.0,,277467.0,-1.0,39010.0,,333600.0,3280.0,,65000.0,5818.0,,1315.0,,,494079.0,574.0,20000.0
1973,,755800.0,1777.0,5900.0,102069.0,102069.0,2406.0,486.0,,15000.0,,-1.0,71065.0,5000.0,,-1.0,,24980.0,,5021.0,7385000.0,300.0,1600.0,,253000.0,,19000.0,,70000.0,10000.0,,,18360.0,,13453.0,940000.0,,293200.0,,,4000.0,169000.0,180.0,,-1.0,41232.0,560000.0,,15200.0,15000.0,,1000.0,,,5100.0,,84490.0,2500.0,,,,,153449.0,665.0,,1645.0,,433943.0,-1.0,46500.0,,353158.0,2028.0,,70000.0,7340.0,,1789.0,,,447756.0,527.0,16000.0
1974,,680600.0,3840.0,6900.0,84324.0,84324.0,3500.0,246.0,,20000.0,-1.0,-1.0,48376.0,6000.0,,-1.0,,32140.0,,8934.0,6784000.0,300.0,1650.0,,263000.0,,25000.0,,70000.0,10000.0,,,14170.0,,10433.0,970000.0,,285600.0,,,6000.0,228000.0,198.0,,-1.0,8255.0,420000.0,,16000.0,10000.0,,12000.0,,,3737.0,,69970.0,5000.0,1500.0,,,,121450.0,959.0,,2888.0,,298563.0,-1.0,43000.0,,290000.0,2058.0,,70000.0,3547.0,,1464.0,,,368052.0,854.0,10000.0
1975,,728144.0,3459.0,6400.0,113375.0,113375.0,4212.0,259.0,,30000.0,50.0,-1.0,51448.0,7940.0,,-1.0,,43570.0,,9713.0,4993000.0,400.0,1700.0,,221000.0,,32100.0,,80000.0,8000.0,,,15550.0,,17840.0,732000.0,,415800.0,,,4000.0,217000.0,415.0,,-1.0,29937.0,488000.0,,16000.0,10000.0,,12000.0,,,2296.0,,113260.0,11800.0,1000.0,,,,155359.0,600.0,,7524.0,,272515.0,-1.0,29500.0,,544000.0,2680.0,,80000.0,5286.0,,1065.0,,,426262.0,1101.0,6000.0
1976,,799300.0,6252.0,8450.0,80442.0,80442.0,7460.0,228.0,,30000.0,3000.0,-1.0,77120.0,8870.0,,-1.0,,52200.0,,15965.0,5277000.0,500.0,1750.0,,271000.0,,34000.0,,100000.0,9000.0,,,15540.0,,26970.0,1085000.0,,311900.0,,,7000.0,138000.0,522.0,,-1.0,24040.0,550000.0,,16000.0,10000.0,,13475.0,,,1897.0,,75640.0,25200.0,1000.0,,,,187817.0,500.0,,9193.0,,318624.0,-1.0,28000.0,,463000.0,4124.0,,100000.0,6680.0,,477.0,,,361655.0,1218.0,3000.0
1977,,807322.0,7352.0,8300.0,74881.0,74881.0,7200.0,188.0,,54271.0,4000.0,-1.0,34381.0,12780.0,,-1.0,,49400.0,,13320.0,5904000.0,1100.0,1800.0,,481000.0,,35000.0,,170000.0,10000.0,,,19070.0,,15310.0,900000.0,,388300.0,,,3000.0,141000.0,765.0,,-1.0,81000.0,455000.0,,14400.0,10000.0,,11727.0,,,2249.0,,82100.0,22300.0,1000.0,,,,214978.0,500.0,,6861.0,,479000.0,-1.0,19000.0,,1330000.0,3563.0,,170000.0,11026.0,,392.0,,,422710.0,2976.0,3000.0
1978,,816002.0,9690.0,4300.0,158254.0,158254.0,4718.0,35.0,,59442.0,5000.0,-1.0,71567.0,14100.0,,-1.0,,41000.0,,11355.0,5333000.0,1200.0,1850.0,,454000.0,,36000.0,,279000.0,10500.0,,,15930.0,,30040.0,1600000.0,,470100.0,,,4000.0,99000.0,1147.0,,-1.0,120200.0,485000.0,,14000.0,10000.0,,7153.0,,,6980.0,,82420.0,27750.0,1000.0,,,,224668.0,500.0,,14601.0,,539000.0,-1.0,13000.0,,1823000.0,1140.0,,279000.0,14922.0,,176.0,,,368929.0,12783.0,5000.0
1979,,887595.0,10900.0,5900.0,186203.0,186203.0,11000.0,311.0,,31023.0,1000.0,-1.0,51402.0,15000.0,,-1.0,,55300.0,,12869.0,5414000.0,900.0,1900.0,,315000.0,,35900.0,,339700.0,21566.0,,,40323.0,,33270.0,1430000.0,,503900.0,,,4000.0,31800.0,4019.0,,-1.0,217800.0,590000.0,,16800.0,10000.0,,13609.0,,,7180.0,,173000.0,10800.0,1500.0,,,,418793.0,500.0,,12210.0,,525000.0,-1.0,14600.0,,3310000.0,2908.0,,339700.0,25560.0,,23.0,,,426257.0,14906.0,20000.0
1980,,800600.0,13266.0,9800.0,141668.0,141668.0,12400.0,355.0,,40000.0,1000.0,-1.0,27249.0,15000.0,,-1.0,,57440.0,,28279.0,4618000.0,1400.0,1900.0,,333000.0,,28560.0,,909700.0,22000.0,,,5372.0,2.0,38250.0,1650000.0,,670000.0,,,3500.0,66300.0,1103.0,,-1.0,166100.0,750000.0,,17200.0,10000.0,,9175.0,,,5498.0,,245400.0,10798.0,1885.0,,,,455915.0,500.0,,22201.0,,302000.0,-1.0,20000.0,,1697000.0,4940.0,,909700.0,25375.0,,45.0,,,379950.0,13200.0,23000.0
1981,,809854.0,8919.0,9500.0,139000.0,139000.0,6000.0,3492.0,,40000.0,1730.0,-1.0,44970.0,15100.0,,-1.0,,85800.0,,19223.0,4671000.0,1190.0,1950.0,,530000.0,,31500.0,,1332000.0,20000.0,,,8699.0,,7440.0,1260000.0,,370000.0,,,3500.0,159000.0,600.0,,-1.0,116200.0,575000.0,,17600.0,10000.0,,9435.0,,,4557.0,,423000.0,12676.0,2000.0,,,,626787.0,750.0,,8442.0,,327000.0,-1.0,25671.0,,2035400.0,4062.0,,1332000.0,32784.0,,74.0,,,457197.0,32900.0,35100.0
1982,,846707.0,6400.0,9300.0,115123.0,115123.0,7800.0,5855.0,,41000.0,2000.0,-1.0,46180.0,15377.0,,-1.0,,93500.0,,26731.0,5341000.0,654.0,2000.0,,261000.0,,32800.0,,1286000.0,20000.0,,,5800.0,,5390.0,1980000.0,,765000.0,,,3700.0,229700.0,663.0,,-1.0,94600.0,600000.0,,18000.0,9000.0,,12855.0,,,14434.0,,644000.0,8950.0,2500.0,,,,582390.0,550.0,,23710.0,,202000.0,-1.0,19346.0,,2419000.0,7034.0,,1286000.0,36145.0,,29.0,,,510868.0,70634.0,31000.0
1983,594.0,700377.0,6400.0,9600.0,104021.0,104021.0,6000.0,6313.0,,42000.0,12836.0,-1.0,18771.0,4200.0,,-1.0,,134800.0,,34930.0,5063000.0,167.0,2150.0,,218000.0,,53000.0,,1340994.0,20000.0,,,15760.0,,4634.0,2400000.0,,750000.0,,,4000.0,299600.0,96.0,,-1.0,52000.0,715000.0,,18000.0,8000.0,,10000.0,,,4548.0,,833000.0,3900.0,3000.0,,,,592457.0,600.0,,10824.0,,139000.0,-1.0,19803.0,,1451000.0,27195.0,,1340400.0,40636.0,,87.0,1000.0,,454158.0,70634.0,22000.0
1984,515.0,851100.0,6100.0,5100.0,170361.0,170361.0,9700.0,15155.0,,42000.0,12918.0,-1.0,25870.0,4100.0,,-1.0,,155200.0,,43008.0,4527000.0,390.0,2150.0,,186000.0,,45000.0,,1704515.0,19000.0,,,19000.0,,7450.0,2200000.0,,1100075.0,,,1270.0,439800.0,105.0,,-1.0,84800.0,710000.0,,18000.0,7000.0,,13000.0,,,3330.0,,977800.0,9075.0,3500.0,,,,599538.0,600.0,,28436.0,,153690.0,-1.0,18000.0,,1698500.0,68784.0,,1704000.0,43371.0,,50.0,1300.0,,461592.0,113636.0,22000.0
1985,347.0,695900.0,9144.0,8700.0,293000.0,293000.0,10400.0,18063.0,,42000.0,15332.0,-1.0,30912.0,4800.0,,-1.0,,221100.0,,42424.0,5260000.0,500.0,2150.0,,244000.0,,36000.0,,1732512.0,19000.0,,,24050.0,,32501.0,3400000.0,,915344.0,,,1544.0,280900.0,462.0,,-1.0,61700.0,800000.0,,18000.0,7000.0,,15000.0,,,19543.0,,1513700.0,18106.0,4000.0,,,,675997.0,550.0,,28413.0,,232980.0,-1.0,26728.0,,1430000.0,95700.0,,1732165.0,41628.0,,50.0,2000.0,,364691.0,141632.0,22000.0
1986,267.0,862700.0,15300.0,10200.0,215000.0,215000.0,10400.0,17587.0,,48480.0,9744.0,-1.0,72200.0,6300.0,,-1.0,,380000.0,,30577.0,5272000.0,200.0,2000.0,,278000.0,,32500.0,,1544267.0,19000.0,,22000.0,43260.0,,54381.0,4100000.0,20.0,872000.0,,,1705.0,419900.0,1435.0,,-1.0,36300.0,940000.0,,18000.0,7000.0,,15000.0,516.0,,5665.0,,1869410.0,18360.0,4500.0,,,,861988.0,480.0,,32907.0,,449513.0,-1.0,22012.0,,1214000.0,163500.0,,1544000.0,57428.0,,50.0,3500.0,,488692.0,215700.0,26000.0
1987,237.0,746700.0,14700.0,7300.0,137487.0,137487.0,8500.0,36256.0,,41810.0,20271.0,-1.0,47963.0,10000.0,,-1.0,,375000.0,,17001.0,6075000.0,100.0,2000.0,,385000.0,,23500.0,,1241237.0,15000.0,,39000.0,103600.0,,39629.0,2200000.0,4650.0,1006000.0,,26000.0,1182.0,635300.0,32330.0,,-1.0,52400.0,1100000.0,,17600.0,8000.0,,11000.0,1162.0,,9333.0,,2659410.0,26016.0,5000.0,,,,803156.0,578.0,,28705.0,500.0,486000.0,-1.0,21316.0,,1183000.0,149300.0,,1241000.0,62080.0,,50.0,3997.0,,410288.0,252568.0,26000.0
1988,101.0,705000.0,14800.0,7200.0,215694.0,215694.0,10200.0,42531.0,,32550.0,21155.0,-1.0,32667.0,12000.0,,-1.0,,365000.0,,18404.0,6164100.0,200.0,2000.0,,438000.0,,17000.0,,1179695.0,15000.0,,46000.0,153510.0,,48933.0,2915000.0,2310.0,1135600.0,,48000.0,1456.0,370100.0,56000.0,,-1.0,47600.0,1150000.0,,17200.0,7000.0,,26807.0,833.0,,11946.0,,2350000.0,64713.0,5500.0,,,,715775.0,604.0,,58200.0,1498.0,410274.0,-1.0,24029.0,,813000.0,75000.0,,1179594.0,62734.0,,52.0,39839.0,,374328.0,220540.0,27000.0
1989,40.0,655800.0,10400.0,17000.0,171589.0,171589.0,19300.0,34415.0,,21620.0,23148.0,-1.0,48401.0,14035.0,,-1.0,,340000.0,,15033.0,7070400.0,200.0,2000.0,,444000.0,,23870.0,,1064106.0,15000.0,,22000.0,96410.0,,31868.0,3200000.0,4100.0,926800.0,,45000.0,2192.0,631300.0,67194.0,,-1.0,68200.0,1250000.0,,16800.0,8000.0,,21008.0,707.0,,1410.0,,2130000.0,60807.0,6000.0,,,,699000.0,677.0,,45930.0,4460.0,420368.0,-1.0,18766.0,,798000.0,54000.0,,1064066.0,70212.0,,52.0,101155.0,,458386.0,128777.0,30000.0
1990,23.0,556242.0,16900.0,11750.0,73185.0,73185.0,59300.0,24579.0,,30000.0,23000.0,-1.0,28700.0,18539.0,,-1.0,,403500.0,,19966.0,6402700.0,240.0,43000.0,,649000.0,,17000.0,,1338736.0,13311.0,,33000.0,160000.0,0.0,27328.0,3900000.0,3315.0,1312300.0,,74000.0,1703.0,873000.0,54861.0,273.0,-1.0,110300.0,860000.0,,16400.0,9000.0,,30879.0,614.0,,90.0,,2430000.0,63990.0,6500.0,,,,683706.0,700.0,,60741.0,13973.0,417716.0,-1.0,56395.0,,1032000.0,40970.0,,1338713.0,66516.0,,56.0,122772.0,,388560.0,89253.0,35000.0
1991,9.0,611956.0,13400.0,28985.0,151501.0,151501.0,21201.0,34649.0,,30000.0,18000.0,-1.0,58400.0,14455.0,,-1.0,,322098.0,,10645.0,5505400.0,400.0,43000.0,,621000.0,,4787.0,,1422009.0,10000.0,,11000.0,87000.0,0.0,32405.0,4033400.0,1264.0,1025500.0,,126000.0,5211.0,1194000.0,72110.0,609.0,-1.0,134600.0,800000.0,,16000.0,10000.0,,40690.0,107.0,,129.0,,2607600.0,68300.0,7000.0,,,,812715.0,188.0,,34190.0,20000.0,463396.0,-1.0,23000.0,,1639000.0,34719.0,,1422000.0,129858.0,,42.0,37774.0,,434429.0,95987.0,35000.0
1992,3.0,773986.0,20100.0,34200.0,84000.0,84000.0,55000.0,61137.0,,30000.0,17000.0,-1.0,60400.0,10000.0,,-1.0,197201.0,271923.0,,1492.0,,500.0,43000.0,454.0,183000.0,211.0,3447.0,4730.0,1473003.0,10000.0,-1.0,40000.0,146040.0,0.0,26276.0,3676900.0,280.0,1343100.0,2425.0,161000.0,4961.0,1182000.0,71830.0,1330.0,-1.0,64800.0,950000.0,4000.0,15707.0,11000.0,,46457.0,143.0,7300.0,208.0,1000.0,2140000.0,30620.0,7500.0,,359000.0,1400.0,764744.0,136.0,3109770.0,51000.0,29500.0,,-1.0,42000.0,98500.0,1163000.0,50748.0,2127000.0,1473000.0,101939.0,37756.0,44.0,25526.0,40413.0,594725.0,86877.0,30000.0
1993,2.0,695833.0,26200.0,33000.0,49848.0,49848.0,72709.0,61727.0,64435.0,43739.0,15868.0,-1.0,52800.0,9315.0,26689.0,8.0,194073.0,284365.0,,15479.0,,700.0,44000.0,561.0,349944.0,211.0,1669.0,4700.0,1282002.0,12000.0,,32000.0,44560.0,0.0,13219.0,2955900.0,135.0,1309215.0,2060.0,213700.0,9339.0,1350000.0,94936.0,600.0,-1.0,78500.0,815000.0,4366.0,15432.0,10000.0,,60822.0,604.0,3170.0,2423.0,667.0,1643000.0,48620.0,8000.0,,388665.0,1000.0,681735.0,155.0,2765000.0,45064.0,25722.0,,-1.0,46000.0,85500.0,1166670.0,29134.0,2075000.0,1282000.0,,18904.0,47.0,24791.0,42723.0,432119.0,96008.0,30000.0
1994,2.0,763697.0,14630.0,11470.0,104721.0,104721.0,55595.0,50019.0,54945.0,28906.0,40020.0,-1.0,62000.0,8000.0,30589.0,296.0,149183.0,549680.0,,9821.0,,900.0,44000.0,543.0,366367.0,279.0,1000.0,5600.0,1367402.0,11000.0,,48000.0,48000.0,0.0,6850.0,4094900.0,0.0,978574.0,2790.0,311000.0,6673.0,1220000.0,91948.0,185.0,-1.0,117000.0,740000.0,3000.0,15000.0,11000.0,,51133.0,845.0,7700.0,1031.0,500.0,2053000.0,49010.0,8500.0,,294000.0,843.0,667480.0,187.0,2553380.0,40000.0,28200.0,,-1.0,57000.0,96800.0,2193660.0,29143.0,1569000.0,1367400.0,,17880.0,48.0,11665.0,26474.0,601571.0,83122.0,6000.0
1995,1.0,932932.0,8200.0,22400.0,111760.0,111760.0,60000.0,85699.0,80597.0,32000.0,42455.0,-1.0,120500.0,6000.0,32180.0,1006.0,231581.0,533581.0,,13643.0,,962.0,45000.0,605.0,538946.0,457.0,1649.0,4400.0,1269001.0,12000.0,,25000.0,4600.0,0.0,6700.0,5799540.0,0.0,587500.0,7473.0,111114.0,10345.0,1260000.0,61141.0,58.0,-1.0,66200.0,900000.0,6000.0,12000.0,10000.0,,65544.0,396.0,7100.0,376.0,474.0,1987000.0,22160.0,9000.0,,295000.0,800.0,788996.0,195.0,4199570.0,26120.0,37648.0,,-1.0,32000.0,98700.0,1818600.0,33049.0,2860000.0,1269000.0,,22290.0,50.0,13298.0,37066.0,766879.0,117049.0,3000.0
1996,1.0,1095596.0,10400.0,17700.0,68450.0,68450.0,67000.0,109515.0,104753.0,50000.0,68900.0,-1.0,112300.0,7264.0,38065.0,1822.0,316142.0,528106.0,,26178.0,,3895.0,45000.0,29.0,783830.0,188.0,1486.0,4800.0,1420001.0,14000.0,,20000.0,53750.0,0.0,2500.0,5557800.0,0.0,1177700.0,14389.0,103228.0,17832.0,1250000.0,43661.0,216.0,-1.0,54900.0,780000.0,13000.0,13000.0,11000.0,,49200.0,184.0,4000.0,309.0,660.0,1996000.0,50600.0,9500.0,,390000.0,500.0,868430.0,244.0,2764900.0,38297.0,33000.0,,15.0,44000.0,64333.0,1614500.0,31234.0,2122800.0,1420000.0,,20586.0,51.0,11256.0,28526.0,526492.0,161087.0,22000.0
1997,0.0,858100.0,8100.0,19700.0,143000.0,143000.0,19000.0,128568.0,67515.0,80000.0,45548.0,-1.0,114000.0,5943.0,22801.0,2937.0,201350.0,487654.0,,7433.0,,4500.0,46000.0,108.0,467970.0,146.0,2177.0,5000.0,1176069.0,12208.0,-1.0,11000.0,70570.0,0.0,2633.0,5450000.0,0.0,1284291.0,18533.0,84960.0,4580.0,890000.0,43899.0,220.0,-1.0,65100.0,900000.0,17000.0,14000.0,10000.0,,25575.0,200.0,31400.0,2464.0,1217.0,1995000.0,33670.0,10000.0,,260000.0,102.0,540297.0,248.0,2831360.0,26980.0,80700.0,,12.0,47000.0,54464.0,1667800.0,36000.0,2308400.0,1176069.0,,14902.0,52.0,8570.0,36138.0,438346.0,92378.0,26000.0
1998,0.0,1073300.0,8786.0,11100.0,98000.0,98000.0,9000.0,129693.0,107323.0,100000.0,81372.0,-1.0,78500.0,5941.0,36500.0,4090.0,199433.0,465538.0,,5708.0,,6000.0,57000.0,152.0,584486.0,45.0,2652.0,6000.0,1465239.0,15000.0,-1.0,10000.0,61640.0,0.0,3172.0,5599880.0,-1.0,1190200.0,25274.0,85399.0,1818.0,943800.0,56853.0,170.0,-1.0,111800.0,860000.0,15000.0,16000.0,11000.0,,33872.0,200.0,22838.0,615.0,1121.0,1713000.0,28825.0,10000.0,,280000.0,178.0,718340.0,233.0,2999550.0,37679.0,114680.0,,17.0,53000.0,83230.0,2392000.0,40413.0,2266000.0,1465239.0,,13611.0,54.0,5611.0,62206.0,524238.0,89000.0,28000.0
1999,0.0,1300900.0,13253.0,10200.0,209000.0,209000.0,7000.0,149440.0,125076.0,125000.0,72536.0,-1.0,160700.0,12157.0,63228.0,4962.0,285551.0,443700.0,,5946.0,,6500.0,65000.0,290.0,1212486.0,34.0,2700.0,6000.0,1765000.0,16000.0,,8000.0,34000.0,0.0,4263.0,7125140.0,-1.0,643600.0,38453.0,83873.0,2453.0,693600.0,64066.0,180.0,-1.0,121900.0,950000.0,18000.0,15471.0,10000.0,,44982.0,40.0,40510.0,1384.0,2404.0,1929887.0,30000.0,11210.0,,273000.0,70.0,792928.0,200.0,4149620.0,17538.0,95410.0,,10.0,45000.0,104300.0,1969000.0,49000.0,2794000.0,1765000.0,,13937.0,55.0,5017.0,72374.0,605832.0,186000.0,79000.0
2000,0.0,721000.0,8631.0,17900.0,170000.0,170000.0,7500.0,149871.0,117344.0,135000.0,81950.0,50568.0,33300.0,13000.0,65421.0,11670.0,268552.0,460714.0,,19002.0,,4500.0,79000.0,425.0,566798.0,26.0,2900.0,5000.0,1954141.0,8500.0,,4000.0,19000.0,0.0,9443.0,6069655.0,-1.0,918999.0,39871.0,63672.0,2997.0,646400.0,54960.0,170.0,-1.0,119300.0,800000.0,20000.0,15345.0,11000.0,,45000.0,45.0,2616.0,70.0,3868.0,1833000.0,15850.0,11680.0,,318000.0,114.0,483649.0,115.0,3914980.0,28566.0,110500.0,,22.0,40000.0,104630.0,1607730.0,31000.0,3457400.0,1954141.0,,7351.0,57.0,3523.0,53956.0,425369.0,157000.0,97000.0
