,Ukraine,Estonia,Bolivia (Plurinational State of),Peru,Georgia,Belarus,Croatia,Serbia,Tajikistan,Armenia,Brazil,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Yugoslav SFR,Republic of Korea,Austria,Netherlands,Greece,Norway,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Morocco,Republic of Moldova,Kyrgyzstan,Cyprus,Argentina,Luxembourg,Democratic People's Republic of Korea,Germany,Belgium,Turkmenistan,Czechoslovakia,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Ireland,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Montenegro,Kazakhstan,Chile,Australia,France,Viet Nam,Lithuania,Finland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1971,-1.0,-1.0,525.0,887.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19957.0,18289.0,149960.0,556663.0,-1.0,210.0,133900.0,8167.0,448406.0,208977.0,8554.0,4620.0,23965.0,21912.0,1250313.0,-1.0,-1.0,-1.0,1120.0,-1.0,-1.0,-1,256000.0,-1.0,-1.0,4785268.0,-1.0,-1.0,618752.0,7827300.0,304800.0,52200.0,-1.0,11508000.0,65300.0,2000.0,271800.0,-1.0,-1.0,1300000.0,1000.0,-1.0,6000.0,-1.0,7681.0,168459.0,-1.0,-1.0,-1.0,181727.0,-1.0,-1.0,12332.0,21912.0,293730.0,-1,-1.0,131800.0,1300000.0,-1.0,895000.0,54500.0,94279.0
1972,-1.0,-1.0,550.0,728.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16423.0,19305.0,154854.0,343523.0,-1.0,210.0,120000.0,7704.0,402210.0,151459.0,8061.0,4875.0,21330.0,9000.0,717731.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,-1,690000.0,-1.0,-1.0,4821102.0,-1.0,-1.0,634246.0,8149000.0,366200.0,50000.0,-1.0,8670000.0,58000.0,2500.0,263400.0,-1.0,-1.0,1300000.0,1000.0,-1.0,7000.0,-1.0,8130.0,164400.0,-1.0,-1.0,-1.0,173213.0,-1.0,-1.0,12362.0,9000.0,328390.0,-1,-1.0,118600.0,1300000.0,-1.0,755000.0,38000.0,84054.0
1973,-1.0,-1.0,550.0,664.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16352.0,16000.0,139821.0,362777.0,-1.0,220.0,118000.0,5942.0,399561.0,105212.0,6500.0,6771.0,19420.0,8000.0,626820.0,-1.0,-1.0,-1.0,9320.0,-1.0,-1.0,-1,613000.0,-1.0,-1.0,4275322.0,-1.0,-1.0,690048.0,8268000.0,323600.0,45300.0,-1.0,9680000.0,39000.0,2000.0,252100.0,-1.0,-1.0,1350000.0,800.0,-1.0,6000.0,-1.0,8330.0,133797.0,-1.0,-1.0,-1.0,177580.0,-1.0,-1.0,8463.0,8000.0,327200.0,-1,-1.0,124200.0,1350000.0,-1.0,690000.0,37000.0,66886.0
1974,-1.0,-1.0,550.0,680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20194.0,14000.0,167604.0,499200.0,-1.0,220.0,120000.0,6229.0,414527.0,77837.0,7339.0,11047.0,20929.0,4921.0,444670.0,-1.0,-1.0,-1.0,3850.0,-1.0,-1.0,-1,306000.0,-1.0,-1.0,4508515.0,-1.0,-1.0,671284.0,7881500.0,440000.0,40400.0,-1.0,13700000.0,41800.0,1000.0,254000.0,-1.0,-1.0,1400000.0,900.0,-1.0,5000.0,-1.0,8200.0,142834.0,-1.0,-1.0,-1.0,176850.0,-1.0,-1.0,14590.0,4921.0,330000.0,-1,-1.0,134400.0,1400000.0,-1.0,560000.0,36000.0,53735.0
1975,-1.0,-1.0,900.0,518.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19430.0,19000.0,163233.0,550300.0,-1.0,220.0,98300.0,9447.0,347099.0,62815.0,7363.0,4226.0,18201.0,6828.0,404486.0,-1.0,-1.0,-1.0,3980.0,-1.0,-1.0,-1,273200.0,-1.0,-1.0,3687863.0,-1.0,-1.0,530058.0,6270021.0,325000.0,24400.0,-1.0,8160000.0,52000.0,1000.0,240500.0,-1.0,-1.0,1500000.0,700.0,-1.0,4000.0,-1.0,8000.0,145900.0,-1.0,-1.0,-1.0,147212.0,-1.0,-1.0,11100.0,6828.0,308000.0,-1,-1.0,80700.0,1500000.0,-1.0,750000.0,37400.0,33481.0
1976,-1.0,-1.0,450.0,465.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13060.0,20000.0,213103.0,440800.0,-1.0,220.0,105400.0,5680.0,410409.0,65231.0,7769.0,6500.0,15474.0,9382.0,378246.0,-1.0,-1.0,-1.0,5330.0,-1.0,-1.0,-1,330000.0,-1.0,-1.0,3555156.0,-1.0,-1.0,561426.0,6921929.0,427000.0,41500.0,-1.0,12590000.0,49000.0,1000.0,213900.0,-1.0,-1.0,1600000.0,1000.0,-1.0,4000.0,-1.0,10000.0,164842.0,-1.0,-1.0,-1.0,157385.0,-1.0,-1.0,9260.0,9382.0,297220.0,-1,-1.0,178200.0,1600000.0,-1.0,740000.0,35100.0,53473.0
1977,-1.0,-1.0,450.0,737.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8326.0,35404.0,324423.0,406500.0,-1.0,230.0,87000.0,3764.0,351344.0,73541.0,5858.0,8431.0,15196.0,10708.0,420209.0,-1.0,-1.0,-1.0,1900.0,-1.0,-1.0,-1,170000.0,-1.0,-1.0,4183697.0,-1.0,-1.0,641360.0,6249491.0,338000.0,36700.0,-1.0,7630000.0,78000.0,1000.0,227700.0,-1.0,-1.0,1200000.0,1000.0,-1.0,4000.0,-1.0,10000.0,102727.0,-1.0,-1.0,-1.0,144301.0,-1.0,-1.0,16420.0,10708.0,375000.0,-1,-1.0,80000.0,1200000.0,-1.0,690000.0,31300.0,68579.0
1978,-1.0,-1.0,400.0,766.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7349.0,30000.0,314889.0,605382.0,-1.0,270.0,81373.0,4288.0,409525.0,67700.0,6332.0,7544.0,18729.0,26097.0,611280.0,-1.0,-1.0,-1.0,7870.0,-1.0,-1.0,-1,210000.0,-1.0,-1.0,4352273.0,-1.0,-1.0,629890.0,7434176.0,296590.0,44400.0,-1.0,12250000.0,74000.0,1000.0,250600.0,-1.0,-1.0,1650000.0,1000.0,-1.0,3000.0,-1.0,10000.0,122617.0,-1.0,-1.0,-1.0,138300.0,-1.0,-1.0,10780.0,26097.0,455000.0,-1,-1.0,74300.0,1650000.0,-1.0,620000.0,35000.0,63875.0
1979,-1.0,-1.0,370.0,796.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9862.0,25000.0,256614.0,529900.0,-1.0,170.0,81000.0,5377.0,277974.0,49300.0,6035.0,5346.0,24595.0,9305.0,555950.0,-1.0,-1.0,-1.0,5800.0,-1.0,-1.0,-1,202000.0,-1.0,-1.0,3944116.0,-1.0,-1.0,485770.0,5201025.0,192120.0,40500.0,-1.0,7295000.0,55000.0,1000.0,221000.0,-1.0,-1.0,1800000.0,1000.0,-1.0,6000.0,-1.0,10000.0,120170.0,-1.0,-1.0,-1.0,92569.0,-1.0,-1.0,8970.0,9305.0,355000.0,-1,-1.0,77200.0,1800000.0,-1.0,620000.0,37200.0,51083.0
1980,-1.0,-1.0,390.0,790.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10498.0,24000.0,199298.0,456000.0,-1.0,168.0,79000.0,3031.0,382801.0,38640.0,7224.0,4700.0,27904.0,8899.0,405350.0,-1.0,-1.0,-1.0,5900.0,-1.0,-1.0,-1,155000.0,-1.0,-1.0,4014909.0,-1.0,-1.0,570372.0,6566401.0,222880.0,35000.0,-1.0,8959000.0,76000.0,1000.0,283900.0,-1.0,-1.0,1400000.0,800.0,-1.0,4000.0,-1.0,10000.0,138420.0,-1.0,-1.0,-1.0,140964.0,-1.0,-1.0,10380.0,8899.0,408500.0,-1,-1.0,123600.0,1400000.0,-1.0,525000.0,35600.0,41656.0
1981,-1.0,-1.0,15.0,785.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24445.0,25000.0,207871.0,922900.0,-1.0,123.0,75000.0,3149.0,320215.0,28616.0,8271.0,2900.0,34041.0,16078.0,461970.0,-1.0,-1.0,-1.0,4060.0,-1.0,-1.0,-1,149000.0,-1.0,-1.0,3526418.0,-1.0,-1.0,544447.0,6731261.0,177340.0,29700.0,-1.0,8611000.0,64000.0,1000.0,212300.0,-1.0,-1.0,1403500.0,800.0,-1.0,7000.0,-1.0,5800.0,125740.0,-1.0,-1.0,-1.0,116210.0,-1.0,-1.0,9210.0,16078.0,341600.0,-1,-1.0,63900.0,1403500.0,-1.0,530000.0,30800.0,35227.0
1982,-1.0,-1.0,21.0,568.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3819.0,25000.0,234550.0,928300.0,-1.0,50.0,84000.0,4838.0,347834.0,26492.0,11389.0,2300.0,33931.0,9573.0,495300.0,-1.0,-1.0,-1.0,3149.0,-1.0,-1.0,-1,148000.0,-1.0,-1.0,3758189.0,-1.0,-1.0,583378.0,7792483.0,208990.0,22700.0,2.0,13630000.0,74000.0,800.0,169100.0,-1.0,-1.0,1400000.0,700.0,-1.0,7000.0,-1.0,7500.0,119440.0,-1.0,-1.0,-1.0,117364.0,-1.0,-1.0,6000.0,9573.0,322300.0,-1,-1.0,35000.0,1400000.0,-1.0,430000.0,31400.0,32990.0
1983,-1.0,-1.0,25.0,505.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3324.0,24000.0,315363.0,823000.0,-1.0,3.0,83000.0,3698.0,347604.0,25674.0,12850.0,3400.0,31365.0,24072.0,686000.0,-1.0,-1.0,-1.0,3800.0,-1.0,-1.0,-1,130000.0,-1.0,-1.0,3691751.0,-1.0,-1.0,750555.0,8780701.0,235030.0,19200.0,-1.0,15909000.0,60000.0,700.0,252600.0,-1.0,-1.0,1550000.0,700.0,-1.0,6000.0,-1.0,10000.0,92462.0,-1.0,-1.0,-1.0,137961.0,-1.0,-1.0,4460.0,24072.0,293000.0,-1,-1.0,116100.0,1550000.0,-1.0,380000.0,26900.0,27508.0
1984,-1.0,-1.0,145.0,578.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2859.0,28000.0,608119.0,652300.0,-1.0,11.0,80779.0,3310.0,380722.0,24650.0,18336.0,6700.0,37310.0,14144.0,823000.0,-1.0,-1.0,-1.0,1520.0,-1.0,-1.0,-1,155800.0,-1.0,-1.0,4441092.0,-1.0,-1.0,709796.0,9540277.0,246490.0,28000.0,-1.0,12749000.0,90000.0,450.0,315100.0,-1.0,-1.0,1700000.0,800.0,-1.0,6000.0,-1.0,11800.0,103440.0,-1.0,-1.0,-1.0,193090.0,-1.0,-1.0,4380.0,14144.0,349000.0,-1,-1.0,92300.0,1700000.0,-1.0,360000.0,24300.0,37715.0
1985,-1.0,-1.0,435.0,600.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13222.0,35000.0,564675.0,568900.0,-1.0,45.0,77299.0,2478.0,338700.0,19265.0,22887.0,3500.0,49000.0,24157.0,518200.0,-1.0,-1.0,-1.0,1520.0,-1.0,-1.0,-1,94000.0,-1.0,-1.0,4326425.0,-1.0,-1.0,619727.0,7600454.0,156730.0,19900.0,-1.0,14300000.0,67000.0,250.0,272800.0,-1.0,-1.0,1283000.0,800.0,-1.0,2000.0,-1.0,10900.0,96860.0,-1.0,-1.0,-1.0,165817.0,-1.0,-1.0,11480.0,24157.0,296800.0,-1,-1.0,71800.0,1283000.0,-1.0,360000.0,22800.0,26022.0
1986,-1.0,-1.0,400.0,625.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5095.0,32000.0,545959.0,608900.0,-1.0,35.0,74405.0,1719.0,283601.0,19468.0,29000.0,3020.0,51862.0,54805.0,485200.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,60000.0,-1.0,-1.0,4174345.0,-1.0,-1.0,546581.0,7073775.0,154460.0,19000.0,90.0,13800000.0,76000.0,100.0,219882.0,-1.0,-1.0,1092000.0,800.0,-1.0,2000.0,-1.0,10000.0,112393.0,-1.0,-1.0,-1.0,172112.0,-1.0,-1.0,8610.0,54805.0,229000.0,-1,-1.0,70600.0,1092000.0,-1.0,350000.0,22100.0,22169.0
1987,-1.0,-1.0,396.0,625.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4076.0,32000.0,512790.0,492300.0,-1.0,35.0,69000.0,1183.0,309027.0,24661.0,32000.0,3619.0,48699.0,26010.0,495980.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,88300.0,-1.0,93000.0,3881936.0,-1.0,-1.0,495923.0,6816729.0,137200.0,18300.0,700.0,16092000.0,81000.0,312.0,318784.0,-1.0,-1.0,1315000.0,800.0,-1.0,2000.0,-1.0,10000.0,121682.0,-1.0,-1.0,-1.0,185513.0,-1.0,-1.0,4796.0,26010.0,299000.0,-1,-1.0,74200.0,1315000.0,-1.0,380000.0,20300.0,19811.0
1988,-1.0,-1.0,360.0,586.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2235.0,34000.0,366317.0,267900.0,-1.0,15.0,76080.0,862.0,355888.0,28271.0,43000.0,2131.0,61312.0,17026.0,373100.0,663.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,41200.0,-1.0,100000.0,3363909.0,-1.0,-1.0,533542.0,5500610.0,127700.0,18200.0,90.0,16877008.0,104000.0,96.0,357000.0,-1.0,-1.0,1394000.0,800.0,-1.0,2000.0,-1.0,9400.0,86112.0,-1.0,-1.0,-1.0,254956.0,-1.0,-1.0,3681.0,17026.0,268000.0,-1,-1.0,48900.0,1394000.0,-1.0,280000.0,18000.0,15908.0
1989,-1.0,-1.0,205.0,602.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4007.0,36000.0,487039.0,806400.0,-1.0,18.0,75079.0,388.0,381188.0,33424.0,43700.0,2800.0,52115.0,21139.0,346650.0,-1.0,-1.0,-1.0,2100.0,-1.0,-1.0,-1,62500.0,-1.0,110000.0,3900328.0,-1.0,-1.0,707564.0,6216478.0,319100.0,21300.0,175.0,18288000.0,95000.0,226.0,331700.0,16000.0,-1.0,1221000.0,800.0,-1.0,3000.0,-1.0,9300.0,118975.0,-1.0,-1.0,-1.0,266654.0,-1.0,-1.0,8917.0,21139.0,260808.0,-1,-1.0,195900.0,1221000.0,-1.0,191000.0,20600.0,14382.0
1990,-1.0,-1.0,183.0,503.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4535.0,40000.0,545019.0,599000.0,-1.0,10.0,71601.0,315.0,396355.0,36000.0,36000.0,3200.0,49288.0,22450.0,258500.0,0.0,-1.0,-1.0,1774.0,-1.0,-1.0,-1,55100.0,-1.0,100000.0,3988381.0,-1.0,-1.0,736115.0,6043965.0,334700.0,17400.0,84.0,22178608.0,89678.0,85.0,267300.0,16500.0,-1.0,1200000.0,820.0,-1.0,3000.0,-1.0,8000.0,96502.0,-1.0,-1.0,-1.0,231520.0,-1.0,-1.0,6174.0,22450.0,235300.0,-1,-1.0,244200.0,1200000.0,-1.0,240000.0,20800.0,14618.0
1991,-1.0,-1.0,245.0,519.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6304.0,49000.0,394634.0,338700.0,-1.0,5.0,70533.0,48.0,350488.0,33515.0,49000.0,4987.0,45542.0,33475.0,247250.0,0.0,-1.0,-1.0,2200.0,-1.0,-1.0,-1,46000.0,-1.0,100000.0,3323460.0,-1.0,-1.0,484045.0,5899383.0,164900.0,25300.0,379.0,14704000.0,85753.0,74.0,236900.0,15000.0,-1.0,1461000.0,400.0,-1.0,4000.0,-1.0,1427.0,80358.0,-1.0,-1.0,-1.0,222776.0,-1.0,-1.0,8686.0,33475.0,218200.0,-1,-1.0,28200.0,1461000.0,-1.0,256000.0,18800.0,12725.0
1992,1157531.0,153400.0,150.0,597.0,350.0,3063000.0,6069.0,-1.0,2477.0,1076.0,6967.0,37112.0,308333.0,281100.0,17789.0,0.0,-1.0,40.0,277838.0,34395.0,37000.0,4111.0,34998.0,28411.0,290600.0,0.0,16000.0,6967.0,2300.0,1390.0,1000.0,-1,34000.0,-1.0,100000.0,2422466.0,-1.0,4882.0,318691.0,3981440.0,135900.0,28100.0,436.0,-1.0,21232.0,94.0,207291.0,15000.0,8400.0,1678500.0,439.0,8070.0,2000.0,295000.0,1360.0,69500.0,-1.0,-1.0,500.0,135687.0,-1.0,533000.0,7541.0,28411.0,206000.0,-1,342400.0,26600.0,1678500.0,13887000.0,230000.0,22586.0,11045.0
1993,1180000.0,122500.0,155.0,601.0,151.0,2826000.0,6273.0,-1.0,1300.0,100.0,5490.0,29907.0,356000.0,318600.0,11414.0,-1.0,-1.0,30.0,291635.0,41200.0,37000.0,12000.0,25300.0,23805.0,262600.0,0.0,13958.0,5814.0,2345.0,2835.0,3000.0,-1,63700.0,-1.0,80000.0,2983600.0,-1.0,0.0,-1.0,4992101.0,230000.0,42200.0,20.0,-1.0,40409.0,207.0,333181.0,17500.0,8300.0,1300000.0,457.0,7700.0,3000.0,340700.0,2739.0,66727.0,69308.0,256079.0,700.0,113153.0,-1.0,835000.0,2905.0,23805.0,177000.0,-1,434100.0,62900.0,1300000.0,9166040.0,235000.0,22800.0,12175.0
1994,941200.0,41318.0,175.0,651.0,138.0,1864000.0,7146.0,-1.0,1000.0,120.0,4169.0,43000.0,423066.0,399700.0,15475.0,-1.0,-1.0,15.0,318790.0,26500.0,37000.0,15000.0,22315.0,20000.0,288100.0,0.0,15000.0,6141.0,2400.0,2740.0,1500.0,-1,54030.0,-1.0,80000.0,3451000.0,-1.0,-1.0,-1.0,5300132.0,173400.0,30700.0,200.0,-1.0,51201.0,322.0,206700.0,19000.0,8100.0,1270500.0,468.0,11400.0,3000.0,113400.0,3765.0,63792.0,96188.0,275654.0,2600.0,192969.0,-1.0,264000.0,686.0,20000.0,174000.0,-1,313000.0,22200.0,1270500.0,5988800.0,195000.0,20295.0,13255.0
1995,1207900.0,58190.0,185.0,685.0,176.0,2143000.0,5051.0,-1.0,1332.0,100.0,2591.0,43000.0,494600.0,309600.0,14649.0,-1.0,-1.0,5.0,313835.0,42500.0,38571.0,14427.0,19450.0,20000.0,255640.0,0.0,17000.0,5819.0,2400.0,5185.0,1100.0,-1,40200.0,-1.0,75000.0,4521270.0,-1.0,-1.0,-1.0,6287642.0,206400.0,42100.0,300.0,-1.0,42728.0,63.0,168300.0,22000.0,7360.0,1200000.0,477.0,11800.0,2952.0,71300.0,4229.0,36263.0,89318.0,261938.0,1000.0,171300.0,-1.0,84380.0,1500.0,20000.0,190700.0,-1,239300.0,57700.0,1200000.0,4098200.0,240000.0,19779.0,10806.0
