,Samoa,USSR,Cambodia,France,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lao People's Democratic Republic,Zambia,Solomon Islands,Lebanon,Somalia,Togo,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Congo,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,United Arab Emirates,Montenegro,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Singapore,Madagascar,Cyprus,Peru,Rwanda,Bosnia and Herzegovina,Cameroon,Hungary,Guatemala,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Turkmenistan,Philippines,Iraq,New Zealand,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,Libya,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Benin,Sweden,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Morocco,Switzerland,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Trinidad and Tobago,Georgia,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),American Samoa,Mexico,Guinea,Ukraine,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Sierra Leone
1971,33333.0,14736.0,6312.0,21773.0,15692.0,17297.0,13375.0,18583.0,,5530.0,,3220.0,12252.0,9490.0,9240.0,,37742.0,11177.0,10000.0,11028.0,4000.0,5000.0,6296.0,7101.0,10118.0,13286.0,7942.0,3733.0,12121.0,17634.0,16364.0,5500.0,25851.0,17087.0,16835.0,7716.0,,8098.0,11340.0,9250.0,7669.0,4242.0,16667.0,9536.0,5180.0,3125.0,32405.0,6363.0,5897.0,14485.0,,9827.0,9731.0,16314.0,11250.0,15464.0,4833.0,4600.0,17143.0,100000.0,,,10844.0,5740.0,8864.0,13031.0,,6464.0,20026.0,13441.0,8429.0,6429.0,9811.0,7273.0,,6403.0,11440.0,13024.0,5359.0,23162.0,16584.0,22815.0,,,7364.0,12569.0,19469.0,7267.0,8683.0,6667.0,,7596.0,17157.0,10231.0,10915.0,18325.0,,20094.0,7249.0,7109.0,,,20012.0,5000.0,,,10942.0,24813.0,26384.0,11998.0,9178.0,14400.0,,5257.0,7190.0,19395.0,5733.0,17692.0,22632.0,9729.0,,,13317.0,18660.0,3000.0,7212.0,,18600.0,11515.0,11118.0,,13911.0,10000.0,15444.0,7975.0,,9000.0,23333.0,6923.0,3015.0,33548.0,,10387.0,8058.0,,
1972,34000.0,16145.0,6312.0,24593.0,15625.0,16086.0,10766.0,17178.0,,5130.0,,3340.0,11194.0,13831.0,9571.0,,35806.0,12024.0,10000.0,12231.0,4000.0,5000.0,8811.0,7368.0,10474.0,15745.0,10027.0,3968.0,12121.0,16245.0,16364.0,5116.0,20276.0,13726.0,16131.0,7640.0,,9140.0,11340.0,8767.0,9073.0,7211.0,16302.0,10760.0,5102.0,5719.0,31305.0,6540.0,6190.0,14417.0,,8950.0,10186.0,11846.0,11250.0,19938.0,4872.0,5417.0,14167.0,100000.0,,,10402.0,7524.0,10962.0,13473.0,,6935.0,19905.0,13045.0,10056.0,5739.0,13103.0,7273.0,,5576.0,11238.0,14039.0,4962.0,12847.0,16158.0,23273.0,,,7211.0,8948.0,17053.0,3083.0,6344.0,6667.0,,7580.0,17413.0,10227.0,8456.0,17768.0,11364.0,21514.0,7246.0,7518.0,,,19922.0,5000.0,,,11379.0,26841.0,18218.0,11574.0,12989.0,13169.0,,5518.0,6613.0,20844.0,6032.0,14103.0,23232.0,9228.0,,,13899.0,17379.0,8537.0,9051.0,,18400.0,11351.0,13437.0,,14066.0,10000.0,16024.0,7975.0,,7691.0,7500.0,6923.0,3350.0,34118.0,,13000.0,8221.0,,
1973,34848.0,16783.0,6800.0,24483.0,16667.0,17670.0,10369.0,14282.0,,4600.0,,2740.0,11154.0,13360.0,7336.0,,38095.0,12365.0,10000.0,12760.0,4000.0,5000.0,9041.0,8287.0,9959.0,14742.0,8567.0,3869.0,12121.0,17645.0,16955.0,5750.0,23862.0,15153.0,16164.0,8443.0,,8366.0,11300.0,9044.0,7396.0,4354.0,16157.0,9569.0,4619.0,3395.0,33806.0,5850.0,6279.0,15161.0,,7228.0,10971.0,15124.0,11553.0,20092.0,4758.0,5013.0,13325.0,100000.0,,,13878.0,6603.0,11502.0,11041.0,,8187.0,21396.0,13452.0,10980.0,1671.0,11917.0,7500.0,,5366.0,11603.0,14517.0,6040.0,25042.0,16165.0,22015.0,,,7709.0,10860.0,17510.0,2333.0,5338.0,9353.0,,7591.0,14498.0,10592.0,8469.0,18788.0,11589.0,24348.0,6000.0,9166.0,,,21422.0,5000.0,,,11835.0,24133.0,16132.0,18868.0,12424.0,14857.0,,6079.0,7025.0,22851.0,6500.0,14444.0,26465.0,8877.0,,,13224.0,17935.0,8537.0,9333.0,,14200.0,12475.0,13088.0,,14783.0,10000.0,15617.0,7975.0,,7684.0,12500.0,7077.0,3699.0,34865.0,,11865.0,8417.0,,
1974,35135.0,16980.0,6083.0,24133.0,17391.0,17649.0,11768.0,14125.0,,5045.0,,2603.0,11165.0,13256.0,7298.0,,49921.0,9840.0,10000.0,12249.0,4000.0,5000.0,7643.0,7263.0,12291.0,15517.0,7902.0,4000.0,12121.0,17783.0,17000.0,5050.0,23240.0,16118.0,16714.0,8293.0,,10013.0,12837.0,11369.0,9769.0,4460.0,12439.0,11715.0,8842.0,4383.0,30404.0,4995.0,6279.0,15592.0,,7720.0,9838.0,15285.0,11211.0,17506.0,4844.0,4678.0,6000.0,100000.0,,,11017.0,6501.0,10338.0,12750.0,,8170.0,20892.0,13477.0,9187.0,,15019.0,7692.0,,5633.0,10032.0,15148.0,6391.0,22351.0,16277.0,23219.0,,,7278.0,11520.0,18492.0,,7260.0,9412.0,,6916.0,16214.0,10202.0,8967.0,18825.0,15217.0,22147.0,4638.0,8740.0,,,20916.0,4667.0,,,10918.0,24003.0,21388.0,14558.0,15953.0,12611.0,,5293.0,7583.0,22362.0,5000.0,17436.0,27066.0,11471.0,,,13385.0,19167.0,8889.0,8824.0,,15400.0,13500.0,13393.0,,14706.0,10000.0,17013.0,8125.0,,9108.0,11429.0,7077.0,3306.0,35750.0,,11748.0,8260.0,,
1975,36250.0,16611.0,6083.0,25149.0,17696.0,16719.0,13259.0,14138.0,,4392.0,,4011.0,10784.0,13030.0,6946.0,,35735.0,8000.0,10000.0,5444.0,4000.0,5000.0,6165.0,7000.0,11269.0,15636.0,10722.0,4444.0,12121.0,16769.0,16450.0,6724.0,25487.0,16891.0,17862.0,7685.0,,9540.0,13081.0,9648.0,7576.0,4816.0,20300.0,11152.0,8279.0,2561.0,33599.0,11462.0,6279.0,15784.0,,6357.0,12282.0,15531.0,10820.0,19336.0,5000.0,5501.0,8000.0,100000.0,,,14988.0,6973.0,11073.0,10662.0,,7555.0,16991.0,13463.0,9605.0,4762.0,13959.0,10000.0,,6987.0,10740.0,15543.0,6112.0,16414.0,19772.0,22509.0,,,6744.0,4494.0,17029.0,,5826.0,9412.0,,7134.0,18388.0,12086.0,8848.0,20057.0,1000.0,20492.0,5556.0,9597.0,,,17052.0,5000.0,,,12874.0,21838.0,18883.0,13833.0,16073.0,13011.0,,6961.0,11010.0,21072.0,6180.0,16543.0,28180.0,13059.0,,,13552.0,18429.0,8889.0,5969.0,,16742.0,12033.0,13740.0,,14254.0,10000.0,16945.0,8182.0,,7051.0,11154.0,5700.0,1944.0,36744.0,,12749.0,8817.0,,10674.0
1976,37500.0,16096.0,6083.0,28588.0,18074.0,16226.0,13705.0,12933.0,,4626.0,,5856.0,13951.0,14126.0,12167.0,,35742.0,6800.0,10000.0,7821.0,4000.0,5000.0,11266.0,5417.0,10652.0,15385.0,10714.0,3636.0,12424.0,16653.0,15916.0,4800.0,21781.0,17927.0,17963.0,9641.0,,9500.0,13541.0,8846.0,7577.0,4521.0,20992.0,11975.0,10274.0,2436.0,31450.0,11417.0,6222.0,16264.0,,5660.0,12384.0,15088.0,11978.0,20389.0,5188.0,5012.0,8000.0,100000.0,,,18154.0,6827.0,11369.0,11176.0,,6388.0,14543.0,13432.0,8426.0,6378.0,13732.0,10667.0,,7096.0,12578.0,14894.0,7296.0,24873.0,17159.0,22876.0,,,6820.0,7928.0,18868.0,,6588.0,9412.0,,7166.0,19373.0,12878.0,9182.0,16997.0,8000.0,21644.0,7923.0,4315.0,,,14713.0,5152.0,,,13568.0,26893.0,20615.0,14129.0,14326.0,16886.0,,6045.0,9033.0,25771.0,8602.0,17529.0,27792.0,7363.0,,,13035.0,16681.0,8889.0,6790.0,,19818.0,10985.0,13877.0,10000.0,14411.0,10000.0,16818.0,8182.0,,8917.0,10800.0,6635.0,1905.0,37907.0,,13688.0,8681.0,,13406.0
1977,37500.0,15928.0,6083.0,20685.0,17933.0,17142.0,15326.0,14369.0,,5080.0,,8599.0,9375.0,13186.0,9216.0,,37078.0,9440.0,10000.0,5343.0,4000.0,5000.0,10924.0,5417.0,11465.0,15385.0,10714.0,3333.0,12424.0,16744.0,15635.0,4798.0,23714.0,17364.0,14694.0,10373.0,,9685.0,11178.0,8832.0,7526.0,4486.0,15932.0,12000.0,8966.0,2586.0,33390.0,5000.0,6222.0,16263.0,,7659.0,11310.0,13842.0,11122.0,23014.0,4962.0,5322.0,8000.0,103385.0,,,12382.0,7528.0,10566.0,11395.0,,10000.0,14100.0,17455.0,6631.0,5213.0,12271.0,11250.0,,6616.0,15263.0,17213.0,6685.0,25000.0,15199.0,22214.0,,,6636.0,5800.0,14721.0,,6295.0,9412.0,,7369.0,20365.0,12353.0,9336.0,18649.0,9500.0,20240.0,4499.0,4641.0,,,14249.0,5294.0,,,12275.0,15757.0,22102.0,11980.0,14299.0,14740.0,,7783.0,10753.0,24715.0,6107.0,14444.0,26853.0,9778.0,,,10869.0,17151.0,8889.0,7241.0,,21333.0,11322.0,13901.0,10769.0,14396.0,10000.0,13607.0,8235.0,,8811.0,10800.0,6842.0,2164.0,38571.0,,9650.0,9088.0,,14456.0
1978,37500.0,15899.0,5714.0,26337.0,18176.0,17641.0,13918.0,13993.0,,5482.0,,9000.0,9474.0,8694.0,8184.0,,36027.0,9910.0,10000.0,5374.0,4000.0,5000.0,11239.0,6364.0,12342.0,15556.0,9615.0,3852.0,12353.0,17848.0,15200.0,3446.0,23827.0,15666.0,18344.0,7749.0,,9786.0,12739.0,9000.0,11254.0,4697.0,13474.0,10161.0,9775.0,3074.0,33411.0,5455.0,6136.0,15261.0,,7840.0,12647.0,12194.0,8047.0,20858.0,4724.0,5088.0,8000.0,119185.0,,,13581.0,8141.0,10227.0,11667.0,,8571.0,15862.0,16556.0,6613.0,7586.0,12075.0,12500.0,,6937.0,12359.0,19726.0,7366.0,14394.0,15440.0,23550.0,,,7692.0,9371.0,18781.0,,5121.0,10000.0,,7547.0,21799.0,12052.0,8983.0,18871.0,2000.0,18256.0,3415.0,2793.0,,,15970.0,5278.0,,,12279.0,20180.0,22014.0,10128.0,16794.0,15221.0,,6747.0,6695.0,25873.0,6944.0,13667.0,27044.0,13333.0,,,11906.0,16878.0,8889.0,8569.0,,20852.0,9293.0,12520.0,10857.0,14310.0,10000.0,15681.0,8235.0,,9386.0,10400.0,6818.0,2071.0,39762.0,,12133.0,9094.0,,12970.0
1979,37500.0,16033.0,5250.0,26294.0,19934.0,18604.0,16287.0,14286.0,,9026.0,,9658.0,9474.0,11936.0,8849.0,,64202.0,10577.0,10000.0,8333.0,4000.0,5000.0,12032.0,9500.0,12934.0,15714.0,11477.0,8000.0,12286.0,19170.0,17077.0,4247.0,21690.0,19226.0,18967.0,8910.0,,11087.0,15589.0,12731.0,5789.0,5771.0,17254.0,9333.0,9315.0,2638.0,34294.0,6000.0,6136.0,16383.0,,6030.0,13335.0,13075.0,7266.0,19846.0,4800.0,6011.0,9167.0,103214.0,,,12200.0,8861.0,11387.0,11765.0,,10000.0,15062.0,12849.0,5317.0,7340.0,11503.0,12941.0,,4850.0,15486.0,20042.0,6241.0,13062.0,14560.0,20673.0,,,7683.0,9691.0,21828.0,,6140.0,10000.0,,7233.0,22500.0,10589.0,8784.0,22769.0,,20429.0,2162.0,6290.0,,,15199.0,5263.0,,,13590.0,24342.0,25186.0,8657.0,14891.0,18947.0,,6780.0,6843.0,25218.0,5983.0,16533.0,24607.0,11900.0,,,9264.0,17018.0,10000.0,6988.0,,19812.0,9398.0,12634.0,10429.0,14785.0,10000.0,15505.0,8286.0,,12020.0,11250.0,8462.0,1966.0,39762.0,,13802.0,8511.0,,10567.0
1980,37500.0,12444.0,5294.0,24855.0,21071.0,20057.0,17878.0,15591.0,,9312.0,,7861.0,10000.0,11979.0,8555.0,,36500.0,10402.0,10000.0,10000.0,4000.0,5000.0,9872.0,8780.0,12795.0,15714.0,11111.0,8333.0,12500.0,20295.0,17099.0,3034.0,23252.0,15930.0,18872.0,9746.0,,10308.0,13397.0,14291.0,11439.0,6053.0,10886.0,11099.0,10240.0,5320.0,24289.0,7500.0,6222.0,17695.0,,7155.0,13139.0,13728.0,8484.0,20166.0,4805.0,6286.0,8400.0,110157.0,,,12386.0,10216.0,10270.0,10435.0,,10000.0,17578.0,30000.0,6984.0,7830.0,12932.0,12941.0,,4322.0,10247.0,17752.0,1539.0,16705.0,15087.0,21739.0,14000.0,,6878.0,8848.0,21481.0,,6211.0,10303.0,,7314.0,22500.0,10158.0,8765.0,20586.0,,16851.0,1212.0,7423.0,,,17673.0,5641.0,,,13337.0,16398.0,66476.0,7603.0,17846.0,19516.0,,8558.0,7493.0,23416.0,5682.0,20282.0,23257.0,5833.0,,,13151.0,17088.0,10000.0,8376.0,,19731.0,9838.0,13667.0,10750.0,14777.0,10000.0,22312.0,8333.0,,9180.0,,11854.0,1938.0,40488.0,,11316.0,9221.0,,10000.0
1981,37500.0,13832.0,4945.0,25226.0,18529.0,20450.0,15638.0,15664.0,,8697.0,,9835.0,10000.0,10840.0,7081.0,,35755.0,10037.0,10000.0,12537.0,4000.0,5000.0,11581.0,8271.0,12291.0,15000.0,11111.0,8000.0,12432.0,20683.0,18399.0,2667.0,23729.0,16744.0,21429.0,8333.0,,10649.0,15189.0,23072.0,3741.0,5374.0,19660.0,10944.0,9484.0,4074.0,33299.0,8571.0,6222.0,15620.0,,5554.0,14568.0,14918.0,7391.0,21474.0,4873.0,6445.0,8333.0,121778.0,,,12282.0,9701.0,12528.0,11250.0,,4000.0,19775.0,39118.0,8177.0,10572.0,12498.0,12778.0,,11301.0,12964.0,14056.0,8248.0,19083.0,15487.0,23685.0,14000.0,,11330.0,9917.0,22298.0,,6460.0,10303.0,,7614.0,23684.0,8081.0,9220.0,21590.0,,19654.0,1667.0,8850.0,,,19853.0,6000.0,,,10224.0,22943.0,26238.0,7505.0,16728.0,18061.0,,7820.0,11158.0,26800.0,5844.0,26667.0,23339.0,7167.0,,,16829.0,16965.0,7530.0,8040.0,,20253.0,9000.0,15500.0,12375.0,14791.0,10000.0,15948.0,8333.0,,8947.0,,10284.0,1893.0,40488.0,,12498.0,9400.0,,10000.0
1982,37500.0,16330.0,4891.0,27922.0,18462.0,19965.0,14740.0,16043.0,,9811.0,,11800.0,10000.0,11127.0,9373.0,,42273.0,9824.0,10000.0,12283.0,4035.0,5000.0,9483.0,8373.0,13250.0,15000.0,11111.0,8000.0,12632.0,20797.0,17808.0,2847.0,22526.0,15761.0,19537.0,9231.0,,11719.0,16588.0,18900.0,4762.0,5085.0,19798.0,12441.0,10079.0,4560.0,35693.0,8571.0,6264.0,15906.0,,6764.0,14943.0,16196.0,9406.0,26937.0,4785.0,2560.0,8333.0,75738.0,,,9633.0,10097.0,12598.0,11364.0,,4286.0,19386.0,29333.0,6697.0,13622.0,12286.0,13333.0,,6555.0,16043.0,18768.0,6439.0,17542.0,19237.0,24484.0,14000.0,,12279.0,9820.0,32553.0,,6175.0,10303.0,,7047.0,23896.0,12018.0,9280.0,22457.0,,20053.0,5882.0,5466.0,,,19452.0,6000.0,,,14369.0,21143.0,28941.0,7448.0,21121.0,19429.0,,8766.0,11147.0,27406.0,5155.0,20909.0,25863.0,8667.0,,,16166.0,17969.0,25000.0,8555.0,,19544.0,8246.0,14948.0,12500.0,15831.0,10000.0,16567.0,8421.0,,11400.0,,10690.0,1949.0,40488.0,,14419.0,9353.0,,10000.0
1983,37500.0,20263.0,5556.0,25315.0,19515.0,20093.0,16484.0,15651.0,,9894.0,,12508.0,11750.0,9534.0,7139.0,,42071.0,9055.0,10000.0,12239.0,4069.0,5000.0,9053.0,8373.0,12592.0,14286.0,11111.0,7455.0,12500.0,20381.0,20812.0,2900.0,23689.0,16597.0,19437.0,11076.0,,11570.0,14822.0,15460.0,3738.0,5439.0,19063.0,12417.0,10187.0,7189.0,33814.0,8571.0,6304.0,16157.0,,7723.0,12688.0,15086.0,11221.0,27959.0,4821.0,1869.0,8333.0,118000.0,,,11229.0,10141.0,11160.0,10526.0,,5143.0,18001.0,11333.0,9511.0,17143.0,12650.0,13158.0,,7428.0,15782.0,16451.0,4532.0,18750.0,19241.0,20295.0,14286.0,,12915.0,9862.0,22973.0,,4720.0,10294.0,,7411.0,24359.0,17727.0,9633.0,21842.0,,18667.0,4342.0,3984.0,,,18083.0,6000.0,,,14179.0,24011.0,30964.0,7500.0,20390.0,20734.0,,7161.0,8418.0,24966.0,5714.0,17182.0,25493.0,9111.0,,,15888.0,16585.0,25000.0,8339.0,,19731.0,8669.0,15460.0,15000.0,16453.0,10000.0,14307.0,8500.0,,11501.0,,11319.0,2000.0,40488.0,,10394.0,11667.0,,10000.0
1984,37500.0,19688.0,4167.0,25021.0,15764.0,22183.0,17434.0,17229.0,,9890.0,,17110.0,12222.0,16132.0,10570.0,,35279.0,11067.0,10000.0,13333.0,4000.0,5000.0,8557.0,9048.0,14655.0,14286.0,11111.0,7083.0,13000.0,22092.0,19059.0,2417.0,21995.0,16375.0,19510.0,10666.0,,11201.0,21671.0,19141.0,3713.0,6885.0,19721.0,12531.0,9418.0,4765.0,34203.0,8571.0,6383.0,13547.0,,6772.0,15789.0,13911.0,12143.0,24259.0,4767.0,5000.0,8333.0,80917.0,,,8676.0,9779.0,12586.0,11000.0,,6000.0,19944.0,16667.0,10000.0,20278.0,13284.0,13472.0,,5450.0,16001.0,16413.0,8117.0,18202.0,15855.0,24463.0,14133.0,,14010.0,9697.0,21368.0,,4533.0,10000.0,,7602.0,24250.0,16505.0,9257.0,23125.0,,19279.0,6153.0,5400.0,,,20037.0,5000.0,,,14462.0,24296.0,32501.0,7475.0,19886.0,24402.0,,8320.0,13345.0,29191.0,9231.0,16016.0,25375.0,9385.0,,,18272.0,18706.0,48100.0,9163.0,,20300.0,8662.0,15584.0,18043.0,17915.0,10000.0,13475.0,8600.0,,11096.0,,10559.0,2000.0,40488.0,,13583.0,11159.0,,10000.0
1985,37500.0,20484.0,4956.0,24683.0,21061.0,23008.0,18635.0,17365.0,,9890.0,,11763.0,13700.0,16343.0,7436.0,,25781.0,12680.0,10000.0,10294.0,4000.0,5000.0,9085.0,8696.0,15260.0,14286.0,11111.0,6667.0,14000.0,23021.0,18256.0,2657.0,24233.0,15476.0,17224.0,13725.0,,11129.0,12678.0,14306.0,3174.0,5580.0,21234.0,11899.0,9641.0,7958.0,34906.0,8571.0,6458.0,17306.0,,5832.0,15535.0,15677.0,12143.0,20768.0,4767.0,5385.0,8333.0,93333.0,,,10958.0,11120.0,12106.0,12132.0,,6577.0,18468.0,17778.0,10003.0,15721.0,12400.0,15385.0,,11885.0,15723.0,13995.0,7063.0,17280.0,15685.0,24626.0,14375.0,,12341.0,10303.0,23104.0,,6611.0,10286.0,,7520.0,23810.0,11704.0,9514.0,20560.0,,20991.0,5562.0,5191.0,,,18533.0,3525.0,,,14308.0,20692.0,27950.0,7498.0,21398.0,20041.0,,7203.0,11659.0,28014.0,7500.0,13810.0,24310.0,8800.0,,,15607.0,15379.0,47619.0,9057.0,,19425.0,8674.0,15739.0,14314.0,16338.0,,14562.0,8700.0,,10957.0,,11103.0,2000.0,41500.0,,12386.0,11284.0,,10000.0
1986,37500.0,22667.0,5304.0,25524.0,20347.0,22969.0,16133.0,17168.0,,10000.0,,11772.0,12500.0,15928.0,9359.0,,26193.0,10154.0,10000.0,11667.0,4000.0,5000.0,9768.0,8000.0,13945.0,14286.0,11111.0,6923.0,14500.0,21625.0,19428.0,2800.0,21572.0,15447.0,16830.0,11956.0,,11113.0,19906.0,22705.0,5389.0,5091.0,24852.0,13838.0,9327.0,6056.0,35693.0,8571.0,6600.0,16368.0,,8712.0,16598.0,13361.0,12143.0,24083.0,4776.0,4500.0,8378.0,88235.0,,,9696.0,11880.0,13172.0,12353.0,,5000.0,15185.0,16667.0,10000.0,18776.0,12400.0,15000.0,,15673.0,16266.0,11809.0,7250.0,17529.0,16610.0,22468.0,14118.0,,11552.0,10535.0,14218.0,,7805.0,10571.0,,5392.0,23810.0,13866.0,8685.0,18435.0,,20343.0,6779.0,5361.0,,,15279.0,3095.0,,,10000.0,23932.0,29844.0,7474.0,17500.0,18669.0,,6744.0,10442.0,26890.0,8571.0,14375.0,24641.0,9467.0,,,15800.0,15798.0,49745.0,9227.0,,21385.0,8586.0,12426.0,14667.0,16897.0,,14963.0,9000.0,,10387.0,,12107.0,2000.0,41500.0,,12245.0,13944.0,,10909.0
1987,37500.0,18820.0,5323.0,26308.0,26329.0,23909.0,14963.0,17758.0,,8375.0,,17500.0,10000.0,16151.0,9622.0,,26884.0,14406.0,10000.0,12799.0,4000.0,5000.0,10048.0,7716.0,13453.0,14286.0,11111.0,7077.0,15000.0,24588.0,18745.0,2857.0,20781.0,16495.0,16359.0,9440.0,,11865.0,19906.0,20754.0,5389.0,5330.0,23531.0,13249.0,8956.0,9759.0,27588.0,8889.0,6667.0,17633.0,,8889.0,16399.0,16426.0,12920.0,22124.0,4265.0,3810.0,8480.0,86667.0,,,12573.0,11126.0,12417.0,11695.0,,5000.0,17225.0,17143.0,10000.0,23509.0,12400.0,14762.0,,12175.0,17171.0,15827.0,6962.0,15795.0,24359.0,22725.0,13889.0,,12054.0,10225.0,29635.0,,4915.0,10000.0,,5544.0,24444.0,18057.0,8632.0,20933.0,,17283.0,5781.0,4699.0,,,17299.0,2905.0,,,10000.0,18380.0,29859.0,6761.0,17500.0,20830.0,,7415.0,11726.0,26466.0,8772.0,15481.0,24681.0,12407.0,,,14243.0,14949.0,50000.0,8616.0,,19617.0,8511.0,15444.0,17273.0,17216.0,,15342.0,9000.0,,10462.0,,11215.0,2000.0,41500.0,,14712.0,14657.0,,10833.0
1988,37500.0,18591.0,5043.0,23884.0,11368.0,24966.0,16297.0,16714.0,,7747.0,,20000.0,10000.0,16195.0,10170.0,,25130.0,8898.0,10000.0,12502.0,4000.0,5000.0,8789.0,4516.0,15340.0,14286.0,11111.0,7154.0,15500.0,24873.0,15968.0,2857.0,20024.0,16682.0,15748.0,12127.0,,11553.0,19906.0,21443.0,6000.0,6238.0,21643.0,12942.0,9241.0,10296.0,35205.0,9091.0,6731.0,10695.0,,7735.0,16742.0,14776.0,12920.0,22940.0,5385.0,4762.0,8564.0,86613.0,,,12256.0,10694.0,9994.0,14421.0,,5000.0,17586.0,16667.0,4904.0,21649.0,12400.0,13913.0,,10000.0,16657.0,22245.0,7826.0,17683.0,17436.0,24209.0,13978.0,,11158.0,10435.0,24089.0,,5632.0,10000.0,,6893.0,25000.0,17301.0,8807.0,19652.0,,19184.0,9774.0,4685.0,,,17621.0,3260.0,,,12000.0,22174.0,32783.0,5818.0,18530.0,20369.0,,8067.0,13593.0,24190.0,7000.0,15360.0,21450.0,19500.0,,,12825.0,14490.0,50000.0,9005.0,,19603.0,8775.0,16490.0,14250.0,16800.0,,16338.0,9000.0,,11800.0,,11562.0,2000.0,41500.0,,13307.0,13649.0,,10833.0
1989,37500.0,20637.0,5130.0,24959.0,18022.0,24879.0,16097.0,17111.0,,10622.0,,26475.0,10000.0,15974.0,7994.0,,24852.0,7156.0,10000.0,11198.0,4000.0,5000.0,10280.0,7037.0,15466.0,14286.0,11111.0,6786.0,16000.0,24293.0,12500.0,5000.0,24697.0,16420.0,21440.0,7724.0,,13072.0,19906.0,21380.0,6316.0,4406.0,19049.0,15504.0,9477.0,9556.0,35103.0,8889.0,7273.0,13989.0,,11080.0,15833.0,15402.0,12920.0,25310.0,5370.0,4661.0,8564.0,77692.0,,,10989.0,9155.0,11574.0,10547.0,,5000.0,15742.0,16667.0,8274.0,26160.0,12400.0,13750.0,,5999.0,12083.0,26413.0,8826.0,15781.0,14750.0,22595.0,14211.0,,12624.0,10079.0,18711.0,,5170.0,10000.0,,7370.0,25806.0,16824.0,8585.0,20734.0,,18219.0,9366.0,6289.0,,,15777.0,4010.0,,,11948.0,23448.0,30477.0,6538.0,21940.0,22806.0,,9620.0,12596.0,23881.0,7895.0,10700.0,24354.0,19722.0,,,13355.0,14741.0,24621.0,8536.0,,23279.0,8726.0,16295.0,13667.0,16417.0,,17232.0,9000.0,,14760.0,,11828.0,2000.0,41750.0,,11148.0,13550.0,,10833.0
1990,32222.0,26469.0,5000.0,25621.0,10909.0,24292.0,18116.0,16645.0,,11010.0,,19556.0,10000.0,18292.0,8452.0,,29258.0,8677.0,8173.0,11188.0,4038.0,5080.0,12604.0,5875.0,16253.0,15000.0,10515.0,7039.0,18262.0,23806.0,13167.0,4267.0,21490.0,16569.0,20470.0,8016.0,,13353.0,19906.0,24548.0,3026.0,6632.0,21434.0,15396.0,9243.0,8457.0,33604.0,10188.0,7143.0,10031.0,,9986.0,17220.0,15174.0,12963.0,22367.0,5188.0,4091.0,8706.0,101829.0,,,12359.0,10234.0,10036.0,11492.0,,3825.0,16496.0,21667.0,10959.0,33960.0,13053.0,13600.0,,7381.0,15663.0,11255.0,6983.0,17787.0,11111.0,24859.0,14000.0,,12931.0,8585.0,18333.0,,8000.0,9463.0,,8673.0,26042.0,18305.0,8387.0,24496.0,,18977.0,7762.0,5949.0,,,16533.0,4683.0,,,12490.0,16507.0,32170.0,7219.0,22012.0,21695.0,,10092.0,12338.0,24379.0,7212.0,16615.0,26833.0,21042.0,,,12662.0,14940.0,48900.0,8243.0,,21711.0,8821.0,18091.0,11429.0,16151.0,,15625.0,10198.0,,10960.0,,11586.0,4500.0,36222.0,,14470.0,13158.0,,10833.0
