,Ukraine,Peru,Yemen,Belarus,Croatia,Serbia,India,Armenia,Brazil,Belgium,Nepal,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Iraq,Republic of Korea,Cyprus,Spain,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Czechoslovakia,Kyrgyzstan,Argentina,Luxembourg,Georgia,Germany,Austria,Morocco,Switzerland,Mexico,USSR,Romania,Azerbaijan,Jordan,Bosnia and Herzegovina,China,Uzbekistan,Yugoslav SFR,Slovakia,Lebanon,Czechia,France,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Australia,Portugal,Egypt,Republic of Moldova,Poland,"China, mainland",Turkey,Italy,Belgium-Luxembourg
2003,56800.0,29344.0,-1.0,24352.0,9963.0,-1.0,10164.0,-1.0,10223.0,22727.0,39278.0,103670.0,10384.0,25436.0,12581.0,11034.0,22950.0,9742.0,17077.0,5790.0,4239.0,34309.0,27539.0,19383.0,513443.0,-1.0,38889.0,24936.0,18158.0,16120.0,32507.0,32426.0,2826.0,15561.0,14384.0,-1.0,252454.0,39007.0,-1.0,14057.0,21863.0,44457.0,-1.0,9257.0,23677.0,39010.0,14978.0,22571.0,15169.0,9807.0,-1.0,34000.0,4239.0,14666.0,53108.0,64048.0,23481.0,21863.0,19024.0,31771.0,-1.0
2004,63427.0,27432.0,-1.0,24495.0,10333.0,-1.0,11148.0,-1.0,14861.0,22727.0,38799.0,99768.0,11475.0,22920.0,20475.0,11499.0,21797.0,8389.0,14240.0,5203.0,4263.0,34044.0,25895.0,18421.0,600164.0,-1.0,38462.0,24975.0,18421.0,16187.0,31880.0,34708.0,15652.0,17253.0,15878.0,-1.0,84095.0,17264.0,-1.0,14400.0,23614.0,46368.0,-1.0,11136.0,22857.0,49760.0,16567.0,20526.0,15710.0,9264.0,-1.0,35575.0,4263.0,14469.0,52905.0,69098.0,27357.0,23614.0,18000.0,31402.0,-1.0
2005,64085.0,38056.0,-1.0,24540.0,11276.0,-1.0,10390.0,-1.0,14633.0,22696.0,38885.0,102179.0,11278.0,24258.0,19697.0,11571.0,19289.0,9000.0,14761.0,3096.0,3898.0,37014.0,36441.0,18319.0,440656.0,-1.0,40000.0,25000.0,18421.0,17669.0,32030.0,25370.0,20669.0,16038.0,14645.0,-1.0,231750.0,46250.0,-1.0,16667.0,26832.0,50981.0,-1.0,11970.0,25194.0,49030.0,20107.0,23000.0,15104.0,7587.0,-1.0,33333.0,3898.0,13158.0,52810.0,42041.0,25069.0,26832.0,19846.0,27500.0,-1.0
2006,49107.0,40133.0,-1.0,22727.0,11614.0,16965.0,11688.0,-1.0,13365.0,22661.0,38961.0,102179.0,11054.0,25836.0,21739.0,11250.0,20702.0,7329.0,14615.0,2526.0,3509.0,36493.0,44167.0,-1.0,456230.0,-1.0,39942.0,27027.0,18421.0,15600.0,32180.0,27480.0,18638.0,15913.0,12283.0,-1.0,229267.0,53000.0,-1.0,12720.0,25290.0,53209.0,-1.0,11450.0,18009.0,66764.0,24252.0,52059.0,26804.0,17182.0,17800.0,37232.0,3509.0,13750.0,53527.0,34277.0,10139.0,25290.0,16925.0,30179.0,-1.0
2007,58549.0,32027.0,-1.0,23529.0,13005.0,16549.0,10714.0,32708.0,13355.0,22609.0,39416.0,101503.0,10405.0,22699.0,40026.0,11000.0,19800.0,7447.0,13309.0,1567.0,4688.0,33728.0,56452.0,-1.0,322717.0,-1.0,45833.0,25093.0,16447.0,16857.0,32330.0,28346.0,27690.0,16547.0,13765.0,-1.0,120415.0,37512.0,-1.0,14824.0,29999.0,49355.0,-1.0,10000.0,20755.0,67871.0,19279.0,43529.0,19905.0,12760.0,16450.0,34293.0,4688.0,12813.0,52658.0,29500.0,3270.0,29999.0,21015.0,27071.0,-1.0
2008,56149.0,40423.0,-1.0,26096.0,9832.0,15253.0,12013.0,29459.0,14337.0,20717.0,39667.0,98467.0,9809.0,11022.0,42000.0,11826.0,20713.0,7393.0,15748.0,2592.0,4091.0,42494.0,71925.0,-1.0,309130.0,-1.0,41953.0,24969.0,16447.0,17714.0,32479.0,29431.0,25793.0,15974.0,12291.0,-1.0,186900.0,31860.0,-1.0,15007.0,30132.0,43548.0,-1.0,11000.0,21905.0,71707.0,21553.0,45366.0,21622.0,17411.0,17333.0,37356.0,4091.0,11881.0,54789.0,38375.0,5912.0,30132.0,20125.0,30577.0,-1.0
2009,62604.0,32537.0,-1.0,26736.0,9364.0,15733.0,11688.0,26313.0,20853.0,22523.0,40487.0,98288.0,9160.0,20952.0,41990.0,12088.0,21069.0,6488.0,17127.0,1373.0,4745.0,40818.0,76797.0,-1.0,281524.0,-1.0,42704.0,24868.0,20000.0,16400.0,32629.0,130690.0,24460.0,15712.0,17617.0,-1.0,251668.0,32366.0,-1.0,14550.0,32110.0,45161.0,-1.0,9293.0,21164.0,76237.0,20917.0,45512.0,20635.0,15302.0,17416.0,47333.0,4745.0,13029.0,48677.0,25418.0,6088.0,32110.0,20489.0,30108.0,-1.0
2010,62162.0,38254.0,-1.0,26471.0,19652.0,16476.0,12338.0,27143.0,21508.0,22450.0,40589.0,87403.0,8590.0,21143.0,50000.0,12361.0,20716.0,5985.0,17122.0,1718.0,4750.0,44307.0,71925.0,-1.0,256696.0,-1.0,54167.0,20833.0,20000.0,15778.0,32779.0,225065.0,19884.0,15490.0,11018.0,-1.0,230597.0,31083.0,-1.0,14620.0,32032.0,43750.0,-1.0,5796.0,18277.0,84869.0,16798.0,49123.0,21290.0,13479.0,18575.0,39333.0,4750.0,12593.0,53281.0,28334.0,3157.0,32032.0,19644.0,29373.0,-1.0
2011,81007.0,40946.0,-1.0,28716.0,12133.0,15959.0,11688.0,28571.0,23528.0,22403.0,35495.0,87117.0,8021.0,27091.0,60000.0,12647.0,20609.0,6825.0,16535.0,3428.0,3492.0,38997.0,62363.0,-1.0,205000.0,-1.0,52000.0,24637.0,20000.0,16263.0,32928.0,319061.0,18272.0,15169.0,14186.0,-1.0,244411.0,31822.0,-1.0,14689.0,33021.0,60909.0,-1.0,2603.0,18360.0,91950.0,20156.0,53523.0,22249.0,9052.0,17376.0,42250.0,3492.0,13704.0,51902.0,29940.0,3938.0,33021.0,19654.0,29116.0,-1.0
2012,68723.0,41310.0,-1.0,33000.0,5201.0,10481.0,12698.0,30000.0,24157.0,22356.0,48456.0,86857.0,7559.0,22202.0,60432.0,14583.0,20927.0,8211.0,20388.0,11126.0,3216.0,45484.0,62813.0,-1.0,256140.0,-1.0,45313.0,26667.0,20000.0,16111.0,33078.0,477383.0,17044.0,15200.0,15847.0,-1.0,213161.0,32788.0,-1.0,14758.0,34325.0,83333.0,-1.0,562.0,21176.0,97925.0,19119.0,56885.0,22951.0,7431.0,16625.0,37750.0,3472.0,14809.0,51672.0,17962.0,7448.0,34325.0,20399.0,28859.0,-1.0
2013,82128.0,43149.0,-1.0,30529.0,7452.0,38303.0,11613.0,30000.0,18480.0,22309.0,52476.0,81763.0,7447.0,23175.0,48002.0,13112.0,20366.0,8377.0,18218.0,13822.0,3188.0,39390.0,63433.0,-1.0,222944.0,-1.0,46400.0,24864.0,20000.0,15904.0,33228.0,239825.0,20818.0,15325.0,14738.0,-1.0,214912.0,33733.0,-1.0,14827.0,35358.0,100000.0,-1.0,432.0,21223.0,103900.0,17304.0,60248.0,23557.0,10485.0,17191.0,57500.0,3425.0,15773.0,51423.0,20892.0,26786.0,35358.0,33198.0,28602.0,-1.0
2014,77833.0,43247.0,-1.0,32000.0,9200.0,33679.0,13871.0,30000.0,16564.0,22262.0,38357.0,81338.0,7335.0,18392.0,44998.0,12528.0,20287.0,5769.0,19228.0,6014.0,3369.0,44138.0,63842.0,-1.0,188410.0,-1.0,46400.0,24820.0,21667.0,15698.0,33378.0,241374.0,17971.0,15400.0,16690.0,-1.0,197209.0,29685.0,-1.0,14896.0,36391.0,88000.0,-1.0,357.0,21271.0,109874.0,17637.0,63611.0,24139.0,9954.0,17232.0,53205.0,3608.0,14026.0,51271.0,9189.0,25013.0,36391.0,26055.0,28345.0,-1.0
