,Cuba,Pacific Islands Trust Territory,United States of America,South Africa,Haiti,Micronesia (Federated States of),Israel,Australia & New Zealand,Dominica,Panama,Madagascar,Puerto Rico,French Guiana,Philippines,Samoa,Ethiopia,Kenya,Guyana,Costa Rica,Swaziland,Senegal,Lebanon,Tunisia,Cayman Islands,Brazil,Paraguay,Polynesia,Morocco,El Salvador,Chile,Honduras,Argentina,Australia,Spain,Central African Republic,Bahamas,Saint Lucia,Jamaica,Ecuador,Réunion,Indonesia,Seychelles,Turkey,Colombia,Trinidad and Tobago,Grenada,Greece,Mauritius,France,Timor-Leste,Democratic Republic of the Congo,New Zealand,Micronesia,Zimbabwe,Congo,Barbados,Martinique,Dominican Republic,Portugal,Bolivia (Plurinational State of),Occupied Palestinian Territory,Peru,Ghana,Mexico,Cook Islands,China,"China, mainland",French Polynesia,Guadeloupe,Sri Lanka,Cyprus,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Rwanda,Bosnia and Herzegovina,Cameroon,Guatemala
1999,6980.0,,166288.0,79910.0,45878.0,,55900.0,33611.0,600.0,2919.0,24000.0,1828.0,247.0,38968.0,900.0,-1.0,53670.0,527.0,23000.0,140.0,-1.0,6200.0,225.0,12.0,86418.0,12000.0,1111.0,13000.0,42500.0,82000.0,800.0,3361.0,24311.0,66099.0,4400.0,-1.0,331.0,3403.0,21203.0,250.0,126480.0,14.0,285.0,158505.0,337.0,1583.0,1473.0,-1.0,180.0,376.0,63713.0,9300.0,-1.0,700.0,5574.0,390.0,363.0,71158.0,9999.0,7500.0,300.0,78037.0,6724.0,879083.0,141.0,70000.0,70000.0,70.0,246.0,7555.0,1000.0,-1.0,41467.0,19056.0,8595.0,-1.0,49000.0,26408.0
2000,6792.0,,217091.0,68876.0,45000.0,,81303.0,36582.0,624.0,2948.0,23000.0,2067.0,370.0,38086.0,1000.0,78032.0,52030.0,757.0,24000.0,310.0,-1.0,3000.0,230.0,13.0,86146.0,12268.0,1201.0,13000.0,40000.0,98000.0,750.0,3395.0,23976.0,63843.0,4500.0,-1.0,396.0,3346.0,16104.0,270.0,145795.0,13.0,300.0,131664.0,320.0,1577.0,1259.0,-1.0,75.0,690.0,62500.0,12606.0,-1.0,797.0,5361.0,440.0,386.0,81736.0,12040.0,7600.0,121.0,83671.0,6840.0,907439.0,124.0,70000.0,70000.0,77.0,243.0,7671.0,1030.0,-1.0,52294.0,20032.0,11636.0,-1.0,50000.0,26277.0
2001,7500.0,,202570.0,68968.0,42000.0,,78600.0,41894.0,603.0,3402.0,23135.0,1964.0,429.0,37257.0,1000.0,13888.0,54400.0,421.0,24264.0,140.0,-1.0,4400.0,241.0,13.0,154206.0,12500.0,1183.0,13600.0,23000.0,110000.0,750.0,3435.0,29834.0,74981.0,4600.0,-1.0,350.0,3288.0,16296.0,300.0,141703.0,13.0,350.0,137065.0,350.0,1577.0,1480.0,-1.0,95.0,1000.0,61310.0,12060.0,-1.0,850.0,5400.0,470.0,383.0,111058.0,12253.0,7610.0,325.0,93459.0,6944.0,940229.0,101.0,74500.0,74500.0,81.0,239.0,7787.0,1030.0,-1.0,44465.0,22819.0,15000.0,-1.0,50450.0,27390.0
2002,3500.0,,180894.0,66523.0,51100.0,,94230.0,41883.0,605.0,3485.0,23154.0,2733.0,250.0,37957.0,973.0,15000.0,52431.0,500.0,24503.0,210.0,,4600.0,244.0,13.0,173930.0,13000.0,1129.0,13500.0,7000.0,140000.0,896.0,3500.0,28485.0,74204.0,4500.0,-1.0,300.0,3229.0,15303.0,320.0,238182.0,13.0,400.0,142700.0,380.0,1575.0,1600.0,-1.0,75.0,1300.0,60143.0,13398.0,-1.0,1000.0,6196.0,490.0,360.0,147534.0,12020.0,7612.0,290.0,94236.0,6933.0,901075.0,70.0,75000.0,75000.0,86.0,237.0,7903.0,1030.0,-1.0,49895.0,22802.0,20000.0,-1.0,52000.0,46700.0
2003,5351.0,,211737.0,77224.0,51000.0,,59470.0,51173.0,650.0,3571.0,23526.0,2646.0,716.0,35123.0,978.0,17201.0,70948.0,399.0,25000.0,350.0,,4900.0,249.0,14.0,156661.0,13500.0,1099.0,14500.0,6822.0,140000.0,1007.0,3484.0,40531.0,76609.0,4400.0,-1.0,280.0,3169.0,11850.0,350.0,255957.0,13.0,370.0,163177.0,400.0,1574.0,1600.0,,64.0,1600.0,60960.0,10642.0,-1.0,1100.0,6297.0,510.0,248.0,273606.0,12592.0,2977.0,268.0,99975.0,7097.0,905000.0,35.0,81000.0,81000.0,86.0,236.0,8019.0,1030.0,-1.0,46229.0,21732.0,30000.0,-1.0,52165.0,65980.0
2004,5244.0,,162749.0,56869.0,47000.0,,73160.0,53649.0,583.0,3696.0,23614.0,4780.0,1240.0,30790.0,983.0,16740.0,80316.0,363.0,24715.0,349.0,,4500.0,255.0,15.0,170534.0,13000.0,1086.0,15700.0,8442.0,160000.0,1124.0,3433.0,41897.0,76297.0,4443.0,-1.0,329.0,3108.0,21928.0,380.0,221774.0,13.0,400.0,170985.0,430.0,1573.0,1635.0,,70.0,2000.0,61790.0,11752.0,-1.0,1105.0,6570.0,530.0,429.0,218790.0,13281.0,3046.0,268.0,108460.0,7237.0,987000.0,15.0,100000.0,100000.0,88.0,235.0,8135.0,1093.0,-1.0,52428.0,22826.0,40000.0,-1.0,53000.0,58910.0
2005,4890.0,,283405.0,105931.0,54000.0,,85640.0,55604.0,533.0,3732.0,23997.0,1879.0,1236.0,37755.0,989.0,28348.0,100277.0,474.0,24713.0,280.0,,5000.0,260.0,15.0,169335.0,13160.0,1093.0,13400.0,8976.0,160000.0,1241.0,3474.0,32634.0,74994.0,4488.0,-1.0,215.0,3047.0,27580.0,400.0,227577.0,13.0,475.0,171603.0,460.0,1571.0,1539.0,,70.0,2300.0,62630.0,22970.0,-1.0,1152.0,6800.0,550.0,462.0,112706.0,14094.0,3120.0,479.0,103417.0,7384.0,1021515.0,17.0,125000.0,125000.0,87.0,234.0,8252.0,1160.0,-1.0,63109.0,25129.0,50000.0,1100.0,54233.0,58967.0
2006,4973.0,,247000.0,61442.0,54000.0,,84909.0,49452.0,500.0,3821.0,24000.0,2245.0,1348.0,25617.0,1000.0,34845.0,103935.0,344.0,24521.0,500.0,,4700.0,266.0,15.0,164441.0,13376.0,1107.0,16400.0,1920.0,205000.0,1400.0,3450.0,34452.0,79824.0,4500.0,-1.0,323.0,2985.0,28000.0,450.0,239463.0,12.0,492.0,191710.0,460.0,1569.0,1534.0,,77.0,2600.0,63480.0,15000.0,-1.0,1189.0,7000.0,580.0,462.0,216378.0,15000.0,3197.0,376.0,113259.0,7350.0,1134250.0,17.0,90000.0,90000.0,90.0,232.0,8368.0,1050.0,-1.0,58663.0,25958.0,60000.0,1100.0,55000.0,117407.0
2007,4666.0,,193100.0,65203.0,58000.0,,85913.0,67238.0,469.0,3914.0,25000.0,1900.0,1447.0,24975.0,1150.0,42849.0,93639.0,294.0,25000.0,650.0,,6000.0,271.0,15.0,154096.0,13500.0,1306.0,16896.0,1958.0,209645.0,1638.0,3600.0,47238.0,82116.0,4600.0,-1.0,284.0,2923.0,28500.0,500.0,201635.0,12.0,931.0,193996.0,470.0,1600.0,1538.0,,31.0,2900.0,64340.0,20000.0,-1.0,1217.0,7200.0,580.0,336.0,183468.0,16000.0,3242.0,377.0,121720.0,7900.0,1142892.0,25.0,92000.0,92000.0,131.0,226.0,8484.0,1114.0,-1.0,83304.0,26815.0,70000.0,1000.0,53000.0,114390.0
2008,4570.0,,105230.0,83534.0,45000.0,,53130.0,62000.0,438.0,4010.0,24000.0,2000.0,1545.0,24180.0,1150.0,32452.0,103523.0,282.0,25379.0,750.0,,6100.0,277.0,16.0,147214.0,13740.0,1328.0,19253.0,2135.0,122633.0,1650.0,3500.0,45000.0,73585.0,4700.0,-1.0,458.0,2861.0,27687.0,550.0,244215.0,12.0,958.0,183968.0,470.0,1562.0,1600.0,,24.0,3551.0,65220.0,17000.0,-1.0,1242.0,7500.0,600.0,340.0,188139.0,16250.0,3306.0,344.0,136303.0,8000.0,1162429.0,31.0,95000.0,95000.0,147.0,223.0,8642.0,960.0,-1.0,71771.0,27700.0,79291.0,1035.0,55000.0,96000.0
2009,4338.0,,270813.0,76726.0,56511.0,,84968.0,58978.0,408.0,4108.0,24706.0,2231.0,1639.0,22763.0,1160.0,37651.0,145204.0,252.0,25699.0,732.0,,7200.0,283.0,17.0,139089.0,14000.0,1342.0,26000.0,2182.0,232202.0,1700.0,3600.0,38478.0,71931.0,4800.0,-1.0,252.0,2798.0,28000.0,577.0,257642.0,12.0,1169.0,189029.0,480.0,1557.0,1475.0,,23.0,3440.0,66112.0,20500.0,-1.0,1263.0,7800.0,621.0,360.0,184357.0,16000.0,5568.0,395.0,157415.0,8120.0,1230973.0,32.0,100000.0,100000.0,149.0,219.0,9423.0,910.0,-1.0,68701.0,28614.0,141130.0,1035.0,54000.0,98639.0
2010,4251.0,,158150.0,83204.0,62833.0,,69545.0,62023.0,350.0,12623.0,25134.0,2200.0,1764.0,22029.0,1196.0,57299.0,202294.0,185.0,25996.0,800.0,,8815.0,288.0,18.0,153189.0,14478.0,1324.0,33645.0,1880.0,166382.0,1611.0,3722.0,41023.0,97378.0,5000.0,1200.0,230.0,2736.0,29000.0,600.0,224278.0,12.0,1207.0,205443.0,517.0,1552.0,1100.0,,20.0,3440.0,67016.0,21000.0,-1.0,1282.0,8046.0,647.0,375.0,288684.0,15952.0,5514.0,480.0,184370.0,8273.0,1107135.0,31.0,103000.0,103000.0,96.0,215.0,9100.0,967.0,-1.0,83618.0,30122.0,130407.0,1000.0,56000.0,94286.0
2011,4056.0,,205432.0,75748.0,71524.0,,75287.0,57825.0,371.0,6501.0,25454.0,2350.0,1836.0,20993.0,1221.0,73097.0,149241.0,167.0,26240.0,788.0,,7709.0,294.0,18.0,160376.0,14945.0,1350.0,33519.0,2887.0,156247.0,1408.0,3827.0,36325.0,83426.0,5551.0,1216.0,200.0,2674.0,27000.0,600.0,275953.0,12.0,1316.0,215089.0,542.0,1547.0,1400.0,,13.0,3551.0,67933.0,21500.0,-1.0,1299.0,8277.0,667.0,400.0,295081.0,16602.0,5426.0,580.0,213662.0,8500.0,1264141.0,29.0,105000.0,105000.0,100.0,212.0,10199.0,1059.0,-1.0,107301.0,31713.0,138337.0,1036.0,61659.0,91457.0
2012,3750.0,,238495.0,88109.0,80230.0,,73351.0,74451.0,360.0,7878.0,26000.0,2450.0,2160.0,20893.0,1250.0,25633.0,166948.0,73.0,26960.0,750.0,,7856.0,300.0,20.0,159903.0,15500.0,1381.0,54340.0,5416.0,160000.0,1356.0,4100.0,48951.0,76337.0,6300.0,1232.0,168.0,2500.0,28600.0,600.0,294200.0,13.0,1463.0,255195.0,600.0,1525.0,1900.0,,10.0,4085.0,66960.0,25500.0,-1.0,1300.0,8530.0,700.0,425.0,290011.0,17500.0,5541.0,600.0,268525.0,8750.0,1316104.0,26.0,108000.0,108000.0,105.0,190.0,10663.0,869.0,-1.0,116964.0,33000.0,145000.0,1100.0,72000.0,94606.0
2013,3750.0,,166106.0,83718.0,88253.0,,91904.0,77582.0,348.0,8035.0,25900.0,2550.0,2160.0,20397.0,1271.0,18206.0,177799.0,211.0,26382.0,840.0,,8009.0,306.0,20.0,157482.0,15933.0,1405.0,28080.0,8256.0,165000.0,1314.0,4021.0,52982.0,69427.0,6761.0,1267.0,156.0,2591.0,27000.0,600.0,289901.0,13.0,1599.0,294997.0,591.0,1544.0,4600.0,,10.0,4245.0,65100.0,24600.0,-1.0,1300.0,8765.0,696.0,435.0,387546.0,18404.0,5681.0,570.0,288387.0,8703.0,1467837.0,24.0,112000.0,112000.0,110.0,209.0,11370.0,980.0,-1.0,112670.0,34093.0,151846.0,1100.0,71776.0,103696.0
2014,3700.0,,179124.0,107176.0,97078.0,,91035.0,66425.0,384.0,8115.0,26156.0,2650.0,2407.0,20061.0,1304.0,53698.0,218692.0,225.0,26000.0,946.0,,7968.0,312.0,20.0,156699.0,15239.0,1436.0,31896.0,10245.0,160000.0,1289.0,3877.0,43969.0,77401.0,5672.0,1300.0,165.0,2600.0,30000.0,691.0,307326.0,12.0,1824.0,288739.0,595.0,1550.0,4630.0,,4.0,4457.0,65206.0,22456.0,-1.0,1400.0,9000.0,700.0,450.0,428301.0,14278.0,5896.0,550.0,349317.0,8700.0,1520695.0,22.0,116000.0,116000.0,110.0,200.0,15620.0,867.0,-1.0,104331.0,34279.0,161519.0,1000.0,66515.0,104113.0
