,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Georgia,Wallis and Futuna Islands,Mauritius,Yemen,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1984,166182.0,229654.0,150000.0,123927.0,81395.0,91773.0,58567.0,62573.0,172381.0,124341.0,71385.0,138034.0,49249.0,159402.0,115241.0,,187773.0,67460.0,182228.0,209656.0,423611.0,95654.0,136932.0,76068.0,116308.0,96154.0,,122069.0,294455.0,56429.0,159927.0,53061.0,,293128.0,192770.0,66016.0,,73666.0,126480.0,133132.0,111602.0,100120.0,81746.0,135684.0,48276.0,41278.0,162917.0,230110.0,,56272.0,,198409.0,75556.0,,101533.0,117414.0,146548.0,,94616.0,75197.0,58034.0,73684.0,128900.0,77977.0,61583.0,225170.0,69919.0,,40904.0,31062.0,,62319.0,,156691.0,130435.0,198501.0,158963.0,76159.0,63774.0,149788.0,305234.0,68879.0,151724.0,,76097.0,281075.0,,24336.0,114931.0,170541.0,,,132705.0,57672.0,80000.0,54718.0,81006.0,184992.0,155135.0,161985.0,110406.0,,135649.0,161116.0,172898.0,183383.0,118255.0,75316.0,58333.0,,31479.0,212627.0,66667.0,67532.0,54054.0,,98084.0,76923.0,62371.0,99083.0,188045.0,144803.0,,193482.0,,19000.0,75391.0,125456.0,67799.0,36130.0,211830.0,78613.0,61000.0,32262.0,,117072.0,146544.0,150548.0,228298.0,65090.0,49343.0,72553.0,,115479.0,14550.0,,76128.0,212230.0,172237.0,98184.0,88811.0,51948.0,63485.0,428380.0,116705.0,66000.0,57359.0,69444.0,152007.0,,287471.0,75830.0,102205.0,100000.0,70588.0,8969.0,,,68222.0,292035.0,117454.0,239761.0,393844.0,57285.0,62000.0,,171338.0,71450.0,,106054.0,134850.0,159092.0,67845.0,61745.0,,61176.0,332609.0,278203.0,140967.0,22222.0,214366.0,131028.0,46154.0,251787.0,,40523.0,222596.0,104921.0,68734.0,190125.0,33950.0,61932.0,54906.0,8214.0,141200.0,26250.0,290665.0,64341.0,61172.0,76288.0,197151.0,43454.0,28042.0,,164727.0,,,44207.0
1985,154317.0,249584.0,155319.0,106437.0,81272.0,337025.0,58543.0,63793.0,175079.0,124283.0,72571.0,138645.0,46310.0,167273.0,125361.0,,162825.0,68800.0,179412.0,223709.0,483333.0,99381.0,126432.0,81916.0,111837.0,102662.0,,124848.0,290597.0,58105.0,168884.0,50000.0,,288786.0,174735.0,64492.0,,76663.0,131162.0,120222.0,103922.0,92396.0,83876.0,136435.0,45625.0,43837.0,157273.0,296622.0,,54980.0,,227333.0,82500.0,,110714.0,115745.0,157246.0,,100697.0,73297.0,57210.0,74200.0,121055.0,83873.0,60840.0,233765.0,69841.0,,43494.0,30973.0,,48913.0,,161702.0,128121.0,204810.0,159596.0,73968.0,68890.0,157343.0,252865.0,65691.0,150847.0,,75776.0,270200.0,,24518.0,124330.0,170761.0,,,120770.0,58180.0,82500.0,53620.0,79755.0,214207.0,144226.0,166149.0,113466.0,,133162.0,162261.0,181262.0,163992.0,117659.0,81946.0,58000.0,,33333.0,244773.0,61111.0,65353.0,52288.0,,109662.0,80000.0,59396.0,90183.0,179379.0,146226.0,,200359.0,,20607.0,70779.0,98496.0,71008.0,38349.0,192555.0,90244.0,68805.0,31628.0,,118756.0,142167.0,162048.0,215700.0,65090.0,47320.0,66286.0,,108901.0,14995.0,,77765.0,211114.0,158639.0,114168.0,88992.0,51282.0,59976.0,443614.0,118333.0,70000.0,69686.0,67568.0,144487.0,,263039.0,77580.0,104028.0,98462.0,77083.0,9310.0,,,69027.0,298551.0,121446.0,241500.0,388487.0,56615.0,66000.0,,158623.0,72646.0,,106808.0,147185.0,169302.0,67347.0,65069.0,,55000.0,344420.0,278628.0,140149.0,22222.0,228858.0,133850.0,42857.0,238087.0,,39152.0,195531.0,92092.0,91786.0,206183.0,30351.0,62694.0,58868.0,8214.0,125605.0,26250.0,385944.0,85496.0,60473.0,69787.0,178093.0,44796.0,28335.0,,138702.0,,,43353.0
1986,157194.0,258779.0,156701.0,111994.0,65451.0,243526.0,63130.0,66848.0,174448.0,124004.0,76329.0,145912.0,49059.0,168696.0,120298.0,,158610.0,70400.0,180668.0,213989.0,420000.0,98308.0,107394.0,96006.0,108604.0,98266.0,,122530.0,297479.0,57664.0,170258.0,53061.0,,263334.0,172050.0,63483.0,,79190.0,130088.0,123328.0,111728.0,94283.0,76234.0,136621.0,46250.0,39405.0,154975.0,286455.0,,52542.0,,227349.0,103750.0,,110714.0,114362.0,147727.0,,102955.0,74471.0,57879.0,77400.0,122247.0,83626.0,60171.0,230759.0,70313.0,,44430.0,31579.0,,50000.0,,166712.0,131687.0,192552.0,162123.0,74286.0,78190.0,146950.0,248121.0,67632.0,150000.0,,77641.0,250261.0,,24716.0,119188.0,165751.0,,,126025.0,58606.0,79545.0,53336.0,79096.0,163454.0,147554.0,166217.0,120564.0,,133438.0,151865.0,178931.0,165393.0,119874.0,76579.0,54400.0,,33462.0,213864.0,54571.0,66847.0,53797.0,,85098.0,80000.0,61585.0,103628.0,183571.0,150813.0,,205434.0,,22525.0,72258.0,93202.0,57313.0,42977.0,216960.0,90244.0,70769.0,32569.0,,117511.0,143606.0,173142.0,214217.0,66559.0,46651.0,67619.0,,118407.0,15653.0,,82797.0,218527.0,169325.0,109709.0,89879.0,51282.0,61536.0,434472.0,118994.0,74000.0,64351.0,70270.0,123799.0,,258139.0,75204.0,98161.0,99231.0,78750.0,9295.0,,,69824.0,289189.0,123690.0,243522.0,408639.0,57105.0,68000.0,,168640.0,72676.0,,108206.0,162924.0,187684.0,67534.0,65734.0,,56000.0,329035.0,285477.0,140449.0,21839.0,231771.0,144170.0,42857.0,217827.0,,36941.0,181967.0,99627.0,87726.0,207111.0,33244.0,64026.0,63519.0,8246.0,140010.0,28966.0,398614.0,53077.0,60606.0,71619.0,209583.0,46957.0,28622.0,,138152.0,,,43931.0
1987,148568.0,196693.0,156250.0,104887.0,75844.0,173017.0,67706.0,62585.0,176959.0,123845.0,76163.0,146428.0,54040.0,169565.0,129415.0,,155163.0,72000.0,191186.0,154930.0,432051.0,98223.0,86931.0,96831.0,104907.0,190877.0,,119242.0,270623.0,58151.0,192478.0,53061.0,,271025.0,179863.0,63437.0,,80746.0,96276.0,117687.0,111720.0,89319.0,68281.0,135661.0,46875.0,39656.0,137881.0,287681.0,,53432.0,,219282.0,105000.0,,110714.0,115134.0,167202.0,,101040.0,74785.0,60067.0,79576.0,125590.0,86098.0,59496.0,233587.0,70229.0,,42222.0,29462.0,,54824.0,,172722.0,134516.0,230954.0,166904.0,75394.0,81799.0,156064.0,234629.0,69026.0,149180.0,,79649.0,231176.0,,25130.0,113310.0,166630.0,,,136766.0,63391.0,79545.0,52100.0,80793.0,193254.0,143706.0,164972.0,119190.0,,130049.0,141973.0,184832.0,159860.0,123556.0,71705.0,63158.0,,40000.0,199741.0,78102.0,68329.0,52288.0,,124587.0,80000.0,62812.0,113071.0,175457.0,149899.0,,207521.0,,21176.0,73718.0,98929.0,62360.0,46419.0,217638.0,90244.0,75040.0,32723.0,,116488.0,145791.0,159492.0,221934.0,66705.0,49538.0,69524.0,,116576.0,17040.0,,82364.0,221954.0,167136.0,95718.0,89841.0,51282.0,61212.0,429742.0,122051.0,76000.0,73916.0,70270.0,121846.0,,248672.0,80408.0,96077.0,99231.0,80000.0,9336.0,,,70614.0,235200.0,126710.0,228736.0,448304.0,56992.0,76667.0,,166823.0,77096.0,,105406.0,175390.0,228946.0,66534.0,66530.0,,57000.0,336976.0,283573.0,148519.0,21839.0,246019.0,135926.0,43750.0,217336.0,,35679.0,165926.0,97268.0,83357.0,214143.0,33034.0,66359.0,66182.0,8246.0,137131.0,28966.0,427154.0,97938.0,62416.0,73048.0,219310.0,47347.0,28047.0,,151046.0,,,44509.0
1988,150328.0,276201.0,152000.0,105280.0,73880.0,173507.0,72512.0,61783.0,180564.0,123840.0,74253.0,141496.0,55963.0,133478.0,144087.0,,150500.0,73600.0,167500.0,142317.0,396429.0,97727.0,114767.0,105853.0,100501.0,191740.0,,135602.0,300498.0,57447.0,197829.0,53061.0,,267042.0,168966.0,61352.0,,83498.0,95112.0,111669.0,120451.0,84788.0,78797.0,149314.0,46875.0,41115.0,157087.0,290304.0,,54737.0,,219482.0,112500.0,,110714.0,122956.0,170971.0,,92149.0,75815.0,60664.0,79545.0,123864.0,96784.0,60057.0,226898.0,70149.0,,43293.0,29462.0,,55294.0,,173511.0,136597.0,220634.0,168111.0,76563.0,78533.0,150930.0,237432.0,69500.0,138710.0,,79433.0,262789.0,,25172.0,119017.0,166321.0,,,116905.0,62135.0,81818.0,53055.0,81585.0,196233.0,143518.0,162801.0,120903.0,,130680.0,158646.0,184814.0,118109.0,122704.0,67439.0,58824.0,,33460.0,207326.0,72821.0,69799.0,50725.0,,122966.0,80000.0,63487.0,131651.0,173312.0,150258.0,,209417.0,,20139.0,74873.0,97920.0,80362.0,44376.0,218658.0,90244.0,77057.0,33181.0,,117200.0,151820.0,172384.0,231055.0,66316.0,49556.0,71154.0,100000.0,121010.0,19264.0,,81125.0,214374.0,167789.0,94636.0,97102.0,51282.0,61578.0,449412.0,121540.0,72727.0,73063.0,70270.0,132018.0,,309232.0,82059.0,104523.0,100000.0,79167.0,9323.0,,,71304.0,229861.0,121202.0,221184.0,406902.0,58358.0,56667.0,,167349.0,80691.0,,107414.0,173165.0,231602.0,64976.0,67151.0,,58000.0,324141.0,274921.0,147244.0,21839.0,221132.0,136739.0,43750.0,223311.0,,34589.0,162019.0,96591.0,77468.0,216094.0,34841.0,74645.0,68750.0,8276.0,135694.0,28966.0,414475.0,101872.0,62785.0,80845.0,213587.0,45224.0,29408.0,,151152.0,,,44509.0
1989,143086.0,299171.0,156000.0,111960.0,77650.0,164612.0,77082.0,63473.0,177846.0,123302.0,74725.0,139603.0,50806.0,170435.0,135548.0,,145589.0,73600.0,180961.0,129841.0,371915.0,99790.0,126746.0,118070.0,105535.0,194630.0,,141297.0,322555.0,57882.0,188259.0,53061.0,,289292.0,186772.0,60470.0,,84627.0,96121.0,104928.0,113129.0,88075.0,79565.0,133027.0,47500.0,40277.0,147728.0,310831.0,,54549.0,,236572.0,112500.0,,110714.0,127179.0,185365.0,,89847.0,76890.0,63043.0,76833.0,125935.0,154410.0,58131.0,231285.0,70073.0,,43754.0,29621.0,,58025.0,,191384.0,142359.0,205512.0,173249.0,77399.0,88702.0,150410.0,272321.0,60483.0,130159.0,,80000.0,271836.0,,25322.0,123694.0,151819.0,,,116490.0,63409.0,80435.0,51238.0,96831.0,184952.0,148331.0,171186.0,117141.0,,123174.0,166939.0,187169.0,127102.0,126339.0,64660.0,85417.0,,32593.0,289111.0,102678.0,71257.0,52215.0,,135071.0,80000.0,63645.0,160851.0,186904.0,157343.0,,216917.0,,24068.0,76196.0,97927.0,65123.0,43925.0,213126.0,90244.0,72632.0,33258.0,,115945.0,153254.0,166378.0,258211.0,65703.0,52401.0,72500.0,75000.0,124413.0,24498.0,,85624.0,230774.0,166642.0,98721.0,98422.0,51250.0,61605.0,497723.0,139987.0,72727.0,54346.0,70270.0,114129.0,,295807.0,84661.0,103303.0,100000.0,83333.0,9217.0,,,72174.0,234224.0,127732.0,232381.0,418979.0,61469.0,74286.0,,166257.0,84967.0,,103986.0,191077.0,273654.0,69010.0,67797.0,,59000.0,301856.0,279142.0,149180.0,21839.0,210842.0,137836.0,44444.0,210716.0,,33619.0,164140.0,100838.0,74418.0,210871.0,35056.0,73390.0,68947.0,8276.0,133967.0,29041.0,371966.0,82911.0,63154.0,74093.0,220604.0,46700.0,32911.0,,141586.0,,,44509.0
1990,155922.0,283159.0,164271.0,99533.0,66856.0,173355.0,76713.0,65033.0,173529.0,123140.0,66216.0,149855.0,64644.0,161198.0,140021.0,,143852.0,81579.0,195903.0,197508.0,346304.0,98560.0,141422.0,115250.0,108821.0,176057.0,,114362.0,337540.0,56635.0,215160.0,52941.0,,272355.0,172132.0,57777.0,,95686.0,117384.0,97019.0,117416.0,79318.0,77509.0,160495.0,61266.0,45319.0,154065.0,296871.0,,69257.0,,252050.0,76667.0,,119927.0,124188.0,178839.0,,89577.0,70028.0,58516.0,79485.0,126234.0,157973.0,63258.0,224458.0,67346.0,,42379.0,27410.0,,56443.0,,195032.0,141993.0,182040.0,183012.0,72411.0,76322.0,147730.0,267412.0,72102.0,140625.0,,89606.0,285644.0,,25513.0,124945.0,141074.0,,,119366.0,60167.0,69767.0,53050.0,99859.0,141913.0,144045.0,168788.0,107703.0,,130439.0,176814.0,196452.0,118836.0,126525.0,62305.0,71368.0,,31357.0,326019.0,85383.0,64997.0,52496.0,,149954.0,66667.0,56889.0,203489.0,168091.0,151048.0,,229646.0,,24868.0,76402.0,97802.0,53050.0,59466.0,225078.0,89105.0,75082.0,32817.0,,116400.0,154304.0,162544.0,276210.0,64831.0,48894.0,82370.0,75000.0,120931.0,31941.0,,86379.0,231211.0,172781.0,102368.0,102125.0,51220.0,40767.0,520040.0,142127.0,76852.0,44752.0,73359.0,94402.0,,308842.0,83857.0,104388.0,104318.0,77200.0,9956.0,,,65490.0,184355.0,127322.0,227973.0,248680.0,57172.0,88000.0,,172190.0,95644.0,,98626.0,187103.0,269150.0,75897.0,59101.0,,58870.0,294768.0,276743.0,111362.0,21980.0,237159.0,140570.0,45000.0,209578.0,,32736.0,169962.0,99445.0,72146.0,229820.0,37011.0,94650.0,73621.0,9802.0,136000.0,32083.0,358919.0,65874.0,69481.0,71167.0,233094.0,41888.0,38137.0,,160003.0,,,44711.0
1991,145785.0,310800.0,148472.0,111198.0,72408.0,165463.0,92999.0,41486.0,172590.0,123082.0,54330.0,168134.0,48100.0,162684.0,140127.0,,126470.0,70682.0,175733.0,184798.0,466175.0,97257.0,138940.0,122863.0,108402.0,156951.0,,84496.0,353564.0,54866.0,179936.0,51282.0,,319498.0,180289.0,54885.0,,94817.0,135178.0,96914.0,112062.0,92937.0,78969.0,142695.0,46784.0,45717.0,150580.0,304665.0,,64264.0,,260562.0,77503.0,,,124662.0,183475.0,,87702.0,54008.0,67532.0,79604.0,127422.0,148554.0,59923.0,249797.0,67350.0,,44832.0,27382.0,,65242.0,,198503.0,147575.0,178265.0,187553.0,40310.0,90158.0,152108.0,214251.0,75529.0,146154.0,,92810.0,272141.0,,25675.0,123626.0,127419.0,,,124611.0,62851.0,78000.0,55636.0,102820.0,164694.0,146934.0,165181.0,120997.0,,124223.0,180957.0,206572.0,145191.0,125445.0,65026.0,105487.0,,26007.0,385986.0,79433.0,68759.0,51425.0,,160514.0,66408.0,58773.0,150331.0,168808.0,143128.0,,222340.0,,20929.0,80107.0,97744.0,58143.0,62981.0,223260.0,103276.0,77402.0,31776.0,,116904.0,149758.0,165120.0,256523.0,64406.0,52074.0,85056.0,75000.0,139045.0,43641.0,,84603.0,235824.0,170718.0,105277.0,102728.0,51190.0,37758.0,515812.0,140113.0,72607.0,36203.0,66667.0,104978.0,,291354.0,85412.0,101473.0,79815.0,103222.0,9278.0,,,73000.0,191168.0,157813.0,234232.0,238784.0,64212.0,60000.0,,170285.0,79427.0,,105910.0,189806.0,242647.0,80879.0,67173.0,,63459.0,309424.0,270680.0,119313.0,22368.0,232471.0,139643.0,45455.0,209175.0,,31349.0,171013.0,96785.0,72243.0,229579.0,41629.0,94955.0,75932.0,10574.0,137339.0,29256.0,380774.0,75347.0,64871.0,72006.0,238456.0,40771.0,45588.0,,144535.0,,,41143.0
1992,,287455.0,149011.0,108887.0,81685.0,166979.0,106020.0,41745.0,171964.0,123125.0,47847.0,169562.0,48232.0,170855.0,139557.0,,134320.0,70653.0,178714.0,187067.0,478251.0,96919.0,122740.0,128845.0,123037.0,150260.0,108442.0,39982.0,377246.0,55329.0,167267.0,50000.0,112741.0,274678.0,148213.0,55772.0,,90694.0,105540.0,94812.0,126823.0,,80302.0,160119.0,47465.0,45959.0,153881.0,306731.0,109033.0,64140.0,49525.0,230513.0,79831.0,,,125926.0,185273.0,85407.0,88788.0,55883.0,65573.0,80571.0,129965.0,161194.0,59945.0,247841.0,67408.0,182477.0,46559.0,27414.0,,64541.0,181414.0,194853.0,139925.0,178528.0,192288.0,39835.0,95078.0,151711.0,221950.0,79731.0,145455.0,135380.0,92310.0,273910.0,106452.0,25838.0,122580.0,131065.0,130461.0,130610.0,129711.0,62882.0,74892.0,55954.0,107080.0,173677.0,153159.0,163701.0,120974.0,,129348.0,170944.0,203335.0,155786.0,127705.0,61662.0,125807.0,,26493.0,386107.0,82998.0,68172.0,47156.0,184142.0,160336.0,66380.0,57052.0,140352.0,176834.0,126410.0,165357.0,231119.0,,20547.0,80370.0,95753.0,51985.0,68220.0,198846.0,103407.0,77037.0,32599.0,129202.0,117822.0,155177.0,161080.0,261578.0,64430.0,52642.0,84806.0,74475.0,143250.0,31757.0,,87589.0,233314.0,183973.0,113825.0,114037.0,51163.0,34694.0,531477.0,140491.0,73333.0,45291.0,66572.0,104108.0,,274479.0,85033.0,99666.0,80614.0,102548.0,9171.0,,,74897.0,191189.0,154392.0,236678.0,181481.0,62542.0,48261.0,163948.0,183263.0,79330.0,69043.0,106902.0,177962.0,315140.0,83377.0,64289.0,150758.0,63479.0,278147.0,278853.0,120893.0,24054.0,251485.0,141372.0,42105.0,225904.0,148702.0,29337.0,177791.0,95404.0,71919.0,218488.0,39289.0,92775.0,78167.0,10192.0,121604.0,29327.0,492343.0,52197.0,64322.0,71632.0,244690.0,41205.0,36917.0,64433.0,133967.0,,106146.0,41405.0
1993,,269310.0,149549.0,106804.0,108383.0,192300.0,104744.0,42031.0,175313.0,123126.0,56741.0,169752.0,48291.0,176147.0,151509.0,,144112.0,71132.0,201781.0,192557.0,449800.0,96868.0,147481.0,157344.0,135801.0,157938.0,102448.0,87291.0,424698.0,55999.0,174324.0,53636.0,87455.0,309032.0,,57913.0,,89324.0,102974.0,88323.0,130062.0,,72948.0,156529.0,47964.0,46727.0,157288.0,320732.0,102103.0,63943.0,50038.0,253551.0,89865.0,154428.0,,127736.0,175807.0,117367.0,91164.0,57819.0,60778.0,82552.0,131895.0,167513.0,59685.0,262691.0,67819.0,209778.0,44078.0,27771.0,,65443.0,203529.0,210418.0,143841.0,177346.0,196057.0,41219.0,103819.0,156824.0,236131.0,77990.0,143904.0,161231.0,92606.0,271730.0,144310.0,25936.0,132076.0,132834.0,149578.0,132126.0,126157.0,63216.0,75000.0,56456.0,116894.0,148460.0,165687.0,161865.0,119817.0,20833.0,117576.0,175042.0,193025.0,146501.0,128921.0,59266.0,122182.0,31150.0,26362.0,396409.0,85500.0,69210.0,47146.0,183685.0,159596.0,66352.0,59840.0,119302.0,183453.0,120983.0,180870.0,238524.0,,20119.0,80357.0,94501.0,52703.0,67012.0,227161.0,102707.0,75183.0,,130879.0,117102.0,163176.0,170518.0,278758.0,66034.0,54748.0,84951.0,74418.0,150589.0,42240.0,,85661.0,238758.0,180937.0,114669.0,112402.0,51136.0,32395.0,536251.0,143882.0,72020.0,41381.0,66614.0,109978.0,,271115.0,84604.0,104737.0,79056.0,101874.0,9222.0,,161854.0,74268.0,173753.0,154759.0,233247.0,161455.0,61633.0,42500.0,174189.0,180505.0,80005.0,61833.0,106300.0,182363.0,249816.0,83792.0,66759.0,138853.0,63654.0,312000.0,272726.0,117557.0,21798.0,259779.0,132312.0,43945.0,228587.0,151880.0,28117.0,182153.0,96293.0,73939.0,230618.0,40847.0,91778.0,79032.0,11727.0,132092.0,29390.0,574139.0,79672.0,65076.0,67991.0,250241.0,40495.0,45653.0,67271.0,112629.0,,118105.0,41665.0
1994,,306736.0,149658.0,112461.0,78216.0,154754.0,101822.0,42802.0,175393.0,122966.0,65526.0,169255.0,48556.0,192252.0,151868.0,,138353.0,72562.0,213592.0,136537.0,552469.0,96406.0,181842.0,136136.0,143410.0,160282.0,85354.0,85489.0,403563.0,56040.0,169334.0,52749.0,97949.0,323561.0,,58355.0,,90398.0,105811.0,85822.0,127887.0,,73084.0,180063.0,48283.0,48377.0,159832.0,324423.0,96795.0,63677.0,50893.0,257031.0,89904.0,135308.0,,128732.0,167176.0,110150.0,88474.0,59647.0,63778.0,79800.0,141284.0,210674.0,60491.0,261160.0,68040.0,182266.0,44358.0,27345.0,157708.0,67708.0,202381.0,228040.0,140912.0,191649.0,205670.0,41719.0,99243.0,153993.0,257169.0,76935.0,144118.0,144404.0,93001.0,266305.0,149140.0,25828.0,127594.0,120551.0,102851.0,124927.0,125697.0,62286.0,74878.0,56810.0,111686.0,146739.0,166371.0,159067.0,122262.0,24286.0,120646.0,197164.0,209326.0,149457.0,129985.0,59619.0,87709.0,31928.0,26507.0,438896.0,96218.0,69548.0,47275.0,163334.0,147591.0,66325.0,58105.0,120834.0,190301.0,118977.0,191918.0,250818.0,,20444.0,79545.0,92898.0,52215.0,69060.0,203617.0,103525.0,73997.0,,146126.0,116181.0,168874.0,191963.0,251306.0,65923.0,55448.0,85271.0,74360.0,161335.0,40864.0,,88969.0,253661.0,182177.0,119239.0,121530.0,51111.0,31208.0,503691.0,147015.0,71582.0,36575.0,66660.0,109304.0,,284244.0,84333.0,108163.0,79053.0,101200.0,9295.0,,137114.0,73246.0,173567.0,157511.0,239396.0,148290.0,61724.0,35863.0,168004.0,181746.0,80140.0,66146.0,107162.0,171527.0,262758.0,84218.0,68227.0,110591.0,64437.0,341368.0,273410.0,118973.0,22531.0,257198.0,146686.0,45455.0,200423.0,133094.0,26410.0,186776.0,100553.0,69831.0,229917.0,41827.0,92126.0,74653.0,11722.0,131805.0,29445.0,460424.0,70839.0,64412.0,66687.0,249110.0,40412.0,43789.0,78067.0,122693.0,,107109.0,41933.0
1995,,244450.0,149866.0,116969.0,78602.0,166535.0,105273.0,49037.0,169859.0,122541.0,58534.0,150184.0,48954.0,206118.0,158094.0,,141239.0,72308.0,203454.0,170303.0,595319.0,96257.0,181879.0,136704.0,146001.0,162073.0,75187.0,83640.0,387609.0,55411.0,165526.0,51688.0,89070.0,315127.0,,59065.0,,92299.0,110318.0,87718.0,140546.0,,75960.0,179962.0,48485.0,62436.0,178641.0,343087.0,93088.0,60366.0,48232.0,253446.0,87746.0,138023.0,,130065.0,165135.0,105351.0,90251.0,61582.0,64379.0,89456.0,143699.0,187345.0,61044.0,265876.0,68034.0,173488.0,44826.0,27977.0,156788.0,64286.0,206557.0,236936.0,139877.0,204563.0,216939.0,39467.0,107862.0,165956.0,292184.0,75974.0,143307.0,133883.0,96675.0,283445.0,143480.0,25847.0,144992.0,120046.0,141446.0,142136.0,132612.0,63981.0,74945.0,57243.0,109513.0,146454.0,163894.0,167857.0,121207.0,23077.0,112327.0,196331.0,207567.0,144826.0,133333.0,58846.0,77884.0,32538.0,26157.0,491359.0,76238.0,69682.0,45736.0,166905.0,132381.0,66298.0,59674.0,120196.0,228207.0,115403.0,234572.0,264273.0,,18915.0,80435.0,92618.0,44591.0,86999.0,214098.0,104160.0,71059.0,,136984.0,115251.0,163448.0,198390.0,263119.0,64387.0,55506.0,85771.0,74301.0,190166.0,30795.0,,90266.0,247621.0,185288.0,114685.0,102305.0,51087.0,30611.0,507399.0,154523.0,71147.0,51473.0,66711.0,120085.0,110714.0,292084.0,84596.0,104460.0,79255.0,100525.0,9284.0,,141016.0,73788.0,162624.0,155105.0,234242.0,239620.0,61244.0,35476.0,164684.0,185015.0,79819.0,77483.0,108549.0,191486.0,269755.0,88068.0,67405.0,98728.0,64582.0,321753.0,282407.0,123444.0,20161.0,243174.0,171006.0,42105.0,172460.0,133916.0,26135.0,184440.0,102707.0,78219.0,234458.0,44598.0,91844.0,72312.0,11754.0,148665.0,29525.0,426190.0,70072.0,66987.0,67288.0,249944.0,40471.0,36684.0,85873.0,117400.0,,102619.0,42159.0
