,Philippines,Panama,Madagascar,Togo,United Republic of Tanzania,Burundi,Thailand,Costa Rica,Senegal,Solomon Islands,Papua New Guinea,Suriname,Benin,Equatorial Guinea,Brazil,Paraguay,Honduras,Colombia,Central African Republic,Gabon,Ecuador,Indonesia,Angola,Venezuela (Bolivarian Republic of),Sao Tome and Principe,Malaysia,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Congo,Dominican Republic,Peru,Gambia,Ghana,Guinea,Guatemala,"China, mainland",Sierra Leone,Guinea-Bissau,Côte d'Ivoire,Cameroon,China,Liberia
1993,195000.0,-1.0,24500.0,120000.0,53000.0,14500.0,1827307.0,364000.0,40000.0,140000.0,985033.0,8681.0,130000.0,38500.0,231000.0,175000.0,367870.0,1750000.0,50000.0,40700.0,947231.0,17110000.0,250000.0,103975.0,5500.0,39700000.0,42659.0,1125033.0,30000.0,1041000.0,7200000.0,83000.0,115000.0,133500.0,35000.0,870000.0,770000.0,105000.0,600000.0,235000.0,70000.0,1503020.0,950000.0,600000.0,127000.0
1994,194000.0,-1.0,21500.0,120000.0,54000.0,13000.0,1922516.0,474598.0,50000.0,126000.0,988251.0,7500.0,130000.0,37500.0,308000.0,175000.0,410826.0,1681700.0,50000.0,37700.0,1081600.0,20040000.0,260000.0,144934.0,4100.0,38800000.0,27300.0,1114251.0,40000.0,1046000.0,7250000.0,85000.0,128000.0,145073.0,35000.0,879278.0,800000.0,147000.0,600000.0,231418.0,70000.0,1521701.0,950000.0,600000.0,127000.0
1995,189000.0,-1.0,21500.0,136000.0,55000.0,14000.0,2255453.0,490000.0,69000.0,130000.0,983592.0,5100.0,180000.0,36000.0,328000.0,110000.0,463752.0,1842900.0,40000.0,37000.0,1025310.0,22400000.0,265000.0,172393.0,3600.0,42200000.0,32000.0,1113592.0,41000.0,1061000.0,7800000.0,87000.0,136000.0,134100.0,35000.0,901170.0,800000.0,160000.0,600000.0,225000.0,70000.0,1451360.0,1000000.0,600000.0,127000.0
1996,186000.0,-1.0,20000.0,144000.0,56000.0,14500.0,2688000.0,422000.0,60000.0,130000.0,1010000.0,110.0,190000.0,37000.0,352000.0,110000.0,496048.0,1914300.0,40000.0,33500.0,1043088.0,24490000.0,270000.0,255054.0,5500.0,44030000.0,40098.0,1140000.0,50000.0,1072000.0,7750000.0,90000.0,136000.0,128098.0,35000.0,984394.0,830000.0,240000.0,608000.0,238000.0,70000.0,1642835.0,1000000.0,608000.0,127000.0
1997,186000.0,25000.0,21000.0,115000.0,55000.0,15000.0,2680342.0,489000.0,60000.0,137000.0,923000.0,85.0,200000.0,35000.0,360000.0,110000.0,555469.0,2042900.0,40000.0,35000.0,1357616.0,26930000.0,265000.0,316022.0,5600.0,47670000.0,35646.0,1060000.0,53000.0,1109786.0,7750000.0,85000.0,136000.0,143760.0,35000.0,955505.0,830000.0,220000.0,615000.0,245000.0,80000.0,1010800.0,1050000.0,615000.0,174000.0
1998,186000.0,50000.0,21000.0,115000.0,58000.0,14500.0,2464773.0,444000.0,64000.0,138000.0,1050000.0,500.0,220000.0,34500.0,380000.0,110000.0,659205.0,2057200.0,40000.0,32000.0,1503020.0,29510000.0,270000.0,338714.0,4900.0,43840000.0,65000.0,1188000.0,53000.0,1144819.0,7800000.0,87000.0,136000.0,173184.0,35000.0,1022010.0,830000.0,240000.0,622000.0,200000.0,80000.0,1228200.0,1050000.0,622000.0,174000.0
1999,199000.0,57000.0,22000.0,115000.0,62000.0,14000.0,3512370.0,492000.0,64000.0,133000.0,1107000.0,750.0,220000.0,35000.0,400000.0,125000.0,609400.0,2400000.0,35000.0,32000.0,952140.0,32775000.0,270000.0,336260.0,5500.0,55000000.0,95000.0,1240000.0,53000.0,1099440.0,8000000.0,90000.0,136000.0,198852.0,35000.0,1031919.0,830000.0,300000.0,630000.0,175000.0,80000.0,1325400.0,1100000.0,630000.0,174000.0
2000,245000.0,58000.0,21000.0,115000.0,64000.0,13000.0,3342923.0,609117.0,65000.0,150000.0,1245000.0,1100.0,220000.0,35000.0,450000.0,125000.0,618600.0,2470000.0,30000.0,32000.0,1339400.0,36380000.0,280000.0,372658.0,10700.0,56600000.0,138000.0,1395000.0,53000.0,1119190.0,8220000.0,90000.0,153000.0,140088.0,35000.0,1066426.0,830000.0,320000.0,640000.0,175000.0,80000.0,1133606.0,1100000.0,640000.0,174000.0
2001,288000.0,59000.0,21000.0,115000.0,64000.0,9500.0,4096562.0,666084.0,65000.0,150000.0,1218000.0,1100.0,230000.0,35000.0,460000.0,125000.0,668794.0,2600000.0,30000.0,32000.0,1424000.0,40950000.0,280000.0,348295.0,12500.0,58950000.0,184000.0,1368000.0,53000.0,1085070.0,8500000.0,90000.0,153000.0,175821.0,35000.0,1102087.0,830000.0,400000.0,650000.0,180000.0,80000.0,993438.0,1150000.0,650000.0,174000.0
2002,337975.0,57500.0,21000.0,115000.0,65000.0,11000.0,4001376.0,571200.0,65000.0,150000.0,1178000.0,1100.0,240000.0,35000.0,450000.0,125500.0,797410.0,2600000.0,30000.0,32000.0,1645000.0,46800000.0,280000.0,319873.0,12750.0,59546000.0,200000.0,1328000.0,53000.0,1052040.0,8500000.0,90000.0,155000.0,148965.0,35000.0,1100000.0,830000.0,400000.0,660000.0,180000.0,80000.0,1160122.0,1150000.0,660000.0,174000.0
2003,355111.0,59000.0,21000.0,115000.0,65000.0,15000.0,4902575.0,581000.0,70000.0,150000.0,1200000.0,1100.0,270000.0,35000.0,516000.0,126500.0,929752.0,2579459.0,28000.0,32000.0,1522000.0,52600000.0,280000.0,275905.0,13000.0,66775000.0,217063.0,1350000.0,53500.0,1065300.0,8632000.0,90000.0,155000.0,180446.0,35000.0,1600000.0,830000.0,420000.0,670000.0,195000.0,80000.0,1029141.0,1200000.0,670000.0,174000.0
2004,355874.0,65000.0,21000.0,115000.0,65000.0,20000.0,5181797.0,670000.0,70000.0,150000.0,1250000.0,1100.0,270000.0,35000.0,550000.0,125660.0,951142.0,3106500.0,28000.0,32000.0,1843819.0,60425500.0,280000.0,331668.0,13500.0,69881000.0,247905.0,1400000.0,56000.0,1078770.0,8700000.0,100000.0,154330.0,208538.0,35000.0,1955300.0,830000.0,420000.0,675000.0,210000.0,80000.0,1311035.0,1200000.0,675000.0,174000.0
2005,354812.0,67500.0,21000.0,115000.0,65000.0,33000.0,5002670.0,780000.0,70000.0,150000.0,1300000.0,1100.0,290000.0,35000.0,560000.0,125880.0,972394.0,3272500.0,26250.0,32000.0,1554391.0,74000000.0,280000.0,304468.0,13500.0,74800000.0,219270.0,1450000.0,57300.0,1092450.0,8500000.0,105000.0,165000.0,199941.0,35000.0,2024600.0,830000.0,540000.0,675000.0,210000.0,80000.0,1231754.0,1450000.0,675000.0,174000.0
2006,373435.0,69000.0,21000.0,120000.0,65000.0,55000.0,6715036.0,872444.0,70000.0,170000.0,1350000.0,1100.0,300000.0,35000.0,590000.0,125880.0,1420414.0,3200000.0,22500.0,32000.0,1673088.0,80250000.0,280000.0,307403.0,15000.0,79400000.0,309582.0,1520000.0,58700.0,1106300.0,8300000.0,135000.0,165000.0,236374.0,35000.0,2097400.0,830000.0,800000.0,650000.0,195000.0,80000.0,1328443.0,1500000.0,650000.0,174000.0
2007,414161.0,76500.0,21000.0,120000.0,65000.0,85000.0,6389983.0,825000.0,71000.0,170000.0,1400000.0,1200.0,320000.0,35000.0,660000.0,142500.0,1427552.0,3200000.0,18750.0,33500.0,1809473.0,78000000.0,280000.0,327750.0,15000.0,79100000.0,292499.0,1570000.0,60000.0,1120350.0,8500000.0,139000.0,165100.0,238448.0,36000.0,1684500.0,830000.0,880000.0,665000.0,196000.0,80000.0,1359470.0,1550000.0,665000.0,174000.0
2008,465995.0,64100.0,21100.0,130000.0,65000.0,95000.0,9270510.0,863200.0,91000.0,177300.0,1700000.0,1200.0,330000.0,35000.0,1091104.0,142500.0,1432287.0,3200000.0,14414.0,33500.0,2204314.0,85000000.0,250000.0,470575.0,15000.0,88672000.0,307757.0,1877300.0,63300.0,1134580.0,8500000.0,139500.0,188800.0,265250.0,35000.0,1896760.0,830000.0,840000.0,668000.0,201000.0,80000.0,1424043.0,1555000.0,668000.0,174000.0
2009,516115.0,77650.0,21100.0,138000.0,65000.0,90000.0,8162703.0,897750.0,93000.0,181820.0,1730000.0,1250.0,440000.0,35000.0,1122399.0,152000.0,1578952.0,3200000.0,9200.0,20000.0,2226775.0,90000000.0,280000.0,370980.0,16000.0,87825000.0,367084.0,1911820.0,73300.0,1149900.0,8500000.0,140000.0,212300.0,268268.0,35000.0,2103600.0,830000.0,880000.0,670000.0,209000.0,81000.0,1748754.0,1600000.0,670000.0,174000.0
2010,565460.0,61100.0,21200.0,146500.0,69500.0,84000.0,8223135.0,985800.0,120000.0,191000.0,1850000.0,1250.0,460000.0,35000.0,1292713.0,152000.0,1768216.0,3889474.0,4721.0,20000.0,2850465.0,97800000.0,280000.0,447360.0,16100.0,84965000.0,438172.0,2041000.0,86700.0,1163583.0,8000000.0,141250.0,236000.0,291802.0,35000.0,2004300.0,830000.0,940000.0,660000.0,212000.0,80000.0,1566711.0,2200000.0,660000.0,174000.0
2011,540914.0,52100.0,21200.0,146000.0,71000.0,70000.0,10776848.0,1050000.0,120000.0,191000.0,2000000.0,1300.0,460000.0,35000.0,1301192.0,152000.0,1866912.0,4613805.0,5000.0,20000.0,2097356.0,105000000.0,280000.0,438526.0,16100.0,93815376.0,507011.0,2191000.0,86700.0,1172695.0,8000000.0,142000.0,258500.0,359784.0,35000.0,2125600.0,830000.0,1260000.0,650000.0,212000.0,80500.0,1636000.0,2400000.0,650000.0,173348.0
2012,531294.0,53400.0,22000.0,150000.0,72500.0,72000.0,11357835.0,1111250.0,122000.0,237000.0,2050000.0,1300.0,530000.0,36000.0,1240992.0,152000.0,1988723.0,4670860.0,5500.0,20000.0,2649051.0,113000000.0,280000.0,374486.0,16100.0,93265096.0,462662.0,2287000.0,80000.0,1167252.0,8100000.0,143500.0,262000.0,518319.0,35000.0,2196100.0,830000.0,1440000.0,660000.0,210000.0,80500.0,1838540.0,2500000.0,660000.0,172193.0
2013,473416.0,54550.0,21200.0,147000.0,72500.0,79000.0,12374489.0,1303960.0,120000.0,240000.0,2100000.0,1350.0,560000.0,36000.0,1246835.0,152000.0,2087203.0,5053170.0,5800.0,21000.0,2316838.0,120000000.0,280000.0,397335.0,16200.0,95728592.0,567554.0,2340000.0,100000.0,1176646.0,8000000.0,144000.0,262000.0,566583.0,35000.0,2326920.0,830000.0,1480000.0,670000.0,210000.0,80500.0,1743775.0,2450000.0,670000.0,171391.0
2014,437439.0,56646.0,20905.0,144687.0,72725.0,85847.0,12434520.0,884406.0,120181.0,238675.0,2158822.0,1322.0,586975.0,35950.0,1393873.0,150730.0,2165056.0,5531895.0,5969.0,21002.0,3468510.0,126684128.0,279688.0,407111.0,16558.0,96066760.0,678935.0,2397497.0,97786.0,1183563.0,7962213.0,144205.0,263050.0,617634.0,35071.0,2443270.0,833458.0,1500000.0,678090.0,209819.0,80780.0,1672877.0,2571881.0,678090.0,175153.0
