,Kenya,Peru,"China, Taiwan Province of",Zambia,Israel,Philippines,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Zimbabwe,Australia,Austria,Spain,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Slovenia,Senegal,Czechia,Argentina,Costa Rica,"China, mainland",Germany,Belgium,Morocco,Finland,Switzerland,Mexico,Slovakia,Ecuador,Jordan,China,Tunisia,Colombia,South Africa,Hungary,Chile,Greece,Réunion,France,Thailand,Lithuania,Poland,Netherlands,Turkey,Italy,Belgium-Luxembourg
1972,-1.0,3133.0,106602.0,-1,-1.0,-1.0,508.0,836.0,2720.0,-1.0,18000.0,-1.0,6756.0,160.0,32300.0,1794.0,-1.0,8550.0,131133.0,-1.0,-1.0,-1,-1.0,3820.0,-1.0,690000.0,16944.0,-1.0,11000.0,-1.0,-1.0,12000.0,-1.0,-1.0,-1,796602.0,-1.0,-1.0,-1.0,1062.0,-1.0,555.0,-1.0,56370.0,-1.0,-1.0,-1.0,7400.0,15.0,43880.0,810.0
1973,-1.0,2634.0,112477.0,-1,-1.0,-1.0,610.0,626.0,3260.0,-1.0,19000.0,-1.0,5516.0,200.0,39200.0,1961.0,-1.0,7477.0,115439.0,-1.0,-1.0,-1,-1.0,3800.0,-1.0,770000.0,18105.0,-1.0,10000.0,-1.0,-1.0,21000.0,-1.0,-1.0,-1,882477.0,-1.0,-1.0,-1.0,803.0,-1.0,1317.0,-1.0,57380.0,-1.0,-1.0,-1.0,7800.0,7.0,41220.0,750.0
1974,-1.0,2723.0,111146.0,-1,-1.0,-1.0,700.0,587.0,2960.0,-1.0,20000.0,-1.0,4626.0,230.0,47200.0,1358.0,-1.0,5984.0,118115.0,-1.0,-1.0,-1,-1.0,2700.0,-1.0,775000.0,14899.0,-1.0,10000.0,-1.0,-1.0,28000.0,-1.0,-1.0,-1,886146.0,-1.0,-1.0,-1.0,1119.0,-1.0,1537.0,-1.0,57830.0,-1.0,-1.0,-1.0,7400.0,136.0,43930.0,675.0
1975,-1.0,2715.0,80113.0,-1,-1.0,-1.0,600.0,453.0,2800.0,-1.0,21000.0,-1.0,4555.0,230.0,36700.0,1819.0,-1.0,6374.0,97114.0,-1.0,-1.0,-1,-1.0,3412.0,-1.0,810000.0,14410.0,-1.0,9000.0,-1.0,-1.0,34299.0,-1.0,-1.0,-1,890113.0,-1.0,-1.0,-1.0,845.0,-1.0,455.0,-1.0,52329.0,-1.0,-1.0,-1.0,6200.0,150.0,43340.0,630.0
1976,-1.0,2745.0,93986.0,-1,-1.0,-1.0,600.0,372.0,2636.0,-1.0,22000.0,-1.0,4414.0,270.0,47200.0,1619.0,-1.0,6033.0,104416.0,-1.0,-1.0,-1,-1.0,3700.0,-1.0,810000.0,14763.0,-1.0,9000.0,-1.0,-1.0,39541.0,-1.0,-1.0,-1,903986.0,-1.0,-1.0,-1.0,1344.0,-1.0,360.0,-1.0,48470.0,-1.0,-1.0,-1.0,7600.0,100.0,42480.0,600.0
1977,-1.0,4171.0,102117.0,-1,-1.0,-1.0,600.0,387.0,2571.0,-1.0,23000.0,-1.0,4262.0,300.0,34300.0,1257.0,-1.0,5519.0,98928.0,-1.0,-1.0,-1,-1.0,3800.0,-1.0,840000.0,15007.0,-1.0,8000.0,-1.0,-1.0,47606.0,-1.0,-1.0,-1,942117.0,-1.0,-1.0,-1.0,1386.0,-1.0,362.0,-1.0,45009.0,-1.0,-1.0,-1.0,6600.0,186.0,32180.0,540.0
1978,-1.0,5466.0,97393.0,-1,-1.0,-1.0,400.0,282.0,2364.0,-1.0,24000.0,-1.0,4581.0,340.0,37900.0,1141.0,-1.0,5722.0,84413.0,-1.0,-1.0,-1,-1.0,3600.0,-1.0,865000.0,16047.0,-1.0,8000.0,-1.0,-1.0,26813.0,-1.0,-1.0,-1,962393.0,-1.0,-1.0,-1.0,1389.0,-1.0,1815.0,-1.0,44730.0,0.0,-1.0,-1.0,6900.0,37.0,31860.0,480.0
1979,-1.0,7079.0,102837.0,-1,-1.0,-1.0,300.0,192.0,2568.0,-1.0,25000.0,-1.0,4758.0,340.0,48250.0,1135.0,-1.0,5893.0,86681.0,-1.0,-1.0,-1,-1.0,3660.0,-1.0,895000.0,14852.0,-1.0,7000.0,-1.0,-1.0,20544.0,-1.0,-1.0,-1,997837.0,-1.0,-1.0,-1.0,1283.0,-1.0,362.0,-1.0,46849.0,0.0,-1.0,-1.0,7300.0,20.0,29800.0,450.0
1980,-1.0,4428.0,112871.0,-1,-1.0,-1.0,500.0,155.0,2282.0,-1.0,26600.0,-1.0,4000.0,380.0,50700.0,1145.0,-1.0,5145.0,75795.0,-1.0,-1.0,-1,-1.0,3000.0,-1.0,850000.0,14053.0,-1.0,7000.0,-1.0,-1.0,19685.0,-1.0,-1.0,-1,962871.0,-1.0,-1.0,-1.0,919.0,-1.0,1000.0,-1.0,41105.0,0.0,-1.0,-1.0,7400.0,20.0,29300.0,560.0
1981,-1.0,7575.0,81338.0,-1,-1.0,-1.0,500.0,125.0,2560.0,-1.0,26800.0,-1.0,4000.0,410.0,51300.0,1572.0,-1.0,5572.0,77655.0,-1.0,-1.0,-1,-1.0,3600.0,-1.0,970000.0,15541.0,-1.0,6000.0,-1.0,-1.0,21632.0,-1.0,-1.0,-1,1051338.0,-1.0,-1.0,-1.0,888.0,-1.0,1000.0,-1.0,43800.0,0.0,-1.0,-1.0,8300.0,20.0,29450.0,590.0
1982,-1.0,8292.0,52808.0,-1,-1.0,-1.0,600.0,-1.0,2090.0,-1.0,27400.0,-1.0,3193.0,420.0,49600.0,1883.0,-1.0,5076.0,75000.0,-1.0,-1.0,-1,-1.0,3800.0,-1.0,1040000.0,15014.0,-1.0,6000.0,-1.0,-1.0,21008.0,-1.0,-1.0,-1,1092808.0,-1.0,-1.0,-1.0,1124.0,500.0,1908.0,-1.0,47400.0,0.0,-1.0,-1.0,8400.0,23.0,22970.0,350.0
1983,-1.0,8800.0,45638.0,-1,-1.0,-1.0,600.0,-1.0,2400.0,-1.0,27000.0,-1.0,3519.0,450.0,55900.0,3830.0,-1.0,7349.0,77300.0,-1.0,-1.0,-1,-1.0,4050.0,-1.0,1048000.0,14629.0,-1.0,5000.0,-1.0,-1.0,12064.0,-1.0,-1.0,-1,1093638.0,-1.0,-1.0,-1.0,756.0,1000.0,2522.0,-1.0,47000.0,0.0,-1.0,-1.0,9300.0,23.0,25560.0,330.0
1984,-1.0,11393.0,54143.0,-1,-1.0,-1.0,770.0,-1.0,2510.0,-1.0,31000.0,-1.0,6560.0,490.0,54672.0,4000.0,-1.0,10560.0,86001.0,-1.0,-1.0,-1,-1.0,4700.0,-1.0,1050000.0,15001.0,-1.0,5000.0,-1.0,-1.0,18003.0,-1.0,-1.0,-1,1104143.0,-1.0,-1.0,-1.0,682.0,2000.0,4014.0,-1.0,48900.0,0.0,-1.0,-1.0,10200.0,25.0,24740.0,420.0
1985,-1.0,16150.0,62068.0,-1,-1.0,-1.0,778.0,-1.0,3000.0,-1.0,29000.0,-1.0,4658.0,520.0,69200.0,4200.0,-1.0,8858.0,96887.0,-1.0,-1.0,-1,-1.0,4400.0,-1.0,1056000.0,17198.0,-1.0,4000.0,-1.0,-1.0,24616.0,-1.0,-1.0,-1,1118068.0,-1.0,-1.0,-1.0,819.0,2000.0,6426.0,-1.0,51100.0,0.0,-1.0,-1.0,9700.0,25.0,22840.0,480.0
1986,-1.0,16796.0,41836.0,-1,10.0,-1.0,1100.0,-1.0,3578.0,-1.0,34900.0,-1.0,4370.0,530.0,77800.0,4800.0,-1.0,9170.0,101100.0,-1.0,-1.0,-1,-1.0,4540.0,-1.0,1150000.0,18561.0,-1.0,4000.0,-1.0,-1.0,27991.0,-1.0,-1.0,-1,1191836.0,-1.0,-1.0,6000.0,893.0,3000.0,3405.0,-1.0,53800.0,0.0,-1.0,-1.0,11600.0,25.0,21850.0,500.0
1987,-1.0,20344.0,40091.0,-1,50.0,-1.0,1100.0,-1.0,2950.0,-1.0,35000.0,-1.0,6145.0,565.0,82300.0,5500.0,-1.0,11645.0,106460.0,-1.0,-1.0,-1,-1.0,4900.0,-1.0,1260000.0,14696.0,-1.0,3000.0,-1.0,-1.0,35989.0,-1.0,-1.0,-1,1300091.0,-1.0,-1.0,7126.0,1042.0,4000.0,9575.0,-1.0,57900.0,0.0,-1.0,-1.0,10300.0,15.0,24100.0,550.0
1988,-1.0,26646.0,32868.0,-1,98.0,-1.0,1200.0,-1.0,3110.0,-1.0,35000.0,-1.0,5978.0,600.0,82400.0,6000.0,-1.0,11978.0,109860.0,-1.0,-1.0,-1,-1.0,4650.0,-1.0,1290000.0,19719.0,-1.0,3000.0,-1.0,-1.0,26864.0,-1.0,-1.0,-1,1322868.0,-1.0,-1.0,5668.0,769.0,5037.0,5600.0,-1.0,50400.0,5500.0,-1.0,-1.0,11200.0,15.0,25310.0,1125.0
1989,-1.0,41904.0,25092.0,-1,130.0,1300.0,1859.0,-1.0,3440.0,-1.0,35000.0,-1.0,5767.0,630.0,99400.0,7000.0,-1.0,12767.0,113170.0,-1.0,-1.0,-1,-1.0,4700.0,-1.0,1320000.0,21102.0,-1.0,3000.0,-1.0,-1.0,28100.0,-1.0,-1.0,-1,1345092.0,-1.0,100.0,6224.0,2401.0,7179.0,11000.0,50.0,48820.0,11000.0,-1.0,-1.0,11800.0,10.0,25820.0,1080.0
1990,-1.0,57996.0,17924.0,-1,102.0,1908.0,1579.0,-1.0,3184.0,-1.0,33000.0,200.0,6511.0,640.0,104500.0,8000.0,-1.0,14511.0,111000.0,10000.0,-1.0,-1,-1.0,4843.0,-1.0,1452000.0,22009.0,-1.0,2000.0,-1.0,-1.0,43219.0,-1.0,616.0,-1,1469924.0,50.0,104.0,4417.0,1419.0,10440.0,13582.0,100.0,41775.0,13800.0,-1.0,2200.0,13800.0,20.0,28382.0,1500.0
1991,-1.0,64663.0,12424.0,-1,167.0,2351.0,1862.0,-1.0,2810.0,-1.0,30970.0,207.0,5995.0,670.0,102300.0,10000.0,-1.0,15995.0,101870.0,9838.0,-1.0,-1,-1.0,4800.0,-1.0,1600000.0,15481.0,-1.0,1985.0,-1.0,-1.0,37441.0,-1.0,627.0,-1,1612424.0,100.0,150.0,5176.0,1500.0,17820.0,18000.0,101.0,38283.0,11000.0,-1.0,2023.0,11800.0,20.0,26850.0,1345.0
1992,-1.0,73676.0,9130.0,-1,163.0,4269.0,1491.0,-1.0,3210.0,-1.0,32000.0,250.0,6125.0,700.0,96600.0,12800.0,-1.0,18925.0,106600.0,10000.0,0.0,-1,-1.0,4900.0,-1.0,1650000.0,28392.0,-1.0,1920.0,-1.0,-1.0,38532.0,-1.0,633.0,-1,1659130.0,150.0,200.0,3912.0,1400.0,16233.0,18900.0,101.0,42116.0,16500.0,-1.0,1700.0,16700.0,20.0,29851.0,1500.0
1993,-1.0,97322.0,7951.0,-1,170.0,5875.0,1437.0,-1.0,2890.0,-1.0,28350.0,200.0,6200.0,729.0,101100.0,6100.0,-1.0,12300.0,99930.0,9911.0,0.0,-1,-1.0,5009.0,-1.0,2100000.0,29794.0,-1.0,1520.0,-1.0,-1.0,32470.0,100.0,639.0,-1,2107951.0,150.0,300.0,4929.0,1700.0,16952.0,24400.0,102.0,39657.0,23000.0,-1.0,2200.0,20000.0,16.0,28698.0,1847.0
1994,430.0,131387.0,7423.0,-1,160.0,9821.0,1700.0,-1.0,2640.0,-1.0,30000.0,187.0,6997.0,745.0,83300.0,6200.0,3517.0,13197.0,99670.0,9948.0,0.0,-1,-1.0,5000.0,200.0,2300000.0,27256.0,-1.0,1350.0,-1.0,-1.0,35540.0,200.0,644.0,-1,2307423.0,144.0,500.0,5492.0,1500.0,15484.0,27300.0,102.0,38450.0,26000.0,-1.0,2000.0,13400.0,15.0,29037.0,1660.0
1995,450.0,108138.0,7617.0,-1,185.0,10842.0,1750.0,-1.0,2990.0,-1.0,28928.0,188.0,6216.0,752.0,77400.0,8100.0,5574.0,14316.0,97800.0,9986.0,0.0,-1,-1.0,5500.0,200.0,2400000.0,31820.0,-1.0,2010.0,-1.0,-1.0,34612.0,228.0,651.0,-1,2407617.0,151.0,1000.0,5558.0,1600.0,16318.0,26800.0,102.0,33739.0,29500.0,-1.0,2100.0,14200.0,15.0,33500.0,1824.0
1996,150.0,127598.0,7560.0,-1,185.0,11761.0,1950.0,-1.0,2440.0,-1.0,28000.0,184.0,7415.0,816.0,78100.0,6300.0,6000.0,13715.0,90220.0,10024.0,0.0,-1,50.0,6000.0,150.0,2700000.0,36711.0,-1.0,1440.0,-1.0,-1.0,28210.0,282.0,658.0,-1,2707560.0,158.0,2000.0,4802.0,1700.0,16300.0,27200.0,102.0,32527.0,35000.0,-1.0,2200.0,14800.0,15.0,34000.0,1522.0
1997,10.0,144654.0,7308.0,-1,175.0,11017.0,1800.0,-1.0,2080.0,-1.0,25000.0,176.0,7884.0,801.0,66137.0,6000.0,8000.0,13884.0,91900.0,10062.0,0.0,-1,160.0,5984.0,150.0,2850000.0,40811.0,-1.0,4400.0,-1.0,-1.0,37980.0,300.0,664.0,-1,2857308.0,160.0,2500.0,6181.0,3000.0,17000.0,29000.0,102.0,33000.0,38500.0,-1.0,2091.0,14600.0,12.0,35218.0,1436.0
1998,125.0,137943.0,6344.0,-1,175.0,6254.0,2100.0,-1.0,2268.0,-1.0,24953.0,150.0,10000.0,1086.0,54000.0,6000.0,12501.0,16000.0,89770.0,10099.0,0.0,-1,320.0,6204.0,100.0,3000000.0,45513.0,-1.0,4480.0,-1.0,-1.0,41240.0,350.0,672.0,-1,3006344.0,168.0,2400.0,5188.0,2877.0,18381.0,31000.0,102.0,28807.0,48000.0,-1.0,1500.0,17000.0,12.0,40200.0,1386.0
1999,310.0,174863.0,7457.0,-1,180.0,6332.0,2000.0,-1.0,2383.0,-1.0,19842.0,200.0,9939.0,1233.0,60257.0,5000.0,10000.0,14939.0,98700.0,10135.0,0.0,-1,1250.0,6800.0,100.0,3250000.0,45188.0,-1.0,1380.0,-1.0,-1.0,52296.0,450.0,683.0,-1,3257457.0,175.0,2492.0,5525.0,3206.0,18500.0,31000.0,103.0,31361.0,52000.0,-1.0,2300.0,14000.0,12.0,36586.0,1161.0
2000,284.0,168356.0,7901.0,-1,115.0,6429.0,1670.0,-1.0,2717.0,-1.0,28700.0,180.0,16404.0,1581.0,61164.0,4500.0,10000.0,20904.0,103056.0,10170.0,0.0,-1,1100.0,6565.0,90.0,3900000.0,50795.0,1182.0,1850.0,-1.0,-1.0,50441.0,550.0,700.0,-1,3907901.0,181.0,2966.0,6378.0,4229.0,17500.0,29000.0,103.0,23302.0,72062.0,-1.0,2400.0,15000.0,12.0,30492.0,-1.0
2001,117.0,184061.0,7365.0,-1,87.0,8577.0,1500.0,-1.0,2730.0,-1.0,28300.0,190.0,12508.0,2027.0,64858.0,4500.0,11501.0,17008.0,94256.0,10000.0,0.0,-1,1300.0,6702.0,90.0,4200000.0,52246.0,800.0,1800.0,-1.0,-1.0,64538.0,819.0,750.0,-1,4207365.0,186.0,2964.0,6309.0,3500.0,18800.0,31000.0,103.0,22354.0,77157.0,-1.0,2200.0,12000.0,12.0,38000.0,-1.0
2002,140.0,181165.0,6954.0,-1,90.0,12566.0,1700.0,-1.0,2800.0,-1.0,28700.0,203.0,13950.0,2185.0,64989.0,4000.0,10894.0,17950.0,84731.0,10257.0,0.0,-1,1100.0,6900.0,100.0,5000000.0,57196.0,1000.0,1700.0,-1.0,-1.0,58135.0,1211.0,800.0,-1,5006954.0,193.0,3380.0,3161.0,3144.0,19000.0,24000.0,103.0,22827.0,67155.0,-1.0,2000.0,14000.0,17.0,39235.0,-1.0
2003,12.0,189601.0,6325.0,-1,105.0,15211.0,1700.0,-1.0,3078.0,200.0,28100.0,209.0,12223.0,2115.0,60273.0,5300.0,10456.0,17523.0,83597.0,10000.0,0.0,-1,1200.0,7000.0,100.0,5500000.0,65337.0,1000.0,1909.0,-1.0,-1.0,61064.0,937.0,850.0,-1,5506325.0,200.0,1838.0,2395.0,3075.0,19500.0,23000.0,103.0,20453.0,78464.0,-1.0,2500.0,15000.0,17.0,37413.0,-1.0
2004,150.0,192533.0,5900.0,-1,125.0,22367.0,1700.0,62.0,3280.0,500.0,29100.0,210.0,10366.0,2103.0,54577.0,6000.0,10773.0,16366.0,93531.0,10573.0,0.0,-1,1200.0,6929.0,110.0,5800000.0,72516.0,960.0,1580.0,-1.0,197.0,59384.0,1195.0,901.0,-1,5805900.0,212.0,3284.0,2322.0,6743.0,19600.0,23594.0,103.0,19404.0,98179.0,-1.0,2214.0,15000.0,12.0,41128.0,-1.0
2005,164.0,206026.0,4635.0,-1,120.0,25231.0,2300.0,62.0,3992.0,600.0,28300.0,213.0,11293.0,2167.0,47963.0,4680.0,11010.0,15973.0,69581.0,10834.0,0.0,-1,1200.0,7302.0,110.0,5900000.0,82758.0,960.0,2275.0,2.0,229.0,60000.0,1408.0,1120.0,-1,5904635.0,224.0,2830.0,1657.0,4530.0,20000.0,21706.0,104.0,20390.0,87144.0,500.0,2000.0,15000.0,12.0,43496.0,-1.0
2006,179.0,259954.0,4413.0,-1,115.0,21938.0,2400.0,62.0,4504.0,646.0,28200.0,216.0,9737.0,2161.0,56210.0,2920.0,11720.0,12657.0,52299.0,11200.0,0.0,-1,800.0,7100.0,115.0,6100000.0,81984.0,1020.0,3500.0,5.0,242.0,59621.0,1080.0,1150.0,-1,6104413.0,250.0,1254.0,406.0,4240.0,21000.0,20810.0,104.0,18055.0,78697.0,500.0,2208.0,14000.0,10.0,42790.0,-1.0
2007,227.0,284103.0,3141.0,-1,116.0,14845.0,3000.0,60.0,4591.0,663.0,31100.0,205.0,5609.0,2447.0,35396.0,3200.0,11374.0,8809.0,60010.0,11764.0,0.0,-1,900.0,7200.0,115.0,6250000.0,94285.0,1100.0,4000.0,5.0,279.0,60000.0,1080.0,1175.0,-1,6253141.0,241.0,1082.0,648.0,4690.0,11000.0,21526.0,104.0,18157.0,78924.0,800.0,2220.0,14500.0,29.0,45202.0,-1.0
2008,159.0,328374.0,2667.0,-1,88.0,11891.0,3218.0,104.0,4765.0,672.0,30800.0,230.0,9779.0,2281.0,44169.0,2400.0,9562.0,12179.0,43180.0,12610.0,0.0,-1,800.0,7910.0,120.0,6350000.0,92653.0,1200.0,3100.0,5.0,333.0,68000.0,1080.0,1180.0,-1,6352667.0,260.0,1686.0,801.0,4429.0,12400.0,17100.0,104.0,18284.0,67062.0,500.0,2232.0,14000.0,10.0,37363.0,-1.0
2009,155.0,313880.0,2479.0,-1,83.0,7121.0,3500.0,152.0,7856.0,679.0,31100.0,241.0,6981.0,2479.0,46324.0,2200.0,6000.0,9181.0,40780.0,13400.0,0.0,-1,700.0,8385.0,120.0,6500000.0,98193.0,1500.0,2260.0,4.0,410.0,73000.0,1296.0,1225.0,-1,6502479.0,210.0,1948.0,622.0,4649.0,18849.0,17000.0,104.0,19110.0,64824.0,500.0,2100.0,14500.0,18.0,44577.0,-1.0
2010,150.0,335209.0,2657.0,-1,91.0,4637.0,3900.0,174.0,6223.0,700.0,31400.0,252.0,8991.0,1919.0,50362.0,2536.0,6632.0,11527.0,36240.0,15196.0,0.0,-1,750.0,8792.0,125.0,6600000.0,92404.0,1680.0,2410.0,5.0,470.0,89479.0,744.0,1150.0,-1,6602657.0,227.0,339.0,544.0,6419.0,13200.0,14500.0,104.0,18665.0,63108.0,300.0,2200.0,14300.0,25.0,43973.0,-1.0
2011,143.0,392306.0,3056.0,-1,88.0,3443.0,5100.0,192.0,6599.0,689.0,28800.0,263.0,10276.0,2464.0,58496.0,2238.0,10634.0,12514.0,38102.0,16883.0,117.0,-1,800.0,9221.0,125.0,7250000.0,103457.0,1981.0,2530.0,14.0,510.0,105498.0,1003.0,1136.0,-1,7253056.0,229.0,115.0,518.0,5524.0,13000.0,5600.0,104.0,22330.0,55482.0,500.0,2700.0,17000.0,13.0,33022.0,-1.0
2012,148.0,375978.0,3340.0,-1,59.0,4106.0,5370.0,185.0,6239.0,700.0,28600.0,300.0,9767.0,3295.0,50212.0,3163.0,10626.0,12931.0,34520.0,19500.0,95.0,-1,750.0,10500.0,127.0,7350000.0,102395.0,2600.0,2624.0,11.0,501.0,119789.0,801.0,1208.0,-1,7353340.0,220.0,198.0,473.0,4690.0,12000.0,15795.0,105.0,19944.0,45460.0,500.0,2500.0,15700.0,7.0,41004.0,-1.0
2013,128.0,383144.0,3328.0,-1,44.0,3213.0,4920.0,186.0,7698.0,695.0,29600.0,300.0,8666.0,2604.0,49352.0,2458.0,10685.0,11124.0,34560.0,20505.0,218.0,-1,732.0,10057.0,132.0,7000000.0,103107.0,2800.0,2584.0,12.0,613.0,126421.0,975.0,1201.0,-1,7003328.0,244.0,69.0,489.0,4070.0,12123.0,9300.0,105.0,18465.0,25294.0,500.0,2347.0,16000.0,68.0,37188.0,-1.0
2014,120.0,377701.0,3243.0,-1,78.0,2939.0,5792.0,210.0,6450.0,737.0,28500.0,280.0,7996.0,2519.0,48814.0,2539.0,10744.0,10535.0,33700.0,16121.0,224.0,-1,690.0,9837.0,138.0,6848320.0,114090.0,3600.0,2488.0,14.0,805.0,170225.0,746.0,1211.0,-1,6851563.0,257.0,69.0,325.0,6510.0,11446.0,7750.0,104.0,20494.0,20219.0,500.0,2348.0,15900.0,68.0,43357.0,-1.0
