,Costa Rica,Israel,Zambia,Kenya,Peru,Morocco,Saudi Arabia,Switzerland,Mexico,Malta,Romania,Italy,Syrian Arab Republic,Jordan,China,Tunisia,Greece,Zimbabwe,Réunion,Lebanon,Uzbekistan,Cyprus,Occupied Palestinian Territory,Chile,Spain,Kazakhstan,Portugal,United States of America,Iran (Islamic Republic of),France,Egypt,Algeria,"China, mainland",Turkey,Argentina,Lithuania
1972,-1.0,4700.0,-1.0,-1.0,1789.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,751200.0,-1.0,-1.0,-1.0,16600.0,47841.0,-1.0,-1.0,575.0,-1.0,5487.0,-1.0,13000.0,253500.0,-1.0,-1,32205.0,-1.0,135340.0,12000.0,18737.0,-1.0,4000.0,81500.0,-1.0
1973,-1.0,3250.0,-1.0,-1.0,1960.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,661900.0,-1.0,4.0,-1.0,10400.0,59782.0,-1.0,-1.0,610.0,-1.0,4979.0,-1.0,11000.0,298300.0,-1.0,-1,27215.0,-1.0,136650.0,16000.0,29361.0,-1.0,6000.0,75700.0,-1.0
1974,-1.0,2800.0,-1.0,-1.0,1627.0,27000.0,-1.0,-1.0,-1.0,-1.0,-1.0,687800.0,-1.0,-1.0,-1.0,11500.0,54846.0,-1.0,-1.0,813.0,-1.0,5080.0,-1.0,11000.0,302600.0,-1.0,-1,31842.0,-1.0,129430.0,15000.0,29478.0,-1.0,5500.0,80800.0,-1.0
1975,-1.0,2850.0,-1.0,-1.0,1996.0,27000.0,-1.0,-1.0,-1.0,-1.0,-1.0,680100.0,-1.0,-1.0,-1.0,14700.0,42653.0,-1.0,-1.0,600.0,-1.0,2540.0,-1.0,15000.0,226400.0,-1.0,-1,33294.0,-1.0,101845.0,14000.0,27068.0,-1.0,6800.0,83220.0,-1.0
1976,-1.0,2620.0,-1.0,-1.0,2010.0,28000.0,-1.0,-1.0,-1.0,-1.0,-1.0,676900.0,-1.0,10.0,-1.0,13000.0,32260.0,-1.0,-1.0,600.0,-1.0,2693.0,-1.0,14000.0,227000.0,-1.0,-1,36559.0,-1.0,96630.0,21451.0,34349.0,-1.0,7500.0,50000.0,-1.0
1977,-1.0,2400.0,-1.0,-1.0,1362.0,29000.0,-1.0,-1.0,-1.0,-1.0,-1.0,578200.0,-1.0,250.0,-1.0,14000.0,32259.0,-1.0,-1.0,600.0,-1.0,2947.0,-1.0,12000.0,250700.0,-1.0,-1,32341.0,-1.0,112747.0,8651.0,17768.0,-1.0,8000.0,51800.0,-1.0
1978,-1.0,2550.0,-1.0,-1.0,1161.0,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,614000.0,-1.0,-1.0,-1.0,15000.0,41787.0,-1.0,-1.0,650.0,-1.0,3810.0,-1.0,12000.0,376900.0,-1.0,-1,23813.0,-1.0,101720.0,29000.0,20616.0,-1.0,9300.0,53300.0,-1.0
1979,-1.0,2000.0,-1.0,-1.0,841.0,32000.0,-1.0,-1.0,-1.0,-1.0,-1.0,423300.0,-1.0,-1.0,-1.0,13600.0,37250.0,-1.0,-1.0,650.0,-1.0,4064.0,-1.0,18000.0,296360.0,-1.0,-1,39598.0,-1.0,109156.0,29724.0,22248.0,-1.0,6000.0,55600.0,-1.0
1980,-1.0,1450.0,-1.0,-1.0,1100.0,33000.0,-1.0,-1.0,80.0,-1.0,-1.0,597700.0,-1.0,-1.0,-1.0,13000.0,44450.0,-1.0,-1.0,650.0,-1.0,2845.0,-1.0,18000.0,288200.0,-1.0,-1,42664.0,-1.0,102544.0,29000.0,13922.0,-1.0,7000.0,58800.0,-1.0
1981,-1.0,1350.0,-1.0,-1.0,1589.0,34000.0,-1.0,-1.0,16.0,-1.0,-1.0,523700.0,-1.0,-1.0,-1.0,18000.0,43740.0,-1.0,-1.0,700.0,-1.0,2642.0,-1.0,19500.0,248300.0,-1.0,-1,57674.0,-1.0,101600.0,35608.0,8054.0,-1.0,7000.0,61500.0,-1.0
1982,-1.0,2250.0,-1.0,-1.0,1510.0,30000.0,-1.0,-1.0,102.0,-1.0,-1.0,553800.0,-1.0,-1.0,-1.0,15000.0,33585.0,-1.0,-1.0,700.0,-1.0,3048.0,-1.0,20250.0,257000.0,-1.0,-1,52735.0,-1.0,87400.0,37429.0,3740.0,-1.0,7500.0,78300.0,-1.0
1983,-1.0,2060.0,-1.0,-1.0,1502.0,25000.0,-1.0,-1.0,12.0,-1.0,-1.0,526800.0,-1.0,20.0,-1.0,12000.0,33285.0,-1.0,-1.0,1000.0,-1.0,3300.0,-1.0,23000.0,257900.0,-1.0,-1,40477.0,-1.0,74000.0,26000.0,8770.0,-1.0,7500.0,76730.0,-1.0
1984,-1.0,1880.0,-1.0,-1.0,1536.0,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,512300.0,-1.0,-1.0,-1.0,11000.0,30769.0,-1.0,-1.0,1300.0,-1.0,3380.0,-1.0,29844.0,289057.0,-1.0,-1,49830.0,-1.0,78700.0,34000.0,10464.0,-1.0,7500.0,60900.0,-1.0
1985,-1.0,1970.0,-1.0,-1.0,955.0,18000.0,-1.0,-1.0,25.0,-1.0,-1.0,417500.0,-1.0,-1.0,-1.0,11000.0,32228.0,-1.0,-1.0,1600.0,-1.0,3000.0,-1.0,15082.0,268946.0,-1.0,-1,60688.0,-1.0,55200.0,41000.0,3100.0,-1.0,10000.0,76600.0,-1.0
1986,-1.0,2100.0,-1.0,-1.0,953.0,20000.0,-1.0,-1.0,30.0,-1.0,-1.0,495500.0,-1.0,-1.0,-1.0,13000.0,31020.0,-1.0,-1.0,2000.0,-1.0,3000.0,-1.0,16000.0,361000.0,-1.0,-1,47706.0,-1.0,70800.0,47000.0,4485.0,-1.0,12000.0,62900.0,-1.0
1987,-1.0,2300.0,-1.0,-1.0,1077.0,25600.0,-1.0,-1.0,281.0,-1.0,-1.0,453200.0,-1.0,-1.0,-1.0,14500.0,31419.0,-1.0,100.0,2500.0,-1.0,3000.0,-1.0,19000.0,338000.0,-1.0,-1,55183.0,-1.0,35900.0,53000.0,5980.0,-1.0,13000.0,76000.0,-1.0
1988,-1.0,2232.0,-1.0,-1.0,1110.0,24700.0,-1.0,-1.0,583.0,-1.0,-1.0,499200.0,-1.0,-1.0,-1.0,15000.0,32000.0,-1.0,150.0,3000.0,-1.0,3000.0,-1.0,15000.0,395700.0,-1.0,-1,56536.0,-1.0,88400.0,45000.0,6248.0,-1.0,11000.0,70000.0,-1.0
1989,-1.0,4263.0,-1.0,-1.0,967.0,18743.0,-1.0,-1.0,332.0,-1.0,-1.0,453400.0,750.0,25.0,-1.0,13500.0,30800.0,-1.0,200.0,3500.0,-1.0,3500.0,-1.0,14520.0,478100.0,-1.0,-1,58792.0,-1.0,96992.0,83000.0,7615.0,-1.0,9240.0,70000.0,-1.0
1990,-1.0,5763.0,-1.0,-1.0,888.0,17137.0,-1.0,-1.0,546.0,-1.0,-1.0,487000.0,775.0,0.0,-1.0,12000.0,33594.0,50.0,250.0,4000.0,-1.0,2900.0,-1.0,20753.0,427900.0,-1.0,-1,50547.0,10000.0,97118.0,74000.0,6250.0,-1.0,10000.0,72000.0,-1.0
1991,-1.0,3192.0,100.0,-1.0,898.0,24473.0,-1.0,-1.0,507.0,-1.0,-1.0,565200.0,4000.0,0.0,-1.0,9000.0,27000.0,100.0,300.0,4458.0,-1.0,2850.0,-1.0,17760.0,359700.0,-1.0,-1,54718.0,10246.0,90216.0,67053.0,4703.0,-1.0,11000.0,71569.0,-1.0
1992,-1.0,3225.0,128.0,-1.0,1010.0,23926.0,-1.0,-1.0,1410.0,-1.0,-1.0,509402.0,3636.0,0.0,8000.0,12000.0,32163.0,50.0,279.0,4648.0,1200.0,3400.0,-1.0,15518.0,363700.0,-1.0,-1,50080.0,10493.0,73663.0,42820.0,7588.0,8000.0,10000.0,73000.0,-1.0
1993,-1.0,4260.0,154.0,-1.0,988.0,25500.0,-1.0,-1.0,271.0,-1.0,-1.0,475272.0,3921.0,0.0,10000.0,13000.0,25300.0,200.0,278.0,4750.0,1000.0,3000.0,-1.0,19350.0,334100.0,-1.0,-1,45900.0,10741.0,67992.0,28000.0,4872.0,10000.0,11500.0,73922.0,-1.0
1994,-1.0,5000.0,181.0,-1.0,1382.0,33900.0,-1.0,-1.0,1146.0,-1.0,-1.0,534462.0,4186.0,0.0,12000.0,17000.0,26100.0,135.0,278.0,4800.0,972.0,3000.0,-1.0,17378.0,283200.0,-1.0,-1,54250.0,10990.0,67753.0,29000.0,5687.0,12000.0,11600.0,74000.0,-1.0
1995,-1.0,5505.0,191.0,-1.0,1881.0,34750.0,-1.0,-1.0,2133.0,-1.0,-1.0,517200.0,4500.0,0.0,14000.0,22000.0,24900.0,100.0,278.0,5900.0,900.0,2800.0,-1.0,17400.0,250700.0,-1.0,-1,37149.0,11241.0,63190.0,40000.0,7169.0,14000.0,18000.0,75000.0,-1.0
1996,-1.0,6691.0,200.0,-1.0,5264.0,18100.0,-1.0,-1.0,1740.0,-1.0,-1.0,447403.0,4000.0,0.0,16000.0,21000.0,25700.0,300.0,278.0,7900.0,911.0,2900.0,-1.0,18012.0,278400.0,-1.0,-1,40370.0,11493.0,74622.0,34982.0,19400.0,16000.0,20000.0,77236.0,-1.0
1997,-1.0,5480.0,350.0,-1.0,2238.0,24300.0,-1.0,-1.0,5605.0,-1.0,-1.0,521135.0,5089.0,0.0,18000.0,24000.0,32000.0,100.0,278.0,3000.0,800.0,2500.0,26.0,20000.0,274425.0,-1.0,-1,42180.0,11747.0,76000.0,53614.0,31052.0,18000.0,24500.0,79318.0,-1.0
1998,-1.0,5170.0,349.0,-1.0,2449.0,25900.0,-1.0,-1.0,5400.0,900.0,-1.0,508537.0,4630.0,0.0,20000.0,23000.0,32000.0,200.0,278.0,1300.0,938.0,3200.0,-1.0,23675.0,264600.0,-1.0,-1,39600.0,12002.0,85145.0,40270.0,45225.0,20000.0,26500.0,80847.0,-1.0
1999,100.0,4710.0,400.0,-1.0,2662.0,28330.0,-1.0,-1.0,6437.0,920.0,1500.0,472228.0,4353.0,0.0,29000.0,19000.0,35026.0,175.0,278.0,1100.0,1000.0,3500.0,-1.0,24000.0,289652.0,-1.0,-1,51030.0,12258.0,75000.0,43769.0,30132.0,29000.0,25800.0,85000.0,-1.0
2000,50.0,4905.0,427.0,-1.0,4310.0,40680.0,-1.0,-1.0,2988.0,930.0,1755.0,512946.0,5355.0,0.0,31000.0,17000.0,31000.0,180.0,278.0,800.0,1000.0,3110.0,-1.0,23900.0,290189.0,100.0,-1,45900.0,12516.0,63605.0,87968.0,39480.0,31000.0,24500.0,83737.0,-1.0
2001,50.0,4871.0,466.0,-1.0,6772.0,44500.0,-1.0,-1.0,4105.0,950.0,2000.0,464700.0,5708.0,0.0,36000.0,18000.0,35000.0,186.0,278.0,800.0,1000.0,3100.0,-1.0,24650.0,277377.0,200.0,-1,45360.0,12777.0,59479.0,65255.0,35207.0,36000.0,26500.0,85034.0,-1.0
2002,40.0,4700.0,500.0,-1.0,8406.0,43520.0,-1.0,-1.0,5732.0,982.0,2125.0,455653.0,6285.0,0.0,43000.0,15500.0,33000.0,195.0,278.0,3900.0,1000.0,3000.0,-1.0,26000.0,289417.0,100.0,-1,42770.0,13038.0,71735.0,61022.0,34449.0,43000.0,27000.0,86000.0,-1.0
2003,50.0,4880.0,522.0,250.0,19752.0,50270.0,-1.0,-1.0,4011.0,900.0,2260.0,391680.0,6373.0,0.0,45000.0,13000.0,29000.0,203.0,278.0,2900.0,1000.0,2700.0,-1.0,28500.0,306484.0,100.0,-1,45720.0,13302.0,50297.0,110348.0,34721.0,45000.0,28000.0,88000.0,-1.0
2004,50.0,5640.0,558.0,150.0,42031.0,53770.0,-1.0,1.0,4760.0,1000.0,2319.0,489207.0,6300.0,0.0,52000.0,12000.0,29300.0,200.0,278.0,1000.0,1200.0,2306.0,-1.0,30500.0,300216.0,100.0,-1,37420.0,13568.0,59612.0,54505.0,50460.0,52000.0,30000.0,89057.0,-1.0
2005,60.0,5050.0,587.0,85.0,67942.0,53220.0,-1.0,3.0,3859.0,1088.0,2302.0,469975.0,6658.0,0.0,60000.0,12000.0,27362.0,220.0,278.0,900.0,1200.0,2737.0,-1.0,32000.0,200135.0,100.0,-1,39420.0,13000.0,50149.0,70000.0,37030.0,60000.0,36000.0,90735.0,-1.0
2006,60.0,5673.0,643.0,120.0,113200.0,55175.0,0.0,12.0,2373.0,1175.0,2200.0,468964.0,6200.0,0.0,62000.0,16000.0,28869.0,210.0,278.0,500.0,1400.0,2667.0,-1.0,33000.0,228219.0,100.0,-1,34060.0,14306.0,51883.0,140000.0,25595.0,62000.0,35007.0,92074.0,100.0
2007,50.0,5253.0,661.0,20.0,134244.0,52005.0,0.0,4.0,2784.0,1274.0,1646.0,474283.0,6985.0,0.0,65000.0,19000.0,27990.0,237.0,278.0,600.0,1500.0,2724.0,-1.0,38000.0,226281.0,100.0,-1,47900.0,14500.0,46572.0,172701.0,22856.0,65000.0,33807.0,90000.0,100.0
2008,40.0,3229.0,679.0,18.0,126201.0,60190.0,0.0,3.0,2537.0,1425.0,1100.0,483561.0,7070.0,0.0,62000.0,18000.0,21300.0,247.0,278.0,637.0,1700.0,2669.0,-1.0,37978.0,203301.0,200.0,-1,51890.0,15204.0,44939.0,176372.0,34289.0,62000.0,36320.0,95106.0,100.0
2009,40.0,3170.0,696.0,25.0,115710.0,56620.0,0.0,1.0,1446.0,1169.0,550.0,486595.0,11787.0,0.0,63000.0,16000.0,19000.0,255.0,278.0,600.0,2000.0,2516.0,-1.0,44600.0,194099.0,200.0,-1,48760.0,15632.0,52651.0,209614.0,39535.0,63000.0,34859.0,96890.0,100.0
2010,30.0,2638.0,750.0,26.0,127323.0,45460.0,-1.0,3.0,1626.0,1566.0,471.0,480112.0,12665.0,0.0,64000.0,14000.0,7100.0,264.0,278.0,1145.0,2200.0,2416.0,-1.0,35000.0,166662.0,200.0,-1,39190.0,16062.0,48009.0,215534.0,47582.0,64000.0,29070.0,98691.0,100.0
2011,30.0,2419.0,720.0,25.0,150417.0,43137.0,-1.0,4.0,3193.0,1549.0,501.0,474550.0,15103.0,0.0,75000.0,18000.0,38000.0,274.0,278.0,1342.0,2400.0,2557.0,-1.0,33000.0,182120.0,200.0,-1,45314.0,17000.0,50589.0,202458.0,46808.0,75000.0,33460.0,100523.0,100.0
2012,32.0,2847.0,710.0,28.0,141708.0,63889.0,-1.0,3.0,4838.0,1677.0,600.0,364871.0,6800.0,0.0,77000.0,18000.0,31600.0,300.0,280.0,670.0,3000.0,2412.0,-1.0,22500.0,195342.0,300.0,-1,48040.0,18000.0,41504.0,387704.0,53657.0,77000.0,32173.0,106000.0,100.0
2013,31.0,2146.0,715.0,28.0,112865.0,62074.0,-1.0,5.0,1992.0,1372.0,788.0,457799.0,6800.0,0.0,77000.0,18000.0,29000.0,300.0,278.0,705.0,3000.0,2082.0,28.0,13266.0,199945.0,400.0,-1,43500.0,16932.0,36413.0,304298.0,83374.0,77000.0,34014.0,104135.0,100.0
2014,29.0,2312.0,743.0,30.0,103348.0,55234.0,-1.0,5.0,2755.0,1593.0,657.0,451461.0,6800.0,0.0,78055.0,19000.0,11330.0,305.0,277.0,705.0,3300.0,2154.0,28.0,12794.0,234091.0,500.0,-1,43050.0,17239.0,38354.0,266196.0,81106.0,78055.0,34576.0,105236.0,100.0
