,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Czechia,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,Denmark,Canada,Spain,Afghanistan,Iraq,New Zealand,Belize,Djibouti,Czechoslovakia,Cuba,Egypt,Kyrgyzstan,Argentina,Democratic People's Republic of Korea,Germany,El Salvador,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Montserrat,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Nigeria,Norway,Guam,Turkey,Burundi,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,Algeria,Senegal,Saint Lucia,Haiti,Sao Tome and Principe,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Bhutan,Congo,USSR,Honduras,Tunisia,Côte d'Ivoire,Gambia,Turkmenistan,South Africa,Sierra Leone,Réunion,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1971,771.0,35925.0,60384.0,270744.0,12316.0,-1.0,66000.0,-1.0,78352.0,3568.0,37440.0,-1.0,22.0,22.0,20800.0,20613.0,-1.0,-1.0,3334.0,-1.0,4315.0,1602.0,3733.0,3.0,275000.0,2.0,12800.0,665.0,-1.0,4500.0,-1.0,2221966.0,25742.0,9161.0,-1.0,695.0,-1.0,-1.0,-1.0,6.0,3.0,148650.0,673363.0,5456.0,29570.0,3736.0,92.0,-1.0,-1.0,32335.0,10.0,1060.0,15.0,298030.0,808491.0,488507.0,42780.0,73468.0,16310.0,332.0,0.0,210854.0,3219.0,47000.0,-1.0,554138.0,58700.0,855189.0,4323.0,184781.0,174840.0,123.0,241557.0,19663.0,5460.0,394511.0,17176.0,-1.0,67.0,29.0,0.0,20535.0,-1.0,233055.0,23000.0,168.0,11530.0,163060.0,51244.0,0.0,766252.0,3850.0,-1.0,-1.0,7135.0,31942.0,47012.0,5888.0,300.0,259410.0,28274.0,1.0,47047.0,40825.0,211805.0,49043.0,275720.0,20.0,4180.0,12530.0,23.0,79200.0,29275.0,1.0,10842.0,10.0,3.0,-1.0,14519.0,3030.0,85.0,18196.0,162100.0,800.0,23772.0,-1.0,903.0,-1.0,-1.0,0.0,25792.0,67834.0,2.0,46010.0,1178595.0,2221195.0,-1.0,4789.0,34415.0,1445000.0,-1.0,16415.0,29459.0,30671.0,48.0,-1.0,162.0,3117.0,85.0,-1.0,3440.0,9160.0,466321.0,10013.0,63307.0,14320.0,1076.0,10732.0,30.0,131091.0,1692000.0,110968.0,26268.0,1.0,4.0,3.0,3934.0,128.0,1038.0,-1.0,121017.0,44344.0,1830.0,113.0,10662740.0,5742.0,33800.0,13901.0,1700.0,-1.0,84748.0,573.0,112.0,-1.0,15414.0,4234.0,2822.0,-1.0,35225.0
1972,858.0,33410.0,92217.0,259259.0,17404.0,-1.0,56000.0,-1.0,77735.0,3342.0,39060.0,-1.0,21.0,23.0,23200.0,15238.0,-1.0,-1.0,3210.0,-1.0,4305.0,2105.0,4501.0,3.0,262000.0,2.0,14800.0,715.0,-1.0,4960.0,-1.0,2197278.0,24188.0,15538.0,-1.0,770.0,-1.0,-1.0,-1.0,5.0,3.0,148850.0,681613.0,5895.0,33000.0,3761.0,89.0,-1.0,-1.0,34000.0,9.0,1075.0,15.0,296034.0,821631.0,509610.0,43160.0,55595.0,11205.0,295.0,0.0,208537.0,2669.0,48000.0,-1.0,564397.0,59800.0,857034.0,4169.0,192044.0,153960.0,141.0,231120.0,15111.0,4807.0,413875.0,17271.0,-1.0,58.0,25.0,0.0,23868.0,-1.0,236847.0,20000.0,168.0,12730.0,225864.0,52271.0,0.0,737206.0,4055.0,-1.0,-1.0,7038.0,31777.0,54528.0,6000.0,304.0,249533.0,28410.0,16.0,46053.0,32581.0,288758.0,46307.0,260737.0,15.0,4344.0,17730.0,23.0,75860.0,33980.0,1.0,9780.0,10.0,3.0,-1.0,13079.0,3270.0,88.0,23921.0,163200.0,900.0,26833.0,-1.0,797.0,-1.0,-1.0,0.0,23666.0,64123.0,2.0,51570.0,1168400.0,2196420.0,-1.0,4735.0,33930.0,1201000.0,-1.0,16254.0,38689.0,31275.0,50.0,-1.0,152.0,3448.0,76.0,-1.0,3560.0,9091.0,452211.0,6909.0,67094.0,8490.0,1083.0,10392.0,37.0,129409.0,1696200.0,95850.0,26937.0,1.0,4.0,3.0,4382.0,164.0,1133.0,-1.0,123023.0,39197.0,1873.0,195.0,10860180.0,6011.0,34302.0,14081.0,1694.0,-1.0,83753.0,576.0,118.0,-1.0,16297.0,2811.0,3175.0,-1.0,34489.0
1973,957.0,36180.0,71111.0,277688.0,17202.0,-1.0,72000.0,-1.0,76230.0,3272.0,37764.0,-1.0,19.0,24.0,25300.0,17244.0,-1.0,-1.0,3436.0,-1.0,4323.0,2610.0,8715.0,5.0,264000.0,2.0,18000.0,1030.0,-1.0,6332.0,-1.0,2138182.0,24722.0,16919.0,-1.0,820.0,-1.0,-1.0,-1.0,17.0,3.0,139800.0,686321.0,5312.0,36600.0,4179.0,88.0,-1.0,-1.0,32660.0,11.0,2649.0,15.0,294326.0,803930.0,546310.0,45023.0,55169.0,11963.0,342.0,0.0,187969.0,2301.0,49476.0,-1.0,575368.0,61100.0,877255.0,4403.0,190266.0,156020.0,159.0,245014.0,11816.0,5850.0,365103.0,17532.0,-1.0,108.0,31.0,0.0,26858.0,-1.0,237951.0,20002.0,168.0,12930.0,184438.0,55054.0,0.0,740953.0,3730.0,-1.0,-1.0,7132.0,37164.0,60198.0,6250.0,318.0,216133.0,29430.0,17.0,46053.0,42225.0,209608.0,48594.0,228095.0,15.0,4613.0,17730.0,23.0,69172.0,36094.0,1.0,8610.0,11.0,3.0,-1.0,13383.0,3558.0,90.0,19196.0,164100.0,1100.0,33194.0,-1.0,971.0,-1.0,-1.0,0.0,30308.0,62978.0,2.0,51666.0,1146145.0,2137225.0,-1.0,6069.0,35400.0,1339000.0,-1.0,16483.0,38189.0,29293.0,50.0,-1.0,221.0,3345.0,85.0,-1.0,3610.0,8528.0,433735.0,6619.0,68772.0,8730.0,1640.0,14847.0,24.0,147777.0,1583700.0,93548.0,27748.0,0.0,4.0,2.0,4200.0,210.0,793.0,-1.0,126322.0,44575.0,1925.0,291.0,11557460.0,5836.0,32926.0,15288.0,1374.0,-1.0,70990.0,595.0,119.0,-1.0,17130.0,3412.0,3086.0,-1.0,33323.0
1974,1256.0,34250.0,102484.0,284066.0,17352.0,-1.0,60000.0,-1.0,72908.0,3255.0,34200.0,-1.0,17.0,24.0,24900.0,17116.0,-1.0,-1.0,3338.0,-1.0,4340.0,2770.0,7378.0,4.0,252000.0,2.0,16200.0,1195.0,-1.0,5606.0,-1.0,2111326.0,26027.0,18657.0,-1.0,910.0,-1.0,-1.0,-1.0,13.0,3.0,157700.0,628633.0,5450.0,36885.0,4514.0,106.0,-1.0,-1.0,35374.0,10.0,2339.0,5.0,294831.0,770115.0,588295.0,43740.0,60528.0,10063.0,340.0,0.0,207952.0,2098.0,51600.0,-1.0,542309.0,62800.0,884243.0,4998.0,176691.0,126572.0,159.0,260437.0,12937.0,4790.0,374027.0,17445.0,-1.0,102.0,35.0,0.0,28248.0,-1.0,224405.0,20005.0,168.0,12930.0,153357.0,55239.0,0.0,741782.0,4130.0,-1.0,-1.0,6853.0,37210.0,63863.0,6678.0,360.0,219643.0,32210.0,47.0,47038.0,40339.0,205493.0,48908.0,229706.0,30.0,4610.0,16150.0,23.0,75908.0,30550.0,1.0,8370.0,11.0,3.0,-1.0,15022.0,3156.0,95.0,20968.0,168800.0,930.0,33890.0,-1.0,1055.0,-1.0,-1.0,0.0,27321.0,65386.0,2.0,51870.0,1137405.0,2110070.0,-1.0,5073.0,35706.0,1183000.0,-1.0,16949.0,38278.0,33665.0,55.0,-1.0,263.0,4050.0,89.0,-1.0,3760.0,7547.0,451300.0,6313.0,67562.0,11180.0,2040.0,15418.0,61.0,150656.0,1601100.0,112104.0,28515.0,1.0,4.0,3.0,3850.0,270.0,1016.0,-1.0,96048.0,41436.0,1964.0,421.0,11499351.0,6839.0,33210.0,20791.0,1141.0,-1.0,72096.0,595.0,124.0,-1.0,13658.0,2458.0,2705.0,-1.0,32112.0
1975,1443.0,35800.0,119652.0,291098.0,15537.0,-1.0,46000.0,-1.0,71046.0,3209.0,34200.0,-1.0,14.0,24.0,25800.0,19411.0,-1.0,-1.0,3454.0,-1.0,4360.0,2910.0,9376.0,7.0,263000.0,2.0,13100.0,1535.0,-1.0,5760.0,-1.0,2104273.0,28173.0,25521.0,-1.0,990.0,-1.0,-1.0,-1.0,16.0,3.0,136917.0,576502.0,5640.0,45996.0,5214.0,104.0,-1.0,-1.0,32272.0,11.0,1579.0,3.0,292942.0,746110.0,595550.0,42930.0,61048.0,14763.0,377.0,0.0,186109.0,1935.0,54300.0,-1.0,545444.0,64000.0,918791.0,4746.0,207751.0,119553.0,162.0,229459.0,13018.0,4870.0,379786.0,17135.0,-1.0,104.0,29.0,0.0,27181.0,-1.0,237175.0,17006.0,160.0,12930.0,182405.0,56350.0,0.0,734775.0,4200.0,-1.0,-1.0,6892.0,32886.0,64850.0,8415.0,582.0,217995.0,37410.0,4.0,47053.0,41512.0,207442.0,48691.0,232758.0,22.0,4801.0,16150.0,23.0,86147.0,28353.0,1.0,8040.0,10.0,3.0,-1.0,16925.0,2846.0,100.0,18266.0,151700.0,935.0,37556.0,-1.0,1669.0,-1.0,-1.0,0.0,24041.0,69672.0,2.0,56360.0,1118764.0,2102830.0,-1.0,5373.0,38057.0,1421000.0,-1.0,17585.0,39073.0,33519.0,60.0,-1.0,380.0,3873.0,88.0,-1.0,3780.0,6910.0,417040.0,6017.0,69709.0,13370.0,2755.0,6264.0,54.0,143789.0,1604200.0,96397.0,29200.0,1.0,5.0,2.0,3850.0,345.0,1263.0,-1.0,93800.0,50616.0,1970.0,425.0,11966956.0,7824.0,48460.0,21105.0,765.0,-1.0,65560.0,764.0,98.0,-1.0,13144.0,1695.0,2750.0,-1.0,32004.0
1976,1191.0,31825.0,103860.0,313100.0,14413.0,-1.0,66000.0,-1.0,66020.0,3089.0,34350.0,-1.0,9.0,25.0,27050.0,19651.0,-1.0,-1.0,3469.0,-1.0,4525.0,3230.0,8392.0,12.0,255000.0,2.0,15200.0,1410.0,-1.0,5400.0,-1.0,2087069.0,24484.0,9227.0,-1.0,1125.0,-1.0,-1.0,-1.0,13.0,3.0,128221.0,561651.0,6110.0,46086.0,5827.0,138.0,-1.0,-1.0,32870.0,13.0,1579.0,2.0,300352.0,747010.0,593903.0,42890.0,77225.0,11165.0,380.0,0.0,188505.0,1940.0,55826.0,-1.0,637912.0,62500.0,921846.0,4975.0,213851.0,123686.0,171.0,258639.0,11292.0,4181.0,410878.0,17405.0,-1.0,73.0,28.0,0.0,25916.0,-1.0,250146.0,18004.0,160.0,12800.0,134599.0,55531.0,0.0,721690.0,4220.0,-1.0,-1.0,7300.0,34740.0,63161.0,10073.0,492.0,233735.0,41910.0,2.0,51052.0,34160.0,201443.0,36051.0,244900.0,57.0,5086.0,16150.0,23.0,91629.0,29837.0,1.0,9044.0,10.0,3.0,-1.0,17820.0,2329.0,108.0,16143.0,124600.0,957.0,36487.0,-1.0,701.0,-1.0,-1.0,0.0,24853.0,76003.0,2.0,57690.0,1164400.0,2085878.0,-1.0,4896.0,34466.0,1373000.0,-1.0,17510.0,39813.0,26477.0,60.0,-1.0,250.0,3575.0,76.0,-1.0,3960.0,7891.0,445272.0,5963.0,68282.0,13684.0,4853.0,6989.0,60.0,144765.0,1700150.0,94580.0,29737.0,1.0,9.0,2.0,4340.0,420.0,1124.0,-1.0,92100.0,55782.0,2002.0,420.0,11714941.0,9493.0,27326.0,21735.0,910.0,-1.0,68824.0,782.0,84.0,-1.0,11510.0,1480.0,2176.0,-1.0,31392.0
1977,1091.0,26950.0,106767.0,297583.0,13468.0,-1.0,73000.0,-1.0,64519.0,2772.0,37860.0,-1.0,21.0,25.0,29900.0,18155.0,-1.0,-1.0,3696.0,-1.0,4675.0,2944.0,8923.0,7.0,255000.0,2.0,14100.0,965.0,-1.0,4947.0,-1.0,2135159.0,29743.0,22582.0,-1.0,1165.0,-1.0,-1.0,-1.0,13.0,3.0,118157.0,588210.0,6527.0,29162.0,5522.0,163.0,-1.0,-1.0,35704.0,15.0,1562.0,2.0,308006.0,676844.0,602786.0,42930.0,79313.0,9465.0,340.0,0.0,185448.0,1940.0,50833.0,-1.0,479643.0,62700.0,939506.0,5323.0,220738.0,134816.0,186.0,313490.0,7235.0,4723.0,399410.0,17160.0,-1.0,82.0,26.0,0.0,29569.0,-1.0,226768.0,19002.0,160.0,12800.0,118354.0,58870.0,0.0,710680.0,4175.0,-1.0,-1.0,7451.0,33837.0,65049.0,9813.0,565.0,275062.0,43260.0,1.0,52046.0,38040.0,208411.0,38493.0,284527.0,75.0,5334.0,16150.0,23.0,87693.0,33236.0,1.0,10437.0,10.0,3.0,-1.0,18450.0,2821.0,125.0,18773.0,132100.0,1157.0,37890.0,-1.0,745.0,-1.0,-1.0,0.0,24468.0,59821.0,2.0,55430.0,1146591.0,2134067.0,-1.0,5317.0,34836.0,1326000.0,-1.0,17975.0,26090.0,23160.0,60.0,-1.0,254.0,4056.0,74.0,-1.0,3980.0,10527.0,433082.0,6288.0,69958.0,12863.0,5607.0,7065.0,34.0,140182.0,1601245.0,87494.0,29763.0,3.0,9.0,3.0,4550.0,540.0,936.0,-1.0,108420.0,57101.0,2054.0,390.0,11424215.0,9592.0,41802.0,23023.0,1111.0,-1.0,68801.0,782.0,98.0,-1.0,9320.0,2490.0,2176.0,-1.0,29799.0
1978,1090.0,17105.0,113349.0,301665.0,12456.0,-1.0,63000.0,-1.0,68690.0,2755.0,38216.0,-1.0,35.0,25.0,31400.0,16640.0,-1.0,-1.0,3530.0,-1.0,4975.0,1943.0,9530.0,7.0,263000.0,2.0,15100.0,880.0,-1.0,5925.0,-1.0,2122813.0,28517.0,23030.0,-1.0,1385.0,-1.0,-1.0,-1.0,12.0,3.0,112255.0,620046.0,7252.0,30440.0,4589.0,138.0,-1.0,-1.0,36226.0,12.0,1025.0,0.0,310868.0,605960.0,604654.0,42025.0,88783.0,14565.0,304.0,0.0,201332.0,1940.0,56444.0,-1.0,462888.0,62850.0,962141.0,5559.0,200484.0,140862.0,192.0,330845.0,7788.0,4028.0,395049.0,18023.0,-1.0,69.0,35.0,0.0,32469.0,-1.0,222389.0,15002.0,160.0,12800.0,105736.0,60345.0,0.0,740648.0,4800.0,-1.0,-1.0,8071.0,33829.0,64021.0,9358.0,564.0,246183.0,43450.0,1.0,53039.0,32258.0,193443.0,33040.0,260748.0,36.0,5339.0,16771.0,23.0,92811.0,29607.0,1.0,9833.0,9.0,3.0,-1.0,16750.0,2969.0,125.0,16018.0,125100.0,702.0,39720.0,-1.0,573.0,-1.0,-1.0,0.0,24561.0,67298.0,2.0,53070.0,1219259.0,2121723.0,-1.0,4104.0,21595.0,1343000.0,-1.0,16412.0,37439.0,24110.0,60.0,-1.0,165.0,3046.0,87.0,-1.0,4050.0,10096.0,423812.0,9028.0,67643.0,13641.0,7010.0,7246.0,23.0,133778.0,1455445.0,93076.0,30721.0,6.0,9.0,3.0,5250.0,645.0,985.0,-1.0,118849.0,58474.0,2167.0,390.0,11998512.0,7152.0,53708.0,23688.0,845.0,-1.0,75230.0,782.0,100.0,-1.0,15350.0,2517.0,2892.0,-1.0,29039.0
1979,985.0,17787.0,122448.0,304996.0,12083.0,-1.0,65000.0,-1.0,65995.0,2584.0,32045.0,-1.0,54.0,25.0,30000.0,20143.0,-1.0,-1.0,3908.0,-1.0,5275.0,3581.0,9741.0,28.0,270600.0,2.0,15500.0,655.0,-1.0,6037.0,-1.0,2091721.0,27224.0,25089.0,-1.0,1505.0,-1.0,-1.0,-1.0,8.0,3.0,135609.0,551105.0,8478.0,34816.0,4590.0,181.0,-1.0,-1.0,35439.0,10.0,770.0,0.0,313050.0,706860.0,617878.0,41415.0,93022.0,10948.0,316.0,0.0,182229.0,1965.0,55257.0,-1.0,440344.0,61850.0,885859.0,5622.0,198219.0,153219.0,201.0,331735.0,7434.0,4616.0,424730.0,18423.0,-1.0,49.0,34.0,0.0,31243.0,-1.0,229273.0,14000.0,160.0,12800.0,122919.0,57960.0,0.0,736490.0,5030.0,-1.0,-1.0,9688.0,30468.0,64774.0,9740.0,566.0,260299.0,46074.0,0.0,60026.0,42641.0,202065.0,23871.0,271247.0,36.0,5108.0,18900.0,24.0,99264.0,34639.0,1.0,8934.0,9.0,3.0,-1.0,16075.0,2977.0,130.0,14322.0,111300.0,900.0,42738.0,-1.0,825.0,-1.0,-1.0,0.0,24794.0,64096.0,2.0,49850.0,1292784.0,2090736.0,-1.0,3961.0,19725.0,1199000.0,-1.0,17188.0,31893.0,22915.0,63.0,-1.0,165.0,2689.0,93.0,-1.0,4160.0,8923.0,417413.0,12069.0,67892.0,12406.0,6297.0,7737.0,23.0,125071.0,1434804.0,116222.0,31361.0,5.0,9.0,4.0,7070.0,720.0,920.0,-1.0,100054.0,61824.0,2226.0,167.0,11369166.0,7079.0,35484.0,20030.0,966.0,-1.0,71927.0,785.0,96.0,-1.0,17200.0,2277.0,2892.0,-1.0,28321.0
1980,1215.0,15543.0,135501.0,313348.0,12632.0,-1.0,65000.0,-1.0,60603.0,2835.0,36270.0,-1.0,43.0,25.0,23000.0,20857.0,-1.0,-1.0,3880.0,-1.0,5275.0,3621.0,5484.0,9.0,254000.0,2.0,15100.0,630.0,-1.0,6493.0,-1.0,2053724.0,25644.0,26092.0,-1.0,1630.0,-1.0,-1.0,-1.0,11.0,3.0,127562.0,512212.0,7821.0,37928.0,3977.0,169.0,-1.0,-1.0,33245.0,9.0,990.0,0.0,302448.0,779180.0,673944.0,38050.0,106164.0,10065.0,344.0,0.0,196389.0,1965.0,57580.0,-1.0,412797.0,61700.0,873377.0,5343.0,203103.0,141362.0,204.0,358435.0,8041.0,4276.0,483681.0,17823.0,-1.0,53.0,34.0,0.0,34287.0,-1.0,207525.0,14000.0,67.0,12800.0,80224.0,67541.0,0.0,757375.0,5070.0,-1.0,-1.0,9472.0,36333.0,67214.0,9615.0,619.0,280776.0,44506.0,3.0,59026.0,49987.0,205429.0,25174.0,290841.0,54.0,5789.0,18900.0,24.0,109691.0,37435.0,0.0,8370.0,10.0,3.0,-1.0,8995.0,3324.0,133.0,17419.0,119100.0,940.0,48536.0,-1.0,514.0,-1.0,-1.0,0.0,22824.0,65936.0,2.0,39413.0,1348901.0,2052509.0,-1.0,4949.0,20400.0,1306000.0,-1.0,17486.0,32113.0,23050.0,63.0,-1.0,165.0,3408.0,92.0,-1.0,4180.0,10337.0,390980.0,12955.0,79720.0,16250.0,6806.0,8476.0,16.0,116803.0,1497764.0,170301.0,32246.0,11.0,0.0,4.0,5950.0,645.0,1067.0,-1.0,103240.0,65588.0,2251.0,165.0,11352917.0,7011.0,44856.0,21652.0,1229.0,-1.0,84170.0,815.0,98.0,-1.0,14710.0,2872.0,2258.0,-1.0,27849.0
1981,1011.0,14364.0,138286.0,346530.0,13649.0,-1.0,69000.0,-1.0,61493.0,2069.0,39555.0,-1.0,40.0,25.0,20000.0,20473.0,-1.0,-1.0,3558.0,-1.0,5275.0,2527.0,2914.0,2.0,269000.0,2.0,14700.0,700.0,-1.0,6835.0,-1.0,1853383.0,26655.0,30119.0,-1.0,1900.0,-1.0,-1.0,-1.0,14.0,4.0,143761.0,507309.0,7754.0,42756.0,4699.0,169.0,-1.0,-1.0,37451.0,9.0,1004.0,0.0,295286.0,762700.0,614307.0,35540.0,117665.0,19138.0,330.0,0.0,195266.0,1965.0,55220.0,-1.0,383800.0,61600.0,894952.0,4771.0,189867.0,138144.0,216.0,359527.0,7947.0,4388.0,467450.0,17724.0,-1.0,40.0,32.0,0.0,36203.0,-1.0,208478.0,13000.0,67.0,12800.0,87284.0,67650.0,0.0,781763.0,5040.0,-1.0,-1.0,9932.0,35357.0,63150.0,9535.0,631.0,251205.0,32753.0,2.0,55026.0,51553.0,206056.0,23096.0,270344.0,65.0,5964.0,21650.0,24.0,104275.0,31861.0,0.0,7920.0,10.0,3.0,-1.0,9320.0,3284.0,130.0,12037.0,122300.0,730.0,53360.0,-1.0,509.0,-1.0,-1.0,0.0,22050.0,55085.0,2.0,41169.0,1380598.0,1852373.0,-1.0,4706.0,22800.0,1387000.0,-1.0,19315.0,38836.0,24616.0,63.0,-1.0,188.0,3408.0,84.0,-1.0,4300.0,10125.0,351800.0,12935.0,54563.0,17070.0,6556.0,8439.0,15.0,113710.0,1522360.0,133914.0,33176.0,13.0,0.0,3.0,4270.0,690.0,1121.0,-1.0,111555.0,69279.0,2323.0,165.0,11306010.0,5850.0,37842.0,23199.0,1702.0,-1.0,92038.0,865.0,98.0,-1.0,15070.0,2749.0,2401.0,-1.0,26492.0
1982,1118.0,17065.0,151124.0,293761.0,13477.0,-1.0,63000.0,-1.0,64143.0,4008.0,38391.0,-1.0,32.0,24.0,32000.0,17404.0,-1.0,-1.0,3853.0,-1.0,5375.0,2995.0,1818.0,3.0,255000.0,2.0,15000.0,760.0,-1.0,4770.0,-1.0,1892300.0,23180.0,35112.0,-1.0,1876.0,-1.0,-1.0,-1.0,10.0,4.0,133307.0,532089.0,9192.0,46920.0,3491.0,142.0,-1.0,-1.0,34250.0,8.0,1116.0,0.0,285887.0,670640.0,704700.0,33850.0,140431.0,27383.0,311.0,0.0,174438.0,1965.0,56178.0,-1.0,362145.0,61300.0,917945.0,4749.0,199163.0,150757.0,240.0,330794.0,7286.0,4061.0,476609.0,18325.0,-1.0,48.0,31.0,0.0,36537.0,-1.0,232390.0,13000.0,67.0,12800.0,100808.0,67165.0,0.0,711333.0,5070.0,-1.0,-1.0,12351.0,36235.0,65404.0,9458.0,596.0,310493.0,35437.0,1.0,52039.0,49819.0,192948.0,23260.0,337877.0,44.0,6080.0,21650.0,24.0,113998.0,25463.0,0.0,8880.0,12.0,4.0,-1.0,13564.0,3080.0,100.0,16612.0,129000.0,810.0,47120.0,-1.0,494.0,-1.0,-1.0,0.0,21593.0,55842.0,2.0,43948.0,1392188.0,1891183.0,-1.0,3987.0,23585.0,1256179.0,-1.0,18288.0,32906.0,24422.0,63.0,-1.0,329.0,3449.0,79.0,-1.0,4460.0,10935.0,358440.0,12834.0,58869.0,13268.0,5989.0,8832.0,18.0,104561.0,1528200.0,147102.0,34185.0,20.0,0.0,2.0,3430.0,705.0,1313.0,-1.0,107474.0,69520.0,2415.0,225.0,11953221.0,6370.0,59368.0,24059.0,1470.0,-1.0,78238.0,1165.0,111.0,-1.0,15950.0,2055.0,1788.0,-1.0,24167.0
1983,1215.0,15954.0,152313.0,323833.0,13762.0,-1.0,81000.0,-1.0,71982.0,3454.0,38575.0,-1.0,35.0,24.0,35000.0,18281.0,-1.0,-1.0,4013.0,-1.0,5841.0,2637.0,1098.0,4.0,241000.0,2.0,16900.0,740.0,-1.0,4080.0,-1.0,1579546.0,23000.0,41604.0,-1.0,1690.0,-1.0,-1.0,-1.0,19.0,4.0,141360.0,574601.0,10873.0,42475.0,3422.0,128.0,-1.0,-1.0,21605.0,8.0,1239.0,0.0,263074.0,701260.0,737609.0,32490.0,145183.0,44134.0,354.0,0.0,169256.0,1965.0,56300.0,-1.0,354279.0,62100.0,872117.0,4824.0,193116.0,137868.0,258.0,318403.0,8119.0,4586.0,446723.0,18148.0,-1.0,49.0,32.0,0.0,39409.0,-1.0,256690.0,14000.0,67.0,12750.0,149033.0,66065.0,0.0,773937.0,4920.0,-1.0,-1.0,12458.0,31003.0,64539.0,9663.0,571.0,293101.0,39530.0,0.0,51039.0,48119.0,192955.0,24011.0,337235.0,27.0,6278.0,22100.0,26.0,104404.0,32367.0,0.0,8880.0,14.0,3.0,-1.0,10866.0,3357.0,50.0,17429.0,158000.0,1250.0,47000.0,-1.0,433.0,-1.0,-1.0,0.0,22720.0,54045.0,2.0,33879.0,1364562.0,1578331.0,-1.0,4487.0,24890.0,1523783.0,-1.0,14677.0,33487.0,24522.0,63.0,-1.0,329.0,3081.0,96.0,-1.0,4480.0,11321.0,354440.0,11761.0,56157.0,17494.0,7044.0,9435.0,18.0,101210.0,1617940.0,157125.0,35075.0,20.0,0.0,4.0,3010.0,690.0,1334.0,-1.0,104235.0,67663.0,2531.0,300.0,11680991.0,7628.0,48856.0,27054.0,1567.0,-1.0,79238.0,1265.0,100.0,-1.0,26550.0,2061.0,3349.0,-1.0,23854.0
1984,1514.0,18327.0,152189.0,326581.0,15588.0,-1.0,66385.0,-1.0,64093.0,4582.0,37853.0,-1.0,32.0,24.0,34000.0,20312.0,-1.0,-1.0,4246.0,-1.0,5850.0,2796.0,1183.0,1.0,251000.0,2.0,15000.0,830.0,-1.0,3339.0,-1.0,1800871.0,22040.0,30327.0,-1.0,1455.0,-1.0,-1.0,-1.0,26.0,4.0,143301.0,665658.0,9381.0,42329.0,3178.0,119.0,-1.0,-1.0,25480.0,8.0,1485.0,0.0,241067.0,722980.0,754823.0,30738.0,146401.0,59413.0,425.0,0.0,167217.0,1965.0,56700.0,-1.0,333736.0,62500.0,839329.0,4971.0,213329.0,142325.0,270.0,317301.0,7591.0,3600.0,470539.0,17548.0,-1.0,51.0,32.0,0.0,42835.0,-1.0,208596.0,14000.0,67.0,12750.0,174170.0,65700.0,0.0,786245.0,5200.0,-1.0,-1.0,11324.0,36998.0,70218.0,9933.0,538.0,308093.0,43678.0,0.0,50039.0,48118.0,191002.0,17236.0,367507.0,23.0,6151.0,24100.0,24.0,146373.0,42844.0,0.0,9881.0,14.0,3.0,-1.0,18551.0,3631.0,60.0,16769.0,159000.0,985.0,41480.0,-1.0,605.0,-1.0,-1.0,0.0,21409.0,52914.0,2.0,47370.0,1354538.0,1799357.0,-1.0,4910.0,21866.0,1300804.0,-1.0,19584.0,36551.0,23440.0,64.0,-1.0,353.0,3097.0,96.0,-1.0,4000.0,11750.0,345260.0,11718.0,52478.0,15969.0,7850.0,9649.0,22.0,96682.0,1613880.0,150786.0,39875.0,36.0,0.0,3.0,3220.0,745.0,1465.0,-1.0,103866.0,70661.0,2405.0,300.0,11443146.0,5890.0,70920.0,24534.0,2356.0,-1.0,77110.0,1355.0,111.0,-1.0,21240.0,3322.0,3429.0,-1.0,24578.0
